timestamp,price,z,vr,vel,in_pos,direction,tier,bars_held,pnl,peak,contracts,event
1776233765,25976.75,-0.6940,0.2425,2.25,0,,,0,0.0,0.0,0,
1776233770,25977.50,-0.6940,0.2425,2.25,0,,,0,0.0,0.0,0,
1776233775,25976.50,-0.6940,0.2425,2.25,0,,,0,0.0,0.0,0,
1776233780,25977.50,-0.6940,0.2425,2.25,0,,,0,0.0,0.0,0,
1776233785,25977.00,-0.6940,0.2425,2.25,0,,,0,0.0,0.0,0,
1776233790,25978.00,-0.6940,0.2425,2.25,0,,,0,0.0,0.0,0,
1776233795,25979.25,-0.6940,0.2425,2.25,0,,,0,0.0,0.0,0,
1776233800,25976.50,-0.6940,0.2425,2.25,0,,,0,0.0,0.0,0,
1776233805,25975.75,-0.6940,0.2425,2.25,0,,,0,0.0,0.0,0,
1776233810,25976.25,-0.6940,0.2425,2.25,0,,,0,0.0,0.0,0,
1776233815,25975.50,-0.6940,0.2425,2.25,0,,,0,0.0,0.0,0,
1776233820,25976.25,-0.6940,0.1735,2.25,1,long,CASCADE,0,0.0,0.0,1,ENTRY_CASCADE
1776233825,25975.50,-0.6940,0.1735,2.25,1,long,CASCADE,0,-1.0,0.0,1,
1776233830,25976.00,-0.6940,0.1735,2.25,1,long,CASCADE,0,0.0,0.0,1,
1776233835,25975.00,-0.6940,0.1735,2.25,1,long,CASCADE,0,-0.5,0.0,1,
1776233840,25975.75,-0.6940,0.1735,2.25,1,long,CASCADE,0,-0.5,0.0,1,
1776233845,25977.25,-0.6940,0.1735,2.25,1,long,CASCADE,0,1.0,2.5,1,
1776233850,25976.50,-0.6940,0.1735,2.25,1,long,CASCADE,0,1.5,2.5,1,
1776233855,25976.75,-0.6940,0.1735,2.25,1,long,CASCADE,0,1.5,2.5,1,
1776233860,25976.75,-0.6940,0.1735,2.25,1,long,CASCADE,0,-1.0,2.5,1,
1776233865,25975.50,-0.6940,0.1735,2.25,1,long,CASCADE,0,-1.5,2.5,1,
1776233870,25975.25,-0.6940,0.1735,2.25,1,long,CASCADE,0,-1.5,2.5,1,
1776233875,25975.25,-0.6940,0.1735,2.25,1,long,CASCADE,0,-1.5,2.5,1,
1776233880,25976.00,-0.6940,0.1632,2.25,1,long,CASCADE,1,-1.0,2.5,1,
1776233885,25975.75,-0.6940,0.1632,2.25,1,long,CASCADE,1,-1.0,2.5,1,
1776233890,25976.00,-0.6940,0.1632,2.25,1,long,CASCADE,1,2.0,2.5,1,
1776233895,25976.25,-0.6940,0.1632,2.25,1,long,CASCADE,1,1.0,2.5,1,
1776233900,25977.25,-0.6940,0.1632,2.25,1,long,CASCADE,1,2.5,2.5,1,
1776233905,25976.25,-0.6940,0.1632,2.25,1,long,CASCADE,1,1.5,2.5,1,
1776233910,25978.00,-0.6940,0.1632,2.25,1,long,CASCADE,1,5.0,4.0,1,
1776233915,25978.00,-0.6940,0.1632,2.25,1,long,CASCADE,1,3.5,4.0,1,
1776233920,25979.00,-0.6940,0.1632,2.25,1,long,CASCADE,1,6.0,6.0,1,
1776233925,25979.25,-0.6940,0.1632,2.25,1,long,CASCADE,1,7.5,6.5,1,
1776233930,25979.50,-0.6940,0.1632,2.25,1,long,CASCADE,1,7.0,7.0,1,
1776233935,25981.00,-0.6940,0.1632,2.25,1,long,CASCADE,1,9.5,10.0,1,
1776233940,25980.25,-0.6940,0.2488,2.25,1,long,CASCADE,2,7.5,10.0,1,
1776233945,25980.50,-0.6940,0.2488,2.25,1,long,CASCADE,2,9.0,10.0,1,
1776233950,25980.50,-0.6940,0.2488,2.25,1,long,CASCADE,2,9.0,10.0,1,
1776233955,25980.25,-0.6940,0.2488,2.25,1,long,CASCADE,2,10.0,10.0,1,
1776233960,25980.50,-0.6940,0.2488,2.25,1,long,CASCADE,2,9.5,10.0,1,
1776233965,25979.75,-0.6940,0.2488,2.25,1,long,CASCADE,2,7.5,10.0,1,
1776233970,25980.25,-0.6940,0.2488,2.25,1,long,CASCADE,2,8.5,10.0,1,
1776233975,25980.00,-0.6940,0.2488,2.25,1,long,CASCADE,2,9.0,10.0,1,
1776233980,25980.00,-0.6940,0.2488,2.25,1,long,CASCADE,2,6.5,10.0,1,
1776233985,25979.00,-0.6940,0.2488,2.25,1,long,CASCADE,2,6.0,10.0,1,
1776233990,25979.00,-0.6940,0.2488,2.25,1,long,CASCADE,2,6.5,10.0,1,
1776233995,25979.75,-0.6940,0.2488,2.25,1,long,CASCADE,2,7.0,10.0,1,
1776234000,25979.50,-0.6940,0.3154,2.25,1,short,RIDE_AGAINST,0,8.5,0.0,1,
1776234005,25981.00,-0.6940,0.3154,2.25,1,short,RIDE_AGAINST,0,8.0,0.0,1,
1776234010,25979.75,-0.6940,0.3154,2.25,1,short,RIDE_AGAINST,0,7.0,0.0,1,
1776234015,25980.50,-0.6940,0.3154,2.25,1,short,RIDE_AGAINST,0,7.0,0.0,1,
1776234020,25979.75,-0.6940,0.3154,2.25,1,short,RIDE_AGAINST,0,5.5,0.0,1,
1776234025,25979.50,-0.6940,0.3154,2.25,1,short,RIDE_AGAINST,0,7.5,0.0,1,
