timestamp,price,z,vr,vel,in_pos,direction,tier,bars_held,pnl,peak,contracts,event
1776736225,26824.50,-0.4259,0.2008,3.00,0,,,0,0.0,0.0,0,
1776736230,26824.25,-0.4259,0.2008,3.00,0,,,0,0.0,0.0,0,
1776736235,26823.75,-0.4259,0.2008,3.00,0,,,0,0.0,0.0,0,
1776736240,26823.25,-0.4259,0.2008,3.00,0,,,0,0.0,0.0,0,
1776736245,26821.75,-0.4259,0.2008,3.00,0,,,0,0.0,0.0,0,
1776736250,26822.25,-0.4259,0.2008,3.00,0,,,0,0.0,0.0,0,
1776736255,26822.75,-0.4259,0.2008,3.00,0,,,0,0.0,0.0,0,
1776736260,26822.75,3.9120,2.1603,177.75,0,,,0,0.0,0.0,0,ENTRY_FADE_AGAINST
1776736265,26823.00,3.9120,2.1603,177.75,1,short,FADE_AGAINST,-1,-1.0,0.0,1,
1776736270,26823.00,3.9120,2.1603,177.75,1,short,FADE_AGAINST,0,-1.0,0.0,1,
1776736275,26822.00,3.9120,2.1603,177.75,1,short,FADE_AGAINST,0,1.0,1.0,1,
1776736280,26822.25,3.9120,2.1603,177.75,1,short,FADE_AGAINST,0,0.5,1.0,1,
1776736285,26822.25,3.9120,2.1603,177.75,1,short,FADE_AGAINST,0,-1.0,1.0,1,
1776736290,26823.00,3.9120,2.1603,177.75,1,short,FADE_AGAINST,0,1.5,1.0,1,
1776736295,26821.50,3.9120,2.1603,177.75,1,short,FADE_AGAINST,0,1.5,2.0,1,
1776736300,26821.75,3.9120,2.1603,177.75,1,short,FADE_AGAINST,0,1.5,2.0,1,
1776736305,26821.75,3.9120,2.1603,177.75,1,short,FADE_AGAINST,0,0.5,2.0,1,
1776736310,26822.00,3.9120,2.1603,177.75,1,short,FADE_AGAINST,0,1.0,2.0,1,
1776736315,26822.50,3.9120,2.1603,177.75,1,short,FADE_AGAINST,0,3.5,2.0,1,
1776736320,26820.75,2.4489,2.1583,-0.25,1,short,FADE_AGAINST,0,1.5,3.5,1,
1776736325,26822.00,2.4489,2.1583,-0.25,1,short,FADE_AGAINST,0,1.5,3.5,1,
1776736330,26821.25,2.4489,2.1583,-0.25,1,short,FADE_AGAINST,1,2.5,3.5,1,
1776736335,26820.25,2.4489,2.1583,-0.25,1,short,FADE_AGAINST,1,11.0,4.5,1,
1776736340,26817.75,2.4489,2.1583,-0.25,1,short,FADE_AGAINST,1,9.5,9.5,1,
1776736345,26815.75,2.4489,2.1583,-0.25,1,short,FADE_AGAINST,1,12.5,13.5,1,
1776736350,26815.25,2.4489,2.1583,-0.25,1,short,FADE_AGAINST,1,16.0,14.5,1,
1776736355,26814.25,2.4489,2.1583,-0.25,1,short,FADE_AGAINST,1,14.5,16.5,1,
1776736360,26817.50,2.4489,2.1583,-0.25,1,short,FADE_AGAINST,1,12.0,16.5,1,
1776736365,26815.50,2.4489,2.1583,-0.25,1,short,FADE_AGAINST,1,11.5,16.5,1,
1776736370,26816.25,2.4489,2.1583,-0.25,1,short,FADE_AGAINST,1,11.5,16.5,1,
1776736375,26816.50,2.4489,2.1583,-0.25,1,short,FADE_AGAINST,1,12.0,16.5,1,
1776736380,26817.00,1.6260,2.0755,-6.00,1,short,FADE_AGAINST,1,10.0,16.5,1,
1776736385,26817.50,1.6260,2.0755,-6.00,1,short,FADE_AGAINST,1,10.5,16.5,1,
1776736390,26817.25,1.6260,2.0755,-6.00,1,short,FADE_AGAINST,2,10.5,16.5,1,
1776736395,26817.25,1.6260,2.0755,-6.00,1,short,FADE_AGAINST,2,10.5,16.5,1,
1776736400,26816.50,1.6260,2.0755,-6.00,1,short,FADE_AGAINST,2,11.5,16.5,1,
1776736405,26816.75,1.6260,2.0755,-6.00,1,short,FADE_AGAINST,2,10.5,16.5,1,
1776736410,26817.75,1.6260,2.0755,-6.00,1,short,FADE_AGAINST,2,7.0,16.5,1,
1776736415,26819.25,1.6260,2.0755,-6.00,1,short,FADE_AGAINST,2,7.0,16.5,1,EXIT_giveback_stop
1776736420,26819.50,1.6260,2.0755,-6.00,0,,,0,0.0,0.0,0,
1776736425,26819.50,1.6260,2.0755,-6.00,0,,,0,0.0,0.0,0,
1776736430,26818.50,1.6260,2.0755,-6.00,0,,,0,0.0,0.0,0,
