fill_time,order_id,side,entry_price,exit_price,pnl,qty,is_chain
1776317937,Close,SELL,26430.00,26453.50,-47.00,1,0
1776318236,Close,SELL,26452.75,26447.75,10.00,1,0
1776342884,Close,BUY,26419.75,26427.25,15.00,1,0
1776342937,Close,BUY,26427.25,26424.75,-5.00,1,0
1776343226,Close,BUY,26421.75,26408.00,-27.50,1,0
