timestamp,type,tier,direction,price,pnl,bars_held,exit_reason,is_chain,contracts,daily_pnl
1776077700,CHAIN_EXIT,FADE_CALM,?,25125.75,15.0,17,fade_oscillation_center,1,1,22.5
1776078000,CHAIN_ENTRY,RIDE_AGAINST,long,25156.5,0.0,0,,1,1,37.5
1776078000,CHAIN_ENTRY,RIDE_AGAINST,long,25156.5,0.0,0,,1,1,37.5
1776078060,CHAIN_ENTRY,RIDE_AGAINST,long,25170.75,0.0,0,,1,1,37.5
1776078480,CHAIN_EXIT,FADE_CALM,?,25165.75,80.0,13,fade_oscillation_center,1,1,37.5
1776078480,CHAIN_EXIT,RIDE_AGAINST,?,25165.75,18.5,8,chain_fade_oscillation_center,1,1,37.5
1776078480,CHAIN_EXIT,RIDE_AGAINST,?,25165.75,18.5,8,chain_fade_oscillation_center,1,1,37.5
1776078480,CHAIN_EXIT,RIDE_AGAINST,?,25165.75,-10.0,7,chain_fade_oscillation_center,1,1,37.5
1776078900,CHAIN_ENTRY,FADE_AGAINST,long,25162.25,0.0,0,,1,1,144.5
1776078900,CHAIN_ENTRY,FADE_AGAINST,long,25162.25,0.0,0,,1,1,144.5
1776078960,CHAIN_ENTRY,FADE_AGAINST,long,25163.0,0.0,0,,1,1,144.5
1776079020,CHAIN_EXIT,FADE_CALM,?,25153.75,-24.0,9,fade_p_center,1,1,144.5
1776079020,CHAIN_EXIT,FADE_AGAINST,?,25153.75,-17.0,2,chain_fade_p_center,1,1,144.5
1776079020,CHAIN_EXIT,FADE_AGAINST,?,25153.75,-17.0,2,chain_fade_p_center,1,1,144.5
1776079020,CHAIN_EXIT,FADE_AGAINST,?,25153.75,-18.5,1,chain_fade_p_center,1,1,86.5
1776079260,CHAIN_EXIT,FADE_AGAINST,?,25156.75,6.0,4,fade_p_center,1,1,68.0
1776079320,CHAIN_ENTRY,RIDE_AGAINST,long,25151.25,0.0,0,,1,1,74.0
1776079320,CHAIN_ENTRY,RIDE_AGAINST,long,25151.25,0.0,0,,1,1,74.0
1776079380,CHAIN_ENTRY,RIDE_AGAINST,long,25149.75,0.0,0,,1,1,74.0
1776079620,CHAIN_EXIT,FADE_AGAINST,?,25141.25,-31.0,6,fade_oscillation_center,1,1,74.0
1776079620,CHAIN_EXIT,RIDE_AGAINST,?,25141.25,-20.0,5,chain_fade_oscillation_center,1,1,74.0
1776079620,CHAIN_EXIT,RIDE_AGAINST,?,25141.25,-20.0,5,chain_fade_oscillation_center,1,1,74.0
1776079620,CHAIN_EXIT,RIDE_AGAINST,?,25141.25,-17.0,4,chain_fade_oscillation_center,1,1,74.0
1776079800,CHAIN_ENTRY,FADE_CALM,long,25138.0,0.0,0,,1,1,-14.0
1776079800,CHAIN_ENTRY,FADE_CALM,long,25138.0,0.0,0,,1,1,-14.0
1776079860,CHAIN_ENTRY,FADE_CALM,long,25140.25,0.0,0,,1,1,-14.0
1776079860,CHAIN_EXIT,KILL_SHOT,?,25140.25,-2.0,4,kill_shot_center,1,1,-14.0
1776079860,CHAIN_EXIT,FADE_CALM,?,25140.25,4.5,1,chain_fade_mean_reached,1,1,-14.0
1776079860,CHAIN_EXIT,FADE_CALM,?,25140.25,4.5,1,chain_fade_mean_reached,1,1,-14.0
1776079860,CHAIN_EXIT,FADE_CALM,?,25140.25,0.0,0,chain_fade_mean_reached,1,1,-14.0
1776079920,CHAIN_ENTRY,RIDE_AGAINST,long,25134.0,0.0,0,,1,1,-7.0
1776079920,CHAIN_ENTRY,RIDE_AGAINST,long,25134.0,0.0,0,,1,1,-7.0
1776079980,CHAIN_EXIT,FADE_CALM,?,25131.5,-17.5,2,fade_oscillation_center,1,1,-7.0
1776079980,CHAIN_EXIT,RIDE_AGAINST,?,25131.5,-5.0,1,chain_fade_p_center,1,1,-24.5
1776080040,CHAIN_EXIT,RIDE_AGAINST,?,25128.5,-11.0,2,chain_fade_p_center,1,1,-29.5
1776080040,CHAIN_EXIT,FADE_CALM,?,25128.5,-6.0,1,fade_p_center,1,1,-40.5
1776080100,CHAIN_ENTRY,FADE_AGAINST,long,25122.25,0.0,0,,1,1,-46.5
1776080100,CHAIN_ENTRY,FADE_AGAINST,long,25122.25,0.0,0,,1,1,-46.5
1776080160,CHAIN_ENTRY,FADE_AGAINST,long,25115.25,0.0,0,,1,1,-46.5
1776081600,CHAIN_EXIT,FADE_CALM,?,25090.0,-77.0,26,fade_oscillation_center,1,1,-46.5
1776081600,CHAIN_EXIT,FADE_AGAINST,?,25090.0,-64.5,25,chain_fade_oscillation_center,1,1,-46.5
1776081600,CHAIN_EXIT,FADE_AGAINST,?,25090.0,-64.5,25,chain_fade_oscillation_center,1,1,-46.5
1776081600,CHAIN_EXIT,FADE_AGAINST,?,25090.0,-50.5,24,chain_fade_oscillation_center,1,1,-46.5
1776081660,CHAIN_ENTRY,RIDE_AGAINST,short,25083.5,0.0,0,,1,1,-303.0
1776081660,CHAIN_ENTRY,RIDE_AGAINST,short,25083.5,0.0,0,,1,2,-303.0
1776081720,CHAIN_ENTRY,RIDE_AGAINST,short,25077.5,0.0,0,,1,3,-303.0
1776082620,CHAIN_EXIT,FADE_AGAINST,?,25115.75,-76.0,17,fade_oscillation_center,1,3,-303.0
1776082620,CHAIN_EXIT,RIDE_AGAINST,?,25115.75,-64.5,16,chain_fade_oscillation_center,1,3,-303.0
1776082620,CHAIN_EXIT,RIDE_AGAINST,?,25115.75,-64.5,16,chain_fade_oscillation_center,1,3,-303.0
