trade_id,time,timestamp,dir,entry_price,exit_price,pnl,held,peak,entry_tier,exit_reason,chain_idx,entry_residual,day
26,15:29,1767367740,short,25469.75,25524.0,-108.5,10,2.5,RM_PIVOT_TPSL,INVERSE,0,1.9460715055465698,2026_01_02
27,15:55,1767369300,long,25482.75,25357.5,-250.5,9,19.5,RM_PIVOT_TPSL,INVERSE,0,-1.6456987857818604,2026_01_02
28,17:24,1767374640,long,25386.0,25384.75,-2.5,6,4.0,RM_PIVOT_TPSL,INVERSE,0,-1.527762770652771,2026_01_02
29,17:34,1767375240,short,25391.5,25376.5,30.0,1,41.0,RM_PIVOT_TPSL,INVERSE,0,1.7539335489273071,2026_01_02
30,18:06,1767377161,short,25331.75,25321.75,20.0,2,22.0,RM_PIVOT_TPSL,INVERSE,0,1.844018578529358,2026_01_02
31,18:24,1767378240,short,25338.75,25340.0,-2.5,1,9.5,RM_PIVOT_TPSL,INVERSE,0,1.6664490699768066,2026_01_02
32,18:41,1767379260,short,25325.5,25312.5,26.0,8,29.5,RM_PIVOT_TPSL,INVERSE,0,2.4291269779205322,2026_01_02
33,19:03,1767380580,short,25299.25,25381.5,-164.5,13,0.5,RM_PIVOT_TPSL,INVERSE,0,1.5627202987670898,2026_01_02
34,19:18,1767381480,long,25385.5,25408.75,46.5,7,50.0,RM_PIVOT_TPSL,INVERSE,0,-1.6642447710037231,2026_01_02
35,20:01,1767384060,long,25406.25,25406.0,-0.5,0,0.0,RM_PIVOT_TPSL,INVERSE,0,-2.1251447200775146,2026_01_02
36,20:06,1767384360,short,25410.0,25435.75,-51.5,19,19.0,RM_PIVOT_TPSL,INVERSE,0,2.1443817615509033,2026_01_02
37,20:28,1767385680,long,25435.5,25430.0,-11.0,8,17.5,RM_PIVOT_TPSL,INVERSE,0,-1.7773184776306152,2026_01_02
0,01:05,1767575102,short,25463.5,25463.0,1.0,0,1.0,RM_PIVOT_TPSL,INVERSE,0,2.4790565967559814,2026_01_05
1,01:37,1767577021,long,25472.75,25470.75,-4.0,0,0.0,RM_PIVOT_TPSL,INVERSE,0,-1.8435224294662476,2026_01_05
2,01:41,1767577260,short,25480.75,25476.75,8.0,2,11.0,RM_PIVOT_TPSL,INVERSE,0,2.469733476638794,2026_01_05
3,01:53,1767577981,long,25459.5,25465.25,11.5,1,12.0,RM_PIVOT_TPSL,INVERSE,0,-1.9882946014404297,2026_01_05
4,02:32,1767580331,short,25461.75,25461.25,1.0,4,1.0,RM_PIVOT_TPSL,INVERSE,0,1.8977411985397339,2026_01_05
5,03:11,1767582665,short,25475.75,25475.0,1.5,0,1.5,RM_PIVOT_TPSL,INVERSE,0,2.0080368518829346,2026_01_05
6,04:00,1767585601,short,25463.25,25463.25,0.0,0,0.0,RM_PIVOT_TPSL,INVERSE,0,2.19378399848938,2026_01_05
7,04:30,1767587400,long,25462.25,25464.75,5.0,2,6.5,RM_PIVOT_TPSL,INVERSE,0,-2.319955348968506,2026_01_05
8,04:48,1767588483,short,25483.25,25485.25,-4.0,5,4.0,RM_PIVOT_TPSL,INVERSE,0,1.5591665506362915,2026_01_05
9,05:03,1767589381,long,25487.0,25474.5,-25.0,10,2.0,RM_PIVOT_TPSL,INVERSE,0,-1.9098494052886963,2026_01_05
10,05:43,1767591787,long,25481.0,25481.25,0.5,0,0.5,RM_PIVOT_TPSL,INVERSE,0,-1.954733967781067,2026_01_05
11,06:24,1767594240,short,25495.75,25495.5,0.5,0,0.5,RM_PIVOT_TPSL,INVERSE,0,1.599539875984192,2026_01_05
12,09:25,1767605102,short,25507.0,25506.75,0.5,0,0.5,RM_PIVOT_TPSL,INVERSE,0,1.771570086479187,2026_01_05
13,09:44,1767606242,short,25514.25,25514.75,-1.0,0,0.0,RM_PIVOT_TPSL,INVERSE,0,1.8590147495269775,2026_01_05
14,10:26,1767608760,long,25552.5,25541.75,-21.5,15,4.5,RM_PIVOT_TPSL,INVERSE,0,-1.5877768993377686,2026_01_05
15,10:44,1767609846,short,25541.25,25549.75,-17.0,8,1.0,RM_PIVOT_TPSL,INVERSE,0,2.385801076889038,2026_01_05
16,11:14,1767611640,long,25552.25,25566.0,27.5,10,28.0,RM_PIVOT_TPSL,INVERSE,0,-2.5678324699401855,2026_01_05
17,11:32,1767612724,long,25557.75,25564.0,12.5,3,13.0,RM_PIVOT_TPSL,INVERSE,0,-2.368013381958008,2026_01_05
18,12:04,1767614641,short,25568.25,25567.25,2.0,0,2.0,RM_PIVOT_TPSL,INVERSE,0,2.1926465034484863,2026_01_05
19,12:25,1767615902,short,25568.75,25570.0,-2.5,1,2.0,RM_PIVOT_TPSL,INVERSE,0,2.1373116970062256,2026_01_05
20,12:52,1767617520,short,25549.25,25556.5,-14.5,6,0.0,RM_PIVOT_TPSL,INVERSE,0,1.5629884004592896,2026_01_05
21,13:15,1767618900,short,25563.0,25544.75,36.5,6,38.0,RM_PIVOT_TPSL,INVERSE,0,2.169010877609253,2026_01_05
