concept,tf,regime_2d,shift_s,n,corr
vol_mean_w,15m,UP_CHOPPY,-12,3744,0.17584923248082052
vol_mean_w,15m,UP_CHOPPY,-8,3744,0.16125229602913435
vol_mean_w,15m,UP_CHOPPY,-4,3744,0.1458208546028052
vol_mean_w,15m,UP_CHOPPY,-2,3744,0.14044736992394108
vol_mean_w,15m,UP_CHOPPY,-1,3744,0.1375527475487437
vol_mean_w,15m,UP_CHOPPY,0,3744,0.13576133339375943
vol_mean_w,15m,UP_CHOPPY,1,3744,0.13476057586388218
vol_mean_w,15m,UP_CHOPPY,2,3744,0.13220008743725964
vol_mean_w,15m,UP_CHOPPY,4,3744,0.12851899904189598
vol_mean_w,15m,UP_CHOPPY,8,3744,0.12071640553276523
vol_mean_w,15m,UP_CHOPPY,12,3744,0.10906227721999547
vol_mean_w,15m,DOWN_SMOOTH,-12,4362,-0.21634704567366828
vol_mean_w,15m,DOWN_SMOOTH,-8,4362,-0.16658770055231106
vol_mean_w,15m,DOWN_SMOOTH,-4,4362,-0.13238672988042882
vol_mean_w,15m,DOWN_SMOOTH,-2,4362,-0.12409808487538695
vol_mean_w,15m,DOWN_SMOOTH,-1,4362,-0.12214453098935754
vol_mean_w,15m,DOWN_SMOOTH,0,4362,-0.12056065122377269
vol_mean_w,15m,DOWN_SMOOTH,1,4362,-0.11944597374171839
vol_mean_w,15m,DOWN_SMOOTH,2,4362,-0.11877046065599506
vol_mean_w,15m,DOWN_SMOOTH,4,4362,-0.11871564678349397
vol_mean_w,15m,DOWN_SMOOTH,8,4362,-0.12084820795932409
vol_mean_w,15m,DOWN_SMOOTH,12,4362,-0.12332506099669255
vol_mean_w,15m,DOWN_CHOPPY,-12,2844,-0.14128856754796054
vol_mean_w,15m,DOWN_CHOPPY,-8,2844,-0.12311388497013276
vol_mean_w,15m,DOWN_CHOPPY,-4,2844,-0.10913496025400983
vol_mean_w,15m,DOWN_CHOPPY,-2,2844,-0.10657593782128065
vol_mean_w,15m,DOWN_CHOPPY,-1,2844,-0.10507897118012996
vol_mean_w,15m,DOWN_CHOPPY,0,2844,-0.10414997311768548
vol_mean_w,15m,DOWN_CHOPPY,1,2844,-0.10268327733821059
vol_mean_w,15m,DOWN_CHOPPY,2,2844,-0.1006255147385927
vol_mean_w,15m,DOWN_CHOPPY,4,2844,-0.09461465372289048
vol_mean_w,15m,DOWN_CHOPPY,8,2844,-0.08743516438875096
vol_mean_w,15m,DOWN_CHOPPY,12,2844,-0.0811920877033439
vol_mean_w,15m,FLAT_SMOOTH,-12,9258,-0.06575679332789663
vol_mean_w,15m,FLAT_SMOOTH,-8,9254,-0.042761115511004755
vol_mean_w,15m,FLAT_SMOOTH,-4,9250,-0.02094009710981214
vol_mean_w,15m,FLAT_SMOOTH,-2,9248,-0.011308076847251342
vol_mean_w,15m,FLAT_SMOOTH,-1,9247,-0.008066249116878595
vol_mean_w,15m,FLAT_SMOOTH,0,9246,-0.004473144517764839
vol_mean_w,15m,FLAT_SMOOTH,1,9246,0.001430303578605519
vol_mean_w,15m,FLAT_SMOOTH,2,9246,0.006756355535151428
vol_mean_w,15m,FLAT_SMOOTH,4,9246,0.01836063620210817
vol_mean_w,15m,FLAT_SMOOTH,8,9246,0.04100869480916193
vol_mean_w,15m,FLAT_SMOOTH,12,9246,0.06370439848777149
vol_mean_w,15m,FLAT_CHOPPY,-12,17463,-0.010774910743361144
vol_mean_w,15m,FLAT_CHOPPY,-8,17463,0.003102927535432655
vol_mean_w,15m,FLAT_CHOPPY,-4,17463,0.013463912455063553
vol_mean_w,15m,FLAT_CHOPPY,-2,17463,0.016180396562944028
vol_mean_w,15m,FLAT_CHOPPY,-1,17463,0.01743031533507243
vol_mean_w,15m,FLAT_CHOPPY,0,17463,0.018184503096845352
vol_mean_w,15m,FLAT_CHOPPY,1,17462,0.01834125792183057
vol_mean_w,15m,FLAT_CHOPPY,2,17461,0.01881970207096503
vol_mean_w,15m,FLAT_CHOPPY,4,17459,0.018814674540327828
vol_mean_w,15m,FLAT_CHOPPY,8,17455,0.019266281749242088
vol_mean_w,15m,FLAT_CHOPPY,12,17451,0.019215664188713948
vol_mean_w,1h,UP_SMOOTH,-12,6738,0.06786971074334398
vol_mean_w,1h,UP_SMOOTH,-8,6738,0.04603150962980888
vol_mean_w,1h,UP_SMOOTH,-4,6738,0.028760442634795713
vol_mean_w,1h,UP_SMOOTH,-2,6738,0.021372201393853648
vol_mean_w,1h,UP_SMOOTH,-1,6738,0.017849418148652894
vol_mean_w,1h,UP_SMOOTH,0,6738,0.014622685726063676
vol_mean_w,1h,UP_SMOOTH,1,6738,0.009079821870108175
vol_mean_w,1h,UP_SMOOTH,2,6738,0.003960904829073612
vol_mean_w,1h,UP_SMOOTH,4,6738,-0.0058187426168198565
vol_mean_w,1h,UP_SMOOTH,8,6738,-0.022311039293972244
vol_mean_w,1h,UP_SMOOTH,12,6738,-0.03743388146430467
vol_mean_w,1h,UP_CHOPPY,-12,3744,0.06553384901361319
vol_mean_w,1h,UP_CHOPPY,-8,3744,0.052359284956280575
vol_mean_w,1h,UP_CHOPPY,-4,3744,0.039232449977229966
vol_mean_w,1h,UP_CHOPPY,-2,3744,0.03281294718899673
vol_mean_w,1h,UP_CHOPPY,-1,3744,0.030869026690837176
vol_mean_w,1h,UP_CHOPPY,0,3744,0.029184350166087468
vol_mean_w,1h,UP_CHOPPY,1,3744,0.025717398053952855
vol_mean_w,1h,UP_CHOPPY,2,3744,0.022715139107182324
vol_mean_w,1h,UP_CHOPPY,4,3744,0.01639727553037197
vol_mean_w,1h,UP_CHOPPY,8,3744,-0.0025248878773201683
vol_mean_w,1h,UP_CHOPPY,12,3744,-0.012139086726475333
vol_mean_w,1h,DOWN_SMOOTH,-12,4362,0.0038055503817653715
vol_mean_w,1h,DOWN_SMOOTH,-8,4362,0.028781693089004162
vol_mean_w,1h,DOWN_SMOOTH,-4,4362,0.04904822149469215
vol_mean_w,1h,DOWN_SMOOTH,-2,4362,0.05623551936275448
vol_mean_w,1h,DOWN_SMOOTH,-1,4362,0.05929727690552706
vol_mean_w,1h,DOWN_SMOOTH,0,4362,0.06230434768375284
vol_mean_w,1h,DOWN_SMOOTH,1,4362,0.06739056401136856
vol_mean_w,1h,DOWN_SMOOTH,2,4362,0.07160176421255593
vol_mean_w,1h,DOWN_SMOOTH,4,4362,0.08012071961794835
vol_mean_w,1h,DOWN_SMOOTH,8,4362,0.0950482353364035
vol_mean_w,1h,DOWN_SMOOTH,12,4362,0.1038730140121579
vol_mean_w,1h,DOWN_CHOPPY,-12,2844,-0.03211044812813658
vol_mean_w,1h,DOWN_CHOPPY,-8,2844,-0.021214987382974473
vol_mean_w,1h,DOWN_CHOPPY,-4,2844,-0.01097637200572938
vol_mean_w,1h,DOWN_CHOPPY,-2,2844,-0.007050072646432964
vol_mean_w,1h,DOWN_CHOPPY,-1,2844,-0.005161513010348832
vol_mean_w,1h,DOWN_CHOPPY,0,2844,-0.003453377004901024
vol_mean_w,1h,DOWN_CHOPPY,1,2844,-0.0009701613246582932
vol_mean_w,1h,DOWN_CHOPPY,2,2844,0.0016071799570178662
vol_mean_w,1h,DOWN_CHOPPY,4,2844,0.0070567085953151054
vol_mean_w,1h,DOWN_CHOPPY,8,2844,0.0135815292023584
vol_mean_w,1h,DOWN_CHOPPY,12,2844,0.01393694444695061
vol_mean_w,1h,FLAT_SMOOTH,-12,9162,0.03748250177939597
vol_mean_w,1h,FLAT_SMOOTH,-8,9158,0.041503226598463276
vol_mean_w,1h,FLAT_SMOOTH,-4,9154,0.04406495505619022
vol_mean_w,1h,FLAT_SMOOTH,-2,9152,0.045410506889338134
vol_mean_w,1h,FLAT_SMOOTH,-1,9151,0.04606704015500526
vol_mean_w,1h,FLAT_SMOOTH,0,9150,0.04672891602008025
vol_mean_w,1h,FLAT_SMOOTH,1,9150,0.04976584822876109
vol_mean_w,1h,FLAT_SMOOTH,2,9150,0.05214854308096495
vol_mean_w,1h,FLAT_SMOOTH,4,9150,0.05611791798836623
vol_mean_w,1h,FLAT_SMOOTH,8,9150,0.06111461873342194
vol_mean_w,1h,FLAT_SMOOTH,12,9150,0.06562275084390756
vol_mean_w,1h,FLAT_CHOPPY,-12,17463,0.020349270945825372
vol_mean_w,1h,FLAT_CHOPPY,-8,17463,0.023364822694001086
vol_mean_w,1h,FLAT_CHOPPY,-4,17463,0.024340674908491598
vol_mean_w,1h,FLAT_CHOPPY,-2,17463,0.02500651790510649
vol_mean_w,1h,FLAT_CHOPPY,-1,17463,0.025198508416911215
vol_mean_w,1h,FLAT_CHOPPY,0,17463,0.025146203977674753
vol_mean_w,1h,FLAT_CHOPPY,1,17462,0.024670399121943094
vol_mean_w,1h,FLAT_CHOPPY,2,17461,0.02478852651496359
vol_mean_w,1h,FLAT_CHOPPY,4,17459,0.02441126273220305
vol_mean_w,1h,FLAT_CHOPPY,8,17455,0.024447530598405487
vol_mean_w,1h,FLAT_CHOPPY,12,17451,0.025228581872475685
vol_velocity_w,5s,UP_SMOOTH,-12,6738,0.0013021779350791017
vol_velocity_w,5s,UP_SMOOTH,-8,6738,-0.004017891695583235
vol_velocity_w,5s,UP_SMOOTH,-4,6738,0.004360453981943043
vol_velocity_w,5s,UP_SMOOTH,-2,6738,-0.0066965921482391375
vol_velocity_w,5s,UP_SMOOTH,-1,6738,0.0010172014822855578
vol_velocity_w,5s,UP_SMOOTH,0,6738,0.008868414543746605
vol_velocity_w,5s,UP_SMOOTH,1,6738,-0.002111414629849214
vol_velocity_w,5s,UP_SMOOTH,2,6738,0.008592525907476431
vol_velocity_w,5s,UP_SMOOTH,4,6738,0.003068972557857433
vol_velocity_w,5s,UP_SMOOTH,8,6738,-0.002128093167890487
vol_velocity_w,5s,UP_SMOOTH,12,6738,-0.012724883499317689
vol_velocity_w,5s,UP_CHOPPY,-12,3744,-0.002227669959922249
vol_velocity_w,5s,UP_CHOPPY,-8,3744,0.04321426915379112
vol_velocity_w,5s,UP_CHOPPY,-4,3744,0.04575278616143256
vol_velocity_w,5s,UP_CHOPPY,-2,3744,0.0092072872632966
vol_velocity_w,5s,UP_CHOPPY,-1,3744,0.013156714162385216
vol_velocity_w,5s,UP_CHOPPY,0,3744,0.010659245867402557
vol_velocity_w,5s,UP_CHOPPY,1,3744,0.009848904845274608
vol_velocity_w,5s,UP_CHOPPY,2,3744,0.021903970992113806
vol_velocity_w,5s,UP_CHOPPY,4,3744,0.002135347637362919
vol_velocity_w,5s,UP_CHOPPY,8,3744,-0.013908087674829532
vol_velocity_w,5s,UP_CHOPPY,12,3744,-0.006410093672453858
vol_velocity_w,5s,DOWN_SMOOTH,-12,4362,0.025036913070427744
vol_velocity_w,5s,DOWN_SMOOTH,-8,4362,0.006554893330063079
vol_velocity_w,5s,DOWN_SMOOTH,-4,4362,0.003375858887226851
vol_velocity_w,5s,DOWN_SMOOTH,-2,4362,0.00889490206243924
vol_velocity_w,5s,DOWN_SMOOTH,-1,4362,0.002334707603797052
vol_velocity_w,5s,DOWN_SMOOTH,0,4362,0.0011573451843319145
vol_velocity_w,5s,DOWN_SMOOTH,1,4362,0.00040469637971388936
vol_velocity_w,5s,DOWN_SMOOTH,2,4362,-0.004792537472141972
vol_velocity_w,5s,DOWN_SMOOTH,4,4362,0.0010042089750607458
vol_velocity_w,5s,DOWN_SMOOTH,8,4362,0.008984522479188968
vol_velocity_w,5s,DOWN_SMOOTH,12,4362,0.026698754900979952
vol_velocity_w,5s,DOWN_CHOPPY,-12,2844,-0.03597625671691741
vol_velocity_w,5s,DOWN_CHOPPY,-8,2844,-0.01975905399149399
vol_velocity_w,5s,DOWN_CHOPPY,-4,2844,-0.02297345821257389
vol_velocity_w,5s,DOWN_CHOPPY,-2,2844,-0.01743443613954933
vol_velocity_w,5s,DOWN_CHOPPY,-1,2844,0.0034818607390498892
vol_velocity_w,5s,DOWN_CHOPPY,0,2844,0.001762699809544354
vol_velocity_w,5s,DOWN_CHOPPY,1,2844,-0.009250289184308206
vol_velocity_w,5s,DOWN_CHOPPY,2,2844,0.0004855542692706204
vol_velocity_w,5s,DOWN_CHOPPY,4,2844,-0.010681604577403563
vol_velocity_w,5s,DOWN_CHOPPY,8,2844,0.004098271252105154
vol_velocity_w,5s,DOWN_CHOPPY,12,2844,0.013691941605785669
vol_velocity_w,5s,FLAT_SMOOTH,-12,9282,0.00921363703442273
vol_velocity_w,5s,FLAT_SMOOTH,-8,9282,0.010990778844454397
vol_velocity_w,5s,FLAT_SMOOTH,-4,9282,0.009269922472322382
vol_velocity_w,5s,FLAT_SMOOTH,-2,9282,-0.015643492492734105
vol_velocity_w,5s,FLAT_SMOOTH,-1,9282,-0.008282546141611264
vol_velocity_w,5s,FLAT_SMOOTH,0,9281,-0.010660163436359114
vol_velocity_w,5s,FLAT_SMOOTH,1,9281,-0.01073023576554241
vol_velocity_w,5s,FLAT_SMOOTH,2,9281,-0.009782554583481514
vol_velocity_w,5s,FLAT_SMOOTH,4,9281,-0.011438991193281638
vol_velocity_w,5s,FLAT_SMOOTH,8,9281,0.005345846928362656
vol_velocity_w,5s,FLAT_SMOOTH,12,9281,0.014270330721418945
vol_velocity_w,5s,FLAT_CHOPPY,-12,17463,0.008354366210023598
vol_velocity_w,5s,FLAT_CHOPPY,-8,17463,0.02023870169340414
vol_velocity_w,5s,FLAT_CHOPPY,-4,17463,0.009154501603716466
vol_velocity_w,5s,FLAT_CHOPPY,-2,17463,-0.004245242181238457
vol_velocity_w,5s,FLAT_CHOPPY,-1,17463,8.813268811670885e-05
vol_velocity_w,5s,FLAT_CHOPPY,0,17463,-0.005467648165263637
vol_velocity_w,5s,FLAT_CHOPPY,1,17462,-0.010242581684174488
vol_velocity_w,5s,FLAT_CHOPPY,2,17461,-0.01591157450034584
vol_velocity_w,5s,FLAT_CHOPPY,4,17459,-0.018695014503258837
vol_velocity_w,5s,FLAT_CHOPPY,8,17455,-0.00424776132683486
vol_velocity_w,5s,FLAT_CHOPPY,12,17451,-0.00877277617526204
vol_velocity_w,1m,UP_SMOOTH,-12,6738,0.005226417537453227
vol_velocity_w,1m,UP_SMOOTH,-8,6738,0.02668623199767886
vol_velocity_w,1m,UP_SMOOTH,-4,6738,0.06483612049620424
vol_velocity_w,1m,UP_SMOOTH,-2,6738,0.04574274496505309
vol_velocity_w,1m,UP_SMOOTH,-1,6738,0.03858487878276863
vol_velocity_w,1m,UP_SMOOTH,0,6738,0.0296600839073573
vol_velocity_w,1m,UP_SMOOTH,1,6738,0.027986417006754354
vol_velocity_w,1m,UP_SMOOTH,2,6738,0.017860581163833433
vol_velocity_w,1m,UP_SMOOTH,4,6738,0.010208477157380236
vol_velocity_w,1m,UP_SMOOTH,8,6738,0.013090320493228863
vol_velocity_w,1m,UP_SMOOTH,12,6738,0.0028899387754842327
vol_velocity_w,1m,UP_CHOPPY,-12,3744,-0.07687119476974985
vol_velocity_w,1m,UP_CHOPPY,-8,3744,0.018170654713388305
vol_velocity_w,1m,UP_CHOPPY,-4,3744,0.09146004171550055
vol_velocity_w,1m,UP_CHOPPY,-2,3744,0.04366390970874436
vol_velocity_w,1m,UP_CHOPPY,-1,3744,0.026660094359390367
vol_velocity_w,1m,UP_CHOPPY,0,3744,0.04982750528537181
vol_velocity_w,1m,UP_CHOPPY,1,3744,0.043574797876093384
vol_velocity_w,1m,UP_CHOPPY,2,3744,0.06431059258162748
vol_velocity_w,1m,UP_CHOPPY,4,3744,0.07746320456584506
vol_velocity_w,1m,UP_CHOPPY,8,3744,-0.04628555142838166
vol_velocity_w,1m,UP_CHOPPY,12,3744,0.022753751973350944
vol_velocity_w,1m,DOWN_SMOOTH,-12,4362,-0.038830111960477295
vol_velocity_w,1m,DOWN_SMOOTH,-8,4362,-0.11083729830307869
vol_velocity_w,1m,DOWN_SMOOTH,-4,4362,-0.16041384062677977
vol_velocity_w,1m,DOWN_SMOOTH,-2,4362,-0.10526273564478618
vol_velocity_w,1m,DOWN_SMOOTH,-1,4362,-0.06202562772277343
vol_velocity_w,1m,DOWN_SMOOTH,0,4362,-0.06370530241961171
vol_velocity_w,1m,DOWN_SMOOTH,1,4362,-0.05775229875672594
vol_velocity_w,1m,DOWN_SMOOTH,2,4362,-0.052900101585472974
vol_velocity_w,1m,DOWN_SMOOTH,4,4362,-0.029068613144298823
vol_velocity_w,1m,DOWN_SMOOTH,8,4362,-0.011613042248036715
vol_velocity_w,1m,DOWN_SMOOTH,12,4362,0.012341226632306225
vol_velocity_w,1m,DOWN_CHOPPY,-12,2844,-0.004000634142980718
vol_velocity_w,1m,DOWN_CHOPPY,-8,2844,-0.009433380417088575
vol_velocity_w,1m,DOWN_CHOPPY,-4,2844,-0.07685576507308894
vol_velocity_w,1m,DOWN_CHOPPY,-2,2844,-0.01714557132573844
vol_velocity_w,1m,DOWN_CHOPPY,-1,2844,0.039830293476045144
vol_velocity_w,1m,DOWN_CHOPPY,0,2844,0.03992320103389248
vol_velocity_w,1m,DOWN_CHOPPY,1,2844,0.02786606429683252
vol_velocity_w,1m,DOWN_CHOPPY,2,2844,0.00779475330826735
vol_velocity_w,1m,DOWN_CHOPPY,4,2844,-0.01250152886708447
vol_velocity_w,1m,DOWN_CHOPPY,8,2844,-0.003329719797103169
vol_velocity_w,1m,DOWN_CHOPPY,12,2844,-0.050874963554465226
vol_velocity_w,1m,FLAT_SMOOTH,-12,9282,-0.024047821747558058
vol_velocity_w,1m,FLAT_SMOOTH,-8,9282,-0.022471385377065355
vol_velocity_w,1m,FLAT_SMOOTH,-4,9282,-0.06234799943795429
vol_velocity_w,1m,FLAT_SMOOTH,-2,9280,-0.023952944446337523
vol_velocity_w,1m,FLAT_SMOOTH,-1,9279,0.014883068454101393
vol_velocity_w,1m,FLAT_SMOOTH,0,9278,0.02239515481216377
vol_velocity_w,1m,FLAT_SMOOTH,1,9278,0.024690689957176604
vol_velocity_w,1m,FLAT_SMOOTH,2,9278,0.023129628792413714
vol_velocity_w,1m,FLAT_SMOOTH,4,9278,0.010669443991799251
vol_velocity_w,1m,FLAT_SMOOTH,8,9278,0.010814872848370582
vol_velocity_w,1m,FLAT_SMOOTH,12,9278,-0.02338468063090738
vol_velocity_w,1m,FLAT_CHOPPY,-12,17463,-0.01728887597641261
vol_velocity_w,1m,FLAT_CHOPPY,-8,17463,-0.031188653362694933
vol_velocity_w,1m,FLAT_CHOPPY,-4,17463,-0.042439744020843675
vol_velocity_w,1m,FLAT_CHOPPY,-2,17463,-0.027661305405901105
vol_velocity_w,1m,FLAT_CHOPPY,-1,17463,-0.008537079824069402
vol_velocity_w,1m,FLAT_CHOPPY,0,17463,-0.005861128435147227
vol_velocity_w,1m,FLAT_CHOPPY,1,17462,-0.008437002500338586
vol_velocity_w,1m,FLAT_CHOPPY,2,17461,-0.009897553111746388
vol_velocity_w,1m,FLAT_CHOPPY,4,17459,-0.021677429606866756
vol_velocity_w,1m,FLAT_CHOPPY,8,17455,-0.008683527513148326
vol_velocity_w,1m,FLAT_CHOPPY,12,17451,-0.008072654869730059
vol_velocity_w,5m,UP_SMOOTH,-12,6738,0.07760387021938735
vol_velocity_w,5m,UP_SMOOTH,-8,6738,0.14684174119563906
vol_velocity_w,5m,UP_SMOOTH,-4,6738,0.12774271994039124
vol_velocity_w,5m,UP_SMOOTH,-2,6738,0.083961941197807
vol_velocity_w,5m,UP_SMOOTH,-1,6738,0.06045296208871111
vol_velocity_w,5m,UP_SMOOTH,0,6738,0.04997713077580836
vol_velocity_w,5m,UP_SMOOTH,1,6738,0.04549356336758277
vol_velocity_w,5m,UP_SMOOTH,2,6738,0.037865395797086455
vol_velocity_w,5m,UP_SMOOTH,4,6738,0.027396163923131607
vol_velocity_w,5m,UP_SMOOTH,8,6738,0.026911113532184835
vol_velocity_w,5m,UP_SMOOTH,12,6738,0.028762534719230636
vol_velocity_w,5m,UP_CHOPPY,-12,3744,-0.027710053921174642
vol_velocity_w,5m,UP_CHOPPY,-8,3744,0.11922711539845013
vol_velocity_w,5m,UP_CHOPPY,-4,3744,0.18503631509119003
vol_velocity_w,5m,UP_CHOPPY,-2,3744,0.17179458661962535
vol_velocity_w,5m,UP_CHOPPY,-1,3744,0.13484504455769233
vol_velocity_w,5m,UP_CHOPPY,0,3744,0.11676737804147198
vol_velocity_w,5m,UP_CHOPPY,1,3744,0.09608766081139464
vol_velocity_w,5m,UP_CHOPPY,2,3744,0.06855353260868781
vol_velocity_w,5m,UP_CHOPPY,4,3744,0.022216085722780693
vol_velocity_w,5m,UP_CHOPPY,8,3744,-0.03593525966155564
vol_velocity_w,5m,UP_CHOPPY,12,3744,-0.04148122004641801
vol_velocity_w,5m,DOWN_SMOOTH,-12,4362,-0.25568632581948203
vol_velocity_w,5m,DOWN_SMOOTH,-8,4362,-0.3434606581814228
vol_velocity_w,5m,DOWN_SMOOTH,-4,4362,-0.24988838873614141
vol_velocity_w,5m,DOWN_SMOOTH,-2,4362,-0.15797808763765295
vol_velocity_w,5m,DOWN_SMOOTH,-1,4362,-0.10021270521408353
vol_velocity_w,5m,DOWN_SMOOTH,0,4362,-0.08291542477796697
vol_velocity_w,5m,DOWN_SMOOTH,1,4362,-0.06376364482698078
vol_velocity_w,5m,DOWN_SMOOTH,2,4362,-0.048235746394491276
vol_velocity_w,5m,DOWN_SMOOTH,4,4362,-0.026580503927540817
vol_velocity_w,5m,DOWN_SMOOTH,8,4362,-0.0074535752550221445
vol_velocity_w,5m,DOWN_SMOOTH,12,4362,0.006554251432628635
vol_velocity_w,5m,DOWN_CHOPPY,-12,2844,-0.08274165911430365
vol_velocity_w,5m,DOWN_CHOPPY,-8,2844,-0.08735187584759799
vol_velocity_w,5m,DOWN_CHOPPY,-4,2844,-0.01349260322434168
vol_velocity_w,5m,DOWN_CHOPPY,-2,2844,0.02802471897146699
vol_velocity_w,5m,DOWN_CHOPPY,-1,2844,0.04692867986791495
vol_velocity_w,5m,DOWN_CHOPPY,0,2844,0.04010207920737607
vol_velocity_w,5m,DOWN_CHOPPY,1,2844,0.027157350060791563
vol_velocity_w,5m,DOWN_CHOPPY,2,2844,-0.0023224328725655334
vol_velocity_w,5m,DOWN_CHOPPY,4,2844,-0.03936560244215961
vol_velocity_w,5m,DOWN_CHOPPY,8,2844,-0.06234029516486854
vol_velocity_w,5m,DOWN_CHOPPY,12,2844,-0.070236669531408
vol_velocity_w,5m,FLAT_SMOOTH,-12,9282,-0.0744133140429701
vol_velocity_w,5m,FLAT_SMOOTH,-8,9280,-0.08695922144153453
vol_velocity_w,5m,FLAT_SMOOTH,-4,9276,-0.03411255975330935
vol_velocity_w,5m,FLAT_SMOOTH,-2,9274,0.012286532152477594
vol_velocity_w,5m,FLAT_SMOOTH,-1,9273,0.0378278694015747
vol_velocity_w,5m,FLAT_SMOOTH,0,9272,0.048390774775993003
vol_velocity_w,5m,FLAT_SMOOTH,1,9272,0.04592104318490063
vol_velocity_w,5m,FLAT_SMOOTH,2,9272,0.03891535555356265
vol_velocity_w,5m,FLAT_SMOOTH,4,9272,0.023451975370756304
vol_velocity_w,5m,FLAT_SMOOTH,8,9272,-0.03182165805824923
vol_velocity_w,5m,FLAT_SMOOTH,12,9272,-0.09437421794193064
vol_velocity_w,5m,FLAT_CHOPPY,-12,17463,-0.08418780476139594
vol_velocity_w,5m,FLAT_CHOPPY,-8,17463,-0.098670124568412
vol_velocity_w,5m,FLAT_CHOPPY,-4,17463,-0.06593719907884346
vol_velocity_w,5m,FLAT_CHOPPY,-2,17463,-0.04764244926577046
vol_velocity_w,5m,FLAT_CHOPPY,-1,17463,-0.039971140710057765
vol_velocity_w,5m,FLAT_CHOPPY,0,17463,-0.04004609483646215
vol_velocity_w,5m,FLAT_CHOPPY,1,17462,-0.038299877465614876
vol_velocity_w,5m,FLAT_CHOPPY,2,17461,-0.03703334080594451
vol_velocity_w,5m,FLAT_CHOPPY,4,17459,-0.03070175575687777
vol_velocity_w,5m,FLAT_CHOPPY,8,17455,-0.002725215453030541
vol_velocity_w,5m,FLAT_CHOPPY,12,17451,0.022591068941640313
vol_velocity_w,15m,UP_SMOOTH,-12,6738,0.18272930804504428
vol_velocity_w,15m,UP_SMOOTH,-8,6738,0.1714353148332907
vol_velocity_w,15m,UP_SMOOTH,-4,6738,0.10836171542735076
vol_velocity_w,15m,UP_SMOOTH,-2,6738,0.08634531915675096
vol_velocity_w,15m,UP_SMOOTH,-1,6738,0.07933483541264999
vol_velocity_w,15m,UP_SMOOTH,0,6738,0.07230848720048143
vol_velocity_w,15m,UP_SMOOTH,1,6738,0.07031756442915979
vol_velocity_w,15m,UP_SMOOTH,2,6738,0.07121104717806047
vol_velocity_w,15m,UP_SMOOTH,4,6738,0.0782438213748675
vol_velocity_w,15m,UP_SMOOTH,8,6738,0.09356049489731008
vol_velocity_w,15m,UP_SMOOTH,12,6738,0.1091710168708344
vol_velocity_w,15m,UP_CHOPPY,-12,3744,0.0820745808037372
vol_velocity_w,15m,UP_CHOPPY,-8,3744,0.09057492282501223
vol_velocity_w,15m,UP_CHOPPY,-4,3744,0.06510931563675579
vol_velocity_w,15m,UP_CHOPPY,-2,3744,0.04925404076942388
vol_velocity_w,15m,UP_CHOPPY,-1,3744,0.04917048428669876
vol_velocity_w,15m,UP_CHOPPY,0,3744,0.050491074288206726
vol_velocity_w,15m,UP_CHOPPY,1,3744,0.05284957530138048
vol_velocity_w,15m,UP_CHOPPY,2,3744,0.04686356750334811
vol_velocity_w,15m,UP_CHOPPY,4,3744,0.04195677178339027
vol_velocity_w,15m,UP_CHOPPY,8,3744,0.066551874079589
vol_velocity_w,15m,UP_CHOPPY,12,3744,0.0705628317672478
vol_velocity_w,15m,DOWN_SMOOTH,-12,4362,-0.3022392058756683
vol_velocity_w,15m,DOWN_SMOOTH,-8,4362,-0.21822189522653399
vol_velocity_w,15m,DOWN_SMOOTH,-4,4362,-0.08185455373159307
vol_velocity_w,15m,DOWN_SMOOTH,-2,4362,-0.032527093025849454
vol_velocity_w,15m,DOWN_SMOOTH,-1,4362,-0.020439156491522698
vol_velocity_w,15m,DOWN_SMOOTH,0,4362,-0.010024075485130322
vol_velocity_w,15m,DOWN_SMOOTH,1,4362,-0.0006151167517672102
vol_velocity_w,15m,DOWN_SMOOTH,2,4362,0.009791608900608194
vol_velocity_w,15m,DOWN_SMOOTH,4,4362,0.01800664736565463
vol_velocity_w,15m,DOWN_SMOOTH,8,4362,0.007782511493834561
vol_velocity_w,15m,DOWN_SMOOTH,12,4362,0.00481391551793824
vol_velocity_w,15m,DOWN_CHOPPY,-12,2844,-0.11227092662037297
vol_velocity_w,15m,DOWN_CHOPPY,-8,2844,-0.09149943958922072
vol_velocity_w,15m,DOWN_CHOPPY,-4,2844,-0.03433585722416975
vol_velocity_w,15m,DOWN_CHOPPY,-2,2844,-0.029913041057441924
vol_velocity_w,15m,DOWN_CHOPPY,-1,2844,-0.03588619640183511
vol_velocity_w,15m,DOWN_CHOPPY,0,2844,-0.049639732227635416
vol_velocity_w,15m,DOWN_CHOPPY,1,2844,-0.05924025714673225
vol_velocity_w,15m,DOWN_CHOPPY,2,2844,-0.06238182755816168
vol_velocity_w,15m,DOWN_CHOPPY,4,2844,-0.06257977585218728
vol_velocity_w,15m,DOWN_CHOPPY,8,2844,-0.07253103863362262
vol_velocity_w,15m,DOWN_CHOPPY,12,2844,-0.0371447789161463
vol_velocity_w,15m,FLAT_SMOOTH,-12,9255,-0.13413573206583948
vol_velocity_w,15m,FLAT_SMOOTH,-8,9251,-0.13446312903852792
vol_velocity_w,15m,FLAT_SMOOTH,-4,9247,-0.10242312465727521
vol_velocity_w,15m,FLAT_SMOOTH,-2,9245,-0.08779535996592025
vol_velocity_w,15m,FLAT_SMOOTH,-1,9244,-0.09244297525092596
