concept,tf,regime_2d,shift_s,n,corr
body,15m,UP_SMOOTH,1,6738,0.07281897088310862
body,15m,UP_SMOOTH,2,6738,0.061379403323791555
body,15m,UP_SMOOTH,4,6738,0.03850583594334271
body,15m,UP_SMOOTH,8,6738,0.058662768332049926
body,15m,UP_SMOOTH,12,6738,0.07730334446719218
body,15m,UP_CHOPPY,-12,3744,0.36877754101259735
body,15m,UP_CHOPPY,-8,3744,0.2590985679697702
body,15m,UP_CHOPPY,-4,3744,0.3707681820967977
body,15m,UP_CHOPPY,-2,3744,-0.060909040513315284
body,15m,UP_CHOPPY,-1,3744,-0.18875018689374062
body,15m,UP_CHOPPY,0,3744,-0.21538326533474778
body,15m,UP_CHOPPY,1,3744,-0.2239232547957726
body,15m,UP_CHOPPY,2,3744,-0.17050115144310424
body,15m,UP_CHOPPY,4,3744,0.020003373509869082
body,15m,UP_CHOPPY,8,3744,-0.05549233503862561
body,15m,UP_CHOPPY,12,3744,0.008875804063608345
body,15m,DOWN_SMOOTH,-12,4362,0.4773676656691083
body,15m,DOWN_SMOOTH,-8,4362,0.5084872293642243
body,15m,DOWN_SMOOTH,-4,4362,0.2916679544386537
body,15m,DOWN_SMOOTH,-2,4362,0.027329000072854766
body,15m,DOWN_SMOOTH,-1,4362,-0.043551861036422286
body,15m,DOWN_SMOOTH,0,4362,-0.04733017840725983
body,15m,DOWN_SMOOTH,1,4362,-0.06202203832942062
body,15m,DOWN_SMOOTH,2,4362,-0.06214439284117689
body,15m,DOWN_SMOOTH,4,4362,-0.08277193484670439
body,15m,DOWN_SMOOTH,8,4362,-0.02254447788952037
body,15m,DOWN_SMOOTH,12,4362,0.0031423223129224066
body,15m,DOWN_CHOPPY,-12,2844,0.4753713615754908
body,15m,DOWN_CHOPPY,-8,2844,0.47118252304499325
body,15m,DOWN_CHOPPY,-4,2844,0.24389811439284867
body,15m,DOWN_CHOPPY,-2,2844,-0.009683055937126631
body,15m,DOWN_CHOPPY,-1,2844,-0.0459162824523301
body,15m,DOWN_CHOPPY,0,2844,-0.0350864959938417
body,15m,DOWN_CHOPPY,1,2844,-0.018140632311353842
body,15m,DOWN_CHOPPY,2,2844,-0.009029822635329358
body,15m,DOWN_CHOPPY,4,2844,-0.009147457808657193
body,15m,DOWN_CHOPPY,8,2844,-0.021257904131419675
body,15m,DOWN_CHOPPY,12,2844,-0.03283458637690099
body,15m,FLAT_SMOOTH,-12,9282,0.4545170982776173
body,15m,FLAT_SMOOTH,-8,9282,0.4592806281572437
body,15m,FLAT_SMOOTH,-4,9282,0.27186091711507765
body,15m,FLAT_SMOOTH,-2,9280,-0.014557720023222932
body,15m,FLAT_SMOOTH,-1,9279,-0.05530999418626207
body,15m,FLAT_SMOOTH,0,9278,-0.044174803293315267
body,15m,FLAT_SMOOTH,1,9278,-0.042267318609203644
body,15m,FLAT_SMOOTH,2,9278,-0.03942380269037434
body,15m,FLAT_SMOOTH,4,9278,-0.033418471513939445
body,15m,FLAT_SMOOTH,8,9278,-0.03548044872350098
body,15m,FLAT_SMOOTH,12,9278,-0.020626162297891038
body,15m,FLAT_CHOPPY,-12,17463,0.48766853918182296
body,15m,FLAT_CHOPPY,-8,17463,0.49731005083481755
body,15m,FLAT_CHOPPY,-4,17463,0.33441868124514423
body,15m,FLAT_CHOPPY,-2,17463,0.0633732388925426
body,15m,FLAT_CHOPPY,-1,17463,0.006433046027483478
body,15m,FLAT_CHOPPY,0,17463,-0.0008894734308828992
body,15m,FLAT_CHOPPY,1,17462,-0.006918783289475478
body,15m,FLAT_CHOPPY,2,17461,-0.010018994931301772
body,15m,FLAT_CHOPPY,4,17459,-0.02166480970562843
body,15m,FLAT_CHOPPY,8,17455,-0.04435857104879632
body,15m,FLAT_CHOPPY,12,17451,-0.04599457834757466
body,1h,UP_SMOOTH,-12,6738,0.46341829832170245
body,1h,UP_SMOOTH,-8,6738,0.2075889909037006
body,1h,UP_SMOOTH,-4,6738,0.09422149377707582
body,1h,UP_SMOOTH,-2,6738,0.07690314968344833
body,1h,UP_SMOOTH,-1,6738,0.08265649422800588
body,1h,UP_SMOOTH,0,6738,0.09739111566412509
body,1h,UP_SMOOTH,1,6738,0.10581213632894247
body,1h,UP_SMOOTH,2,6738,0.11578015432743537
body,1h,UP_SMOOTH,4,6738,0.10889568690794563
body,1h,UP_SMOOTH,8,6738,0.060762717584800965
body,1h,UP_SMOOTH,12,6738,0.011291307520141873
body,1h,UP_CHOPPY,-12,3744,0.2643950027632025
body,1h,UP_CHOPPY,-8,3744,-0.009178453231123556
body,1h,UP_CHOPPY,-4,3744,-0.09671890000368295
body,1h,UP_CHOPPY,-2,3744,-0.14943274890120067
body,1h,UP_CHOPPY,-1,3744,-0.15350278319612376
body,1h,UP_CHOPPY,0,3744,-0.15205919907610382
body,1h,UP_CHOPPY,1,3744,-0.13406652151928097
body,1h,UP_CHOPPY,2,3744,-0.10761828736947109
body,1h,UP_CHOPPY,4,3744,-0.06595169910164458
body,1h,UP_CHOPPY,8,3744,-0.03367575682996188
body,1h,UP_CHOPPY,12,3744,0.047371526880324734
body,1h,DOWN_SMOOTH,-12,4362,0.37505358542575695
body,1h,DOWN_SMOOTH,-8,4362,0.11976467696779773
body,1h,DOWN_SMOOTH,-4,4362,-0.0020347811315636908
body,1h,DOWN_SMOOTH,-2,4362,-0.03186858738812416
body,1h,DOWN_SMOOTH,-1,4362,-0.042890485447868186
body,1h,DOWN_SMOOTH,0,4362,-0.05062454026693422
body,1h,DOWN_SMOOTH,1,4362,-0.06464965806738246
body,1h,DOWN_SMOOTH,2,4362,-0.06756469630436918
body,1h,DOWN_SMOOTH,4,4362,-0.0730853668724687
body,1h,DOWN_SMOOTH,8,4362,-0.10394129361040748
body,1h,DOWN_SMOOTH,12,4362,-0.09856082306039424
body,1h,DOWN_CHOPPY,-12,2844,0.3785203112480651
body,1h,DOWN_CHOPPY,-8,2844,0.09326320153789615
body,1h,DOWN_CHOPPY,-4,2844,-0.06631605322419769
body,1h,DOWN_CHOPPY,-2,2844,-0.10057554568995927
body,1h,DOWN_CHOPPY,-1,2844,-0.09960307933287328
body,1h,DOWN_CHOPPY,0,2844,-0.08358545907485833
body,1h,DOWN_CHOPPY,1,2844,-0.07791999940375735
body,1h,DOWN_CHOPPY,2,2844,-0.07226114108591743
body,1h,DOWN_CHOPPY,4,2844,-0.050564510887182605
body,1h,DOWN_CHOPPY,8,2844,-0.025673164548082023
body,1h,DOWN_CHOPPY,12,2844,-0.038444858910332426
body,1h,FLAT_SMOOTH,-12,9282,0.3777009507890901
body,1h,FLAT_SMOOTH,-8,9278,0.09497111408049658
body,1h,FLAT_SMOOTH,-4,9274,-0.05176458745809087
body,1h,FLAT_SMOOTH,-2,9272,-0.06826140982596705
body,1h,FLAT_SMOOTH,-1,9271,-0.071270381412874
body,1h,FLAT_SMOOTH,0,9270,-0.06553317892249645
body,1h,FLAT_SMOOTH,1,9270,-0.05960528261546457
body,1h,FLAT_SMOOTH,2,9270,-0.05730996731577692
body,1h,FLAT_SMOOTH,4,9270,-0.039107517936711154
body,1h,FLAT_SMOOTH,8,9270,-0.02680157334985126
body,1h,FLAT_SMOOTH,12,9270,-0.04628765827147338
body,1h,FLAT_CHOPPY,-12,17463,0.47627931620470093
body,1h,FLAT_CHOPPY,-8,17463,0.17159163912367495
body,1h,FLAT_CHOPPY,-4,17463,-0.02477923748614268
body,1h,FLAT_CHOPPY,-2,17463,-0.06892972232998706
body,1h,FLAT_CHOPPY,-1,17463,-0.07877220035560245
body,1h,FLAT_CHOPPY,0,17463,-0.07829790762705512
body,1h,FLAT_CHOPPY,1,17462,-0.0764995668866382
body,1h,FLAT_CHOPPY,2,17461,-0.07481531213171073
body,1h,FLAT_CHOPPY,4,17459,-0.0601225376178786
body,1h,FLAT_CHOPPY,8,17455,-0.031254975292288344
body,1h,FLAT_CHOPPY,12,17451,-0.009706713666489494
price_velocity_1b,5s,UP_SMOOTH,-12,6738,0.0031079216210415893
price_velocity_1b,5s,UP_SMOOTH,-8,6738,0.010376563433216053
price_velocity_1b,5s,UP_SMOOTH,-4,6738,0.05120118990546428
price_velocity_1b,5s,UP_SMOOTH,-2,6738,0.034833750325145164
price_velocity_1b,5s,UP_SMOOTH,-1,6738,0.006976296669835934
price_velocity_1b,5s,UP_SMOOTH,0,6738,-0.005668801317884592
price_velocity_1b,5s,UP_SMOOTH,1,6738,0.0010655863200308298
price_velocity_1b,5s,UP_SMOOTH,2,6738,-0.012462715361635039
price_velocity_1b,5s,UP_SMOOTH,4,6738,-0.02823483056901639
price_velocity_1b,5s,UP_SMOOTH,8,6738,-0.043751934559075965
price_velocity_1b,5s,UP_SMOOTH,12,6738,-0.03738910362282049
price_velocity_1b,5s,UP_CHOPPY,-12,3744,0.00146769540820395
price_velocity_1b,5s,UP_CHOPPY,-8,3744,0.03889139241778464
price_velocity_1b,5s,UP_CHOPPY,-4,3744,0.12493829235255027
price_velocity_1b,5s,UP_CHOPPY,-2,3744,0.07631469467319377
price_velocity_1b,5s,UP_CHOPPY,-1,3744,0.02852126827321083
price_velocity_1b,5s,UP_CHOPPY,0,3744,0.018891823203070417
price_velocity_1b,5s,UP_CHOPPY,1,3744,0.046763227330073834
price_velocity_1b,5s,UP_CHOPPY,2,3744,0.04184645769082131
price_velocity_1b,5s,UP_CHOPPY,4,3744,0.03136508774640896
price_velocity_1b,5s,UP_CHOPPY,8,3744,-0.06925723739003409
price_velocity_1b,5s,UP_CHOPPY,12,3744,-0.01672427661043168
price_velocity_1b,5s,DOWN_SMOOTH,-12,4362,0.012701237588690125
price_velocity_1b,5s,DOWN_SMOOTH,-8,4362,0.015713760034390442
price_velocity_1b,5s,DOWN_SMOOTH,-4,4362,0.058314617111254206
price_velocity_1b,5s,DOWN_SMOOTH,-2,4362,0.049254352051865784
price_velocity_1b,5s,DOWN_SMOOTH,-1,4362,0.010279182764997207
price_velocity_1b,5s,DOWN_SMOOTH,0,4362,0.008249415660115838
price_velocity_1b,5s,DOWN_SMOOTH,1,4362,-0.011194303526519858
price_velocity_1b,5s,DOWN_SMOOTH,2,4362,0.00325383237572672
price_velocity_1b,5s,DOWN_SMOOTH,4,4362,0.01933034903358074
price_velocity_1b,5s,DOWN_SMOOTH,8,4362,0.01600433187796216
price_velocity_1b,5s,DOWN_SMOOTH,12,4362,0.03561052875654585
price_velocity_1b,5s,DOWN_CHOPPY,-12,2844,0.02352972323769047
price_velocity_1b,5s,DOWN_CHOPPY,-8,2844,0.043052510368885744
price_velocity_1b,5s,DOWN_CHOPPY,-4,2844,0.01641278113453541
price_velocity_1b,5s,DOWN_CHOPPY,-2,2844,0.03021223816055945
price_velocity_1b,5s,DOWN_CHOPPY,-1,2844,-0.013484212510864275
price_velocity_1b,5s,DOWN_CHOPPY,0,2844,0.0035407046719537023
price_velocity_1b,5s,DOWN_CHOPPY,1,2844,0.018052491104745893
price_velocity_1b,5s,DOWN_CHOPPY,2,2844,0.017722587147231777
price_velocity_1b,5s,DOWN_CHOPPY,4,2844,0.027437371115578205
price_velocity_1b,5s,DOWN_CHOPPY,8,2844,0.0680610461110911
price_velocity_1b,5s,DOWN_CHOPPY,12,2844,0.028933275163566696
price_velocity_1b,5s,FLAT_SMOOTH,-12,9282,0.05846729505422741
price_velocity_1b,5s,FLAT_SMOOTH,-8,9282,0.02099671906485026
price_velocity_1b,5s,FLAT_SMOOTH,-4,9282,0.0030281660205075745
price_velocity_1b,5s,FLAT_SMOOTH,-2,9282,0.0014594723264082672
price_velocity_1b,5s,FLAT_SMOOTH,-1,9282,-0.03324647545717259
price_velocity_1b,5s,FLAT_SMOOTH,0,9281,-0.0403255828404995
price_velocity_1b,5s,FLAT_SMOOTH,1,9281,-0.040978060792593494
price_velocity_1b,5s,FLAT_SMOOTH,2,9281,-0.03495182918462542
price_velocity_1b,5s,FLAT_SMOOTH,4,9281,-0.015622256790748247
price_velocity_1b,5s,FLAT_SMOOTH,8,9281,-0.013947787178746484
price_velocity_1b,5s,FLAT_SMOOTH,12,9281,-0.004338979967188673
price_velocity_1b,5s,FLAT_CHOPPY,-12,17463,0.06038978927014913
price_velocity_1b,5s,FLAT_CHOPPY,-8,17463,0.02100473778279399
price_velocity_1b,5s,FLAT_CHOPPY,-4,17463,0.01001109165163057
price_velocity_1b,5s,FLAT_CHOPPY,-2,17463,0.0009052756228856274
price_velocity_1b,5s,FLAT_CHOPPY,-1,17463,-0.028860859090680903
price_velocity_1b,5s,FLAT_CHOPPY,0,17463,-0.02196349378630487
price_velocity_1b,5s,FLAT_CHOPPY,1,17462,-0.011871822338721269
price_velocity_1b,5s,FLAT_CHOPPY,2,17461,-0.0027713293141931002
price_velocity_1b,5s,FLAT_CHOPPY,4,17459,-0.00146171101390847
price_velocity_1b,5s,FLAT_CHOPPY,8,17455,-0.006034181281447223
price_velocity_1b,5s,FLAT_CHOPPY,12,17451,0.010873507208232727
price_velocity_1b,1m,UP_SMOOTH,-12,6738,0.14749713739564788
price_velocity_1b,1m,UP_SMOOTH,-8,6738,0.16555049226961271
price_velocity_1b,1m,UP_SMOOTH,-4,6738,0.24635683157196617
price_velocity_1b,1m,UP_SMOOTH,-2,6738,0.24365132328109307
price_velocity_1b,1m,UP_SMOOTH,-1,6738,0.12397633132240851
price_velocity_1b,1m,UP_SMOOTH,0,6738,0.09434225987082598
price_velocity_1b,1m,UP_SMOOTH,1,6738,0.10073767777506366
price_velocity_1b,1m,UP_SMOOTH,2,6738,0.043701365971768616
price_velocity_1b,1m,UP_SMOOTH,4,6738,0.053698871874096096
price_velocity_1b,1m,UP_SMOOTH,8,6738,-0.013235478768230542
price_velocity_1b,1m,UP_SMOOTH,12,6738,-0.007118717468540329
price_velocity_1b,1m,UP_CHOPPY,-12,3744,0.0936114319430168
price_velocity_1b,1m,UP_CHOPPY,-8,3744,-0.0024883894578867378
price_velocity_1b,1m,UP_CHOPPY,-4,3744,0.1794897470473478
price_velocity_1b,1m,UP_CHOPPY,-2,3744,0.20491306856765476
price_velocity_1b,1m,UP_CHOPPY,-1,3744,0.1033355744317926
price_velocity_1b,1m,UP_CHOPPY,0,3744,0.08312092085563733
price_velocity_1b,1m,UP_CHOPPY,1,3744,0.00021201993223361588
price_velocity_1b,1m,UP_CHOPPY,2,3744,-0.05530223697010334
price_velocity_1b,1m,UP_CHOPPY,4,3744,0.00828646358120083
price_velocity_1b,1m,UP_CHOPPY,8,3744,0.03133367517931318
price_velocity_1b,1m,UP_CHOPPY,12,3744,-0.08092264682291239
price_velocity_1b,1m,DOWN_SMOOTH,-12,4362,0.12246953594343471
price_velocity_1b,1m,DOWN_SMOOTH,-8,4362,0.12886097856678141
price_velocity_1b,1m,DOWN_SMOOTH,-4,4362,0.13619876424792812
price_velocity_1b,1m,DOWN_SMOOTH,-2,4362,0.11117755557306062
price_velocity_1b,1m,DOWN_SMOOTH,-1,4362,-0.008456342197763322
price_velocity_1b,1m,DOWN_SMOOTH,0,4362,0.018846110119063824
price_velocity_1b,1m,DOWN_SMOOTH,1,4362,-0.0031082166514373242
price_velocity_1b,1m,DOWN_SMOOTH,2,4362,0.0010249774492961368
price_velocity_1b,1m,DOWN_SMOOTH,4,4362,-0.003948095318931642
price_velocity_1b,1m,DOWN_SMOOTH,8,4362,-0.003907077977985384
price_velocity_1b,1m,DOWN_SMOOTH,12,4362,0.004623975079282571
price_velocity_1b,1m,DOWN_CHOPPY,-12,2844,0.06148759345514448
price_velocity_1b,1m,DOWN_CHOPPY,-8,2844,0.0950454780104521
price_velocity_1b,1m,DOWN_CHOPPY,-4,2844,0.07911618117990492
price_velocity_1b,1m,DOWN_CHOPPY,-2,2844,0.08070955250172811
price_velocity_1b,1m,DOWN_CHOPPY,-1,2844,-0.05303559574017019
price_velocity_1b,1m,DOWN_CHOPPY,0,2844,-0.011935591645434382
price_velocity_1b,1m,DOWN_CHOPPY,1,2844,-0.010118773458864859
price_velocity_1b,1m,DOWN_CHOPPY,2,2844,-0.0016405338869287405
price_velocity_1b,1m,DOWN_CHOPPY,4,2844,-0.015556805027650162
price_velocity_1b,1m,DOWN_CHOPPY,8,2844,0.0104216711486385
price_velocity_1b,1m,DOWN_CHOPPY,12,2844,-0.013046248246330557
price_velocity_1b,1m,FLAT_SMOOTH,-12,9282,0.08373873087840132
price_velocity_1b,1m,FLAT_SMOOTH,-8,9282,0.09362872137241307
price_velocity_1b,1m,FLAT_SMOOTH,-4,9282,0.08614183938281125
price_velocity_1b,1m,FLAT_SMOOTH,-2,9282,0.10666218247855622
price_velocity_1b,1m,FLAT_SMOOTH,-1,9282,-0.014733351357155568
price_velocity_1b,1m,FLAT_SMOOTH,0,9281,-0.021493564085069417
price_velocity_1b,1m,FLAT_SMOOTH,1,9281,-0.03364422466761408
price_velocity_1b,1m,FLAT_SMOOTH,2,9281,-0.03434257413144283
price_velocity_1b,1m,FLAT_SMOOTH,4,9281,-0.03756902473112795
price_velocity_1b,1m,FLAT_SMOOTH,8,9281,-0.01621130154604905
price_velocity_1b,1m,FLAT_SMOOTH,12,9281,-0.011239181217370976
price_velocity_1b,1m,FLAT_CHOPPY,-12,17463,0.1048273943172559
price_velocity_1b,1m,FLAT_CHOPPY,-8,17463,0.09102518594522986
price_velocity_1b,1m,FLAT_CHOPPY,-4,17463,0.10009423789975683
price_velocity_1b,1m,FLAT_CHOPPY,-2,17463,0.11023005075076447
price_velocity_1b,1m,FLAT_CHOPPY,-1,17463,-0.005184819954107789
price_velocity_1b,1m,FLAT_CHOPPY,0,17463,-0.0023614516890606944
price_velocity_1b,1m,FLAT_CHOPPY,1,17462,0.011837059446609545
price_velocity_1b,1m,FLAT_CHOPPY,2,17461,0.009703483004070711
price_velocity_1b,1m,FLAT_CHOPPY,4,17459,0.01583416416941399
price_velocity_1b,1m,FLAT_CHOPPY,8,17455,0.01711795732382292
price_velocity_1b,1m,FLAT_CHOPPY,12,17451,0.007012572464556878
price_velocity_1b,5m,UP_SMOOTH,-12,6738,0.32995984717034743
price_velocity_1b,5m,UP_SMOOTH,-8,6738,0.34048220730197093
price_velocity_1b,5m,UP_SMOOTH,-4,6738,0.3400842392752529
price_velocity_1b,5m,UP_SMOOTH,-2,6738,0.31815433182180436
price_velocity_1b,5m,UP_SMOOTH,-1,6738,0.07399701134367662
price_velocity_1b,5m,UP_SMOOTH,0,6738,0.0774450648905136
price_velocity_1b,5m,UP_SMOOTH,1,6738,0.05579771466785534
price_velocity_1b,5m,UP_SMOOTH,2,6738,0.05594376387807697
price_velocity_1b,5m,UP_SMOOTH,4,6738,0.04430901161381289
price_velocity_1b,5m,UP_SMOOTH,8,6738,0.02274608821965195
price_velocity_1b,5m,UP_SMOOTH,12,6738,0.021784109766441042
price_velocity_1b,5m,UP_CHOPPY,-12,3744,0.30852077654745774
price_velocity_1b,5m,UP_CHOPPY,-8,3744,0.14459050452229177
price_velocity_1b,5m,UP_CHOPPY,-4,3744,0.2207525345141892
price_velocity_1b,5m,UP_CHOPPY,-2,3744,0.30207330280409433
price_velocity_1b,5m,UP_CHOPPY,-1,3744,-0.07404769197668114
price_velocity_1b,5m,UP_CHOPPY,0,3744,-0.10025048413026466
price_velocity_1b,5m,UP_CHOPPY,1,3744,-0.08707638791199902
price_velocity_1b,5m,UP_CHOPPY,2,3744,-0.12801402066612338
price_velocity_1b,5m,UP_CHOPPY,4,3744,-0.06761438669238791
price_velocity_1b,5m,UP_CHOPPY,8,3744,-0.0010980970479463152
price_velocity_1b,5m,UP_CHOPPY,12,3744,-0.06414202196127998
price_velocity_1b,5m,DOWN_SMOOTH,-12,4362,0.2613156760867475
price_velocity_1b,5m,DOWN_SMOOTH,-8,4362,0.2852630069115838
price_velocity_1b,5m,DOWN_SMOOTH,-4,4362,0.2836678565770884
price_velocity_1b,5m,DOWN_SMOOTH,-2,4362,0.2771687634546144
price_velocity_1b,5m,DOWN_SMOOTH,-1,4362,-0.020195882599603608
price_velocity_1b,5m,DOWN_SMOOTH,0,4362,0.006568296278342126
price_velocity_1b,5m,DOWN_SMOOTH,1,4362,-0.021981742334518946
price_velocity_1b,5m,DOWN_SMOOTH,2,4362,-0.01808134045936545
price_velocity_1b,5m,DOWN_SMOOTH,4,4362,-0.025211656274588004
price_velocity_1b,5m,DOWN_SMOOTH,8,4362,-0.03522414494184578
price_velocity_1b,5m,DOWN_SMOOTH,12,4362,-0.020285235602238806
price_velocity_1b,5m,DOWN_CHOPPY,-12,2844,0.24677734870899787
price_velocity_1b,5m,DOWN_CHOPPY,-8,2844,0.2749485357677753
price_velocity_1b,5m,DOWN_CHOPPY,-4,2844,0.2381464852741091
price_velocity_1b,5m,DOWN_CHOPPY,-2,2844,0.2654523686217584
price_velocity_1b,5m,DOWN_CHOPPY,-1,2844,-0.055006556378825434
price_velocity_1b,5m,DOWN_CHOPPY,0,2844,-0.021290126751536954
price_velocity_1b,5m,DOWN_CHOPPY,1,2844,-0.02412698624333981
price_velocity_1b,5m,DOWN_CHOPPY,2,2844,-0.013524408974210022
price_velocity_1b,5m,DOWN_CHOPPY,4,2844,-0.02633450025721848
price_velocity_1b,5m,DOWN_CHOPPY,8,2844,0.013175978179399845
price_velocity_1b,5m,DOWN_CHOPPY,12,2844,-0.011396828191894031
price_velocity_1b,5m,FLAT_SMOOTH,-12,9282,0.28642818635819345
price_velocity_1b,5m,FLAT_SMOOTH,-8,9282,0.2660470419956596
price_velocity_1b,5m,FLAT_SMOOTH,-4,9282,0.2862548068936385
price_velocity_1b,5m,FLAT_SMOOTH,-2,9282,0.2731981974867436
price_velocity_1b,5m,FLAT_SMOOTH,-1,9281,-0.028844644171972286
price_velocity_1b,5m,FLAT_SMOOTH,0,9280,-0.029347692765618723
price_velocity_1b,5m,FLAT_SMOOTH,1,9280,-0.03605658556684008
price_velocity_1b,5m,FLAT_SMOOTH,2,9280,-0.027649037962587258
price_velocity_1b,5m,FLAT_SMOOTH,4,9280,-0.012508742221724626
price_velocity_1b,5m,FLAT_SMOOTH,8,9280,-0.017292571959440565
price_velocity_1b,5m,FLAT_SMOOTH,12,9280,-0.01225945818483065
price_velocity_1b,5m,FLAT_CHOPPY,-12,17463,0.2907572208625283
price_velocity_1b,5m,FLAT_CHOPPY,-8,17463,0.2822987765146217
price_velocity_1b,5m,FLAT_CHOPPY,-4,17463,0.2923603048994408
price_velocity_1b,5m,FLAT_CHOPPY,-2,17463,0.2909853177385158
price_velocity_1b,5m,FLAT_CHOPPY,-1,17463,0.010400124691276134
price_velocity_1b,5m,FLAT_CHOPPY,0,17463,0.008749481366126032
price_velocity_1b,5m,FLAT_CHOPPY,1,17462,0.00755210526484821
price_velocity_1b,5m,FLAT_CHOPPY,2,17461,0.00833729804095564
price_velocity_1b,5m,FLAT_CHOPPY,4,17459,-0.006467568653045629
price_velocity_1b,5m,FLAT_CHOPPY,8,17455,-0.016936696015459697
price_velocity_1b,5m,FLAT_CHOPPY,12,17451,-0.030875100130789104
price_velocity_1b,15m,UP_SMOOTH,-12,6738,0.5662160445824397
price_velocity_1b,15m,UP_SMOOTH,-8,6738,0.5418807722690532
price_velocity_1b,15m,UP_SMOOTH,-4,6738,0.3509084625844557
price_velocity_1b,15m,UP_SMOOTH,-2,6738,0.11798466151447784
price_velocity_1b,15m,UP_SMOOTH,-1,6738,0.08217657696135347
price_velocity_1b,15m,UP_SMOOTH,0,6738,0.07379383856551319
price_velocity_1b,15m,UP_SMOOTH,1,6738,0.07004635906094764
price_velocity_1b,15m,UP_SMOOTH,2,6738,0.05917273265654849
price_velocity_1b,15m,UP_SMOOTH,4,6738,0.03755040375183024
price_velocity_1b,15m,UP_SMOOTH,8,6738,0.055794722933564446
price_velocity_1b,15m,UP_SMOOTH,12,6738,0.07177475645722035
price_velocity_1b,15m,UP_CHOPPY,-12,3744,0.3695541077555491
price_velocity_1b,15m,UP_CHOPPY,-8,3744,0.25819956086437573
price_velocity_1b,15m,UP_CHOPPY,-4,3744,0.3699186740502147
price_velocity_1b,15m,UP_CHOPPY,-2,3744,-0.06143119396282409
price_velocity_1b,15m,UP_CHOPPY,-1,3744,-0.18944954732180688
price_velocity_1b,15m,UP_CHOPPY,0,3744,-0.21619914374515942
price_velocity_1b,15m,UP_CHOPPY,1,3744,-0.2247961594696611
price_velocity_1b,15m,UP_CHOPPY,2,3744,-0.17132302248743603
price_velocity_1b,15m,UP_CHOPPY,4,3744,0.01894704027843225
price_velocity_1b,15m,UP_CHOPPY,8,3744,-0.05691312030698407
price_velocity_1b,15m,UP_CHOPPY,12,3744,0.007484391642539547
price_velocity_1b,15m,DOWN_SMOOTH,-12,4362,0.4785784603483791
price_velocity_1b,15m,DOWN_SMOOTH,-8,4362,0.5088752829675133
price_velocity_1b,15m,DOWN_SMOOTH,-4,4362,0.2761264834820366
price_velocity_1b,15m,DOWN_SMOOTH,-2,4362,0.03482565237517347
price_velocity_1b,15m,DOWN_SMOOTH,-1,4362,-0.032342760002673485
price_velocity_1b,15m,DOWN_SMOOTH,0,4362,-0.03789001851286413
price_velocity_1b,15m,DOWN_SMOOTH,1,4362,-0.05491315652137579
price_velocity_1b,15m,DOWN_SMOOTH,2,4362,-0.058367743810747094
price_velocity_1b,15m,DOWN_SMOOTH,4,4362,-0.08147943040699203
price_velocity_1b,15m,DOWN_SMOOTH,8,4362,-0.019300354131768584
price_velocity_1b,15m,DOWN_SMOOTH,12,4362,-0.002829633170844855
price_velocity_1b,15m,DOWN_CHOPPY,-12,2844,0.48119440666916174
price_velocity_1b,15m,DOWN_CHOPPY,-8,2844,0.47748307591788847
price_velocity_1b,15m,DOWN_CHOPPY,-4,2844,0.2439182009681413
price_velocity_1b,15m,DOWN_CHOPPY,-2,2844,-0.008639910985226679
price_velocity_1b,15m,DOWN_CHOPPY,-1,2844,-0.04340005142063072
price_velocity_1b,15m,DOWN_CHOPPY,0,2844,-0.03170092595676929
price_velocity_1b,15m,DOWN_CHOPPY,1,2844,-0.01438117388706653
price_velocity_1b,15m,DOWN_CHOPPY,2,2844,-0.004475430433864348
price_velocity_1b,15m,DOWN_CHOPPY,4,2844,-0.0051542250979423904
price_velocity_1b,15m,DOWN_CHOPPY,8,2844,-0.018041710087590986
price_velocity_1b,15m,DOWN_CHOPPY,12,2844,-0.028889208250446406
price_velocity_1b,15m,FLAT_SMOOTH,-12,9282,0.45415387754970044
price_velocity_1b,15m,FLAT_SMOOTH,-8,9282,0.4602622418362375
price_velocity_1b,15m,FLAT_SMOOTH,-4,9280,0.19497853576116
price_velocity_1b,15m,FLAT_SMOOTH,-2,9278,-0.017362665586571176
price_velocity_1b,15m,FLAT_SMOOTH,-1,9277,-0.04296951557432102
price_velocity_1b,15m,FLAT_SMOOTH,0,9276,-0.030431880755567374
price_velocity_1b,15m,FLAT_SMOOTH,1,9276,-0.026942051666818272
price_velocity_1b,15m,FLAT_SMOOTH,2,9276,-0.025065025844288907
price_velocity_1b,15m,FLAT_SMOOTH,4,9276,-0.021761304663249468
price_velocity_1b,15m,FLAT_SMOOTH,8,9276,-0.019812449990214483
price_velocity_1b,15m,FLAT_SMOOTH,12,9276,-0.015438689817143867
price_velocity_1b,15m,FLAT_CHOPPY,-12,17463,0.49397488562723346
price_velocity_1b,15m,FLAT_CHOPPY,-8,17463,0.49865546755398554
price_velocity_1b,15m,FLAT_CHOPPY,-4,17463,0.33499703891917354
price_velocity_1b,15m,FLAT_CHOPPY,-2,17463,0.06379772731716511
price_velocity_1b,15m,FLAT_CHOPPY,-1,17463,0.007011000262083519
price_velocity_1b,15m,FLAT_CHOPPY,0,17463,-0.00013600709670904006
price_velocity_1b,15m,FLAT_CHOPPY,1,17462,-0.0060448853726102125
price_velocity_1b,15m,FLAT_CHOPPY,2,17461,-0.009120217828562139
