**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

tf,pair,c1,c2,abs_min,abs_max,spread_abs,r_min,r_max,sign_flip
1m,price_accel_1b__vol_mean_w,price_accel_1b,vol_mean_w,8.730121445383382e-05,0.048642249125433426,0.04855494791097959,-0.048642249125433426,0.044633263635618536,False
5s,price_accel_1b__reversion_prob_w,price_accel_1b,reversion_prob_w,0.0010619992700616825,0.048168751618502946,0.047106752348441264,0.0010619992700616825,0.048168751618502946,False
5m,price_sigma_w__z_low_w,price_sigma_w,z_low_w,0.0177286095112247,0.04811042759139723,0.030381818080172526,0.0177286095112247,0.04811042759139723,False
1h,price_accel_1b__hurst_w,price_accel_1b,hurst_w,0.0073596384752828104,0.04806684601208078,0.04070720753679797,-0.04806684601208078,0.034153100364567056,False
15m,vol_accel_w__swing_noise_w,vol_accel_w,swing_noise_w,0.0005322502059848874,0.04803690337906953,0.047504653173084645,-0.04803690337906953,-0.0005322502059848874,False
5m,price_velocity_w__hurst_w,price_velocity_w,hurst_w,0.0024502175599667845,0.04768100281877847,0.04523078525881168,-0.047032562971624677,0.04768100281877847,False
15m,SE_high_w__reversion_prob_w,SE_high_w,reversion_prob_w,0.01615244315398334,0.04761559729481392,0.031463154140830576,-0.04761559729481392,0.03856515071505704,False
1m,bar_range__hurst_w,bar_range,hurst_w,0.006848410373216971,0.047563318557671895,0.040714908184454925,-0.013750174662894618,0.047563318557671895,False
1m,vol_accel_1b__SE_low_w,vol_accel_1b,SE_low_w,6.003989355404633e-05,0.047544960220027396,0.04748492032647335,-0.047544960220027396,0.04212826367169481,False
5m,vol_mean_w__z_low_w,vol_mean_w,z_low_w,0.0016173840163645808,0.04734360687201543,0.045726222855650846,0.0016173840163645808,0.04734360687201543,False
1h,vol_accel_w__vwap_w,vol_accel_w,vwap_w,0.0010207758352520542,0.04729375985573852,0.04627298402048646,-0.03544339318905885,0.04729375985573852,False
15m,price_accel_w__hurst_w,price_accel_w,hurst_w,0.009761808165274015,0.04723778128664583,0.03747597312137182,-0.04723778128664583,0.03521515624029445,False
5m,vol_accel_1b__z_se_w,vol_accel_1b,z_se_w,0.0017084522762729963,0.04712529004479051,0.045416837768517515,-0.04712529004479051,0.014894356194780894,False
5m,vol_accel_w__vol_sigma_w,vol_accel_w,vol_sigma_w,0.019423697384849784,0.04710463314697468,0.027680935762124898,-0.04710463314697468,-0.019423697384849784,False
15s,price_accel_w__vol_mean_w,price_accel_w,vol_mean_w,0.004666520893618036,0.04700229530656184,0.042335774412943804,-0.0460157277870486,0.04700229530656184,False
15s,price_sigma_w__hurst_w,price_sigma_w,hurst_w,0.01143246133926235,0.046916442436927226,0.035483981097664874,-0.03730646458610735,0.046916442436927226,False
15s,vol_accel_w__swing_noise_w,vol_accel_w,swing_noise_w,0.01576455665723817,0.04669168789863062,0.030927131241392448,0.01576455665723817,0.04669168789863062,False
5m,z_se_w__SE_high_w,z_se_w,SE_high_w,0.00833288731805841,0.04662008130892365,0.03828719399086524,0.00833288731805841,0.04662008130892365,False
1m,price_sigma_w__hurst_w,price_sigma_w,hurst_w,0.006194652639709422,0.04650789105527254,0.04031323841556312,-0.0315724291884218,0.04650789105527254,False
15m,price_sigma_w__z_high_w,price_sigma_w,z_high_w,0.003925992233170229,0.04636919591298156,0.04244320367981133,-0.04636919591298156,0.015762446302670735,False
5m,SE_high_w__reversion_prob_w,SE_high_w,reversion_prob_w,0.003993502921732111,0.04609548434539331,0.0421019814236612,-0.008093180886811928,0.04609548434539331,False
5m,price_accel_1b__vol_velocity_w,price_accel_1b,vol_velocity_w,0.0063781439557508484,0.046017781620942756,0.03963963766519191,-0.0168477024544909,0.046017781620942756,False
5s,vwap_w__hurst_w,vwap_w,hurst_w,0.00909905183463109,0.04595656686641913,0.03685751503178804,-0.04595656686641913,-0.00909905183463109,False
5s,price_mean_w__hurst_w,price_mean_w,hurst_w,0.009095768662000679,0.04595093114354382,0.03685516248154314,-0.04595093114354382,-0.009095768662000679,False
5s,price_velocity_w__hurst_w,price_velocity_w,hurst_w,0.003669205327832627,0.04591533035381384,0.04224612502598121,-0.04591533035381384,0.004878130239958048,False
5s,vol_mean_w__reversion_prob_w,vol_mean_w,reversion_prob_w,0.0003636693909501777,0.04590136717442951,0.04553769778347933,-0.04590136717442951,0.0016490366384435474,False
1m,vol_accel_w__price_sigma_w,vol_accel_w,price_sigma_w,0.0019999289381494047,0.04576056521065016,0.04376063627250076,-0.04576056521065016,-0.0019999289381494047,False
15s,vol_accel_w__SE_low_w,vol_accel_w,SE_low_w,0.0032241883453241883,0.045759857832261,0.04253566948693681,-0.011625487637672738,0.045759857832261,False
15s,z_low_w__SE_low_w,z_low_w,SE_low_w,0.0075219013682888995,0.04534513905482911,0.037823237686540216,-0.0075219013682888995,0.04534513905482911,False
15s,price_accel_w__reversion_prob_w,price_accel_w,reversion_prob_w,0.0034456233451735855,0.044901987051413315,0.04145636370623973,-0.018055558079640766,0.044901987051413315,False
15s,vol_velocity_1b__price_sigma_w,vol_velocity_1b,price_sigma_w,0.0035998961270161953,0.04475893203726179,0.0411590359102456,-0.04475893203726179,0.004748202982471739,False
15m,price_velocity_w__z_high_w,price_velocity_w,z_high_w,0.003025745209477019,0.04473432500325222,0.04170857979377521,-0.012865390203495846,0.04473432500325222,False
5m,price_accel_w__vol_mean_w,price_accel_w,vol_mean_w,0.012081230906682866,0.04470228429715657,0.032621053390473706,-0.01819893402026808,0.04470228429715657,False
15s,body__vol_mean_w,body,vol_mean_w,0.0005626250120648616,0.044274911181314706,0.043712286169249846,-0.044274911181314706,0.0064195992294108165,False
15m,SE_low_w__reversion_prob_w,SE_low_w,reversion_prob_w,0.0035856374176015463,0.04423616605305075,0.040650528635449205,-0.03538198024617307,0.04423616605305075,False
1m,vol_accel_w__SE_low_w,vol_accel_w,SE_low_w,0.005486772955735482,0.044006863433535305,0.03852009047779982,-0.044006863433535305,0.005486772955735482,False
5m,vol_velocity_w__hurst_w,vol_velocity_w,hurst_w,0.023301260261725337,0.04384244195222995,0.020541181690504614,-0.04384244195222995,-0.023301260261725337,False
15s,price_sigma_w__z_high_w,price_sigma_w,z_high_w,0.0047730323689803966,0.0436825734553891,0.0389095410864087,-0.0436825734553891,0.0047730323689803966,False
5m,price_sigma_w__hurst_w,price_sigma_w,hurst_w,0.014996275527587347,0.04318032920972534,0.028184053682137993,-0.025601425139526034,0.04318032920972534,False
1m,vol_accel_1b__SE_high_w,vol_accel_1b,SE_high_w,0.0030869022964288375,0.04312883434542879,0.04004193204899995,-0.03609313030056298,0.04312883434542879,False
4h,vol_accel_1b__vwap_w,vol_accel_1b,vwap_w,0.0016620250663626345,0.04298527128661665,0.04132324622025402,-0.04298527128661665,0.0032307960420692324,False
4h,vol_accel_1b__price_mean_w,vol_accel_1b,price_mean_w,0.0015849013583067225,0.042888728373727716,0.04130382701542099,-0.042888728373727716,0.006242585226654204,False
15m,vol_accel_1b__z_se_w,vol_accel_1b,z_se_w,0.0025801592537295897,0.04288851751333606,0.04030835825960647,-0.04288851751333606,0.013841285450897283,False
1h,vwap_w__z_se_w,vwap_w,z_se_w,0.005180711552559062,0.042868484892890316,0.03768777334033126,-0.042868484892890316,0.02257588805125355,False
15s,price_velocity_1b__vol_mean_w,price_velocity_1b,vol_mean_w,0.00041723213291014027,0.04238973174980892,0.041972499616898785,-0.04238973174980892,0.0005660560702052562,False
5m,vol_accel_1b__SE_high_w,vol_accel_1b,SE_high_w,0.01640879157021901,0.04231372304529112,0.025904931475072113,-0.04231372304529112,-0.01640879157021901,False
15s,price_accel_1b__reversion_prob_w,price_accel_1b,reversion_prob_w,0.0020271604336330566,0.04206662777810108,0.04003946734446802,-0.04206662777810108,0.03289029784664552,False
15s,price_velocity_w__vol_accel_w,price_velocity_w,vol_accel_w,0.0001011633607794797,0.04167861620346829,0.041577452842688815,-0.04167861620346829,0.03793030083654721,False
1h,vol_velocity_1b__price_mean_w,vol_velocity_1b,price_mean_w,0.0006437586681287741,0.041495578033421326,0.04085181936529255,-0.025941769314354452,0.041495578033421326,False
5s,vol_velocity_1b__z_se_w,vol_velocity_1b,z_se_w,0.0013928476500845582,0.0412270630880553,0.03983421543797074,-0.0412270630880553,0.013130570535506937,False
5s,price_accel_w__reversion_prob_w,price_accel_w,reversion_prob_w,0.009244546644985464,0.04118312245196047,0.03193857580697501,0.009244546644985464,0.04118312245196047,False
1h,vol_velocity_1b__vwap_w,vol_velocity_1b,vwap_w,0.0006108589941215172,0.04105806920767056,0.04044721021354904,-0.026214275471345118,0.04105806920767056,False
5s,SE_low_w__hurst_w,SE_low_w,hurst_w,0.0011088379153712331,0.041042115186000004,0.03993327727062877,-0.041042115186000004,-0.0011088379153712331,False
1m,vol_accel_w__z_se_w,vol_accel_w,z_se_w,0.013612138550515384,0.04092701755711607,0.027314879006600686,-0.04092701755711607,0.013612138550515384,False
1h,vol_accel_1b__hurst_w,vol_accel_1b,hurst_w,0.0034287903510560533,0.040650844471102204,0.03722205412004615,-0.040650844471102204,0.034906738325076694,False
5m,vol_mean_w__z_se_w,vol_mean_w,z_se_w,0.004932426995519626,0.04041810340586319,0.03548567641034356,-0.01585166922838424,0.04041810340586319,False
15s,price_accel_1b__price_mean_w,price_accel_1b,price_mean_w,0.0005394869384108182,0.04021501113942074,0.03967552420100992,-0.011275908294108749,0.04021501113942074,False
1h,vol_accel_1b__SE_low_w,vol_accel_1b,SE_low_w,0.0014928816717939804,0.040179398266387216,0.03868651659459323,-0.040179398266387216,-0.0014928816717939804,False
5s,SE_high_w__reversion_prob_w,SE_high_w,reversion_prob_w,0.0009071857566831513,0.040166788858464135,0.039259603101780984,-0.040166788858464135,0.010147957178449725,False
15s,price_accel_1b__vwap_w,price_accel_1b,vwap_w,0.0004654880537983496,0.04016525354299495,0.039699765489196605,-0.011357386780096115,0.04016525354299495,False
15s,z_high_w__SE_low_w,z_high_w,SE_low_w,0.002290268976480373,0.04006051821489485,0.037770249238414474,-0.04006051821489485,0.01876247284333396,False
5s,vol_velocity_w__z_se_w,vol_velocity_w,z_se_w,0.0025206071700654958,0.03987729403899247,0.03735668686892697,-0.03987729403899247,0.011612811654829915,False
5s,vol_velocity_w__swing_noise_w,vol_velocity_w,swing_noise_w,0.009080090367608056,0.03979565438942095,0.030715564021812893,0.009080090367608056,0.03979565438942095,False
5m,vol_sigma_w__reversion_prob_w,vol_sigma_w,reversion_prob_w,0.01874751387246137,0.03977151808319087,0.0210240042107295,-0.03977151808319087,-0.01874751387246137,False
5m,price_accel_w__vol_sigma_w,price_accel_w,vol_sigma_w,0.0006893982016958268,0.03949957623148233,0.0388101780297865,-0.03949957623148233,0.025920818676271686,False
15m,vol_velocity_1b__hurst_w,vol_velocity_1b,hurst_w,0.009709751179297538,0.03937266159762877,0.02966291041833123,-0.030118985113884167,0.03937266159762877,False
5s,price_accel_1b__z_high_w,price_accel_1b,z_high_w,0.0028784633167712524,0.039340546579199914,0.03646208326242866,-0.039340546579199914,0.010944472294531427,False
5m,price_accel_1b__price_sigma_w,price_accel_1b,price_sigma_w,0.0022676517305192383,0.03895643005101363,0.03668877832049439,-0.03895643005101363,0.03506813393019452,False
1m,vol_accel_w__vol_sigma_w,vol_accel_w,vol_sigma_w,0.01074778398616757,0.03894894000145478,0.028201156015287214,-0.03894894000145478,-0.01074778398616757,False
5s,vol_sigma_w__z_se_w,vol_sigma_w,z_se_w,0.0004410853883248606,0.038677951022982965,0.038236865634658106,-0.038677951022982965,0.01581331879067287,False
1h,price_accel_1b__swing_noise_w,price_accel_1b,swing_noise_w,0.00027048598738792364,0.03856122941073206,0.03829074342334414,-0.017506690081264827,0.03856122941073206,False
5m,z_low_w__SE_low_w,z_low_w,SE_low_w,0.017126522568333892,0.03855766186258104,0.02143113929424715,0.017126522568333892,0.03855766186258104,False
1m,vol_sigma_w__reversion_prob_w,vol_sigma_w,reversion_prob_w,0.006689061346508025,0.03853226186788275,0.03184320052137472,-0.03853226186788275,-0.006689061346508025,False
15s,vol_mean_w__z_high_w,vol_mean_w,z_high_w,0.0019171868206687224,0.03833770155774142,0.036420514737072696,-0.03833770155774142,-0.0019171868206687224,False
5s,vol_sigma_w__hurst_w,vol_sigma_w,hurst_w,0.0035289377767943495,0.038196896133465885,0.03466795835667154,-0.0035289377767943495,0.038196896133465885,False
5m,price_velocity_w__reversion_prob_w,price_velocity_w,reversion_prob_w,0.009257107246501738,0.037692824538631875,0.02843571729213014,-0.009257107246501738,0.037692824538631875,False
15s,vol_accel_1b__price_velocity_w,vol_accel_1b,price_velocity_w,0.004548755103743273,0.03756565720922841,0.033016902105485135,-0.004548755103743273,0.03756565720922841,False
1h,z_high_w__swing_noise_w,z_high_w,swing_noise_w,0.0009547467735115531,0.037523167339287275,0.03656842056577572,-0.037523167339287275,0.02586676014907999,False
15m,vol_velocity_1b__vol_sigma_w,vol_velocity_1b,vol_sigma_w,0.012497310662695518,0.03749594115710547,0.024998630494409955,-0.03749594115710547,-0.012497310662695518,False
15m,price_mean_w__z_low_w,price_mean_w,z_low_w,0.009174722336901175,0.03743754184739058,0.028262819510489402,-0.03743754184739058,0.012495328922456968,False
15m,price_velocity_1b__hurst_w,price_velocity_1b,hurst_w,0.004258806280266118,0.03733366086948288,0.03307485458921676,-0.03733366086948288,0.026720840426418296,False
1m,vol_velocity_1b__hurst_w,vol_velocity_1b,hurst_w,0.0014452860668752621,0.03732211585111846,0.035876829784243204,-0.03732211585111846,0.019327112720922874,False
5s,vol_sigma_w__z_low_w,vol_sigma_w,z_low_w,0.003804487670332119,0.03731013586215862,0.0335056481918265,-0.03731013586215862,0.02948993790758859,False
5s,SE_low_w__reversion_prob_w,SE_low_w,reversion_prob_w,0.0022249152017172077,0.0372925047330607,0.03506758953134349,-0.0372925047330607,0.005050177462614839,False
15m,price_mean_w__z_se_w,price_mean_w,z_se_w,0.003990354539225584,0.03724566002758325,0.033255305488357666,-0.03724566002758325,0.005904883565393644,False
15s,z_high_w__SE_high_w,z_high_w,SE_high_w,0.010834818960013932,0.03671388097163572,0.025879062011621788,-0.03671388097163572,0.010834818960013932,False
15s,vol_accel_1b__swing_noise_w,vol_accel_1b,swing_noise_w,0.0009604751549265677,0.036638572130877366,0.0356780969759508,-0.036638572130877366,0.019987882067343553,False
15s,price_velocity_w__price_mean_w,price_velocity_w,price_mean_w,0.010532826723048902,0.03656345639926618,0.026030629676217276,-0.03656345639926618,0.02252996735861483,False
5s,vol_accel_w__z_se_w,vol_accel_w,z_se_w,0.0018403452714788717,0.03645394096203214,0.034613595690553264,-0.03645394096203214,0.00638507533672119,False
5m,vol_velocity_1b__swing_noise_w,vol_velocity_1b,swing_noise_w,0.02046165089524247,0.03637023193936257,0.0159085810441201,-0.03637023193936257,-0.02046165089524247,False
5s,vol_accel_1b__z_se_w,vol_accel_1b,z_se_w,0.0030002328086730294,0.036059022556513345,0.033058789747840316,-0.036059022556513345,0.019709418287562636,False
15s,price_velocity_w__vwap_w,price_velocity_w,vwap_w,0.01096248041211965,0.03601699475419306,0.02505451434207341,-0.03601699475419306,0.023189120997026427,False
15m,vwap_w__z_low_w,vwap_w,z_low_w,0.0072849769635142565,0.035936493282108566,0.02865151631859431,-0.035936493282108566,0.014283922928425164,False
15m,vwap_w__z_se_w,vwap_w,z_se_w,0.0025265282193673113,0.03590508312572211,0.0333785549063548,-0.03590508312572211,0.0077101383067829906,False
5s,price_mean_w__reversion_prob_w,price_mean_w,reversion_prob_w,0.0009431365577736564,0.0356567111880568,0.03471357463028314,-0.014194961343272548,0.0356567111880568,False
5s,vwap_w__reversion_prob_w,vwap_w,reversion_prob_w,0.0009359787875989319,0.03565332388896781,0.034717345101368875,-0.014183833841414556,0.03565332388896781,False
1m,price_sigma_w__z_high_w,price_sigma_w,z_high_w,0.006087144947801646,0.03544717217224863,0.029360027224446986,-0.03544717217224863,0.017113271084593755,False
5s,price_accel_w__swing_noise_w,price_accel_w,swing_noise_w,0.005771854061974203,0.03519148900974367,0.029419634947769467,-0.03519148900974367,0.010734148130795295,False
15s,vol_sigma_w__z_high_w,vol_sigma_w,z_high_w,0.0008322790866449447,0.035180270220602855,0.03434799113395791,-0.035180270220602855,0.02392411232801634,False
1m,price_sigma_w__z_low_w,price_sigma_w,z_low_w,0.00802335646138787,0.035055681478466605,0.027032325017078737,-0.018102460601196912,0.035055681478466605,False
15s,vol_velocity_1b__SE_low_w,vol_velocity_1b,SE_low_w,0.0057148714954017394,0.0349583240584222,0.029243452563020456,-0.02899996270511534,0.0349583240584222,False
5s,vol_mean_w__z_high_w,vol_mean_w,z_high_w,0.0034374601188010083,0.03461002582829052,0.031172565709489515,-0.02583951533145072,0.03461002582829052,False
1m,vol_accel_1b__z_se_w,vol_accel_1b,z_se_w,0.0003544565554478218,0.03430060919466858,0.03394615263922076,-0.03430060919466858,0.016890977125011565,False
5s,z_high_w__SE_low_w,z_high_w,SE_low_w,2.845047337205921e-05,0.034198970624852935,0.03417052015148088,-0.034198970624852935,0.010196752300044925,False
5m,price_sigma_w__z_se_w,price_sigma_w,z_se_w,0.0023625443567167363,0.03400750667672677,0.03164496232001004,-0.02128121255798854,0.03400750667672677,False
15m,vol_accel_1b__price_velocity_w,vol_accel_1b,price_velocity_w,0.0024048320234106016,0.03375741417386836,0.031352582150457754,-0.03375741417386836,0.010896541131413362,False
4h,vol_accel_1b__vol_mean_w,vol_accel_1b,vol_mean_w,0.005280582109270654,0.0337480762485054,0.028467494139234745,-0.0337480762485054,0.022377850834167913,False
1m,vwap_w__reversion_prob_w,vwap_w,reversion_prob_w,0.002838195461886122,0.033740484952787926,0.030902289490901805,-0.0065219082290682,0.033740484952787926,False
5m,vol_accel_1b__vol_sigma_w,vol_accel_1b,vol_sigma_w,0.026801696392103808,0.033660738487551474,0.006859042095447666,-0.033660738487551474,-0.026801696392103808,False
1m,price_mean_w__reversion_prob_w,price_mean_w,reversion_prob_w,0.0028560613867477567,0.03362246359466103,0.03076640220791327,-0.006597047980305454,0.03362246359466103,False
15m,price_accel_1b__swing_noise_w,price_accel_1b,swing_noise_w,0.010503368827888363,0.033621816862501507,0.023118448034613145,-0.033621816862501507,0.03215827559675912,False
5s,z_se_w__hurst_w,z_se_w,hurst_w,0.0003875951247465374,0.03355808704621547,0.03317049192146893,-0.03355808704621547,0.019051201388161167,False
15s,price_sigma_w__z_low_w,price_sigma_w,z_low_w,0.011271315036363359,0.03350868980078488,0.022237374764421516,0.011271315036363359,0.03350868980078488,False
5s,body__price_mean_w,body,price_mean_w,0.0026236705525762116,0.03325067506667933,0.030627004514103117,-0.03325067506667933,0.01781433884130497,False
1h,vol_accel_1b__price_velocity_w,vol_accel_1b,price_velocity_w,0.00790528762446195,0.0331260411674804,0.025220753543018448,-0.021923915186057866,0.0331260411674804,False
5s,body__vwap_w,body,vwap_w,0.002540984321822899,0.03311663557137925,0.03057565124955635,-0.03311663557137925,0.017956202394081845,False
4h,vol_accel_w__swing_noise_w,vol_accel_w,swing_noise_w,0.012586793547777825,0.0330431424179562,0.020456348870178376,-0.0330431424179562,0.016612304858851387,False
1m,vol_accel_1b__swing_noise_w,vol_accel_1b,swing_noise_w,0.004794584835654811,0.0329762196363215,0.028181634800666686,-0.01463563131135356,0.0329762196363215,False
15s,vol_mean_w__z_low_w,vol_mean_w,z_low_w,0.0009079137315984138,0.03297375173899645,0.03206583800739803,-0.010791409585321949,0.03297375173899645,False
15m,price_accel_w__vol_mean_w,price_accel_w,vol_mean_w,0.0043884414888354555,0.03288820033658192,0.028499758847746467,-0.009897140879727229,0.03288820033658192,False
1h,vol_accel_1b__price_sigma_w,vol_accel_1b,price_sigma_w,0.00019925537944726242,0.03267131887342249,0.03247206349397523,-0.03267131887342249,-0.00019925537944726242,False
15s,price_accel_w__hurst_w,price_accel_w,hurst_w,0.00226082067179275,0.03266255628557128,0.030401735613778527,-0.03266255628557128,0.01742510767771262,False
15s,z_low_w__hurst_w,z_low_w,hurst_w,0.0011321520924854533,0.032505613616214096,0.03137346152372864,-0.0011321520924854533,0.032505613616214096,False
5m,vol_velocity_1b__price_velocity_w,vol_velocity_1b,price_velocity_w,0.0009834563625284612,0.03239853913608734,0.03141508277355888,-0.03239853913608734,-0.0009834563625284612,False
15s,price_sigma_w__reversion_prob_w,price_sigma_w,reversion_prob_w,0.010443665301297988,0.03229384531711348,0.021850180015815495,-0.03229384531711348,-0.010443665301297988,False
1m,price_velocity_w__hurst_w,price_velocity_w,hurst_w,0.010426634296067699,0.03224174406066944,0.02181510976460174,-0.03224174406066944,0.02595127632742407,False
5s,price_accel_w__hurst_w,price_accel_w,hurst_w,0.00040338074645685553,0.03223337221681783,0.031829991470360974,-0.03223337221681783,-0.00040338074645685553,False
5s,price_accel_1b__vwap_w,price_accel_1b,vwap_w,0.0027404230522743143,0.032046669265304105,0.02930624621302979,-0.032046669265304105,0.0266707971615675,False
5s,price_accel_1b__price_mean_w,price_accel_1b,price_mean_w,0.0027394776461347977,0.03199552922209472,0.02925605157595992,-0.03199552922209472,0.026658884439138275,False
1m,z_low_w__SE_high_w,z_low_w,SE_high_w,0.011932850201143527,0.03198117231762227,0.020048322116478744,-0.013572909429653406,0.03198117231762227,False
1m,SE_high_w__reversion_prob_w,SE_high_w,reversion_prob_w,0.000793253569504183,0.03185611290387166,0.031062859334367473,-0.01937591661292096,0.03185611290387166,False
5s,price_velocity_1b__vwap_w,price_velocity_1b,vwap_w,0.002695724462497531,0.03180995102840397,0.02911422656590644,-0.01670353437313441,0.03180995102840397,False
15s,vol_sigma_w__z_low_w,vol_sigma_w,z_low_w,0.0044786687671486,0.03180067511972383,0.02732200635257523,-0.027711209850859488,0.03180067511972383,False
5m,vol_sigma_w__z_high_w,vol_sigma_w,z_high_w,0.0014868482066752726,0.03178260731960972,0.030295759112934445,-0.03178260731960972,0.003818892325935989,False
5m,price_accel_w__swing_noise_w,price_accel_w,swing_noise_w,0.004930981820592317,0.031779915802999346,0.02684893398240703,-0.029785054520085823,0.031779915802999346,False
15m,vol_accel_1b__SE_low_w,vol_accel_1b,SE_low_w,0.009832650997000604,0.03177075207584829,0.021938101078847687,-0.03177075207584829,-0.009832650997000604,False
15s,z_low_w__SE_high_w,z_low_w,SE_high_w,0.006135352873396163,0.031761002752507546,0.02562564987911138,-0.006135352873396163,0.031761002752507546,False
5s,price_velocity_1b__price_mean_w,price_velocity_1b,price_mean_w,0.0027875724138318974,0.031681379577136466,0.02889380716330457,-0.016839878175505637,0.031681379577136466,False
15s,vol_sigma_w__z_se_w,vol_sigma_w,z_se_w,0.0018142644322126638,0.03143272340353422,0.029618458971321558,-0.02985828650744823,0.03143272340353422,False
15s,vol_velocity_1b__price_velocity_w,vol_velocity_1b,price_velocity_w,0.003327570638598254,0.0313745781326536,0.028047007494055344,-0.0313745781326536,0.02833302324451662,False
15s,vol_accel_w__SE_high_w,vol_accel_w,SE_high_w,0.0009012020118843332,0.03118190055459395,0.030280698542709615,-0.014643813657461103,0.03118190055459395,False
1m,price_accel_1b__price_mean_w,price_accel_1b,price_mean_w,0.0025380570816398995,0.03113932336145982,0.02860126627981992,-0.03113932336145982,0.025386227529834767,False
15s,price_velocity_w__hurst_w,price_velocity_w,hurst_w,0.008141621295262207,0.03104434031942617,0.022902719024163964,-0.03104434031942617,-0.008141621295262207,False
5m,vol_accel_1b__SE_low_w,vol_accel_1b,SE_low_w,0.017688507444046066,0.03095647143268562,0.013267963988639553,-0.03095647143268562,-0.017688507444046066,False
5s,z_low_w__swing_noise_w,z_low_w,swing_noise_w,0.0017217522314597663,0.030946452883175865,0.029224700651716097,-0.013486303701465401,0.030946452883175865,False
5m,vol_mean_w__z_high_w,vol_mean_w,z_high_w,0.0019134676625062507,0.03090598567716621,0.02899251801465996,-0.03090598567716621,0.021045490501198704,False
5s,vol_mean_w__z_low_w,vol_mean_w,z_low_w,0.004366237539489066,0.030871573607531236,0.02650533606804217,-0.030871573607531236,0.025904876448563027,False
1m,price_accel_1b__vwap_w,price_accel_1b,vwap_w,0.0026462341479806693,0.030844629168297583,0.028198395020316912,-0.030844629168297583,0.02540355391444743,False
1m,body__price_mean_w,body,price_mean_w,0.005626939063253021,0.03081577665094446,0.02518883758769144,-0.03081577665094446,0.018006975896632336,False
1m,price_velocity_1b__price_mean_w,price_velocity_1b,price_mean_w,0.005596863325815794,0.030736949797609905,0.02514008647179411,-0.030736949797609905,0.0179964209533333,False
15m,vol_accel_1b__SE_high_w,vol_accel_1b,SE_high_w,0.009738783246478361,0.030664335576584646,0.020925552330106283,-0.030664335576584646,-0.009738783246478361,False
5s,vol_mean_w__z_se_w,vol_mean_w,z_se_w,0.0010735613168280415,0.030635687846737796,0.029562126529909756,-0.030635687846737796,0.01042477944677883,False
1m,body__vwap_w,body,vwap_w,0.0055786828658797895,0.030553238577398847,0.024974555711519058,-0.030553238577398847,0.018167857434272988,False
1m,price_sigma_w__reversion_prob_w,price_sigma_w,reversion_prob_w,0.0023884047840172264,0.030472532787565915,0.02808412800354869,-0.030472532787565915,0.0023884047840172264,False
1m,price_velocity_1b__vwap_w,price_velocity_1b,vwap_w,0.005544901314249325,0.03046962040080195,0.024924719086552624,-0.03046962040080195,0.018156064235923784,False
1m,z_low_w__swing_noise_w,z_low_w,swing_noise_w,0.0006316719338883934,0.03040129316958386,0.029769621235695466,-0.03040129316958386,0.027296273977673487,False
15s,price_accel_1b__hurst_w,price_accel_1b,hurst_w,0.0004200763390959486,0.030347750213569672,0.029927673874473724,-0.030347750213569672,0.01146997825650271,False
5s,price_velocity_w__price_mean_w,price_velocity_w,price_mean_w,0.0005507693749206069,0.030346294952679514,0.029795525577758906,-0.030346294952679514,0.029230378043441016,False
5s,price_velocity_w__vwap_w,price_velocity_w,vwap_w,0.00034946240888488714,0.030169081069000923,0.029819618660116037,-0.030169081069000923,0.02954923867914525,False
15s,vol_mean_w__z_se_w,vol_mean_w,z_se_w,0.0005661707095588334,0.030052669106295723,0.02948649839673689,-0.030052669106295723,0.020529685463424013,False
15s,z_high_w__swing_noise_w,z_high_w,swing_noise_w,0.0018632806731363502,0.029752997453904466,0.027889716780768115,-0.029752997453904466,0.006979916028663008,False
5s,price_velocity_1b__hurst_w,price_velocity_1b,hurst_w,0.001157079805490007,0.029696594693843992,0.028539514888353986,-0.029696594693843992,0.009812729036511533,False
15s,vol_velocity_1b__SE_high_w,vol_velocity_1b,SE_high_w,0.001872303133540914,0.02962854988870638,0.027756246755165467,-0.02962854988870638,0.01967232113036391,False
1m,vol_accel_w__SE_high_w,vol_accel_w,SE_high_w,0.00018439934665588127,0.029493470991866555,0.029309071645210672,-0.029493470991866555,0.00018439934665588127,False
15s,price_accel_w__vwap_w,price_accel_w,vwap_w,0.0027216147477422,0.029373853409108665,0.026652238661366467,-0.0027216147477422,0.029373853409108665,False
15s,price_accel_w__price_mean_w,price_accel_w,price_mean_w,0.0027395150914194272,0.029267646251044267,0.026528131159624838,-0.0027395150914194272,0.029267646251044267,False
5s,z_low_w__hurst_w,z_low_w,hurst_w,0.005127502431422691,0.02907720630049531,0.02394970386907262,-0.02907720630049531,0.012458512264376212,False
15m,price_sigma_w__reversion_prob_w,price_sigma_w,reversion_prob_w,0.001357486299018765,0.028995708460216894,0.027638222161198128,-0.028995708460216894,0.010330084764882456,False
1m,z_high_w__swing_noise_w,z_high_w,swing_noise_w,0.003502848529421235,0.028916300243500725,0.02541345171407949,-0.028916300243500725,0.025474401680975877,False
5s,price_sigma_w__z_high_w,price_sigma_w,z_high_w,4.1882717356706876e-05,0.028869394661416286,0.02882751194405958,-0.028869394661416286,0.003911695805005939,False
