**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

tf,pair,c1,c2,r_min,r_max,regime_min,regime_max,n_regimes,spread
1D,price_accel_1b__vol_velocity_1b,price_accel_1b,vol_velocity_1b,-0.2318836701623066,0.1573544576817159,DOWN_SMOOTH,FLAT_SMOOTH,6,0.3892381278440225
5m,price_velocity_1b__price_sigma_w,price_velocity_1b,price_sigma_w,-0.16523832719017081,0.22116465439569452,DOWN_SMOOTH,UP_SMOOTH,6,0.38640298158586533
4h,reversion_prob_w__swing_noise_w,reversion_prob_w,swing_noise_w,-0.2597651509168056,0.12514671832965582,UP_CHOPPY,DOWN_CHOPPY,6,0.38491186924646137
1h,vol_velocity_1b__z_se_w,vol_velocity_1b,z_se_w,-0.28920366755838844,0.09526140237324124,DOWN_SMOOTH,UP_SMOOTH,6,0.38446506993162965
15m,body__SE_high_w,body,SE_high_w,-0.07022933749954474,0.3134577473825911,DOWN_SMOOTH,UP_SMOOTH,6,0.3836870848821358
4h,z_se_w__swing_noise_w,z_se_w,swing_noise_w,-0.1901824947216774,0.1889430298009222,DOWN_SMOOTH,UP_CHOPPY,6,0.3791255245225996
1D,price_accel_w__hurst_w,price_accel_w,hurst_w,-0.18500037505702524,0.19411068490221464,FLAT_SMOOTH,FLAT_CHOPPY,6,0.3791110599592399
15s,price_velocity_w__SE_low_w,price_velocity_w,SE_low_w,-0.18265651826123624,0.19621993942675356,DOWN_SMOOTH,UP_SMOOTH,6,0.37887645768798983
4h,z_high_w__SE_low_w,z_high_w,SE_low_w,-0.22976349941318,0.14873308229646662,DOWN_CHOPPY,FLAT_SMOOTH,6,0.3784965817096466
1h,vol_accel_1b__price_accel_w,vol_accel_1b,price_accel_w,-0.22888355436497157,0.14894004297638078,DOWN_SMOOTH,UP_SMOOTH,6,0.37782359734135235
4h,vol_mean_w__reversion_prob_w,vol_mean_w,reversion_prob_w,-0.24757305068685848,0.12848002078601703,UP_CHOPPY,DOWN_CHOPPY,6,0.3760530714728755
4h,hurst_w__reversion_prob_w,hurst_w,reversion_prob_w,-0.13487939271121147,0.24083390558621556,DOWN_CHOPPY,UP_CHOPPY,6,0.37571329829742706
1D,price_sigma_w__reversion_prob_w,price_sigma_w,reversion_prob_w,-0.17077820068211294,0.20459220832244815,FLAT_CHOPPY,UP_SMOOTH,6,0.3753704090045611
4h,vol_accel_w__z_se_w,vol_accel_w,z_se_w,-0.22614130250669115,0.14893525585582845,DOWN_SMOOTH,UP_SMOOTH,6,0.37507655836251963
15m,z_se_w__reversion_prob_w,z_se_w,reversion_prob_w,-0.1552970930658384,0.2193708907148365,UP_SMOOTH,DOWN_SMOOTH,6,0.3746679837806749
4h,price_sigma_w__z_low_w,price_sigma_w,z_low_w,-0.21925994107531235,0.15505808549244326,DOWN_SMOOTH,UP_CHOPPY,6,0.3743180265677556
4h,price_velocity_1b__vol_accel_1b,price_velocity_1b,vol_accel_1b,-0.2943474470421067,0.07996385571913257,DOWN_SMOOTH,UP_SMOOTH,6,0.37431130276123925
4h,vol_velocity_w__SE_low_w,vol_velocity_w,SE_low_w,-0.1042256648974025,0.26735202160866645,FLAT_SMOOTH,DOWN_SMOOTH,6,0.3715776865060689
1D,z_se_w__SE_high_w,z_se_w,SE_high_w,-0.06133880953714018,0.3092555091521034,DOWN_SMOOTH,FLAT_CHOPPY,6,0.3705943186892436
4h,bar_range__hurst_w,bar_range,hurst_w,-0.1799026242888316,0.18985951634771234,FLAT_SMOOTH,DOWN_SMOOTH,6,0.36976214063654395
1h,bar_range__hurst_w,bar_range,hurst_w,-0.17108695118456524,0.19762228643178434,DOWN_CHOPPY,UP_CHOPPY,6,0.36870923761634955
5m,price_accel_w__vol_accel_w,price_accel_w,vol_accel_w,-0.2548520936389369,0.10942114262057503,DOWN_SMOOTH,UP_SMOOTH,6,0.3642732362595119
1m,bar_range__price_accel_w,bar_range,price_accel_w,-0.16096005444386935,0.20330741429423055,UP_CHOPPY,UP_SMOOTH,6,0.3642674687380999
1h,price_velocity_1b__swing_noise_w,price_velocity_1b,swing_noise_w,-0.17501158931720384,0.1872487896719697,DOWN_SMOOTH,UP_SMOOTH,6,0.3622603789891735
1D,vol_accel_1b__price_sigma_w,vol_accel_1b,price_sigma_w,-0.20444299050016512,0.156946654684364,FLAT_SMOOTH,FLAT_CHOPPY,6,0.3613896451845291
15s,price_velocity_w__SE_high_w,price_velocity_w,SE_high_w,-0.09451820584168151,0.2665723099610348,DOWN_SMOOTH,UP_SMOOTH,6,0.36109051580271634
1D,price_accel_w__price_mean_w,price_accel_w,price_mean_w,-0.1957114607127438,0.16016069155223586,UP_SMOOTH,DOWN_CHOPPY,6,0.3558721522649797
1D,price_accel_w__vwap_w,price_accel_w,vwap_w,-0.18585106930469975,0.16925829883594298,UP_SMOOTH,DOWN_CHOPPY,6,0.35510936814064276
1D,price_accel_1b__vol_accel_w,price_accel_1b,vol_accel_w,-0.11641783477515161,0.2384225035450184,UP_CHOPPY,FLAT_SMOOTH,6,0.35484033832017003
5s,bar_range__price_velocity_w,bar_range,price_velocity_w,-0.2548043855115324,0.0964920570647418,UP_CHOPPY,UP_SMOOTH,6,0.3512964425762742
5m,body__price_sigma_w,body,price_sigma_w,-0.13882194360349812,0.21191590331560678,DOWN_SMOOTH,UP_SMOOTH,6,0.3507378469191049
15m,body__vol_accel_w,body,vol_accel_w,-0.24153150178321184,0.10856885519028397,DOWN_SMOOTH,UP_SMOOTH,6,0.35010035697349584
15m,price_accel_1b__bar_range,price_accel_1b,bar_range,-0.14116445839742042,0.208851257555414,DOWN_SMOOTH,UP_SMOOTH,6,0.3500157159528344
1D,body__vol_accel_w,body,vol_accel_w,-0.08242936979733873,0.26750397176377677,DOWN_SMOOTH,FLAT_SMOOTH,6,0.3499333415611155
1D,body__hurst_w,body,hurst_w,-0.281697210807486,0.06798318150269621,DOWN_SMOOTH,FLAT_CHOPPY,6,0.3496803923101822
5m,bar_range__price_accel_w,bar_range,price_accel_w,-0.177102427188552,0.172367864533968,DOWN_SMOOTH,UP_SMOOTH,6,0.34947029172252
4h,vol_mean_w__z_high_w,vol_mean_w,z_high_w,-0.23697625055520308,0.1124766624810432,DOWN_CHOPPY,FLAT_CHOPPY,6,0.34945291303624626
5m,price_velocity_1b__SE_high_w,price_velocity_1b,SE_high_w,-0.09507492803143122,0.25259793526738833,DOWN_SMOOTH,UP_SMOOTH,6,0.3476728632988195
5m,price_velocity_1b__vol_velocity_1b,price_velocity_1b,vol_velocity_1b,-0.23597443278228772,0.11129819386875549,DOWN_SMOOTH,UP_SMOOTH,6,0.3472726266510432
15m,price_velocity_1b__SE_low_w,price_velocity_1b,SE_low_w,-0.16865847356459537,0.1777854555764679,DOWN_SMOOTH,UP_SMOOTH,6,0.34644392914106326
15m,price_velocity_1b__price_sigma_w,price_velocity_1b,price_sigma_w,-0.12244751849676828,0.22288031969095645,DOWN_SMOOTH,UP_SMOOTH,6,0.3453278381877247
15m,price_velocity_1b__vol_accel_w,price_velocity_1b,vol_accel_w,-0.22983811716968053,0.11298309465883977,DOWN_SMOOTH,UP_SMOOTH,6,0.3428212118285203
15s,price_accel_1b__SE_low_w,price_accel_1b,SE_low_w,-0.2090282014056854,0.13337927066336064,UP_SMOOTH,UP_CHOPPY,6,0.34240747206904604
5m,vol_velocity_1b__body,vol_velocity_1b,body,-0.23312211653835946,0.10300621528624361,DOWN_SMOOTH,UP_SMOOTH,6,0.33612833182460305
5m,price_accel_w__vol_velocity_w,price_accel_w,vol_velocity_w,-0.2091167850326664,0.12631836436452032,DOWN_SMOOTH,UP_CHOPPY,6,0.3354351493971867
1D,z_se_w__SE_low_w,z_se_w,SE_low_w,-0.1544076955442257,0.18007122815223356,FLAT_SMOOTH,FLAT_CHOPPY,6,0.33447892369645926
1D,vol_mean_w__z_high_w,vol_mean_w,z_high_w,-0.09268236661045086,0.2402313906655178,UP_CHOPPY,UP_SMOOTH,6,0.33291375727596867
15m,body__price_sigma_w,body,price_sigma_w,-0.10739795145582873,0.2249611826339717,DOWN_CHOPPY,UP_SMOOTH,6,0.33235913408980045
4h,vol_accel_1b__price_accel_w,vol_accel_1b,price_accel_w,-0.23549262165473872,0.09604645354089164,DOWN_SMOOTH,UP_SMOOTH,6,0.33153907519563036
4h,price_sigma_w__z_se_w,price_sigma_w,z_se_w,-0.14424784378970867,0.18580516451436382,DOWN_SMOOTH,UP_CHOPPY,6,0.33005300830407247
1h,body__swing_noise_w,body,swing_noise_w,-0.13449875742935594,0.19542275305602944,DOWN_SMOOTH,UP_SMOOTH,6,0.32992151048538537
5m,price_velocity_1b__SE_low_w,price_velocity_1b,SE_low_w,-0.18373044945536415,0.14302384760348,DOWN_SMOOTH,UP_SMOOTH,6,0.3267542970588442
1h,price_velocity_w__hurst_w,price_velocity_w,hurst_w,-0.21097157939405878,0.11089079134450076,DOWN_SMOOTH,FLAT_SMOOTH,6,0.32186237073855956
4h,vol_sigma_w__hurst_w,vol_sigma_w,hurst_w,-0.07875595870700516,0.24299459454868694,UP_SMOOTH,DOWN_SMOOTH,6,0.32175055325569213
4h,z_high_w__swing_noise_w,z_high_w,swing_noise_w,-0.18562680594763437,0.13552658873022116,DOWN_CHOPPY,UP_CHOPPY,6,0.32115339467785553
15m,vol_velocity_1b__price_accel_w,vol_velocity_1b,price_accel_w,-0.21687840609328268,0.10344051544409924,DOWN_SMOOTH,UP_SMOOTH,6,0.32031892153738195
1D,vwap_w__z_se_w,vwap_w,z_se_w,-0.18174236460997417,0.13801052189162608,UP_CHOPPY,FLAT_SMOOTH,6,0.3197528865016003
1h,vol_accel_w__z_se_w,vol_accel_w,z_se_w,-0.20707771555244295,0.1123345215470275,DOWN_SMOOTH,UP_SMOOTH,6,0.3194122370994704
1h,vol_mean_w__z_se_w,vol_mean_w,z_se_w,-0.20148123848515598,0.11694775549674798,UP_CHOPPY,DOWN_CHOPPY,6,0.31842899398190394
15m,hurst_w__swing_noise_w,hurst_w,swing_noise_w,-0.15181971597666197,0.16650177357000157,UP_CHOPPY,DOWN_CHOPPY,6,0.3183214895466635
1h,price_velocity_1b__SE_low_w,price_velocity_1b,SE_low_w,-0.20319295806572393,0.11327894592109408,DOWN_SMOOTH,UP_CHOPPY,6,0.316471903986818
4h,price_sigma_w__z_high_w,price_sigma_w,z_high_w,-0.16133448711799173,0.15344506216001016,DOWN_SMOOTH,UP_CHOPPY,6,0.3147795492780019
15m,body__vol_velocity_w,body,vol_velocity_w,-0.1691785361630118,0.14382793668950167,DOWN_SMOOTH,UP_SMOOTH,6,0.3130064728525135
15m,z_high_w__reversion_prob_w,z_high_w,reversion_prob_w,-0.23789448696345422,0.07405729741071507,UP_SMOOTH,DOWN_SMOOTH,6,0.31195178437416926
15m,price_accel_1b__reversion_prob_w,price_accel_1b,reversion_prob_w,-0.1477834150673727,0.16287811999381313,UP_SMOOTH,DOWN_SMOOTH,6,0.3106615350611858
1h,price_velocity_1b__price_sigma_w,price_velocity_1b,price_sigma_w,-0.17162847116480956,0.13834918011011824,DOWN_SMOOTH,UP_CHOPPY,6,0.3099776512749278
15m,body__SE_low_w,body,SE_low_w,-0.13372286905634628,0.17583859114727102,DOWN_SMOOTH,UP_SMOOTH,6,0.3095614602036173
4h,price_accel_1b__z_se_w,price_accel_1b,z_se_w,-0.12061157506563257,0.18888366705774448,UP_CHOPPY,FLAT_SMOOTH,6,0.30949524212337703
1D,price_mean_w__z_se_w,price_mean_w,z_se_w,-0.1782876941208139,0.1303729833995658,UP_CHOPPY,FLAT_SMOOTH,6,0.30866067752037973
1D,vol_accel_1b__price_mean_w,vol_accel_1b,price_mean_w,-0.07000811233602436,0.23803910694836786,FLAT_CHOPPY,DOWN_SMOOTH,6,0.3080472192843922
1D,vol_sigma_w__z_se_w,vol_sigma_w,z_se_w,-0.1722948238195367,0.13552483276802463,DOWN_CHOPPY,UP_SMOOTH,6,0.30781965658756133
4h,vol_accel_1b__body,vol_accel_1b,body,-0.2363574410649969,0.07004682421985547,DOWN_SMOOTH,UP_SMOOTH,6,0.3064042652848524
4h,vol_velocity_w__SE_high_w,vol_velocity_w,SE_high_w,-0.08069977099048174,0.22482967631237158,FLAT_SMOOTH,DOWN_SMOOTH,6,0.3055294473028533
1h,price_velocity_1b__SE_high_w,price_velocity_1b,SE_high_w,-0.08848636454165817,0.21699544011648297,DOWN_SMOOTH,UP_SMOOTH,6,0.3054818046581411
4h,z_low_w__SE_low_w,z_low_w,SE_low_w,-0.12015464328287906,0.18422559547971093,DOWN_SMOOTH,UP_CHOPPY,6,0.30438023876259
4h,vol_mean_w__z_se_w,vol_mean_w,z_se_w,-0.15313714241016443,0.14893254418244398,DOWN_CHOPPY,UP_CHOPPY,6,0.3020696865926084
5m,body__vol_velocity_w,body,vol_velocity_w,-0.2020483535224295,0.09912510715613937,DOWN_SMOOTH,UP_SMOOTH,6,0.30117346067856887
1m,body__SE_high_w,body,SE_high_w,-0.1719711759707259,0.12654042173551008,UP_CHOPPY,UP_SMOOTH,6,0.298511597706236
5m,body__SE_high_w,body,SE_high_w,-0.06623116709351234,0.23208693046735016,DOWN_SMOOTH,UP_SMOOTH,6,0.29831809756086247
5m,price_accel_1b__vol_accel_1b,price_accel_1b,vol_accel_1b,-0.20358105415867153,0.09470198509761561,DOWN_SMOOTH,UP_CHOPPY,6,0.29828303925628713
4h,vol_velocity_w__price_sigma_w,vol_velocity_w,price_sigma_w,-0.05144628154549737,0.2466395907054177,FLAT_SMOOTH,DOWN_SMOOTH,6,0.29808587225091504
1m,price_velocity_1b__SE_high_w,price_velocity_1b,SE_high_w,-0.1704459884208534,0.12686972946593533,UP_CHOPPY,UP_SMOOTH,6,0.29731571788678873
1m,price_velocity_w__vol_velocity_w,price_velocity_w,vol_velocity_w,-0.21571282320703045,0.08141653331886785,DOWN_SMOOTH,UP_SMOOTH,6,0.2971293565258983
4h,z_se_w__SE_high_w,z_se_w,SE_high_w,-0.09721021852347167,0.19985741910427707,DOWN_CHOPPY,UP_CHOPPY,6,0.29706763762774874
15m,price_accel_1b__vol_accel_w,price_accel_1b,vol_accel_w,-0.18218531240425473,0.11448531786514873,DOWN_SMOOTH,UP_SMOOTH,6,0.29667063026940343
5m,price_velocity_1b__vol_velocity_w,price_velocity_1b,vol_velocity_w,-0.19450465336196673,0.10206677482184681,DOWN_SMOOTH,UP_SMOOTH,6,0.29657142818381355
15m,vol_velocity_w__z_high_w,vol_velocity_w,z_high_w,-0.14731700768899034,0.14786245692565947,DOWN_SMOOTH,UP_SMOOTH,6,0.29517946461464983
1D,vol_accel_1b__hurst_w,vol_accel_1b,hurst_w,-0.20435980829090156,0.0900589269396243,DOWN_SMOOTH,FLAT_CHOPPY,6,0.29441873523052586
1h,body__price_sigma_w,body,price_sigma_w,-0.1455573988290239,0.14807004660954753,DOWN_SMOOTH,UP_SMOOTH,6,0.29362744543857144
1D,price_velocity_w__z_low_w,price_velocity_w,z_low_w,-0.20416825319598203,0.08842244280241492,FLAT_SMOOTH,UP_CHOPPY,6,0.29259069599839693
15s,price_accel_1b__bar_range,price_accel_1b,bar_range,-0.235862930081488,0.05664031375046113,UP_SMOOTH,UP_CHOPPY,6,0.29250324383194914
15m,price_velocity_1b__vol_velocity_w,price_velocity_1b,vol_velocity_w,-0.15115513833804692,0.14122021091779977,DOWN_SMOOTH,UP_SMOOTH,6,0.2923753492558467
1h,body__SE_low_w,body,SE_low_w,-0.17877315500808552,0.11011798716895295,DOWN_SMOOTH,UP_CHOPPY,6,0.2888911421770385
1D,price_velocity_w__z_high_w,price_velocity_w,z_high_w,-0.13005396864136445,0.1583868428263918,FLAT_SMOOTH,UP_CHOPPY,6,0.28844081146775624
1D,vol_accel_1b__vwap_w,vol_accel_1b,vwap_w,-0.06481047312627267,0.2225348437853588,FLAT_CHOPPY,DOWN_SMOOTH,6,0.28734531691163145
1h,body__SE_high_w,body,SE_high_w,-0.05822827572056898,0.22590079199497637,DOWN_SMOOTH,UP_SMOOTH,6,0.28412906771554536
1D,vol_accel_1b__swing_noise_w,vol_accel_1b,swing_noise_w,-0.1632898992017839,0.12004628755573746,DOWN_SMOOTH,DOWN_CHOPPY,6,0.28333618675752137
1h,price_velocity_w__vol_accel_w,price_velocity_w,vol_accel_w,-0.10904947010650988,0.17232033335197905,UP_SMOOTH,DOWN_CHOPPY,6,0.28136980345848894
15m,bar_range__z_se_w,bar_range,z_se_w,-0.1720980523186755,0.10924690542128465,DOWN_SMOOTH,UP_SMOOTH,6,0.28134495773996016
15m,body__vol_sigma_w,body,vol_sigma_w,-0.12675561175806047,0.15427089098629942,DOWN_SMOOTH,UP_SMOOTH,6,0.2810265027443599
4h,price_accel_1b__vol_velocity_w,price_accel_1b,vol_velocity_w,-0.09256525666950886,0.1870814775651545,DOWN_CHOPPY,FLAT_SMOOTH,6,0.27964673423466335
15m,vol_velocity_w__z_se_w,vol_velocity_w,z_se_w,-0.15048713533393465,0.12870245862380933,DOWN_SMOOTH,UP_SMOOTH,6,0.279189593957744
1h,price_accel_w__swing_noise_w,price_accel_w,swing_noise_w,-0.10994804179174338,0.16842755912323157,FLAT_CHOPPY,UP_CHOPPY,6,0.27837560091497493
4h,vol_mean_w__z_low_w,vol_mean_w,z_low_w,-0.13264551135426794,0.1448658912272302,DOWN_CHOPPY,FLAT_CHOPPY,6,0.27751140258149815
15m,price_velocity_1b__vol_accel_1b,price_velocity_1b,vol_accel_1b,-0.18731707981237292,0.08916040391883559,DOWN_CHOPPY,UP_SMOOTH,6,0.2764774837312085
1h,vol_mean_w__z_low_w,vol_mean_w,z_low_w,-0.058197982413291244,0.21735443763930204,UP_CHOPPY,DOWN_CHOPPY,6,0.2755524200525933
15m,price_velocity_1b__vol_sigma_w,price_velocity_1b,vol_sigma_w,-0.1235199249890147,0.15103955731373672,DOWN_SMOOTH,UP_SMOOTH,6,0.2745594823027514
4h,vol_velocity_w__swing_noise_w,vol_velocity_w,swing_noise_w,-0.07439114733557328,0.2000466529881458,FLAT_SMOOTH,DOWN_SMOOTH,6,0.2744378003237191
1D,z_se_w__hurst_w,z_se_w,hurst_w,-0.08213951757607632,0.1910925355768476,DOWN_CHOPPY,FLAT_CHOPPY,6,0.2732320531529239
5m,price_accel_1b__vol_velocity_1b,price_accel_1b,vol_velocity_1b,-0.17965532620739075,0.09323476310260619,DOWN_SMOOTH,UP_CHOPPY,6,0.2728900893099969
15s,price_accel_1b__SE_high_w,price_accel_1b,SE_high_w,-0.16694091441406333,0.10462263712678452,UP_SMOOTH,UP_CHOPPY,6,0.2715635515408479
1h,price_velocity_1b__vwap_w,price_velocity_1b,vwap_w,-0.14914499953909763,0.1223098733427002,UP_SMOOTH,DOWN_SMOOTH,6,0.2714548728817978
1h,price_velocity_1b__price_mean_w,price_velocity_1b,price_mean_w,-0.15817167529842768,0.1119075509550035,UP_SMOOTH,DOWN_SMOOTH,6,0.27007922625343117
15m,vol_accel_1b__body,vol_accel_1b,body,-0.1853658022053031,0.08468282980248375,DOWN_CHOPPY,UP_SMOOTH,6,0.27004863200778684
15m,price_velocity_1b__swing_noise_w,price_velocity_1b,swing_noise_w,-0.11322208491468728,0.15570676442742934,DOWN_SMOOTH,UP_SMOOTH,6,0.26892884934211664
5m,body__SE_low_w,body,SE_low_w,-0.13346976815572292,0.13299818159272936,DOWN_SMOOTH,UP_SMOOTH,6,0.2664679497484523
15m,vol_velocity_1b__z_se_w,vol_velocity_1b,z_se_w,-0.19890228802591153,0.06612669954536103,DOWN_SMOOTH,UP_SMOOTH,6,0.2650289875712726
15s,bar_range__price_velocity_w,bar_range,price_velocity_w,-0.1569642386175866,0.10766849127174222,DOWN_SMOOTH,UP_SMOOTH,6,0.26463272988932884
5m,price_velocity_1b__vol_accel_w,price_velocity_1b,vol_accel_w,-0.19386586208874668,0.0707023746458869,DOWN_SMOOTH,UP_SMOOTH,6,0.2645682367346336
1D,z_se_w__reversion_prob_w,z_se_w,reversion_prob_w,-0.19672385829295921,0.06441683421158567,FLAT_SMOOTH,DOWN_SMOOTH,6,0.26114069250454486
4h,z_low_w__SE_high_w,z_low_w,SE_high_w,-0.07222143300785352,0.1858373168743072,DOWN_CHOPPY,UP_CHOPPY,6,0.2580587498821607
5m,body__vol_accel_w,body,vol_accel_w,-0.19298912549851863,0.0632465667952856,DOWN_SMOOTH,UP_SMOOTH,6,0.2562356922938042
1h,price_velocity_1b__vol_mean_w,price_velocity_1b,vol_mean_w,-0.13068393541918574,0.1254706952583506,DOWN_SMOOTH,UP_SMOOTH,6,0.25615463067753635
5m,vol_velocity_1b__price_accel_w,vol_velocity_1b,price_accel_w,-0.17148571134595172,0.08446911393890373,DOWN_SMOOTH,UP_SMOOTH,6,0.25595482528485547
1h,body__vol_sigma_w,body,vol_sigma_w,-0.14074898955412224,0.11505676502707192,DOWN_SMOOTH,UP_SMOOTH,6,0.25580575458119414
15m,price_velocity_w__vol_velocity_w,price_velocity_w,vol_velocity_w,-0.16838218916067257,0.08673193462045649,DOWN_SMOOTH,UP_SMOOTH,6,0.2551141237811291
1h,vol_sigma_w__z_se_w,vol_sigma_w,z_se_w,-0.17092545920316596,0.0831534592832682,UP_CHOPPY,DOWN_CHOPPY,6,0.25407891848643416
15m,vol_velocity_w__z_low_w,vol_velocity_w,z_low_w,-0.1701000691769346,0.083360303481486,DOWN_SMOOTH,UP_SMOOTH,6,0.2534603726584206
5m,body__vol_sigma_w,body,vol_sigma_w,-0.13905160296681507,0.1141846503340487,DOWN_SMOOTH,UP_SMOOTH,6,0.25323625330086375
4h,z_se_w__SE_low_w,z_se_w,SE_low_w,-0.06738376342587164,0.18534461113688722,DOWN_CHOPPY,UP_CHOPPY,6,0.2527283745627589
15m,body__swing_noise_w,body,swing_noise_w,-0.0878159816203987,0.16479348935788835,DOWN_SMOOTH,UP_SMOOTH,6,0.25260947097828707
1D,price_accel_w__vol_sigma_w,price_accel_w,vol_sigma_w,-0.0761479235831954,0.17534518053346482,DOWN_CHOPPY,FLAT_CHOPPY,6,0.2514931041166602
5m,price_accel_1b__vol_accel_w,price_accel_1b,vol_accel_w,-0.15430229585543773,0.09621665835281239,DOWN_SMOOTH,UP_CHOPPY,6,0.2505189542082501
5m,price_velocity_w__vwap_w,price_velocity_w,vwap_w,-0.12512260992411892,0.1250797143162066,UP_SMOOTH,DOWN_SMOOTH,6,0.2502023242403255
1D,vol_velocity_w__price_mean_w,vol_velocity_w,price_mean_w,-0.09956543388432834,0.15060259790015262,FLAT_CHOPPY,DOWN_SMOOTH,6,0.250168031784481
1m,body__reversion_prob_w,body,reversion_prob_w,-0.10622277078004475,0.14345922681510076,UP_SMOOTH,DOWN_SMOOTH,6,0.2496819975951455
15s,price_velocity_w__swing_noise_w,price_velocity_w,swing_noise_w,-0.10838066174034927,0.14126687784607267,DOWN_SMOOTH,UP_SMOOTH,6,0.24964753958642194
5m,price_velocity_w__price_mean_w,price_velocity_w,price_mean_w,-0.12833095941691305,0.12104383442504946,UP_SMOOTH,DOWN_SMOOTH,6,0.2493747938419625
1m,price_velocity_1b__reversion_prob_w,price_velocity_1b,reversion_prob_w,-0.10416344597904795,0.1433933892638944,UP_SMOOTH,DOWN_SMOOTH,6,0.24755683524294234
1D,body__SE_low_w,body,SE_low_w,-0.19419605183860023,0.051727271874635654,DOWN_SMOOTH,FLAT_CHOPPY,6,0.2459233237132359
1h,body__vwap_w,body,vwap_w,-0.14259932879208442,0.10285914660130954,UP_SMOOTH,DOWN_SMOOTH,6,0.24545847539339397
5m,price_velocity_1b__vol_sigma_w,price_velocity_1b,vol_sigma_w,-0.13272131918858796,0.11229809328597966,DOWN_SMOOTH,UP_SMOOTH,6,0.2450194124745676
1h,price_velocity_1b__vol_sigma_w,price_velocity_1b,vol_sigma_w,-0.12888557456502228,0.11494711269289767,DOWN_SMOOTH,UP_SMOOTH,6,0.24383268725791996
5m,price_velocity_1b__swing_noise_w,price_velocity_1b,swing_noise_w,-0.08969170583376018,0.15339716365508832,DOWN_SMOOTH,UP_SMOOTH,6,0.2430888694888485
1D,vol_accel_1b__vol_sigma_w,vol_accel_1b,vol_sigma_w,-0.17187338379615616,0.07074525408408712,DOWN_SMOOTH,FLAT_CHOPPY,6,0.2426186378802433
1h,body__price_mean_w,body,price_mean_w,-0.15191939602379723,0.09054905837541306,UP_SMOOTH,DOWN_SMOOTH,6,0.24246845439921028
15m,bar_range__z_high_w,bar_range,z_high_w,-0.08733312449230922,0.15064735748719887,DOWN_SMOOTH,UP_SMOOTH,6,0.2379804819795081
1m,price_accel_1b__SE_high_w,price_accel_1b,SE_high_w,-0.07946080254069936,0.15720699004306643,UP_CHOPPY,UP_SMOOTH,6,0.2366677925837658
1h,vol_sigma_w__z_low_w,vol_sigma_w,z_low_w,-0.09112934154084033,0.1438857645308186,UP_CHOPPY,DOWN_CHOPPY,6,0.23501510607165893
1h,price_velocity_w__z_high_w,price_velocity_w,z_high_w,-0.1542798457785366,0.07816228784297347,UP_CHOPPY,DOWN_CHOPPY,6,0.23244213362151006
4h,vol_velocity_1b__z_se_w,vol_velocity_1b,z_se_w,-0.13345268424299164,0.09826836498317501,DOWN_SMOOTH,UP_SMOOTH,6,0.23172104922616665
4h,price_accel_1b__SE_low_w,price_accel_1b,SE_low_w,-0.16411024064427912,0.06686239135275984,UP_SMOOTH,DOWN_SMOOTH,6,0.23097263199703896
1D,vol_mean_w__z_se_w,vol_mean_w,z_se_w,-0.10394124795238836,0.12368763294819403,FLAT_SMOOTH,UP_SMOOTH,6,0.2276288809005824
15m,body__vol_mean_w,body,vol_mean_w,-0.09432357420359377,0.13281060194846314,DOWN_SMOOTH,UP_SMOOTH,6,0.22713417615205692
15m,price_velocity_1b__vol_mean_w,price_velocity_1b,vol_mean_w,-0.09532029106511186,0.1298478044560645,DOWN_SMOOTH,UP_SMOOTH,6,0.22516809552117636
1D,vol_velocity_w__vwap_w,vol_velocity_w,vwap_w,-0.08681498704914709,0.13741457373977933,FLAT_CHOPPY,FLAT_SMOOTH,6,0.22422956078892642
1h,body__vol_mean_w,body,vol_mean_w,-0.10205814944180819,0.1208310474861077,DOWN_SMOOTH,UP_SMOOTH,6,0.2228891969279159
1m,price_accel_1b__price_sigma_w,price_accel_1b,price_sigma_w,-0.08767876226333919,0.1331403035724655,DOWN_SMOOTH,UP_SMOOTH,6,0.22081906583580468
5m,body__swing_noise_w,body,swing_noise_w,-0.06664706505556973,0.1533416913827657,DOWN_SMOOTH,UP_SMOOTH,6,0.21998875643833543
1h,price_sigma_w__z_se_w,price_sigma_w,z_se_w,-0.08805404162089119,0.13140724667991427,UP_SMOOTH,DOWN_CHOPPY,6,0.21946128830080547
1m,price_accel_w__vol_velocity_w,price_accel_w,vol_velocity_w,-0.1184650450318524,0.10017578537620625,UP_CHOPPY,UP_SMOOTH,6,0.21864083040805865
15s,price_velocity_w__vol_sigma_w,price_velocity_w,vol_sigma_w,-0.12047102380406591,0.09270898933539572,DOWN_SMOOTH,UP_SMOOTH,6,0.2131800131394616
5s,price_accel_1b__bar_range,price_accel_1b,bar_range,-0.1296901391540667,0.08231366555927898,DOWN_SMOOTH,UP_SMOOTH,6,0.21200380471334568
15s,price_velocity_w__vol_mean_w,price_velocity_w,vol_mean_w,-0.13627921432035855,0.07445780849515375,DOWN_SMOOTH,UP_SMOOTH,6,0.21073702281551232
1m,price_accel_1b__swing_noise_w,price_accel_1b,swing_noise_w,-0.07128909738997785,0.13890698191547116,UP_CHOPPY,UP_SMOOTH,6,0.210196079305449
15m,vol_sigma_w__hurst_w,vol_sigma_w,hurst_w,-0.1316927615404363,0.07847382234188104,UP_SMOOTH,UP_CHOPPY,6,0.21016658388231735
