**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

tf,pair,c1,c2,abs_min,abs_max,spread_abs,r_min,r_max,sign_flip
1D,price_velocity_1b__vol_accel_1b,price_velocity_1b,vol_accel_1b,0.07961373866231118,0.5944072826421606,0.5147935439798494,-0.20125301976209908,0.5944072826421606,True
1D,price_accel_1b__swing_noise_w,price_accel_1b,swing_noise_w,0.005798992547024587,0.5204397738390585,0.5146407812920339,-0.25904111424746146,0.5204397738390585,True
1D,vol_velocity_1b__z_low_w,vol_velocity_1b,z_low_w,0.046938887560242164,0.5591446836918345,0.5122057961315923,-0.5591446836918345,-0.046938887560242164,False
4h,bar_range__price_accel_w,bar_range,price_accel_w,0.24666119537072015,0.7585584442475752,0.5118972488768551,-0.5973376333962777,0.7585584442475752,True
1D,price_velocity_1b__price_accel_w,price_velocity_1b,price_accel_w,0.3316515308443595,0.8419480275999163,0.5102964967555568,0.3316515308443595,0.8419480275999163,False
4h,bar_range__z_low_w,bar_range,z_low_w,0.023556768018161645,0.5276966241980223,0.5041398561798607,-0.5276966241980223,0.023556768018161645,False
1D,vol_velocity_1b__price_accel_w,vol_velocity_1b,price_accel_w,0.04593025858460049,0.5490691699240544,0.5031389113394539,-0.49141767305871303,0.5490691699240544,True
1D,vol_velocity_1b__vol_velocity_w,vol_velocity_1b,vol_velocity_w,0.08265168085175019,0.5838203320426125,0.5011686511908623,-0.08265168085175019,0.5838203320426125,True
1D,bar_range__price_velocity_w,bar_range,price_velocity_w,0.1309877163542556,0.6313364220732047,0.5003487057189491,-0.6313364220732047,0.1309877163542556,True
1h,price_velocity_1b__reversion_prob_w,price_velocity_1b,reversion_prob_w,0.03432386397753909,0.5310586376645537,0.4967347736870147,-0.421955779237173,0.5310586376645537,True
1D,vol_velocity_w__vol_sigma_w,vol_velocity_w,vol_sigma_w,0.03775611799114314,0.5335399705824097,0.4957838525912665,-0.5335399705824097,0.35084403915741086,True
1D,vol_mean_w__reversion_prob_w,vol_mean_w,reversion_prob_w,0.014603317036411807,0.5099131620170605,0.4953098449806487,-0.1827592788935753,0.5099131620170605,True
1D,vol_accel_1b__bar_range,vol_accel_1b,bar_range,0.0011743217722757309,0.4949955819241449,0.49382126015186917,-0.246057779851806,0.4949955819241449,True
1D,vol_mean_w__SE_high_w,vol_mean_w,SE_high_w,0.35012228372500703,0.84387721490383,0.493754931178823,0.35012228372500703,0.84387721490383,False
1D,price_velocity_1b__SE_high_w,price_velocity_1b,SE_high_w,0.004770809343644276,0.49814562580564814,0.4933748164620039,-0.30985965398658377,0.49814562580564814,True
1D,vol_velocity_w__z_low_w,vol_velocity_w,z_low_w,0.026148184955697557,0.5195207498661384,0.49337256491044085,-0.5195207498661384,0.2012217374190293,True
1D,price_accel_1b__SE_low_w,price_accel_1b,SE_low_w,0.027471926762664845,0.5192848440562224,0.4918129172935576,-0.3748349581646788,0.5192848440562224,True
1D,price_velocity_1b__price_velocity_w,price_velocity_1b,price_velocity_w,0.1868383155201121,0.6776120521462208,0.4907737366261087,0.1868383155201121,0.6776120521462208,False
4h,body__z_low_w,body,z_low_w,0.03586032021551892,0.5256819009033108,0.48982158068779186,-0.03586032021551892,0.5256819009033108,False
1D,price_velocity_1b__vol_sigma_w,price_velocity_1b,vol_sigma_w,0.01803505624758979,0.5059242767688212,0.48788922052123146,-0.5059242767688212,0.05532321796767687,True
1D,price_accel_1b__bar_range,price_accel_1b,bar_range,0.11824979218401221,0.6015923197950245,0.48334252761101226,-0.5111850626384018,0.6015923197950245,True
4h,price_accel_1b__bar_range,price_accel_1b,bar_range,0.02104861042827304,0.5036846867008129,0.48263607627253985,-0.27878177982879554,0.5036846867008129,True
4h,price_sigma_w__swing_noise_w,price_sigma_w,swing_noise_w,0.49441490762263446,0.9759075105095063,0.48149260288687185,0.49441490762263446,0.9759075105095063,False
1D,price_velocity_1b__vol_velocity_1b,price_velocity_1b,vol_velocity_1b,0.04746831851756241,0.5279102452210621,0.4804419267034997,-0.14289883425529534,0.5279102452210621,True
1D,price_accel_w__SE_high_w,price_accel_w,SE_high_w,0.01232011116235313,0.4912823693349397,0.47896225817258653,-0.16928506214791028,0.4912823693349397,True
4h,bar_range__price_sigma_w,bar_range,price_sigma_w,0.20262479109749457,0.6784858959479189,0.4758611048504243,0.20262479109749457,0.6784858959479189,False
4h,price_velocity_w__SE_high_w,price_velocity_w,SE_high_w,0.1653886037940559,0.6411782850830314,0.47578968128897553,-0.6411782850830314,0.49273636503262663,True
1D,price_accel_1b__price_mean_w,price_accel_1b,price_mean_w,0.02337607326429798,0.49598461158216883,0.47260853831787086,-0.49598461158216883,0.29562639935221025,True
1D,bar_range__price_mean_w,bar_range,price_mean_w,0.2282087355328082,0.7003421590952806,0.47213342356247245,-0.7003421590952806,-0.2282087355328082,False
15m,price_velocity_w__swing_noise_w,price_velocity_w,swing_noise_w,0.14478315389323945,0.6154844797727159,0.47070132587947644,-0.5646444959621644,0.6154844797727159,True
1D,body__vol_sigma_w,body,vol_sigma_w,0.024338926169308196,0.4924928042301569,0.4681538780608487,-0.4924928042301569,0.09671278053559489,True
1h,bar_range__price_accel_w,bar_range,price_accel_w,0.11587837614547243,0.5829519937362228,0.46707361759075033,-0.4101460067344527,0.5829519937362228,True
1D,z_low_w__reversion_prob_w,z_low_w,reversion_prob_w,0.08995698437188704,0.5531714136650999,0.4632144292932129,-0.16034809631490735,0.5531714136650999,True
1D,price_mean_w__z_high_w,price_mean_w,z_high_w,0.002435667382036559,0.46278527304966666,0.4603496056676301,-0.4033962563290506,0.46278527304966666,True
1h,bar_range__price_velocity_w,bar_range,price_velocity_w,0.12268590502769683,0.5807100237297333,0.4580241187020365,-0.5807100237297333,0.3768319869010755,True
1D,vol_velocity_1b__z_se_w,vol_velocity_1b,z_se_w,0.026722523530340454,0.4845930645816792,0.4578705410513388,-0.1510693888857076,0.4845930645816792,True
4h,vol_velocity_w__z_low_w,vol_velocity_w,z_low_w,0.030253734704803283,0.48800390479502354,0.45775017009022023,-0.48800390479502354,0.18431946882025538,True
1h,SE_high_w__swing_noise_w,SE_high_w,swing_noise_w,0.4315415138702479,0.8876945135284026,0.45615299965815465,0.4315415138702479,0.8876945135284026,False
1D,price_accel_1b__price_sigma_w,price_accel_1b,price_sigma_w,0.03961481157304304,0.4953817737613229,0.4557669621882799,-0.20654716126930409,0.4953817737613229,True
4h,vol_sigma_w__SE_high_w,vol_sigma_w,SE_high_w,0.4297168817053175,0.8828694876754224,0.45315260597010487,0.4297168817053175,0.8828694876754224,False
1D,price_accel_w__price_sigma_w,price_accel_w,price_sigma_w,0.037009868353820995,0.4883787713459186,0.45136890299209764,-0.15560802510193436,0.4883787713459186,True
4h,price_accel_w__z_low_w,price_accel_w,z_low_w,0.022229554871772562,0.4734617167672352,0.4512321618954626,-0.022229554871772562,0.4734617167672352,False
1D,vol_accel_w__reversion_prob_w,vol_accel_w,reversion_prob_w,0.032814959830072876,0.4837693443955376,0.4509543845654647,-0.4837693443955376,0.2464289806123862,True
1D,price_accel_1b__vwap_w,price_accel_1b,vwap_w,0.026072806621598298,0.4767239651778158,0.4506511585562175,-0.4767239651778158,0.3027815593874717,True
1h,bar_range__SE_high_w,bar_range,SE_high_w,0.18043827119920208,0.6305974177077283,0.4501591465085262,0.18043827119920208,0.6305974177077283,False
1D,bar_range__price_accel_w,bar_range,price_accel_w,0.07902497531274343,0.5288534144328653,0.4498284391201218,-0.5231429542521363,0.5288534144328653,True
1D,price_accel_w__vol_velocity_w,price_accel_w,vol_velocity_w,0.025398408193988586,0.4730492027958293,0.4476507946018407,-0.4730492027958293,0.25971461805115015,True
1D,price_velocity_1b__z_high_w,price_velocity_1b,z_high_w,0.07558749397083542,0.5229092749986876,0.44732178102785214,0.07558749397083542,0.5229092749986876,False
1D,price_accel_w__z_low_w,price_accel_w,z_low_w,0.08994158851572147,0.5363729293516385,0.446431340835917,0.08994158851572147,0.5363729293516385,False
1D,body__vol_velocity_w,body,vol_velocity_w,0.0617053840513265,0.5077164460779852,0.44601106202665863,-0.5077164460779852,0.3398924179495598,True
1D,bar_range__vwap_w,bar_range,vwap_w,0.24434829193792376,0.6900958643062123,0.44574757236828855,-0.6900958643062123,-0.24434829193792376,False
1D,vol_velocity_1b__body,vol_velocity_1b,body,0.007371929006697244,0.4521883366594293,0.44481640765273206,-0.2107766861972821,0.4521883366594293,True
1D,bar_range__vol_sigma_w,bar_range,vol_sigma_w,0.2893414479149492,0.7339011456290706,0.4445596977141214,0.2893414479149492,0.7339011456290706,False
1D,price_accel_1b__vol_sigma_w,price_accel_1b,vol_sigma_w,0.025684047458824685,0.46980653868812294,0.44412249122929826,-0.34008560128700127,0.46980653868812294,True
15m,bar_range__body,bar_range,body,0.08649775985438163,0.5302224360476414,0.4437246761932598,-0.3748447610346842,0.5302224360476414,True
1D,vol_accel_w__swing_noise_w,vol_accel_w,swing_noise_w,0.06724234744558374,0.5106684870659368,0.44342613962035304,-0.5106684870659368,0.44075228092838187,True
1h,price_sigma_w__vwap_w,price_sigma_w,vwap_w,0.31804199738325417,0.7595186477881462,0.441476650404892,-0.7595186477881462,-0.31804199738325417,False
4h,price_velocity_1b__reversion_prob_w,price_velocity_1b,reversion_prob_w,0.0632398334077122,0.5044457987177039,0.4412059653099917,-0.397828742631709,0.5044457987177039,True
1D,SE_low_w__hurst_w,SE_low_w,hurst_w,0.07777018052329751,0.518863288161068,0.44109310763777043,-0.518863288161068,0.3137449961749812,True
1D,z_high_w__z_low_w,z_high_w,z_low_w,0.011947416680287943,0.45185149160382343,0.4399040749235355,0.011947416680287943,0.45185149160382343,False
1D,price_accel_1b__price_velocity_w,price_accel_1b,price_velocity_w,0.016564735184000232,0.455522749704523,0.43895801452052274,-0.35474917249768084,0.455522749704523,True
1D,price_velocity_1b__vol_velocity_w,price_velocity_1b,vol_velocity_w,0.06947366990640451,0.507447017891754,0.4379733479853494,-0.507447017891754,0.17533914479141338,True
1D,bar_range__body,bar_range,body,0.22954239407149007,0.6673018223721664,0.4377594283006763,-0.6673018223721664,0.4963572667753002,True
1D,SE_high_w__hurst_w,SE_high_w,hurst_w,0.03265071167628911,0.4693246494103978,0.4366739377341087,-0.4693246494103978,0.3460674690046311,True
1D,price_accel_1b__price_accel_w,price_accel_1b,price_accel_w,0.22670986339823673,0.661144204322639,0.43443434092440225,0.22670986339823673,0.661144204322639,False
4h,price_sigma_w__vol_sigma_w,price_sigma_w,vol_sigma_w,0.4395091253593434,0.8731708732465476,0.43366174788720424,0.4395091253593434,0.8731708732465476,False
1D,vwap_w__z_high_w,vwap_w,z_high_w,0.01602228180686737,0.44963666954659437,0.433614387739727,-0.40077504325374447,0.44963666954659437,True
1D,price_sigma_w__hurst_w,price_sigma_w,hurst_w,0.0221467592447135,0.4554644198610145,0.433317660616301,-0.2413979856576693,0.4554644198610145,True
1D,price_velocity_w__price_mean_w,price_velocity_w,price_mean_w,0.15650308935105225,0.5897880765421866,0.4332849871911343,-0.19394652425474457,0.5897880765421866,True
1D,z_high_w__swing_noise_w,z_high_w,swing_noise_w,0.00832132840292024,0.44097455303894,0.4326532246360198,-0.18991890024252925,0.44097455303894,True
1D,price_velocity_w__vwap_w,price_velocity_w,vwap_w,0.13868003970330178,0.5703063592765548,0.43162631957325304,-0.19959758136493938,0.5703063592765548,True
1h,price_mean_w__price_sigma_w,price_mean_w,price_sigma_w,0.33836593584621677,0.7693740484000595,0.43100811255384275,-0.7693740484000595,-0.33836593584621677,False
15m,price_velocity_1b__bar_range,price_velocity_1b,bar_range,0.08925745375314093,0.5189034257436299,0.429645971990489,-0.4167195838846876,0.5189034257436299,True
1D,price_velocity_w__price_accel_w,price_velocity_w,price_accel_w,0.06359635433149076,0.49316915124389404,0.4295727969124033,0.06359635433149076,0.49316915124389404,False
1h,price_velocity_w__vol_sigma_w,price_velocity_w,vol_sigma_w,0.09943324079777094,0.5273167960247348,0.42788355522696386,-0.5273167960247348,0.44161597728461743,True
15m,price_velocity_w__vol_mean_w,price_velocity_w,vol_mean_w,0.09995440067441114,0.5277255193041926,0.4277711186297815,-0.5277255193041926,0.48510126168799955,True
1D,bar_range__z_low_w,bar_range,z_low_w,0.11007122248925767,0.5370607552623989,0.4269895327731413,-0.5370607552623989,0.11163686357500203,True
1D,price_sigma_w__SE_low_w,price_sigma_w,SE_low_w,0.39765413042774167,0.8246182145808258,0.4269640841530842,0.39765413042774167,0.8246182145808258,False
1D,vol_accel_1b__z_low_w,vol_accel_1b,z_low_w,0.023158679406770726,0.4498617882961347,0.42670310888936397,-0.4498617882961347,0.09693071639162924,True
1D,price_mean_w__SE_high_w,price_mean_w,SE_high_w,0.31674524296675616,0.7432380730425823,0.4264928300758261,-0.7432380730425823,-0.31674524296675616,False
1D,body__price_accel_w,body,price_accel_w,0.4074508772431624,0.8337220879991033,0.4262712107559409,0.4074508772431624,0.8337220879991033,False
4h,bar_range__vol_velocity_w,bar_range,vol_velocity_w,0.144955764168149,0.5685622957619375,0.42360653159378847,0.144955764168149,0.5685622957619375,False
1h,SE_low_w__swing_noise_w,SE_low_w,swing_noise_w,0.4603398606861084,0.8831720497858982,0.42283218909978987,0.4603398606861084,0.8831720497858982,False
1D,body__z_high_w,body,z_high_w,0.05124094974238569,0.47346476652492353,0.42222381678253784,0.05124094974238569,0.47346476652492353,False
1D,z_low_w__swing_noise_w,z_low_w,swing_noise_w,0.07884462666636148,0.5003726432589349,0.42152801659257344,-0.5003726432589349,0.10759571972255508,True
5m,bar_range__price_sigma_w,bar_range,price_sigma_w,0.4161218252188817,0.8364791916771155,0.4203573664582338,0.4161218252188817,0.8364791916771155,False
1h,vwap_w__SE_high_w,vwap_w,SE_high_w,0.3590448707170337,0.7773071176890082,0.41826224697197445,-0.7773071176890082,-0.3590448707170337,False
4h,vol_mean_w__SE_high_w,vol_mean_w,SE_high_w,0.4993337587832402,0.916784090059645,0.4174503312764048,0.4993337587832402,0.916784090059645,False
1h,price_accel_w__reversion_prob_w,price_accel_w,reversion_prob_w,0.01439729723728439,0.4300042810257121,0.4156069837884277,-0.35274388910354243,0.4300042810257121,True
4h,price_mean_w__z_high_w,price_mean_w,z_high_w,0.002160674985647295,0.4167651212896594,0.4146044463040121,-0.18614149770240773,0.4167651212896594,True
1D,vol_velocity_w__z_high_w,vol_velocity_w,z_high_w,0.0037783253047611563,0.41760307013442893,0.4138247448296678,0.0037783253047611563,0.41760307013442893,False
1h,price_sigma_w__vol_mean_w,price_sigma_w,vol_mean_w,0.36153223673052687,0.7748486255945372,0.4133163888640103,0.36153223673052687,0.7748486255945372,False
1D,body__SE_high_w,body,SE_high_w,0.005155966086133715,0.41721005904659286,0.41205409296045914,-0.20796373813979574,0.41721005904659286,True
1D,vol_accel_w__vol_sigma_w,vol_accel_w,vol_sigma_w,0.044683557287470616,0.45601569941493764,0.41133214212746705,-0.45601569941493764,0.1392013591708702,True
4h,bar_range__SE_high_w,bar_range,SE_high_w,0.20347908151140265,0.6135384567992374,0.4100593752878347,0.20347908151140265,0.6135384567992374,False
4h,z_se_w__reversion_prob_w,z_se_w,reversion_prob_w,0.13799576417345966,0.5480115828759797,0.4100158187025201,-0.5480115828759797,0.5374888112564985,True
1D,price_velocity_w__vol_velocity_w,price_velocity_w,vol_velocity_w,0.1555181892732849,0.5652913445038885,0.40977315523060365,-0.5652913445038885,-0.1555181892732849,False
1D,price_velocity_1b__vol_mean_w,price_velocity_1b,vol_mean_w,0.00878001676065634,0.41835806975305445,0.40957805299239813,-0.41835806975305445,0.07319856276680924,True
4h,price_sigma_w__vol_mean_w,price_sigma_w,vol_mean_w,0.48455441985755593,0.8940822352515089,0.40952781539395294,0.48455441985755593,0.8940822352515089,False
4h,SE_high_w__swing_noise_w,SE_high_w,swing_noise_w,0.4734783593604259,0.8819443536936721,0.40846599433324615,0.4734783593604259,0.8819443536936721,False
4h,vwap_w__z_high_w,vwap_w,z_high_w,0.006034781502754611,0.41425508729667454,0.40822030579391994,-0.19742886042579688,0.41425508729667454,True
1D,vol_accel_w__z_low_w,vol_accel_w,z_low_w,0.15765425019260798,0.5645375502496951,0.4068833000570871,-0.5645375502496951,-0.15765425019260798,False
1h,bar_range__price_sigma_w,bar_range,price_sigma_w,0.21153850679552505,0.618353720245265,0.40681521344974,0.21153850679552505,0.618353720245265,False
1h,vol_mean_w__hurst_w,vol_mean_w,hurst_w,0.01310844341249582,0.4194174478614215,0.40630900444892565,0.01310844341249582,0.4194174478614215,False
1D,SE_low_w__swing_noise_w,SE_low_w,swing_noise_w,0.25942657858361495,0.6653120869424237,0.40588550835880877,0.25942657858361495,0.6653120869424237,False
1D,vwap_w__SE_high_w,vwap_w,SE_high_w,0.3134977533206398,0.7193763477980897,0.4058785944774499,-0.7193763477980897,-0.3134977533206398,False
5m,price_velocity_w__swing_noise_w,price_velocity_w,swing_noise_w,0.10271941014409648,0.5085059685727287,0.4057865584286322,-0.3718485654268764,0.5085059685727287,True
1h,price_mean_w__SE_high_w,price_mean_w,SE_high_w,0.3795571892600733,0.7849545306576465,0.4053973413975732,-0.7849545306576465,-0.3795571892600733,False
1m,price_velocity_w__price_sigma_w,price_velocity_w,price_sigma_w,0.12975272548863903,0.5348318225482117,0.4050790970595727,-0.4984958864675218,0.5348318225482117,True
1D,vol_accel_w__price_mean_w,vol_accel_w,price_mean_w,0.0477036722672431,0.45242035988547163,0.40471668761822854,-0.28140973245977263,0.45242035988547163,True
15m,bar_range__price_sigma_w,bar_range,price_sigma_w,0.3262739149456613,0.7282790262351894,0.40200511128952804,0.3262739149456613,0.7282790262351894,False
4h,bar_range__reversion_prob_w,bar_range,reversion_prob_w,0.0650070733839528,0.465490203680672,0.4004831302967192,-0.465490203680672,-0.0650070733839528,False
4h,z_low_w__reversion_prob_w,z_low_w,reversion_prob_w,0.11571277336299807,0.515819870712853,0.4001070973498549,-0.18575105274881437,0.515819870712853,True
15m,bar_range__SE_high_w,bar_range,SE_high_w,0.3359458945535136,0.7357183163670193,0.39977242181350575,0.3359458945535136,0.7357183163670193,False
1D,price_velocity_w__swing_noise_w,price_velocity_w,swing_noise_w,0.08055124560576199,0.47891461615696707,0.3983633705512051,-0.47891461615696707,0.3255611362543573,True
4h,price_accel_1b__vol_velocity_1b,price_accel_1b,vol_velocity_1b,0.040824295369244,0.43855977786768974,0.39773548249844576,-0.3279490977947669,0.43855977786768974,True
1h,price_velocity_w__price_mean_w,price_velocity_w,price_mean_w,0.01740378255467043,0.41386980939712464,0.3964660268424542,-0.3658471773937043,0.41386980939712464,True
4h,body__price_accel_w,body,price_accel_w,0.4339560125341761,0.8298945369656751,0.39593852443149896,0.4339560125341761,0.8298945369656751,False
4h,price_velocity_w__vol_velocity_w,price_velocity_w,vol_velocity_w,0.07942027087783306,0.4729558384362222,0.39353556755838914,-0.4729558384362222,0.13833671227540761,True
1D,price_accel_w__z_high_w,price_accel_w,z_high_w,0.04421818377811911,0.4376868291516701,0.39346864537355103,0.04421818377811911,0.4376868291516701,False
4h,price_accel_w__reversion_prob_w,price_accel_w,reversion_prob_w,0.07516877917211162,0.4683355717790293,0.39316679260691767,-0.2845178133935853,0.4683355717790293,True
1h,vwap_w__SE_low_w,vwap_w,SE_low_w,0.3231417451994163,0.7160255482456619,0.3928838030462456,-0.7160255482456619,-0.3231417451994163,False
1D,vol_mean_w__swing_noise_w,vol_mean_w,swing_noise_w,0.293287268609911,0.6846556184265551,0.3913683498166441,0.293287268609911,0.6846556184265551,False
1D,vol_accel_w__vwap_w,vol_accel_w,vwap_w,0.058509524526479145,0.4484642363486414,0.38995471182216224,-0.26734963043496623,0.4484642363486414,True
1D,body__vwap_w,body,vwap_w,0.012356381837451065,0.4015868390106267,0.3892304571731756,-0.08697372885052579,0.4015868390106267,True
1h,vol_velocity_w__z_high_w,vol_velocity_w,z_high_w,0.015366307999659577,0.4031964707652148,0.3878301627655552,-0.4031964707652148,0.3383539460045322,True
