pair,UP_SMOOTH,UP_CHOPPY,DOWN_SMOOTH,DOWN_CHOPPY,FLAT_SMOOTH,FLAT_CHOPPY
SE_high_w__SE_low_w,0.9419933919885288,0.9629386033526056,0.943313219192999,0.9261473071531913,0.9132740271425129,0.9317266254483313
SE_high_w__hurst_w,-0.0156273580991234,-0.019739310148027427,-0.05754219833080616,-0.14063599423589426,-0.07427136987822709,-0.07216599428862944
SE_high_w__reversion_prob_w,-0.002253679028133369,-0.011808741473609295,0.01891704914044874,0.015298521430509046,0.013864669628925835,0.009200248836717394
SE_high_w__swing_noise_w,0.8137801335470711,0.8611482945049548,0.811428029429457,0.7601175312382421,0.6360444854164767,0.7977078348749338
SE_low_w__hurst_w,-0.017979765824471354,-0.0237106696148054,-0.05577633773329762,-0.14081709891761388,-0.06859040925030718,-0.06931171534080277
SE_low_w__reversion_prob_w,-0.0017267190088942753,-0.0020023259534471907,0.004486305925111115,0.0039578370107232605,0.008343980348063305,-0.008488691588402705
SE_low_w__swing_noise_w,0.813765768797574,0.8310001601859216,0.8124933243990384,0.7556518505720574,0.6475312704285672,0.8032037000564178
bar_range__SE_high_w,0.7468394954936204,0.8422068855418686,0.7346110745821336,0.6784011784629699,0.6494257285110056,0.7065990037355439
bar_range__SE_low_w,0.7674708187621024,0.8290688598640596,0.7474099174143192,0.6932077699001499,0.6671512046569398,0.7291717593856079
bar_range__body,-0.13498608869879244,-0.09251071991360146,-0.08475926667327936,-0.03701957978026672,-0.03549894244694129,-0.04929401159218267
bar_range__hurst_w,0.06258010453894355,0.06718188548038832,0.044423123655700475,-0.002528371524271914,0.055899726835422346,0.03375595855817338
bar_range__price_accel_w,-0.09698640239116404,-0.10289558915676522,-0.033707795654828426,0.004840497653397616,-0.015193963603266426,-0.015761497176995518
bar_range__price_mean_w,-0.36824326721800804,-0.5293294342770172,-0.40951088298790034,-0.26593680091928806,-0.3299612753963198,-0.36946147923313744
bar_range__price_sigma_w,0.7474484558680035,0.8030368430920487,0.7392494911229526,0.6776037884349169,0.6730957748174861,0.721104680653377
bar_range__price_velocity_w,0.10766849127174222,-0.0816414995994792,-0.1569642386175866,-0.0819253206079067,-0.07147299289638592,-0.07493416542204943
bar_range__reversion_prob_w,-0.180975501807326,-0.1444503966006535,-0.16595202491917835,-0.2153648336008594,-0.2284121045514858,-0.2017043580748977
bar_range__swing_noise_w,0.7413498471212561,0.8228757304619648,0.7353823818567258,0.7238340648651236,0.5968158847946105,0.7517564609423959
bar_range__vol_accel_w,0.21037295130066708,0.12091927357260557,0.15969112755739318,0.21588096649849084,0.22415997041754376,0.21645877353099946
bar_range__vol_mean_w,0.588758995211817,0.6191943353692743,0.6012926847917855,0.6844539616783013,0.6606653658709126,0.6479425306761643
bar_range__vol_sigma_w,0.4486628371129377,0.4100888996386737,0.4412021990702883,0.5319898074751838,0.5370074359233624,0.5256195943022994
bar_range__vol_velocity_w,0.24788846387827962,0.13000584328800244,0.19016860015044862,0.2382478990784105,0.24981837409738814,0.22680588592700882
bar_range__vwap_w,-0.3681513077746613,-0.5294180003189225,-0.40975037357987915,-0.2660301527243928,-0.3300188422328872,-0.36955880628730053
bar_range__z_high_w,0.09208705083809478,0.038119220343008985,0.049285435206239875,0.07261996367308624,0.07801729101982,0.06023939818572315
bar_range__z_low_w,-0.04952766505191666,-0.05173523770242823,-0.07893650202911737,-0.08905072079041795,-0.11053718360302266,-0.08338264267656743
bar_range__z_se_w,0.021713986369545742,-0.009075511375260328,-0.018090051773189893,-0.01603004387040336,-0.00868507661535625,-0.012285775898622281
