**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

pair,UP_SMOOTH,UP_CHOPPY,DOWN_SMOOTH,DOWN_CHOPPY,FLAT_SMOOTH,FLAT_CHOPPY
SE_high_w__SE_low_w,0.7750791647366668,0.8141867551394469,0.6148272437229239,0.46730297373939067,0.6415528598436183,0.7475865813966992
SE_high_w__hurst_w,-0.03265071167628911,0.32642871418092967,0.3460674690046311,-0.4693246494103978,-0.3149663061688304,0.09458675146890164
SE_high_w__reversion_prob_w,0.32583089966713236,0.014590518207588124,0.3696296089031622,0.2768835069086988,0.015883148093063224,-0.16764632818446526
SE_high_w__swing_noise_w,0.4577225479464038,0.6825471376735793,0.48929949456746746,0.32318960951820785,0.44017302818921855,0.44676352533375785
SE_low_w__hurst_w,-0.07777018052329751,0.27140300157484143,0.3137449961749812,-0.518863288161068,-0.25522189223619757,0.1253540169524109
SE_low_w__reversion_prob_w,0.3227449802402944,0.035626604914948054,0.24490261217438758,0.5567794868299301,0.0274105997733732,-0.0982426042731532
SE_low_w__swing_noise_w,0.56658581493465,0.6653120869424237,0.25942657858361495,0.5655171156998243,0.5773684463826373,0.5072397895555935
bar_range__SE_high_w,0.7968300475617982,0.681747826522072,0.23812504613898872,0.36682684635880547,0.39088635141528033,0.8015199503468811
bar_range__SE_low_w,0.7181819237247514,0.5788540956091996,0.09357088349283453,0.32552059754794666,0.5130624253644049,0.6163767626745331
bar_range__body,0.3455384121675004,0.22954239407149007,-0.6135752723917043,-0.6673018223721664,0.4963572667753002,0.3528414472216864
bar_range__hurst_w,0.07868936702788319,0.054584971563346484,0.2218968630418215,0.10526868183083096,-0.24505481900813336,0.08747496687893809
bar_range__price_accel_w,0.5288534144328653,0.2218686056945159,-0.5231429542521363,-0.07902497531274343,0.31994270087803633,0.40069956742276913
bar_range__price_mean_w,-0.7003421590952806,-0.5227716396037626,-0.2282087355328082,-0.6168191760796895,-0.5659328166910528,-0.6551754751538659
bar_range__price_sigma_w,0.8452008716033931,0.661355833215961,0.4394649365559667,0.5368129049300545,0.33002214741359204,0.7915839144603288
bar_range__price_velocity_w,-0.2295917280819843,-0.6313364220732047,-0.4567361242376651,-0.28417832338727206,0.1309877163542556,-0.2874708495016223
bar_range__reversion_prob_w,0.034612102602226066,-0.27407981349218014,-0.3941448676839459,-0.05950476890264138,-0.3023864717621628,-0.25314456964047655
bar_range__swing_noise_w,0.6511486201319552,0.3510652124705139,0.3657992438198547,0.5391797019058768,0.4784133662941922,0.5829076133852121
bar_range__vol_accel_w,0.30998085844456996,0.25612307300872067,0.5364225037076632,0.28978003457921586,0.35244033499257726,0.18909014696610077
bar_range__vol_mean_w,0.7587999838883833,0.7362809008754763,0.24398694886993977,0.22550152424521266,0.4266072552455452,0.6602023203144493
bar_range__vol_sigma_w,0.6814713692720152,0.7339011456290706,0.2893414479149492,0.7061684365124591,0.33977385092317636,0.6865606936527999
bar_range__vol_velocity_w,0.374860289449569,0.6425248855644836,0.6163134329228749,0.5699543723293913,0.2962767099919538,0.3373310759979863
bar_range__vwap_w,-0.6900958643062123,-0.5146157893212324,-0.24434829193792376,-0.629957998931384,-0.5576025570445377,-0.6424079036297723
bar_range__z_high_w,0.39602347340924576,0.2121170383472975,0.31193047523841355,0.4308323087269229,0.43397009246467955,0.1854002582857277
bar_range__z_low_w,0.11163686357500203,-0.11775861097268989,-0.5370607552623989,-0.43182983364836175,-0.11949040077748191,0.11007122248925767
bar_range__z_se_w,0.27177363415543515,0.06761619117930637,-0.2553401552285431,-0.2130104119244767,0.2675768744873446,0.13357055621158806
body__SE_high_w,0.08884586872518925,0.18085700275651356,-0.20796373813979574,0.005155966086133715,0.05072828987470753,0.41721005904659286
body__SE_low_w,-0.16516821770288964,-0.0339810764356924,-0.19419605183860023,-0.15805465904503851,-0.10530922881615108,0.051727271874635654
body__hurst_w,0.008496187711962902,-0.25521876810235555,-0.281697210807486,-0.08971729391161554,-0.21079595429905085,0.06798318150269621
body__price_accel_w,0.8337220879991033,0.5850446743566211,0.6247986206182824,0.4074508772431624,0.4290657456344916,0.6250779941245252
body__price_mean_w,-0.019900429513250512,-0.08526713219295279,0.25613182508543747,0.38279255463567974,-0.02491290870417521,-0.0956949673753386
body__price_sigma_w,0.2665644463150356,-0.1555256619859132,-0.3500849740228839,-0.35708966293355937,0.01749366621100166,0.17007400067272813
body__price_velocity_w,0.5906603768470918,0.3086105037346326,0.6285052488521786,0.26261206025912803,0.07136400428172188,0.11189759135799462
body__reversion_prob_w,-0.3492716236659044,-0.28130396477445363,0.008664111364957452,-0.08572347047249508,-0.3291799704070487,-0.08575140493202782
body__swing_noise_w,0.06610932559035318,0.18456314173130586,-0.14489780112411454,-0.35808056548220757,-0.036242765454318454,0.10388663630006469
body__vol_accel_w,0.09941478869511772,0.19275329933825297,-0.08242936979733873,0.011957997721287344,0.26750397176377677,-0.030752423964267306
body__vol_mean_w,-0.015225230395434866,-0.06641723042890711,-0.38763938820640115,-0.030840174348854974,-0.043229101521097095,0.08992703737630083
body__vol_sigma_w,-0.024338926169308196,-0.1100821925332864,-0.4924928042301569,-0.44772675555272995,-0.10216677594796705,0.09671278053559489
body__vol_velocity_w,0.0617053840513265,-0.11947260237993261,-0.22518221179279815,-0.5077164460779852,0.3398924179495598,0.07387095489199055
body__vwap_w,-0.012356381837451065,-0.08028070828856436,0.2755826518679931,0.4015868390106267,-0.013339476590690784,-0.08697372885052579
body__z_high_w,0.1747958200088723,0.38930695109379304,0.05124094974238569,0.07585423613319424,0.47346476652492353,0.15410174627030315
body__z_low_w,-0.021217689465509653,0.36025638554970507,0.31895943503323504,0.5679964520091217,0.16651582587396968,0.11689768723911458
body__z_se_w,0.4917178600994682,0.6466388612751742,0.6833186835092538,0.7380970550039753,0.6468038941275666,0.5253646646044253
hurst_w__reversion_prob_w,-0.09295072641599027,0.341768652809775,0.27986180920208853,-0.27923133714602455,0.18423707064106284,0.1509732981389318
hurst_w__swing_noise_w,0.22762179079326142,0.27472314763571765,0.31432371424459493,0.021347763153912465,-0.02937547980064795,0.11229272477942798
price_accel_1b__SE_high_w,-0.11945512156561608,0.693426781006624,0.2792209398883006,0.015643313480653377,0.010199897996770768,0.24791964526138552
price_accel_1b__SE_low_w,-0.3748349581646788,0.5192848440562224,-0.05781138956736063,-0.2272376608297682,-0.1326454422347594,-0.027471926762664845
price_accel_1b__bar_range,0.11824979218401221,0.6015923197950245,-0.2653109631580686,-0.5111850626384018,0.3961169274217131,0.19859833772385022
price_accel_1b__body,0.8916901429221146,0.6988821778887043,0.6599654205468951,0.8172473918585406,0.7616001299158099,0.8458741338870603
price_accel_1b__hurst_w,0.046578764029974,-0.061517427891398996,-0.3248798903335575,-0.04126862380060288,-0.27034870126270916,0.09989900219199596
price_accel_1b__price_accel_w,0.661144204322639,0.39774428316439564,0.24873654024095052,0.22670986339823673,0.31218844353539077,0.4274804655455964
price_accel_1b__price_mean_w,0.1727563140442661,-0.49598461158216883,-0.03978601331627522,0.29562639935221025,0.0628691239066346,-0.02337607326429798
price_accel_1b__price_sigma_w,0.03961481157304304,0.4953817737613229,0.09596115663275163,-0.20654716126930409,-0.11881112304426339,-0.03991260018173926
price_accel_1b__price_velocity_w,0.455522749704523,-0.35474917249768084,-0.016564735184000232,-0.04476645261975793,-0.15497663606403758,-0.1348902272011401
price_accel_1b__reversion_prob_w,-0.3792450923105427,-0.22548641161766825,0.09900814508932332,0.05852679927855026,-0.2795460819134999,-0.13746491143667966
price_accel_1b__swing_noise_w,-0.10870470409830166,0.5204397738390585,0.048739103201769204,-0.25904111424746146,-0.15261609601365234,0.005798992547024587
price_accel_1b__vol_accel_1b,0.1985457003352395,0.2375246583266205,-0.2968754773967836,0.40772229559976103,-0.02598366860026508,0.11369781473260236
price_accel_1b__vol_accel_w,-0.06158878334569754,-0.11641783477515161,-0.013851710136924508,0.019370969546380422,0.2384225035450184,0.17085043463950086
price_accel_1b__vol_mean_w,-0.18970266023264934,0.5404658151648327,-0.09836923866607016,-0.07251804662420955,-0.061758305329139784,-0.002531864517469578
price_accel_1b__vol_sigma_w,-0.17592672541709964,0.46980653868812294,-0.12776565450358235,-0.34008560128700127,-0.16725209240155894,0.025684047458824685
price_accel_1b__vol_velocity_1b,-0.06438554620644538,0.121989863735705,-0.2318836701623066,0.14580187713072684,0.1573544576817159,0.15624930502329973
price_accel_1b__vol_velocity_w,-0.07539441670024549,0.10910290924293856,0.19051670400254186,-0.20635591793407645,0.30967801111270454,0.1822843561269848
price_accel_1b__vwap_w,0.17537302384469083,-0.4767239651778158,-0.03311229671988919,0.3027815593874717,0.06883060059304205,-0.026072806621598298
price_accel_1b__z_high_w,-0.021759473102476407,0.12366504306175652,-0.20318776209533823,-0.1532500216630896,0.27998452192734724,0.13329446666164402
price_accel_1b__z_low_w,-0.18083416207394395,0.1687271036431174,0.13332911725162222,0.2971218885083745,-0.09843388735251903,-0.08355898209596714
price_accel_1b__z_se_w,0.3459275767711086,0.47066907015364445,0.5586719090088658,0.5858357785000581,0.5181340967082012,0.44364866100056355
price_accel_w__SE_high_w,0.32141143858654986,-0.01232011116235313,-0.16928506214791028,0.05327941514252775,0.020869283315271162,0.4912823693349397
price_accel_w__SE_low_w,0.07630801403375362,-0.020392953945954813,0.11921611465343125,0.12934755854046812,0.06289610861267468,0.2293624333256582
price_accel_w__hurst_w,0.08234936468767716,0.05002010718630989,0.057930571819132595,0.021319640697330784,-0.18500037505702524,0.19411068490221464
price_accel_w__price_mean_w,-0.1957114607127438,-0.0065996263455329295,0.01397845892270635,0.16016069155223586,-0.04380864637181921,-0.11084885302344398
price_accel_w__price_sigma_w,0.4883787713459186,-0.10793458182063663,-0.15560802510193436,-0.037009868353820995,-0.06329614407301302,0.3765494343301686
price_accel_w__reversion_prob_w,-0.20363337834272516,-0.13254116872965355,0.22235514891558558,0.13628293164246513,-0.22221379187957058,-0.03245442395103924
price_accel_w__swing_noise_w,0.23618871973425856,-0.05854223359925509,-0.26753721701898553,-0.18140369782896856,-0.02249559774949273,0.05431782513938808
price_accel_w__vol_accel_w,0.14754557224115236,0.33933053121785045,-0.4867033471133623,0.3628205452571192,0.21186373707881098,-0.15817067555502495
price_accel_w__vol_mean_w,0.18411454422556972,0.027024437732977726,0.13592349814392649,0.08870809543353127,0.02851817358689099,0.15051880253076244
price_accel_w__vol_sigma_w,0.14190114478418497,0.08360168731944617,-0.008023962223633463,-0.0761479235831954,-0.07546717780988627,0.17534518053346482
price_accel_w__vol_velocity_w,0.15949155570099094,0.036607126628357994,-0.4730492027958293,-0.025398408193988586,0.25971461805115015,0.07378206655701706
price_accel_w__vwap_w,-0.18585106930469975,-0.022135427264837807,0.03099922965696454,0.16925829883594298,-0.03316336405335167,-0.08684114500222782
price_accel_w__z_high_w,0.21722917673857597,0.4376868291516701,0.04421818377811911,0.21016459138900184,0.21197732291009114,0.1512307713658144
price_accel_w__z_low_w,0.08994158851572147,0.37649993248909436,0.5363729293516385,0.17734998058181448,0.20298996670993066,0.32331284769171226
price_accel_w__z_se_w,0.5076057136496148,0.5334202513831873,0.5131103893531317,0.5928576593426185,0.3125407185722966,0.4861394858884504
price_mean_w__SE_high_w,-0.49036737449502865,-0.7432380730425823,-0.5914653859567242,-0.31674524296675616,-0.5130620110107431,-0.5046801973956987
price_mean_w__SE_low_w,-0.7202447344881111,-0.7286254171750169,-0.46670438821642907,-0.5579454373487813,-0.7513897861840048,-0.5928704174178138
price_mean_w__hurst_w,-0.11242977544474742,-0.41260946441006247,-0.4086988754321986,-0.2007510855337747,0.2590818200421987,-0.19162515274407924
price_mean_w__price_sigma_w,-0.5961826256543974,-0.7593713683038611,-0.5522143915118487,-0.3800125228729629,-0.5965536949622293,-0.5701988020140711
price_mean_w__reversion_prob_w,-0.04045793748732662,0.2739118447465602,-0.3728251711162823,-0.2221746303161342,0.09190741520689662,0.09090533712201562
price_mean_w__swing_noise_w,-0.8573422120673789,-0.9372040011211281,-0.6679062085908499,-0.9464426196928654,-0.843595541310515,-0.8400767470572207
price_mean_w__vol_mean_w,-0.6852659716801244,-0.773839948049709,-0.6424176163760007,-0.7175988363099023,-0.7810761985386085,-0.6379562889005166
price_mean_w__vol_sigma_w,-0.6745247571506252,-0.6956787619698754,-0.6740160475450113,-0.9308192799435819,-0.7391080865099631,-0.7196306535800917
price_mean_w__vwap_w,0.9996126430392838,0.9989000736948588,0.9976467746658366,0.999492663412974,0.9995791460986896,0.9978271799378069
price_mean_w__z_high_w,-0.4033962563290506,0.002435667382036559,0.46278527304966666,-0.3543857286357556,0.03192693676624743,0.012060023191045108
price_mean_w__z_low_w,-0.10053259336594313,-0.11950408101742105,-0.13630242361811792,0.4318353684824809,-0.06630957875230789,-0.1409009949266799
price_mean_w__z_se_w,-0.12907967956737013,-0.1782876941208139,0.123104316453125,0.11201303051202713,0.1303729833995658,-0.0704336795313471
price_sigma_w__SE_high_w,0.8486053235196832,0.8867373064836812,0.8713289404363809,0.6033990933406622,0.7479512749455888,0.8290457174205315
price_sigma_w__SE_low_w,0.6931451716122826,0.8246182145808258,0.5761532710360443,0.39765413042774167,0.5445779879186813,0.6974557319137317
price_sigma_w__hurst_w,0.0221467592447135,0.3211865368847405,0.4554644198610145,-0.2413979856576693,-0.18099852665458946,0.19740721243327594
price_sigma_w__reversion_prob_w,0.20459220832244815,-0.0410255229635243,0.19972925708042183,0.13257696884489992,0.04665445389951249,-0.17077820068211294
price_sigma_w__swing_noise_w,0.6459299745215918,0.6656520500624475,0.4581050109512673,0.34195187179803593,0.6197147525055098,0.5586522140486246
price_sigma_w__vol_mean_w,0.7982765343039594,0.925324541556601,0.45239414173332426,0.3304997002474421,0.712570736726463,0.6062379247240499
price_sigma_w__vol_sigma_w,0.7057733753401657,0.8743520255699806,0.5378624893786249,0.5841317732815082,0.6163744805054373,0.6356797465011256
price_sigma_w__vwap_w,-0.5868291931217776,-0.7410788905046082,-0.5275939923425153,-0.3956578159639935,-0.6009750893861382,-0.5377419817282899
price_sigma_w__z_high_w,0.22722162569819868,-0.17792711982586587,-0.23231426630564173,-0.027807534886465677,-0.09783694317023126,0.03528642933061433
price_sigma_w__z_low_w,0.2870825015321647,-0.1311789160421809,-0.053013610512274566,-0.19802811790244587,0.09585345231764025,0.28820783289375074
price_sigma_w__z_se_w,0.30996997262751164,-0.06874153988408184,-0.1642106390919404,-0.24514451669031187,-0.2312493367494269,0.11576911475509319
price_velocity_1b__SE_high_w,0.08285787023293585,-0.04877010856508412,-0.30985965398658377,0.004770809343644276,0.25800530389805887,0.49814562580564814
price_velocity_1b__SE_low_w,-0.16340434193816125,-0.22185670188416726,-0.2316489250054955,-0.1584881425497349,-0.015102930297660862,0.1639318622763846
price_velocity_1b__bar_range,0.3436518606394508,0.11698891317913125,-0.6217596445863564,-0.6678344182573849,0.5085170258363532,0.3275116300265096
price_velocity_1b__body,0.9954052478785337,0.9502313548462683,0.9781045091713806,0.9999975114748771,0.9353334141961205,0.9342864389785324
price_velocity_1b__hurst_w,0.019193809082178288,-0.25172383138411414,-0.2987057944740108,-0.09048713197339334,-0.20589897934081597,0.12585357551594997
price_velocity_1b__price_accel_1b,0.8876370062800385,0.5576238100730714,0.5985417245633836,0.8170258691841101,0.7223679589762788,0.8582734953960947
price_velocity_1b__price_accel_w,0.8419480275999163,0.690327540148759,0.649588988770233,0.40783011660133794,0.3316515308443595,0.6709777197830518
price_velocity_1b__price_mean_w,-0.029636898133221474,0.04202630400123113,0.31514738194619285,0.38397004706142657,-0.06367483207025455,-0.07520746272635351
price_velocity_1b__price_sigma_w,0.2687727972821338,-0.35210225715821797,-0.4475512279047834,-0.3575125890797437,0.2335740154956378,0.21783937827713776
price_velocity_1b__price_velocity_w,0.5996733455369587,0.49126712649681353,0.6776120521462208,0.26296738824543253,0.19438721810200507,0.1868383155201121
price_velocity_1b__reversion_prob_w,-0.3585993865644216,-0.31572652380079697,-0.018271081586944623,-0.08581974123242013,-0.27717988683213113,-0.16762776230820425
price_velocity_1b__swing_noise_w,0.08312858043274388,0.02726974621527877,-0.25231889787432304,-0.35883876365987566,0.03307211586184447,0.088370331501796
price_velocity_1b__vol_accel_1b,0.18146329439179493,0.5689622799938371,-0.20125301976209908,0.5944072826421606,-0.15141313996948821,0.07961373866231118
price_velocity_1b__vol_accel_w,0.10788039537138053,0.2610024334708821,-0.04178253666079164,0.012513921224681873,0.12032165418189954,0.011140337306730863
price_velocity_1b__vol_mean_w,-0.00878001676065634,-0.20691478557808748,-0.41835806975305445,-0.032012008575743586,0.07319856276680924,0.017587405487026014
price_velocity_1b__vol_sigma_w,-0.01803505624758979,-0.23553043759045728,-0.5059242767688212,-0.44907660411973666,0.024945639799608958,0.05532321796767687
price_velocity_1b__vol_velocity_1b,0.05439661554472022,0.5279102452210621,-0.14289883425529534,0.2450118520452413,0.08921474728167457,0.04746831851756241
price_velocity_1b__vol_velocity_w,0.06947366990640451,-0.16050290270333495,-0.21135024707551509,-0.507447017891754,0.17533914479141338,0.13376953039981895
