timestamp,n_long,n_short,max_agreement,cascade_direction,is_cascade,details
1769990280.0,0,2,2,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT'}"
1769990340.0,1,1,1,NEUTRAL,False,"{'15s': 'LONG', '1m': 'SHORT'}"
1769990400.0,1,1,1,NEUTRAL,False,"{'15s': 'LONG', '1m': 'SHORT'}"
1769990460.0,1,1,1,NEUTRAL,False,"{'15s': 'LONG', '1m': 'SHORT'}"
1769990520.0,1,1,1,NEUTRAL,False,"{'15s': 'LONG', '1m': 'SHORT'}"
1769990580.0,0,2,2,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT'}"
1769990640.0,1,1,1,NEUTRAL,False,"{'15s': 'LONG', '1m': 'SHORT'}"
1769990700.0,1,1,1,NEUTRAL,False,"{'15s': 'LONG', '1m': 'SHORT'}"
1769990760.0,0,2,2,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT'}"
1769990820.0,0,2,2,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT'}"
1769990880.0,1,0,1,LONG,False,{'15s': 'LONG'}
1769990940.0,1,0,1,LONG,False,{'15s': 'LONG'}
1769991000.0,0,1,1,SHORT,False,{'15s': 'SHORT'}
1769991060.0,0,1,1,SHORT,False,{'15s': 'SHORT'}
1769991120.0,0,2,2,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT'}"
1769991180.0,0,2,2,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT'}"
1769991240.0,1,1,1,NEUTRAL,False,"{'15s': 'SHORT', '1m': 'LONG'}"
1769991300.0,1,1,1,NEUTRAL,False,"{'15s': 'LONG', '1m': 'SHORT'}"
1769991360.0,0,2,2,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT'}"
1769991420.0,2,0,2,LONG,False,"{'15s': 'LONG', '1m': 'LONG'}"
1769991480.0,2,0,2,LONG,False,"{'15s': 'LONG', '1m': 'LONG'}"
1769991540.0,2,0,2,LONG,False,"{'15s': 'LONG', '1m': 'LONG'}"
1769991600.0,1,1,1,NEUTRAL,False,"{'15s': 'LONG', '1m': 'SHORT'}"
1769991660.0,1,1,1,NEUTRAL,False,"{'15s': 'LONG', '1m': 'SHORT'}"
1769991720.0,0,2,2,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT'}"
1769991780.0,2,0,2,LONG,False,"{'15s': 'LONG', '1m': 'LONG'}"
1769991840.0,1,1,1,NEUTRAL,False,"{'15s': 'LONG', '1m': 'SHORT'}"
1769991900.0,1,1,1,NEUTRAL,False,"{'15s': 'LONG', '1m': 'SHORT'}"
1769991960.0,1,1,1,NEUTRAL,False,"{'15s': 'LONG', '1m': 'SHORT'}"
1769992020.0,1,1,1,NEUTRAL,False,"{'15s': 'LONG', '1m': 'SHORT'}"
1769992080.0,1,1,1,NEUTRAL,False,"{'15s': 'LONG', '1m': 'SHORT'}"
1769992140.0,2,0,2,LONG,False,"{'15s': 'LONG', '1m': 'LONG'}"
1769992200.0,0,2,2,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT'}"
1769992260.0,0,2,2,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT'}"
1769992320.0,1,1,1,NEUTRAL,False,"{'15s': 'LONG', '1m': 'SHORT'}"
1769992380.0,2,0,2,LONG,False,"{'15s': 'LONG', '1m': 'LONG'}"
1769992440.0,1,1,1,NEUTRAL,False,"{'15s': 'LONG', '1m': 'SHORT'}"
1769992500.0,1,1,1,NEUTRAL,False,"{'15s': 'LONG', '1m': 'SHORT'}"
1769992560.0,1,1,1,NEUTRAL,False,"{'15s': 'LONG', '1m': 'SHORT'}"
1769992620.0,0,2,2,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT'}"
1769992680.0,0,2,2,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT'}"
1769992740.0,2,0,2,LONG,False,"{'15s': 'LONG', '1m': 'LONG'}"
1769992800.0,0,2,2,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT'}"
1769992860.0,2,0,2,LONG,False,"{'15s': 'LONG', '1m': 'LONG'}"
1769992920.0,2,0,2,LONG,False,"{'15s': 'LONG', '1m': 'LONG'}"
1769992980.0,1,1,1,NEUTRAL,False,"{'15s': 'SHORT', '1m': 'LONG'}"
1769993040.0,2,0,2,LONG,False,"{'15s': 'LONG', '1m': 'LONG'}"
1769993100.0,2,0,2,LONG,False,"{'15s': 'LONG', '1m': 'LONG'}"
1769993160.0,0,2,2,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT'}"
1769993220.0,0,2,2,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT'}"
1769993280.0,1,1,1,NEUTRAL,False,"{'15s': 'LONG', '1m': 'SHORT'}"
1769993340.0,0,2,2,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT'}"
1769993400.0,0,3,3,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT', '5m': 'SHORT'}"
1769993460.0,1,2,2,SHORT,False,"{'15s': 'LONG', '1m': 'SHORT', '5m': 'SHORT'}"
1769993520.0,2,1,2,LONG,False,"{'15s': 'LONG', '1m': 'LONG', '5m': 'SHORT'}"
1769993580.0,2,1,2,LONG,False,"{'15s': 'LONG', '1m': 'LONG', '5m': 'SHORT'}"
1769993640.0,2,1,2,LONG,False,"{'15s': 'LONG', '1m': 'LONG', '5m': 'SHORT'}"
1769993700.0,2,1,2,LONG,False,"{'15s': 'LONG', '1m': 'LONG', '5m': 'SHORT'}"
1769993760.0,1,1,1,NEUTRAL,False,"{'15s': 'SHORT', '1m': 'LONG'}"
1769993820.0,1,1,1,NEUTRAL,False,"{'15s': 'SHORT', '1m': 'LONG'}"
1769993880.0,0,2,2,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT'}"
1769993940.0,1,1,1,NEUTRAL,False,"{'15s': 'LONG', '1m': 'SHORT'}"
1769994000.0,1,2,2,SHORT,False,"{'15s': 'LONG', '1m': 'SHORT', '5m': 'SHORT'}"
1769994060.0,0,3,3,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT', '5m': 'SHORT'}"
1769994120.0,1,2,2,SHORT,False,"{'15s': 'LONG', '1m': 'SHORT', '5m': 'SHORT'}"
1769994180.0,1,2,2,SHORT,False,"{'15s': 'LONG', '1m': 'SHORT', '5m': 'SHORT'}"
1769994240.0,0,2,2,SHORT,False,"{'15s': 'SHORT', '5m': 'SHORT'}"
1769994300.0,0,2,2,SHORT,False,"{'15s': 'SHORT', '5m': 'SHORT'}"
1769994360.0,1,0,1,LONG,False,{'15s': 'LONG'}
1769994420.0,1,0,1,LONG,False,{'15s': 'LONG'}
1769994480.0,1,0,1,LONG,False,{'15s': 'LONG'}
1769994540.0,2,0,2,LONG,False,"{'15s': 'LONG', '1m': 'LONG'}"
1769994600.0,2,0,2,LONG,False,"{'15s': 'LONG', '1m': 'LONG'}"
1769994660.0,0,2,2,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT'}"
1769994720.0,1,1,1,NEUTRAL,False,"{'15s': 'LONG', '1m': 'SHORT'}"
1769994780.0,1,1,1,NEUTRAL,False,"{'15s': 'LONG', '1m': 'SHORT'}"
1769994840.0,0,2,2,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT'}"
1769994900.0,0,3,3,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT', '5m': 'SHORT'}"
1769994960.0,0,3,3,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT', '5m': 'SHORT'}"
1769995020.0,0,3,3,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT', '5m': 'SHORT'}"
1769995080.0,2,1,2,LONG,False,"{'15s': 'LONG', '1m': 'LONG', '5m': 'SHORT'}"
1769995140.0,2,1,2,LONG,False,"{'15s': 'LONG', '1m': 'LONG', '5m': 'SHORT'}"
1769995200.0,0,3,3,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT', '5m': 'SHORT'}"
1769995260.0,1,1,1,NEUTRAL,False,"{'15s': 'SHORT', '1m': 'LONG'}"
1769995320.0,1,1,1,NEUTRAL,False,"{'15s': 'LONG', '1m': 'SHORT'}"
1769995380.0,0,2,2,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT'}"
1769995440.0,1,1,1,NEUTRAL,False,"{'15s': 'SHORT', '1m': 'LONG'}"
1769995500.0,2,0,2,LONG,False,"{'15s': 'LONG', '1m': 'LONG'}"
1769995560.0,2,0,2,LONG,False,"{'15s': 'LONG', '1m': 'LONG'}"
1769995620.0,2,0,2,LONG,False,"{'15s': 'LONG', '1m': 'LONG'}"
1769995680.0,0,2,2,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT'}"
1769995740.0,2,0,2,LONG,False,"{'15s': 'LONG', '1m': 'LONG'}"
1769995800.0,2,0,2,LONG,False,"{'15s': 'LONG', '1m': 'LONG'}"
1769995860.0,2,0,2,LONG,False,"{'15s': 'LONG', '1m': 'LONG'}"
1769995920.0,2,0,2,LONG,False,"{'15s': 'LONG', '1m': 'LONG'}"
1769995980.0,1,1,1,NEUTRAL,False,"{'15s': 'SHORT', '1m': 'LONG'}"
1769996040.0,2,0,2,LONG,False,"{'15s': 'LONG', '1m': 'LONG'}"
1769996100.0,1,2,2,SHORT,False,"{'15s': 'LONG', '1m': 'SHORT', '5m': 'SHORT'}"
1769996160.0,1,2,2,SHORT,False,"{'15s': 'LONG', '1m': 'SHORT', '5m': 'SHORT'}"
1769996220.0,0,3,3,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT', '5m': 'SHORT'}"
1769996280.0,0,3,3,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT', '5m': 'SHORT'}"
1769996340.0,1,2,2,SHORT,False,"{'15s': 'SHORT', '1m': 'LONG', '5m': 'SHORT'}"
1769996400.0,1,2,2,SHORT,False,"{'15s': 'SHORT', '1m': 'LONG', '5m': 'SHORT'}"
1769996460.0,2,0,2,LONG,False,"{'15s': 'LONG', '1m': 'LONG'}"
1769996520.0,1,1,1,NEUTRAL,False,"{'15s': 'LONG', '1m': 'SHORT'}"
1769996580.0,1,1,1,NEUTRAL,False,"{'15s': 'LONG', '1m': 'SHORT'}"
1769996640.0,0,2,2,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT'}"
1769996700.0,1,1,1,NEUTRAL,False,"{'15s': 'LONG', '1m': 'SHORT'}"
1769996760.0,0,2,2,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT'}"
1769996820.0,1,1,1,NEUTRAL,False,"{'15s': 'SHORT', '1m': 'LONG'}"
1769996880.0,1,1,1,NEUTRAL,False,"{'15s': 'SHORT', '1m': 'LONG'}"
1769996940.0,0,2,2,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT'}"
1769997000.0,1,2,2,SHORT,False,"{'15s': 'LONG', '1m': 'SHORT', '5m': 'SHORT'}"
1769997060.0,2,1,2,LONG,False,"{'15s': 'LONG', '1m': 'LONG', '5m': 'SHORT'}"
1769997120.0,1,2,2,SHORT,False,"{'15s': 'LONG', '1m': 'SHORT', '5m': 'SHORT'}"
1769997180.0,2,1,2,LONG,False,"{'15s': 'LONG', '1m': 'LONG', '5m': 'SHORT'}"
1769997240.0,2,1,2,LONG,False,"{'15s': 'LONG', '1m': 'LONG', '5m': 'SHORT'}"
1769997300.0,2,1,2,LONG,False,"{'15s': 'LONG', '1m': 'LONG', '5m': 'SHORT'}"
1769997360.0,2,0,2,LONG,False,"{'15s': 'LONG', '1m': 'LONG'}"
1769997420.0,2,0,2,LONG,False,"{'15s': 'LONG', '1m': 'LONG'}"
1769997480.0,2,0,2,LONG,False,"{'15s': 'LONG', '1m': 'LONG'}"
1769997540.0,0,2,2,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT'}"
1769997600.0,1,1,1,NEUTRAL,False,"{'15s': 'LONG', '1m': 'SHORT'}"
1769997660.0,1,1,1,NEUTRAL,False,"{'15s': 'LONG', '1m': 'SHORT'}"
1769997720.0,0,2,2,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT'}"
1769997780.0,0,2,2,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT'}"
1769997840.0,1,1,1,NEUTRAL,False,"{'15s': 'LONG', '1m': 'SHORT'}"
1769997900.0,1,1,1,NEUTRAL,False,"{'15s': 'SHORT', '1m': 'LONG'}"
1769997960.0,1,1,1,NEUTRAL,False,"{'15s': 'SHORT', '1m': 'LONG'}"
1769998020.0,2,0,2,LONG,False,"{'15s': 'LONG', '1m': 'LONG'}"
1769998080.0,0,2,2,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT'}"
1769998140.0,1,1,1,NEUTRAL,False,"{'15s': 'LONG', '1m': 'SHORT'}"
1769998200.0,1,1,1,NEUTRAL,False,"{'15s': 'LONG', '1m': 'SHORT'}"
1769998260.0,1,1,1,NEUTRAL,False,"{'15s': 'LONG', '1m': 'SHORT'}"
1769998320.0,0,2,2,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT'}"
1769998380.0,1,1,1,NEUTRAL,False,"{'15s': 'LONG', '1m': 'SHORT'}"
1769998440.0,0,2,2,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT'}"
1769998500.0,2,1,2,LONG,False,"{'15s': 'LONG', '1m': 'SHORT', '5m': 'LONG'}"
1769998560.0,2,1,2,LONG,False,"{'15s': 'SHORT', '1m': 'LONG', '5m': 'LONG'}"
1769998620.0,2,1,2,LONG,False,"{'15s': 'SHORT', '1m': 'LONG', '5m': 'LONG'}"
1769998680.0,1,2,2,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT', '5m': 'LONG'}"
1769998740.0,2,1,2,LONG,False,"{'15s': 'SHORT', '1m': 'LONG', '5m': 'LONG'}"
1769998800.0,1,2,2,SHORT,False,"{'15s': 'LONG', '1m': 'SHORT', '5m': 'SHORT'}"
1769998860.0,2,1,2,LONG,False,"{'15s': 'LONG', '1m': 'LONG', '5m': 'SHORT'}"
1769998920.0,2,1,2,LONG,False,"{'15s': 'LONG', '1m': 'LONG', '5m': 'SHORT'}"
1769998980.0,1,2,2,SHORT,False,"{'15s': 'SHORT', '1m': 'LONG', '5m': 'SHORT'}"
1769999040.0,1,2,2,SHORT,False,"{'15s': 'LONG', '1m': 'SHORT', '5m': 'SHORT'}"
1769999100.0,1,2,2,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT', '5m': 'LONG'}"
1769999160.0,2,1,2,LONG,False,"{'15s': 'SHORT', '1m': 'LONG', '5m': 'LONG'}"
1769999220.0,3,0,3,LONG,False,"{'15s': 'LONG', '1m': 'LONG', '5m': 'LONG'}"
1769999280.0,2,1,2,LONG,False,"{'15s': 'SHORT', '1m': 'LONG', '5m': 'LONG'}"
1769999340.0,1,2,2,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT', '5m': 'LONG'}"
1769999400.0,2,1,2,LONG,False,"{'15s': 'LONG', '1m': 'SHORT', '5m': 'LONG'}"
1769999460.0,1,2,2,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT', '5m': 'LONG'}"
1769999520.0,2,1,2,LONG,False,"{'15s': 'SHORT', '1m': 'LONG', '5m': 'LONG'}"
1769999580.0,2,1,2,LONG,False,"{'15s': 'SHORT', '1m': 'LONG', '5m': 'LONG'}"
1769999640.0,3,0,3,LONG,False,"{'15s': 'LONG', '1m': 'LONG', '5m': 'LONG'}"
1769999700.0,2,1,2,LONG,False,"{'15s': 'SHORT', '1m': 'LONG', '5m': 'LONG'}"
1769999760.0,1,1,1,NEUTRAL,False,"{'15s': 'SHORT', '1m': 'LONG'}"
1769999820.0,2,0,2,LONG,False,"{'15s': 'LONG', '1m': 'LONG'}"
1769999880.0,1,0,1,LONG,False,{'15s': 'LONG'}
1769999940.0,1,0,1,LONG,False,{'15s': 'LONG'}
1770000000.0,2,1,2,LONG,False,"{'15s': 'SHORT', '1m': 'LONG', '5m': 'LONG'}"
1770000060.0,2,1,2,LONG,False,"{'15s': 'SHORT', '1m': 'LONG', '5m': 'LONG'}"
1770000120.0,2,1,2,LONG,False,"{'15s': 'LONG', '1m': 'SHORT', '5m': 'LONG'}"
1770000180.0,3,0,3,LONG,False,"{'15s': 'LONG', '1m': 'LONG', '5m': 'LONG'}"
1770000240.0,1,2,2,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT', '5m': 'LONG'}"
1770000300.0,1,2,2,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT', '5m': 'LONG'}"
1770000360.0,1,2,2,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT', '5m': 'LONG'}"
1770000420.0,3,0,3,LONG,False,"{'15s': 'LONG', '1m': 'LONG', '5m': 'LONG'}"
1770000480.0,3,0,3,LONG,False,"{'15s': 'LONG', '1m': 'LONG', '5m': 'LONG'}"
1770000540.0,3,0,3,LONG,False,"{'15s': 'LONG', '1m': 'LONG', '5m': 'LONG'}"
1770000600.0,3,0,3,LONG,False,"{'15s': 'LONG', '1m': 'LONG', '5m': 'LONG'}"
1770000660.0,3,0,3,LONG,False,"{'15s': 'LONG', '1m': 'LONG', '5m': 'LONG'}"
1770000720.0,2,1,2,LONG,False,"{'15s': 'SHORT', '1m': 'LONG', '5m': 'LONG'}"
1770000780.0,3,0,3,LONG,False,"{'15s': 'LONG', '1m': 'LONG', '5m': 'LONG'}"
1770000840.0,1,2,2,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT', '5m': 'LONG'}"
1770000900.0,2,1,2,LONG,False,"{'15s': 'LONG', '1m': 'SHORT', '5m': 'LONG'}"
1770000960.0,1,1,1,NEUTRAL,False,"{'15s': 'LONG', '1m': 'SHORT'}"
1770001020.0,0,2,2,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT'}"
1770001080.0,1,1,1,NEUTRAL,False,"{'15s': 'SHORT', '1m': 'LONG'}"
1770001140.0,2,0,2,LONG,False,"{'15s': 'LONG', '1m': 'LONG'}"
1770001200.0,2,1,2,LONG,False,"{'15s': 'LONG', '1m': 'LONG', '5m': 'SHORT'}"
1770001260.0,2,1,2,LONG,False,"{'15s': 'LONG', '1m': 'LONG', '5m': 'SHORT'}"
1770001320.0,2,1,2,LONG,False,"{'15s': 'LONG', '1m': 'LONG', '5m': 'SHORT'}"
1770001380.0,0,3,3,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT', '5m': 'SHORT'}"
1770001440.0,1,2,2,SHORT,False,"{'15s': 'SHORT', '1m': 'LONG', '5m': 'SHORT'}"
1770001500.0,2,1,2,LONG,False,"{'15s': 'LONG', '1m': 'LONG', '5m': 'SHORT'}"
1770001560.0,1,2,2,SHORT,False,"{'15s': 'LONG', '1m': 'SHORT', '5m': 'SHORT'}"
1770001620.0,1,2,2,SHORT,False,"{'15s': 'LONG', '1m': 'SHORT', '5m': 'SHORT'}"
1770001680.0,2,1,2,LONG,False,"{'15s': 'LONG', '1m': 'LONG', '5m': 'SHORT'}"
1770001740.0,1,2,2,SHORT,False,"{'15s': 'LONG', '1m': 'SHORT', '5m': 'SHORT'}"
1770001800.0,1,2,2,SHORT,False,"{'15s': 'LONG', '1m': 'SHORT', '5m': 'SHORT'}"
1770001860.0,0,2,2,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT'}"
1770001920.0,1,1,1,NEUTRAL,False,"{'15s': 'SHORT', '1m': 'LONG'}"
1770001980.0,2,0,2,LONG,False,"{'15s': 'LONG', '1m': 'LONG'}"
1770002040.0,1,1,1,NEUTRAL,False,"{'15s': 'SHORT', '1m': 'LONG'}"
1770002100.0,0,3,3,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT', '5m': 'SHORT'}"
1770002160.0,1,2,2,SHORT,False,"{'15s': 'LONG', '1m': 'SHORT', '5m': 'SHORT'}"
1770002220.0,0,3,3,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT', '5m': 'SHORT'}"
1770002280.0,0,3,3,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT', '5m': 'SHORT'}"
1770002340.0,1,2,2,SHORT,False,"{'15s': 'LONG', '1m': 'SHORT', '5m': 'SHORT'}"
1770002400.0,2,1,2,LONG,False,"{'15s': 'LONG', '1m': 'LONG', '5m': 'SHORT'}"
1770002460.0,2,1,2,LONG,False,"{'15s': 'LONG', '1m': 'LONG', '5m': 'SHORT'}"
1770002520.0,2,1,2,LONG,False,"{'15s': 'LONG', '1m': 'LONG', '5m': 'SHORT'}"
1770002580.0,2,1,2,LONG,False,"{'15s': 'LONG', '1m': 'LONG', '5m': 'SHORT'}"
1770002640.0,1,2,2,SHORT,False,"{'15s': 'LONG', '1m': 'SHORT', '5m': 'SHORT'}"
1770002700.0,0,3,3,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT', '5m': 'SHORT'}"
1770002760.0,1,1,1,NEUTRAL,False,"{'15s': 'SHORT', '1m': 'LONG'}"
1770002820.0,0,2,2,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT'}"
1770002880.0,1,1,1,NEUTRAL,False,"{'15s': 'LONG', '1m': 'SHORT'}"
1770002940.0,0,2,2,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT'}"
1770003000.0,2,1,2,LONG,False,"{'15s': 'LONG', '1m': 'SHORT', '5m': 'LONG'}"
1770003060.0,2,1,2,LONG,False,"{'15s': 'LONG', '1m': 'SHORT', '5m': 'LONG'}"
1770003120.0,3,0,3,LONG,False,"{'15s': 'LONG', '1m': 'LONG', '5m': 'LONG'}"
1770003180.0,3,0,3,LONG,False,"{'15s': 'LONG', '1m': 'LONG', '5m': 'LONG'}"
1770003240.0,3,0,3,LONG,False,"{'15s': 'LONG', '1m': 'LONG', '5m': 'LONG'}"
1770003300.0,3,0,3,LONG,False,"{'15s': 'LONG', '1m': 'LONG', '5m': 'LONG'}"
1770003360.0,1,1,1,NEUTRAL,False,"{'15s': 'SHORT', '1m': 'LONG'}"
1770003420.0,0,2,2,SHORT,False,"{'15s': 'SHORT', '1m': 'SHORT'}"
1770003480.0,1,1,1,NEUTRAL,False,"{'15s': 'LONG', '1m': 'SHORT'}"
1770003540.0,1,1,1,NEUTRAL,False,"{'15s': 'LONG', '1m': 'SHORT'}"
1770003600.0,2,1,2,LONG,False,"{'15s': 'LONG', '1m': 'SHORT', '5m': 'LONG'}"
1770003660.0,2,1,2,LONG,False,"{'15s': 'SHORT', '1m': 'LONG', '5m': 'LONG'}"
1770003720.0,3,0,3,LONG,False,"{'15s': 'LONG', '1m': 'LONG', '5m': 'LONG'}"
1770003780.0,2,1,2,LONG,False,"{'15s': 'LONG', '1m': 'SHORT', '5m': 'LONG'}"
1770003840.0,2,1,2,LONG,False,"{'15s': 'LONG', '1m': 'SHORT', '5m': 'LONG'}"
1770003900.0,1,2,2,SHORT,False,"{'15s': 'LONG', '1m': 'SHORT', '5m': 'SHORT'}"
1770003960.0,1,2,2,SHORT,False,"{'15s': 'LONG', '1m': 'SHORT', '5m': 'SHORT'}"
1770004020.0,1,2,2,SHORT,False,"{'15s': 'LONG', '1m': 'SHORT', '5m': 'SHORT'}"
