ts,day,depth,pattern,micro_z,macro_z,gate,gate1_dist,gate3_conv,oracle_label,oracle_dir,oracle_pnl,template_id,tier,pattern_dna,trade_direction,trade_result,trade_pnl,exit_reason,exit_signal_reason,exit_conviction,exit_wave_maturity
1746078300,2025_05,4,ROCHE_SNAP,2.07,0.0,gate4_probability,8.27,0.483,MEGA,LONG,204.0,0,3,L|1h:2|30m:0|15m:0,,,0.0,,,0.0,0.0
1746078300,2025_05,4,ROCHE_SNAP,2.07,0.0,gate4_probability,8.27,0.491,MEGA,LONG,204.0,0,3,L|1h:2|30m:0|15m:0,,,0.0,,,0.0,0.0
1746078300,2025_05,4,ROCHE_SNAP,2.07,0.0,gate4_probability,8.27,0.492,MEGA,LONG,204.0,0,3,L|1h:2|30m:0|15m:0,,,0.0,,,0.0,0.0
1746078300,2025_05,4,ROCHE_SNAP,2.07,0.0,gate4_probability,8.27,0.49,MEGA,LONG,204.0,0,3,L|1h:2|30m:0|15m:0,,,0.0,,,0.0,0.0
1746098100,2025_05,4,STRUCTURAL_DRIVE,2.19,0.0,score_loser,3.556,0.0,NOISE,NONE,270.5,0,3,,,,0.0,,,0.0,0.0
1746098100,2025_05,5,ROCHE_SNAP,2.16,2.19,score_loser,2.663,0.0,SCALP,SHORT,77.0,328,3,,,,0.0,,,0.0,0.0
1746098100,2025_05,5,STRUCTURAL_DRIVE,2.16,2.19,score_loser,2.663,0.0,SCALP,SHORT,77.0,328,3,,,,0.0,,,0.0,0.0
1746098100,2025_05,4,ROCHE_SNAP,2.19,0.0,gate4_probability,7.556,0.542,NOISE,NONE,270.5,0,3,S|1h:1|30m:0|15m:0|5m:0,,,0.0,,,0.0,0.0
1746098100,2025_05,4,STRUCTURAL_DRIVE,2.19,0.0,score_loser,3.556,0.0,NOISE,NONE,270.5,0,3,,,,0.0,,,0.0,0.0
1746098100,2025_05,5,ROCHE_SNAP,2.16,2.19,score_loser,2.663,0.0,SCALP,SHORT,77.0,328,3,,,,0.0,,,0.0,0.0
1746098100,2025_05,5,STRUCTURAL_DRIVE,2.16,2.19,score_loser,2.663,0.0,SCALP,SHORT,77.0,328,3,,,,0.0,,,0.0,0.0
1746098100,2025_05,4,ROCHE_SNAP,2.19,0.0,gate4_probability,7.556,0.546,NOISE,NONE,270.5,0,3,S|1h:1|30m:0|15m:0|5m:0,,,0.0,,,0.0,0.0
1746098100,2025_05,4,STRUCTURAL_DRIVE,2.19,0.0,score_loser,3.556,0.0,NOISE,NONE,270.5,0,3,,,,0.0,,,0.0,0.0
1746098100,2025_05,5,ROCHE_SNAP,2.16,2.19,score_loser,2.663,0.0,SCALP,SHORT,77.0,328,3,,,,0.0,,,0.0,0.0
1746098100,2025_05,5,STRUCTURAL_DRIVE,2.16,2.19,score_loser,2.663,0.0,SCALP,SHORT,77.0,328,3,,,,0.0,,,0.0,0.0
1746098100,2025_05,4,ROCHE_SNAP,2.19,0.0,gate4_probability,7.556,0.553,NOISE,NONE,270.5,0,3,S|1h:1|30m:0|15m:0|5m:0,,,0.0,,,0.0,0.0
1746098100,2025_05,4,STRUCTURAL_DRIVE,2.19,0.0,score_loser,3.556,0.0,NOISE,NONE,270.5,0,3,,,,0.0,,,0.0,0.0
1746098100,2025_05,5,ROCHE_SNAP,2.16,2.19,score_loser,2.663,0.0,SCALP,SHORT,77.0,328,3,,,,0.0,,,0.0,0.0
1746098100,2025_05,5,STRUCTURAL_DRIVE,2.16,2.19,score_loser,2.663,0.0,SCALP,SHORT,77.0,328,3,,,,0.0,,,0.0,0.0
1746098100,2025_05,4,ROCHE_SNAP,2.19,0.0,gate4_probability,7.556,0.551,NOISE,NONE,270.5,0,3,S|1h:1|30m:0|15m:0|5m:0,,,0.0,,,0.0,0.0
1746102000,2025_05,5,ROCHE_SNAP,2.08,2.19,traded,7.133,0.514,MEGA,SHORT,5.5,317,3,L|1h:2|30m:0|15m:0|5m:0,LONG,LOSS,-36.0,structural_break,structure_break,0.4708149172624386,0.21701538420340302
1746102240,2025_05,6,STRUCTURAL_DRIVE,2.6,2.19,score_loser,1.649,0.0,SCALP,SHORT,258.5,356,3,,,,0.0,,,0.0,0.0
1746102240,2025_05,6,ROCHE_SNAP,2.6,2.19,gate3,7.649,0.473,SCALP,SHORT,258.5,356,3,L|1h:2|30m:0|15m:0|5m:0|3m:0,,,0.0,,,0.0,0.0
1746102240,2025_05,6,STRUCTURAL_DRIVE,2.6,2.19,score_loser,1.649,0.0,SCALP,SHORT,258.5,356,3,,,,0.0,,,0.0,0.0
1746102240,2025_05,6,ROCHE_SNAP,2.6,2.19,gate3,7.649,0.465,SCALP,SHORT,258.5,356,3,L|1h:2|30m:0|15m:0|5m:0|3m:0,,,0.0,,,0.0,0.0
1746102240,2025_05,6,STRUCTURAL_DRIVE,2.6,2.19,score_loser,1.649,0.0,SCALP,SHORT,258.5,356,3,,,,0.0,,,0.0,0.0
1746102240,2025_05,6,ROCHE_SNAP,2.6,2.19,gate3,7.649,0.461,SCALP,SHORT,258.5,356,3,L|1h:2|30m:0|15m:0|5m:0|3m:0,,,0.0,,,0.0,0.0
1746102240,2025_05,6,STRUCTURAL_DRIVE,2.6,2.19,score_loser,1.649,0.0,SCALP,SHORT,258.5,356,3,,,,0.0,,,0.0,0.0
