ts,day,depth,pattern,micro_z,macro_z,gate,gate1_dist,gate3_conv,oracle_label,oracle_dir,oracle_pnl,template_id,tier,pattern_dna,trade_direction,trade_result,trade_pnl,exit_reason,exit_signal_reason,exit_conviction,exit_wave_maturity
1751357700,2025_07,4,STRUCTURAL_DRIVE,2.23,0.0,score_loser,3.909,0.0,MEGA,SHORT,22.5,0,3,,,,0.0,,,0.0,0.0
1751357700,2025_07,4,ROCHE_SNAP,2.23,0.0,gate4_probability,7.909,0.503,MEGA,SHORT,22.5,0,3,S|1h:1|30m:0|15m:0,,,0.0,,,0.0,0.0
1751357700,2025_07,4,STRUCTURAL_DRIVE,2.23,0.0,score_loser,3.909,0.0,MEGA,SHORT,22.5,0,3,,,,0.0,,,0.0,0.0
1751357700,2025_07,4,ROCHE_SNAP,2.23,0.0,gate4_probability,7.909,0.502,MEGA,SHORT,22.5,0,3,S|1h:1|30m:0|15m:0,,,0.0,,,0.0,0.0
1751357700,2025_07,4,STRUCTURAL_DRIVE,2.23,0.0,score_loser,3.909,0.0,MEGA,SHORT,22.5,0,3,,,,0.0,,,0.0,0.0
1751357700,2025_07,4,ROCHE_SNAP,2.23,0.0,gate4_probability,7.909,0.518,MEGA,SHORT,22.5,0,3,S|1h:1|30m:0|15m:0,,,0.0,,,0.0,0.0
1751357700,2025_07,4,STRUCTURAL_DRIVE,2.23,0.0,score_loser,3.909,0.0,MEGA,SHORT,22.5,0,3,,,,0.0,,,0.0,0.0
1751357700,2025_07,4,ROCHE_SNAP,2.23,0.0,gate4_probability,7.909,0.517,MEGA,SHORT,22.5,0,3,S|1h:1|30m:0|15m:0,,,0.0,,,0.0,0.0
1751371200,2025_07,3,STRUCTURAL_DRIVE,2.56,0.0,score_loser,3.506,0.0,SCALP,SHORT,156.5,2,3,,,,0.0,,,0.0,0.0
1751371200,2025_07,4,ROCHE_SNAP,2.74,0.0,score_loser,3.633,0.0,MEGA,SHORT,99.5,2,3,,,,0.0,,,0.0,0.0
1751371200,2025_07,4,STRUCTURAL_DRIVE,2.74,0.0,score_loser,3.633,0.0,MEGA,SHORT,99.5,2,3,,,,0.0,,,0.0,0.0
1751371200,2025_07,3,ROCHE_SNAP,2.56,0.0,gate4_probability,6.506,0.564,SCALP,SHORT,156.5,2,3,L|1h:2|30m:0|15m:0,,,0.0,,,0.0,0.0
1751371200,2025_07,3,STRUCTURAL_DRIVE,2.56,0.0,score_loser,3.506,0.0,SCALP,SHORT,156.5,2,3,,,,0.0,,,0.0,0.0
1751371200,2025_07,4,ROCHE_SNAP,2.74,0.0,score_loser,3.633,0.0,MEGA,SHORT,99.5,2,3,,,,0.0,,,0.0,0.0
1751371200,2025_07,4,STRUCTURAL_DRIVE,2.74,0.0,score_loser,3.633,0.0,MEGA,SHORT,99.5,2,3,,,,0.0,,,0.0,0.0
1751371200,2025_07,3,ROCHE_SNAP,2.56,0.0,gate4_probability,6.506,0.562,SCALP,SHORT,156.5,2,3,L|1h:2|30m:0|15m:0,,,0.0,,,0.0,0.0
1751371200,2025_07,3,STRUCTURAL_DRIVE,2.56,0.0,score_loser,3.506,0.0,SCALP,SHORT,156.5,2,3,,,,0.0,,,0.0,0.0
1751371200,2025_07,4,ROCHE_SNAP,2.74,0.0,score_loser,3.633,0.0,MEGA,SHORT,99.5,2,3,,,,0.0,,,0.0,0.0
1751371200,2025_07,4,STRUCTURAL_DRIVE,2.74,0.0,score_loser,3.633,0.0,MEGA,SHORT,99.5,2,3,,,,0.0,,,0.0,0.0
1751371200,2025_07,3,ROCHE_SNAP,2.56,0.0,gate4_probability,6.506,0.562,SCALP,SHORT,156.5,2,3,L|1h:2|30m:0|15m:0,,,0.0,,,0.0,0.0
1751371200,2025_07,3,STRUCTURAL_DRIVE,2.56,0.0,score_loser,3.506,0.0,SCALP,SHORT,156.5,2,3,,,,0.0,,,0.0,0.0
1751371200,2025_07,4,ROCHE_SNAP,2.74,0.0,score_loser,3.633,0.0,MEGA,SHORT,99.5,2,3,,,,0.0,,,0.0,0.0
1751371200,2025_07,4,STRUCTURAL_DRIVE,2.74,0.0,score_loser,3.633,0.0,MEGA,SHORT,99.5,2,3,,,,0.0,,,0.0,0.0
1751371200,2025_07,3,ROCHE_SNAP,2.56,0.0,gate4_probability,6.506,0.56,SCALP,SHORT,156.5,2,3,L|1h:2|30m:0|15m:0,,,0.0,,,0.0,0.0
1751371500,2025_07,5,STRUCTURAL_DRIVE,2.42,2.74,score_loser,1.661,0.0,MEGA,SHORT,52.5,331,3,,,,0.0,,,0.0,0.0
1751371500,2025_07,5,ROCHE_SNAP,2.42,2.74,traded,6.766,0.579,MEGA,SHORT,52.5,331,3,L|1h:2|30m:0|15m:0|5m:0,SHORT,WIN,39.0,structural_break,structure_break,0.5669815299015996,0.07038615338590018
1751371800,2025_07,5,STRUCTURAL_DRIVE,2.55,2.74,score_loser,1.653,0.0,MEGA,SHORT,71.5,331,3,,,,0.0,,,0.0,0.0
1751371800,2025_07,5,ROCHE_SNAP,2.55,2.74,traded,6.758,0.527,MEGA,SHORT,71.5,331,3,L|1h:2|30m:0|15m:0|5m:0,SHORT,WIN,15.0,structural_break,structure_break,0.5435506915031002,0.0655472906529423
1751372100,2025_07,4,ROCHE_SNAP,2.88,0.0,score_loser,3.756,0.0,SCALP,SHORT,146.5,2,3,,,,0.0,,,0.0,0.0
1751372100,2025_07,4,STRUCTURAL_DRIVE,2.88,0.0,score_loser,3.756,0.0,SCALP,SHORT,146.5,2,3,,,,0.0,,,0.0,0.0
1751372100,2025_07,5,STRUCTURAL_DRIVE,2.16,2.74,score_loser,1.767,0.0,MEGA,SHORT,109.5,343,3,,,,0.0,,,0.0,0.0
1751372100,2025_07,5,ROCHE_SNAP,2.16,2.74,traded,6.872,0.524,MEGA,SHORT,109.5,343,3,L|1h:2|30m:0|15m:0|5m:0,SHORT,WIN,7.5,structural_break,structure_break,0.4838047810562623,0.10000331603801789
1751372400,2025_07,5,STRUCTURAL_DRIVE,2.42,2.74,score_loser,1.419,0.0,MEGA,LONG,143.5,331,3,,,,0.0,,,0.0,0.0
1751372400,2025_07,5,ROCHE_SNAP,2.42,2.74,traded,6.525,0.48,MEGA,LONG,143.5,331,3,L|1h:2|30m:0|15m:0|5m:0,SHORT,WIN,30.0,structural_break,structure_break,0.541551935826836,0.10022601379252279
1751375100,2025_07,5,ROCHE_SNAP,2.09,2.74,gate3,7.346,0.465,MEGA,SHORT,63.0,365,3,S|1h:1|30m:0|15m:0|5m:0,,,0.0,,,0.0,0.0
1751375100,2025_07,5,ROCHE_SNAP,2.09,2.74,gate3,7.346,0.462,MEGA,SHORT,63.0,365,3,S|1h:1|30m:0|15m:0|5m:0,,,0.0,,,0.0,0.0
1751375100,2025_07,5,ROCHE_SNAP,2.09,2.74,gate3,7.346,0.462,MEGA,SHORT,63.0,365,3,S|1h:1|30m:0|15m:0|5m:0,,,0.0,,,0.0,0.0
1751375100,2025_07,5,ROCHE_SNAP,2.09,2.74,gate3,7.346,0.467,MEGA,SHORT,63.0,365,3,S|1h:1|30m:0|15m:0|5m:0,,,0.0,,,0.0,0.0
1751377320,2025_07,6,STRUCTURAL_DRIVE,2.15,2.74,score_loser,1.573,0.0,MEGA,SHORT,111.0,343,3,,,,0.0,,,0.0,0.0
1751377320,2025_07,6,ROCHE_SNAP,2.15,2.74,traded,7.573,0.542,MEGA,SHORT,111.0,343,3,L|1h:2|30m:0|15m:0|5m:0|3m:0,LONG,WIN,7.0,structural_break,structure_break,0.5870853237962297,0.02009360715166184
1751377680,2025_07,6,STRUCTURAL_DRIVE,2.28,2.74,score_loser,2.531,0.0,MEGA,SHORT,37.5,328,3,,,,0.0,,,0.0,0.0
1751377680,2025_07,6,ROCHE_SNAP,2.28,2.74,traded,8.531,0.611,MEGA,SHORT,37.5,328,3,S|1h:1|30m:0|15m:0|5m:0|3m:0,LONG,WIN,28.0,structural_break,structure_break,0.549875614896341,0.10062406384529816
1751379600,2025_07,5,STRUCTURAL_DRIVE,2.22,2.74,score_loser,2.048,0.0,MEGA,SHORT,16.0,322,3,,,,0.0,,,0.0,0.0
1751379600,2025_07,5,ROCHE_SNAP,2.22,2.74,traded,7.153,0.592,MEGA,SHORT,16.0,322,3,L|1h:2|30m:0|15m:0|5m:0,LONG,LOSS,-38.0,structural_break,structure_break,0.5814848592624188,0.1429928469735134
1751379840,2025_07,6,STRUCTURAL_DRIVE,2.28,2.74,score_loser,1.671,0.0,MEGA,SHORT,19.0,322,3,,,,0.0,,,0.0,0.0
1751379840,2025_07,6,ROCHE_SNAP,2.28,2.74,traded,7.671,0.581,MEGA,SHORT,19.0,322,3,L|1h:2|30m:0|15m:0|5m:0|3m:0,LONG,LOSS,-66.0,structural_break,structure_break,0.584380291152341,0.1067416067355325
1751380200,2025_07,3,STRUCTURAL_DRIVE,3.26,0.0,score_loser,3.212,0.0,SCALP,LONG,350.5,2,3,,,,0.0,,,0.0,0.0
