timestamp,direction,entry_price,target_price,stop_price,z_score,band_touched,regime_bars,osc_coherence,term_pid,pid_class,tension_reason,oracle_label,oracle_label_name,oracle_mfe,oracle_mae,would_have_hit_target,would_have_hit_stop,theoretical_pnl
1740957435.0,LONG,21016.75,21021.367094498484,21014.52972020456,-1.0397551038306283,1sig,3,0.8087778836642597,-1.2774815894361677,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-4.44
1740957450.0,LONG,21014.5,21020.28336722339,21012.27972020456,-1.3023960392887128,1sig,4,0.8508416042012601,-1.6845857893704388,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-4.44
1740958260.0,LONG,20991.5,20996.85064817123,20989.27972020456,-1.2049490749346015,1sig,3,0.644822169797522,-0.7018139639147826,STABLE,,0,NOISE,0.0,0.0,False,True,-4.44
1740958275.0,LONG,20989.5,20994.250470805997,20987.27972020456,-1.0697910271828526,1sig,4,0.6447674723938069,-0.8298706302689284,STABLE,,0,NOISE,0.0,0.0,True,False,9.5
1740958365.0,SHORT,20997.5,20992.193281168664,20999.72027979544,1.195056326286183,1sig,3,0.6287428135935433,0.5773628694598636,STABLE,,0,NOISE,0.0,0.0,False,True,-4.44
1740958395.0,SHORT,20998.5,20993.30930174386,21000.72027979544,1.1689288590557132,1sig,5,0.8623961431804746,0.8555415675552354,STABLE,,0,NOISE,0.0,0.0,True,False,10.38
1740958710.0,LONG,20984.25,20991.70957738643,20982.02972020456,-1.679873275824692,1sig,3,0.640708756188754,-1.4706837248260223,TENSION,outer_roche,0,NOISE,0.0,0.0,True,False,14.92
1740958725.0,LONG,20985.0,20989.69832357215,20982.77972020456,-1.0580476347611774,1sig,4,0.6765198927820566,-1.0507003066510687,TENSION,maxed_force,0,NOISE,0.0,0.0,True,False,9.4
1740960750.0,LONG,20931.25,20936.472900871187,20929.02972020456,-1.1761807862929377,1sig,3,0.5512518636150943,-1.4320798214130406,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-4.44
1740961725.0,LONG,20883.5,20889.295305115058,20881.27972020456,-1.30508441480158,1sig,5,0.5148811176475472,-1.9789007469248503,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-4.44
1740961785.0,LONG,20881.75,20886.477543909794,20879.52972020456,-1.0646279625435557,1sig,9,0.792008920738189,-1.607822285218694,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-4.44
1740961800.0,LONG,20879.25,20885.358671455728,20877.02972020456,-1.3756535253504356,1sig,10,0.7757393571498821,-1.750031875236594,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-4.44
1740961815.0,LONG,20877.75,20884.648390659473,20875.52972020456,-1.553495796708859,1sig,11,0.7202437773555666,-1.8123163526261141,TENSION,outer_roche,0,NOISE,0.0,0.0,False,True,-4.44
1740962100.0,LONG,20876.75,20883.841044826644,20874.52972020456,-1.5968809069025958,1sig,7,0.6184686413059687,-2.0132959153010255,TENSION,outer_roche,0,NOISE,0.0,0.0,False,True,-4.44
1740962520.0,LONG,20885.0,20891.98130838236,20882.77972020456,-1.5721686061127973,1sig,11,0.5570279321366779,-2.0290372520372237,TENSION,outer_roche,0,NOISE,0.0,0.0,False,True,-4.44
1740962640.0,LONG,20886.25,20892.127579910408,20884.02972020456,-1.3236124389536692,1sig,7,0.63843390638883,-1.903894792863737,TENSION,maxed_force,0,NOISE,0.0,0.0,True,False,11.76
1740962835.0,LONG,20894.25,20899.606482709543,20892.02972020456,-1.206262994542529,1sig,6,0.5817851922927213,-1.6956582616713494,TENSION,maxed_force,0,NOISE,0.0,0.0,True,False,10.71
1740963030.0,LONG,20901.5,20907.02122178031,20899.27972020456,-1.2433617131598331,1sig,8,0.6415516518646195,-1.8266865139609103,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-4.44
1740963855.0,LONG,20906.5,20911.07344897607,20904.27972020456,-1.0299262699814486,1sig,11,0.5354592531524908,-1.5648209067733503,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-4.44
1740963870.0,LONG,20905.5,20911.529905197654,20903.27972020456,-1.3579156127157241,1sig,12,0.5656128789344923,-1.744555674904717,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-4.44
1740964110.0,SHORT,20917.25,20911.56363656221,20919.47027979544,1.280551093035096,1sig,14,0.7115415016705262,-0.30066686106499413,STABLE,,0,NOISE,0.0,0.0,True,False,11.37
1740964140.0,LONG,20909.25,20914.33591334937,20907.02972020456,-1.1453316288805082,1sig,16,0.5050779838203547,-1.7700747445636402,TENSION,maxed_force,0,NOISE,0.0,0.0,True,False,10.17
1740964500.0,LONG,20889.0,20896.299416414902,20886.77972020456,-1.6438055307011417,1sig,7,0.5137837879209494,-2.2504689022361752,TENSION,outer_roche,0,NOISE,0.0,0.0,False,True,-4.44
1740964590.0,LONG,20886.75,20892.038669141893,20884.52972020456,-1.1909915932108721,1sig,13,0.5591188618180998,-1.9629890242744896,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-4.44
1740964815.0,SHORT,20895.5,20889.80086966122,20897.72027979544,1.2834261588294125,1sig,3,0.6410194891638675,-0.33964066406584814,STABLE,,0,NOISE,0.0,0.0,False,True,-4.44
1740964965.0,LONG,20889.25,20893.964293592842,20887.02972020456,-1.0616440330004275,1sig,4,0.6343297424643225,-1.692601461928145,TENSION,maxed_force,0,NOISE,0.0,0.0,True,False,9.43
1740965040.0,SHORT,20901.5,20896.63183175479,20903.72027979544,1.0962961188956015,1sig,3,0.5945186616503121,-0.41023490311812466,STABLE,,0,NOISE,0.0,0.0,False,True,-4.44
1740965175.0,LONG,20902.0,20907.770688498957,20899.77972020456,-1.2995408305752216,1sig,7,0.6247831142170929,-1.857740368907751,TENSION,maxed_force,0,NOISE,0.0,0.0,True,False,11.54
1740965190.0,LONG,20901.0,20907.962866519603,20898.77972020456,-1.568015556845437,1sig,8,0.5717649051809085,-1.8377027236767618,TENSION,outer_roche,0,NOISE,0.0,0.0,True,False,13.93
1740965370.0,LONG,20912.75,20917.68265492057,20910.52972020456,-1.1108183145874473,1sig,7,0.7131566841410952,-1.652808855806628,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-4.44
1740965385.0,LONG,20912.5,20918.247715663947,20910.27972020456,-1.2943674206620464,1sig,8,0.6942884484429468,-1.683893531545943,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-4.44
1740965535.0,LONG,20903.5,20911.074090109556,20901.27972020456,-1.7056611795289907,1sig,4,0.5457531206969727,-2.1485342611626987,TENSION,outer_roche,0,NOISE,0.0,0.0,False,True,-4.44
1740965550.0,LONG,20903.5,20909.03203987063,20901.27972020456,-1.245797912945238,1sig,5,0.525444589367198,-1.5309263031558684,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-4.44
1740966150.0,LONG,20889.25,20895.862002263246,20887.02972020456,-1.489002034072616,1sig,14,0.62259340183792,-1.9698937010450988,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-4.44
1740966330.0,SHORT,20900.5,20895.92783972613,20902.72027979544,1.029636058315297,1sig,3,0.5759471019852247,-0.3786984332009748,STABLE,,0,NOISE,0.0,0.0,False,True,-4.44
1740967230.0,LONG,20940.25,20947.66578351898,20938.02972020456,-1.6700110351417288,1sig,4,0.6720283828666184,-2.009902577973919,TENSION,outer_roche,0,NOISE,0.0,0.0,True,False,14.83
1740967500.0,LONG,20944.25,20949.052523891856,20942.02972020456,-1.0815132177749458,1sig,6,0.7221096245532597,-1.6175222192592096,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-4.44
1740967770.0,LONG,20944.75,20951.151364548976,20942.52972020456,-1.4415670858508973,1sig,3,0.7564337034616854,-1.836109565675879,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-4.44
1740968010.0,LONG,20944.5,20951.70067111704,20942.27972020456,-1.6215684013841618,1sig,6,0.5025037084363755,-2.1821940176397003,TENSION,outer_roche,0,NOISE,0.0,0.0,False,True,-4.44
1740968175.0,LONG,20945.75,20950.296617576343,20943.52972020456,-1.023883923476395,1sig,6,0.6052862302253402,-1.602369224104408,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-4.44
1740968205.0,LONG,20943.25,20948.909483468586,20941.02972020456,-1.2744978088354377,1sig,8,0.6478640272723157,-1.7822082700584092,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-4.44
1740968295.0,LONG,20941.0,20946.997676287916,20938.77972020456,-1.3506577639963986,1sig,14,0.635683508544334,-1.8561604804216507,TENSION,maxed_force,0,NOISE,0.0,0.0,True,False,12.0
1740968505.0,LONG,20943.25,20948.343344557845,20941.02972020456,-1.1470051135673272,1sig,6,0.5506819880668267,-1.9375120965480916,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-4.44
1740968520.0,LONG,20942.5,20947.95331364939,20940.27972020456,-1.2280690164782444,1sig,7,0.5222635992787931,-1.6302472888213055,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-4.44
1740968535.0,LONG,20941.0,20948.70062979109,20938.77972020456,-1.7341575162952947,1sig,8,0.5080606598960171,-1.9682964581110574,TENSION,outer_roche,0,NOISE,0.0,0.0,False,True,-4.44
1740968805.0,SHORT,20941.25,20936.3571802763,20943.47027979544,1.1018475540209312,1sig,3,0.5588658602401781,-0.30104577205690697,STABLE,,0,NOISE,0.0,0.0,True,False,9.79
1740968910.0,LONG,20936.0,20940.72556040069,20933.77972020456,-1.0641812825554582,1sig,10,0.8200355039815816,-1.5803644696705643,TENSION,maxed_force,0,NOISE,0.0,0.0,True,False,9.45
1740969330.0,SHORT,20939.75,20935.000670046502,20941.97027979544,1.0695341108014864,1sig,6,0.6042238669960609,-0.41505725759707107,STABLE,,0,NOISE,0.0,0.0,False,True,-4.44
1740969570.0,LONG,20940.25,20946.357007359646,20938.02972020456,-1.3752787761670906,1sig,3,0.5220498867582588,-1.859556058471619,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-4.44
1740969585.0,LONG,20940.75,20945.224993044674,20938.52972020456,-1.007754305079311,1sig,4,0.5144798802097933,-1.4303722583220995,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-4.44
1740969690.0,LONG,20937.5,20943.385505728733,20935.27972020456,-1.3253973082165535,1sig,11,0.6031027909504793,-2.0019886261130098,TENSION,maxed_force,0,NOISE,0.0,0.0,True,False,11.77
1740969855.0,SHORT,20941.0,20935.816580183604,20943.22027979544,1.1672897774054396,1sig,22,0.6554327728881983,-0.3471565006541354,STABLE,,0,NOISE,0.0,0.0,False,True,-4.44
1740970260.0,SHORT,20944.0,20938.678344415523,20946.22027979544,1.1984200359347121,1sig,3,0.7736066683249959,-0.3112797494234665,STABLE,,0,NOISE,0.0,0.0,False,True,-4.44
1740970500.0,LONG,20948.75,20953.350966810427,20946.52972020456,-1.0361231993991784,1sig,4,0.6718989089326417,-1.550850076938406,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-4.44
1740970545.0,LONG,20948.25,20953.12790503979,20946.02972020456,-1.0984888142939566,1sig,7,0.8618825612693416,-1.5931667372310108,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-4.44
1740970560.0,LONG,20947.0,20952.68140992712,20944.77972020456,-1.2794355780715634,1sig,8,0.8170157361052242,-1.675907141791303,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-4.44
1740970575.0,LONG,20945.5,20951.95561493772,20943.27972020456,-1.4537841021151638,1sig,9,0.7659583460664994,-1.7617617558663021,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-4.44
1740970590.0,LONG,20943.0,20950.596410224687,20940.77972020456,-1.7106875989869261,1sig,10,0.7576097557376208,-1.9067244988678154,TENSION,outer_roche,0,NOISE,0.0,0.0,False,True,-4.44
1740970605.0,LONG,20940.25,20948.33045756997,20938.02972020456,-1.8196935328962185,1sig,11,0.7705233350330185,-1.9316479532299677,TENSION,outer_roche,0,NOISE,0.0,0.0,False,True,-4.44
1740970665.0,LONG,20936.25,20941.75738561092,20934.02972020456,-1.2402458514976065,1sig,3,0.6441266784226752,-1.7350077499893541,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-4.44
1740971130.0,LONG,20915.0,20920.57645870468,20912.77972020456,-1.2558008941325483,1sig,5,0.6060848640871044,-1.685983973501524,TENSION,maxed_force,0,NOISE,0.0,0.0,True,False,11.15
1740971250.0,LONG,20910.75,20915.24804447099,20908.52972020456,-1.0129454135073792,1sig,3,0.5216189396085749,-1.7223510573510585,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-4.44
1740971535.0,LONG,20907.25,20914.37136956991,20905.02972020456,-1.6037099433438617,1sig,10,0.5023337944947308,-1.9666487530466643,TENSION,outer_roche,0,NOISE,0.0,0.0,False,True,-4.44
1740971550.0,LONG,20908.25,20913.919654595098,20906.02972020456,-1.2767883144138366,1sig,11,0.5021804156602971,-1.5730098314209133,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-4.44
1740971565.0,LONG,20907.25,20913.473269528244,20905.02972020456,-1.401460649469018,1sig,12,0.5678042353548421,-1.7256647917455454,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-4.44
1740971580.0,LONG,20905.75,20912.69328385914,20903.52972020456,-1.5636056035352386,1sig,13,0.7509219544999373,-1.8142317925808633,TENSION,outer_roche,0,NOISE,0.0,0.0,True,False,13.89
1740971595.0,LONG,20905.75,20910.832991599014,20903.52972020456,-1.1446736599256708,1sig,14,0.838394091666485,-1.4885504412409218,TENSION,maxed_force,0,NOISE,0.0,0.0,True,False,10.17
1740971775.0,SHORT,20909.75,20904.991925995764,20911.97027979544,1.07150324342131,1sig,3,0.6038199652117077,-0.4690889524451967,STABLE,,0,NOISE,0.0,0.0,False,True,-4.44
1740972180.0,LONG,20885.75,20892.327885395105,20883.52972020456,-1.4813190230824365,1sig,3,0.6944335247816418,-1.773848352525216,TENSION,maxed_force,0,NOISE,0.0,0.0,True,False,13.16
1740972195.0,LONG,20885.5,20890.392023480734,20883.27972020456,-1.1016682426191204,1sig,4,0.766190478227927,-1.474903965216897,TENSION,maxed_force,0,NOISE,0.0,0.0,True,False,9.78
1740972420.0,SHORT,20896.0,20891.356562673398,20898.22027979544,1.0456874255524053,1sig,6,0.6244844191296772,-0.35953414252641047,STABLE,,0,NOISE,0.0,0.0,False,True,-4.44
1740972585.0,LONG,20899.25,20904.42418351012,20897.02972020456,-1.1652097903931529,1sig,9,0.7461234097609829,-1.639517016727449,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-4.44
1740972750.0,LONG,20894.75,20901.589579873806,20892.52972020456,-1.5402517934555915,1sig,6,0.5971889157760019,-1.9599909543738767,TENSION,outer_roche,0,NOISE,0.0,0.0,True,False,13.68
1740973020.0,LONG,20906.5,20912.639684958634,20904.27972020456,-1.3826376682886403,1sig,8,0.5243524685929264,-1.7937747688258823,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-4.44
1740973635.0,LONG,20911.5,20916.99065086666,20909.27972020456,-1.2364772399258124,1sig,7,0.5280012042691821,-1.7361211159568168,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-4.44
1740973665.0,LONG,20911.25,20916.715701977795,20909.02972020456,-1.230858828922662,1sig,9,0.6740999278519006,-1.6646122040721305,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-4.44
1740973680.0,LONG,20911.25,20916.16113373043,20909.02972020456,-1.1059718105156586,1sig,10,0.8043022563306605,-1.5280085015764284,TENSION,maxed_force,0,NOISE,0.0,0.0,True,False,9.82
1740974115.0,SHORT,20921.75,20916.4290180739,20923.97027979544,1.1982683301948431,1sig,4,0.6283992047839714,-0.3153384540115313,STABLE,,0,NOISE,0.0,0.0,False,True,-4.44
1740974190.0,LONG,20918.0,20923.25262213178,20915.77972020456,-1.1828739203416812,1sig,9,0.6457049132206072,-1.7305896328341426,TENSION,maxed_force,0,NOISE,0.0,0.0,True,False,10.51
1740974205.0,LONG,20917.5,20924.12890736318,20915.27972020456,-1.4928090092046933,1sig,10,0.6541607175016385,-1.8083915223749492,TENSION,maxed_force,0,NOISE,0.0,0.0,True,False,13.26
1740974445.0,LONG,20923.0,20928.5791147215,20920.77972020456,-1.2563990207343927,1sig,4,0.607208267853856,-1.9599453623254737,TENSION,maxed_force,0,NOISE,0.0,0.0,True,False,11.16
1740974580.0,SHORT,20929.0,20923.87640072154,20931.22027979544,1.1538183811290583,1sig,13,0.6893265732661105,-0.3071300153973222,STABLE,,0,NOISE,0.0,0.0,False,True,-4.44
1740975015.0,LONG,20931.5,20936.099537600447,20929.27972020456,-1.0358013458232778,1sig,11,0.7167177082395074,-1.7066886039836056,TENSION,maxed_force,0,NOISE,0.0,0.0,True,False,9.2
1740975645.0,LONG,20939.5,20945.673205313054,20937.27972020456,-1.3901863462724646,1sig,4,0.6399869647705028,-1.8627425841877128,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-4.44
