**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

tf,vol_feature,var_feature,corner,n,dominant_regime,dominant_pct,mean_fwd,win_rate
1h,L1_1h_vol_velocity_1b,L3_1h_swing_noise_w,LOW_VOL_LOW_VAR,4339,FLAT_CHOPPY,0.40700622263194286,-2.2348467388799262,0.5134823692094953
1h,L1_1h_vol_velocity_1b,L3_1h_swing_noise_w,LOW_VOL_HIGH_VAR,6261,FLAT_CHOPPY,0.3430761859127935,-1.4429004951285738,0.48522600223606455
1h,L1_1h_vol_velocity_1b,L3_1h_swing_noise_w,HIGH_VOL_LOW_VAR,4542,FLAT_CHOPPY,0.43086745926904446,-0.49482606781153676,0.5191545574636723
1h,L1_1h_vol_velocity_1b,L3_1h_swing_noise_w,HIGH_VOL_HIGH_VAR,5716,FLAT_CHOPPY,0.3908327501749475,1.1672498250524843,0.5204688593421973
1h,L1_1h_vol_accel_1b,L1_1h_bar_range,LOW_VOL_LOW_VAR,4733,FLAT_CHOPPY,0.35305303190365517,-0.1989752799492922,0.5064441157828016
1h,L1_1h_vol_accel_1b,L1_1h_bar_range,LOW_VOL_HIGH_VAR,5568,FLAT_CHOPPY,0.4504310344827586,3.6013829022988504,0.5407686781609196
1h,L1_1h_vol_accel_1b,L1_1h_bar_range,HIGH_VOL_LOW_VAR,2291,FLAT_CHOPPY,0.3505019642077695,1.7121344391095592,0.5320820602357049
1h,L1_1h_vol_accel_1b,L1_1h_bar_range,HIGH_VOL_HIGH_VAR,8266,FLAT_CHOPPY,0.4265666586015001,-0.0026615049600774254,0.5154851197677232
1h,L1_1h_vol_accel_1b,L2_1h_price_sigma_w,LOW_VOL_LOW_VAR,4549,FLAT_CHOPPY,0.35876016706968566,-5.150967245548472,0.49329522972081774
1h,L1_1h_vol_accel_1b,L2_1h_price_sigma_w,LOW_VOL_HIGH_VAR,5737,FLAT_CHOPPY,0.39742025448840856,6.689994770786125,0.5483702283423392
1h,L1_1h_vol_accel_1b,L2_1h_price_sigma_w,HIGH_VOL_LOW_VAR,3953,FLAT_SMOOTH,0.33215279534530734,0.4459271439413104,0.5469263850240323
1h,L1_1h_vol_accel_1b,L2_1h_price_sigma_w,HIGH_VOL_HIGH_VAR,6556,FLAT_CHOPPY,0.3610433190970104,-1.2972467968273338,0.4971018913971934
1h,L1_1h_vol_accel_1b,L3_1h_swing_noise_w,LOW_VOL_LOW_VAR,4701,FLAT_CHOPPY,0.42948308870453095,-4.034194852159115,0.48670495639225697
1h,L1_1h_vol_accel_1b,L3_1h_swing_noise_w,LOW_VOL_HIGH_VAR,5745,FLAT_CHOPPY,0.36362053959965185,0.31353350739773717,0.5120974760661444
1h,L1_1h_vol_accel_1b,L3_1h_swing_noise_w,HIGH_VOL_LOW_VAR,4118,FLAT_CHOPPY,0.3958232151529869,-2.191719281204468,0.5157843613404566
1h,L1_1h_vol_accel_1b,L3_1h_swing_noise_w,HIGH_VOL_HIGH_VAR,6268,FLAT_CHOPPY,0.36407147415443525,-1.8841336949585195,0.5012763241863434
1h,L2_1h_vol_mean_w,L1_1h_bar_range,LOW_VOL_LOW_VAR,6229,FLAT_CHOPPY,0.38304703804784074,0.15949590624498314,0.5140471985872531
1h,L2_1h_vol_mean_w,L1_1h_bar_range,LOW_VOL_HIGH_VAR,3059,FLAT_CHOPPY,0.4753187316116378,7.077721477607061,0.536776724419745
1h,L2_1h_vol_mean_w,L1_1h_bar_range,HIGH_VOL_LOW_VAR,3652,FLAT_CHOPPY,0.4115553121577218,2.1660733844468782,0.5290251916757941
1h,L2_1h_vol_mean_w,L1_1h_bar_range,HIGH_VOL_HIGH_VAR,7116,FLAT_CHOPPY,0.44013490725126475,2.5691048341765037,0.5269814502529511
1h,L2_1h_vol_mean_w,L2_1h_price_sigma_w,LOW_VOL_LOW_VAR,9578,FLAT_CHOPPY,0.36813531008561284,-1.0535602422217583,0.5172269784923784
1h,L2_1h_vol_mean_w,L2_1h_price_sigma_w,LOW_VOL_HIGH_VAR,1380,FLAT_CHOPPY,0.5130434782608696,3.6480072463768116,0.5268115942028986
1h,L2_1h_vol_mean_w,L2_1h_price_sigma_w,HIGH_VOL_LOW_VAR,974,FLAT_CHOPPY,0.3213552361396304,0.688911704312115,0.5225872689938398
1h,L2_1h_vol_mean_w,L2_1h_price_sigma_w,HIGH_VOL_HIGH_VAR,10241,FLAT_CHOPPY,0.3716433941997852,2.9896250366175177,0.5284640171858217
1h,L2_1h_vol_mean_w,L3_1h_swing_noise_w,LOW_VOL_LOW_VAR,7351,FLAT_CHOPPY,0.43762753366888857,-2.6294041626989526,0.5040130594476941
1h,L2_1h_vol_mean_w,L3_1h_swing_noise_w,LOW_VOL_HIGH_VAR,2629,FLAT_CHOPPY,0.3377710155952834,-2.789273488018258,0.47242297451502474
1h,L2_1h_vol_mean_w,L3_1h_swing_noise_w,HIGH_VOL_LOW_VAR,2103,FLAT_CHOPPY,0.4688540180694246,0.5928435568235854,0.5387541607227769
1h,L2_1h_vol_mean_w,L3_1h_swing_noise_w,HIGH_VOL_HIGH_VAR,8474,FLAT_CHOPPY,0.3498937927779089,0.2114113759735662,0.5082605617181969
1h,L2_1h_vol_sigma_w,L1_1h_bar_range,LOW_VOL_LOW_VAR,6156,FLAT_CHOPPY,0.37183235867446396,0.5679012345679012,0.5237166991552956
1h,L2_1h_vol_sigma_w,L1_1h_bar_range,LOW_VOL_HIGH_VAR,3227,FLAT_CHOPPY,0.49891540130151846,4.953749612643322,0.5150294391075302
1h,L2_1h_vol_sigma_w,L1_1h_bar_range,HIGH_VOL_LOW_VAR,2978,FLAT_CHOPPY,0.42343854936198794,2.499832102081934,0.5322364002686367
1h,L2_1h_vol_sigma_w,L1_1h_bar_range,HIGH_VOL_HIGH_VAR,8088,FLAT_CHOPPY,0.43026706231454004,0.10799950544015825,0.5199060336300693
1h,L2_1h_vol_sigma_w,L2_1h_price_sigma_w,LOW_VOL_LOW_VAR,8858,FLAT_CHOPPY,0.3682546850304809,-0.9729905170467374,0.5208850756378415
1h,L2_1h_vol_sigma_w,L2_1h_price_sigma_w,LOW_VOL_HIGH_VAR,2064,FLAT_CHOPPY,0.5,0.5593507751937985,0.4898255813953488
1h,L2_1h_vol_sigma_w,L2_1h_price_sigma_w,HIGH_VOL_LOW_VAR,937,FLAT_CHOPPY,0.423692636072572,-2.994930629669157,0.5218783351120597
1h,L2_1h_vol_sigma_w,L2_1h_price_sigma_w,HIGH_VOL_HIGH_VAR,10348,FLAT_CHOPPY,0.3745651333591032,2.7433803633552376,0.5348859683030537
1h,L2_1h_vol_sigma_w,L3_1h_swing_noise_w,LOW_VOL_LOW_VAR,6787,FLAT_CHOPPY,0.42448799174893176,-2.600228377781052,0.5068513334315603
1h,L2_1h_vol_sigma_w,L3_1h_swing_noise_w,LOW_VOL_HIGH_VAR,3385,FLAT_CHOPPY,0.386410635155096,-4.562776957163958,0.4635155096011817
1h,L2_1h_vol_sigma_w,L3_1h_swing_noise_w,HIGH_VOL_LOW_VAR,1214,FLAT_CHOPPY,0.5749588138385503,-0.2475288303130148,0.5617792421746294
1h,L2_1h_vol_sigma_w,L3_1h_swing_noise_w,HIGH_VOL_HIGH_VAR,9169,FLAT_CHOPPY,0.3690696913512924,-1.116315846875341,0.5097611517068382
1h,L2_1h_vol_velocity_w,L1_1h_bar_range,LOW_VOL_LOW_VAR,7909,FLAT_CHOPPY,0.3571880136553294,0.10734606144898218,0.5201668984700973
1h,L2_1h_vol_velocity_w,L1_1h_bar_range,LOW_VOL_HIGH_VAR,2415,FLAT_CHOPPY,0.3734989648033126,4.024948240165632,0.5254658385093167
1h,L2_1h_vol_velocity_w,L1_1h_bar_range,HIGH_VOL_LOW_VAR,744,FLAT_CHOPPY,0.3225806451612903,-1.2214381720430108,0.4798387096774194
1h,L2_1h_vol_velocity_w,L1_1h_bar_range,HIGH_VOL_HIGH_VAR,10800,FLAT_CHOPPY,0.45555555555555555,2.7510879629629628,0.5320370370370371
1h,L2_1h_vol_velocity_w,L2_1h_price_sigma_w,LOW_VOL_LOW_VAR,5975,FLAT_CHOPPY,0.3593305439330544,0.4589121338912134,0.5365690376569038
1h,L2_1h_vol_velocity_w,L2_1h_price_sigma_w,LOW_VOL_HIGH_VAR,4140,FLAT_CHOPPY,0.37077294685990336,4.718478260869565,0.5301932367149759
1h,L2_1h_vol_velocity_w,L2_1h_price_sigma_w,HIGH_VOL_LOW_VAR,3684,FLAT_CHOPPY,0.36807817589576547,1.2419923995656894,0.5450597176981542
1h,L2_1h_vol_velocity_w,L2_1h_price_sigma_w,HIGH_VOL_HIGH_VAR,6747,FLAT_CHOPPY,0.40595820364606494,2.8213650511338373,0.5226026382095746
1h,L2_1h_vol_velocity_w,L3_1h_swing_noise_w,LOW_VOL_LOW_VAR,5073,FLAT_CHOPPY,0.39976345357776466,-1.0257244234180958,0.5046323674354425
1h,L2_1h_vol_velocity_w,L3_1h_swing_noise_w,LOW_VOL_HIGH_VAR,5065,FLAT_CHOPPY,0.2985192497532083,0.9023198420533071,0.5151036525172754
1h,L2_1h_vol_velocity_w,L3_1h_swing_noise_w,HIGH_VOL_LOW_VAR,4068,FLAT_CHOPPY,0.4424778761061947,0.6893436578171092,0.5454768928220256
1h,L2_1h_vol_velocity_w,L3_1h_swing_noise_w,HIGH_VOL_HIGH_VAR,6483,FLAT_CHOPPY,0.4150856085145766,0.23095017738701218,0.5057843590930124
1h,L2_1h_vol_accel_w,L1_1h_bar_range,LOW_VOL_LOW_VAR,5138,FLAT_CHOPPY,0.3546126897625535,0.8778221097703387,0.5155702608018684
1h,L2_1h_vol_accel_w,L1_1h_bar_range,LOW_VOL_HIGH_VAR,5030,FLAT_CHOPPY,0.4393638170974155,3.4175944333996022,0.5326043737574553
1h,L2_1h_vol_accel_w,L1_1h_bar_range,HIGH_VOL_LOW_VAR,4408,FLAT_CHOPPY,0.36705989110707804,-0.11938520871143375,0.5186025408348457
1h,L2_1h_vol_accel_w,L1_1h_bar_range,HIGH_VOL_HIGH_VAR,7236,FLAT_CHOPPY,0.4295190713101161,1.0259812050856827,0.5315091210613598
1h,L2_1h_vol_accel_w,L2_1h_price_sigma_w,LOW_VOL_LOW_VAR,3413,FLAT_CHOPPY,0.3515968356284793,0.15829182537357164,0.5294462349838851
1h,L2_1h_vol_accel_w,L2_1h_price_sigma_w,LOW_VOL_HIGH_VAR,7058,FLAT_CHOPPY,0.38098611504675545,4.4891258146783795,0.536270898271465
1h,L2_1h_vol_accel_w,L2_1h_price_sigma_w,HIGH_VOL_LOW_VAR,6168,FLAT_CHOPPY,0.3714332036316472,0.6976329442282749,0.5356679636835279
1h,L2_1h_vol_accel_w,L2_1h_price_sigma_w,HIGH_VOL_HIGH_VAR,3963,FLAT_CHOPPY,0.3883421650264951,0.6406131718395155,0.5193035579106737
1h,L2_1h_vol_accel_w,L3_1h_swing_noise_w,LOW_VOL_LOW_VAR,4195,FLAT_CHOPPY,0.42097735399284864,-0.7563766388557807,0.5103694874851014
1h,L2_1h_vol_accel_w,L3_1h_swing_noise_w,LOW_VOL_HIGH_VAR,6195,FLAT_CHOPPY,0.34301856335754644,-0.19697336561743342,0.5018563357546408
1h,L2_1h_vol_accel_w,L3_1h_swing_noise_w,HIGH_VOL_LOW_VAR,4644,FLAT_CHOPPY,0.43906115417743324,-0.33263350559862187,0.5217484926787253
1h,L2_1h_vol_accel_w,L3_1h_swing_noise_w,HIGH_VOL_HIGH_VAR,5389,FLAT_CHOPPY,0.3700129894228985,-3.0424475784004454,0.49656708109111153
4h,L1_4h_vol_velocity_1b,L1_4h_bar_range,LOW_VOL_LOW_VAR,5733,FLAT_CHOPPY,0.33368219082504796,1.137580673294959,0.5347985347985348
4h,L1_4h_vol_velocity_1b,L1_4h_bar_range,LOW_VOL_HIGH_VAR,4405,FLAT_CHOPPY,0.4497162315550511,2.0965380249716232,0.5407491486946652
4h,L1_4h_vol_velocity_1b,L1_4h_bar_range,HIGH_VOL_LOW_VAR,804,FLAT_SMOOTH,0.34328358208955223,4.856654228855722,0.554726368159204
4h,L1_4h_vol_velocity_1b,L1_4h_bar_range,HIGH_VOL_HIGH_VAR,9998,FLAT_CHOPPY,0.45509101820364073,-0.8289657931586317,0.5086017203440688
4h,L1_4h_vol_velocity_1b,L2_4h_price_sigma_w,LOW_VOL_LOW_VAR,4386,FLAT_CHOPPY,0.44984040127678976,0.40486776105791156,0.5207478340173278
4h,L1_4h_vol_velocity_1b,L2_4h_price_sigma_w,LOW_VOL_HIGH_VAR,5868,FLAT_CHOPPY,0.35787321063394684,0.23709100204498978,0.5139740967961827
4h,L1_4h_vol_velocity_1b,L2_4h_price_sigma_w,HIGH_VOL_LOW_VAR,4668,FLAT_CHOPPY,0.43444730077120824,1.5895994001713796,0.5263496143958869
4h,L1_4h_vol_velocity_1b,L2_4h_price_sigma_w,HIGH_VOL_HIGH_VAR,5948,FLAT_CHOPPY,0.355581708137189,0.4120712844653665,0.5161398789509078
4h,L1_4h_vol_velocity_1b,L3_4h_swing_noise_w,LOW_VOL_LOW_VAR,4632,FLAT_CHOPPY,0.48639896373056996,1.2149179620034543,0.5330310880829016
4h,L1_4h_vol_velocity_1b,L3_4h_swing_noise_w,LOW_VOL_HIGH_VAR,5281,FLAT_CHOPPY,0.41829199015338003,0.12781670138231396,0.5188411285741337
4h,L1_4h_vol_velocity_1b,L3_4h_swing_noise_w,HIGH_VOL_LOW_VAR,4008,FLAT_CHOPPY,0.47604790419161674,-2.317864271457086,0.5266966067864272
4h,L1_4h_vol_velocity_1b,L3_4h_swing_noise_w,HIGH_VOL_HIGH_VAR,6135,FLAT_CHOPPY,0.41907090464547675,0.20721271393643031,0.5096984515077425
4h,L1_4h_vol_accel_1b,L1_4h_bar_range,LOW_VOL_LOW_VAR,4784,FLAT_SMOOTH,0.3210702341137124,2.4154995819397995,0.5420150501672241
4h,L1_4h_vol_accel_1b,L1_4h_bar_range,LOW_VOL_HIGH_VAR,5316,FLAT_CHOPPY,0.4717832957110609,1.0875188111361926,0.5280285929270128
4h,L1_4h_vol_accel_1b,L1_4h_bar_range,HIGH_VOL_LOW_VAR,3885,FLAT_CHOPPY,0.36653796653796655,0.655984555984556,0.5335907335907336
4h,L1_4h_vol_accel_1b,L1_4h_bar_range,HIGH_VOL_HIGH_VAR,7864,FLAT_CHOPPY,0.4154374364191251,0.6207718718209563,0.5055951169888098
4h,L1_4h_vol_accel_1b,L2_4h_price_sigma_w,LOW_VOL_LOW_VAR,4817,FLAT_CHOPPY,0.43201162549304545,1.759912808802159,0.5358106705418311
4h,L1_4h_vol_accel_1b,L2_4h_price_sigma_w,LOW_VOL_HIGH_VAR,5472,FLAT_CHOPPY,0.35964912280701755,0.3784265350877193,0.49872076023391815
4h,L1_4h_vol_accel_1b,L2_4h_price_sigma_w,HIGH_VOL_LOW_VAR,4940,FLAT_CHOPPY,0.4244939271255061,-1.0677125506072875,0.504251012145749
4h,L1_4h_vol_accel_1b,L2_4h_price_sigma_w,HIGH_VOL_HIGH_VAR,5727,FLAT_CHOPPY,0.37349397590361444,3.464030033176183,0.5135323904312904
4h,L1_4h_vol_accel_1b,L3_4h_swing_noise_w,LOW_VOL_LOW_VAR,4930,FLAT_CHOPPY,0.5056795131845842,2.6281440162271807,0.5488843813387424
4h,L1_4h_vol_accel_1b,L3_4h_swing_noise_w,LOW_VOL_HIGH_VAR,5280,FLAT_CHOPPY,0.40454545454545454,-0.4992897727272727,0.5028409090909091
4h,L1_4h_vol_accel_1b,L3_4h_swing_noise_w,HIGH_VOL_LOW_VAR,4459,FLAT_CHOPPY,0.46983628616281675,-2.806627046422965,0.499887867234806
4h,L1_4h_vol_accel_1b,L3_4h_swing_noise_w,HIGH_VOL_HIGH_VAR,5800,FLAT_CHOPPY,0.4186206896551724,2.0596551724137933,0.505
4h,L2_4h_vol_mean_w,L1_4h_bar_range,LOW_VOL_LOW_VAR,6902,FLAT_CHOPPY,0.3929295856273544,-0.6911764705882353,0.5137641263401912
4h,L2_4h_vol_mean_w,L1_4h_bar_range,LOW_VOL_HIGH_VAR,2942,FLAT_CHOPPY,0.5717199184228416,1.9485893949694086,0.5108769544527533
4h,L2_4h_vol_mean_w,L1_4h_bar_range,HIGH_VOL_LOW_VAR,1884,FLAT_CHOPPY,0.40764331210191085,3.492303609341826,0.5345010615711253
4h,L2_4h_vol_mean_w,L1_4h_bar_range,HIGH_VOL_HIGH_VAR,8460,FLAT_CHOPPY,0.39148936170212767,0.5468085106382978,0.5099290780141844
4h,L2_4h_vol_mean_w,L2_4h_price_sigma_w,LOW_VOL_LOW_VAR,8994,FLAT_CHOPPY,0.48432288192128087,2.8278018679119414,0.5296864576384256
4h,L2_4h_vol_mean_w,L2_4h_price_sigma_w,LOW_VOL_HIGH_VAR,1203,FLAT_CHOPPY,0.6209476309226932,-4.063798836242727,0.47215295095594345
4h,L2_4h_vol_mean_w,L2_4h_price_sigma_w,HIGH_VOL_LOW_VAR,900,FLAT_CHOPPY,0.4666666666666667,8.196944444444444,0.49
4h,L2_4h_vol_mean_w,L2_4h_price_sigma_w,HIGH_VOL_HIGH_VAR,11238,FLAT_CHOPPY,0.3352909770421783,1.60577949813134,0.512991635522335
4h,L2_4h_vol_mean_w,L3_4h_swing_noise_w,LOW_VOL_LOW_VAR,9684,FLAT_CHOPPY,0.49814126394052044,0.5110749690210656,0.5194134655101198
4h,L2_4h_vol_mean_w,L3_4h_swing_noise_w,LOW_VOL_HIGH_VAR,1431,FLAT_CHOPPY,0.6813417190775681,-3.19916142557652,0.45143256464011183
4h,L2_4h_vol_mean_w,L3_4h_swing_noise_w,HIGH_VOL_LOW_VAR,636,FLAT_CHOPPY,0.6981132075471698,9.617138364779874,0.5534591194968553
4h,L2_4h_vol_mean_w,L3_4h_swing_noise_w,HIGH_VOL_HIGH_VAR,11076,FLAT_CHOPPY,0.36836403033586135,-0.5733793788371253,0.5084868183459733
4h,L2_4h_vol_sigma_w,L1_4h_bar_range,LOW_VOL_LOW_VAR,6818,FLAT_CHOPPY,0.406570841889117,-1.8154517453798769,0.5007333528894103
4h,L2_4h_vol_sigma_w,L1_4h_bar_range,LOW_VOL_HIGH_VAR,3050,FLAT_CHOPPY,0.5632786885245902,-0.9472950819672131,0.5104918032786885
4h,L2_4h_vol_sigma_w,L1_4h_bar_range,HIGH_VOL_LOW_VAR,2328,FLAT_CHOPPY,0.5,3.334944158075601,0.5605670103092784
4h,L2_4h_vol_sigma_w,L1_4h_bar_range,HIGH_VOL_HIGH_VAR,8040,FLAT_CHOPPY,0.39552238805970147,-0.44151119402985073,0.5049751243781094
4h,L2_4h_vol_sigma_w,L2_4h_price_sigma_w,LOW_VOL_LOW_VAR,9570,FLAT_CHOPPY,0.5015673981191222,1.6225182863113898,0.5200626959247648
4h,L2_4h_vol_sigma_w,L2_4h_price_sigma_w,LOW_VOL_HIGH_VAR,1431,FLAT_CHOPPY,0.6226415094339622,-4.236897274633123,0.4689028651292802
4h,L2_4h_vol_sigma_w,L2_4h_price_sigma_w,HIGH_VOL_LOW_VAR,1188,FLAT_CHOPPY,0.5252525252525253,7.892045454545454,0.5336700336700336
4h,L2_4h_vol_sigma_w,L2_4h_price_sigma_w,HIGH_VOL_HIGH_VAR,9906,FLAT_CHOPPY,0.34403391883706846,0.9899051080153443,0.5135271552594387
4h,L2_4h_vol_sigma_w,L3_4h_swing_noise_w,LOW_VOL_LOW_VAR,9384,FLAT_CHOPPY,0.5434782608695652,0.7890558397271952,0.5171568627450981
4h,L2_4h_vol_sigma_w,L3_4h_swing_noise_w,LOW_VOL_HIGH_VAR,1707,FLAT_CHOPPY,0.6625659050966608,-2.1515817223198592,0.46104276508494435
4h,L2_4h_vol_sigma_w,L3_4h_swing_noise_w,HIGH_VOL_LOW_VAR,636,FLAT_CHOPPY,0.6981132075471698,6.046383647798742,0.5990566037735849
4h,L2_4h_vol_sigma_w,L3_4h_swing_noise_w,HIGH_VOL_HIGH_VAR,10500,FLAT_CHOPPY,0.37714285714285717,-0.6916428571428571,0.506
4h,L2_4h_vol_velocity_w,L1_4h_bar_range,LOW_VOL_LOW_VAR,5666,FLAT_CHOPPY,0.3134486410165902,0.226879632897988,0.5197670314154607
4h,L2_4h_vol_velocity_w,L1_4h_bar_range,LOW_VOL_HIGH_VAR,4033,FLAT_CHOPPY,0.34540044631787753,5.44247458467642,0.5127696503843293
4h,L2_4h_vol_velocity_w,L1_4h_bar_range,HIGH_VOL_LOW_VAR,1188,FLAT_CHOPPY,0.36363636363636365,1.0968013468013469,0.5749158249158249
4h,L2_4h_vol_velocity_w,L1_4h_bar_range,HIGH_VOL_HIGH_VAR,9423,FLAT_CHOPPY,0.4740528494110156,-2.691154621670381,0.5145919558527008
4h,L2_4h_vol_velocity_w,L2_4h_price_sigma_w,LOW_VOL_LOW_VAR,3923,FLAT_CHOPPY,0.4710680601580423,1.227440734132042,0.5289319398419576
4h,L2_4h_vol_velocity_w,L2_4h_price_sigma_w,LOW_VOL_HIGH_VAR,5226,FLAT_CHOPPY,0.30539609644087257,3.124138920780712,0.5017221584385764
4h,L2_4h_vol_velocity_w,L2_4h_price_sigma_w,HIGH_VOL_LOW_VAR,4201,FLAT_CHOPPY,0.4829802427993335,1.5525470126160439,0.5370149964294215
4h,L2_4h_vol_velocity_w,L2_4h_price_sigma_w,HIGH_VOL_HIGH_VAR,6854,FLAT_CHOPPY,0.37861103005544205,-2.691202217683105,0.5161949226728917
4h,L2_4h_vol_velocity_w,L3_4h_swing_noise_w,LOW_VOL_LOW_VAR,4169,FLAT_CHOPPY,0.5524106500359799,0.2594147277524586,0.528903813864236
4h,L2_4h_vol_velocity_w,L3_4h_swing_noise_w,LOW_VOL_HIGH_VAR,5520,FLAT_CHOPPY,0.3565217391304348,3.7754528985507245,0.5094202898550725
4h,L2_4h_vol_velocity_w,L3_4h_swing_noise_w,HIGH_VOL_LOW_VAR,4225,FLAT_CHOPPY,0.5143195266272189,-4.426923076923077,0.5034319526627219
4h,L2_4h_vol_velocity_w,L3_4h_swing_noise_w,HIGH_VOL_HIGH_VAR,6639,FLAT_CHOPPY,0.4053321283325802,-2.116094291308932,0.5094140683837928
4h,L2_4h_vol_accel_w,L1_4h_bar_range,LOW_VOL_LOW_VAR,5060,FLAT_CHOPPY,0.3422924901185771,1.4889822134387352,0.5365612648221344
4h,L2_4h_vol_accel_w,L1_4h_bar_range,LOW_VOL_HIGH_VAR,4453,FLAT_CHOPPY,0.4098360655737705,0.2923871547271502,0.5207725129126431
4h,L2_4h_vol_accel_w,L1_4h_bar_range,HIGH_VOL_LOW_VAR,2245,FLAT_SMOOTH,0.36302895322939865,-1.2562360801781738,0.5251670378619153
4h,L2_4h_vol_accel_w,L1_4h_bar_range,HIGH_VOL_HIGH_VAR,8463,FLAT_CHOPPY,0.46543778801843316,-0.4369608885737918,0.510693607467801
4h,L2_4h_vol_accel_w,L2_4h_price_sigma_w,LOW_VOL_LOW_VAR,4674,FLAT_CHOPPY,0.4786050492083868,-0.43158964484381684,0.5121951219512195
4h,L2_4h_vol_accel_w,L2_4h_price_sigma_w,LOW_VOL_HIGH_VAR,5586,FLAT_CHOPPY,0.3544575725026853,0.8711063372717508,0.5116362334407447
4h,L2_4h_vol_accel_w,L2_4h_price_sigma_w,HIGH_VOL_LOW_VAR,4643,FLAT_CHOPPY,0.4184794314021107,1.6989554167564076,0.535645057075167
4h,L2_4h_vol_accel_w,L2_4h_price_sigma_w,HIGH_VOL_HIGH_VAR,5247,FLAT_CHOPPY,0.3161806746712407,-1.3486277873070327,0.5029540689918048
4h,L2_4h_vol_accel_w,L3_4h_swing_noise_w,LOW_VOL_LOW_VAR,4635,FLAT_CHOPPY,0.5320388349514563,0.9840345199568501,0.5288025889967638
4h,L2_4h_vol_accel_w,L3_4h_swing_noise_w,LOW_VOL_HIGH_VAR,6169,FLAT_CHOPPY,0.4028205543848274,-0.07756524558275248,0.5083481925757821
4h,L2_4h_vol_accel_w,L3_4h_swing_noise_w,HIGH_VOL_LOW_VAR,4429,FLAT_CHOPPY,0.4906299390381576,-1.451794987581847,0.524046060058704
4h,L2_4h_vol_accel_w,L3_4h_swing_noise_w,HIGH_VOL_HIGH_VAR,5139,FLAT_CHOPPY,0.36719206071220084,-1.2465946682233897,0.49231367970422263
