
STRATEGY PERFORMANCE REPORT
ID         | Tier | Trades | Win%  | Sharpe | PnL        | MaxDD      | Risk 
11         | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
35         | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
45         | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
50         | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
62         | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
105        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
150        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
171        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
173        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
180        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
181        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
191        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
200        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
209        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
232        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
248        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
251        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
25         | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
77         | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
115        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
157        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
185        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
6          | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
31         | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
53         | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
65         | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
75         | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
91         | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
99         | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
123        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
132        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
136        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
155        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
176        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
189        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
234        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
240        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
12         | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
13         | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
23         | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
52         | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
94         | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
103        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
110        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
111        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
118        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
124        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
145        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
148        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
168        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
237        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
273        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
347        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
371        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
387        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
394        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
42         | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
44         | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
68         | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
69         | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
83         | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
108        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
119        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
121        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
137        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
141        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
147        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
174        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
177        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
192        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
216        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
239        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
242        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
302        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
96         | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
114        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
233        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
376        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
86         | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
106        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
142        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
149        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
179        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
210        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
225        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
368        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
385        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
30         | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
41         | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
49         | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
146        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
183        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
254        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
333        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
7          | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
8          | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
14         | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
152        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
156        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
159        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
190        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
215        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
227        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
241        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
10         | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
15         | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
98         | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
102        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
117        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
151        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
158        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
169        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
224        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
238        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
264        | 3    | 1      | 100.0 |   0.00 | $13.50     | $0.00      | 0.00
268        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
318        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
390        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
28         | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
46         | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
56         | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
60         | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
61         | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
104        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
125        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
184        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
243        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
253        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
338        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
372        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
374        | 3    | 1      | 100.0 |   0.00 | $10.00     | $0.00      | 0.00
380        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
38         | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
131        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
201        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
255        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
335        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
337        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
17         | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
21         | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
48         | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
51         | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
194        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
207        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
208        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
217        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
260        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
327        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
72         | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
80         | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
205        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
377        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
112        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
134        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
195        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
266        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
289        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
352        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
95         | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
101        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
314        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
379        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
383        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
393        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
71         | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
116        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
140        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
175        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
214        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
270        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
19         | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
229        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
257        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
261        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
301        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
361        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
203        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
259        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
263        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
274        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
304        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
310        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
369        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
0          | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
2          | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
3          | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
5          | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
275        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
278        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
282        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
287        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
122        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
128        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
211        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
