pnl,duration,entry_ts,exit_ts,direction
-82.0,724.0,1708383810.0,1708387430.0,long
-4.0,6.0,1708387430.0,1708387460.0,short
-5.0,2.0,1708387460.0,1708387470.0,long
-5.0,1.0,1708387470.0,1708387475.0,short
-7.0,6.0,1708387475.0,1708387505.0,long
-5.0,1.0,1708387520.0,1708387525.0,long
-5.0,3.0,1708387540.0,1708387555.0,short
-5.5,2.0,1708387555.0,1708387565.0,long
-5.0,1.0,1708387565.0,1708387570.0,short
-5.0,3.0,1708387570.0,1708387585.0,long
-5.0,4.0,1708387595.0,1708387615.0,long
-5.0,4.0,1708387630.0,1708387650.0,long
-5.0,2.0,1708387650.0,1708387660.0,short
-10.0,10.0,1708387660.0,1708387710.0,long
-5.0,3.0,1708387710.0,1708387725.0,short
-5.0,1.0,1708387725.0,1708387730.0,long
-9.5,2.0,1708387730.0,1708387740.0,short
-5.0,1.0,1708387745.0,1708387750.0,short
-5.0,4.0,1708387750.0,1708387770.0,long
-5.0,3.0,1708387800.0,1708387815.0,long
-5.0,5.0,1708387825.0,1708387850.0,short
0.0,2.0,1708387850.0,1708387860.0,long
-5.0,2.0,1708387865.0,1708387875.0,short
-5.0,1.0,1708387875.0,1708387880.0,long
-5.0,2.0,1708387880.0,1708387890.0,short
-5.0,2.0,1708387890.0,1708387900.0,long
-5.0,1.0,1708387900.0,1708387905.0,short
-5.0,2.0,1708387905.0,1708387915.0,long
-5.0,5.0,1708387940.0,1708387965.0,short
-5.0,1.0,1708387965.0,1708387970.0,long
-5.0,1.0,1708387970.0,1708387975.0,short
-5.0,4.0,1708388000.0,1708388020.0,long
-5.0,3.0,1708388040.0,1708388055.0,short
-5.0,3.0,1708388060.0,1708388075.0,long
-5.0,2.0,1708388075.0,1708388085.0,short
-5.0,1.0,1708388085.0,1708388090.0,long
-11.5,1.0,1708388095.0,1708388100.0,long
-5.0,4.0,1708388100.0,1708388120.0,short
4.5,8.0,1708388125.0,1708388165.0,long
-5.0,3.0,1708388165.0,1708388180.0,short
-5.0,1.0,1708388185.0,1708388190.0,short
-5.0,1.0,1708388200.0,1708388205.0,short
-4.5,15.0,1708388205.0,1708388280.0,long
-5.0,4.0,1708388280.0,1708388300.0,short
-5.0,3.0,1708388300.0,1708388315.0,long
-5.0,1.0,1708388320.0,1708388325.0,long
-4.0,3.0,1708388325.0,1708388340.0,short
-5.0,2.0,1708388345.0,1708388355.0,long
-5.0,2.0,1708388355.0,1708388365.0,short
-5.0,1.0,1708388365.0,1708388370.0,long
-5.0,3.0,1708388375.0,1708388390.0,long
-5.0,1.0,1708388390.0,1708388395.0,short
-8.0,1.0,1708388395.0,1708388400.0,long
-5.0,5.0,1708388405.0,1708388430.0,long
-5.0,3.0,1708388430.0,1708388445.0,short
-5.0,2.0,1708388445.0,1708388455.0,long
-4.0,2.0,1708388455.0,1708388465.0,short
-5.0,7.0,1708388465.0,1708388500.0,long
-1.0,2.0,1708388510.0,1708388520.0,short
-5.0,1.0,1708388525.0,1708388530.0,long
-5.0,3.0,1708388530.0,1708388545.0,short
-5.0,2.0,1708388545.0,1708388555.0,long
-5.0,2.0,1708388580.0,1708388590.0,long
-5.0,3.0,1708388590.0,1708388605.0,short
-5.0,4.0,1708388605.0,1708388625.0,long
9.0,5.0,1708388635.0,1708388660.0,short
-5.0,1.0,1708388660.0,1708388665.0,long
-5.0,1.0,1708388675.0,1708388680.0,short
-3.5,9.0,1708388680.0,1708388725.0,long
-11.5,6.0,1708388740.0,1708388770.0,long
-5.0,2.0,1708388770.0,1708388780.0,short
-5.0,5.0,1708388780.0,1708388805.0,long
-3.5,4.0,1708388810.0,1708388830.0,long
-5.0,8.0,1708388835.0,1708388875.0,long
-5.0,1.0,1708388885.0,1708388890.0,short
-5.0,3.0,1708388890.0,1708388905.0,long
-5.0,1.0,1708388905.0,1708388910.0,short
-5.0,2.0,1708388910.0,1708388920.0,long
-5.0,2.0,1708388920.0,1708388930.0,short
0.5,4.0,1708388930.0,1708388950.0,long
-5.0,5.0,1708388960.0,1708388985.0,short
-2.0,3.0,1708388985.0,1708389000.0,long
-5.0,1.0,1708389010.0,1708389015.0,long
-5.0,3.0,1708389015.0,1708389030.0,short
4.0,14.0,1708389030.0,1708389100.0,long
-5.0,2.0,1708389100.0,1708389110.0,short
-5.0,1.0,1708389110.0,1708389115.0,long
-5.0,1.0,1708389160.0,1708389165.0,long
-4.0,6.0,1708389165.0,1708389195.0,short
-5.0,1.0,1708389195.0,1708389200.0,long
-5.0,2.0,1708389200.0,1708389210.0,short
-5.0,1.0,1708389210.0,1708389215.0,long
-6.0,7.0,1708389215.0,1708389250.0,short
-5.0,5.0,1708389250.0,1708389275.0,long
-5.0,1.0,1708389275.0,1708389280.0,short
-5.0,1.0,1708389280.0,1708389285.0,long
-6.5,6.0,1708389285.0,1708389315.0,short
-5.0,1.0,1708389315.0,1708389320.0,long
-5.0,7.0,1708389320.0,1708389355.0,short
-8.0,1.0,1708389355.0,1708389360.0,long
-5.0,1.0,1708389365.0,1708389370.0,long
-5.0,6.0,1708389370.0,1708389400.0,short
-5.0,3.0,1708389400.0,1708389415.0,long
0.0,3.0,1708389415.0,1708389430.0,short
-5.0,4.0,1708389430.0,1708389450.0,long
-5.0,1.0,1708389450.0,1708389455.0,short
1.0,10.0,1708389470.0,1708389520.0,long
-3.5,2.0,1708389530.0,1708389540.0,long
-5.0,1.0,1708389540.0,1708389545.0,short
-5.0,8.0,1708389545.0,1708389585.0,long
-5.0,2.0,1708389585.0,1708389595.0,short
-11.5,4.0,1708389595.0,1708389615.0,long
-5.0,2.0,1708389620.0,1708389630.0,long
-5.0,1.0,1708389630.0,1708389635.0,short
-5.0,1.0,1708389650.0,1708389655.0,long
-7.0,3.0,1708389655.0,1708389670.0,short
-5.0,5.0,1708389670.0,1708389695.0,long
-1.5,5.0,1708389695.0,1708389720.0,short
-5.0,2.0,1708389720.0,1708389730.0,long
-5.0,3.0,1708389735.0,1708389750.0,short
-5.0,3.0,1708389755.0,1708389770.0,long
2.5,1.0,1708389775.0,1708389780.0,short
-5.0,2.0,1708389780.0,1708389790.0,long
-5.0,2.0,1708389790.0,1708389800.0,short
-5.5,18.0,1708389800.0,1708389890.0,long
-5.0,1.0,1708389900.0,1708389905.0,short
-5.0,2.0,1708389920.0,1708389930.0,long
-2.5,6.0,1708389935.0,1708389965.0,long
-1.5,12.0,1708389985.0,1708390045.0,short
-6.0,14.0,1708390045.0,1708390115.0,long
-2.0,5.0,1708390115.0,1708390140.0,short
-5.0,1.0,1708390145.0,1708390150.0,long
-5.0,1.0,1708390150.0,1708390155.0,short
-5.0,1.0,1708390155.0,1708390160.0,long
-8.0,2.0,1708390190.0,1708390200.0,short
-5.0,4.0,1708390205.0,1708390225.0,short
-5.0,3.0,1708390225.0,1708390240.0,long
-5.0,2.0,1708390240.0,1708390250.0,short
-2.0,13.0,1708390250.0,1708390315.0,long
-1.0,1.0,1708390315.0,1708390320.0,short
-5.0,5.0,1708390320.0,1708390345.0,long
-5.0,3.0,1708390345.0,1708390360.0,short
-5.0,1.0,1708390360.0,1708390365.0,long
-5.0,1.0,1708390370.0,1708390375.0,long
-8.5,1.0,1708390375.0,1708390380.0,short
-5.0,2.0,1708390380.0,1708390390.0,long
-5.0,1.0,1708390390.0,1708390395.0,short
-5.0,4.0,1708390395.0,1708390415.0,long
-5.0,2.0,1708390415.0,1708390425.0,short
-4.5,12.0,1708390425.0,1708390485.0,long
-5.0,11.0,1708390495.0,1708390550.0,long
-9.5,10.0,1708390550.0,1708390600.0,short
-5.0,1.0,1708390600.0,1708390605.0,long
-5.0,2.0,1708390605.0,1708390615.0,short
-4.5,3.0,1708390615.0,1708390630.0,long
-5.0,7.0,1708390630.0,1708390665.0,short
-5.0,3.0,1708390665.0,1708390680.0,long
-5.0,1.0,1708390700.0,1708390705.0,long
-5.0,2.0,1708390705.0,1708390715.0,short
1.0,8.0,1708390720.0,1708390760.0,long
-5.0,2.0,1708390765.0,1708390775.0,long
-5.5,5.0,1708390775.0,1708390800.0,short
-5.0,7.0,1708390800.0,1708390835.0,long
-5.0,3.0,1708390845.0,1708390860.0,long
0.0,27.0,1708390885.0,1708391020.0,short
-4.0,5.0,1708391020.0,1708391045.0,long
-10.0,20.0,1708391045.0,1708391145.0,short
-11.5,4.0,1708391145.0,1708391165.0,long
-5.0,2.0,1708391165.0,1708391175.0,short
-5.0,2.0,1708391175.0,1708391185.0,long
-5.0,5.0,1708391185.0,1708391210.0,short
-2.5,8.0,1708391210.0,1708391250.0,long
-3.5,7.0,1708391250.0,1708391285.0,short
-5.0,5.0,1708391285.0,1708391310.0,long
-5.0,2.0,1708391310.0,1708391320.0,short
-5.0,1.0,1708391320.0,1708391325.0,long
-5.0,4.0,1708391370.0,1708391390.0,short
-5.0,1.0,1708391390.0,1708391395.0,long
-3.5,2.0,1708391395.0,1708391405.0,short
-5.0,4.0,1708391415.0,1708391435.0,long
-5.0,3.0,1708391435.0,1708391450.0,short
-4.0,7.0,1708391450.0,1708391485.0,long
-5.0,1.0,1708391485.0,1708391490.0,short
-5.0,1.0,1708391490.0,1708391495.0,long
-5.0,2.0,1708391495.0,1708391505.0,short
1.5,3.0,1708391505.0,1708391520.0,long
-5.0,1.0,1708391530.0,1708391535.0,short
-5.0,2.0,1708391550.0,1708391560.0,long
-5.0,2.0,1708391560.0,1708391570.0,short
-11.0,26.0,1708391570.0,1708391700.0,long
-5.0,3.0,1708391705.0,1708391720.0,long
-16.0,13.0,1708391720.0,1708391785.0,short
3.0,8.0,1708391785.0,1708391825.0,long
-5.0,1.0,1708391825.0,1708391830.0,short
-5.0,1.0,1708391840.0,1708391845.0,long
-5.0,5.0,1708391845.0,1708391870.0,short
-4.5,3.0,1708391870.0,1708391885.0,long
-5.0,1.0,1708391885.0,1708391890.0,short
-7.5,11.0,1708391895.0,1708391950.0,long
-5.0,3.0,1708391970.0,1708391985.0,short
-13.0,2.0,1708391990.0,1708392000.0,short
-5.0,2.0,1708392010.0,1708392020.0,long
-5.0,3.0,1708392025.0,1708392040.0,long
-5.0,2.0,1708392040.0,1708392050.0,short
0.5,3.0,1708392050.0,1708392065.0,long
-5.0,1.0,1708392065.0,1708392070.0,short
-5.0,1.0,1708392100.0,1708392105.0,long
-10.0,4.0,1708392105.0,1708392125.0,short
-8.0,14.0,1708392175.0,1708392245.0,long
-6.5,7.0,1708392270.0,1708392305.0,short
-5.0,9.0,1708392305.0,1708392350.0,long
-5.0,6.0,1708392360.0,1708392390.0,long
-0.5,8.0,1708392390.0,1708392430.0,short
-5.0,4.0,1708392430.0,1708392450.0,long
-5.0,3.0,1708392450.0,1708392465.0,short
-7.5,7.0,1708392470.0,1708392505.0,long
-5.0,1.0,1708392505.0,1708392510.0,short
0.5,10.0,1708392510.0,1708392560.0,long
-9.5,10.0,1708392560.0,1708392610.0,short
-14.0,18.0,1708392610.0,1708392700.0,long
-13.5,11.0,1708392740.0,1708392795.0,long
-5.0,7.0,1708392795.0,1708392830.0,short
-8.0,3.0,1708392830.0,1708392845.0,long
-5.0,1.0,1708392855.0,1708392860.0,short
-12.0,15.0,1708392860.0,1708392935.0,long
-5.0,3.0,1708392940.0,1708392955.0,short
-5.5,1.0,1708392955.0,1708392960.0,long
-5.0,4.0,1708392970.0,1708392990.0,short
-5.0,1.0,1708393030.0,1708393035.0,long
-5.0,1.0,1708393035.0,1708393040.0,short
-10.0,14.0,1708393040.0,1708393110.0,long
-5.0,1.0,1708393110.0,1708393115.0,short
-6.5,9.0,1708393115.0,1708393160.0,long
-5.0,1.0,1708393160.0,1708393165.0,short
-7.0,12.0,1708393165.0,1708393225.0,long
-5.0,1.0,1708393225.0,1708393230.0,short
-12.5,10.0,1708393230.0,1708393280.0,long
-5.0,1.0,1708393300.0,1708393305.0,short
-9.5,13.0,1708393310.0,1708393375.0,long
0.5,1.0,1708393375.0,1708393380.0,short
-5.0,10.0,1708393380.0,1708393430.0,long
-4.0,10.0,1708393430.0,1708393480.0,short
-5.0,4.0,1708393480.0,1708393500.0,long
-34.0,18.0,1708393520.0,1708393610.0,long
2.0,3.0,1708393610.0,1708393625.0,short
-5.0,1.0,1708393660.0,1708393665.0,long
-4.0,3.0,1708393665.0,1708393680.0,short
-1.0,15.0,1708393680.0,1708393755.0,long
-5.0,5.0,1708393755.0,1708393780.0,short
-14.0,23.0,1708393800.0,1708393915.0,long
-3.0,5.0,1708393915.0,1708393940.0,short
0.5,15.0,1708393940.0,1708394015.0,long
