pnl,duration,entry_ts,exit_ts,direction
-5.5,10.0,1708394015.0,1708394065.0,short
-4.0,11.0,1708394095.0,1708394150.0,long
0.5,2.0,1708394150.0,1708394160.0,short
-5.0,8.0,1708394160.0,1708394200.0,long
6.0,11.0,1708394200.0,1708394255.0,short
-5.0,3.0,1708394260.0,1708394275.0,long
-3.5,5.0,1708394275.0,1708394300.0,short
-13.5,16.0,1708394300.0,1708394380.0,long
18.0,9.0,1708394380.0,1708394425.0,short
-12.0,27.0,1708394425.0,1708394560.0,long
-1.5,19.0,1708394580.0,1708394675.0,long
-5.0,2.0,1708394675.0,1708394685.0,short
-18.0,3.0,1708394685.0,1708394700.0,long
-5.0,3.0,1708394700.0,1708394715.0,short
2.0,11.0,1708394715.0,1708394770.0,long
2.5,8.0,1708394790.0,1708394830.0,long
-7.0,4.0,1708394870.0,1708394890.0,short
-5.0,1.0,1708394895.0,1708394900.0,long
-5.0,8.0,1708394900.0,1708394940.0,short
-5.5,33.0,1708394940.0,1708395105.0,long
-9.0,7.0,1708395115.0,1708395150.0,short
-3.0,9.0,1708395150.0,1708395195.0,long
-5.0,3.0,1708395195.0,1708395210.0,short
-5.0,3.0,1708395210.0,1708395225.0,long
-5.0,2.0,1708395225.0,1708395235.0,short
-3.0,23.0,1708395235.0,1708395350.0,long
-5.0,33.0,1708395380.0,1708395545.0,long
-3.0,34.0,1708395545.0,1708395715.0,short
-7.0,12.0,1708395715.0,1708395775.0,long
-5.0,7.0,1708395790.0,1708395825.0,short
-5.0,3.0,1708395825.0,1708395840.0,long
0.5,39.0,1708395870.0,1708396065.0,long
-5.0,1.0,1708396065.0,1708396070.0,short
-9.0,8.0,1708396070.0,1708396110.0,long
-5.0,1.0,1708396110.0,1708396115.0,short
-1.5,10.0,1708396115.0,1708396165.0,long
0.5,15.0,1708396185.0,1708396260.0,long
-5.0,10.0,1708396260.0,1708396310.0,short
-6.0,22.0,1708396310.0,1708396420.0,long
-1.5,11.0,1708396420.0,1708396475.0,short
-0.5,6.0,1708396475.0,1708396505.0,long
-4.0,14.0,1708396505.0,1708396575.0,short
-6.5,12.0,1708396575.0,1708396635.0,long
-5.5,26.0,1708396655.0,1708396785.0,long
-3.5,11.0,1708396815.0,1708396870.0,short
6.5,35.0,1708396870.0,1708397045.0,long
-5.0,9.0,1708397045.0,1708397090.0,short
-9.0,10.0,1708397115.0,1708397165.0,long
-2.5,15.0,1708397165.0,1708397240.0,short
-10.0,30.0,1708397240.0,1708397390.0,long
-2.5,12.0,1708397390.0,1708397450.0,short
1.0,39.0,1708397450.0,1708397645.0,long
-5.0,1.0,1708397645.0,1708397650.0,short
-13.0,43.0,1708397650.0,1708397865.0,long
-8.5,3.0,1708397865.0,1708397880.0,short
-5.0,2.0,1708397880.0,1708397890.0,long
-5.5,11.0,1708397890.0,1708397945.0,short
-0.5,27.0,1708397945.0,1708398080.0,long
-14.0,42.0,1708398105.0,1708398315.0,long
-11.0,21.0,1708398315.0,1708398420.0,short
-16.0,38.0,1708398420.0,1708398610.0,long
-8.0,29.0,1708398610.0,1708398755.0,short
-11.0,41.0,1708398755.0,1708398960.0,long
-5.0,1.0,1708398990.0,1708398995.0,long
1.0,11.0,1708398995.0,1708399050.0,short
1.0,21.0,1708399050.0,1708399155.0,long
-5.0,6.0,1708399155.0,1708399185.0,short
-2.0,81.0,1708399190.0,1708399595.0,long
-5.0,4.0,1708399750.0,1708399770.0,long
-8.5,13.0,1708399770.0,1708399835.0,short
3.5,95.0,1708399835.0,1708400310.0,long
-3.5,11.0,1708400360.0,1708400415.0,long
2.0,10.0,1708400415.0,1708400465.0,short
-2.5,17.0,1708400465.0,1708400550.0,long
-5.0,2.0,1708400550.0,1708400560.0,short
-3.5,11.0,1708400560.0,1708400615.0,long
-7.5,8.0,1708400615.0,1708400655.0,short
-20.0,58.0,1708400655.0,1708400945.0,long
-9.5,19.0,1708400945.0,1708401040.0,short
-5.0,10.0,1708401040.0,1708401090.0,long
-9.0,8.0,1708401090.0,1708401130.0,short
-6.0,48.0,1708401245.0,1708401485.0,long
-7.0,36.0,1708401485.0,1708401665.0,short
-6.5,19.0,1708401665.0,1708401760.0,long
-0.5,5.0,1708401760.0,1708401785.0,short
-4.5,15.0,1708401785.0,1708401860.0,long
-10.5,48.0,1708401860.0,1708402100.0,short
-4.5,14.0,1708402100.0,1708402170.0,long
-5.0,4.0,1708402175.0,1708402195.0,short
18.5,93.0,1708402195.0,1708402660.0,long
-10.5,26.0,1708402705.0,1708402835.0,long
-5.0,3.0,1708402835.0,1708402850.0,short
-9.0,13.0,1708402850.0,1708402915.0,long
-6.0,17.0,1708402915.0,1708403000.0,short
-6.0,13.0,1708403085.0,1708403150.0,long
0.5,21.0,1708403150.0,1708403255.0,short
-0.5,82.0,1708403255.0,1708403665.0,long
-7.0,32.0,1708403665.0,1708403825.0,short
-5.0,25.0,1708403825.0,1708403950.0,long
-5.0,8.0,1708403950.0,1708403990.0,short
-5.0,4.0,1708403990.0,1708404010.0,long
0.5,19.0,1708404010.0,1708404105.0,short
-6.0,12.0,1708404105.0,1708404165.0,long
-6.0,18.0,1708404180.0,1708404270.0,short
-3.0,7.0,1708404270.0,1708404305.0,long
-3.0,26.0,1708404305.0,1708404435.0,short
-6.5,117.0,1708404435.0,1708405020.0,long
-4.0,21.0,1708405020.0,1708405125.0,short
-3.0,54.0,1708405125.0,1708405395.0,long
-6.5,61.0,1708405395.0,1708405700.0,short
-5.5,10.0,1708405700.0,1708405750.0,long
-2.0,48.0,1708405750.0,1708405990.0,short
-7.5,90.0,1708405990.0,1708406440.0,long
-6.0,32.0,1708406440.0,1708406600.0,short
-9.5,57.0,1708406600.0,1708406885.0,long
-5.5,14.0,1708406885.0,1708406955.0,short
-5.0,1.0,1708406955.0,1708406960.0,long
-12.0,31.0,1708406960.0,1708407115.0,short
-17.5,128.0,1708407115.0,1708407755.0,long
-5.0,2.0,1708407755.0,1708407765.0,short
12.0,85.0,1708407765.0,1708408190.0,long
-9.0,102.0,1708408290.0,1708408800.0,long
-2.0,67.0,1708408800.0,1708409135.0,short
8.5,73.0,1708409135.0,1708409500.0,long
10.0,49.0,1708409515.0,1708409760.0,long
0.0,43.0,1708409800.0,1708410015.0,long
-3.5,27.0,1708410015.0,1708410150.0,short
-0.5,33.0,1708410185.0,1708410350.0,long
-3.5,11.0,1708410350.0,1708410405.0,short
7.0,40.0,1708410405.0,1708410605.0,long
-8.0,22.0,1708410605.0,1708410715.0,short
-10.5,82.0,1708410715.0,1708411125.0,long
-4.5,32.0,1708411160.0,1708411320.0,short
-10.5,78.0,1708411320.0,1708411710.0,long
-1.5,8.0,1708411710.0,1708411750.0,short
-7.5,10.0,1708411750.0,1708411800.0,long
10.0,43.0,1708411865.0,1708412080.0,long
-3.5,21.0,1708412080.0,1708412185.0,short
-9.5,81.0,1708412235.0,1708412640.0,long
13.5,330.0,1708412650.0,1708414300.0,long
-12.5,56.0,1708414305.0,1708414585.0,long
-6.0,111.0,1708414665.0,1708415220.0,long
2.5,8.0,1708415425.0,1708415465.0,long
0.0,29.0,1708415480.0,1708415625.0,long
-5.0,2.0,1708415625.0,1708415635.0,short
5.0,35.0,1708415635.0,1708415810.0,long
11.5,50.0,1708415810.0,1708416060.0,short
-7.5,39.0,1708416060.0,1708416255.0,long
-5.0,5.0,1708416255.0,1708416280.0,short
0.5,4.0,1708416280.0,1708416300.0,long
1.5,22.0,1708416635.0,1708416745.0,long
1.0,12.0,1708416745.0,1708416805.0,short
-102.0,197.0,1708416805.0,1708417790.0,long
-14.5,6.0,1708417790.0,1708417820.0,short
-15.5,14.0,1708417820.0,1708417890.0,long
-5.0,4.0,1708417890.0,1708417910.0,short
-4.5,32.0,1708417910.0,1708418070.0,long
-18.5,10.0,1708418070.0,1708418120.0,short
33.0,65.0,1708418120.0,1708418445.0,long
-9.0,30.0,1708418835.0,1708418985.0,long
3.0,12.0,1708419130.0,1708419190.0,long
-3.0,31.0,1708419190.0,1708419345.0,short
6.0,4.0,1708419345.0,1708419365.0,long
-34.5,427.0,1708419425.0,1708421560.0,long
-4.0,112.0,1708421580.0,1708422140.0,long
-5.0,2.0,1708422140.0,1708422150.0,short
-3.0,147.0,1708422150.0,1708422885.0,long
-11.5,7.0,1708422885.0,1708422920.0,short
-4.0,14.0,1708422920.0,1708422990.0,long
-43.5,41.0,1708423060.0,1708423265.0,long
-24.5,41.0,1708423620.0,1708423825.0,long
-14.0,18.0,1708423825.0,1708423915.0,short
12.5,103.0,1708424125.0,1708424640.0,short
7.5,181.0,1708424640.0,1708425545.0,long
-5.0,1.0,1708425545.0,1708425550.0,short
5.5,26.0,1708425550.0,1708425680.0,long
2.5,15.0,1708425680.0,1708425755.0,short
-17.5,113.0,1708425755.0,1708426320.0,long
-35.5,111.0,1708426385.0,1708426940.0,long
-5.0,7.0,1708426940.0,1708426975.0,short
11.0,66.0,1708426975.0,1708427305.0,long
15.0,67.0,1708427365.0,1708427700.0,long
-5.0,8.0,1708427760.0,1708427800.0,long
-14.0,9.0,1708427800.0,1708427845.0,short
0.0,75.0,1708427845.0,1708428220.0,long
-0.5,23.0,1708428345.0,1708428460.0,long
3.5,13.0,1708428655.0,1708428720.0,long
18.5,82.0,1708428920.0,1708429330.0,long
-1.5,17.0,1708429335.0,1708429420.0,long
-3.0,40.0,1708429440.0,1708429640.0,long
0.5,22.0,1708430190.0,1708430300.0,long
4.0,18.0,1708430300.0,1708430390.0,short
35.5,137.0,1708430390.0,1708431075.0,long
-14.0,42.0,1708431075.0,1708431285.0,short
-26.0,68.0,1708431285.0,1708431625.0,long
-21.0,32.0,1708431625.0,1708431785.0,short
-1.5,13.0,1708431785.0,1708431850.0,long
-13.5,22.0,1708431850.0,1708431960.0,short
-9.5,25.0,1708432205.0,1708432330.0,long
-5.0,9.0,1708432500.0,1708432545.0,short
11.0,41.0,1708432545.0,1708432750.0,long
-5.0,3.0,1708432750.0,1708432765.0,short
-34.0,90.0,1708432765.0,1708433215.0,long
-16.5,63.0,1708433345.0,1708433660.0,short
-23.5,351.0,1708433660.0,1708435415.0,long
-11.0,11.0,1708435555.0,1708435610.0,short
-9.5,34.0,1708435610.0,1708435780.0,long
57.5,103.0,1708436125.0,1708436640.0,long
-68.5,452.0,1708436920.0,1708439180.0,long
-10.0,9.0,1708439180.0,1708439225.0,short
29.5,51.0,1708439225.0,1708439480.0,long
-262.5,117.0,1708439560.0,1708440145.0,long
-31.0,75.0,1708440145.0,1708440520.0,short
-51.0,37.0,1708440520.0,1708440705.0,long
32.5,3.0,1708440705.0,1708440720.0,short
11.5,37.0,1708440720.0,1708440905.0,long
-6.0,65.0,1708440905.0,1708441230.0,short
-192.5,1647.0,1708441240.0,1708449475.0,long
-4.0,72.0,1708449475.0,1708449835.0,short
25.0,159.0,1708449835.0,1708450630.0,long
54.0,103.0,1708450700.0,1708451215.0,long
-1.0,70.0,1708451215.0,1708451565.0,short
1.0,54.0,1708451565.0,1708451835.0,long
-12.0,54.0,1708451835.0,1708452105.0,short
-33.0,127.0,1708452105.0,1708452740.0,long
-30.5,29.0,1708452935.0,1708453080.0,long
-41.5,11.0,1708453640.0,1708453695.0,long
5.5,29.0,1708453790.0,1708453935.0,long
-72.0,94.0,1708454055.0,1708454525.0,short
-11.0,116.0,1708454525.0,1708455105.0,long
20.0,99.0,1708455220.0,1708455715.0,long
22.5,25.0,1708455715.0,1708455840.0,short
18.5,85.0,1708455840.0,1708456265.0,long
-21.0,3.0,1708456375.0,1708456390.0,short
-23.0,14.0,1708456390.0,1708456460.0,long
18.0,29.0,1708456460.0,1708456605.0,short
51.0,47.0,1708456605.0,1708456840.0,long
5.5,12.0,1708456840.0,1708456900.0,short
0.5,111.0,1708456900.0,1708457455.0,long
6.5,9.0,1708457455.0,1708457500.0,short
-21.0,30.0,1708457500.0,1708457650.0,long
-14.0,23.0,1708457650.0,1708457765.0,short
8.5,46.0,1708457765.0,1708457995.0,long
-35.5,39.0,1708457995.0,1708458190.0,short
-18.5,41.0,1708458190.0,1708458395.0,long
5.5,110.0,1708459625.0,1708460175.0,long
-10.5,72.0,1708460175.0,1708460535.0,short
0.5,61.0,1708460535.0,1708460840.0,long
-5.0,5.0,1708460840.0,1708460865.0,short
3.5,11.0,1708460865.0,1708460920.0,long
-10.0,8.0,1708460920.0,1708460960.0,short
-39.5,38.0,1708460960.0,1708461150.0,long
27.0,105.0,1708461150.0,1708461675.0,short
44.5,98.0,1708461695.0,1708462185.0,long
6.5,11.0,1708462245.0,1708462300.0,long
3.0,10.0,1708462300.0,1708462350.0,short
3.5,411.0,1708462350.0,1708464405.0,long
-5.0,2.0,1708464405.0,1708464415.0,short
5.0,112.0,1708464415.0,1708464975.0,long
-8.5,81.0,1708465205.0,1708465610.0,long
-2.0,3.0,1708465610.0,1708465625.0,short
-16.5,95.0,1708465625.0,1708466100.0,long
