pnl,duration,entry_ts,exit_ts,direction
-42.0,147.0,1708383825.0,1708384560.0,long
4.0,149.0,1708384560.0,1708385305.0,short
-31.0,155.0,1708385305.0,1708386080.0,long
-0.5,165.0,1708386080.0,1708386905.0,short
7.5,155.0,1708387020.0,1708387795.0,short
38.5,172.0,1708387945.0,1708388805.0,short
8.0,193.0,1708388805.0,1708389770.0,long
-12.5,160.0,1708389770.0,1708390570.0,short
-2.5,147.0,1708390575.0,1708391310.0,long
-32.5,158.0,1708391310.0,1708392100.0,short
21.0,167.0,1708392105.0,1708392940.0,short
-62.5,156.0,1708392940.0,1708393720.0,long
39.5,153.0,1708393860.0,1708394625.0,short
-1.5,198.0,1708394800.0,1708395790.0,long
3.5,166.0,1708395895.0,1708396725.0,long
2.0,163.0,1708396725.0,1708397540.0,short
-10.5,148.0,1708397540.0,1708398280.0,long
7.5,150.0,1708398280.0,1708399030.0,short
-16.5,152.0,1708399090.0,1708399850.0,short
-9.5,153.0,1708399890.0,1708400655.0,short
-0.5,192.0,1708400815.0,1708401775.0,long
-21.5,165.0,1708401775.0,1708402600.0,short
-28.0,147.0,1708402610.0,1708403345.0,long
-2.0,234.0,1708403485.0,1708404655.0,short
-3.0,165.0,1708404655.0,1708405480.0,long
4.0,152.0,1708405515.0,1708406275.0,short
-18.0,216.0,1708406525.0,1708407605.0,long
-29.0,147.0,1708407605.0,1708408340.0,short
-1.5,148.0,1708408340.0,1708409080.0,long
25.0,150.0,1708409165.0,1708409915.0,long
-18.5,147.0,1708409915.0,1708410650.0,short
-7.0,170.0,1708410650.0,1708411500.0,long
-3.5,148.0,1708411500.0,1708412240.0,short
-5.0,176.0,1708412240.0,1708413120.0,long
-26.5,157.0,1708413120.0,1708413905.0,short
-7.5,150.0,1708414210.0,1708414960.0,long
-33.0,153.0,1708414960.0,1708415725.0,short
-31.5,158.0,1708415725.0,1708416515.0,long
70.0,148.0,1708416555.0,1708417295.0,short
-55.0,146.0,1708417295.0,1708418025.0,long
-70.5,150.0,1708418025.0,1708418775.0,short
-10.5,160.0,1708418860.0,1708419660.0,long
16.5,152.0,1708419675.0,1708420435.0,long
34.5,174.0,1708420435.0,1708421305.0,short
-12.5,154.0,1708421415.0,1708422185.0,long
27.0,194.0,1708422335.0,1708423305.0,short
-34.5,147.0,1708423305.0,1708424040.0,long
2.0,155.0,1708424085.0,1708424860.0,short
5.5,163.0,1708424870.0,1708425685.0,long
9.5,148.0,1708425685.0,1708426425.0,short
-22.5,145.0,1708426425.0,1708427150.0,long
-25.5,183.0,1708427150.0,1708428065.0,short
8.0,152.0,1708428065.0,1708428825.0,long
-21.0,155.0,1708428880.0,1708429655.0,short
-7.0,164.0,1708429725.0,1708430545.0,short
41.0,148.0,1708430545.0,1708431285.0,long
-0.5,156.0,1708431325.0,1708432105.0,long
-14.5,174.0,1708432225.0,1708433095.0,long
-0.5,161.0,1708433115.0,1708433920.0,short
-15.5,201.0,1708433995.0,1708435000.0,short
-39.0,235.0,1708435000.0,1708436175.0,long
54.0,146.0,1708436220.0,1708436950.0,long
27.5,219.0,1708436955.0,1708438050.0,short
-23.5,157.0,1708438115.0,1708438900.0,short
-30.5,158.0,1708439010.0,1708439800.0,short
-201.0,157.0,1708439800.0,1708440585.0,long
87.0,160.0,1708440635.0,1708441435.0,short
-36.0,155.0,1708441435.0,1708442210.0,long
9.0,156.0,1708442210.0,1708442990.0,short
9.0,148.0,1708442990.0,1708443730.0,long
-77.5,161.0,1708443730.0,1708444535.0,short
-20.0,176.0,1708444565.0,1708445445.0,short
-7.5,161.0,1708445545.0,1708446350.0,long
-78.0,149.0,1708446385.0,1708447130.0,long
5.5,154.0,1708447165.0,1708447935.0,long
85.5,151.0,1708447935.0,1708448690.0,short
31.0,152.0,1708448825.0,1708449585.0,short
34.5,156.0,1708449600.0,1708450380.0,long
19.5,148.0,1708450415.0,1708451155.0,long
-22.0,153.0,1708451155.0,1708451920.0,short
-21.0,153.0,1708451920.0,1708452685.0,long
-53.5,147.0,1708452685.0,1708453420.0,short
-71.0,181.0,1708453420.0,1708454325.0,long
-43.0,148.0,1708454335.0,1708455075.0,short
36.0,225.0,1708455075.0,1708456200.0,long
24.5,161.0,1708456200.0,1708457005.0,short
-33.0,155.0,1708457065.0,1708457840.0,short
66.5,159.0,1708457840.0,1708458635.0,long
13.0,149.0,1708458635.0,1708459380.0,short
18.5,155.0,1708459380.0,1708460155.0,long
-31.5,172.0,1708460155.0,1708461015.0,short
-10.0,189.0,1708461040.0,1708461985.0,long
-30.5,156.0,1708461985.0,1708462765.0,short
-56.0,145.0,1708462930.0,1708463655.0,long
-12.5,156.0,1708463655.0,1708464435.0,short
11.0,202.0,1708464435.0,1708465445.0,long
-18.5,130.0,1708465450.0,1708466100.0,long
-29.5,148.0,1708470105.0,1708470845.0,short
7.5,164.0,1708470845.0,1708471665.0,long
27.0,204.0,1708471665.0,1708472685.0,short
-10.5,191.0,1708472685.0,1708473640.0,long
-16.0,203.0,1708473640.0,1708474655.0,short
