pnl,duration,entry_ts,exit_ts,direction
2.0,150.0,1708474655.0,1708475405.0,long
7.5,146.0,1708475570.0,1708476300.0,short
18.5,159.0,1708476325.0,1708477120.0,short
6.5,145.0,1708477165.0,1708477890.0,short
6.0,151.0,1708477905.0,1708478660.0,short
-26.0,222.0,1708478695.0,1708479805.0,short
6.0,190.0,1708479825.0,1708480775.0,long
-9.5,164.0,1708480885.0,1708481705.0,long
-16.5,227.0,1708481750.0,1708482885.0,long
-10.0,146.0,1708482890.0,1708483620.0,short
2.0,167.0,1708483775.0,1708484610.0,short
-5.5,146.0,1708484645.0,1708485375.0,long
3.5,183.0,1708485375.0,1708486290.0,short
1.5,146.0,1708486505.0,1708487235.0,long
-15.0,162.0,1708487235.0,1708488045.0,short
-8.0,168.0,1708488090.0,1708488930.0,short
-10.5,156.0,1708489020.0,1708489800.0,short
-10.0,199.0,1708489800.0,1708490795.0,long
4.0,173.0,1708490795.0,1708491660.0,short
-8.5,154.0,1708491660.0,1708492430.0,long
5.5,147.0,1708492510.0,1708493245.0,short
22.5,208.0,1708493275.0,1708494315.0,long
-3.0,155.0,1708494315.0,1708495090.0,short
-8.5,180.0,1708495255.0,1708496155.0,long
1.0,154.0,1708496155.0,1708496925.0,short
13.0,158.0,1708496925.0,1708497715.0,long
-13.5,170.0,1708497830.0,1708498680.0,short
-15.0,147.0,1708498680.0,1708499415.0,long
-35.0,192.0,1708499415.0,1708500375.0,short
-11.0,150.0,1708500375.0,1708501125.0,long
-2.5,157.0,1708501125.0,1708501910.0,short
-20.5,172.0,1708501925.0,1708502785.0,long
45.5,159.0,1708502785.0,1708503580.0,short
-36.0,151.0,1708503590.0,1708504345.0,long
-0.5,170.0,1708504365.0,1708505215.0,long
-35.5,172.0,1708505335.0,1708506195.0,long
-3.0,146.0,1708506355.0,1708507085.0,short
3.0,159.0,1708507085.0,1708507880.0,long
-27.5,146.0,1708507935.0,1708508665.0,short
-23.5,164.0,1708508665.0,1708509485.0,long
-8.0,160.0,1708509690.0,1708510490.0,short
-27.5,146.0,1708510665.0,1708511395.0,short
-32.5,187.0,1708511395.0,1708512330.0,long
-17.0,168.0,1708512330.0,1708513170.0,short
-23.0,157.0,1708513170.0,1708513955.0,long
13.5,158.0,1708513955.0,1708514745.0,short
-15.5,146.0,1708514745.0,1708515475.0,long
-20.5,163.0,1708515475.0,1708516290.0,short
-21.0,146.0,1708516290.0,1708517020.0,long
-38.5,153.0,1708517055.0,1708517820.0,short
-10.5,151.0,1708517820.0,1708518575.0,long
-52.0,149.0,1708518610.0,1708519355.0,long
-40.0,168.0,1708519425.0,1708520265.0,long
11.5,156.0,1708520570.0,1708521350.0,short
-2.0,147.0,1708521350.0,1708522085.0,long
-14.0,147.0,1708522090.0,1708522825.0,short
-16.0,162.0,1708522825.0,1708523635.0,long
-41.0,152.0,1708523635.0,1708524395.0,short
-29.0,151.0,1708524395.0,1708525150.0,long
13.5,173.0,1708525225.0,1708526090.0,short
75.5,147.0,1708526385.0,1708527120.0,short
69.5,203.0,1708527150.0,1708528165.0,long
17.0,178.0,1708528185.0,1708529075.0,long
69.5,145.0,1708529075.0,1708529800.0,short
17.0,173.0,1708529880.0,1708530745.0,short
-4.5,167.0,1708530745.0,1708531580.0,long
-73.0,164.0,1708531580.0,1708532400.0,short
-42.0,187.0,1708532400.0,1708533335.0,long
22.0,160.0,1708533465.0,1708534265.0,long
70.5,229.0,1708534265.0,1708535410.0,short
8.5,173.0,1708535530.0,1708536395.0,short
19.5,156.0,1708536395.0,1708537175.0,long
-31.5,152.0,1708537315.0,1708538075.0,short
-44.0,145.0,1708538075.0,1708538800.0,long
29.0,161.0,1708538940.0,1708539745.0,long
8.0,181.0,1708539785.0,1708540690.0,short
-11.0,182.0,1708540690.0,1708541600.0,long
-22.0,147.0,1708541820.0,1708542555.0,short
-105.0,160.0,1708542640.0,1708543440.0,long
28.0,153.0,1708543440.0,1708544205.0,short
-28.5,166.0,1708544205.0,1708545035.0,long
-43.0,148.0,1708545035.0,1708545775.0,short
-32.0,145.0,1708545775.0,1708546500.0,long
109.0,161.0,1708546905.0,1708547710.0,long
-92.0,159.0,1708547710.0,1708548505.0,short
-93.5,145.0,1708548520.0,1708549245.0,short
-25.0,149.0,1708549245.0,1708549990.0,long
18.5,152.0,1708550030.0,1708550790.0,long
-232.5,151.0,1708550790.0,1708551545.0,short
32.0,148.0,1708551545.0,1708552285.0,long
-31.0,43.0,1708552285.0,1708552500.0,short
-8.0,149.0,1708556540.0,1708557285.0,short
9.5,167.0,1708557605.0,1708558440.0,short
-19.5,184.0,1708558500.0,1708559420.0,short
-42.5,188.0,1708559435.0,1708560375.0,short
40.0,159.0,1708560375.0,1708561170.0,long
13.0,190.0,1708561600.0,1708562550.0,long
-47.0,226.0,1708562550.0,1708563680.0,short
16.5,153.0,1708563680.0,1708564445.0,long
-8.5,168.0,1708564445.0,1708565285.0,short
-10.5,155.0,1708565285.0,1708566060.0,long
6.0,162.0,1708566060.0,1708566870.0,short
-16.0,185.0,1708566870.0,1708567795.0,long
2.5,159.0,1708567795.0,1708568590.0,short
14.0,153.0,1708568590.0,1708569355.0,long
-31.0,147.0,1708569355.0,1708570090.0,short
-1.0,157.0,1708570090.0,1708570875.0,long
3.0,161.0,1708570890.0,1708571695.0,long
11.5,147.0,1708571695.0,1708572430.0,short
-9.5,150.0,1708572605.0,1708573355.0,long
-7.0,180.0,1708573390.0,1708574290.0,long
9.5,165.0,1708574520.0,1708575345.0,long
-5.0,165.0,1708575395.0,1708576220.0,long
-18.5,156.0,1708576260.0,1708577040.0,short
-8.5,164.0,1708577040.0,1708577860.0,long
1.5,145.0,1708577880.0,1708578605.0,short
-16.0,160.0,1708578615.0,1708579415.0,short
-3.0,147.0,1708579455.0,1708580190.0,long
-35.5,146.0,1708580190.0,1708580920.0,short
-56.0,164.0,1708580920.0,1708581740.0,long
11.0,154.0,1708581785.0,1708582555.0,long
-15.5,150.0,1708582555.0,1708583305.0,short
40.0,172.0,1708583305.0,1708584165.0,long
7.0,145.0,1708584270.0,1708584995.0,long
-2.0,193.0,1708584995.0,1708585960.0,short
-20.0,146.0,1708585960.0,1708586690.0,long
-26.5,279.0,1708586690.0,1708588085.0,short
-45.5,150.0,1708588180.0,1708588930.0,short
50.5,156.0,1708588930.0,1708589710.0,long
-27.5,169.0,1708589755.0,1708590600.0,short
-5.5,156.0,1708590725.0,1708591505.0,long
4.0,173.0,1708591600.0,1708592465.0,short
2.0,147.0,1708592505.0,1708593240.0,short
-39.0,145.0,1708593240.0,1708593965.0,long
-27.5,159.0,1708593965.0,1708594760.0,short
7.5,149.0,1708594760.0,1708595505.0,long
-9.0,154.0,1708595505.0,1708596275.0,short
-22.0,210.0,1708596340.0,1708597390.0,long
-26.0,147.0,1708597390.0,1708598125.0,short
1.5,156.0,1708598125.0,1708598905.0,long
4.5,170.0,1708598970.0,1708599820.0,short
15.5,149.0,1708599820.0,1708600565.0,long
-41.5,150.0,1708600565.0,1708601315.0,short
-3.5,160.0,1708601370.0,1708602170.0,long
-12.0,158.0,1708602250.0,1708603040.0,long
12.5,174.0,1708603040.0,1708603910.0,short
-4.0,156.0,1708603975.0,1708604755.0,short
-5.5,225.0,1708604760.0,1708605885.0,short
-17.5,178.0,1708605885.0,1708606775.0,long
23.0,148.0,1708606925.0,1708607665.0,long
-27.0,157.0,1708607970.0,1708608755.0,long
-5.5,183.0,1708608755.0,1708609670.0,short
1.0,163.0,1708609670.0,1708610485.0,long
39.0,155.0,1708610485.0,1708611260.0,short
8.5,163.0,1708611330.0,1708612145.0,long
-18.0,159.0,1708612255.0,1708613050.0,short
-34.5,166.0,1708613165.0,1708613995.0,long
12.5,152.0,1708614070.0,1708614830.0,long
7.0,147.0,1708614830.0,1708615565.0,short
-44.5,166.0,1708615605.0,1708616435.0,short
-76.5,150.0,1708616435.0,1708617185.0,long
36.5,151.0,1708617255.0,1708618010.0,long
-110.5,146.0,1708618010.0,1708618740.0,short
-29.0,150.0,1708618740.0,1708619490.0,long
-19.0,153.0,1708619490.0,1708620255.0,short
-39.0,155.0,1708620255.0,1708621030.0,long
38.0,154.0,1708621045.0,1708621815.0,long
-31.0,151.0,1708621945.0,1708622700.0,short
-13.0,163.0,1708622710.0,1708623525.0,short
-15.5,164.0,1708623535.0,1708624355.0,short
29.0,145.0,1708624355.0,1708625080.0,long
-21.0,182.0,1708625080.0,1708625990.0,short
-39.0,150.0,1708626165.0,1708626915.0,short
-28.0,179.0,1708627010.0,1708627905.0,short
21.0,145.0,1708627905.0,1708628630.0,long
-31.0,152.0,1708628685.0,1708629445.0,short
22.5,173.0,1708629445.0,1708630310.0,long
18.0,148.0,1708630350.0,1708631090.0,short
-51.5,146.0,1708631090.0,1708631820.0,long
-58.5,149.0,1708631820.0,1708632565.0,short
14.5,183.0,1708632565.0,1708633480.0,long
-4.5,202.0,1708633480.0,1708634490.0,short
40.5,169.0,1708634520.0,1708635365.0,short
67.0,170.0,1708635490.0,1708636340.0,short
-18.5,182.0,1708636535.0,1708637445.0,long
-14.5,161.0,1708637540.0,1708638345.0,short
-13.5,86.0,1708638470.0,1708638900.0,short
11.0,154.0,1708642895.0,1708643665.0,short
11.5,168.0,1708643670.0,1708644510.0,long
-24.5,221.0,1708644510.0,1708645615.0,short
-12.5,184.0,1708645615.0,1708646535.0,long
13.5,148.0,1708646535.0,1708647275.0,short
-8.0,177.0,1708647275.0,1708648160.0,long
12.0,148.0,1708648160.0,1708648900.0,short
1.5,148.0,1708648900.0,1708649640.0,long
-10.5,240.0,1708649640.0,1708650840.0,short
-11.0,170.0,1708650930.0,1708651780.0,short
9.0,145.0,1708651780.0,1708652505.0,long
-4.5,160.0,1708652505.0,1708653305.0,short
6.5,152.0,1708653340.0,1708654100.0,long
-5.5,167.0,1708654100.0,1708654935.0,short
-2.5,174.0,1708654960.0,1708655830.0,short
-1.5,145.0,1708655830.0,1708656555.0,long
5.5,175.0,1708656570.0,1708657445.0,short
-3.0,163.0,1708657510.0,1708658325.0,long
-7.0,155.0,1708658325.0,1708659100.0,short
-6.0,256.0,1708659355.0,1708660635.0,long
-5.5,180.0,1708660670.0,1708661570.0,long
-11.0,166.0,1708661585.0,1708662415.0,short
-2.5,164.0,1708662435.0,1708663255.0,long
2.0,187.0,1708663265.0,1708664200.0,long
-6.5,178.0,1708664200.0,1708665090.0,short
-5.0,205.0,1708665090.0,1708666115.0,long
1.5,151.0,1708666115.0,1708666870.0,short
-7.5,146.0,1708666950.0,1708667680.0,long
-16.0,151.0,1708667680.0,1708668435.0,short
-5.5,178.0,1708668435.0,1708669325.0,long
6.0,149.0,1708669325.0,1708670070.0,short
-11.5,151.0,1708670125.0,1708670880.0,long
-9.5,155.0,1708670975.0,1708671750.0,long
8.5,167.0,1708671795.0,1708672630.0,long
6.5,152.0,1708672690.0,1708673450.0,short
2.0,173.0,1708673645.0,1708674510.0,long
1.5,159.0,1708674510.0,1708675305.0,short
-20.5,197.0,1708675360.0,1708676345.0,long
-10.0,161.0,1708676350.0,1708677155.0,short
-9.0,155.0,1708677275.0,1708678050.0,long
3.0,148.0,1708678145.0,1708678885.0,short
1.0,148.0,1708678900.0,1708679640.0,long
34.0,204.0,1708679640.0,1708680660.0,short
-4.5,171.0,1708680660.0,1708681515.0,long
16.5,146.0,1708681565.0,1708682295.0,long
14.0,150.0,1708682295.0,1708683045.0,short
15.0,151.0,1708683045.0,1708683800.0,long
-8.0,150.0,1708683840.0,1708684590.0,short
14.5,191.0,1708684590.0,1708685545.0,long
3.0,149.0,1708685545.0,1708686290.0,short
0.5,168.0,1708686290.0,1708687130.0,long
-3.5,157.0,1708687130.0,1708687915.0,short
-18.0,159.0,1708687920.0,1708688715.0,short
-15.0,186.0,1708688755.0,1708689685.0,short
-14.0,185.0,1708689685.0,1708690610.0,long
-16.5,148.0,1708690610.0,1708691350.0,short
-2.0,157.0,1708691350.0,1708692135.0,long
-2.5,160.0,1708692175.0,1708692975.0,long
-21.5,157.0,1708692995.0,1708693780.0,short
15.0,155.0,1708693780.0,1708694555.0,long
29.5,171.0,1708694570.0,1708695425.0,long
11.0,150.0,1708695425.0,1708696175.0,short
28.0,229.0,1708696175.0,1708697320.0,long
-58.0,161.0,1708697320.0,1708698125.0,short
46.5,159.0,1708698125.0,1708698920.0,long
54.0,170.0,1708699110.0,1708699960.0,short
-58.5,167.0,1708699960.0,1708700795.0,long
11.5,153.0,1708700795.0,1708701560.0,short
-31.5,166.0,1708701630.0,1708702460.0,long
-49.5,152.0,1708702480.0,1708703240.0,long
35.0,162.0,1708703240.0,1708704050.0,short
-87.5,163.0,1708704085.0,1708704900.0,long
-84.0,169.0,1708705000.0,1708705845.0,short
-12.5,153.0,1708705845.0,1708706610.0,long
-59.5,158.0,1708706610.0,1708707400.0,short
-56.5,169.0,1708707415.0,1708708260.0,short
-43.5,148.0,1708708260.0,1708709000.0,long
27.5,149.0,1708709000.0,1708709745.0,short
-41.0,169.0,1708709795.0,1708710640.0,short
8.0,160.0,1708710710.0,1708711510.0,long
34.5,196.0,1708711545.0,1708712525.0,long
-10.0,146.0,1708712565.0,1708713295.0,long
9.0,153.0,1708713370.0,1708714135.0,short
-15.5,154.0,1708714135.0,1708714905.0,long
45.5,147.0,1708714905.0,1708715640.0,short
-1.5,241.0,1708715675.0,1708716880.0,long
-10.0,146.0,1708716960.0,1708717690.0,short
4.0,205.0,1708717715.0,1708718740.0,long
33.0,151.0,1708718740.0,1708719495.0,short
-53.5,147.0,1708719495.0,1708720230.0,long
40.5,145.0,1708720235.0,1708720960.0,long
22.5,145.0,1708720975.0,1708721700.0,long
-76.5,168.0,1708721830.0,1708722670.0,long
-6.0,183.0,1708722800.0,1708723715.0,short
1.5,151.0,1708723715.0,1708724470.0,long
-13.5,140.0,1708724600.0,1708725300.0,long
-52.0,179.0,1708902150.0,1708903045.0,short
12.0,182.0,1708903045.0,1708903955.0,long
-6.0,184.0,1708903965.0,1708904885.0,long
47.0,190.0,1708904885.0,1708905835.0,short
-2.5,147.0,1708905865.0,1708906600.0,short
-11.5,171.0,1708906600.0,1708907455.0,long
36.0,171.0,1708907635.0,1708908490.0,short
-17.0,157.0,1708908490.0,1708909275.0,long
4.5,148.0,1708909275.0,1708910015.0,short
23.5,149.0,1708910240.0,1708910985.0,long
-25.0,186.0,1708910985.0,1708911915.0,short
21.5,183.0,1708912000.0,1708912915.0,short
-17.5,159.0,1708912935.0,1708913730.0,short
-4.5,154.0,1708913840.0,1708914610.0,short
5.0,164.0,1708914610.0,1708915430.0,long
12.0,146.0,1708915450.0,1708916180.0,short
6.0,154.0,1708916305.0,1708917075.0,short
-0.5,158.0,1708917075.0,1708917865.0,long
-5.0,149.0,1708917865.0,1708918610.0,short
-3.0,151.0,1708918610.0,1708919365.0,long
-5.0,168.0,1708919365.0,1708920205.0,short
-9.5,157.0,1708920205.0,1708920990.0,long
5.5,151.0,1708920990.0,1708921745.0,short
-12.0,150.0,1708921990.0,1708922740.0,short
-6.5,175.0,1708922770.0,1708923645.0,long
-15.0,148.0,1708923645.0,1708924385.0,short
-1.5,166.0,1708924385.0,1708925215.0,long
-7.0,177.0,1708925215.0,1708926100.0,short
5.0,150.0,1708926265.0,1708927015.0,short
0.0,150.0,1708927015.0,1708927765.0,long
7.0,179.0,1708927780.0,1708928675.0,short
-20.5,161.0,1708928730.0,1708929535.0,long
-1.0,178.0,1708929535.0,1708930425.0,short
-6.0,188.0,1708930425.0,1708931365.0,long
-9.5,200.0,1708931410.0,1708932410.0,long
-31.5,176.0,1708932410.0,1708933290.0,short
8.5,152.0,1708933340.0,1708934100.0,short
17.0,187.0,1708934100.0,1708935035.0,long
-10.0,151.0,1708935035.0,1708935790.0,short
3.5,162.0,1708935790.0,1708936600.0,long
-18.5,158.0,1708936600.0,1708937390.0,short
14.5,190.0,1708937445.0,1708938395.0,short
-5.5,193.0,1708938395.0,1708939360.0,long
-28.0,148.0,1708939360.0,1708940100.0,short
-22.5,155.0,1708940200.0,1708940975.0,short
4.5,147.0,1708940975.0,1708941710.0,long
1.0,164.0,1708941745.0,1708942565.0,short
11.0,161.0,1708942565.0,1708943370.0,long
-3.0,153.0,1708943390.0,1708944155.0,short
-4.5,152.0,1708944155.0,1708944915.0,long
4.5,152.0,1708944915.0,1708945675.0,short
12.5,198.0,1708945675.0,1708946665.0,long
-7.0,159.0,1708946675.0,1708947470.0,long
15.0,158.0,1708947495.0,1708948285.0,short
-19.5,166.0,1708948385.0,1708949215.0,long
16.0,170.0,1708949280.0,1708950130.0,long
-7.5,184.0,1708950130.0,1708951050.0,short
-24.0,146.0,1708951050.0,1708951780.0,long
-5.5,151.0,1708951920.0,1708952675.0,long
-46.0,150.0,1708952770.0,1708953520.0,short
37.5,196.0,1708953520.0,1708954500.0,long
7.0,181.0,1708954580.0,1708955485.0,short
-1.0,150.0,1708955485.0,1708956235.0,long
10.5,184.0,1708956245.0,1708957165.0,short
54.0,149.0,1708957165.0,1708957910.0,long
77.0,163.0,1708957910.0,1708958725.0,short
-43.0,201.0,1708958765.0,1708959770.0,long
60.5,169.0,1708959880.0,1708960725.0,long
-21.5,169.0,1708960725.0,1708961570.0,short
20.5,161.0,1708961570.0,1708962375.0,long
24.5,176.0,1708962375.0,1708963255.0,short
-9.5,153.0,1708963255.0,1708964020.0,long
-8.0,149.0,1708964065.0,1708964810.0,long
-57.5,147.0,1708964810.0,1708965545.0,short
14.5,150.0,1708965545.0,1708966295.0,long
46.0,147.0,1708966295.0,1708967030.0,short
-21.5,169.0,1708967045.0,1708967890.0,short
18.5,147.0,1708967890.0,1708968625.0,long
34.5,176.0,1708968625.0,1708969505.0,short
23.5,197.0,1708969550.0,1708970535.0,short
22.5,160.0,1708970595.0,1708971395.0,long
-70.5,160.0,1708971415.0,1708972215.0,long
-27.0,184.0,1708972380.0,1708973300.0,short
-35.5,162.0,1708973325.0,1708974135.0,short
-36.5,150.0,1708974195.0,1708974945.0,long
-46.0,158.0,1708974990.0,1708975780.0,short
-24.0,205.0,1708975780.0,1708976805.0,long
4.5,161.0,1708976805.0,1708977610.0,short
-25.5,186.0,1708977615.0,1708978545.0,short
-31.0,163.0,1708978545.0,1708979360.0,long
23.0,149.0,1708979415.0,1708980160.0,short
-2.0,148.0,1708980335.0,1708981075.0,short
42.0,157.0,1708981085.0,1708981870.0,short
-5.0,177.0,1708981870.0,1708982755.0,long
-5.5,155.0,1708982795.0,1708983570.0,long
17.5,182.0,1708983570.0,1708984480.0,short
