label,n_active,pct_data,accuracy,lift,n_long,n_short,long_acc,short_acc
confgated_majority_10.0,55593,75.08001890742116,0.5337722375119169,0.03198278515186559,30936,24657,0.5351693819498319,0.5320193048627164
