tf,n,accuracy,baseline,lift,pred_std,pred_mean_abs
1m,370729,0.6200027513358815,0.5821745803538434,0.037828170982038056,20.271386058561344,13.66902880992412
5m,74099,0.6231663045385228,0.5983211649280017,0.02484513961052115,34.98189459462166,24.116653953669747
