1m_z_se,1m_variance_ratio,1m_velocity,1m_p_at_center,1m_reversion_prob,1m_bar_range,1m_wick_ratio,5m_z_se,5m_velocity,5m_wick_ratio,15m_z_se,15m_velocity,1h_z_se,bars_held,pnl,actual_pnl,pattern
0.01704055443406105,0.2864580750465393,7.5,0.7868886590003967,0.9995185136795044,48.0,0.375,-0.9315881729125977,-11.0,0.4886363744735718,1.0385414361953735,-30.75,0.41964757442474365,157,638.5,52.0,BASE_NMP.0
0.8030964136123657,0.5670421719551086,-5.0,0.5876686573028564,0.9746138453483582,49.0,0.4897959232330322,-0.00035593172651715577,-9.0,0.6603773832321167,0.21864642202854156,22.0,-0.6695654392242432,62,391.5,14.5,BASE_NMP.0
-1.6910479068756104,0.9140799641609192,-117.25,0.20048761367797852,0.9151591062545776,518.0,0.11776062101125717,0.6340577006340027,26.75,0.8820346593856812,1.38861083984375,-8.5,0.5496922731399536,12,298.0,123.0,BASE_NMP.0
1.004467248916626,0.4633968770503998,1.25,0.4933089315891266,0.9660276770591736,40.0,0.875,1.059003233909607,9.75,0.5806451439857483,1.1403313875198364,30.0,-1.1019848585128784,180,904.5,-30.5,BASE_NMP.0
2.051152467727661,0.2563445270061493,14.0,0.10884647071361542,0.8551338911056519,113.0,0.5044247508049011,0.333639919757843,-41.75,0.4343065619468689,-1.4669808149337769,-66.5,-2.3205580711364746,7,219.0,39.0,BASE_NMP.0
-1.9419517517089844,0.524929940700531,-5.75,0.13189269602298737,0.8778323531150818,37.0,0.3513513505458832,0.6244840025901794,-19.25,0.23232322931289673,0.4659607410430908,-12.25,-1.526435375213623,39,78.0,-55.0,BASE_NMP.0
1.9016729593276978,0.7426819205284119,-6.25,0.14138390123844147,0.8850486874580383,40.0,0.4000000059604645,1.6229513883590698,36.75,0.38805970549583435,1.0277495384216309,13.75,-0.8385863900184631,13,47.5,0.0,BASE_NMP.0
-1.9137870073318481,0.6068448424339294,-6.25,0.13847105205059052,0.8829367160797119,56.0,0.5357142686843872,0.4147058129310608,-21.5,0.27966102957725525,1.0277495384216309,13.75,-0.8385863900184631,24,46.0,-24.5,BASE_NMP.0
2.025792360305786,0.45751968026161194,10.5,0.1138618215918541,0.8608570694923401,48.0,0.1458333283662796,-0.4179742634296417,-2.0,0.8860759735107422,1.5357710123062134,2.5,-0.8385863900184631,2,25.0,8.0,BASE_NMP.0
-1.9399077892303467,0.5248616933822632,-3.75,0.1323610544204712,0.8782122135162354,34.0,0.5588235259056091,-0.6303381323814392,0.5,0.9692307710647583,1.6895928382873535,13.75,-0.8385863900184631,13,27.5,0.5,BASE_NMP.0
0.3631817102432251,0.15532609820365906,-0.75,0.7433456778526306,0.9895080924034119,15.0,1.0,-1.4582830667495728,-4.5,0.7241379022598267,0.663585901260376,-22.75,-0.7371602654457092,175,272.0,47.0,BASE_NMP.0
0.9695678353309631,1.2721922397613525,6.5,0.5100958347320557,0.9676328301429749,59.0,0.5593220591545105,0.12738965451717377,33.0,0.16249999403953552,0.6106535792350769,12.0,-0.2333703488111496,130,259.5,58.0,BASE_NMP.0
-1.489748477935791,0.4137006998062134,-2.0,0.2724800109863281,0.9354254603385925,148.0,0.9527027010917664,1.7378640174865723,10.25,0.8205128312110901,-0.024613220244646072,51.25,-1.593782663345337,133,691.0,85.0,BASE_NMP.0
2.956364870071411,0.3675534725189209,8.25,0.01959412358701229,0.10405848175287247,38.0,0.18421052396297455,-0.9895986914634705,5.0,0.7166666388511658,0.4705488383769989,13.0,1.897326111793518,1,10.5,9.0,BASE_NMP.0
-2.4697659015655518,0.28388655185699463,-10.75,0.05023116618394852,0.695979118347168,49.0,0.12244898080825806,-1.5889692306518555,-15.0,0.35483869910240173,-1.34138822555542,-20.75,1.779361367225647,6,16.0,0.5,BASE_NMP.0
