strategy,condition,direction,horizon,n_trades,wr,avg_pnl,total_pnl,sharpe,median_pnl
trend < -20 + dmi < -3 → SHORT,trend < -20 + dmi < -3,SHORT,5,39484,47.57116806807821,-0.26102978421639145,-10306.5,-0.004586265635810691,-1.5
trend < -20 + dmi < -3 → SHORT,trend < -20 + dmi < -3,SHORT,10,39484,47.81936987134029,0.047386283051362575,1871.0,0.0005991155536359446,-2.0
trend < -20 + dmi < -3 → SHORT,trend < -20 + dmi < -3,SHORT,15,39484,47.287508864350116,-0.40617718569547157,-16037.5,-0.004241759653173087,-3.5
trend < -20 + dmi < -3 → SHORT,trend < -20 + dmi < -3,SHORT,20,39484,47.31536825043056,-0.5606828082261169,-22138.0,-0.005103917186621046,-4.0
z > 3 + vol_rel > 2 → SHORT,z > 3 + vol_rel > 2,SHORT,3,9567,49.23173408592035,-1.5261314936761785,-14600.5,-0.0301025649895168,0.0
z > 3 + vol_rel > 2 → SHORT,z > 3 + vol_rel > 2,SHORT,5,9566,49.602759774200294,-1.9844240016725905,-18983.0,-0.030858748232266624,0.0
z > 3 + vol_rel > 2 → SHORT,z > 3 + vol_rel > 2,SHORT,10,9564,50.21957340025094,-2.3825282308657467,-22786.5,-0.031928230716740884,0.5
z > 3 + vol_rel > 2 → SHORT,z > 3 + vol_rel > 2,SHORT,15,9562,50.19870320016733,-2.7779753189709266,-26563.0,-0.032119129330113155,0.5
z > 3 + vol_rel > 2 → SHORT,z > 3 + vol_rel > 2,SHORT,20,9561,49.74375065369731,-3.7935362409789772,-36270.0,-0.04044420091428728,0.0
z < -3 + vol_rel > 2 → LONG,z < -3 + vol_rel > 2,LONG,3,10960,52.60036496350365,-0.07153284671532846,-784.0,-0.0019217002269035415,1.5
z < -3 + vol_rel > 2 → LONG,z < -3 + vol_rel > 2,LONG,5,10960,52.55474452554745,-0.14625912408759123,-1603.0,-0.0030699423589319714,1.5
z < -3 + vol_rel > 2 → LONG,z < -3 + vol_rel > 2,LONG,10,10960,52.78284671532847,-0.2134124087591241,-2339.0,-0.0032476042691676047,2.0
z < -3 + vol_rel > 2 → LONG,z < -3 + vol_rel > 2,LONG,15,10960,53.065693430656935,-0.4814324817518248,-5276.5,-0.006197164598559301,3.0
z < -3 + vol_rel > 2 → LONG,z < -3 + vol_rel > 2,LONG,20,10960,53.102189781021906,-0.06724452554744526,-737.0,-0.0007589816718139695,3.5
trend > 20 + vol > 2 → SHORT (fade),trend > 20 + vol > 2,SHORT,3,3845,50.299089726918076,-3.082184655396619,-11851.0,-0.040999869111250635,0.5
trend > 20 + vol > 2 → SHORT (fade),trend > 20 + vol > 2,SHORT,5,3845,49.3628088426528,-3.4209362808842654,-13153.5,-0.041339373740840374,-0.5
trend > 20 + vol > 2 → SHORT (fade),trend > 20 + vol > 2,SHORT,10,3843,50.01301066874837,-5.583528493364559,-21457.5,-0.05622468528536825,0.5
trend > 20 + vol > 2 → SHORT (fade),trend > 20 + vol > 2,SHORT,15,3841,49.93491278312939,-6.381541265295496,-24511.5,-0.05672758547985019,0.0
trend > 20 + vol > 2 → SHORT (fade),trend > 20 + vol > 2,SHORT,20,3841,48.97162197344442,-8.804347826086957,-33817.5,-0.07185762509354197,-1.0
trend < -20 + vol > 2 → LONG (fade),trend < -20 + vol > 2,LONG,3,5574,53.08575529242914,-0.5418012199497668,-3020.0,-0.010608685348282083,2.5
trend < -20 + vol > 2 → LONG (fade),trend < -20 + vol > 2,LONG,5,5574,52.63724434876211,-0.5375852170792967,-2996.5,-0.008316413967548049,2.5
trend < -20 + vol > 2 → LONG (fade),trend < -20 + vol > 2,LONG,10,5574,53.139576605669184,-0.761750986724076,-4246.0,-0.008707444960229743,3.5
trend < -20 + vol > 2 → LONG (fade),trend < -20 + vol > 2,LONG,15,5574,53.31898098313599,-1.0380337280229637,-5786.0,-0.010092082761565225,4.5
trend < -20 + vol > 2 → LONG (fade),trend < -20 + vol > 2,LONG,20,5574,53.71367061356297,-0.5126480086114101,-2857.5,-0.004386729433526886,5.0
z > 2 + vol < 0.5 → SHORT,z > 2 + vol < 0.5,SHORT,3,23220,48.695090439276484,0.01914298018949182,444.5,0.0010703986458397634,0.0
z > 2 + vol < 0.5 → SHORT,z > 2 + vol < 0.5,SHORT,5,23220,49.203273040482344,0.04364771748492679,1013.5,0.001655555680214482,0.0
z > 2 + vol < 0.5 → SHORT,z > 2 + vol < 0.5,SHORT,10,23220,49.29801894918174,-0.013996554694229113,-325.0,-0.0003974680723885596,0.0
z > 2 + vol < 0.5 → SHORT,z > 2 + vol < 0.5,SHORT,15,23220,49.487510766580534,0.003165374677002584,73.5,7.52882084507096e-05,0.0
z > 2 + vol < 0.5 → SHORT,z > 2 + vol < 0.5,SHORT,20,23219,49.437960291140875,-0.4216589861751152,-9790.5,-0.008266666978231836,0.0
z < -2 + vol < 0.5 → LONG,z < -2 + vol < 0.5,LONG,3,18056,50.249224634470536,0.20918254319893664,3777.0,0.009648245089037824,0.5
z < -2 + vol < 0.5 → LONG,z < -2 + vol < 0.5,LONG,5,18056,50.72552060256979,0.11253876827647319,2032.0,0.003982544809528106,0.5
z < -2 + vol < 0.5 → LONG,z < -2 + vol < 0.5,LONG,10,18056,51.323659725299066,0.045248116969428445,817.0,0.001110476726588953,1.0
z < -2 + vol < 0.5 → LONG,z < -2 + vol < 0.5,LONG,15,18056,51.650420912716,0.24343708462560923,4395.5,0.004931385784382603,1.0
z < -2 + vol < 0.5 → LONG,z < -2 + vol < 0.5,LONG,20,18056,52.27071333628711,0.3526251661497563,6367.0,0.006086656028337481,1.5
z > 2 + trend < -10 → SHORT,z > 2 + trend < -10,SHORT,3,7400,47.31081081081081,-1.1529054054054053,-8531.5,-0.030116518426286792,-1.0
z > 2 + trend < -10 → SHORT,z > 2 + trend < -10,SHORT,5,7400,47.0,-2.228581081081081,-16491.5,-0.04503106375403424,-2.0
z > 2 + trend < -10 → SHORT,z > 2 + trend < -10,SHORT,10,7400,47.445945945945944,-2.9163513513513513,-21581.0,-0.04030584908461841,-2.0
z > 2 + trend < -10 → SHORT,z > 2 + trend < -10,SHORT,15,7400,47.45945945945946,-3.931756756756757,-29095.0,-0.04438646836075389,-2.5
z > 2 + trend < -10 → SHORT,z > 2 + trend < -10,SHORT,20,7400,46.66216216216216,-4.076891891891892,-30169.0,-0.04210190557294525,-3.0
z < -2 + trend > 10 → LONG,z < -2 + trend > 10,LONG,3,7708,51.686559418785684,0.6552932018681888,5051.0,0.016036563087630067,1.0
z < -2 + trend > 10 → LONG,z < -2 + trend > 10,LONG,5,7708,52.28334198235599,0.9479761286974572,7307.0,0.01808945744651841,2.0
z < -2 + trend > 10 → LONG,z < -2 + trend > 10,LONG,10,7708,52.81525687597301,1.5605215360664244,12028.5,0.021725031390143083,3.0
z < -2 + trend > 10 → LONG,z < -2 + trend > 10,LONG,15,7708,52.54281266216917,1.138622210690192,8776.5,0.012845683678299124,3.5
z < -2 + trend > 10 → LONG,z < -2 + trend > 10,LONG,20,7708,52.659574468085104,0.24403217436429683,1881.0,0.002295324962364895,4.0
z > 2 + trend > 10 → SHORT,z > 2 + trend > 10,SHORT,3,68544,49.0531629318394,-0.18059932306255835,-12379.0,-0.004978290157840719,0.0
z > 2 + trend > 10 → SHORT,z > 2 + trend > 10,SHORT,5,68543,49.30043914039362,-0.2926484104868477,-20059.0,-0.006152131910427121,0.0
z > 2 + trend > 10 → SHORT,z > 2 + trend > 10,SHORT,10,68538,49.84388222591847,-0.5868642213078876,-40222.5,-0.008763837937720112,0.0
z > 2 + trend > 10 → SHORT,z > 2 + trend > 10,SHORT,15,68533,49.76726540498738,-0.755001240278406,-51742.5,-0.00942716436242688,0.0
z > 2 + trend > 10 → SHORT,z > 2 + trend > 10,SHORT,20,68533,49.857732771073785,-1.2999941633957364,-89092.5,-0.014168629394812794,0.0
z < -2 + trend < -10 → LONG,z < -2 + trend < -10,LONG,3,63892,51.436799599323855,0.1764070619169849,11271.0,0.004827840651012888,1.0
z < -2 + trend < -10 → LONG,z < -2 + trend < -10,LONG,5,63892,51.69035246979278,0.20796813372566206,13287.5,0.004401222651179965,1.0
z < -2 + trend < -10 → LONG,z < -2 + trend < -10,LONG,10,63892,51.824954610905905,0.12643992988167532,8078.5,0.001888560854859307,2.0
z < -2 + trend < -10 → LONG,z < -2 + trend < -10,LONG,15,63892,52.19589306955488,0.2905136793338759,18561.5,0.0035550808647146744,2.5
z < -2 + trend < -10 → LONG,z < -2 + trend < -10,LONG,20,63892,52.3257997871408,0.4690806360733738,29970.5,0.004986923963960858,3.0
dmi > 5 + vr < 0.5 → LONG,dmi > 5 + vr < 0.5,LONG,3,63770,48.79253567508233,-0.0992002509016779,-6326.0,-0.003737832798768238,0.0
dmi > 5 + vr < 0.5 → LONG,dmi > 5 + vr < 0.5,LONG,5,63770,48.60749568762741,-0.1365924415869531,-8710.5,-0.003941810973235619,0.0
dmi > 5 + vr < 0.5 → LONG,dmi > 5 + vr < 0.5,LONG,10,63770,48.67649364905128,-0.2815979300611573,-17957.5,-0.005574916011029,-0.5
dmi > 5 + vr < 0.5 → LONG,dmi > 5 + vr < 0.5,LONG,15,63770,48.949349223772934,-0.3037870472008782,-19372.5,-0.004947668214035631,-0.5
dmi > 5 + vr < 0.5 → LONG,dmi > 5 + vr < 0.5,LONG,20,63770,49.36960953426376,0.15053316606554806,9599.5,0.002115602856625149,0.0
dmi < -5 + vr < 0.5 → SHORT,dmi < -5 + vr < 0.5,SHORT,3,64687,47.38046284415725,-0.1192511632940158,-7714.0,-0.004112587202272136,-0.5
dmi < -5 + vr < 0.5 → SHORT,dmi < -5 + vr < 0.5,SHORT,5,64687,47.48713033530694,-0.07459767804968541,-4825.5,-0.0020005778375719973,-1.0
dmi < -5 + vr < 0.5 → SHORT,dmi < -5 + vr < 0.5,SHORT,10,64687,47.64172090219055,-0.05344968850000773,-3457.5,-0.0010198964935319917,-1.0
dmi < -5 + vr < 0.5 → SHORT,dmi < -5 + vr < 0.5,SHORT,15,64687,47.60771097747615,-0.2734166061186946,-17686.5,-0.004242595400039322,-1.5
dmi < -5 + vr < 0.5 → SHORT,dmi < -5 + vr < 0.5,SHORT,20,64687,47.3912841838391,-0.02009677369486914,-1300.0,-0.000270509814578628,-2.0
z > 2 + US session → SHORT,z > 2 + US session,SHORT,3,50761,48.365871436732924,-0.2408246488445854,-12224.5,-0.005718472259850041,-0.5
z > 2 + US session → SHORT,z > 2 + US session,SHORT,5,50759,48.72436415217006,-0.4010815815914419,-20358.5,-0.007201792018037868,-0.5
z > 2 + US session → SHORT,z > 2 + US session,SHORT,10,50754,48.92225243330575,-0.9314733814083619,-47276.0,-0.01173255744389836,-0.5
z > 2 + US session → SHORT,z > 2 + US session,SHORT,15,50749,49.0925929574967,-1.1205146899446294,-56865.0,-0.011463860539678707,-1.0
z > 2 + US session → SHORT,z > 2 + US session,SHORT,20,50744,49.01860318461296,-1.4822442062115717,-75215.0,-0.013096713356384303,-1.0
z < -2 + US session → LONG,z < -2 + US session,LONG,3,44532,50.70960208389472,0.0722289589508668,3216.5,0.001652444521775683,0.5
z < -2 + US session → LONG,z < -2 + US session,LONG,5,44532,51.14075271714722,0.06573924368993084,2927.5,0.0011618692277432117,1.0
z < -2 + US session → LONG,z < -2 + US session,LONG,10,44532,51.40573071050032,-0.027856372945297764,-1240.5,-0.0003459907437764028,1.5
z < -2 + US session → LONG,z < -2 + US session,LONG,15,44532,51.697655618431696,0.3143245306745711,13997.5,0.0031808002700103675,2.5
z < -2 + US session → LONG,z < -2 + US session,LONG,20,44532,51.82340788646367,0.5199070331447049,23152.5,0.00454087951075157,3.0
z > 2 + Asia session → SHORT,z > 2 + Asia session,SHORT,3,52365,48.47703618829371,-0.15198128520958656,-7958.5,-0.009639553899678365,0.0
z > 2 + Asia session → SHORT,z > 2 + Asia session,SHORT,5,52365,48.98882841592667,-0.2638212546548267,-13815.0,-0.013128724676896825,0.0
z > 2 + Asia session → SHORT,z > 2 + Asia session,SHORT,10,52365,49.051847608135205,-0.4681562112097775,-24515.0,-0.016506441391867504,0.0
z > 2 + Asia session → SHORT,z > 2 + Asia session,SHORT,15,52365,49.27336961711066,-0.58400649288647,-30581.5,-0.016633851971952544,0.0
z > 2 + Asia session → SHORT,z > 2 + Asia session,SHORT,20,52365,49.563639835768164,-0.8145039625704191,-42651.5,-0.01987250302570703,0.0
z < -2 + Asia session → LONG,z < -2 + Asia session,LONG,3,46642,50.26585480897046,-0.049247459371382016,-2297.0,-0.0027884071463260213,0.5
z < -2 + Asia session → LONG,z < -2 + Asia session,LONG,5,46642,50.349470434372456,-0.08066763860897903,-3762.5,-0.0035682724568209963,0.5
z < -2 + Asia session → LONG,z < -2 + Asia session,LONG,10,46642,50.99695553363921,0.038420307877020714,1792.0,0.0012054256234444516,0.5
z < -2 + Asia session → LONG,z < -2 + Asia session,LONG,15,46642,51.26281034260967,0.22308220059174136,10405.0,0.00575329938937127,1.0
z < -2 + Asia session → LONG,z < -2 + Asia session,LONG,20,46642,51.50722524763089,0.29691050984091594,13848.5,0.006695017113221503,1.25
z > 2 + range > 40 → SHORT,z > 2 + range > 40,SHORT,3,37580,48.328898350186265,-0.7871075039914849,-29579.5,-0.015499566201782652,-1.0
z > 2 + range > 40 → SHORT,z > 2 + range > 40,SHORT,5,37578,48.50178295811379,-1.2660599286816754,-47576.0,-0.019027983683160766,-1.0
z > 2 + range > 40 → SHORT,z > 2 + range > 40,SHORT,10,37573,48.667926436536874,-2.178705453384079,-81860.5,-0.02364285867836231,-1.5
z > 2 + range > 40 → SHORT,z > 2 + range > 40,SHORT,15,37572,48.719791333972104,-2.6468114553390825,-99446.0,-0.023923470607161594,-1.5
z > 2 + range > 40 → SHORT,z > 2 + range > 40,SHORT,20,37572,48.53880549345257,-3.216903545193229,-120865.5,-0.02551789383547552,-2.0
z < -2 + range > 40 → LONG,z < -2 + range > 40,LONG,3,45129,50.916262270380464,0.04428416317667132,1998.5,0.0009647769987093084,1.0
z < -2 + range > 40 → LONG,z < -2 + range > 40,LONG,5,45129,51.33506171198121,0.014757694608788141,666.0,0.0002495170769216865,1.5
z < -2 + range > 40 → LONG,z < -2 + range > 40,LONG,10,45129,51.39710607369984,-0.021349908041392453,-963.5,-0.0002567302174501491,2.0
z < -2 + range > 40 → LONG,z < -2 + range > 40,LONG,15,45129,51.79596268474816,0.06255401183274613,2823.0,0.0006201025048920227,3.0
z < -2 + range > 40 → LONG,z < -2 + range > 40,LONG,20,45129,52.00647034057923,0.14667951871302268,6619.5,0.0012581584022450397,4.0
z > 2 + vr < 0.5 + vol > 1.5 → SHORT,z > 2 + vr < 0.5 + vol > 1.5,SHORT,3,8791,49.289045614833356,-0.26891138664543285,-2364.0,-0.011501284482043747,0.0
z > 2 + vr < 0.5 + vol > 1.5 → SHORT,z > 2 + vr < 0.5 + vol > 1.5,SHORT,5,8791,49.51655101808668,0.18530315094983507,1629.0,0.0063432057237691195,0.0
z > 2 + vr < 0.5 + vol > 1.5 → SHORT,z > 2 + vr < 0.5 + vol > 1.5,SHORT,10,8791,49.75543169150267,0.05869639403935843,516.0,0.0012685501059307902,0.0
z > 2 + vr < 0.5 + vol > 1.5 → SHORT,z > 2 + vr < 0.5 + vol > 1.5,SHORT,15,8791,49.53930155841201,-0.9201456034580822,-8089.0,-0.013547429845800015,0.0
z > 2 + vr < 0.5 + vol > 1.5 → SHORT,z > 2 + vr < 0.5 + vol > 1.5,SHORT,20,8791,49.68718007052668,-1.963826640882721,-17264.0,-0.025439967369772627,0.0
z < -2 + vr < 0.5 + vol > 1.5 → LONG,z < -2 + vr < 0.5 + vol > 1.5,LONG,3,7204,51.34647418101055,-0.21300666296501944,-1534.5,-0.007173138537222851,0.5
z < -2 + vr < 0.5 + vol > 1.5 → LONG,z < -2 + vr < 0.5 + vol > 1.5,LONG,5,7204,51.23542476401999,-0.5952248750694059,-4288.0,-0.01578765648615306,1.0
z < -2 + vr < 0.5 + vol > 1.5 → LONG,z < -2 + vr < 0.5 + vol > 1.5,LONG,10,7204,52.026651860077735,0.0837729039422543,603.5,0.001579572400783917,1.5
z < -2 + vr < 0.5 + vol > 1.5 → LONG,z < -2 + vr < 0.5 + vol > 1.5,LONG,15,7204,52.10993892282065,-0.13700721821210438,-987.0,-0.0020860552287527046,1.5
z < -2 + vr < 0.5 + vol > 1.5 → LONG,z < -2 + vr < 0.5 + vol > 1.5,LONG,20,7204,52.151582454192116,-0.23202387562465296,-1671.5,-0.003084525558107789,2.0
z > 2 + trend < -10 + dmi < -3 → SHORT,z > 2 + trend < -10 + dmi < -3,SHORT,3,2955,45.92216582064298,-1.8912013536379018,-5588.5,-0.05827144542839151,-1.5
z > 2 + trend < -10 + dmi < -3 → SHORT,z > 2 + trend < -10 + dmi < -3,SHORT,5,2955,46.76818950930626,-2.547715736040609,-7528.5,-0.0611560806013638,-2.0
z > 2 + trend < -10 + dmi < -3 → SHORT,z > 2 + trend < -10 + dmi < -3,SHORT,10,2955,45.10998307952623,-3.356006768189509,-9917.0,-0.057022606551284896,-3.5
z > 2 + trend < -10 + dmi < -3 → SHORT,z > 2 + trend < -10 + dmi < -3,SHORT,15,2955,45.58375634517767,-4.42994923857868,-13090.5,-0.06217021290437631,-4.0
z > 2 + trend < -10 + dmi < -3 → SHORT,z > 2 + trend < -10 + dmi < -3,SHORT,20,2955,44.9746192893401,-4.0918781725888325,-12091.5,-0.0517730406490298,-5.0
z < -2 + trend > 10 + dmi > 3 → LONG,z < -2 + trend > 10 + dmi > 3,LONG,3,1612,51.61290322580645,1.2109181141439207,1952.0,0.03033554690808945,1.5
z < -2 + trend > 10 + dmi > 3 → LONG,z < -2 + trend > 10 + dmi > 3,LONG,5,1612,52.17121588089329,1.3892679900744418,2239.5,0.026141395643412065,1.5
z < -2 + trend > 10 + dmi > 3 → LONG,z < -2 + trend > 10 + dmi > 3,LONG,10,1612,50.93052109181141,0.4482009925558313,722.5,0.006018152290725234,1.0
z < -2 + trend > 10 + dmi > 3 → LONG,z < -2 + trend > 10 + dmi > 3,LONG,15,1612,50.62034739454094,0.4299007444168734,693.0,0.005020499948617725,1.0
z < -2 + trend > 10 + dmi > 3 → LONG,z < -2 + trend > 10 + dmi > 3,LONG,20,1612,51.488833746898266,2.225496277915633,3587.5,0.023029976928255553,2.5
