**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

day,entry_ts,entry_price,exit_ts,exit_price,direction,pnl_pts,pnl_usd,mfe_pts,mae_pts,leg_min,exit_reason
2025_08_22,1755845340,23113.75,1755845540,23121.0,1,7.25,11.5,14.25,0.25,3.3333333333333335,trail
2025_08_22,1755862320,23250.5,1755864210,23260.5,-1,-10.0,-23.0,8.75,10.25,31.5,sl
2025_08_22,1755869580,23249.0,1755869605,23239.0,1,-10.0,-23.0,2.5,13.25,0.4166666666666667,sl
2025_08_22,1755871020,23291.25,1755871080,23265.25,-1,26.0,49.0,33.25,2.25,1.0,trail
2025_08_22,1755871260,23479.0,1755871265,23469.0,1,-10.0,-23.0,0.0,17.25,0.08333333333333333,sl
2025_08_22,1755871500,23488.5,1755871510,23498.5,-1,-10.0,-23.0,3.5,19.0,0.16666666666666666,sl
2025_08_22,1755871560,23523.0,1755871565,23513.0,1,-10.0,-23.0,0.0,12.0,0.08333333333333333,sl
2025_08_22,1755872340,23582.25,1755872370,23572.5,-1,9.75,16.5,17.75,1.25,0.5,trail
2025_08_22,1755872700,23536.25,1755872760,23565.75,1,29.5,56.0,45.5,1.0,1.0,trail
2025_08_22,1755872880,23529.75,1755872885,23539.75,-1,-10.0,-23.0,0.0,14.25,0.08333333333333333,sl
2025_08_22,1755873060,23568.75,1755873080,23558.75,1,-10.0,-23.0,2.0,11.5,0.3333333333333333,sl
2025_08_22,1755874320,23601.75,1755874345,23611.75,-1,-10.0,-23.0,0.0,10.0,0.4166666666666667,sl
2025_08_22,1755874920,23630.5,1755875050,23643.0,1,12.5,22.0,18.5,2.5,2.1666666666666665,trail
2025_08_22,1755876300,23608.25,1755876495,23618.25,-1,-10.0,-23.0,0.5,11.5,3.25,sl
2025_08_22,1755876780,23640.25,1755876800,23630.25,1,-10.0,-23.0,0.0,10.0,0.3333333333333333,sl
2025_08_22,1755877140,23614.0,1755877540,23624.0,-1,-10.0,-23.0,5.5,10.5,6.666666666666667,sl
2025_08_22,1755879780,23565.75,1755879855,23555.75,1,-10.0,-23.0,1.0,13.5,1.25,sl
2025_08_22,1755880020,23529.0,1755880200,23539.0,-1,-10.0,-23.0,3.5,11.0,3.0,sl
2025_08_22,1755880620,23559.25,1755880645,23549.25,1,-10.0,-23.0,1.75,10.0,0.4166666666666667,sl
2025_08_22,1755881760,23523.0,1755881895,23514.0,-1,9.0,15.0,14.5,2.5,2.25,trail
2025_08_22,1755882060,23544.75,1755882375,23558.0,1,13.25,23.5,18.5,3.75,5.25,trail
2025_08_22,1755886980,23589.75,1755887190,23599.75,-1,-10.0,-23.0,0.75,10.0,3.5,sl
2025_08_25,1756083240,23552.5,1756084745,23546.75,-1,5.75,8.5,10.75,9.25,25.083333333333332,trail
2025_08_25,1756095420,23555.0,1756098965,23560.5,1,5.5,8.0,10.75,4.5,59.083333333333336,trail
2025_08_25,1756104960,23536.5,1756105215,23523.25,-1,13.25,23.5,18.25,2.0,4.25,trail
2025_08_25,1756128480,23493.75,1756128640,23502.0,1,8.25,13.5,21.0,0.75,2.6666666666666665,trail
2025_08_25,1756128780,23462.5,1756128810,23455.5,-1,7.0,11.0,12.25,3.0,0.5,trail
2025_08_25,1756128960,23480.0,1756129025,23484.25,1,4.25,5.5,11.25,6.0,1.0833333333333333,trail
2025_08_25,1756129560,23453.0,1756129585,23463.0,-1,-10.0,-23.0,0.0,20.0,0.4166666666666667,sl
2025_08_25,1756129800,23486.0,1756129865,23476.0,1,-10.0,-23.0,2.25,10.0,1.0833333333333333,sl
2025_08_25,1756131660,23519.0,1756131675,23529.0,-1,-10.0,-23.0,0.0,16.25,0.25,sl
2025_08_25,1756132620,23557.5,1756132825,23547.5,1,-10.0,-23.0,9.25,10.0,3.4166666666666665,sl
2025_08_25,1756133040,23537.5,1756133200,23547.5,-1,-10.0,-23.0,3.0,10.25,2.6666666666666665,sl
2025_08_25,1756133400,23567.5,1756133570,23557.5,1,-10.0,-23.0,5.5,11.0,2.8333333333333335,sl
2025_08_26,1756166640,23463.0,1756166650,23473.0,-1,-10.0,-23.0,0.0,10.75,0.16666666666666666,sl
2025_08_26,1756167360,23490.0,1756167460,23502.5,1,12.5,22.0,17.5,1.75,1.6666666666666667,trail
2025_08_26,1756167840,23467.0,1756168290,23450.0,-1,17.0,31.0,22.5,9.5,7.5,trail
2025_08_26,1756169520,23405.0,1756169845,23411.5,1,6.5,10.0,12.5,8.75,5.416666666666667,trail
2025_08_26,1756173240,23420.75,1756173430,23430.75,-1,-10.0,-23.0,4.0,11.0,3.1666666666666665,sl
2025_08_26,1756173780,23451.25,1756175995,23466.5,1,15.25,27.5,21.0,7.25,36.916666666666664,trail
2025_08_26,1756177800,23444.75,1756179705,23454.75,-1,-10.0,-23.0,3.75,10.75,31.75,sl
2025_08_26,1756184940,23472.25,1756187270,23478.0,1,5.75,8.5,11.25,5.75,38.833333333333336,trail
2025_08_26,1756190160,23449.25,1756191015,23459.25,-1,-10.0,-23.0,4.75,10.25,14.25,sl
2025_08_26,1756193580,23451.5,1756193730,23456.75,1,5.25,7.5,11.0,2.0,2.5,trail
2025_08_26,1756207020,23473.5,1756208130,23457.25,-1,16.25,29.5,21.5,4.25,18.5,trail
2025_08_26,1756212480,23477.75,1756212850,23467.75,1,-10.0,-23.0,1.5,10.0,6.166666666666667,sl
2025_08_26,1756215540,23481.5,1756215600,23491.5,-1,-10.0,-23.0,3.5,12.0,1.0,sl
2025_08_26,1756215720,23514.25,1756215755,23504.25,1,-10.0,-23.0,0.0,11.5,0.5833333333333334,sl
2025_08_26,1756215960,23485.0,1756216085,23452.0,-1,33.0,63.0,40.0,6.75,2.0833333333333335,trail
2025_08_26,1756216320,23475.5,1756216345,23465.5,1,-10.0,-23.0,1.25,11.5,0.4166666666666667,sl
2025_08_26,1756220820,23522.75,1756221260,23532.75,-1,-10.0,-23.0,6.75,10.75,7.333333333333333,sl
2025_08_26,1756224060,23524.5,1756224590,23530.5,1,6.0,9.0,11.25,1.0,8.833333333333334,trail
2025_08_26,1756228260,23513.75,1756228410,23523.75,-1,-10.0,-23.0,2.75,10.25,2.5,sl
2025_08_26,1756231440,23515.75,1756231890,23522.75,1,7.0,11.0,14.25,9.75,7.5,trail
2025_08_26,1756237260,23543.5,1756237780,23553.5,-1,-10.0,-23.0,8.25,11.25,8.666666666666666,sl
2025_08_27,1756279620,23579.0,1756279980,23589.0,-1,-10.0,-23.0,3.0,12.75,6.0,sl
2025_08_27,1756287600,23600.0,1756293880,23606.25,1,6.25,9.5,11.25,8.75,104.66666666666667,trail
2025_08_27,1756297920,23584.0,1756298405,23577.5,-1,6.5,10.0,11.5,3.0,8.083333333333334,trail
2025_08_27,1756302900,23536.75,1756302940,23526.75,1,-10.0,-23.0,1.0,10.5,0.6666666666666666,sl
2025_08_27,1756311480,23597.0,1756311970,23558.5,-1,38.5,74.0,44.0,3.25,8.166666666666666,trail
2025_08_27,1756313040,23577.25,1756313715,23603.5,1,26.25,49.5,31.5,8.5,11.25,trail
2025_08_27,1756321080,23626.0,1756321690,23614.0,-1,12.0,21.0,17.25,4.75,10.166666666666666,trail
2025_08_27,1756322460,23595.0,1756323430,23607.0,1,12.0,21.0,17.0,9.0,16.166666666666668,trail
2025_08_27,1756326060,23495.75,1756326070,23505.75,-1,-10.0,-23.0,0.0,41.75,0.16666666666666666,sl
2025_08_27,1756326180,23483.75,1756326210,23494.25,1,10.5,18.0,19.75,5.75,0.5,trail
2025_08_28,1756343160,23527.25,1756346105,23545.5,1,18.25,33.5,23.75,3.25,49.083333333333336,trail
2025_08_28,1756359900,23548.5,1756361965,23558.5,-1,-10.0,-23.0,7.5,10.25,34.416666666666664,sl
2025_08_28,1756362600,23583.75,1756362780,23593.75,1,10.0,17.0,15.0,0.5,3.0,trail
2025_08_28,1756370640,23628.0,1756371695,23620.25,-1,7.75,12.5,12.75,2.0,17.583333333333332,trail
2025_08_28,1756382220,23613.25,1756382830,23624.0,1,10.75,18.5,15.75,1.75,10.166666666666666,trail
2025_08_28,1756383840,23596.75,1756384200,23606.75,-1,-10.0,-23.0,2.25,13.75,6.0,sl
2025_08_28,1756384320,23635.25,1756384330,23625.25,1,-10.0,-23.0,0.0,12.5,0.16666666666666666,sl
2025_08_28,1756388160,23699.0,1756388190,23709.0,-1,-10.0,-23.0,8.0,12.5,0.5,sl
2025_08_28,1756388580,23724.0,1756388595,23714.0,1,-10.0,-23.0,0.0,10.0,0.25,sl
2025_08_28,1756388760,23679.25,1756388770,23689.25,-1,-10.0,-23.0,0.0,11.0,0.16666666666666666,sl
2025_08_28,1756389600,23616.25,1756389605,23606.25,1,-10.0,-23.0,0.0,12.25,0.08333333333333333,sl
2025_08_28,1756390800,23645.5,1756390875,23655.5,-1,-10.0,-23.0,5.0,11.75,1.25,sl
2025_08_28,1756391640,23673.5,1756391675,23663.5,1,-10.0,-23.0,1.0,18.75,0.5833333333333334,sl
2025_08_28,1756394460,23723.25,1756394660,23701.25,-1,22.0,41.0,27.0,2.0,3.3333333333333335,trail
2025_08_28,1756395180,23702.25,1756395280,23711.25,1,9.0,15.0,15.25,-0.0,1.6666666666666667,trail
2025_08_28,1756395840,23687.0,1756395965,23682.0,-1,5.0,7.0,11.75,6.0,2.0833333333333335,trail
2025_08_28,1756397580,23710.0,1756397800,23725.0,1,15.0,27.0,20.75,1.5,3.6666666666666665,trail
2025_08_28,1756400460,23726.0,1756400525,23736.0,-1,-10.0,-23.0,0.25,11.0,1.0833333333333333,sl
2025_08_28,1756402080,23758.75,1756402235,23764.0,1,5.25,7.5,10.5,5.5,2.5833333333333335,trail
2025_08_29,1756453020,23706.75,1756454085,23690.75,-1,16.0,29.0,21.25,7.25,17.75,trail
2025_08_29,1756458900,23650.0,1756461645,23640.0,1,-10.0,-23.0,9.25,11.0,45.75,sl
2025_08_29,1756464960,23630.0,1756465205,23640.0,-1,-10.0,-23.0,5.25,10.25,4.083333333333333,sl
2025_08_29,1756470660,23665.75,1756470680,23655.75,1,-10.0,-23.0,0.5,12.0,0.3333333333333333,sl
2025_08_29,1756474440,23633.0,1756474470,23643.0,-1,-10.0,-23.0,1.25,10.25,0.5,sl
2025_08_29,1756477260,23480.75,1756477325,23492.0,1,11.25,19.5,16.5,1.5,1.0833333333333333,trail
2025_08_29,1756477620,23459.75,1756477655,23469.75,-1,-10.0,-23.0,2.0,11.5,0.5833333333333334,sl
2025_08_29,1756477800,23490.25,1756477810,23480.25,1,-10.0,-23.0,0.0,10.0,0.16666666666666666,sl
2025_08_29,1756478700,23475.75,1756478860,23463.5,-1,12.25,21.5,18.5,6.0,2.6666666666666665,trail
2025_08_29,1756479660,23448.25,1756480145,23464.25,1,16.0,29.0,21.5,7.0,8.083333333333334,trail
2025_08_29,1756481520,23463.0,1756481835,23473.0,-1,-10.0,-23.0,7.75,11.0,5.25,sl
2025_08_29,1756483860,23462.0,1756484045,23469.5,1,7.5,12.0,13.5,-0.0,3.0833333333333335,trail
2025_08_29,1756486860,23461.0,1756486935,23457.75,-1,3.25,3.5,10.25,2.0,1.25,trail
2025_08_29,1756488420,23435.0,1756488570,23425.0,1,-10.0,-23.0,0.0,11.75,2.5,sl
2025_08_29,1756491660,23447.5,1756492325,23457.5,-1,-10.0,-23.0,9.25,10.75,11.083333333333334,sl
2025_08_29,1756494540,23470.5,1756495350,23478.0,1,7.5,12.0,14.0,9.25,13.5,trail
2025_08_29,1756496160,23448.0,1756496310,23458.0,-1,-10.0,-23.0,0.25,11.0,2.5,sl
2025_08_29,1756496640,23481.25,1756496890,23484.5,1,3.25,3.5,12.5,7.25,4.166666666666667,trail
2025_08_29,1756497060,23447.0,1756497300,23436.5,-1,10.5,18.0,19.5,9.75,4.0,trail
2025_09_01,1756692600,23503.0,1756692975,23488.5,-1,14.5,26.0,22.5,2.0,6.25,trail
2025_09_01,1756702260,23441.0,1756702360,23431.0,1,-10.0,-23.0,0.25,13.0,1.6666666666666667,sl
2025_09_01,1756703580,23414.0,1756703670,23424.0,-1,-10.0,-23.0,1.0,10.0,1.5,sl
2025_09_01,1756705260,23442.0,1756705660,23432.0,1,-10.0,-23.0,6.75,10.5,6.666666666666667,sl
2025_09_01,1756706640,23410.0,1756706930,23398.75,-1,11.25,19.5,16.75,6.75,4.833333333333333,trail
2025_09_01,1756708680,23410.0,1756709100,23447.25,1,37.25,71.5,48.75,0.25,7.0,trail
2025_09_01,1756725900,23470.75,1756726370,23464.25,-1,6.5,10.0,11.75,1.0,7.833333333333333,trail
2025_09_01,1756734000,23474.5,1756734880,23488.75,1,14.25,25.5,19.25,1.0,14.666666666666666,trail
2025_09_02,1756774920,23479.25,1756776260,23469.25,1,-10.0,-23.0,5.0,10.0,22.333333333333332,sl
2025_09_02,1756778220,23449.75,1756778475,23444.5,-1,5.25,7.5,17.75,0.75,4.25,trail
2025_09_02,1756787100,23445.0,1756787740,23435.0,1,-10.0,-23.0,6.0,10.75,10.666666666666666,sl
2025_09_02,1756789740,23411.0,1756790015,23421.0,-1,-10.0,-23.0,5.5,10.25,4.583333333333333,sl
2025_09_02,1756794420,23438.5,1756794515,23428.5,1,-10.0,-23.0,0.0,10.25,1.5833333333333333,sl
2025_09_02,1756797060,23416.0,1756797170,23412.25,-1,3.75,4.5,10.0,1.0,1.8333333333333333,trail
2025_09_02,1756798200,23410.75,1756798385,23400.75,1,-10.0,-23.0,9.0,10.0,3.0833333333333335,sl
2025_09_02,1756798500,23389.5,1756798600,23385.5,-1,4.0,5.0,10.25,1.75,1.6666666666666667,trail
2025_09_02,1756800180,23305.0,1756800290,23312.5,1,7.5,12.0,14.0,-0.0,1.8333333333333333,trail
2025_09_02,1756800900,23290.75,1756800925,23300.75,-1,-10.0,-23.0,0.5,11.75,0.4166666666666667,sl
2025_09_02,1756801020,23318.5,1756801060,23308.5,1,-10.0,-23.0,0.0,10.0,0.6666666666666666,sl
2025_09_02,1756803660,23300.5,1756803760,23310.5,-1,-10.0,-23.0,0.25,11.25,1.6666666666666667,sl
2025_09_02,1756804860,23330.0,1756804995,23320.0,1,-10.0,-23.0,0.0,10.75,2.25,sl
2025_09_02,1756806600,23300.75,1756807315,23294.0,-1,6.75,10.5,11.75,9.75,11.916666666666666,trail
2025_09_02,1756818780,23115.5,1756819630,23124.0,1,8.5,14.0,13.5,8.0,14.166666666666666,trail
2025_09_02,1756819740,23097.0,1756819830,23067.0,-1,30.0,57.0,45.5,5.5,1.5,trail
2025_09_02,1756820040,23081.75,1756820065,23089.5,1,7.75,12.5,12.75,3.5,0.4166666666666667,trail
2025_09_02,1756820880,23160.5,1756820890,23170.5,-1,-10.0,-23.0,0.0,12.75,0.16666666666666666,sl
2025_09_02,1756820940,23187.5,1756820975,23177.5,1,-10.0,-23.0,0.5,12.0,0.5833333333333334,sl
2025_09_02,1756821780,23225.75,1756821795,23235.75,-1,-10.0,-23.0,0.0,12.0,0.25,sl
2025_09_02,1756822680,23228.75,1756822695,23218.75,1,-10.0,-23.0,0.0,10.75,0.25,sl
2025_09_02,1756823100,23205.0,1756823125,23215.0,-1,-10.0,-23.0,3.0,10.0,0.4166666666666667,sl
2025_09_02,1756823340,23242.25,1756823400,23250.0,1,7.75,12.5,20.0,3.5,1.0,trail
2025_09_02,1756823940,23222.25,1756824125,23210.0,-1,12.25,21.5,17.25,8.5,3.0833333333333335,trail
2025_09_02,1756825260,23176.5,1756825310,23166.5,1,-10.0,-23.0,0.25,10.5,0.8333333333333334,sl
2025_09_02,1756825500,23142.25,1756825645,23131.0,-1,11.25,19.5,17.0,4.0,2.4166666666666665,trail
2025_09_02,1756828860,23057.25,1756829070,23047.25,1,-10.0,-23.0,7.0,10.75,3.5,sl
2025_09_02,1756833180,23111.5,1756833345,23121.5,-1,-10.0,-23.0,2.75,10.0,2.75,sl
2025_09_02,1756833840,23139.5,1756834030,23157.25,1,17.75,32.5,23.25,0.75,3.1666666666666665,trail
2025_09_02,1756836000,23188.5,1756836040,23198.5,-1,-10.0,-23.0,0.0,10.0,0.6666666666666666,sl
2025_09_02,1756838940,23194.25,1756838960,23184.25,1,-10.0,-23.0,0.0,10.75,0.3333333333333333,sl
2025_09_02,1756839360,23195.75,1756839560,23190.0,-1,5.75,8.5,11.0,8.75,3.3333333333333335,trail
2025_09_02,1756840380,23217.25,1756840715,23229.5,1,12.25,21.5,17.75,2.25,5.583333333333333,trail
2025_09_03,1756881060,23360.0,1756881410,23350.0,1,-10.0,-23.0,1.75,10.75,5.833333333333333,sl
2025_09_03,1756884000,23323.25,1756884215,23333.25,-1,-10.0,-23.0,2.75,11.0,3.5833333333333335,sl
2025_09_03,1756884540,23357.0,1756884825,23347.0,1,-10.0,-23.0,4.25,11.5,4.75,sl
2025_09_03,1756888680,23400.5,1756889365,23410.5,-1,-10.0,-23.0,0.0,10.5,11.416666666666666,sl
2025_09_03,1756892280,23434.0,1756894685,23424.0,1,-10.0,-23.0,9.5,10.0,40.083333333333336,sl
2025_09_03,1756899000,23425.25,1756899200,23414.25,-1,11.0,19.0,17.0,2.0,3.3333333333333335,trail
2025_09_03,1756899360,23439.5,1756899920,23444.75,1,5.25,7.5,10.5,9.5,9.333333333333334,trail
2025_09_03,1756900740,23414.0,1756900800,23424.0,-1,-10.0,-23.0,2.75,10.25,1.0,sl
2025_09_03,1756901700,23444.5,1756902210,23434.5,1,-10.0,-23.0,3.5,10.0,8.5,sl
2025_09_03,1756902720,23417.25,1756902890,23406.75,-1,10.5,18.0,16.0,3.25,2.8333333333333335,trail
2025_09_03,1756904760,23439.0,1756905340,23446.25,1,7.25,11.5,13.0,7.25,9.666666666666666,trail
2025_09_03,1756906200,23418.5,1756906205,23428.5,-1,-10.0,-23.0,0.0,10.0,0.08333333333333333,sl
2025_09_03,1756907400,23405.5,1756907515,23423.75,1,18.25,33.5,24.75,6.5,1.9166666666666667,trail
2025_09_03,1756907760,23387.0,1756908000,23397.0,-1,-10.0,-23.0,9.5,10.75,4.0,sl
2025_09_03,1756908060,23410.75,1756908070,23400.75,1,-10.0,-23.0,0.0,10.5,0.16666666666666666,sl
2025_09_03,1756908780,23398.0,1756908820,23394.0,-1,4.0,5.0,11.75,1.0,0.6666666666666666,trail
2025_09_03,1756909140,23440.75,1756909265,23444.5,1,3.75,4.5,12.0,2.0,2.0833333333333335,trail
2025_09_03,1756909800,23441.75,1756909850,23451.75,-1,-10.0,-23.0,5.25,10.0,0.8333333333333334,sl
2025_09_03,1756909920,23459.75,1756909970,23464.0,1,4.25,5.5,10.25,-0.0,0.8333333333333334,trail
2025_09_03,1756912440,23491.0,1756912635,23488.0,-1,3.0,3.0,10.25,9.5,3.25,trail
2025_09_03,1756915740,23433.5,1756915840,23423.5,1,-10.0,-23.0,2.5,10.5,1.6666666666666667,sl
2025_09_03,1756916760,23430.5,1756916800,23440.5,-1,-10.0,-23.0,0.5,10.5,0.6666666666666666,sl
2025_09_03,1756918980,23425.0,1756919640,23449.5,1,24.5,46.0,32.5,2.25,11.0,trail
2025_09_03,1756920360,23426.75,1756920420,23421.5,-1,5.25,7.5,11.25,1.0,1.0,trail
2025_09_03,1756921740,23387.25,1756921815,23377.25,1,-10.0,-23.0,2.5,11.0,1.25,sl
2025_09_03,1756922220,23364.5,1756922460,23346.0,-1,18.5,34.0,25.5,7.75,4.0,trail
2025_09_03,1756925160,23352.5,1756925305,23342.5,1,-10.0,-23.0,3.5,11.5,2.4166666666666665,sl
2025_09_04,1756944360,23474.0,1756944620,23464.0,1,-10.0,-23.0,1.25,10.75,4.333333333333333,sl
2025_09_04,1756953000,23494.75,1756953450,23504.75,-1,-10.0,-23.0,3.0,10.5,7.5,sl
2025_09_04,1756959120,23492.0,1756963275,23496.75,1,4.75,6.5,10.25,8.25,69.25,trail
2025_09_04,1756963500,23466.0,1756963825,23476.0,-1,-10.0,-23.0,0.0,10.75,5.416666666666667,sl
2025_09_04,1756969860,23484.0,1756970415,23491.25,1,7.25,11.5,12.5,2.5,9.25,trail
2025_09_04,1756985040,23498.75,1756986255,23508.75,-1,-10.0,-23.0,4.5,10.25,20.25,sl
2025_09_04,1756987920,23518.75,1756988220,23508.75,1,-10.0,-23.0,0.25,11.5,5.0,sl
2025_09_04,1756988400,23489.75,1756989000,23499.75,-1,-10.0,-23.0,6.0,13.75,10.0,sl
2025_09_04,1756992780,23506.0,1756992845,23514.0,1,8.0,13.0,17.0,1.75,1.0833333333333333,trail
2025_09_04,1756993080,23500.25,1756993115,23489.0,-1,11.25,19.5,16.25,3.75,0.5833333333333334,trail
2025_09_04,1756993560,23493.75,1756993685,23504.25,1,10.5,18.0,15.5,7.25,2.0833333333333335,trail
2025_09_04,1756993740,23467.5,1756993785,23477.5,-1,-10.0,-23.0,0.0,10.25,0.75,sl
2025_09_04,1756995180,23466.0,1756995205,23456.0,1,-10.0,-23.0,1.25,12.75,0.4166666666666667,sl
2025_09_04,1756995360,23420.5,1756995390,23430.5,-1,-10.0,-23.0,0.0,13.0,0.5,sl
2025_09_04,1756995600,23448.5,1756995845,23467.25,1,18.75,34.5,24.5,8.25,4.083333333333333,trail
2025_09_04,1756998720,23502.75,1756998945,23512.75,-1,-10.0,-23.0,8.5,10.25,3.75,sl
2025_09_04,1756999080,23534.0,1756999400,23540.75,1,6.75,10.5,12.0,7.0,5.333333333333333,trail
2025_09_04,1757000340,23523.5,1757000550,23533.5,-1,-10.0,-23.0,3.5,17.25,3.5,sl
2025_09_04,1757001240,23550.25,1757001510,23540.25,1,-10.0,-23.0,3.0,10.75,4.5,sl
2025_09_04,1757003280,23515.5,1757003435,23525.5,-1,-10.0,-23.0,0.0,11.25,2.5833333333333335,sl
2025_09_04,1757004480,23548.0,1757004670,23559.75,1,11.75,20.5,17.0,2.25,3.1666666666666665,trail
2025_09_04,1757017080,23679.75,1757017125,23689.75,-1,-10.0,-23.0,0.75,10.25,0.75,sl
2025_09_05,1757034665,23732.0,1757039235,23722.0,1,-10.0,-23.0,7.25,10.0,76.16666666666667,sl
2025_09_05,1757055840,23758.25,1757056140,23755.0,-1,3.25,3.5,12.75,3.0,5.0,trail
2025_09_05,1757061360,23779.75,1757062830,23786.75,1,7.0,11.0,12.0,9.75,24.5,trail
2025_09_05,1757073600,23776.25,1757073875,23786.25,-1,-10.0,-23.0,5.75,10.0,4.583333333333333,sl
2025_09_05,1757075520,23795.25,1757075555,23820.5,1,25.25,47.5,30.5,5.25,0.5833333333333334,trail
2025_09_05,1757076060,23804.5,1757076195,23814.5,-1,-10.0,-23.0,9.5,11.25,2.25,sl
2025_09_05,1757076300,23833.5,1757076335,23823.5,1,-10.0,-23.0,0.75,11.75,0.5833333333333334,sl
2025_09_05,1757079060,23880.0,1757079100,23865.75,-1,14.25,25.5,23.25,7.5,0.6666666666666666,trail
2025_09_05,1757079720,23863.25,1757079755,23871.0,1,7.75,12.5,14.5,1.25,0.5833333333333334,trail
2025_09_05,1757079960,23844.25,1757079975,23854.25,-1,-10.0,-23.0,0.0,15.0,0.25,sl
2025_09_05,1757080200,23868.5,1757080290,23886.75,1,18.25,33.5,23.25,9.25,1.5,trail
2025_09_05,1757080380,23843.25,1757080420,23853.25,-1,-10.0,-23.0,2.0,14.25,0.6666666666666666,sl
2025_09_05,1757082060,23717.25,1757082155,23707.25,1,-10.0,-23.0,4.0,18.75,1.5833333333333333,sl
2025_09_05,1757082180,23691.0,1757082215,23672.75,-1,18.25,33.5,25.75,1.0,0.5833333333333334,trail
2025_09_05,1757083920,23594.0,1757084040,23617.25,1,23.25,43.5,28.5,5.75,2.0,trail
2025_09_05,1757084220,23605.0,1757084415,23547.25,-1,57.75,112.5,65.5,5.5,3.25,trail
2025_09_05,1757085120,23539.0,1757085140,23529.0,1,-10.0,-23.0,0.0,12.25,0.3333333333333333,sl
2025_09_05,1757087160,23633.25,1757087220,23628.25,-1,5.0,7.0,10.75,5.75,1.0,trail
2025_09_05,1757088540,23625.5,1757088635,23630.25,1,4.75,6.5,13.75,3.25,1.5833333333333333,trail
2025_09_05,1757089320,23617.75,1757089435,23627.75,-1,-10.0,-23.0,4.75,15.5,1.9166666666666667,sl
2025_09_05,1757089500,23647.25,1757089520,23637.25,1,-10.0,-23.0,0.0,11.0,0.3333333333333333,sl
2025_09_05,1757090040,23611.75,1757090170,23606.75,-1,5.0,7.0,10.75,3.0,2.1666666666666665,trail
2025_09_05,1757090520,23645.0,1757090600,23635.0,1,-10.0,-23.0,2.0,11.75,1.3333333333333333,sl
2025_09_05,1757090880,23621.5,1757090905,23631.5,-1,-10.0,-23.0,1.5,10.75,0.4166666666666667,sl
2025_09_05,1757091540,23650.5,1757091625,23640.5,1,-10.0,-23.0,4.0,10.0,1.4166666666666667,sl
2025_09_05,1757091780,23626.25,1757091995,23611.5,-1,14.75,26.5,22.0,6.0,3.5833333333333335,trail
2025_09_05,1757092200,23639.5,1757092380,23644.0,1,4.5,6.0,10.0,8.0,3.0,trail
2025_09_05,1757093880,23621.5,1757094160,23610.0,-1,11.5,20.0,16.5,9.75,4.666666666666667,trail
2025_09_05,1757095260,23618.25,1757095345,23608.25,1,-10.0,-23.0,1.5,10.5,1.4166666666666667,sl
2025_09_05,1757100780,23660.25,1757100910,23670.25,-1,-10.0,-23.0,5.0,10.75,2.1666666666666665,sl
2025_09_08,1757297940,23744.25,1757300890,23754.25,-1,-10.0,-23.0,8.0,10.0,49.166666666666664,sl
2025_09_08,1757312940,23761.75,1757313035,23751.75,1,-10.0,-23.0,0.0,10.25,1.5833333333333333,sl
2025_09_08,1757318580,23746.75,1757318660,23756.75,-1,-10.0,-23.0,5.0,10.25,1.3333333333333333,sl
2025_09_08,1757325180,23777.75,1757327875,23784.25,1,6.5,10.0,12.0,3.5,44.916666666666664,trail
2025_09_08,1757333160,23756.0,1757333810,23750.25,-1,5.75,8.5,11.0,2.5,10.833333333333334,trail
2025_09_08,1757336160,23777.75,1757337045,23767.75,1,-10.0,-23.0,4.25,10.75,14.75,sl
2025_09_08,1757338740,23807.75,1757338805,23817.75,-1,-10.0,-23.0,8.25,11.25,1.0833333333333333,sl
2025_09_08,1757338920,23839.0,1757338940,23829.0,1,-10.0,-23.0,0.0,11.25,0.3333333333333333,sl
2025_09_08,1757340120,23838.5,1757340215,23848.5,-1,-10.0,-23.0,1.5,10.5,1.5833333333333333,sl
2025_09_08,1757340420,23862.5,1757340585,23852.5,1,-10.0,-23.0,5.5,10.0,2.75,sl
2025_09_08,1757341080,23827.5,1757341170,23820.75,-1,6.75,10.5,15.0,8.25,1.5,trail
2025_09_08,1757341620,23841.0,1757341680,23849.5,1,8.5,14.0,14.75,2.75,1.0,trail
2025_09_08,1757344740,23850.5,1757345190,23860.5,-1,-10.0,-23.0,5.75,11.25,7.5,sl
2025_09_08,1757345520,23878.75,1757345660,23868.75,1,-10.0,-23.0,3.5,10.5,2.3333333333333335,sl
2025_09_08,1757346420,23840.0,1757346645,23850.0,-1,-10.0,-23.0,6.75,11.0,3.75,sl
2025_09_08,1757346960,23866.5,1757347305,23856.5,1,-10.0,-23.0,8.25,11.5,5.75,sl
2025_09_08,1757348100,23842.0,1757348265,23836.5,-1,5.5,8.0,13.75,1.0,2.75,trail
2025_09_08,1757355060,23797.25,1757355795,23812.5,1,15.25,27.5,21.75,2.0,12.25,trail
2025_09_08,1757358060,23788.5,1757358780,23771.5,-1,17.0,31.0,22.0,8.0,12.0,trail
2025_09_09,1757384400,23834.5,1757385175,23840.5,1,6.0,9.0,11.25,6.5,12.916666666666666,trail
2025_09_09,1757404140,23852.75,1757405465,23844.25,-1,8.5,14.0,13.75,4.5,22.083333333333332,trail
2025_09_09,1757418420,23845.0,1757420250,23851.0,1,6.0,9.0,11.0,6.75,30.5,trail
