strategy,condition,direction,horizon,n_trades,wr,avg_pnl,total_pnl,sharpe,median_pnl
vol_rel > 1.5 → LONG,vol_rel > 1.5,LONG,3,10935,50.2697759487883,0.7928669410150891,8670.0,0.021691055979675418,0.5
vol_rel < 1.5 → LONG,vol_rel < 1.5,LONG,3,65396,49.143678512447245,-0.24045048626827328,-15724.5,-0.008410696495538324,0.0
vol_rel > 1.5 → SHORT,vol_rel > 1.5,SHORT,3,10935,48.44993141289437,-0.7928669410150891,-8670.0,-0.021691055979675418,-0.5
vol_rel < 1.5 → SHORT,vol_rel < 1.5,SHORT,3,65396,49.556547801088755,0.24045048626827328,15724.5,0.008410696495538324,0.0
vol_rel > 1.5 → LONG,vol_rel > 1.5,LONG,5,10934,51.16151454179623,1.3821565758185477,15112.5,0.03033750275370387,1.0
vol_rel < 1.5 → LONG,vol_rel < 1.5,LONG,5,65395,49.109259117669545,-0.4096719932716569,-26790.5,-0.011070783133623488,0.0
vol_rel > 1.5 → SHORT,vol_rel > 1.5,SHORT,5,10934,47.95134443021767,-1.3821565758185477,-15112.5,-0.03033750275370387,-1.0
vol_rel < 1.5 → SHORT,vol_rel < 1.5,SHORT,5,65395,49.964064530927445,0.4096719932716569,26790.5,0.011070783133623488,0.0
vol_rel > 1.5 → LONG,vol_rel > 1.5,LONG,10,10933,51.06558126772157,1.561602487880728,17073.0,0.025531978416970514,1.0
vol_rel < 1.5 → LONG,vol_rel < 1.5,LONG,10,65391,49.170375128075726,-0.6225703843036503,-40710.5,-0.011855881048521404,-0.5
vol_rel > 1.5 → SHORT,vol_rel > 1.5,SHORT,10,10933,48.15695600475624,-1.561602487880728,-17073.0,-0.025531978416970514,-1.0
vol_rel < 1.5 → SHORT,vol_rel < 1.5,SHORT,10,65391,50.18274686118885,0.6225703843036503,40710.5,0.011855881048521404,0.5
vol_rel > 1.5 → LONG,vol_rel > 1.5,LONG,15,10932,50.83241858763263,1.2638583973655324,13816.5,0.017285294152621124,1.0
vol_rel < 1.5 → LONG,vol_rel < 1.5,LONG,15,65387,49.38443421475217,-0.7599522840931684,-49691.0,-0.011763653798825586,-0.5
vol_rel > 1.5 → SHORT,vol_rel > 1.5,SHORT,15,10932,48.60958653494328,-1.2638583973655324,-13816.5,-0.017285294152621124,-1.0
vol_rel < 1.5 → SHORT,vol_rel < 1.5,SHORT,15,65387,50.014528881887834,0.7599522840931684,49691.0,0.011763653798825586,0.5
vol_rel > 1.5 → LONG,vol_rel > 1.5,LONG,20,10930,50.933211344922235,0.6185727355901189,6761.0,0.0074297741832100635,1.5
vol_rel < 1.5 → LONG,vol_rel < 1.5,LONG,20,65384,49.74764468371467,-0.8410314450018354,-54990.0,-0.011272357297660065,0.0
vol_rel > 1.5 → SHORT,vol_rel > 1.5,SHORT,20,10930,48.52698993595608,-0.6185727355901189,-6761.0,-0.0074297741832100635,-1.5
vol_rel < 1.5 → SHORT,vol_rel < 1.5,SHORT,20,65384,49.773644928422854,0.8410314450018354,54990.0,0.011272357297660065,0.0
vol_rel > 2.0 → LONG,vol_rel > 2.0,LONG,3,4882,50.92175337976239,1.5609381401065137,7620.5,0.03928796503869407,0.5
vol_rel < 2.0 → LONG,vol_rel < 2.0,LONG,3,71442,49.195151311553424,-0.20497046555247614,-14643.5,-0.0070524184627522605,0.0
vol_rel > 2.0 → SHORT,vol_rel > 2.0,SHORT,3,4882,47.664891437935275,-1.5609381401065137,-7620.5,-0.03928796503869407,-0.5
vol_rel < 2.0 → SHORT,vol_rel < 2.0,SHORT,3,71442,49.51569105008258,0.20497046555247614,14643.5,0.0070524184627522605,0.0
vol_rel > 2.0 → LONG,vol_rel > 2.0,LONG,5,4881,51.36242573243188,2.602438024994878,12702.5,0.052278870191056134,1.0
vol_rel < 2.0 → LONG,vol_rel < 2.0,LONG,5,71441,49.271426771741716,-0.3399448495961703,-24286.0,-0.009080132926930225,0.0
vol_rel > 2.0 → SHORT,vol_rel > 2.0,SHORT,5,4881,47.71563204261422,-2.602438024994878,-12702.5,-0.052278870191056134,-1.0
vol_rel < 2.0 → SHORT,vol_rel < 2.0,SHORT,5,71441,49.80753348917288,0.3399448495961703,24286.0,0.009080132926930225,0.0
vol_rel > 2.0 → LONG,vol_rel > 2.0,LONG,10,4880,52.31557377049181,3.59047131147541,17521.5,0.054387564155001726,2.0
vol_rel < 2.0 → LONG,vol_rel < 2.0,LONG,10,71437,49.250388454162405,-0.5732743536262721,-40953.0,-0.010837366814037807,-0.5
vol_rel > 2.0 → SHORT,vol_rel > 2.0,SHORT,10,4880,47.00819672131147,-3.59047131147541,-17521.5,-0.054387564155001726,-2.0
vol_rel < 2.0 → SHORT,vol_rel < 2.0,SHORT,10,71437,50.08469000657922,0.5732743536262721,40953.0,0.010837366814037807,0.5
vol_rel > 2.0 → LONG,vol_rel > 2.0,LONG,15,4880,51.864754098360656,4.007889344262295,19558.5,0.05192290895291028,2.0
vol_rel < 2.0 → LONG,vol_rel < 2.0,LONG,15,71432,49.44002687870982,-0.7725459177959458,-55184.5,-0.011878137159934651,0.0
vol_rel > 2.0 → SHORT,vol_rel > 2.0,SHORT,15,4880,47.540983606557376,-4.007889344262295,-19558.5,-0.05192290895291028,-2.0
vol_rel < 2.0 → SHORT,vol_rel < 2.0,SHORT,15,71432,49.96500167991936,0.7725459177959458,55184.5,0.011878137159934651,0.0
vol_rel > 2.0 → LONG,vol_rel > 2.0,LONG,20,4879,52.94117647058824,3.317688050830088,16187.0,0.038248548006156714,3.5
vol_rel < 2.0 → LONG,vol_rel < 2.0,LONG,20,71428,49.714397715181725,-0.89734417875343,-64095.5,-0.011947528276992228,0.0
vol_rel > 2.0 → SHORT,vol_rel > 2.0,SHORT,20,4879,46.6284074605452,-3.317688050830088,-16187.0,-0.038248548006156714,-3.5
vol_rel < 2.0 → SHORT,vol_rel < 2.0,SHORT,20,71428,49.79419835358683,0.89734417875343,64095.5,0.011947528276992228,0.0
vol_rel > 3.0 → LONG,vol_rel > 3.0,LONG,3,1339,50.18670649738611,1.4036594473487678,1879.5,0.029377677908756943,0.5
vol_rel < 3.0 → LONG,vol_rel < 3.0,LONG,3,74992,49.289257520802224,-0.11913270748879881,-8934.0,-0.0040462012967782054,0.0
vol_rel > 3.0 → SHORT,vol_rel > 3.0,SHORT,3,1339,48.61837191934279,-1.4036594473487678,-1879.5,-0.029377677908756943,-0.5
vol_rel < 3.0 → SHORT,vol_rel < 3.0,SHORT,3,74992,49.41193727330916,0.11913270748879881,8934.0,0.0040462012967782054,0.0
vol_rel > 3.0 → LONG,vol_rel > 3.0,LONG,5,1338,50.82212257100149,2.4559043348281016,3286.0,0.04137858150391261,1.0
vol_rel < 3.0 → LONG,vol_rel < 3.0,LONG,5,74991,49.37792535104212,-0.1995439452734328,-14964.0,-0.00526904164379128,0.0
vol_rel > 3.0 → SHORT,vol_rel > 3.0,SHORT,5,1338,48.05680119581465,-2.4559043348281016,-3286.0,-0.04137858150391261,-1.0
vol_rel < 3.0 → SHORT,vol_rel < 3.0,SHORT,5,74991,49.704631222413354,0.1995439452734328,14964.0,0.00526904164379128,0.0
vol_rel > 3.0 → LONG,vol_rel > 3.0,LONG,10,1338,51.04633781763827,4.061659192825112,5434.5,0.04955444514043328,1.5
vol_rel < 3.0 → LONG,vol_rel < 3.0,LONG,10,74986,49.413223801776326,-0.387699037153602,-29072.0,-0.007287291372988342,0.0
vol_rel > 3.0 → SHORT,vol_rel > 3.0,SHORT,10,1338,48.4304932735426,-4.061659192825112,-5434.5,-0.04955444514043328,-1.5
vol_rel < 3.0 → SHORT,vol_rel < 3.0,SHORT,10,74986,49.9186514816099,0.387699037153602,29072.0,0.007287291372988342,0.0
vol_rel > 3.0 → LONG,vol_rel > 3.0,LONG,15,1338,53.21375186846039,7.554932735426009,10108.5,0.07917809119752582,3.5
vol_rel < 3.0 → LONG,vol_rel < 3.0,LONG,15,74981,49.52721356076873,-0.6132620263800163,-45983.0,-0.00940062673843662,0.0
vol_rel > 3.0 → SHORT,vol_rel > 3.0,SHORT,15,1338,46.26307922272048,-7.554932735426009,-10108.5,-0.07917809119752582,-3.5
vol_rel < 3.0 → SHORT,vol_rel < 3.0,SHORT,15,74981,49.87663541430496,0.6132620263800163,45983.0,0.00940062673843662,0.0
vol_rel > 3.0 → LONG,vol_rel > 3.0,LONG,20,1337,52.655198204936426,7.668287210172027,10252.5,0.07386099165486601,3.5
vol_rel < 3.0 → LONG,vol_rel < 3.0,LONG,20,74977,49.868626378756154,-0.7799925310428532,-58481.5,-0.010356940970259198,0.0
vol_rel > 3.0 → SHORT,vol_rel > 3.0,SHORT,20,1337,46.970830216903515,-7.668287210172027,-10252.5,-0.07386099165486601,-3.5
vol_rel < 3.0 → SHORT,vol_rel < 3.0,SHORT,20,74977,49.64189017965509,0.7799925310428532,58481.5,0.010356940970259198,0.0
price_accel < -12.0 → SHORT,price_accel < -12.0,SHORT,3,7482,49.184709970596096,-0.7656375300721732,-5728.5,-0.01752047277927376,-0.5
price_accel < -12.0 → SHORT,price_accel < -12.0,SHORT,5,7481,49.97994920465179,-0.5956422938109879,-4456.0,-0.010792360727770447,0.0
price_accel < -12.0 → SHORT,price_accel < -12.0,SHORT,10,7481,49.93984761395535,-1.045381633471461,-7820.5,-0.013432028673964392,0.0
price_accel < -12.0 → SHORT,price_accel < -12.0,SHORT,15,7481,49.43189413180056,-1.273492848549659,-9527.0,-0.013603962792810526,-0.5
price_accel < -12.0 → SHORT,price_accel < -12.0,SHORT,20,7480,48.168449197860966,-2.1607620320855614,-16162.5,-0.020087357469716103,-3.0
price_accel < -5.0 → SHORT,price_accel < -5.0,SHORT,3,19009,49.40817507496449,-0.011047398600662844,-210.0,-0.0003108290653519932,0.0
price_accel < -5.0 → SHORT,price_accel < -5.0,SHORT,5,19008,49.821127946127945,0.05844907407407408,1111.0,0.0012898391369020321,0.0
price_accel < -5.0 → SHORT,price_accel < -5.0,SHORT,10,19006,50.194675365674,0.2901452172998001,5514.5,0.004569175893732994,0.5
price_accel < -5.0 → SHORT,price_accel < -5.0,SHORT,15,19004,50.07893075142076,0.4927120606188171,9363.5,0.00639681586763104,0.5
price_accel < -5.0 → SHORT,price_accel < -5.0,SHORT,20,19003,49.465873809398516,0.4126453717834026,7841.5,0.004665548514432271,-0.5
price_accel < 0.0 → SHORT,price_accel < 0.0,SHORT,3,37812,49.01089601184809,-0.03500211573045594,-1323.5,-0.0011707110436244067,0.0
price_accel < 0.0 → SHORT,price_accel < 0.0,SHORT,5,37811,49.35071804501335,0.10481076935283383,3963.0,0.002722038314707462,0.0
price_accel < 0.0 → SHORT,price_accel < 0.0,SHORT,10,37809,49.813536459573115,0.29773334391282497,11257.0,0.005509992248426695,0.0
price_accel < 0.0 → SHORT,price_accel < 0.0,SHORT,15,37806,49.587367084589744,0.33882188012484793,12809.5,0.005130141586876985,0.0
price_accel < 0.0 → SHORT,price_accel < 0.0,SHORT,20,37804,49.55295735900963,0.5338985292561633,20183.5,0.007014733843620011,0.0
price_accel > 5.0 → LONG,price_accel > 5.0,LONG,3,18750,48.896,-0.16656,-3123.0,-0.004754914399091506,-0.5
price_accel > 5.0 → LONG,price_accel > 5.0,LONG,5,18750,49.221333333333334,0.019706666666666667,369.5,0.0004386379687252798,-0.25
price_accel > 5.0 → LONG,price_accel > 5.0,LONG,10,18748,49.295924898655855,-0.1339609558352891,-2511.5,-0.0021359975457646663,-0.5
price_accel > 5.0 → LONG,price_accel > 5.0,LONG,15,18747,49.20787325972156,-0.3064223609110791,-5744.5,-0.004051611776797596,-0.5
price_accel > 5.0 → LONG,price_accel > 5.0,LONG,20,18745,49.67724726593759,-0.26436383035476124,-4955.5,-0.003048852575163324,0.0
price_accel > 12.0 → LONG,price_accel > 12.0,LONG,3,7497,48.766173135921036,-0.02834467120181406,-212.5,-0.0006540637823031069,-0.5
price_accel > 12.0 → LONG,price_accel > 12.0,LONG,5,7497,50.0733626784047,0.6974789915966386,5229.0,0.01270971021675084,0.5
price_accel > 12.0 → LONG,price_accel > 12.0,LONG,10,7495,49.69979986657772,1.0875250166777852,8151.0,0.014160588185633842,0.0
price_accel > 12.0 → LONG,price_accel > 12.0,LONG,15,7495,49.47298198799199,1.113809206137425,8348.0,0.012086263644739819,-0.5
price_accel > 12.0 → LONG,price_accel > 12.0,LONG,20,7494,50.266880170803304,1.5866693354683747,11890.5,0.015128932122509259,1.0
bar_range > 10 → LONG,bar_range > 10,LONG,3,73291,49.281630759574846,-0.09199628876669715,-6742.5,-0.0030371323608772306,0.0
bar_range < 10 → LONG,bar_range < 10,LONG,3,2114,49.668874172185426,-0.34933774834437087,-738.5,-0.018955630547510597,0.0
bar_range > 10 → SHORT,bar_range > 10,SHORT,3,73291,49.4658280007095,0.09199628876669715,6742.5,0.0030371323608772306,0.0
bar_range < 10 → SHORT,bar_range < 10,SHORT,3,2114,47.96594134342479,0.34933774834437087,738.5,0.018955630547510597,0.0
bar_range > 10 → LONG,bar_range > 10,LONG,5,73289,49.394861438960824,-0.1451309200562158,-10636.5,-0.003729711830791251,0.0
bar_range < 10 → LONG,bar_range < 10,LONG,5,2114,49.85808893093661,-0.6026490066225165,-1274.0,-0.026140298558023595,0.0
bar_range > 10 → SHORT,bar_range > 10,SHORT,5,73289,49.71278090845829,0.1451309200562158,10636.5,0.003729711830791251,0.0
bar_range < 10 → SHORT,bar_range < 10,SHORT,5,2114,48.533585619678334,0.6026490066225165,1274.0,0.026140298558023595,0.0
bar_range > 10 → LONG,bar_range > 10,LONG,10,73284,49.445990939359206,-0.31169832432727473,-22842.5,-0.005699889731262139,0.0
bar_range < 10 → LONG,bar_range < 10,LONG,10,2114,48.77010406811731,-0.673368022705771,-1423.5,-0.02348970551851013,0.0
bar_range > 10 → SHORT,bar_range > 10,SHORT,10,73284,49.9263140658261,0.31169832432727473,22842.5,0.005699889731262139,0.0
bar_range < 10 → SHORT,bar_range < 10,SHORT,10,2114,49.57426679280984,0.673368022705771,1423.5,0.02348970551851013,0.0
bar_range > 10 → LONG,bar_range > 10,LONG,15,73279,49.479387000368455,-0.47523847214072246,-34825.0,-0.007101719650005336,0.0
bar_range < 10 → LONG,bar_range < 10,LONG,15,2114,52.1286660359508,-0.8100756859035004,-1712.5,-0.02289768910414399,1.0
bar_range > 10 → SHORT,bar_range > 10,SHORT,15,73279,49.93927318877168,0.47523847214072246,34825.0,0.007101719650005336,0.0
bar_range < 10 → SHORT,bar_range < 10,SHORT,15,2114,47.25638599810785,0.8100756859035004,1712.5,0.02289768910414399,-1.0
bar_range > 10 → LONG,bar_range > 10,LONG,20,73274,49.8062068400797,-0.6270846412097061,-45949.0,-0.00814487874764695,0.0
bar_range < 10 → LONG,bar_range < 10,LONG,20,2114,51.65562913907284,-1.4392147587511825,-3042.5,-0.03254225700504875,1.0
bar_range > 10 → SHORT,bar_range > 10,SHORT,20,73274,49.71613396293365,0.6270846412097061,45949.0,0.00814487874764695,0.0
bar_range < 10 → SHORT,bar_range < 10,SHORT,20,2114,47.58751182592243,1.4392147587511825,3042.5,0.03254225700504875,-1.0
bar_range > 20 → LONG,bar_range > 20,LONG,3,58024,49.23824624293396,-0.12939473321384254,-7508.0,-0.003912687123630342,0.0
bar_range < 20 → LONG,bar_range < 20,LONG,3,16517,49.36126415208573,-0.048556033177937885,-802.0,-0.003126939160819377,0.0
bar_range > 20 → SHORT,bar_range > 20,SHORT,3,58024,49.760443954225835,0.12939473321384254,7508.0,0.003912687123630342,0.0
bar_range < 20 → SHORT,bar_range < 20,SHORT,3,16517,48.39861960404432,0.048556033177937885,802.0,0.003126939160819377,0.0
bar_range > 20 → LONG,bar_range > 20,LONG,5,58022,49.167557133501084,-0.17093516252455965,-9918.0,-0.004022750336671936,-0.5
bar_range < 20 → LONG,bar_range < 20,LONG,5,16517,50.069625234606775,-0.10964460858509414,-1811.0,-0.0055556110270857375,0.5
bar_range > 20 → SHORT,bar_range > 20,SHORT,5,58022,50.10168556754334,0.17093516252455965,9918.0,0.004022750336671936,0.5
bar_range < 20 → SHORT,bar_range < 20,SHORT,5,16517,48.362293394684265,0.10964460858509414,1811.0,0.0055556110270857375,-0.5
bar_range > 20 → LONG,bar_range > 20,LONG,10,58018,49.139922093143504,-0.4029266779275397,-23377.0,-0.006751114958024103,-0.5
bar_range < 20 → LONG,bar_range < 20,LONG,10,16516,50.51465245822233,-0.019889803826592396,-328.5,-0.0007141053350012489,0.5
bar_range > 20 → SHORT,bar_range > 20,SHORT,10,58018,50.339549794891234,0.4029266779275397,23377.0,0.006751114958024103,0.5
bar_range < 20 → SHORT,bar_range < 20,SHORT,10,16516,48.39549527730686,0.019889803826592396,328.5,0.0007141053350012489,-0.5
bar_range > 20 → LONG,bar_range > 20,LONG,15,58014,49.05884786430861,-0.6133864239666288,-35585.0,-0.00841137324796694,-1.0
bar_range < 20 → LONG,bar_range < 20,LONG,15,16516,51.398643739404214,-0.0006962945023007992,-11.5,-1.9903264027192608e-05,1.0
bar_range > 20 → SHORT,bar_range > 20,SHORT,15,58014,50.47229978970593,0.6133864239666288,35585.0,0.00841137324796694,1.0
bar_range < 20 → SHORT,bar_range < 20,SHORT,15,16516,47.63259869217728,0.0006962945023007992,11.5,1.9903264027192608e-05,-1.0
bar_range > 20 → LONG,bar_range > 20,LONG,20,58009,49.47852919374579,-0.7440655760313055,-43162.5,-0.00888990133337512,-0.5
bar_range < 20 → LONG,bar_range < 20,LONG,20,16516,51.34415112618067,-0.31693509324291597,-5234.5,-0.007539168075417681,1.0
bar_range > 20 → SHORT,bar_range > 20,SHORT,20,58009,50.12498060645761,0.7440655760313055,43162.5,0.00888990133337512,0.5
bar_range < 20 → SHORT,bar_range < 20,SHORT,20,16516,47.88084281908452,0.31693509324291597,5234.5,0.007539168075417681,-1.0
bar_range > 40 → LONG,bar_range > 40,LONG,3,30687,49.780037149281455,0.17530224525043178,5379.5,0.004297909253587329,0.0
bar_range < 40 → LONG,bar_range < 40,LONG,3,44587,49.01204386928926,-0.2457779173301635,-10958.5,-0.012833134011929384,0.0
bar_range > 40 → SHORT,bar_range > 40,SHORT,3,30687,49.5063056017206,-0.17530224525043178,-5379.5,-0.004297909253587329,0.0
bar_range < 40 → SHORT,bar_range < 40,SHORT,3,44587,49.28342341938233,0.2457779173301635,10958.5,0.012833134011929384,0.0
bar_range > 40 → LONG,bar_range > 40,LONG,5,30685,49.724621150399216,0.3151702786377709,9671.0,0.006071845320840081,0.0
bar_range < 40 → LONG,bar_range < 40,LONG,5,44587,49.20492520241326,-0.47097808778343464,-20999.5,-0.018651287684358083,0.0
bar_range > 40 → SHORT,bar_range > 40,SHORT,5,30685,49.74417467818152,-0.3151702786377709,-9671.0,-0.006071845320840081,0.0
bar_range < 40 → SHORT,bar_range < 40,SHORT,5,44587,49.60190189965685,0.47097808778343464,20999.5,0.018651287684358083,0.0
bar_range > 40 → LONG,bar_range > 40,LONG,10,30682,49.73926080438042,0.3211492080046933,9853.5,0.004450569069450784,0.0
bar_range < 40 → LONG,bar_range < 40,LONG,10,44585,49.24974767298419,-0.7357407199730851,-32803.0,-0.020209237534650364,0.0
bar_range > 40 → SHORT,bar_range > 40,SHORT,10,30682,49.87940812202594,-0.3211492080046933,-9853.5,-0.004450569069450784,0.0
bar_range < 40 → SHORT,bar_range < 40,SHORT,10,44585,49.88673320623528,0.7357407199730851,32803.0,0.020209237534650364,0.0
bar_range > 40 → LONG,bar_range > 40,LONG,15,30679,49.50943642230842,0.37083998826558884,11377.0,0.0042345365386888155,-0.5
bar_range < 40 → LONG,bar_range < 40,LONG,15,44583,49.63775430096673,-1.0279254424332145,-45828.0,-0.02254521524613519,0.0
bar_range > 40 → SHORT,bar_range > 40,SHORT,15,30679,50.12875256690245,-0.37083998826558884,-11377.0,-0.0042345365386888155,0.5
bar_range < 40 → SHORT,bar_range < 40,SHORT,15,44583,49.59738016732835,1.0279254424332145,45828.0,0.02254521524613519,0.0
bar_range > 40 → LONG,bar_range > 40,LONG,20,30676,50.02933889685748,0.39059851349589253,11982.0,0.0038981856162183465,0.5
bar_range < 40 → LONG,bar_range < 40,LONG,20,44581,49.83513155828716,-1.305903860388955,-58218.5,-0.024456463737960652,0.0
bar_range > 40 → SHORT,bar_range > 40,SHORT,20,30676,49.664232624853305,-0.39059851349589253,-11982.0,-0.0038981856162183465,-0.5
bar_range < 40 → SHORT,bar_range < 40,SHORT,20,44581,49.54577061977076,1.305903860388955,58218.5,0.024456463737960652,0.0
bar_range > 80 → LONG,bar_range > 80,LONG,3,8803,50.19879586504601,0.9749517210042031,8582.5,0.0177493606440932,0.5
bar_range < 80 → LONG,bar_range < 80,LONG,3,67281,49.19219393290825,-0.22035195671883592,-14825.5,-0.008920614710789391,0.0
bar_range > 80 → SHORT,bar_range > 80,SHORT,3,8803,49.29001476769283,-0.9749517210042031,-8582.5,-0.0177493606440932,-0.5
bar_range < 80 → SHORT,bar_range < 80,SHORT,3,67281,49.4062216673355,0.22035195671883592,14825.5,0.008920614710789391,0.0
bar_range > 80 → LONG,bar_range > 80,LONG,5,8801,50.39200090898761,1.4956823088285423,13163.5,0.0215414761247931,1.0
bar_range < 80 → LONG,bar_range < 80,LONG,5,67281,49.26948172589587,-0.36862561495816054,-24801.5,-0.011507835179638999,0.0
bar_range > 80 → SHORT,bar_range > 80,SHORT,5,8801,49.210317009430746,-1.4956823088285423,-13163.5,-0.0215414761247931,-1.0
bar_range < 80 → SHORT,bar_range < 80,SHORT,5,67281,49.73766739495549,0.36862561495816054,24801.5,0.011507835179638999,0.0
bar_range > 80 → LONG,bar_range > 80,LONG,10,8800,50.60227272727273,1.9460795454545454,17125.5,0.02031008171353668,1.5
bar_range < 80 → LONG,bar_range < 80,LONG,10,67277,49.28430221323781,-0.600272009750732,-40384.5,-0.013215775546491493,0.0
bar_range > 80 → SHORT,bar_range > 80,SHORT,10,8800,49.17045454545455,-1.9460795454545454,-17125.5,-0.02031008171353668,-1.5
bar_range < 80 → SHORT,bar_range < 80,SHORT,10,67277,49.99182484355723,0.600272009750732,40384.5,0.013215775546491493,0.0
bar_range > 80 → LONG,bar_range > 80,LONG,15,8800,51.125,2.303181818181818,20268.0,0.0198453568011656,3.0
bar_range < 80 → LONG,bar_range < 80,LONG,15,67272,49.40242597217267,-0.8103371387798787,-54513.0,-0.014482052661509131,0.0
bar_range > 80 → SHORT,bar_range > 80,SHORT,15,8800,48.65909090909091,-2.303181818181818,-20268.0,-0.0198453568011656,-3.0
bar_range < 80 → SHORT,bar_range < 80,SHORT,15,67272,49.950945415626116,0.8103371387798787,54513.0,0.014482052661509131,0.0
bar_range > 80 → LONG,bar_range > 80,LONG,20,8800,51.87500000000001,2.281875,20080.5,0.017255968470713697,5.5
bar_range < 80 → LONG,bar_range < 80,LONG,20,67267,49.67963488783504,-0.9842121694144231,-66205.0,-0.015178614723504916,0.0
bar_range > 80 → SHORT,bar_range > 80,SHORT,20,8800,47.94318181818182,-2.281875,-20080.5,-0.017255968470713697,-5.5
bar_range < 80 → SHORT,bar_range < 80,SHORT,20,67267,49.794104092645725,0.9842121694144231,66205.0,0.015178614723504916,0.0
z_se > 2 + vr < 0.7 → SHORT,z_se > 2 + vr < 0.7,SHORT,3,28261,49.94869254449595,0.30241321963129403,8546.5,0.011160991420440726,0.0
z_se > 2 + vr < 0.7 → SHORT,z_se > 2 + vr < 0.7,SHORT,5,28261,50.6033049078235,0.4012243020416829,11339.0,0.011570926209253223,0.5
z_se > 2 + vr < 0.7 → SHORT,z_se > 2 + vr < 0.7,SHORT,10,28257,50.81926602257848,0.594472166188909,16798.0,0.012229847195282736,1.0
z_se > 2 + vr < 0.7 → SHORT,z_se > 2 + vr < 0.7,SHORT,15,28256,50.555634201585505,0.703531993204983,19879.0,0.0119082348264541,0.5
z_se > 2 + vr < 0.7 → SHORT,z_se > 2 + vr < 0.7,SHORT,20,28256,49.80889014722536,0.44114524348810874,12465.0,0.006598286248312307,0.0
z_se < -2 + vr < 0.7 → LONG,z_se < -2 + vr < 0.7,LONG,3,26336,49.817739975698665,-0.32823891251518833,-8644.5,-0.010563496520214367,0.0
z_se < -2 + vr < 0.7 → LONG,z_se < -2 + vr < 0.7,LONG,5,26336,50.07214459295262,-0.5234849635479951,-13786.5,-0.013064933195304853,0.5
z_se < -2 + vr < 0.7 → LONG,z_se < -2 + vr < 0.7,LONG,10,26336,50.15568043742405,-1.219110722964763,-32106.5,-0.021360713697673957,0.5
z_se < -2 + vr < 0.7 → LONG,z_se < -2 + vr < 0.7,LONG,15,26336,50.25820170109356,-1.7582017010935602,-46304.0,-0.024904613161105295,0.5
z_se < -2 + vr < 0.7 → LONG,z_se < -2 + vr < 0.7,LONG,20,26336,50.42527339003645,-2.234792679222357,-58855.5,-0.027324186550737366,0.5
z_se > 3 + vr < 0.5 → SHORT,z_se > 3 + vr < 0.5,SHORT,3,20785,50.719268703391876,0.6828963194611498,14194.0,0.02552346074621673,0.5
z_se > 3 + vr < 0.5 → SHORT,z_se > 3 + vr < 0.5,SHORT,5,20785,51.64301178734665,0.9719509261486649,20202.0,0.02842314637805536,1.0
z_se > 3 + vr < 0.5 → SHORT,z_se > 3 + vr < 0.5,SHORT,10,20785,51.39283136877556,1.1950445032475343,24839.0,0.024865862881859446,1.0
z_se > 3 + vr < 0.5 → SHORT,z_se > 3 + vr < 0.5,SHORT,15,20785,50.95020447438057,1.2445994707721915,25869.0,0.02120970602453905,1.0
z_se > 3 + vr < 0.5 → SHORT,z_se > 3 + vr < 0.5,SHORT,20,20785,49.93504931440943,0.7399085879239836,15379.0,0.011144833666224919,0.0
z_se < -3 + vr < 0.5 → LONG,z_se < -3 + vr < 0.5,LONG,3,18163,50.00275284919892,-0.36205472664207455,-6576.0,-0.011590570132018658,0.5
z_se < -3 + vr < 0.5 → LONG,z_se < -3 + vr < 0.5,LONG,5,18163,50.47073721301547,-0.5163794527335792,-9379.0,-0.012728216582516414,0.5
z_se < -3 + vr < 0.5 → LONG,z_se < -3 + vr < 0.5,LONG,10,18163,50.60837967296151,-1.1065627924902275,-20098.5,-0.018929073007866334,0.5
z_se < -3 + vr < 0.5 → LONG,z_se < -3 + vr < 0.5,LONG,15,18163,50.38815173704785,-1.7216318890051203,-31270.0,-0.02365488483715276,0.5
z_se < -3 + vr < 0.5 → LONG,z_se < -3 + vr < 0.5,LONG,20,18163,50.459725816219795,-2.2771843858393437,-41360.5,-0.027073123468047643,0.5
trend > 20 + dmi > 3 → LONG,trend > 20 + dmi > 3,LONG,3,11586,48.33419644398412,-0.7262213015708614,-8414.0,-0.02048961080026189,-0.5
trend > 20 + dmi > 3 → LONG,trend > 20 + dmi > 3,LONG,5,11584,47.96270718232044,-0.8986101519337016,-10409.5,-0.02009830840835978,-1.0
trend > 20 + dmi > 3 → LONG,trend > 20 + dmi > 3,LONG,10,11583,47.492014158680824,-1.7538202538202539,-20314.5,-0.02801332274695508,-2.0
trend > 20 + dmi > 3 → LONG,trend > 20 + dmi > 3,LONG,15,11583,46.81861348528015,-2.509151342484676,-29063.5,-0.03241444692312561,-3.0
trend > 20 + dmi > 3 → LONG,trend > 20 + dmi > 3,LONG,20,11583,47.837347837347835,-2.981395148061815,-34533.5,-0.03351444291705555,-2.5
trend < -20 + dmi < -3 → SHORT,trend < -20 + dmi < -3,SHORT,3,12563,48.99307490249144,-0.46736448300565153,-5871.5,-0.01223208760586448,-0.5
trend < -20 + dmi < -3 → SHORT,trend < -20 + dmi < -3,SHORT,5,12563,48.90551619836027,-0.5763352702380005,-7240.5,-0.011578207338161658,-1.0
trend < -20 + dmi < -3 → SHORT,trend < -20 + dmi < -3,SHORT,10,12563,48.73039879009791,-0.6623417973413993,-8321.0,-0.009540714428482398,-1.5
