direction,entry_price,exit_price,entry_bar,exit_bar,bars_held,entry_ts,exit_ts,pnl_ticks,pnl,result,exit_reason,entry_p,exit_p,peak_mfe_ticks,day
LONG,24801.0,24837.5,9963,10045,82,1773720720.0,1773725640.0,146.0,73.0,WIN,conviction_collapse,0.710196003735221,0.24410524019524865,208.0,2026-03-17
SHORT,24837.5,24769.75,10045,10093,48,1773725640.0,1773728460.0,271.0,135.5,WIN,conviction_collapse,0.24410524019524865,0.7057714624025593,434.0,2026-03-17
LONG,24769.75,24750.75,10093,10097,4,1773728460.0,1773728700.0,-76.0,-38.0,LOSS,dynamic_sl,0.7057714624025593,0.29693661190996923,15.0,2026-03-17
SHORT,24750.75,24770.25,10097,10112,15,1773728700.0,1773729600.0,-78.0,-39.0,LOSS,dynamic_sl,0.29693661190996923,0.5636009350115951,22.0,2026-03-17
SHORT,24764.0,24768.75,10113,10138,25,1773729660.0,1773731160.0,-19.0,-9.5,LOSS,conviction_collapse,0.33939471395275295,0.7779635739108486,108.0,2026-03-17
LONG,24768.75,24779.25,10138,10181,43,1773731160.0,1773733740.0,42.0,21.0,WIN,conviction_collapse,0.7779635739108486,0.2711740723445176,190.0,2026-03-17
SHORT,24779.25,24800.25,10181,10192,11,1773733740.0,1773734400.0,-84.0,-42.0,LOSS,dynamic_sl,0.2711740723445176,0.8967441608826858,62.0,2026-03-17
LONG,24800.25,24774.5,10192,10198,6,1773734400.0,1773734760.0,-103.0,-51.5,LOSS,dynamic_sl,0.8967441608826858,0.5084926446090093,27.0,2026-03-17
LONG,24787.75,24771.5,10199,10201,2,1773734820.0,1773734940.0,-65.0,-32.5,LOSS,conviction_collapse,0.7200689825838241,0.22282192970769185,21.0,2026-03-17
SHORT,24771.5,24790.5,10201,10233,32,1773734940.0,1773736860.0,-76.0,-38.0,LOSS,dynamic_sl,0.22282192970769185,0.8315200681550068,127.0,2026-03-17
LONG,24790.5,24769.0,10233,10243,10,1773736860.0,1773737460.0,-86.0,-43.0,LOSS,dynamic_sl,0.8315200681550068,0.4117967765128689,34.0,2026-03-17
SHORT,24759.25,24777.75,10244,10252,8,1773737520.0,1773738000.0,-74.0,-37.0,LOSS,dynamic_sl,0.20184758975261802,0.620130933598127,43.0,2026-03-17
LONG,24782.5,24825.5,10253,10318,65,1773738060.0,1773741960.0,172.0,86.0,WIN,conviction_collapse,0.7082563816327297,0.17889439552454883,272.0,2026-03-17
SHORT,24825.5,24823.75,10318,10346,28,1773741960.0,1773743640.0,7.0,3.5,WIN,conviction_collapse,0.17889439552454883,0.7378168520825724,128.0,2026-03-17
LONG,24823.75,24814.75,10346,10363,17,1773743640.0,1773744660.0,-36.0,-18.0,LOSS,conviction_collapse,0.7378168520825724,0.2708598349201436,31.0,2026-03-17
SHORT,24814.75,24832.0,10363,10369,6,1773744660.0,1773745020.0,-69.0,-34.5,LOSS,conviction_collapse,0.2708598349201436,0.7435993394871269,11.0,2026-03-17
LONG,24832.0,24822.0,10369,10385,16,1773745020.0,1773745980.0,-40.0,-20.0,LOSS,conviction_collapse,0.7435993394871269,0.24543422891677566,70.0,2026-03-17
SHORT,24822.0,24839.25,10385,10394,9,1773745980.0,1773746520.0,-69.0,-34.5,LOSS,conviction_collapse,0.24543422891677566,0.7158406753837475,14.0,2026-03-17
LONG,24839.25,24838.75,10394,10421,27,1773746520.0,1773748140.0,-2.0,-1.0,LOSS,conviction_collapse,0.7158406753837475,0.22913631517246402,85.0,2026-03-17
SHORT,24838.75,24847.0,10421,10436,15,1773748140.0,1773749040.0,-33.0,-16.5,LOSS,conviction_collapse,0.22913631517246402,0.7955227973590434,105.0,2026-03-17
LONG,24847.0,25052.25,10436,10562,126,1773749040.0,1773756600.0,821.0,410.5,WIN,conviction_collapse,0.7955227973590434,0.1824902648515211,1070.0,2026-03-17
SHORT,25052.25,25075.0,10562,10580,18,1773756600.0,1773757680.0,-91.0,-45.5,LOSS,dynamic_sl,0.1824902648515211,0.5351483176699419,214.0,2026-03-17
SHORT,25062.0,25084.0,10581,10587,6,1773757740.0,1773758100.0,-88.0,-44.0,LOSS,dynamic_sl,0.3471891041174932,0.6858036439030313,96.0,2026-03-17
LONG,25084.0,25069.25,10587,10589,2,1773758100.0,1773758220.0,-59.0,-29.5,LOSS,dynamic_sl,0.6858036439030313,0.4482463799352682,4.0,2026-03-17
SHORT,25051.5,25084.0,10590,10595,5,1773758280.0,1773758580.0,-130.0,-65.0,LOSS,dynamic_sl,0.18828804756047357,0.710756913863933,70.0,2026-03-17
LONG,25084.0,25062.75,10595,10615,20,1773758580.0,1773759780.0,-85.0,-42.5,LOSS,dynamic_sl,0.710756913863933,0.18040646890829812,32.0,2026-03-17
SHORT,25062.75,25008.0,10615,10690,75,1773759780.0,1773764280.0,219.0,109.5,WIN,conviction_collapse,0.18040646890829812,0.7206517270995438,467.0,2026-03-17
LONG,25008.0,24997.25,10690,10730,40,1773764280.0,1773766680.0,-43.0,-21.5,LOSS,conviction_collapse,0.7206517270995438,0.2000028222814219,76.0,2026-03-17
SHORT,24997.25,25029.5,10730,10734,4,1773766680.0,1773766920.0,-129.0,-64.5,LOSS,dynamic_sl,0.2000028222814219,0.8106307837814156,12.0,2026-03-17
LONG,25029.5,25004.5,10734,10742,8,1773766920.0,1773767400.0,-100.0,-50.0,LOSS,dynamic_sl,0.8106307837814156,0.3493129270422876,31.0,2026-03-17
SHORT,25004.5,25025.75,10742,10763,21,1773767400.0,1773768660.0,-85.0,-42.5,LOSS,dynamic_sl,0.3493129270422876,0.5828360264859852,7.0,2026-03-17
SHORT,25013.75,25032.75,10765,10769,4,1773768780.0,1773769020.0,-76.0,-38.0,LOSS,dynamic_sl,0.2682116465139469,0.7652137777953507,5.0,2026-03-17
LONG,25032.75,25012.0,10769,10776,7,1773769020.0,1773769440.0,-83.0,-41.5,LOSS,dynamic_sl,0.7652137777953507,0.21006683632609874,11.0,2026-03-17
SHORT,25012.0,25033.5,10776,10784,8,1773769440.0,1773769920.0,-86.0,-43.0,LOSS,dynamic_sl,0.21006683632609874,0.7329473811806091,71.0,2026-03-17
LONG,25033.5,25028.25,10784,10813,29,1773769920.0,1773771660.0,-21.0,-10.5,LOSS,conviction_collapse,0.7329473811806091,0.20174039975230532,99.0,2026-03-17
SHORT,25028.25,25015.75,10813,10867,54,1773771660.0,1773774900.0,50.0,25.0,WIN,conviction_collapse,0.20174039975230532,0.7642903951185621,187.0,2026-03-17
LONG,25015.75,25000.25,10867,10888,21,1773774900.0,1773776160.0,-62.0,-31.0,LOSS,conviction_collapse,0.7642903951185621,0.2983123338387125,40.0,2026-03-17
SHORT,25000.25,25013.5,10888,10900,12,1773776160.0,1773776880.0,-53.0,-26.5,LOSS,conviction_collapse,0.2983123338387125,0.7605116017683156,23.0,2026-03-17
LONG,25013.5,24999.25,10900,10902,2,1773776880.0,1773777000.0,-57.0,-28.5,LOSS,conviction_collapse,0.7605116017683156,0.2753008367482004,24.0,2026-03-17
SHORT,24999.25,25018.25,10902,10906,4,1773777000.0,1773777240.0,-76.0,-38.0,LOSS,dynamic_sl,0.2753008367482004,0.7807208026115738,9.0,2026-03-17
LONG,25018.25,25025.0,10906,10961,55,1773777240.0,1773780540.0,27.0,13.5,WIN,conviction_collapse,0.7807208026115738,0.2730879606163925,49.0,2026-03-17
SHORT,25025.0,25001.0,10961,11034,73,1773780540.0,1773792015.0,96.0,48.0,WIN,end_of_day,0.2730879606163925,0.2888601200777102,140.0,2026-03-17
SHORT,25001.0,25043.5,11034,11044,10,1773792015.0,1773792600.0,-170.0,-85.0,LOSS,dynamic_sl,0.2888601200777102,0.9856249692842555,0.0,2026-03-18
LONG,25043.5,25089.0,11044,11124,80,1773792600.0,1773797400.0,182.0,91.0,WIN,conviction_collapse,0.9856249692842555,0.29576459175389525,222.0,2026-03-18
SHORT,25089.0,25096.25,11124,11152,28,1773797400.0,1773799080.0,-29.0,-14.5,LOSS,conviction_collapse,0.29576459175389525,0.7194815113296759,31.0,2026-03-18
LONG,25096.25,25117.75,11152,11208,56,1773799080.0,1773802440.0,86.0,43.0,WIN,conviction_collapse,0.7194815113296759,0.2659448659140175,140.0,2026-03-18
SHORT,25117.75,25122.0,11208,11228,20,1773802440.0,1773803640.0,-17.0,-8.5,LOSS,conviction_collapse,0.2659448659140175,0.7141687540636121,41.0,2026-03-18
LONG,25122.0,25116.75,11228,11252,24,1773803640.0,1773805080.0,-21.0,-10.5,LOSS,conviction_collapse,0.7141687540636121,0.19386075441310807,23.0,2026-03-18
SHORT,25116.75,25132.25,11252,11260,8,1773805080.0,1773805560.0,-62.0,-31.0,LOSS,conviction_collapse,0.19386075441310807,0.8983592580829002,0.0,2026-03-18
LONG,25132.25,25138.0,11260,11313,53,1773805560.0,1773807896.0,23.0,11.5,WIN,conviction_collapse,0.8983592580829002,0.22716087518236067,63.0,2026-03-18
SHORT,25138.0,25142.75,11313,11352,39,1773807896.0,1773809399.0,-19.0,-9.5,LOSS,conviction_collapse,0.22716087518236067,0.7007623796469239,30.0,2026-03-18
LONG,25142.75,25137.5,11352,11368,16,1773809399.0,1773809975.0,-21.0,-10.5,LOSS,conviction_collapse,0.7007623796469239,0.250168816732557,29.0,2026-03-18
SHORT,25137.5,25151.25,11368,11386,18,1773809975.0,1773810660.0,-55.0,-27.5,LOSS,conviction_collapse,0.250168816732557,0.7000139584943852,6.0,2026-03-18
LONG,25151.25,25192.25,11386,11527,141,1773810660.0,1773815733.0,164.0,82.0,WIN,conviction_collapse,0.7000139584943852,0.2895815992898316,238.0,2026-03-18
SHORT,25192.25,25174.25,11527,11671,144,1773815733.0,1773820980.0,72.0,36.0,WIN,conviction_collapse,0.2895815992898316,0.7187294440583496,139.0,2026-03-18
LONG,25174.25,25172.5,11671,11701,30,1773820980.0,1773821983.0,-7.0,-3.5,LOSS,conviction_collapse,0.7187294440583496,0.28665231282376064,47.0,2026-03-18
SHORT,25172.5,25176.25,11701,11754,53,1773821983.0,1773823800.0,-15.0,-7.5,LOSS,conviction_collapse,0.28665231282376064,0.7515947276002587,76.0,2026-03-18
LONG,25176.25,25168.75,11754,11773,19,1773823800.0,1773824460.0,-30.0,-15.0,LOSS,conviction_collapse,0.7515947276002587,0.2997426542761059,29.0,2026-03-18
SHORT,25168.75,25180.5,11773,11782,9,1773824460.0,1773824814.0,-47.0,-23.5,LOSS,conviction_collapse,0.2997426542761059,0.7916573897763076,13.0,2026-03-18
LONG,25180.5,25167.0,11782,11791,9,1773824814.0,1773825120.0,-54.0,-27.0,LOSS,conviction_collapse,0.7916573897763076,0.23307832999515563,14.0,2026-03-18
SHORT,25167.0,25178.5,11791,11803,12,1773825120.0,1773825500.0,-46.0,-23.0,LOSS,conviction_collapse,0.23307832999515563,0.7388781515947808,36.0,2026-03-18
LONG,25178.5,25181.25,11803,11850,47,1773825500.0,1773827160.0,11.0,5.5,WIN,conviction_collapse,0.7388781515947808,0.19271111878464997,51.0,2026-03-18
SHORT,25181.25,25184.25,11850,11896,46,1773827160.0,1773828840.0,-12.0,-6.0,LOSS,conviction_collapse,0.19271111878464997,0.7384015518331125,67.0,2026-03-18
LONG,25184.25,25188.75,11896,11926,30,1773828840.0,1773829921.0,18.0,9.0,WIN,conviction_collapse,0.7384015518331125,0.28234581053104607,54.0,2026-03-18
SHORT,25188.75,25174.75,11926,12003,77,1773829921.0,1773832620.0,56.0,28.0,WIN,conviction_collapse,0.28234581053104607,0.8150889250170826,168.0,2026-03-18
LONG,25174.75,25162.25,12003,12016,13,1773832620.0,1773833040.0,-50.0,-25.0,LOSS,conviction_collapse,0.8150889250170826,0.2813336033398441,10.0,2026-03-18
SHORT,25162.25,25148.5,12016,12053,37,1773833040.0,1773834180.0,55.0,27.5,WIN,conviction_collapse,0.2813336033398441,0.7467897780654758,259.0,2026-03-18
LONG,25148.5,25132.0,12053,12066,13,1773834180.0,1773834583.0,-66.0,-33.0,LOSS,conviction_collapse,0.7467897780654758,0.2835938938615881,5.0,2026-03-18
SHORT,25132.0,24917.0,12066,12318,252,1773834583.0,1773840035.0,860.0,430.0,WIN,conviction_collapse,0.2835938938615881,0.7032418250253393,1076.0,2026-03-18
LONG,24917.0,24930.25,12318,12387,69,1773840035.0,1773841415.0,53.0,26.5,WIN,conviction_collapse,0.7032418250253393,0.2908542519077129,294.0,2026-03-18
SHORT,24930.25,24957.75,12387,12390,3,1773841415.0,1773841475.0,-110.0,-55.0,LOSS,dynamic_sl,0.2908542519077129,0.661450108663822,17.0,2026-03-18
LONG,24957.75,24955.0,12390,12391,1,1773841475.0,1773841477.0,-11.0,-5.5,LOSS,dynamic_sl,0.661450108663822,0.5792706394135796,29.0,2026-03-18
LONG,24964.5,24946.0,12393,12409,16,1773841535.0,1773841837.0,-74.0,-37.0,LOSS,dynamic_sl,0.704238983732307,0.2854359274156754,138.0,2026-03-18
SHORT,24946.0,24961.75,12409,12432,23,1773841837.0,1773842315.0,-63.0,-31.5,LOSS,dynamic_sl,0.2854359274156754,0.5371437574689718,62.0,2026-03-18
SHORT,24922.5,24951.25,12444,12447,3,1773842555.0,1773842615.0,-115.0,-57.5,LOSS,dynamic_sl,0.1410067807291454,0.4314232383698645,33.0,2026-03-18
SHORT,24948.0,24966.5,12448,12458,10,1773842617.0,1773842820.0,-74.0,-37.0,LOSS,dynamic_sl,0.33804366161762056,0.5812347893629815,81.0,2026-03-18
LONG,24975.0,24943.5,12459,12467,8,1773842855.0,1773843000.0,-126.0,-63.0,LOSS,dynamic_sl,0.6693343194309822,0.3836118953435472,40.0,2026-03-18
SHORT,24938.75,24860.5,12468,12592,124,1773843035.0,1773845797.0,313.0,156.5,WIN,conviction_collapse,0.2993970289116072,0.7815167557075027,510.0,2026-03-18
LONG,24860.5,24896.25,12592,12634,42,1773845797.0,1773847057.0,143.0,71.5,WIN,conviction_collapse,0.7815167557075027,0.27966437349131523,285.0,2026-03-18
SHORT,24896.25,24909.25,12634,12666,32,1773847057.0,1773848017.0,-52.0,-26.0,LOSS,dynamic_sl,0.27966437349131523,0.6157087398968342,144.0,2026-03-18
SHORT,24903.25,24911.25,12678,12707,29,1773848377.0,1773849240.0,-32.0,-16.0,LOSS,conviction_collapse,0.342870455760478,0.726827312819573,111.0,2026-03-18
LONG,24911.25,24883.0,12707,12718,11,1773849240.0,1773849577.0,-113.0,-56.5,LOSS,dynamic_sl,0.726827312819573,0.1501636940902291,23.0,2026-03-18
SHORT,24883.0,24907.0,12718,12746,28,1773849577.0,1773850417.0,-96.0,-48.0,LOSS,dynamic_sl,0.1501636940902291,0.774931260599062,70.0,2026-03-18
LONG,24907.0,24886.75,12746,12749,3,1773850417.0,1773850500.0,-81.0,-40.5,LOSS,dynamic_sl,0.774931260599062,0.33594448063096943,8.0,2026-03-18
SHORT,24886.75,24908.0,12749,12758,9,1773850500.0,1773850777.0,-85.0,-42.5,LOSS,dynamic_sl,0.33594448063096943,0.6920931934468987,37.0,2026-03-18
LONG,24908.0,24887.75,12758,12768,10,1773850777.0,1773851077.0,-81.0,-40.5,LOSS,dynamic_sl,0.6920931934468987,0.24198072174526222,16.0,2026-03-18
SHORT,24887.75,24874.5,12768,12825,57,1773851077.0,1773852780.0,53.0,26.5,WIN,conviction_collapse,0.24198072174526222,0.744266038905377,228.0,2026-03-18
LONG,24874.5,24848.25,12825,12836,11,1773852780.0,1773853126.0,-105.0,-52.5,LOSS,dynamic_sl,0.744266038905377,0.17664095980009356,7.0,2026-03-18
SHORT,24848.25,24840.5,12836,12906,70,1773853126.0,1773855233.0,31.0,15.5,WIN,conviction_collapse,0.17664095980009356,0.773466760400968,211.0,2026-03-18
LONG,24840.5,24858.75,12906,12978,72,1773855233.0,1773857398.0,73.0,36.5,WIN,conviction_collapse,0.773466760400968,0.19871403678911198,305.0,2026-03-18
SHORT,24858.75,24879.75,12978,12985,7,1773857398.0,1773857580.0,-84.0,-42.0,LOSS,dynamic_sl,0.19871403678911198,0.5145717561631014,5.0,2026-03-18
SHORT,24872.25,24795.0,12986,13090,104,1773857638.0,1773860760.0,309.0,154.5,WIN,conviction_collapse,0.3141397450197284,0.7701603895596532,541.0,2026-03-18
LONG,24795.0,24769.0,13090,13098,8,1773860760.0,1773861000.0,-104.0,-52.0,LOSS,dynamic_sl,0.7701603895596532,0.4115882463061648,25.0,2026-03-18
SHORT,24758.5,24605.5,13100,13278,178,1773861060.0,1773866460.0,612.0,306.0,WIN,conviction_collapse,0.26617200486014697,0.7008404460915844,778.0,2026-03-18
LONG,24605.5,24606.0,13278,13312,34,1773866460.0,1773867540.0,2.0,1.0,WIN,conviction_collapse,0.7008404460915844,0.16865068050367757,99.0,2026-03-18
SHORT,24606.0,24616.75,13312,13315,3,1773867540.0,1773871204.0,-43.0,-21.5,LOSS,dynamic_sl,0.16865068050367757,0.5675408154967788,4.0,2026-03-18
SHORT,24611.0,24586.5,13317,13400,83,1773871260.0,1773873918.0,98.0,49.0,WIN,conviction_collapse,0.33717449314755127,0.7005255894097573,202.0,2026-03-18
LONG,24586.5,24618.25,13400,13501,101,1773873918.0,1773877595.0,127.0,63.5,WIN,conviction_collapse,0.7005255894097573,0.22906586005675725,231.0,2026-03-18
SHORT,24618.25,24605.25,13501,13527,26,1773877595.0,1773878400.0,52.0,26.0,WIN,end_of_day,0.22906586005675725,0.16536672323623625,85.0,2026-03-18
SHORT,24605.25,24633.5,13527,13537,10,1773878400.0,1773878667.0,-113.0,-56.5,LOSS,dynamic_sl,0.16536672323623625,0.7609860258991592,0.0,2026-03-19
LONG,24633.5,24611.25,13537,13548,11,1773878667.0,1773879000.0,-89.0,-44.5,LOSS,dynamic_sl,0.7609860258991592,0.2744741905329929,40.0,2026-03-19
SHORT,24611.25,24628.5,13548,13551,3,1773879000.0,1773879093.0,-69.0,-34.5,LOSS,dynamic_sl,0.2744741905329929,0.5121780468324588,19.0,2026-03-19
SHORT,24619.75,24631.0,13561,13586,25,1773879420.0,1773880200.0,-45.0,-22.5,LOSS,conviction_collapse,0.22565995445517284,0.7926628983217603,100.0,2026-03-19
LONG,24631.0,24615.75,13586,13588,2,1773880200.0,1773880260.0,-61.0,-30.5,LOSS,dynamic_sl,0.7926628983217603,0.4617358365880259,14.0,2026-03-19
SHORT,24602.25,24608.25,13592,13619,27,1773880380.0,1773881241.0,-24.0,-12.0,LOSS,conviction_collapse,0.21972670830115437,0.7163046442822909,62.0,2026-03-19
LONG,24608.25,24608.5,13619,13644,25,1773881241.0,1773882047.0,1.0,0.5,WIN,conviction_collapse,0.7163046442822909,0.2686030742713235,64.0,2026-03-19
SHORT,24608.5,24627.75,13644,13673,29,1773882047.0,1773883011.0,-77.0,-38.5,LOSS,dynamic_sl,0.2686030742713235,0.6714393668477489,19.0,2026-03-19
LONG,24627.75,24643.0,13673,13752,79,1773883011.0,1773885529.0,61.0,30.5,WIN,conviction_collapse,0.6714393668477489,0.19283142807721299,171.0,2026-03-19
SHORT,24643.0,24662.5,13752,13768,16,1773885529.0,1773886015.0,-78.0,-39.0,LOSS,dynamic_sl,0.19283142807721299,0.7886456734997827,169.0,2026-03-19
LONG,24662.5,24709.75,13768,13852,84,1773886015.0,1773888300.0,189.0,94.5,WIN,conviction_collapse,0.7886456734997827,0.20897966398572698,251.0,2026-03-19
SHORT,24709.75,24708.5,13852,13918,66,1773888300.0,1773889800.0,5.0,2.5,WIN,conviction_collapse,0.20897966398572698,0.7519679839776829,91.0,2026-03-19
LONG,24708.5,24703.0,13918,13937,19,1773889800.0,1773890220.0,-22.0,-11.0,LOSS,conviction_collapse,0.7519679839776829,0.26427114379793043,28.0,2026-03-19
SHORT,24703.0,24632.75,13937,14255,318,1773890220.0,1773896344.0,281.0,140.5,WIN,conviction_collapse,0.26427114379793043,0.7361667264148072,372.0,2026-03-19
LONG,24632.75,24626.75,14255,14274,19,1773896344.0,1773896700.0,-24.0,-12.0,LOSS,conviction_collapse,0.7361667264148072,0.2521000715267442,28.0,2026-03-19
SHORT,24626.75,24643.5,14274,14318,44,1773896700.0,1773897577.0,-67.0,-33.5,LOSS,conviction_collapse,0.2521000715267442,0.7414698629270652,28.0,2026-03-19
LONG,24643.5,24635.25,14318,14330,12,1773897577.0,1773897780.0,-33.0,-16.5,LOSS,conviction_collapse,0.7414698629270652,0.2940864453991084,17.0,2026-03-19
SHORT,24635.25,24611.75,14330,14439,109,1773897780.0,1773899591.0,94.0,47.0,WIN,conviction_collapse,0.2940864453991084,0.719935285088303,236.0,2026-03-19
LONG,24611.75,24595.25,14439,14459,20,1773899591.0,1773899924.0,-66.0,-33.0,LOSS,conviction_collapse,0.719935285088303,0.1904548570308349,33.0,2026-03-19
SHORT,24595.25,24616.5,14459,14477,18,1773899924.0,1773900235.0,-85.0,-42.5,LOSS,dynamic_sl,0.1904548570308349,0.669396477418492,25.0,2026-03-19
LONG,24616.5,24609.25,14477,14497,20,1773900235.0,1773900578.0,-29.0,-14.5,LOSS,conviction_collapse,0.669396477418492,0.21080979224940027,47.0,2026-03-19
SHORT,24609.25,24626.25,14497,14519,22,1773900578.0,1773900960.0,-68.0,-34.0,LOSS,dynamic_sl,0.21080979224940027,0.6788221643312106,14.0,2026-03-19
LONG,24626.25,24627.0,14519,14550,31,1773900960.0,1773901449.0,3.0,1.5,WIN,conviction_collapse,0.6788221643312106,0.2632497026524578,52.0,2026-03-19
SHORT,24627.0,24607.75,14550,14672,122,1773901449.0,1773903573.0,77.0,38.5,WIN,conviction_collapse,0.2632497026524578,0.7284543246104134,213.0,2026-03-19
LONG,24607.75,24588.75,14672,14675,3,1773903573.0,1773903608.0,-76.0,-38.0,LOSS,dynamic_sl,0.7284543246104134,0.3637210743563674,23.0,2026-03-19
SHORT,24574.5,24593.5,14678,14733,55,1773903660.0,1773904516.0,-76.0,-38.0,LOSS,dynamic_sl,0.1781475014280201,0.7540343494319102,60.0,2026-03-19
LONG,24593.5,24600.25,14733,14773,40,1773904516.0,1773905132.0,27.0,13.5,WIN,conviction_collapse,0.7540343494319102,0.2770266496987599,136.0,2026-03-19
SHORT,24600.25,24586.75,14773,14853,80,1773905132.0,1773906397.0,54.0,27.0,WIN,conviction_collapse,0.2770266496987599,0.7472256155763422,181.0,2026-03-19
LONG,24586.75,24571.75,14853,14876,23,1773906397.0,1773906759.0,-60.0,-30.0,LOSS,conviction_collapse,0.7472256155763422,0.2356180794768291,21.0,2026-03-19
SHORT,24571.75,24580.0,14876,14902,26,1773906759.0,1773907167.0,-33.0,-16.5,LOSS,conviction_collapse,0.2356180794768291,0.7465297913205335,114.0,2026-03-19
LONG,24580.0,24554.0,14902,14918,16,1773907167.0,1773907409.0,-104.0,-52.0,LOSS,dynamic_sl,0.7465297913205335,0.22781006985592986,42.0,2026-03-19
SHORT,24554.0,24577.0,14918,14933,15,1773907409.0,1773907624.0,-92.0,-46.0,LOSS,dynamic_sl,0.22781006985592986,0.6907786250009833,52.0,2026-03-19
LONG,24577.0,24572.0,14933,14970,37,1773907624.0,1773908212.0,-20.0,-10.0,LOSS,conviction_collapse,0.6907786250009833,0.2361389407060232,68.0,2026-03-19
SHORT,24572.0,24532.0,14970,15087,117,1773908212.0,1773910011.0,160.0,80.0,WIN,conviction_collapse,0.2361389407060232,0.7067403621887459,266.0,2026-03-19
LONG,24532.0,24556.5,15087,15181,94,1773910011.0,1773911456.0,98.0,49.0,WIN,conviction_collapse,0.7067403621887459,0.1475901893033027,239.0,2026-03-19
SHORT,24556.5,24576.5,15181,15196,15,1773911456.0,1773911706.0,-80.0,-40.0,LOSS,dynamic_sl,0.1475901893033027,0.48925340226479636,22.0,2026-03-19
SHORT,24566.25,24581.25,15198,15216,18,1773911743.0,1773912020.0,-60.0,-30.0,LOSS,dynamic_sl,0.251457574832267,0.6435877961810471,46.0,2026-03-19
LONG,24593.75,24572.75,15218,15229,11,1773912057.0,1773912240.0,-84.0,-42.0,LOSS,dynamic_sl,0.8004761068391726,0.31715583879224335,12.0,2026-03-19
SHORT,24572.75,24565.0,15229,15293,64,1773912240.0,1773913200.0,31.0,15.5,WIN,conviction_collapse,0.31715583879224335,0.745310787218502,290.0,2026-03-19
LONG,24565.0,24544.75,15293,15309,16,1773913200.0,1773913440.0,-81.0,-40.5,LOSS,dynamic_sl,0.745310787218502,0.3701122865490445,19.0,2026-03-19
SHORT,24544.25,24560.75,15312,15314,2,1773913491.0,1773913524.0,-66.0,-33.0,LOSS,dynamic_sl,0.2965768157064808,0.6552362008056611,24.0,2026-03-19
LONG,24560.75,24614.75,15314,15370,56,1773913524.0,1773914370.0,216.0,108.0,WIN,conviction_collapse,0.6552362008056611,0.18445008176810648,358.0,2026-03-19
SHORT,24614.75,24611.5,15370,15482,112,1773914370.0,1773916196.0,13.0,6.5,WIN,conviction_collapse,0.18445008176810648,0.7342302875623086,96.0,2026-03-19
LONG,24611.5,24605.5,15482,15501,19,1773916196.0,1773916496.0,-24.0,-12.0,LOSS,conviction_collapse,0.7342302875623086,0.28846416406781994,28.0,2026-03-19
SHORT,24605.5,24599.0,15501,15598,97,1773916496.0,1773918060.0,26.0,13.0,WIN,conviction_collapse,0.28846416406781994,0.7020318652603835,137.0,2026-03-19
LONG,24599.0,24580.0,15598,15609,11,1773918060.0,1773918222.0,-76.0,-38.0,LOSS,dynamic_sl,0.7020318652603835,0.29639426759059806,58.0,2026-03-19
SHORT,24580.0,24595.75,15609,15643,34,1773918222.0,1773918756.0,-63.0,-31.5,LOSS,dynamic_sl,0.29639426759059806,0.6372358668387754,72.0,2026-03-19
LONG,24595.75,24579.25,15645,15650,5,1773918780.0,1773918857.0,-66.0,-33.0,LOSS,conviction_collapse,0.6518134119913307,0.24897443894837673,31.0,2026-03-19
SHORT,24579.25,24531.75,15650,15789,139,1773918857.0,1773921035.0,190.0,95.0,WIN,conviction_collapse,0.24897443894837673,0.7920563231668738,281.0,2026-03-19
LONG,24531.75,24524.5,15789,15825,36,1773921035.0,1773921598.0,-29.0,-14.5,LOSS,conviction_collapse,0.7920563231668738,0.2080220515020242,85.0,2026-03-19
SHORT,24524.5,24555.5,15825,15853,28,1773921598.0,1773922018.0,-124.0,-62.0,LOSS,dynamic_sl,0.2080220515020242,0.8228832637485752,180.0,2026-03-19
LONG,24555.5,24555.0,15853,15854,1,1773922018.0,1773922020.0,-2.0,-1.0,LOSS,dynamic_sl,0.8228832637485752,0.7930375735021086,16.0,2026-03-19
LONG,24555.0,24530.25,15854,15873,19,1773922020.0,1773922319.0,-99.0,-49.5,LOSS,dynamic_sl,0.7930375735021086,0.607035342004969,18.0,2026-03-19
LONG,24536.5,24518.0,15875,15880,5,1773922345.0,1773922407.0,-74.0,-37.0,LOSS,conviction_collapse,0.6642439695126784,0.284124601763462,31.0,2026-03-19
SHORT,24518.0,24495.25,15880,15991,111,1773922407.0,1773924098.0,91.0,45.5,WIN,conviction_collapse,0.284124601763462,0.7178742955399701,297.0,2026-03-19
LONG,24495.25,24482.75,15991,16010,19,1773924098.0,1773924372.0,-50.0,-25.0,LOSS,conviction_collapse,0.7178742955399701,0.25894852152467407,71.0,2026-03-19
SHORT,24482.75,24450.5,16010,16130,120,1773924372.0,1773926175.0,129.0,64.5,WIN,conviction_collapse,0.25894852152467407,0.8258171315179638,327.0,2026-03-19
LONG,24450.5,24431.75,16130,16157,27,1773926175.0,1773926580.0,-75.0,-37.5,LOSS,dynamic_sl,0.8258171315179638,0.33239358947252795,231.0,2026-03-19
SHORT,24431.75,24440.5,16157,16158,1,1773926580.0,1773926595.0,-35.0,-17.5,LOSS,dynamic_sl,0.33239358947252795,0.429326113959979,14.0,2026-03-19
SHORT,24435.5,24391.5,16159,16214,55,1773926621.0,1773927435.0,176.0,88.0,WIN,conviction_collapse,0.34154677784901355,0.749074145680777,445.0,2026-03-19
