2026-04-25T20:39:55.6145993Z,2026-04-08,2026-04-08 13:31:00,2026-04-08 13:33:01,short,25184.2500,25154.0000,1,30.2500,60.50,2.02,ShortAtHighPivot,TrailStopShort
2026-04-25T20:39:58.1641575Z,2026-04-08,2026-04-08 13:33:01,2026-04-08 13:40:00,long,25154.0000,25123.0000,1,-31.0000,-62.00,6.98,LongAtLowPivot,FlipExitLong
2026-04-25T20:40:00.0572146Z,2026-04-08,2026-04-08 13:40:00,2026-04-08 13:44:01,short,25123.0000,25105.7500,1,17.2500,34.50,4.02,ShortAtHighPivot,TrailStopShort
2026-04-25T20:40:02.7831549Z,2026-04-08,2026-04-08 13:44:01,2026-04-08 13:52:01,long,25105.7500,25093.0000,1,-12.7500,-25.50,8.00,LongAtLowPivot,FlipExitLong
2026-04-25T20:40:04.0009820Z,2026-04-08,2026-04-08 13:52:01,2026-04-08 13:56:01,short,25093.0000,25092.7500,1,0.2500,0.50,4.00,ShortAtHighPivot,TrailStopShort
2026-04-25T20:40:20.0420383Z,2026-04-08,2026-04-08 13:56:01,2026-04-08 15:10:01,long,25092.7500,24990.2500,1,-102.5000,-205.00,74.00,LongAtLowPivot,FlipExitLong
2026-04-25T20:40:21.3449079Z,2026-04-08,2026-04-08 15:10:01,2026-04-08 15:15:01,short,24990.2500,25022.0000,1,-31.7500,-63.50,5.00,ShortAtHighPivot,FlipExitShort
2026-04-25T20:40:22.9399035Z,2026-04-08,2026-04-08 15:15:01,2026-04-08 15:22:01,long,25022.0000,25025.5000,1,3.5000,7.00,7.00,LongAtLowPivot,TrailStopLong
2026-04-25T20:40:33.6833038Z,2026-04-08,2026-04-08 15:22:01,2026-04-08 16:33:01,short,25025.5000,25104.7500,1,-79.2500,-158.50,71.00,ShortAtHighPivot,FlipExitShort
2026-04-25T20:40:35.0404892Z,2026-04-08,2026-04-08 16:33:01,2026-04-08 16:44:01,long,25104.7500,25126.7500,1,22.0000,44.00,11.00,LongAtLowPivot,TrailStopLong
2026-04-25T20:40:44.3510913Z,2026-04-08,2026-04-08 16:44:01,2026-04-08 18:02:01,short,25126.7500,25108.0000,1,18.7500,37.50,78.00,ShortAtHighPivot,FlipExitShort
2026-04-25T20:40:45.6032294Z,2026-04-08,2026-04-08 18:02:01,2026-04-08 18:13:01,long,25108.0000,25123.0000,1,15.0000,30.00,11.00,LongAtLowPivot,TrailStopLong
2026-04-25T20:40:54.8913270Z,2026-04-08,2026-04-08 18:13:01,2026-04-08 19:09:01,short,25123.0000,24981.0000,1,142.0000,284.00,56.00,ShortAtHighPivot,FlipExitShort
2026-04-25T20:40:56.0008039Z,2026-04-08,2026-04-08 19:09:01,2026-04-08 19:16:01,long,24981.0000,25003.5000,1,22.5000,45.00,7.00,LongAtLowPivot,TrailStopLong
2026-04-25T20:40:58.7073209Z,2026-04-08,2026-04-08 19:16:01,2026-04-08 19:33:01,short,25003.5000,24991.5000,1,12.0000,24.00,17.00,ShortAtHighPivot,FlipExitShort
2026-04-25T20:40:59.6801837Z,2026-04-08,2026-04-08 19:33:01,2026-04-08 19:39:01,long,24991.5000,24994.0000,1,2.5000,5.00,6.00,LongAtLowPivot,TrailStopLong
2026-04-25T20:41:05.0836175Z,2026-04-08,2026-04-08 19:39:01,2026-04-08 20:55:01,short,24994.0000,25039.2500,1,-45.2500,-90.50,76.00,ShortAtHighPivot,EodExitShort
2026-04-25T20:41:16.7039365Z,2026-04-08,2026-04-08 20:55:01,2026-04-09 03:47:01,long,25039.2500,25011.7500,1,-27.5000,-55.00,412.00,LongAtLowPivot,FlipExitLong
2026-04-25T20:41:18.9633943Z,2026-04-09,2026-04-09 03:47:01,2026-04-09 05:12:01,short,25011.7500,25002.5000,1,9.2500,18.50,85.00,ShortAtHighPivot,TrailStopShort
2026-04-25T20:41:22.0465068Z,2026-04-09,2026-04-09 05:12:01,2026-04-09 06:50:02,long,25002.5000,25022.2500,1,19.7500,39.50,98.02,LongAtLowPivot,FlipExitLong
2026-04-25T20:41:23.3441493Z,2026-04-09,2026-04-09 06:50:02,2026-04-09 07:22:01,short,25022.2500,25004.7500,1,17.5000,35.00,31.98,ShortAtHighPivot,TrailStopShort
2026-04-25T20:41:27.0432902Z,2026-04-09,2026-04-09 07:22:01,2026-04-09 09:02:01,long,25004.7500,24966.5000,1,-38.2500,-76.50,100.00,LongAtLowPivot,FlipExitLong
2026-04-25T20:41:27.5294689Z,2026-04-09,2026-04-09 09:02:01,2026-04-09 09:14:01,short,24966.5000,24998.7500,1,-32.2500,-64.50,12.00,ShortAtHighPivot,FlipExitShort
2026-04-25T20:41:28.2734799Z,2026-04-09,2026-04-09 09:14:01,2026-04-09 09:35:01,long,24998.7500,25005.0000,1,6.2500,12.50,21.00,LongAtLowPivot,TrailStopLong
2026-04-25T20:41:32.5560110Z,2026-04-09,2026-04-09 09:35:01,2026-04-09 11:40:01,short,25005.0000,25016.2500,1,-11.2500,-22.50,125.00,ShortAtHighPivot,FlipExitShort
2026-04-25T20:41:32.7707993Z,2026-04-09,2026-04-09 11:40:01,2026-04-09 11:42:01,long,25016.2500,25020.2500,1,4.0000,8.00,2.00,LongAtLowPivot,TrailStopLong
2026-04-25T20:41:41.1969723Z,2026-04-09,2026-04-09 11:42:01,2026-04-09 13:39:01,short,25020.2500,25065.0000,1,-44.7500,-89.50,117.00,ShortAtHighPivot,FlipExitShort
2026-04-25T20:41:43.0410673Z,2026-04-09,2026-04-09 13:39:01,2026-04-09 13:46:00,long,25065.0000,25096.5000,1,31.5000,63.00,6.98,LongAtLowPivot,TrailStopLong
2026-04-25T20:41:48.2556975Z,2026-04-09,2026-04-09 13:46:00,2026-04-09 14:06:01,short,25096.5000,25047.5000,1,49.0000,98.00,20.02,ShortAtHighPivot,FlipExitShort
2026-04-25T20:41:49.1930169Z,2026-04-09,2026-04-09 14:06:01,2026-04-09 14:10:01,long,25047.5000,25015.0000,1,-32.5000,-65.00,4.00,LongAtLowPivot,FlipExitLong
2026-04-25T20:41:51.4762099Z,2026-04-09,2026-04-09 14:10:01,2026-04-09 14:20:01,short,25015.0000,24987.0000,1,28.0000,56.00,10.00,ShortAtHighPivot,TrailStopShort
2026-04-25T20:42:02.9573612Z,2026-04-09,2026-04-09 14:20:01,2026-04-09 15:28:00,long,24987.0000,25057.7500,1,70.7500,141.50,67.98,LongAtLowPivot,FlipExitLong
2026-04-25T20:42:04.0561973Z,2026-04-09,2026-04-09 15:28:00,2026-04-09 15:33:00,short,25057.7500,25126.5000,1,-68.7500,-137.50,5.00,ShortAtHighPivot,FlipExitShort
2026-04-25T20:42:06.0479659Z,2026-04-09,2026-04-09 15:33:00,2026-04-09 15:39:01,long,25126.5000,25097.2500,1,-29.2500,-58.50,6.02,LongAtLowPivot,FlipExitLong
2026-04-25T20:42:06.5717661Z,2026-04-09,2026-04-09 15:39:01,2026-04-09 15:41:01,short,25097.2500,25127.5000,1,-30.2500,-60.50,2.00,ShortAtHighPivot,FlipExitShort
2026-04-25T20:42:08.4146938Z,2026-04-09,2026-04-09 15:41:01,2026-04-09 15:50:01,long,25127.5000,25150.7500,1,23.2500,46.50,9.00,LongAtLowPivot,TrailStopLong
2026-04-25T20:42:17.5511643Z,2026-04-09,2026-04-09 15:50:01,2026-04-09 16:52:01,short,25150.7500,25200.2500,1,-49.5000,-99.00,62.00,ShortAtHighPivot,FlipExitShort
2026-04-25T20:42:19.5850478Z,2026-04-09,2026-04-09 16:52:01,2026-04-09 17:10:00,long,25200.2500,25224.5000,1,24.2500,48.50,17.98,LongAtLowPivot,TrailStopLong
2026-04-25T20:42:22.9021913Z,2026-04-09,2026-04-09 17:10:00,2026-04-09 17:37:01,short,25224.5000,25231.0000,1,-6.5000,-13.00,27.02,ShortAtHighPivot,FlipExitShort
2026-04-25T20:42:23.6591057Z,2026-04-09,2026-04-09 17:37:01,2026-04-09 17:43:01,long,25231.0000,25240.7500,1,9.7500,19.50,6.00,LongAtLowPivot,TrailStopLong
2026-04-25T20:42:31.1321073Z,2026-04-09,2026-04-09 17:43:01,2026-04-09 18:40:01,short,25240.7500,25187.2500,1,53.5000,107.00,57.00,ShortAtHighPivot,FlipExitShort
2026-04-25T20:42:34.1107397Z,2026-04-09,2026-04-09 18:40:01,2026-04-09 19:07:01,long,25187.2500,25195.0000,1,7.7500,15.50,27.00,LongAtLowPivot,TrailStopLong
2026-04-25T20:42:41.2462154Z,2026-04-09,2026-04-09 19:07:01,2026-04-09 20:55:01,short,25195.0000,25246.2500,1,-51.2500,-102.50,108.00,ShortAtHighPivot,EodExitShort
2026-04-25T20:42:47.3063691Z,2026-04-09,2026-04-09 20:55:01,2026-04-10 01:02:01,long,25246.2500,25258.7500,1,12.5000,25.00,247.00,LongAtLowPivot,TrailStopLong
