day,entry_ts,entry_price,exit_ts,exit_price,direction,pnl_pts,pnl_usd,mfe_pts,mae_pts,peak_close_pts,leg_min,exit_reason
2025_04_07,1743986163,16716.75,1743986206,16731.75,-1,-15.0,-32.0,13.25,15.75,0.0,0.7166666666666667,sl
2025_04_07,1743986341,16760.0,1743986403,16745.0,1,-15.0,-32.0,13.5,16.0,4.0,1.0333333333333334,sl
2025_04_07,1743986461,16725.25,1743986487,16740.25,-1,-15.0,-32.0,0.0,18.75,0.0,0.43333333333333335,sl
2025_04_07,1743987121,16726.25,1743987157,16711.25,1,-15.0,-32.0,0.0,15.0,0.0,0.6,sl
2025_04_07,1743987841,16751.0,1743987851,16766.0,-1,-15.0,-32.0,0.25,16.25,0.0,0.16666666666666666,sl
2025_04_07,1743988201,16779.0,1743988560,16794.25,1,15.25,28.5,68.0,7.25,56.25,5.983333333333333,trail
2025_04_07,1743988561,16793.75,1743988574,16808.75,-1,-15.0,-32.0,5.25,20.0,0.0,0.21666666666666667,sl
2025_04_07,1743988741,16832.5,1743988980,16894.5,1,62.0,122.0,91.0,14.25,84.5,3.9833333333333334,trail
2025_04_07,1743989341,16899.75,1743989357,16914.75,-1,-15.0,-32.0,0.0,15.5,0.0,0.26666666666666666,sl
2025_04_07,1743990241,16874.5,1743990250,16859.5,1,-15.0,-32.0,0.0,21.5,0.0,0.15,sl
2025_04_07,1743991321,16945.5,1743991364,16960.5,-1,-15.0,-32.0,7.5,16.75,0.0,0.7166666666666667,sl
2025_04_07,1743991501,17010.5,1743991560,16995.5,1,-15.0,-32.0,12.0,19.0,0.0,0.9833333333333333,sl
2025_04_07,1743991681,16967.0,1743991711,16982.0,-1,-15.0,-32.0,6.5,20.25,0.0,0.5,sl
2025_04_07,1743992101,16992.25,1743992120,16977.25,1,-15.0,-32.0,0.0,18.0,0.0,0.31666666666666665,sl
2025_04_07,1743992221,16955.75,1743992232,16970.75,-1,-15.0,-32.0,2.5,15.0,0.0,0.18333333333333332,sl
2025_04_07,1743992401,16993.5,1743992476,16978.5,1,-15.0,-32.0,6.25,16.75,0.0,1.25,sl
2025_04_07,1743992641,16942.75,1743992760,16933.0,-1,9.75,17.5,37.25,1.75,15.75,1.9833333333333334,trail
2025_04_07,1743993181,16957.75,1743993239,16942.75,1,-15.0,-32.0,6.75,17.75,0.0,0.9666666666666667,sl
2025_04_07,1743993481,16906.75,1743993660,16888.0,-1,18.75,35.5,47.25,2.25,45.0,2.9833333333333334,trail
2025_04_07,1743993721,16889.25,1743993843,16874.25,1,-15.0,-32.0,21.5,15.5,1.75,2.033333333333333,sl
2025_04_07,1743994441,16902.5,1743994620,16892.0,-1,10.5,19.0,31.25,7.5,23.5,2.9833333333333334,trail
2025_04_07,1743996481,16848.25,1743996602,16833.25,1,-15.0,-32.0,16.5,19.25,2.0,2.0166666666666666,sl
2025_04_07,1743996721,16812.5,1743997081,16752.25,-1,60.25,118.5,73.5,12.75,68.75,6.0,trail
2025_04_07,1743997261,16785.25,1743997440,16795.25,1,10.0,18.0,32.5,-0.0,25.75,2.9833333333333334,trail
2025_04_07,1743997561,16774.0,1743997624,16789.0,-1,-15.0,-32.0,5.0,23.0,0.0,1.05,sl
2025_04_07,1743997921,16813.75,1743998041,16812.25,1,-1.5,-5.0,21.75,1.5,10.5,2.0,trail
2025_04_07,1743998341,16788.25,1743998372,16803.25,-1,-15.0,-32.0,1.5,18.25,0.0,0.5166666666666667,sl
2025_04_07,1743998461,16815.25,1743998700,16842.0,1,26.75,51.5,45.75,5.0,34.5,3.9833333333333334,trail
2025_04_07,1743999001,16805.25,1743999012,16820.25,-1,-15.0,-32.0,0.0,16.5,0.0,0.18333333333333332,sl
2025_04_07,1744000501,16737.75,1744000534,16722.75,1,-15.0,-32.0,2.5,16.5,0.0,0.55,sl
2025_04_07,1744000621,16700.75,1744001100,16678.75,-1,22.0,42.0,32.25,12.5,22.25,7.983333333333333,trail
2025_04_07,1744001161,16712.75,1744001700,16753.75,1,41.0,80.0,61.5,8.75,46.75,8.983333333333333,trail
2025_04_07,1744002183,16722.75,1744002223,16737.75,-1,-15.0,-32.0,0.25,15.75,0.0,0.6666666666666666,sl
2025_04_07,1744002421,16778.0,1744002780,16798.5,1,20.5,39.0,40.75,6.0,39.0,5.983333333333333,trail
2025_04_07,1744003441,16853.0,1744003560,16839.5,-1,13.5,25.0,26.75,7.75,25.5,1.9833333333333334,trail
2025_04_07,1744004221,16780.0,1744004260,16765.0,1,-15.0,-32.0,17.75,15.0,0.0,0.65,sl
2025_04_07,1744004461,16737.25,1744004591,16752.25,-1,-15.0,-32.0,7.0,16.5,4.0,2.1666666666666665,sl
2025_04_07,1744004761,16778.25,1744004802,16763.25,1,-15.0,-32.0,5.0,18.25,0.0,0.6833333333333333,sl
2025_04_07,1744004821,16736.0,1744005300,16725.0,-1,11.0,20.0,28.0,13.0,22.75,7.983333333333333,trail
2025_04_07,1744005421,16745.25,1744005600,16751.5,1,6.25,10.5,22.0,12.5,19.75,2.9833333333333334,trail
2025_04_07,1744006141,16779.25,1744006500,16732.5,-1,46.75,91.5,70.25,-0.0,58.0,5.983333333333333,trail
2025_04_07,1744007101,16705.5,1744007109,16690.5,1,-15.0,-32.0,0.0,15.5,0.0,0.13333333333333333,sl
2025_04_07,1744007221,16652.0,1744007400,16635.25,-1,16.75,31.5,29.25,11.25,22.5,2.9833333333333334,trail
2025_04_07,1744007641,16660.0,1744007663,16645.0,1,-15.0,-32.0,2.5,15.75,0.0,0.36666666666666664,sl
2025_04_07,1744007821,16607.0,1744007833,16622.0,-1,-15.0,-32.0,1.75,17.0,0.0,0.2,sl
2025_04_07,1744007941,16642.75,1744007965,16627.75,1,-15.0,-32.0,10.25,16.75,0.0,0.4,sl
2025_04_07,1744008181,16600.5,1744008360,16594.75,-1,5.75,9.5,36.0,5.5,24.75,2.9833333333333334,trail
2025_04_07,1744009081,16572.0,1744009114,16557.0,1,-15.0,-32.0,9.75,16.25,0.0,0.55,sl
2025_04_07,1744009261,16535.25,1744009290,16550.25,-1,-15.0,-32.0,1.5,16.5,0.0,0.48333333333333334,sl
2025_04_07,1744009561,16544.0,1744009572,16529.0,1,-15.0,-32.0,1.0,15.5,0.0,0.18333333333333332,sl
2025_04_07,1744010461,16594.75,1744010520,16609.75,-1,-15.0,-32.0,6.5,19.5,0.0,0.9833333333333333,sl
2025_04_07,1744010581,16640.0,1744010596,16625.0,1,-15.0,-32.0,15.0,15.0,0.0,0.25,sl
2025_04_07,1744010761,16589.0,1744010770,16604.0,-1,-15.0,-32.0,3.0,15.75,0.0,0.15,sl
2025_04_07,1744011301,16594.0,1744011310,16579.0,1,-15.0,-32.0,0.0,17.0,0.0,0.15,sl
2025_04_07,1744011902,16606.0,1744011968,16621.0,-1,-15.0,-32.0,7.0,15.75,0.0,1.1,sl
2025_04_07,1744012501,16615.75,1744013160,16824.75,1,209.0,416.0,255.75,-0.0,252.0,10.983333333333333,trail
2025_04_07,1744013161,16819.25,1744013221,16834.25,-1,-15.0,-32.0,27.0,16.5,0.0,1.0,sl
2025_04_07,1744013401,16842.0,1744013418,16827.0,1,-15.0,-32.0,12.5,16.0,0.0,0.2833333333333333,sl
2025_04_07,1744013461,16812.75,1744013580,16789.75,-1,23.0,44.0,60.5,13.5,56.25,1.9833333333333334,trail
2025_04_07,1744013581,16784.75,1744014060,16880.0,1,95.25,188.5,144.0,7.0,125.25,7.983333333333333,trail
2025_04_07,1744014061,16879.25,1744014114,16894.25,-1,-15.0,-32.0,7.5,18.0,0.0,0.8833333333333333,sl
2025_04_07,1744014301,16892.0,1744014309,16877.0,1,-15.0,-32.0,0.0,20.0,0.0,0.13333333333333333,sl
2025_04_07,1744014421,16840.25,1744014471,16855.25,-1,-15.0,-32.0,10.75,25.75,0.0,0.8333333333333334,sl
2025_04_07,1744014661,16876.75,1744014669,16861.75,1,-15.0,-32.0,0.0,16.75,0.0,0.13333333333333333,sl
2025_04_07,1744014721,16828.25,1744014801,16843.25,-1,-15.0,-32.0,15.5,17.0,0.0,1.3333333333333333,sl
2025_04_07,1744014841,16885.0,1744015200,16915.75,1,30.75,59.5,67.5,2.25,58.5,5.983333333333333,trail
2025_04_07,1744015561,16897.0,1744015573,16912.0,-1,-15.0,-32.0,0.0,18.0,0.0,0.2,sl
2025_04_07,1744015981,16937.5,1744015991,16922.5,1,-15.0,-32.0,5.75,15.25,0.0,0.16666666666666666,sl
2025_04_07,1744016042,16907.25,1744016162,16882.25,-1,25.0,48.0,32.25,0.5,29.5,2.0,trail
2025_04_07,1744016521,16880.5,1744016528,16865.5,1,-15.0,-32.0,2.75,16.5,0.0,0.11666666666666667,sl
2025_04_07,1744016761,16835.5,1744016940,16804.0,-1,31.5,61.0,40.75,7.0,35.75,2.9833333333333334,trail
2025_04_07,1744017061,16827.0,1744017329,16812.0,1,-15.0,-32.0,25.5,17.25,5.25,4.466666666666667,sl
2025_04_07,1744017421,16782.25,1744017483,16797.25,-1,-15.0,-32.0,1.25,15.0,0.0,1.0333333333333334,sl
2025_04_07,1744018021,16810.0,1744018073,16795.0,1,-15.0,-32.0,20.25,16.25,0.0,0.8666666666666667,sl
2025_04_07,1744019221,16875.0,1744019244,16890.0,-1,-15.0,-32.0,0.75,15.0,0.0,0.38333333333333336,sl
2025_04_07,1744019342,16932.0,1744019641,16935.75,1,3.75,5.5,16.25,12.5,11.25,4.983333333333333,trail
2025_04_07,1744019821,16886.25,1744019827,16901.25,-1,-15.0,-32.0,0.0,16.5,0.0,0.1,sl
2025_04_07,1744020181,17004.75,1744020182,16989.75,1,-15.0,-32.0,0.0,18.0,0.0,0.016666666666666666,sl
2025_04_07,1744020841,17038.0,1744020845,17053.0,-1,-15.0,-32.0,0.0,17.0,0.0,0.06666666666666667,sl
2025_04_07,1744020901,17076.5,1744020928,17061.5,1,-15.0,-32.0,4.0,18.5,0.0,0.45,sl
2025_04_07,1744021561,17106.75,1744021800,17090.5,-1,16.25,30.5,59.75,4.75,36.5,3.9833333333333334,trail
2025_04_07,1744022041,17118.75,1744022460,17208.25,1,89.5,177.0,139.75,13.75,135.0,6.983333333333333,trail
2025_04_07,1744022461,17202.25,1744022573,17217.25,-1,-15.0,-32.0,23.25,17.25,18.5,1.8666666666666667,sl
2025_04_07,1744022581,17217.0,1744022820,17225.75,1,8.75,15.5,59.75,10.25,48.0,3.9833333333333334,trail
2025_04_07,1744022822,17221.0,1744022834,17236.0,-1,-15.0,-32.0,2.25,15.25,0.0,0.2,sl
2025_04_07,1744023061,17216.5,1744023092,17201.5,1,-15.0,-32.0,6.75,15.25,0.0,0.5166666666666667,sl
2025_04_07,1744023181,17166.75,1744023300,17153.5,-1,13.25,24.5,39.5,4.5,31.5,1.9833333333333334,trail
2025_04_07,1744023421,17142.25,1744023438,17127.25,1,-15.0,-32.0,5.5,16.5,0.0,0.2833333333333333,sl
2025_04_07,1744023481,17085.0,1744023519,17100.0,-1,-15.0,-32.0,7.25,15.0,0.0,0.6333333333333333,sl
2025_04_07,1744023601,17111.25,1744023606,17096.25,1,-15.0,-32.0,0.0,17.5,0.0,0.08333333333333333,sl
2025_04_07,1744023661,17090.25,1744023697,17105.25,-1,-15.0,-32.0,7.0,21.0,0.0,0.6,sl
2025_04_07,1744023721,17144.5,1744023782,17129.5,1,-15.0,-32.0,9.25,15.5,0.0,1.0166666666666666,sl
2025_04_07,1744024502,17170.25,1744024681,17133.5,-1,36.75,71.5,51.5,8.0,42.25,2.9833333333333334,trail
2025_04_07,1744024802,17163.75,1744024980,17163.5,1,-0.25,-2.5,32.0,9.0,20.25,2.966666666666667,trail
2025_04_07,1744025041,17131.25,1744025053,17146.25,-1,-15.0,-32.0,0.25,15.25,0.0,0.2,sl
2025_04_07,1744025281,17149.0,1744025400,17160.25,1,11.25,20.5,44.0,-0.0,34.5,1.9833333333333334,trail
2025_04_07,1744025401,17165.0,1744026000,17061.75,-1,103.25,204.5,152.25,-0.0,139.75,9.983333333333333,trail
2025_04_07,1744026001,17055.0,1744026180,17046.5,1,-8.5,-19.0,32.75,10.5,12.5,2.9833333333333334,trail
2025_04_07,1744026361,17025.0,1744026379,17040.0,-1,-15.0,-32.0,0.0,20.0,0.0,0.3,sl
2025_04_07,1744026421,17066.5,1744026465,17051.5,1,-15.0,-32.0,8.0,16.0,0.0,0.7333333333333333,sl
2025_04_07,1744026541,17033.25,1744026677,17048.25,-1,-15.0,-32.0,21.0,15.75,5.25,2.2666666666666666,sl
2025_04_07,1744026961,17062.0,1744027140,17063.25,1,1.25,0.5,29.75,1.0,21.0,2.9833333333333334,trail
2025_04_07,1744027381,17077.0,1744027860,16997.75,-1,79.25,156.5,89.5,11.0,79.25,7.983333333333333,trail
2025_04_07,1744028101,17012.25,1744028228,16997.25,1,-15.0,-32.0,12.25,16.0,0.0,2.1166666666666667,sl
2025_04_07,1744028281,16985.0,1744028460,16987.75,-1,-2.75,-7.5,23.25,8.0,17.5,2.9833333333333334,trail
2025_04_07,1744028701,17031.25,1744028707,17016.25,1,-15.0,-32.0,1.0,15.5,0.0,0.1,sl
2025_04_07,1744029121,17146.25,1744029124,17161.25,-1,-15.0,-32.0,0.0,17.25,0.0,0.05,sl
2025_04_07,1744029241,17185.0,1744029253,17170.0,1,-15.0,-32.0,8.75,16.0,0.0,0.2,sl
2025_04_07,1744029301,17151.0,1744029313,17166.0,-1,-15.0,-32.0,12.75,18.5,0.0,0.2,sl
2025_04_07,1744030141,17079.25,1744030620,17168.0,1,88.75,175.5,137.25,7.5,113.5,7.983333333333333,trail
2025_04_07,1744030861,17105.0,1744030866,17120.0,-1,-15.0,-32.0,4.0,30.25,0.0,0.08333333333333333,sl
2025_04_07,1744031521,17093.75,1744031532,17078.75,1,-15.0,-32.0,15.75,15.25,0.0,0.18333333333333332,sl
2025_04_07,1744031641,17057.0,1744031670,17072.0,-1,-15.0,-32.0,1.0,16.0,0.0,0.48333333333333334,sl
2025_04_07,1744032721,16970.0,1744032725,16955.0,1,-15.0,-32.0,5.75,19.5,0.0,0.06666666666666667,sl
2025_04_07,1744032781,16874.0,1744032785,16889.0,-1,-15.0,-32.0,8.25,21.75,0.0,0.06666666666666667,sl
2025_04_07,1744032841,16914.5,1744032856,16899.5,1,-15.0,-32.0,14.25,17.5,0.0,0.25,sl
2025_04_07,1744032961,16855.75,1744033080,16828.0,-1,27.75,53.5,52.25,13.25,39.5,1.9833333333333334,trail
2025_04_07,1744033201,16854.5,1744033209,16839.5,1,-15.0,-32.0,3.75,16.0,0.0,0.13333333333333333,sl
2025_04_07,1744033261,16775.25,1744033262,16790.25,-1,-15.0,-32.0,0.0,16.5,0.0,0.016666666666666666,sl
2025_04_07,1744033501,16764.0,1744033504,16749.0,1,-15.0,-32.0,0.0,19.5,0.0,0.05,sl
2025_04_07,1744034521,17241.75,1744034660,17256.75,-1,-15.0,-32.0,74.0,20.0,45.75,2.316666666666667,sl
2025_04_07,1744034701,17227.75,1744034820,17290.25,1,62.5,123.0,101.75,8.25,68.75,1.9833333333333334,trail
2025_04_07,1744034881,17225.0,1744034888,17240.0,-1,-15.0,-32.0,2.0,16.5,0.0,0.11666666666666667,sl
2025_04_07,1744034941,17286.75,1744034944,17271.75,1,-15.0,-32.0,1.25,16.75,0.0,0.05,sl
2025_04_07,1744035301,17972.5,1744035302,17987.5,-1,-15.0,-32.0,0.0,18.5,0.0,0.016666666666666666,sl
2025_04_07,1744035361,18065.0,1744035361,18050.0,1,-15.0,-32.0,0.0,26.0,0.0,0.0,sl
2025_04_07,1744035541,17995.0,1744035574,18010.0,-1,-15.0,-32.0,77.0,27.5,0.0,0.55,sl
2025_04_07,1744035721,17807.5,1744035722,17792.5,1,-15.0,-32.0,7.5,32.75,0.0,0.016666666666666666,sl
2025_04_07,1744035781,17701.75,1744035794,17716.75,-1,-15.0,-32.0,51.75,20.5,0.0,0.21666666666666667,sl
2025_04_07,1744035961,17553.0,1744035975,17538.0,1,-15.0,-32.0,30.25,22.5,0.0,0.23333333333333334,sl
2025_04_07,1744036081,17529.25,1744036083,17544.25,-1,-15.0,-32.0,0.0,19.75,0.0,0.03333333333333333,sl
2025_04_07,1744036321,17526.25,1744036322,17511.25,1,-15.0,-32.0,0.0,17.75,0.0,0.016666666666666666,sl
2025_04_07,1744036501,17391.25,1744036503,17406.25,-1,-15.0,-32.0,6.25,23.75,0.0,0.03333333333333333,sl
2025_04_07,1744036861,17246.0,1744036869,17231.0,1,-15.0,-32.0,15.25,18.25,0.0,0.13333333333333333,sl
2025_04_07,1744037221,17399.25,1744037298,17414.25,-1,-15.0,-32.0,97.0,15.0,37.75,1.2833333333333334,sl
2025_04_07,1744037341,17421.75,1744037580,17546.75,1,125.0,248.0,185.0,8.25,180.5,3.9833333333333334,trail
2025_04_07,1744037581,17542.5,1744037583,17557.5,-1,-15.0,-32.0,0.0,16.75,0.0,0.03333333333333333,sl
2025_04_07,1744037641,17644.5,1744037644,17629.5,1,-15.0,-32.0,0.0,20.25,0.0,0.05,sl
2025_04_07,1744037821,17627.25,1744037821,17642.25,-1,-15.0,-32.0,0.0,23.25,0.0,0.0,sl
2025_04_07,1744038001,17648.5,1744038001,17633.5,1,-15.0,-32.0,0.0,25.0,0.0,0.0,sl
2025_04_07,1744038301,17717.75,1744038660,17549.75,-1,168.0,334.0,251.75,8.75,224.5,5.983333333333333,trail
2025_04_07,1744038661,17549.25,1744038678,17534.25,1,-15.0,-32.0,19.0,20.75,0.0,0.2833333333333333,sl
2025_04_07,1744038901,17279.0,1744038902,17294.0,-1,-15.0,-32.0,0.0,19.5,0.0,0.016666666666666666,sl
2025_04_07,1744039021,17320.5,1744039021,17305.5,1,-15.0,-32.0,0.0,17.5,0.0,0.0,sl
2025_04_07,1744039321,17293.0,1744039323,17308.0,-1,-15.0,-32.0,0.0,19.25,0.0,0.03333333333333333,sl
2025_04_07,1744039561,17236.75,1744039573,17221.75,1,-15.0,-32.0,24.5,17.75,0.0,0.2,sl
2025_04_07,1744039621,17182.0,1744039626,17197.0,-1,-15.0,-32.0,0.0,16.5,0.0,0.08333333333333333,sl
2025_04_07,1744039681,17231.0,1744039681,17216.0,1,-15.0,-32.0,0.0,16.25,0.0,0.0,sl
2025_04_07,1744040401,17364.5,1744040402,17379.5,-1,-15.0,-32.0,0.0,15.75,0.0,0.016666666666666666,sl
2025_04_07,1744040461,17469.25,1744040580,17468.75,1,-0.5,-3.0,72.5,10.75,46.0,1.9833333333333334,trail
2025_04_07,1744040581,17474.0,1744040590,17489.0,-1,-15.0,-32.0,7.0,20.25,0.0,0.15,sl
2025_04_07,1744040641,17511.0,1744040648,17496.0,1,-15.0,-32.0,1.75,21.0,0.0,0.11666666666666667,sl
2025_04_07,1744040761,17459.75,1744040762,17474.75,-1,-15.0,-32.0,0.0,15.5,0.0,0.016666666666666666,sl
2025_04_07,1744040881,17475.0,1744040894,17460.0,1,-15.0,-32.0,23.0,15.0,0.0,0.21666666666666667,sl
2025_04_07,1744041121,17437.5,1744041123,17452.5,-1,-15.0,-32.0,0.0,19.25,0.0,0.03333333333333333,sl
2025_04_07,1744041421,17469.25,1744041431,17454.25,1,-15.0,-32.0,0.0,15.25,0.0,0.16666666666666666,sl
2025_04_07,1744041541,17427.75,1744041660,17383.25,-1,44.5,87.0,99.5,0.25,42.75,1.9833333333333334,trail
2025_04_07,1744042321,17309.0,1744042323,17294.0,1,-15.0,-32.0,0.0,15.25,0.0,0.03333333333333333,sl
2025_04_07,1744042621,17293.0,1744042639,17308.0,-1,-15.0,-32.0,18.75,31.75,0.0,0.3,sl
2025_04_07,1744042801,17301.25,1744042827,17286.25,1,-15.0,-32.0,16.75,15.0,0.0,0.43333333333333335,sl
2025_04_07,1744042921,17256.0,1744042952,17271.0,-1,-15.0,-32.0,22.5,16.25,0.0,0.5166666666666667,sl
2025_04_07,1744043041,17309.75,1744043048,17294.75,1,-15.0,-32.0,2.5,15.0,0.0,0.11666666666666667,sl
2025_04_07,1744043281,17362.5,1744043298,17377.5,-1,-15.0,-32.0,9.25,17.5,0.0,0.2833333333333333,sl
2025_04_07,1744043401,17385.75,1744043640,17448.0,1,62.25,122.5,111.75,4.25,78.5,3.9833333333333334,trail
2025_04_07,1744043821,17418.0,1744043858,17433.0,-1,-15.0,-32.0,10.75,20.25,0.0,0.6166666666666667,sl
2025_04_07,1744044781,17317.25,1744044786,17302.25,1,-15.0,-32.0,0.0,16.25,0.0,0.08333333333333333,sl
2025_04_07,1744044961,17294.25,1744045204,17309.25,-1,-15.0,-32.0,77.25,29.25,39.0,4.05,sl
2025_04_07,1744045261,17459.0,1744045261,17444.0,1,-15.0,-32.0,0.0,42.0,0.0,0.0,sl
2025_04_07,1744045381,17348.75,1744045383,17363.75,-1,-15.0,-32.0,0.0,15.25,0.0,0.03333333333333333,sl
2025_04_07,1744045561,17354.0,1744045565,17339.0,1,-15.0,-32.0,0.0,18.75,0.0,0.06666666666666667,sl
2025_04_07,1744045621,17297.75,1744045728,17312.75,-1,-15.0,-32.0,44.0,23.25,0.0,1.7833333333333334,sl
2025_04_07,1744045801,17331.5,1744045820,17316.5,1,-15.0,-32.0,10.5,15.25,0.0,0.31666666666666665,sl
2025_04_07,1744047061,17596.25,1744047180,17565.25,-1,31.0,60.0,83.5,8.75,66.0,1.9833333333333334,trail
2025_04_07,1744047181,17561.75,1744047185,17546.75,1,-15.0,-32.0,4.5,22.5,0.0,0.06666666666666667,sl
2025_04_07,1744047481,17605.5,1744047491,17620.5,-1,-15.0,-32.0,7.25,25.25,0.0,0.16666666666666666,sl
2025_04_07,1744047541,17643.0,1744047543,17628.0,1,-15.0,-32.0,0.0,19.0,0.0,0.03333333333333333,sl
2025_04_07,1744047661,17612.25,1744047685,17627.25,-1,-15.0,-32.0,12.75,20.0,0.0,0.4,sl
2025_04_07,1744047721,17657.25,1744047725,17642.25,1,-15.0,-32.0,0.0,15.0,0.0,0.06666666666666667,sl
2025_04_07,1744048081,17733.5,1744048227,17748.5,-1,-15.0,-32.0,59.5,16.0,24.75,2.433333333333333,sl
2025_04_07,1744048261,17743.75,1744048267,17728.75,1,-15.0,-32.0,8.25,15.25,0.0,0.1,sl
2025_04_07,1744048321,17722.75,1744048426,17737.75,-1,-15.0,-32.0,56.25,16.0,43.75,1.75,sl
2025_04_07,1744048441,17741.75,1744048455,17726.75,1,-15.0,-32.0,12.5,20.0,0.0,0.23333333333333334,sl
2025_04_07,1744048561,17701.25,1744048568,17716.25,-1,-15.0,-32.0,8.5,15.75,0.0,0.11666666666666667,sl
2025_04_07,1744048682,17742.5,1744048860,17778.0,1,35.5,69.0,67.0,3.25,46.0,2.966666666666667,trail
2025_04_07,1744048921,17712.25,1744048924,17727.25,-1,-15.0,-32.0,0.0,15.25,0.0,0.05,sl
2025_04_07,1744049041,17766.0,1744049044,17751.0,1,-15.0,-32.0,0.0,17.5,0.0,0.05,sl
2025_04_07,1744049161,17695.0,1744049262,17710.0,-1,-15.0,-32.0,54.75,22.25,21.25,1.6833333333333333,sl
2025_04_07,1744049281,17719.5,1744049303,17704.5,1,-15.0,-32.0,12.5,23.75,0.0,0.36666666666666664,sl
2025_04_07,1744049521,17680.5,1744049640,17681.0,-1,-0.5,-3.0,63.5,14.75,30.0,1.9833333333333334,trail
2025_04_07,1744049641,17679.0,1744049643,17664.0,1,-15.0,-32.0,0.0,20.0,0.0,0.03333333333333333,sl
2025_04_07,1744050061,17761.5,1744050074,17776.5,-1,-15.0,-32.0,4.5,29.75,0.0,0.21666666666666667,sl
2025_04_07,1744050181,17785.5,1744050186,17770.5,1,-15.0,-32.0,5.0,16.5,0.0,0.08333333333333333,sl
2025_04_07,1744050241,17757.5,1744050292,17772.5,-1,-15.0,-32.0,32.75,42.25,0.0,0.85,sl
2025_04_07,1744050721,17656.0,1744050727,17641.0,1,-15.0,-32.0,3.75,23.0,0.0,0.1,sl
2025_04_07,1744050781,17609.25,1744050800,17624.25,-1,-15.0,-32.0,7.5,26.75,0.0,0.31666666666666665,sl
2025_04_07,1744050901,17651.75,1744050901,17636.75,1,-15.0,-32.0,0.0,16.75,0.0,0.0,sl
2025_04_07,1744051381,17682.25,1744051395,17697.25,-1,-15.0,-32.0,10.5,15.0,0.0,0.23333333333333334,sl
2025_04_07,1744051621,17698.5,1744051669,17683.5,1,-15.0,-32.0,25.5,17.5,0.0,0.8,sl
2025_04_07,1744051741,17657.75,1744051749,17672.75,-1,-15.0,-32.0,0.0,15.0,0.0,0.13333333333333333,sl
2025_04_07,1744052281,17554.0,1744052283,17539.0,1,-15.0,-32.0,0.0,15.5,0.0,0.03333333333333333,sl
2025_04_07,1744052341,17520.25,1744052345,17535.25,-1,-15.0,-32.0,0.0,16.25,0.0,0.06666666666666667,sl
2025_04_07,1744052461,17601.5,1744052472,17586.5,1,-15.0,-32.0,20.5,17.25,0.0,0.18333333333333332,sl
2025_04_07,1744052581,17540.25,1744052603,17555.25,-1,-15.0,-32.0,4.5,21.5,0.0,0.36666666666666664,sl
2025_04_07,1744053181,17475.25,1744053245,17460.25,1,-15.0,-32.0,18.25,15.0,3.25,1.0666666666666667,sl
2025_04_07,1744053361,17436.75,1744053406,17451.75,-1,-15.0,-32.0,30.25,16.25,0.0,0.75,sl
2025_04_07,1744053481,17507.25,1744053485,17492.25,1,-15.0,-32.0,0.0,16.0,0.0,0.06666666666666667,sl
2025_04_07,1744053661,17507.5,1744053687,17522.5,-1,-15.0,-32.0,21.75,16.25,0.0,0.43333333333333335,sl
2025_04_07,1744054261,17499.25,1744054800,17579.5,1,80.25,158.5,159.5,8.5,135.0,8.983333333333333,trail
2025_04_07,1744054801,17582.75,1744055220,17484.5,-1,98.25,194.5,130.75,13.25,112.25,6.983333333333333,trail
2025_04_07,1744055341,17494.25,1744055395,17479.25,1,-15.0,-32.0,24.5,16.25,0.0,0.9,sl
2025_04_07,1744055461,17432.5,1744055482,17447.5,-1,-15.0,-32.0,2.5,16.75,0.0,0.35,sl
2025_04_07,1744055521,17475.25,1744055628,17460.25,1,-15.0,-32.0,27.25,17.75,2.25,1.7833333333333334,sl
2025_04_07,1744055641,17443.0,1744055654,17458.0,-1,-15.0,-32.0,5.0,16.75,0.0,0.21666666666666667,sl
2025_04_07,1744055701,17547.25,1744055780,17532.25,1,-15.0,-32.0,39.0,18.0,9.5,1.3166666666666667,sl
2025_04_07,1744056901,17687.0,1744056905,17702.0,-1,-15.0,-32.0,0.0,18.5,0.0,0.06666666666666667,sl
2025_04_07,1744056961,17716.25,1744057140,17730.25,1,14.0,26.0,41.25,1.0,24.5,2.9833333333333334,trail
2025_04_07,1744057321,17705.0,1744057382,17720.0,-1,-15.0,-32.0,16.5,28.25,1.5,1.0166666666666666,sl
2025_04_08,1744071001,17771.25,1744071420,17821.25,1,50.0,98.0,84.25,0.25,72.25,6.983333333333333,trail
2025_04_08,1744072084,17813.5,1744072320,17811.5,-1,2.0,2.0,23.5,14.0,13.0,3.933333333333333,trail
2025_04_08,1744072921,17831.5,1744073016,17816.5,1,-15.0,-32.0,6.75,15.5,0.0,1.5833333333333333,sl
2025_04_08,1744073162,17793.75,1744073269,17808.75,-1,-15.0,-32.0,8.5,16.0,0.0,1.7833333333333334,sl
2025_04_08,1744074542,17707.25,1744074575,17692.25,1,-15.0,-32.0,0.5,15.25,0.0,0.55,sl
2025_04_08,1744075021,17693.75,1744075076,17708.75,-1,-15.0,-32.0,0.0,15.25,0.0,0.9166666666666666,sl
2025_04_08,1744075501,17737.25,1744075800,17734.0,1,-3.25,-8.5,19.5,10.75,14.75,4.983333333333333,trail
2025_04_08,1744077841,17842.75,1744078201,17835.5,-1,7.25,12.5,22.5,8.5,15.25,6.0,trail
