**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

close_time_utc,day,entry_time_utc,exit_time_utc,direction,entry_price,exit_price,qty,pnl_points,pnl_usd,held_minutes,entry_reason,exit_reason
2026-04-25T20:19:06.3662258Z,2026-02-24,2026-02-24 20:56:00,2026-02-25 00:10:00,long,25266.2500,25256.7500,0,-9.5000,0.00,194.00,EodExitShort,ShortAtHighPivot
2026-04-25T20:19:06.3662258Z,2026-02-25,2026-02-25 00:10:00,2026-02-25 00:46:00,short,25256.7500,25275.0000,1,-18.2500,-36.50,36.00,ShortAtHighPivot,FlipExitShort
2026-04-25T20:19:06.3672867Z,2026-02-25,2026-02-25 00:46:00,2026-02-25 03:12:00,long,25275.0000,25299.2500,0,24.2500,0.00,146.00,FlipExitShort,FlipExitLong
2026-04-25T20:19:06.3672867Z,2026-02-25,2026-02-25 03:12:00,2026-02-25 03:46:00,short,25299.2500,25275.2500,0,24.0000,0.00,34.00,FlipExitLong,FlipExitShort
2026-04-25T20:19:06.3683195Z,2026-02-25,2026-02-25 03:46:00,2026-02-25 04:13:00,long,25275.2500,25258.0000,0,-17.2500,0.00,27.00,FlipExitShort,FlipExitLong
2026-04-25T20:19:06.3683195Z,2026-02-25,2026-02-25 04:13:00,2026-02-25 08:06:00,short,25258.0000,25294.5000,0,-36.5000,0.00,233.00,FlipExitLong,FlipExitShort
2026-04-25T20:19:06.3683195Z,2026-02-25,2026-02-25 08:06:00,2026-02-25 14:19:00,long,25294.5000,25362.2500,0,67.7500,0.00,373.00,FlipExitShort,FlipExitLong
2026-04-25T20:19:06.3693303Z,2026-02-25,2026-02-25 14:19:00,2026-02-25 14:32:00,short,25362.2500,25434.0000,0,-71.7500,0.00,13.00,FlipExitLong,FlipExitShort
2026-04-25T20:19:06.3693303Z,2026-02-25,2026-02-25 14:32:00,2026-02-25 15:09:00,long,25434.0000,25537.2500,0,103.2500,0.00,37.00,FlipExitShort,FlipExitLong
2026-04-25T20:19:06.3703550Z,2026-02-25,2026-02-25 15:09:00,2026-02-25 15:30:00,short,25537.2500,25559.7500,0,-22.5000,0.00,21.00,FlipExitLong,FlipExitShort
2026-04-25T20:19:06.3703550Z,2026-02-25,2026-02-25 15:30:00,2026-02-25 15:36:00,long,25559.7500,25518.2500,0,-41.5000,0.00,6.00,FlipExitShort,FlipExitLong
2026-04-25T20:19:06.3703550Z,2026-02-25,2026-02-25 15:36:00,2026-02-25 16:02:00,short,25518.2500,25523.0000,0,-4.7500,0.00,26.00,FlipExitLong,FlipExitShort
2026-04-25T20:19:06.3714410Z,2026-02-25,2026-02-25 16:02:00,2026-02-25 20:56:00,long,25523.0000,25601.0000,0,78.0000,0.00,294.00,FlipExitShort,EodExitLong
2026-04-25T20:19:06.3714410Z,2026-02-25,2026-02-25 20:56:00,2026-02-26 01:43:00,short,25601.0000,25533.5000,0,67.5000,0.00,287.00,EodExitLong,FlipExitShort
2026-04-25T20:19:06.3714410Z,2026-02-26,2026-02-26 01:43:00,2026-02-26 05:07:00,long,25533.5000,25512.5000,0,-21.0000,0.00,204.00,FlipExitShort,FlipExitLong
2026-04-25T20:19:06.3724535Z,2026-02-26,2026-02-26 05:07:00,2026-02-26 06:04:00,short,25512.5000,25537.0000,0,-24.5000,0.00,57.00,FlipExitLong,FlipExitShort
2026-04-25T20:19:06.3724535Z,2026-02-26,2026-02-26 06:04:00,2026-02-26 08:43:00,long,25537.0000,25577.2500,0,40.2500,0.00,159.00,FlipExitShort,FlipExitLong
2026-04-25T20:19:06.3724535Z,2026-02-26,2026-02-26 08:43:00,2026-02-26 09:32:00,short,25577.2500,25604.0000,0,-26.7500,0.00,49.00,FlipExitLong,FlipExitShort
2026-04-25T20:19:06.3734758Z,2026-02-26,2026-02-26 09:32:00,2026-02-26 10:25:00,long,25604.0000,25589.2500,0,-14.7500,0.00,53.00,FlipExitShort,FlipExitLong
