close_time_utc,day,entry_time_utc,exit_time_utc,direction,entry_price,exit_price,qty,pnl_points,pnl_usd,held_minutes,entry_reason,exit_reason
2026-04-25T20:32:15.5131419Z,2026-02-24,2026-02-24 18:04:00,2026-02-24 18:15:00,long,25295.0000,25262.5000,1,-32.5000,-65.00,11.00,LongAtLowPivot,FlipExitLong
2026-04-25T20:32:15.5141599Z,2026-02-24,2026-02-24 18:15:00,2026-02-24 18:23:00,short,25262.5000,25257.5000,1,5.0000,10.00,8.00,ShortAtHighPivot,TrailStopShort
2026-04-25T20:32:15.5141599Z,2026-02-24,2026-02-24 18:23:00,2026-02-24 19:12:00,long,25257.5000,25230.0000,1,-27.5000,-55.00,49.00,LongAtLowPivot,FlipExitLong
2026-04-25T20:32:15.5141599Z,2026-02-24,2026-02-24 19:12:00,2026-02-24 19:20:00,short,25230.0000,25225.2500,1,4.7500,9.50,8.00,ShortAtHighPivot,TrailStopShort
2026-04-25T20:32:15.5141599Z,2026-02-24,2026-02-24 19:20:00,2026-02-24 19:45:00,long,25225.2500,25239.0000,1,13.7500,27.50,25.00,LongAtLowPivot,TrailStopLong
2026-04-25T20:32:15.5154862Z,2026-02-24,2026-02-24 19:45:00,2026-02-24 20:20:00,short,25239.0000,25228.5000,1,10.5000,21.00,35.00,ShortAtHighPivot,TrailStopShort
2026-04-25T20:32:15.5154862Z,2026-02-24,2026-02-24 20:20:00,2026-02-25 00:10:00,long,25228.5000,25256.7500,1,28.2500,56.50,230.00,LongAtLowPivot,ShortAtHighPivot
2026-04-25T20:32:15.5166243Z,2026-02-25,2026-02-25 00:10:00,2026-02-25 00:20:00,short,25256.7500,25255.5000,1,1.2500,2.50,10.00,ShortAtHighPivot,TrailStopShort
2026-04-25T20:32:15.5166243Z,2026-02-25,2026-02-25 00:20:00,2026-02-25 00:48:00,long,25255.5000,25279.0000,1,23.5000,47.00,28.00,LongAtLowPivot,TrailStopLong
2026-04-25T20:32:15.5176464Z,2026-02-25,2026-02-25 00:48:00,2026-02-25 03:36:00,short,25279.0000,25253.5000,1,25.5000,51.00,168.00,ShortAtHighPivot,TrailStopShort
2026-04-25T20:32:15.5176464Z,2026-02-25,2026-02-25 03:36:00,2026-02-25 04:01:00,long,25253.5000,25287.5000,1,34.0000,68.00,25.00,LongAtLowPivot,TrailStopLong
2026-04-25T20:32:15.5176464Z,2026-02-25,2026-02-25 04:01:00,2026-02-25 08:06:00,short,25287.5000,25294.2500,1,-6.7500,-13.50,245.00,ShortAtHighPivot,FlipExitShort
2026-04-25T20:32:15.5186471Z,2026-02-25,2026-02-25 08:06:00,2026-02-25 08:32:00,long,25294.2500,25290.0000,1,-4.2500,-8.50,26.00,LongAtLowPivot,TrailStopLong
2026-04-25T20:32:15.5239499Z,2026-02-25,2026-02-25 08:32:00,2026-02-25 14:32:00,short,25290.0000,25433.7500,1,-143.7500,-287.50,360.00,ShortAtHighPivot,FlipExitShort
2026-04-25T20:32:15.5249570Z,2026-02-25,2026-02-25 14:32:00,2026-02-25 14:36:00,long,25433.7500,25445.5000,1,11.7500,23.50,4.00,LongAtLowPivot,TrailStopLong
2026-04-25T20:32:15.5249570Z,2026-02-25,2026-02-25 14:36:00,2026-02-25 15:30:00,short,25445.5000,25559.7500,1,-114.2500,-228.50,54.00,ShortAtHighPivot,FlipExitShort
2026-04-25T20:32:15.5259594Z,2026-02-25,2026-02-25 15:30:00,2026-02-25 15:36:00,long,25559.7500,25518.5000,1,-41.2500,-82.50,6.00,LongAtLowPivot,FlipExitLong
2026-04-25T20:32:15.5259594Z,2026-02-25,2026-02-25 15:36:00,2026-02-25 15:56:00,short,25518.5000,25501.2500,1,17.2500,34.50,20.00,ShortAtHighPivot,TrailStopShort
2026-04-25T20:32:15.5269817Z,2026-02-25,2026-02-25 15:56:00,2026-02-25 16:05:00,long,25501.2500,25511.2500,1,10.0000,20.00,9.00,LongAtLowPivot,TrailStopLong
2026-04-25T20:32:15.5269817Z,2026-02-25,2026-02-25 16:05:00,2026-02-26 01:35:00,short,25511.2500,25504.7500,1,6.5000,13.00,570.00,ShortAtHighPivot,TrailStopShort
2026-04-25T20:32:15.5269817Z,2026-02-26,2026-02-26 01:35:00,2026-02-26 02:04:00,long,25504.7500,25528.0000,1,23.2500,46.50,29.00,LongAtLowPivot,TrailStopLong
2026-04-25T20:32:15.5279827Z,2026-02-26,2026-02-26 02:04:00,2026-02-26 06:04:00,short,25528.0000,25537.0000,1,-9.0000,-18.00,240.00,ShortAtHighPivot,FlipExitShort
2026-04-25T20:32:15.5279827Z,2026-02-26,2026-02-26 06:04:00,2026-02-26 06:26:00,long,25537.0000,25548.0000,1,11.0000,22.00,22.00,LongAtLowPivot,TrailStopLong
2026-04-25T20:32:15.5289836Z,2026-02-26,2026-02-26 06:26:00,2026-02-26 09:32:00,short,25548.0000,25603.7500,1,-55.7500,-111.50,186.00,ShortAtHighPivot,FlipExitShort
2026-04-25T20:32:15.5289836Z,2026-02-26,2026-02-26 09:32:00,2026-02-26 09:56:00,long,25603.7500,25601.2500,1,-2.5000,-5.00,24.00,LongAtLowPivot,TrailStopLong
2026-04-25T20:32:15.5299843Z,2026-02-26,2026-02-26 09:56:00,2026-02-26 10:34:00,short,25601.2500,25589.0000,1,12.2500,24.50,38.00,ShortAtHighPivot,TrailStopShort
2026-04-25T20:32:15.5299843Z,2026-02-26,2026-02-26 10:34:00,2026-02-26 12:14:00,long,25589.0000,25590.0000,1,1.0000,2.00,100.00,LongAtLowPivot,TrailStopLong
2026-04-25T20:32:15.5309854Z,2026-02-26,2026-02-26 12:14:00,2026-02-26 14:33:00,short,25590.0000,25543.2500,1,46.7500,93.50,139.00,ShortAtHighPivot,TrailStopShort
2026-04-25T20:32:15.5309854Z,2026-02-26,2026-02-26 14:33:00,2026-02-26 14:42:00,long,25543.2500,25472.0000,1,-71.2500,-142.50,9.00,LongAtLowPivot,FlipExitLong
2026-04-25T20:32:15.5319862Z,2026-02-26,2026-02-26 14:42:00,2026-02-26 14:48:00,short,25472.0000,25467.0000,1,5.0000,10.00,6.00,ShortAtHighPivot,TrailStopShort
2026-04-25T20:32:15.5319862Z,2026-02-26,2026-02-26 14:48:00,2026-02-26 15:00:00,long,25467.0000,25418.7500,1,-48.2500,-96.50,12.00,LongAtLowPivot,FlipExitLong
2026-04-25T20:32:15.5319862Z,2026-02-26,2026-02-26 15:00:00,2026-02-26 15:04:00,short,25418.7500,25381.2500,1,37.5000,75.00,4.00,ShortAtHighPivot,TrailStopShort
2026-04-25T20:32:15.5329871Z,2026-02-26,2026-02-26 15:04:00,2026-02-26 15:07:00,long,25381.2500,25375.0000,1,-6.2500,-12.50,3.00,LongAtLowPivot,TrailStopLong
2026-04-25T20:32:15.5329871Z,2026-02-26,2026-02-26 15:07:00,2026-02-26 15:27:00,short,25375.0000,25165.0000,1,210.0000,420.00,20.00,ShortAtHighPivot,TrailStopShort
2026-04-25T20:32:15.5339879Z,2026-02-26,2026-02-26 15:27:00,2026-02-26 15:29:00,long,25165.0000,25129.0000,1,-36.0000,-72.00,2.00,LongAtLowPivot,TrailStopLong
2026-04-25T20:32:15.5339879Z,2026-02-26,2026-02-26 15:29:00,2026-02-26 15:31:00,short,25129.0000,25156.2500,1,-27.2500,-54.50,2.00,ShortAtHighPivot,FlipExitShort
2026-04-25T20:32:15.5339879Z,2026-02-26,2026-02-26 15:31:00,2026-02-26 15:32:00,long,25156.2500,25136.0000,1,-20.2500,-40.50,1.00,LongAtLowPivot,FlipExitLong
2026-04-25T20:32:15.5350033Z,2026-02-26,2026-02-26 15:32:00,2026-02-26 15:35:00,short,25136.0000,25115.7500,1,20.2500,40.50,3.00,ShortAtHighPivot,TrailStopShort
2026-04-25T20:32:15.5350033Z,2026-02-26,2026-02-26 15:35:00,2026-02-26 15:44:00,long,25115.7500,25209.7500,1,94.0000,188.00,9.00,LongAtLowPivot,TrailStopLong
2026-04-25T20:32:15.5360220Z,2026-02-26,2026-02-26 15:44:00,2026-02-26 16:02:00,short,25209.7500,25240.0000,1,-30.2500,-60.50,18.00,ShortAtHighPivot,FlipExitShort
2026-04-25T20:32:15.5360220Z,2026-02-26,2026-02-26 16:02:00,2026-02-26 16:12:00,long,25240.0000,25242.5000,1,2.5000,5.00,10.00,LongAtLowPivot,TrailStopLong
2026-04-25T20:32:15.5370377Z,2026-02-26,2026-02-26 16:12:00,2026-02-26 16:27:00,short,25242.5000,25297.7500,1,-55.2500,-110.50,15.00,ShortAtHighPivot,FlipExitShort
2026-04-25T20:32:15.5370377Z,2026-02-26,2026-02-26 16:27:00,2026-02-26 16:38:00,long,25297.7500,25253.0000,1,-44.7500,-89.50,11.00,LongAtLowPivot,FlipExitLong
2026-04-25T20:32:15.5370377Z,2026-02-26,2026-02-26 16:38:00,2026-02-26 16:43:00,short,25253.0000,25245.5000,1,7.5000,15.00,5.00,ShortAtHighPivot,TrailStopShort
2026-04-25T20:32:15.5382544Z,2026-02-26,2026-02-26 16:43:00,2026-02-26 16:56:00,long,25245.5000,25199.0000,1,-46.5000,-93.00,13.00,LongAtLowPivot,FlipExitLong
2026-04-25T20:32:15.5382544Z,2026-02-26,2026-02-26 16:56:00,2026-02-26 17:02:00,short,25199.0000,25207.0000,1,-8.0000,-16.00,6.00,ShortAtHighPivot,TrailStopShort
2026-04-25T20:32:15.5392737Z,2026-02-26,2026-02-26 17:02:00,2026-02-26 17:09:00,long,25207.0000,25219.5000,1,12.5000,25.00,7.00,LongAtLowPivot,TrailStopLong
2026-04-25T20:32:15.5392737Z,2026-02-26,2026-02-26 17:09:00,2026-02-26 17:34:00,short,25219.5000,25219.0000,1,0.5000,1.00,25.00,ShortAtHighPivot,FlipExitShort
2026-04-25T20:32:15.5392737Z,2026-02-26,2026-02-26 17:34:00,2026-02-26 17:38:00,long,25219.0000,25175.5000,1,-43.5000,-87.00,4.00,LongAtLowPivot,FlipExitLong
2026-04-25T20:32:15.5406451Z,2026-02-26,2026-02-26 17:38:00,2026-02-26 17:46:00,short,25175.5000,25162.0000,1,13.5000,27.00,8.00,ShortAtHighPivot,TrailStopShort
2026-04-25T20:32:15.5406451Z,2026-02-26,2026-02-26 17:46:00,2026-02-26 18:37:00,long,25162.0000,25184.7500,1,22.7500,45.50,51.00,LongAtLowPivot,TrailStopLong
2026-04-25T20:32:15.5418784Z,2026-02-26,2026-02-26 18:37:00,2026-02-26 19:05:00,short,25184.7500,25245.0000,1,-60.2500,-120.50,28.00,ShortAtHighPivot,FlipExitShort
2026-04-25T20:32:15.5418784Z,2026-02-26,2026-02-26 19:05:00,2026-02-26 19:13:00,long,25245.0000,25277.0000,1,32.0000,64.00,8.00,LongAtLowPivot,TrailStopLong
2026-04-25T20:32:15.5428811Z,2026-02-26,2026-02-26 19:13:00,2026-02-26 19:35:00,short,25277.0000,25292.5000,1,-15.5000,-31.00,22.00,ShortAtHighPivot,TrailStopShort
2026-04-25T20:32:15.5428811Z,2026-02-26,2026-02-26 19:35:00,2026-02-26 19:53:00,long,25292.5000,25306.5000,1,14.0000,28.00,18.00,LongAtLowPivot,TrailStopLong
2026-04-25T20:32:15.5443789Z,2026-02-26,2026-02-26 19:53:00,2026-02-26 20:05:00,short,25306.5000,25306.5000,1,0.0000,0.00,12.00,ShortAtHighPivot,TrailStopShort
2026-04-25T20:32:15.5443789Z,2026-02-26,2026-02-26 20:05:00,2026-02-27 00:01:00,long,25306.5000,25214.2500,1,-92.2500,-184.50,236.00,LongAtLowPivot,ShortAtHighPivot
2026-04-25T20:32:15.5455503Z,2026-02-27,2026-02-27 00:01:00,2026-02-27 00:23:00,short,25214.2500,25245.0000,1,-30.7500,-61.50,22.00,ShortAtHighPivot,FlipExitShort
2026-04-25T20:32:15.5455503Z,2026-02-27,2026-02-27 00:23:00,2026-02-27 00:38:00,long,25245.0000,25200.2500,1,-44.7500,-89.50,15.00,LongAtLowPivot,FlipExitLong
2026-04-25T20:32:15.5465511Z,2026-02-27,2026-02-27 00:38:00,2026-02-27 00:49:00,short,25200.2500,25198.7500,1,1.5000,3.00,11.00,ShortAtHighPivot,TrailStopShort
2026-04-25T20:32:15.5465511Z,2026-02-27,2026-02-27 00:49:00,2026-02-27 00:58:00,long,25198.7500,25202.5000,1,3.7500,7.50,9.00,LongAtLowPivot,TrailStopLong
2026-04-25T20:32:15.5475518Z,2026-02-27,2026-02-27 00:58:00,2026-02-27 02:07:00,short,25202.5000,25231.7500,1,-29.2500,-58.50,69.00,ShortAtHighPivot,FlipExitShort
2026-04-25T20:32:15.5475518Z,2026-02-27,2026-02-27 02:07:00,2026-02-27 03:23:00,long,25231.7500,25239.7500,1,8.0000,16.00,76.00,LongAtLowPivot,TrailStopLong
2026-04-25T20:32:15.5485527Z,2026-02-27,2026-02-27 03:23:00,2026-02-27 03:43:00,short,25239.7500,25234.7500,1,5.0000,10.00,20.00,ShortAtHighPivot,TrailStopShort
2026-04-25T20:32:15.5485527Z,2026-02-27,2026-02-27 03:43:00,2026-02-27 06:14:00,long,25234.7500,25237.0000,1,2.2500,4.50,151.00,LongAtLowPivot,FlipExitLong
2026-04-25T20:32:15.5485527Z,2026-02-27,2026-02-27 06:14:00,2026-02-27 06:22:00,short,25237.0000,25220.0000,1,17.0000,34.00,8.00,ShortAtHighPivot,TrailStopShort
2026-04-25T20:32:15.5496966Z,2026-02-27,2026-02-27 06:22:00,2026-02-27 06:42:00,long,25220.0000,25247.0000,1,27.0000,54.00,20.00,LongAtLowPivot,TrailStopLong
2026-04-25T20:32:15.5496966Z,2026-02-27,2026-02-27 06:42:00,2026-02-27 09:14:00,short,25247.0000,25301.0000,1,-54.0000,-108.00,152.00,ShortAtHighPivot,FlipExitShort
2026-04-25T20:32:15.5496966Z,2026-02-27,2026-02-27 09:14:00,2026-02-27 09:25:00,long,25301.0000,25291.7500,1,-9.2500,-18.50,11.00,LongAtLowPivot,TrailStopLong
2026-04-25T20:32:15.5509146Z,2026-02-27,2026-02-27 09:25:00,2026-02-27 09:42:00,short,25291.7500,25261.7500,1,30.0000,60.00,17.00,ShortAtHighPivot,TrailStopShort
2026-04-25T20:32:15.5509146Z,2026-02-27,2026-02-27 09:42:00,2026-02-27 10:55:00,long,25261.7500,25220.0000,1,-41.7500,-83.50,73.00,LongAtLowPivot,FlipExitLong
2026-04-25T20:32:15.5519560Z,2026-02-27,2026-02-27 10:55:00,2026-02-27 11:24:00,short,25220.0000,25216.2500,1,3.7500,7.50,29.00,ShortAtHighPivot,TrailStopShort
2026-04-25T20:32:15.5519560Z,2026-02-27,2026-02-27 11:24:00,2026-02-27 12:39:00,long,25216.2500,25173.0000,1,-43.2500,-86.50,75.00,LongAtLowPivot,FlipExitLong
2026-04-25T20:32:15.5561931Z,2026-02-27,2026-02-27 12:39:00,2026-02-27 12:53:00,short,25173.0000,25149.0000,1,24.0000,48.00,14.00,ShortAtHighPivot,TrailStopShort
2026-04-25T20:32:15.5572615Z,2026-02-27,2026-02-27 12:53:00,2026-02-27 14:06:00,long,25149.0000,25062.5000,1,-86.5000,-173.00,73.00,LongAtLowPivot,FlipExitLong
2026-04-25T20:32:15.5572615Z,2026-02-27,2026-02-27 14:06:00,2026-02-27 14:22:00,short,25062.5000,25045.0000,1,17.5000,35.00,16.00,ShortAtHighPivot,TrailStopShort
2026-04-25T20:32:15.5572615Z,2026-02-27,2026-02-27 14:22:00,2026-02-27 14:39:00,long,25045.0000,25064.0000,1,19.0000,38.00,17.00,LongAtLowPivot,FlipExitLong
2026-04-25T20:32:15.5587649Z,2026-02-27,2026-02-27 14:39:00,2026-02-27 14:40:00,short,25064.0000,25094.5000,1,-30.5000,-61.00,1.00,ShortAtHighPivot,FlipExitShort
2026-04-25T20:32:15.5587649Z,2026-02-27,2026-02-27 14:40:00,2026-02-27 14:42:00,long,25094.5000,25086.5000,1,-8.0000,-16.00,2.00,LongAtLowPivot,TrailStopLong
2026-04-25T20:32:15.5598158Z,2026-02-27,2026-02-27 14:42:00,2026-02-27 14:46:00,short,25086.5000,25063.7500,1,22.7500,45.50,4.00,ShortAtHighPivot,TrailStopShort
2026-04-25T20:32:15.5598158Z,2026-02-27,2026-02-27 14:46:00,2026-02-27 14:49:00,long,25063.7500,25100.0000,1,36.2500,72.50,3.00,LongAtLowPivot,TrailStopLong
2026-04-25T20:32:15.5608176Z,2026-02-27,2026-02-27 14:49:00,2026-02-27 14:59:00,short,25100.0000,25090.0000,1,10.0000,20.00,10.00,ShortAtHighPivot,TrailStopShort
2026-04-25T20:32:15.5608176Z,2026-02-27,2026-02-27 14:59:00,2026-02-27 15:05:00,long,25090.0000,25126.7500,1,36.7500,73.50,6.00,LongAtLowPivot,TrailStopLong
2026-04-25T20:32:15.5618181Z,2026-02-27,2026-02-27 15:05:00,2026-02-27 15:09:00,short,25126.7500,25179.5000,1,-52.7500,-105.50,4.00,ShortAtHighPivot,FlipExitShort
2026-04-25T20:32:15.5618181Z,2026-02-27,2026-02-27 15:09:00,2026-02-27 15:11:00,long,25179.5000,25181.0000,1,1.5000,3.00,2.00,LongAtLowPivot,TrailStopLong
2026-04-25T20:32:15.5631933Z,2026-02-27,2026-02-27 15:11:00,2026-02-27 15:17:00,short,25181.0000,25171.5000,1,9.5000,19.00,6.00,ShortAtHighPivot,TrailStopShort
2026-04-25T20:32:15.5631933Z,2026-02-27,2026-02-27 15:17:00,2026-02-27 15:23:00,long,25171.5000,25177.0000,1,5.5000,11.00,6.00,LongAtLowPivot,TrailStopLong
2026-04-25T20:32:15.5643757Z,2026-02-27,2026-02-27 15:23:00,2026-02-27 15:36:00,short,25177.0000,25188.7500,1,-11.7500,-23.50,13.00,ShortAtHighPivot,TrailStopShort
2026-04-25T20:32:15.5643757Z,2026-02-27,2026-02-27 15:36:00,2026-02-27 15:41:00,long,25188.7500,25188.0000,1,-0.7500,-1.50,5.00,LongAtLowPivot,TrailStopLong
2026-04-25T20:32:15.5654432Z,2026-02-27,2026-02-27 15:41:00,2026-02-27 15:57:00,short,25188.0000,25164.5000,1,23.5000,47.00,16.00,ShortAtHighPivot,TrailStopShort
2026-04-25T20:32:15.5654432Z,2026-02-27,2026-02-27 15:57:00,2026-02-27 16:02:00,long,25164.5000,25210.0000,1,45.5000,91.00,5.00,LongAtLowPivot,TrailStopLong
2026-04-25T20:32:15.5665478Z,2026-02-27,2026-02-27 16:02:00,2026-02-27 16:12:00,short,25210.0000,25188.2500,1,21.7500,43.50,10.00,ShortAtHighPivot,TrailStopShort
2026-04-25T20:32:15.5665478Z,2026-02-27,2026-02-27 16:12:00,2026-02-27 16:21:00,long,25188.2500,25203.0000,1,14.7500,29.50,9.00,LongAtLowPivot,TrailStopLong
2026-04-25T20:32:15.5676860Z,2026-02-27,2026-02-27 16:21:00,2026-02-27 16:26:00,short,25203.0000,25199.5000,1,3.5000,7.00,5.00,ShortAtHighPivot,TrailStopShort
2026-04-25T20:32:15.5676860Z,2026-02-27,2026-02-27 16:26:00,2026-02-27 16:29:00,long,25199.5000,25186.0000,1,-13.5000,-27.00,3.00,LongAtLowPivot,TrailStopLong
2026-04-25T20:32:15.5676860Z,2026-02-27,2026-02-27 16:29:00,2026-02-27 16:47:00,short,25186.0000,25171.7500,1,14.2500,28.50,18.00,ShortAtHighPivot,TrailStopShort
2026-04-25T20:32:15.5687231Z,2026-02-27,2026-02-27 16:47:00,2026-02-27 16:55:00,long,25171.7500,25198.0000,1,26.2500,52.50,8.00,LongAtLowPivot,TrailStopLong
2026-04-25T20:32:15.5687231Z,2026-02-27,2026-02-27 16:55:00,2026-02-27 17:26:00,short,25198.0000,25160.0000,1,38.0000,76.00,31.00,ShortAtHighPivot,FlipExitShort
2026-04-25T20:32:15.5697243Z,2026-02-27,2026-02-27 17:26:00,2026-02-27 17:31:00,long,25160.0000,25171.5000,1,11.5000,23.00,5.00,LongAtLowPivot,TrailStopLong
2026-04-25T20:32:15.5697243Z,2026-02-27,2026-02-27 17:31:00,2026-02-27 17:45:00,short,25171.5000,25158.0000,1,13.5000,27.00,14.00,ShortAtHighPivot,TrailStopShort
2026-04-25T20:32:15.5707253Z,2026-02-27,2026-02-27 17:45:00,2026-02-27 18:00:00,long,25158.0000,25165.5000,1,7.5000,15.00,15.00,LongAtLowPivot,TrailStopLong
2026-04-25T20:32:15.5707253Z,2026-02-27,2026-02-27 18:00:00,2026-02-27 18:31:00,short,25165.5000,25129.7500,1,35.7500,71.50,31.00,ShortAtHighPivot,FlipExitShort
2026-04-25T20:32:15.5717261Z,2026-02-27,2026-02-27 18:31:00,2026-02-27 18:45:00,long,25129.7500,25134.2500,1,4.5000,9.00,14.00,LongAtLowPivot,TrailStopLong
2026-04-25T20:32:15.5717261Z,2026-02-27,2026-02-27 18:45:00,2026-02-27 18:53:00,short,25134.2500,25114.0000,1,20.2500,40.50,8.00,ShortAtHighPivot,TrailStopShort
2026-04-25T20:32:15.5727270Z,2026-02-27,2026-02-27 18:53:00,2026-02-27 19:11:00,long,25114.0000,25131.5000,1,17.5000,35.00,18.00,LongAtLowPivot,FlipExitLong
2026-04-25T20:32:15.5727270Z,2026-02-27,2026-02-27 19:11:00,2026-02-27 19:15:00,short,25131.5000,25135.5000,1,-4.0000,-8.00,4.00,ShortAtHighPivot,TrailStopShort
2026-04-25T20:32:15.5727270Z,2026-02-27,2026-02-27 19:15:00,2026-02-27 20:22:00,long,25135.5000,25192.2500,1,56.7500,113.50,67.00,LongAtLowPivot,TrailStopLong
2026-04-25T20:32:15.5727270Z,2026-02-27,2026-02-27 20:22:00,2026-03-02 00:11:00,short,25192.2500,24985.0000,1,207.2500,414.50,3109.00,ShortAtHighPivot,FlipExitShort
2026-04-25T20:32:15.5741770Z,2026-03-02,2026-03-02 00:11:00,2026-03-02 00:17:00,long,24985.0000,24941.2500,1,-43.7500,-87.50,6.00,LongAtLowPivot,FlipExitLong
2026-04-25T20:32:15.5741770Z,2026-03-02,2026-03-02 00:17:00,2026-03-02 00:19:00,short,24941.2500,24946.7500,1,-5.5000,-11.00,2.00,ShortAtHighPivot,TrailStopShort
2026-04-25T20:32:15.5741770Z,2026-03-02,2026-03-02 00:19:00,2026-03-02 00:55:00,long,24946.7500,24990.0000,1,43.2500,86.50,36.00,LongAtLowPivot,TrailStopLong
2026-04-25T20:32:15.5751780Z,2026-03-02,2026-03-02 00:55:00,2026-03-02 01:32:00,short,24990.0000,25104.7500,1,-114.7500,-229.50,37.00,ShortAtHighPivot,FlipExitShort
