R_pts,n_days_is,n_days_oos,total_legs,legs_per_day,theo_is_per_day_usd,theo_oos_per_day_usd,theo_is_day_wr_pct,theo_oos_day_wr_pct,real_is_per_day_usd,real_oos_per_day_usd,real_is_day_wr_pct,real_oos_day_wr_pct,real_is_trade_wr_pct,real_oos_trade_wr_pct,real_median_trade_usd,confirm_tf_seconds
30.0,250,61,5060,16.270096463022508,1424.44,1737.327868852459,94.8,98.36065573770492,-140.50303499244163,-71.57840140598822,35.199999999999996,34.42622950819672,36.02275665890872,37.51119068934646,-29.893536553114245,900
