**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

day,n,n_wins,sum_profits,sum_losses_abs,p_count,total_abs,p_dollar
2025_04_03,86,41,1366.0,2668.5,0.47674418604651164,4034.5,0.33857974965918947
2025_04_04,124,58,4418.0,4908.5,0.46774193548387094,9326.5,0.4737039618291964
2025_04_07,221,97,11480.5,10388.0,0.43891402714932126,21868.5,0.5249788508585408
2025_04_08,119,57,3701.5,4065.0,0.4789915966386555,7766.5,0.4765982102620228
2025_04_09,182,102,9579.0,7456.0,0.5604395604395604,17035.0,0.5623128852362782
2025_04_10,149,68,5675.5,6563.0,0.4563758389261745,12238.5,0.4637414715855701
2025_04_11,162,67,3939.5,5503.0,0.41358024691358025,9442.5,0.4172094254699497
2025_04_14,67,39,1991.5,2187.5,0.582089552238806,4179.0,0.4765494137353434
2025_04_15,66,37,1171.0,1708.0,0.5606060606060606,2879.0,0.4067384508509899
2025_04_16,55,35,1773.5,1125.5,0.6363636363636364,2899.0,0.6117626767850983
2025_04_17,64,34,1192.5,1679.0,0.53125,2871.5,0.4152881769110221
2025_04_21,34,22,923.0,600.0,0.6470588235294118,1523.0,0.6060407091267236
2025_04_22,36,22,1092.0,912.5,0.6111111111111112,2004.5,0.5447742579196807
2025_04_23,60,37,1727.0,1426.0,0.6166666666666667,3153.0,0.5477323184268951
2025_04_24,40,28,907.0,763.5,0.7,1670.5,0.5429512122119126
2025_04_25,57,32,1077.0,1513.0,0.5614035087719298,2590.0,0.4158301158301158
2025_04_28,35,23,868.0,586.5,0.6571428571428571,1454.5,0.5967686490202819
2025_04_29,38,26,980.5,680.5,0.6842105263157895,1661.0,0.590307043949428
2025_04_30,46,26,1012.5,1267.5,0.5652173913043478,2280.0,0.4440789473684211
2025_05_01,39,21,723.5,1298.0,0.5384615384615384,2021.5,0.35790254761315854
2025_05_02,41,19,596.5,1078.5,0.4634146341463415,1675.0,0.3561194029850746
2025_05_05,21,11,234.5,354.0,0.5238095238095238,588.5,0.39847068819031434
2025_05_06,37,25,715.0,724.5,0.6756756756756757,1439.5,0.4967002431399792
2025_05_07,47,28,1629.0,1044.5,0.5957446808510638,2673.5,0.6093136338133532
2025_05_08,31,21,762.5,655.5,0.6774193548387096,1418.0,0.5377291960507757
2025_05_09,31,18,522.5,637.5,0.5806451612903226,1160.0,0.4504310344827586
2025_05_12,40,26,884.5,833.5,0.65,1718.0,0.5148428405122235
2025_05_13,21,11,253.0,508.0,0.5238095238095238,761.0,0.3324572930354796
2025_05_14,26,13,449.0,799.0,0.5,1248.0,0.359775641025641
2025_05_15,28,19,343.0,402.0,0.6785714285714286,745.0,0.4604026845637584
2025_05_16,22,13,267.5,566.0,0.5909090909090909,833.5,0.3209358128374325
2025_05_19,31,23,638.5,388.0,0.7419354838709677,1026.5,0.6220165611300535
2025_05_20,24,17,487.5,355.5,0.7083333333333334,843.0,0.5782918149466192
2025_05_21,33,18,661.5,815.5,0.5454545454545454,1477.0,0.44786729857819907
2025_05_22,40,20,828.0,1337.0,0.5,2165.0,0.38244803695150115
2025_05_23,57,32,1029.0,1654.0,0.5614035087719298,2683.0,0.3835259038389862
2025_05_26,11,6,101.0,298.0,0.5454545454545454,399.0,0.2531328320802005
2025_05_27,16,11,294.5,237.5,0.6875,532.0,0.5535714285714286
2025_05_28,16,11,367.5,249.0,0.6875,616.5,0.5961070559610706
2025_05_29,38,23,861.0,863.5,0.6052631578947368,1724.5,0.4992751522180342
2025_05_30,48,24,774.5,1536.0,0.5,2310.5,0.33520882925773643
2025_06_02,26,18,672.5,528.0,0.6923076923076923,1200.5,0.5601832569762599
2025_06_03,17,10,258.0,212.5,0.5882352941176471,470.5,0.5483528161530287
2025_06_04,14,9,233.5,246.5,0.6428571428571429,480.0,0.4864583333333333
2025_06_05,35,19,875.0,859.5,0.5428571428571428,1734.5,0.5044681464398962
2025_06_06,19,13,429.0,358.0,0.6842105263157895,787.0,0.5451080050825922
2025_06_09,13,7,169.5,322.0,0.5384615384615384,491.5,0.34486266531027465
2025_06_10,23,16,586.5,466.0,0.6956521739130435,1052.5,0.5572446555819477
2025_06_11,26,14,481.5,668.5,0.5384615384615384,1150.0,0.418695652173913
2025_06_12,22,13,308.5,586.0,0.5909090909090909,894.5,0.34488541084404695
2025_06_13,50,26,1052.0,1239.5,0.52,2291.5,0.4590879336679031
2025_06_16,13,7,115.0,329.0,0.5384615384615384,444.0,0.25900900900900903
2025_06_17,34,20,386.0,853.5,0.5882352941176471,1239.5,0.31141589350544574
2025_06_18,35,21,752.0,763.5,0.6,1515.5,0.49620587264929067
2025_06_19,22,12,336.5,670.5,0.5454545454545454,1007.0,0.33416087388282023
2025_06_20,6,4,114.5,105.5,0.6666666666666666,220.0,0.5204545454545455
2025_07_01,25,13,643.0,764.0,0.52,1407.0,0.457000710732054
2025_07_02,12,6,120.5,355.0,0.5,475.5,0.25341745531019977
2025_07_03,8,5,79.0,75.0,0.625,154.0,0.512987012987013
2025_07_04,9,5,79.5,235.5,0.5555555555555556,315.0,0.2523809523809524
2025_07_07,29,13,496.5,792.5,0.4482758620689655,1289.0,0.3851823118696664
2025_07_08,21,15,369.0,314.5,0.7142857142857143,683.5,0.5398683247988295
2025_07_09,16,6,277.5,606.0,0.375,883.5,0.3140916808149406
2025_07_10,17,7,147.0,470.5,0.4117647058823529,617.5,0.2380566801619433
2025_07_11,25,17,467.5,471.5,0.68,939.0,0.49787007454739085
2025_07_14,9,7,228.0,55.0,0.7777777777777778,283.0,0.8056537102473498
2025_07_15,20,14,570.0,383.0,0.7,953.0,0.5981112277019937
2025_07_16,33,14,680.0,1268.0,0.42424242424242425,1948.0,0.3490759753593429
2025_07_17,13,9,173.0,175.5,0.6923076923076923,348.5,0.4964131994261119
2025_07_18,13,5,120.0,554.5,0.38461538461538464,674.5,0.17790956263899185
2025_07_21,6,5,187.0,2.0,0.8333333333333334,189.0,0.9894179894179894
2025_07_22,17,11,275.0,303.5,0.6470588235294118,578.5,0.47536732929991354
2025_07_23,23,11,209.5,653.5,0.4782608695652174,863.0,0.24275782155272305
2025_07_24,16,11,256.5,326.0,0.6875,582.5,0.44034334763948496
2025_07_25,6,4,88.5,113.0,0.6666666666666666,201.5,0.4392059553349876
2025_07_28,11,8,205.5,199.5,0.7272727272727273,405.0,0.5074074074074074
2025_07_29,17,9,417.0,387.5,0.5294117647058824,804.5,0.5183343691733996
2025_07_30,21,11,188.5,494.5,0.5238095238095238,683.0,0.2759882869692533
2025_07_31,24,16,760.0,617.5,0.6666666666666666,1377.5,0.5517241379310345
2025_08_01,45,21,838.0,1440.0,0.4666666666666667,2278.0,0.3678665496049166
2025_08_04,19,10,227.5,500.5,0.5263157894736842,728.0,0.3125
2025_08_05,26,18,417.0,419.0,0.6923076923076923,836.0,0.4988038277511962
2025_08_06,22,14,362.5,367.5,0.6363636363636364,730.0,0.4965753424657534
2025_08_07,29,19,566.0,456.0,0.6551724137931034,1022.0,0.5538160469667319
2025_08_08,15,12,465.5,166.5,0.8,632.0,0.7365506329113924
2025_08_11,15,9,171.5,336.0,0.6,507.5,0.33793103448275863
2025_08_12,15,9,276.5,390.0,0.6,666.5,0.4148537134283571
2025_08_13,13,7,119.0,285.5,0.5384615384615384,404.5,0.2941903584672435
2025_08_14,15,13,446.0,15.0,0.8666666666666667,461.0,0.9674620390455532
2025_08_15,20,10,423.5,470.0,0.5,893.5,0.4739787353105764
2025_08_18,22,17,350.5,281.5,0.7727272727272727,632.0,0.5545886075949367
2025_08_19,20,14,413.5,312.5,0.7,726.0,0.5695592286501377
2025_08_20,33,22,703.5,660.0,0.6666666666666666,1363.5,0.5159515951595159
2025_08_21,39,19,773.5,928.5,0.48717948717948717,1702.0,0.45446533490011753
2025_08_22,26,16,640.5,546.5,0.6153846153846154,1187.0,0.5395956192080876
2025_08_25,13,7,154.0,297.0,0.5384615384615384,451.0,0.34146341463414637
2025_08_26,22,15,353.5,431.0,0.6818181818181818,784.5,0.4506054811982154
2025_08_27,10,9,506.0,47.0,0.9,553.0,0.9150090415913201
2025_08_28,20,12,373.0,504.0,0.6,877.0,0.42531356898517675
2025_08_29,20,11,364.5,401.5,0.55,766.0,0.4758485639686684
2025_09_01,8,5,154.5,185.0,0.625,339.5,0.45508100147275404
2025_09_02,33,20,641.0,730.5,0.6060606060606061,1371.5,0.46737149106817355
2025_09_03,27,15,619.5,707.5,0.5555555555555556,1327.0,0.46684250188394877
2025_09_04,22,12,283.0,627.0,0.5454545454545454,910.0,0.310989010989011
2025_09_05,31,14,571.0,813.0,0.45161290322580644,1384.0,0.4125722543352601
2025_09_08,20,12,224.5,494.0,0.6,718.5,0.3124565066109951
2025_09_09,17,9,224.0,439.0,0.5294117647058824,663.0,0.3378582202111614
2025_09_10,13,9,206.5,268.5,0.6923076923076923,475.0,0.43473684210526314
2025_09_11,16,10,171.0,274.0,0.625,445.0,0.3842696629213483
2025_09_12,9,5,104.0,194.5,0.5555555555555556,298.5,0.34840871021775544
2025_09_15,13,5,84.5,425.0,0.38461538461538464,509.5,0.16584887144259078
2025_09_16,6,4,49.0,96.5,0.6666666666666666,145.5,0.33676975945017185
2025_09_17,23,18,1128.5,207.5,0.782608695652174,1336.0,0.844685628742515
2025_09_18,22,15,563.0,401.0,0.6818181818181818,964.0,0.5840248962655602
2025_09_19,5,3,43.5,113.0,0.6,156.5,0.2779552715654952
2025_10_01,15,7,219.0,415.0,0.4666666666666667,634.0,0.34542586750788645
2025_10_02,13,7,335.0,352.0,0.5384615384615384,687.0,0.487627365356623
2025_10_03,22,10,236.0,661.0,0.45454545454545453,897.0,0.2630992196209587
2025_10_06,16,9,192.0,391.0,0.5625,583.0,0.3293310463121784
2025_10_07,21,12,291.5,309.5,0.5714285714285714,601.0,0.48502495840266224
2025_10_08,15,11,136.5,258.5,0.7333333333333333,395.0,0.34556962025316457
2025_10_09,20,13,314.5,339.5,0.65,654.0,0.4808868501529052
2025_10_10,58,23,1437.0,2547.0,0.39655172413793105,3984.0,0.36069277108433734
2025_10_13,40,23,740.5,891.0,0.575,1631.5,0.4538768004903463
2025_10_14,60,36,1476.0,1445.0,0.6,2921.0,0.5053064019171517
2025_10_15,34,18,371.0,1045.0,0.5294117647058824,1416.0,0.2620056497175141
2025_10_16,60,31,1308.5,1830.5,0.5166666666666667,3139.0,0.416852500796432
2025_10_17,77,39,1689.0,2028.0,0.5064935064935064,3717.0,0.4543987086359968
2025_10_20,23,12,327.5,658.5,0.5217391304347826,986.0,0.3321501014198783
2025_10_21,18,11,328.5,404.0,0.6111111111111112,732.5,0.4484641638225256
2025_10_22,38,23,981.0,773.5,0.6052631578947368,1754.5,0.5591336563123397
2025_10_23,29,18,591.0,589.0,0.6206896551724138,1180.0,0.5008474576271187
2025_10_24,20,12,433.0,388.0,0.6,821.0,0.5274056029232643
2025_10_27,13,8,160.0,306.5,0.6153846153846154,466.5,0.3429796355841372
2025_10_28,15,6,88.5,524.0,0.4,612.5,0.14448979591836736
2025_10_29,41,21,670.0,1455.5,0.5121951219512195,2125.5,0.3152199482474712
2025_10_30,59,32,1899.0,1473.0,0.5423728813559322,3372.0,0.5631672597864769
2025_10_31,30,22,400.0,489.0,0.7333333333333333,889.0,0.4499437570303712
2025_11_03,26,17,350.5,454.5,0.6538461538461539,805.0,0.43540372670807453
2025_11_04,49,28,815.0,1089.5,0.5714285714285714,1904.5,0.4279338409031242
2025_11_05,45,27,996.0,986.0,0.6,1982.0,0.5025227043390514
2025_11_06,57,31,1506.5,1513.0,0.543859649122807,3019.5,0.4989236628580891
2025_11_07,63,37,1552.0,1843.0,0.5873015873015873,3395.0,0.45714285714285713
2025_11_10,24,10,290.0,649.5,0.4166666666666667,939.5,0.30867482703565724
2025_11_11,26,19,619.0,287.5,0.7307692307692307,906.5,0.68284611141754
2025_11_12,29,18,728.5,502.5,0.6206896551724138,1231.0,0.5917952883834281
2025_11_13,49,25,1249.5,1234.0,0.5102040816326531,2483.5,0.5031205959331588
2025_11_14,68,39,1877.5,1601.5,0.5735294117647058,3479.0,0.5396665708536936
2025_11_17,47,27,1552.5,1100.0,0.574468085106383,2652.5,0.5852968897266729
2025_11_18,107,43,2091.0,3875.0,0.40186915887850466,5966.0,0.35048608783104257
2025_11_19,59,38,1425.0,1239.0,0.6440677966101694,2664.0,0.5349099099099099
2025_11_20,87,43,2168.5,3336.5,0.4942528735632184,5505.0,0.3939146230699364
2025_11_21,100,52,2802.0,2858.0,0.52,5660.0,0.4950530035335689
2025_11_24,48,28,1334.5,1094.0,0.5833333333333334,2428.5,0.5495161622400658
2025_11_25,44,24,1126.0,1193.5,0.5454545454545454,2319.5,0.48544945031256737
2025_11_26,27,18,545.5,489.0,0.6666666666666666,1034.5,0.52730787820203
2025_11_27,3,0,0.0,159.0,0.0,159.0,0.0
2025_11_28,13,7,233.0,312.5,0.5384615384615384,545.5,0.4271310724106325
2025_12_01,28,17,527.5,437.0,0.6071428571428571,964.5,0.5469155002592017
2025_12_02,31,22,1178.5,616.5,0.7096774193548387,1795.0,0.6565459610027855
2025_12_03,34,17,711.0,1136.5,0.5,1847.5,0.3848443843031123
2025_12_04,24,17,626.5,368.5,0.7083333333333334,995.0,0.6296482412060301
2025_12_05,19,13,292.5,344.0,0.6842105263157895,636.5,0.4595443833464258
2025_12_08,20,12,255.5,547.5,0.6,803.0,0.3181818181818182
2025_12_09,23,11,224.0,779.0,0.4782608695652174,1003.0,0.22333000997008973
2025_12_10,31,18,879.0,825.0,0.5806451612903226,1704.0,0.5158450704225352
2025_12_11,35,25,1169.0,570.5,0.7142857142857143,1739.5,0.6720321931589537
2025_12_12,34,23,976.0,555.0,0.6764705882352942,1531.0,0.6374918354016982
2025_12_15,36,22,720.5,816.0,0.6111111111111112,1536.5,0.4689228766677514
2025_12_16,58,33,1194.5,1600.0,0.5689655172413793,2794.5,0.4274467704419395
2025_12_17,44,22,763.0,1275.0,0.5,2038.0,0.37438665358194306
2025_12_18,44,22,1165.0,1228.0,0.5,2393.0,0.4868366067697451
2025_12_19,13,8,340.0,252.0,0.6153846153846154,592.0,0.5743243243243243
2026_01_02,31,17,1535.0,913.0,0.5483870967741935,2448.0,0.6270424836601307
2026_01_05,23,15,372.0,521.5,0.6521739130434783,893.5,0.4163402350307778
2026_01_06,13,10,308.0,126.0,0.7692307692307693,434.0,0.7096774193548387
2026_01_07,15,10,237.0,222.5,0.6666666666666666,459.5,0.515778019586507
2026_01_08,30,18,902.0,592.5,0.6,1494.5,0.6035463365674139
2026_01_09,26,17,695.5,572.0,0.6538461538461539,1267.5,0.5487179487179488
2026_01_12,21,14,418.5,595.5,0.6666666666666666,1014.0,0.41272189349112426
2026_01_13,31,20,625.5,810.0,0.6451612903225806,1435.5,0.43573667711598746
2026_01_14,34,20,960.5,573.0,0.5882352941176471,1533.5,0.6263449625040757
2026_01_15,32,20,702.5,593.0,0.625,1295.5,0.5422616750289464
2026_01_16,15,13,310.5,79.5,0.8666666666666667,390.0,0.7961538461538461
2026_01_19,24,19,590.5,259.0,0.7916666666666666,849.5,0.6951147733961154
2026_01_20,59,26,1021.0,1948.0,0.4406779661016949,2969.0,0.34388683058268776
2026_01_21,46,28,1406.0,1124.5,0.6086956521739131,2530.5,0.5556214186919581
2026_01_22,28,14,420.0,808.5,0.5,1228.5,0.3418803418803419
2026_01_23,23,16,681.5,393.0,0.6956521739130435,1074.5,0.6342484876686831
2026_01_26,26,17,526.5,592.5,0.6538461538461539,1119.0,0.47050938337801607
2026_01_27,13,8,218.0,304.5,0.6153846153846154,522.5,0.4172248803827751
2026_01_28,35,17,498.0,1080.0,0.4857142857142857,1578.0,0.3155893536121673
2026_01_29,42,22,1261.0,972.5,0.5238095238095238,2233.5,0.5645847324826505
2026_01_30,69,37,1134.0,1901.5,0.5362318840579711,3035.5,0.3735793114808104
2026_02_02,49,27,1253.5,1173.5,0.5510204081632653,2427.0,0.5164812525751957
2026_02_03,55,25,1035.5,1641.0,0.45454545454545453,2676.5,0.3868858583971605
2026_02_04,66,32,1672.0,2173.0,0.48484848484848486,3845.0,0.43485045513654097
2026_02_05,94,52,2775.5,2737.0,0.5531914893617021,5512.5,0.5034920634920635
2026_02_06,58,37,1478.0,1218.0,0.6379310344827587,2696.0,0.548219584569733
2026_02_09,38,21,752.0,1169.0,0.5526315789473685,1921.0,0.39146277980218636
2026_02_10,35,17,569.5,980.5,0.4857142857142857,1550.0,0.3674193548387097
2026_02_11,44,24,1082.0,1295.5,0.5454545454545454,2377.5,0.45509989484752894
2026_02_12,48,25,1062.0,1532.5,0.5208333333333334,2594.5,0.40932742339564465
2026_02_13,86,40,1919.0,2820.5,0.46511627906976744,4739.5,0.40489503112142633
2026_02_16,20,11,471.0,486.5,0.55,957.5,0.4919060052219321
2026_02_17,63,38,1732.5,1625.0,0.6031746031746031,3357.5,0.5160089352196575
2026_02_18,33,19,952.0,721.0,0.5757575757575758,1673.0,0.5690376569037657
2026_02_19,51,31,1032.5,1114.0,0.6078431372549019,2146.5,0.4810156068017703
2026_02_20,48,30,1796.0,1242.0,0.625,3038.0,0.5911784068466096
2026_02_23,27,15,539.0,863.0,0.5555555555555556,1402.0,0.38445078459343796
2026_02_24,30,19,1086.0,491.0,0.6333333333333333,1577.0,0.6886493341788206
2026_02_25,13,8,205.5,279.0,0.6153846153846154,484.5,0.4241486068111455
2026_02_26,31,17,444.0,933.5,0.5483870967741935,1377.5,0.3223230490018149
2026_02_27,48,33,1017.5,649.0,0.6875,1666.5,0.6105610561056105
2026_03_02,52,26,1281.5,1414.5,0.5,2696.0,0.4753338278931751
2026_03_03,69,42,1547.0,1510.0,0.6086956521739131,3057.0,0.5060516846581616
2026_03_04,62,37,1624.0,1510.5,0.5967741935483871,3134.5,0.5181049609188069
2026_03_05,71,42,1835.5,1876.5,0.5915492957746479,3712.0,0.4944773706896552
2026_03_06,58,36,1426.5,1466.0,0.6206896551724138,2892.5,0.49317199654278304
2026_03_09,89,47,1828.5,2671.5,0.5280898876404494,4500.0,0.4063333333333333
2026_03_10,62,33,1213.0,1707.0,0.532258064516129,2920.0,0.41541095890410956
2026_03_11,48,32,1201.0,906.5,0.6666666666666666,2107.5,0.5698695136417556
2026_03_12,62,33,1552.0,1639.5,0.532258064516129,3191.5,0.4862917123609588
2026_03_13,50,26,1057.0,1360.5,0.52,2417.5,0.43722854188210963
2026_03_16,46,21,526.0,1504.5,0.45652173913043476,2030.5,0.25904949519822706
2026_03_17,38,21,561.0,1055.5,0.5526315789473685,1616.5,0.3470460872254872
2026_03_18,38,18,532.5,1358.0,0.47368421052631576,1890.5,0.28167151547209734
2026_03_19,71,41,1543.0,1995.5,0.5774647887323944,3538.5,0.4360604776035043
2026_03_20,9,6,103.5,263.5,0.6666666666666666,367.0,0.28201634877384196
