**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

entry_index,exit_index,entry_price,exit_price,direction,pnl_ticks,pnl_dollars,hold_bars,label,entry_type,exit_type,timestamp,F_momentum,F_reversion,z_score,sigma,velocity,hurst,adx,dmi_plus,dmi_minus,dmi_diff,P_center,entropy,coherence,tunnel_prob,term_pid,volume_delta,net_force
1408,1410,21148.75,21168.25,LONG,78.0,39.0,2,REAL,LOW,HIGH,1735860480.0,30.69083940722523,3.036796536796828,-0.8876365221261828,6.842432597348962,2.0,0.4528545006539598,27.024487115359957,11.699461529568497,37.15945524602403,-25.459993716455536,0.5489483198154151,0.6788638366619342,0.624377508066957,0.9711974885741399,-0.32614162165527616,105.0,34.448935920381246
1410,1428,21168.25,21144.0,SHORT,97.0,48.5,18,REAL,HIGH,LOW,1735860600.0,90.6449506107714,-3.5,1.1039837394961285,6.340673100126352,4.75,0.4365108549332659,26.76604953498603,22.654651609348043,30.11268424564291,-7.458032636294867,0.4452261221120909,0.6581455051783819,0.4342488638373285,0.9611219291407878,0.7067559426323422,121.0,85.77388988968036
1428,1457,21144.0,21210.5,LONG,266.0,133.0,29,REAL,LOW,HIGH,1735861680.0,-732.610881653548,3.9945887445883272,-2.027700801674134,3.9400179171308394,-11.5,0.4570443329811852,21.075626815944723,16.342710244851325,32.34546383835958,-16.002753593508253,0.11347750911975084,0.3241811002285662,0.4869177798424071,0.8604365914230427,-1.5079320178813105,-251.0,-628.8283998431817
1457,1461,21210.5,21192.0,SHORT,74.0,37.0,4,REAL,HIGH,LOW,1735863420.0,-24.16953804873221,1.9485930735918375,-0.6680368004776448,5.833789612184831,-1.5,0.8174482619356459,44.080755210124074,39.64635081193166,7.056856438860178,32.58949437307148,0.6449938750385241,0.6695072865309665,0.6118119244520253,0.9796213710439161,-0.4789871804533484,-94.0,-21.79954999279231
1461,1480,21192.0,21240.75,LONG,195.0,97.5,19,REAL,LOW,HIGH,1735863660.0,-13.200409189109205,8.58766233766255,-1.9757848685847104,8.692912345071298,-0.75,0.7073135381487881,44.22562492092303,30.47416375320909,19.001608211549406,11.472555541659684,0.1243420565953238,0.34440555146207374,0.6090345078585075,0.8713195306870533,-0.9151344741592549,-153.0,95.24546358369982
1480,1484,21240.75,21228.0,SHORT,51.0,25.5,4,REAL,HIGH,LOW,1735864800.0,300.9925604505444,0.732142857143117,-0.41647919336089567,3.5158676294721225,4.25,0.789269487025597,54.28854220468112,44.09155642629016,7.820704664189325,36.27085176210083,0.7298604061885167,0.638721345146753,0.5806137848196041,0.9878830789935011,-0.13531906131642973,249.0,301.97591295586454
1484,1493,21228.0,21239.75,LONG,47.0,23.5,9,REAL,LOW,HIGH,1735865040.0,-34.376253913001314,4.338744588743793,-1.824462209740882,4.756190142584538,-1.5,0.6357437700070498,54.88500159716711,36.2055417167222,13.707113072852424,22.49842864386978,0.16116285798907287,0.4062419416198929,0.6309804236237367,0.8974360941123629,-0.9179380426052197,-109.0,34.859896256296885
1493,1502,21239.75,21230.0,SHORT,39.0,19.5,9,REAL,HIGH,LOW,1735865580.0,-34.454784211812864,-1.332792207793318,0.7376878380514768,3.613431424635509,-1.5,0.681645831020021,45.88328703365913,30.455526716157973,14.255667837397306,16.199858878760665,0.61624628176077,0.6751377695509104,0.4349215084978674,0.9771011957244634,0.2807358290817132,-83.0,-36.28228095740373
1502,1509,21230.0,21249.0,LONG,76.0,38.0,7,REAL,LOW,HIGH,1735866120.0,-53.4787235160925,2.400432900432861,-1.7289170020361073,2.7768052458341543,-2.75,0.8265546383744266,34.57865652325786,22.657049701181478,23.011497769183208,-0.3544480680017301,0.18864700764666698,0.4465824975559969,0.4910605949567391,0.9105413690027855,-1.0248472015964383,-54.0,-17.65672765531604
1509,1526,21249.0,21216.0,SHORT,132.0,66.0,17,REAL,HIGH,LOW,1735866540.0,-21.645335035355544,-1.860930735932925,0.9422331989908519,3.950042808778154,-0.5,0.6824538609080085,31.283058300014225,33.9073840172781,12.200436499035764,21.706947518242334,0.5231631992073433,0.6767534407885153,0.48398907664357405,0.968852512431518,0.3775336488823039,-171.0,-24.344134641778677
1526,1535,21216.0,21234.75,LONG,75.0,37.5,9,REAL,LOW,HIGH,1735867560.0,-27.897307506772066,2.5373376623374497,-1.23104154808247,4.122261618691473,-1.0,0.6080577235539729,25.429092110699607,13.588364249555097,38.0092100255417,-24.4208457759866,0.3847758797338619,0.6304965018484947,0.8199764336587669,0.9540133937624754,-0.5655563666529019,-115.0,-23.207964696328236
1535,1545,21234.75,21206.0,SHORT,115.0,57.5,10,REAL,HIGH,LOW,1735868100.0,-128.84120486975004,-3.2803030303039122,1.36115360631964,4.819886624219247,-4.5,0.675522813868388,23.147818014647726,33.25042537891612,25.15601077600038,8.09441460291574,0.3259374507548667,0.5916136195747234,0.5476255686327687,0.9454820867556551,0.437098862523716,-138.0,-135.81523850144583
1545,1555,21206.0,21232.0,LONG,104.0,52.0,10,REAL,LOW,HIGH,1735868700.0,-492.62234792955303,7.951839826839205,-2.850466804334917,5.579324631843634,-11.5,0.551335184274668,19.29105749540975,18.692496936376877,41.8378122562639,-23.145315319887025,0.024104786582096135,0.10353587933550934,0.4070259644779302,0.3074868617371823,-1.6198237745069615,-239.0,-483.0708596520996
1555,1558,21232.0,21221.0,SHORT,44.0,22.0,3,REAL,HIGH,LOW,1735869300.0,-32.40175255226061,-3.3912337662350187,1.0552885218767623,6.42712148560837,-1.75,0.7180497630891765,18.68326473234998,22.723684857722205,21.497065630468757,1.2266192272534475,0.46875277438252566,0.6657334996447074,0.7892240367607259,0.9635867595738932,0.41679649526816726,-119.0,-36.96513252946336
1558,1564,21221.0,21236.0,LONG,60.0,30.0,6,REAL,LOW,HIGH,1735869480.0,-135.96973042307934,1.4410173160176782,-0.4390694364009256,6.563960943534445,-8.5,0.6924244682487538,16.510923729979424,20.28208809186983,25.99351494959414,-5.711426857724309,0.7236348463831829,0.6417063430055977,0.5697640990679667,0.9871836144648585,-0.4756531387049652,-105.0,-134.26646713213526
1564,1568,21236.0,21222.25,SHORT,55.0,27.5,4,REAL,HIGH,LOW,1735869840.0,110.82728140453072,-0.9312770562773949,0.4587151305850571,4.060372087965009,3.0,0.6981114089211446,13.106789004180941,25.35461020992127,21.31920510930165,4.03540510061962,0.7179800111138264,0.6443169751398344,0.7727412548573952,0.9865696690279651,0.30106120146199067,150.0,109.62362966837293
1568,1586,21222.25,21250.0,LONG,111.0,55.5,18,REAL,LOW,HIGH,1735870080.0,-241.95932897095335,3.847943722943455,-1.9000936349416133,4.050267473330804,-7.0,0.5432403045040971,11.46046805607622,19.72421822518549,28.337990592985044,-8.613772367799555,0.14176740767728346,0.37488173968087335,0.5346057585400338,0.8853204503656964,-1.2146140095304028,-140.0,-147.1790948760924
1586,1595,21250.0,21226.5,SHORT,94.0,47.0,9,REAL,HIGH,LOW,1735871160.0,65.0508352957111,-0.16558441558481718,0.1270962188288439,2.605654473604821,1.5,0.5602662512687229,24.073890344727896,35.165428952387934,13.666284820162693,21.49914413222524,0.7815783367543513,0.6093746498629599,0.7527784478682109,0.9963991832356319,0.07133978418000897,113.0,64.7332685677936
1595,1597,21226.5,21238.0,LONG,46.0,23.0,2,REAL,LOW,HIGH,1735871700.0,-31.162020166988725,2.811147186146627,-1.1230900680394205,5.006093929855599,-2.0,0.4838027930692976,22.362579798852234,19.658398385937915,33.54482720976374,-13.886428823825824,0.43602455909911986,0.6547028336973986,0.5701868314519363,0.9601183657719576,-0.5594008820222598,-78.0,-26.889564767284003
1597,1602,21238.0,21229.75,SHORT,33.0,16.5,5,REAL,HIGH,LOW,1735871820.0,74.32642286341078,-1.0173160173162614,0.4544760961007926,4.476873595968592,2.75,0.44419043185915924,21.534655454359655,23.624269928283553,27.84273445727889,-4.218464528995337,0.7192189253466915,0.6437532006038589,0.5510354511110731,0.9867026030082998,0.3812176086231066,121.0,73.03896117959658
1602,1605,21229.75,21239.5,LONG,39.0,19.5,3,REAL,LOW,HIGH,1735872120.0,-16.992415792618306,-0.607142857143117,0.30343599629688534,4.001785315866621,-2.0,0.5417507269937937,18.360331325134496,21.087115619860477,31.40030075052451,-10.313185130664035,0.7563939876783257,0.6246867228141992,0.8604005210630581,0.9912929602323162,0.08511740148832324,-34.0,-17.803920964356887
1605,1612,21239.5,21221.25,SHORT,73.0,36.5,7,REAL,HIGH,LOW,1735872300.0,-9.334893598060457,-2.834415584415183,1.2378464511438634,4.579591566944299,-0.75,0.5841139018266324,16.26548051049889,27.284477616487315,24.666346191377812,2.618131425109503,0.3816049453464325,0.6287112041705292,0.6695418657860528,0.9536014649035903,0.557520222789151,-57.0,-14.378188528781113
1612,1628,21221.25,21259.0,LONG,151.0,75.5,16,REAL,LOW,HIGH,1735872720.0,-244.4557946664143,3.793290043289744,-2.3153351608803785,3.2766660372810916,-4.5,0.6816806100444481,16.13077716922508,18.450423715010125,35.7924524285896,-17.342028713579474,0.06718446997111964,0.22501469412828862,0.5017308557265405,0.7728475675989157,-1.2688820694332243,-178.0,-216.48207034271402
1628,1642,21259.0,21245.5,SHORT,54.0,27.0,14,REAL,HIGH,LOW,1735873680.0,-31.83430774083591,-0.27813852813960693,0.1302109926379323,4.272120540744289,-2.0,0.6100661391966965,28.741204773551647,37.91231581641344,12.39308106230108,25.51923475411236,0.7813104643058447,0.6095478453576111,0.7012382429002463,0.9963104433702001,-0.11397015581606615,-68.0,-32.265188220954485
1642,1645,21245.5,21260.0,LONG,58.0,29.0,3,REAL,LOW,HIGH,1735874520.0,0.0,2.893939393939945,-1.4664795744529895,3.9467844549003166,0.0,0.6224852194450086,23.92496704702594,19.94105196098206,23.106175620643246,-3.1651236596611874,0.28175161618924943,0.5539180451577566,0.775492710109204,0.9373857942950622,-0.6480431550318102,-52.0,9.071987843941887
1645,1652,21260.0,21247.75,SHORT,49.0,24.5,7,REAL,HIGH,LOW,1735874700.0,23.62512742164649,-2.191558441560119,1.2863564579836722,3.407389029624534,0.5,0.5440270006139529,23.99408937160453,34.84641542861563,17.110648735481302,17.735766693134327,0.3592727515139487,0.61515479714308,0.4002687729810106,0.950561045341642,0.6404840652628351,-161.0,18.755830425457226
1652,1653,21247.75,21256.5,LONG,35.0,17.5,1,REAL,LOW,HIGH,1735875120.0,178.72531087263152,-1.585497835498245,0.9700251383390953,3.2689829837048956,4.75,0.5396357728879002,20.239691161071182,28.315659808535433,21.29533242265762,7.020327385877813,0.5098765326439817,0.6748907893719137,0.6608665000855681,0.9676121293678831,0.7214466056246465,123.0,176.23290447501444
1653,1659,21256.5,21247.5,SHORT,36.0,18.0,6,REAL,HIGH,LOW,1735875180.0,0.0,-1.2099567099576234,0.7427280986885768,3.2581417401442727,0.0,0.5237128571854963,19.910274788591213,27.96956357690948,20.409024604348506,7.560538972560973,0.6140948225959064,0.6754620669743553,0.6388056800857893,0.9769138998171105,0.31424465991116163,0.0,-1.7106048680891592
1659,1664,21247.5,21255.5,LONG,32.0,16.0,5,REAL,LOW,HIGH,1735875540.0,-4.795999817150267,1.2830086580088391,-0.8204412385616803,3.1276064578569653,-0.75,0.7859762600409593,15.249965675751765,19.254851782772864,24.24632914010431,-4.991477357331448,0.5798710067574923,0.678801288875343,0.7647689477166465,0.9739325141273434,-0.42844403984399565,20.0,-2.9073671703195645
1664,1666,21255.5,21248.25,SHORT,29.0,14.5,2,REAL,HIGH,LOW,1735875840.0,84.8130565243859,-1.9637445887456124,1.8980191544699552,2.0692568714292157,3.25,0.7164026893283462,11.73266096427982,25.909440792088553,20.961853317727225,4.9475874743613275,0.14227245155805832,0.37573130155756623,0.5553349359582799,0.885676188746621,1.2317416091277238,54.0,-7.561612617916822
1666,1680,21248.25,21255.25,LONG,28.0,14.0,14,REAL,LOW,HIGH,1735875960.0,27.170214682847174,-0.49837662337813526,0.47512280175776866,2.097885521529746,3.0,0.739359407469692,10.275564533410341,21.03743069588393,21.986634265330483,-0.9492035694465528,0.7130884599916377,0.6464981025559382,0.5042637822679418,0.986052667561807,0.4988279738855501,19.0,26.390601179110117
1680,1685,21255.25,21239.25,SHORT,64.0,32.0,5,REAL,HIGH,LOW,1735876800.0,222.14759590219543,-2.8896103896113345,2.4008228186859815,2.4071833765666026,5.75,0.5456762699181191,11.843367049186101,32.516778057553935,25.088913347584786,7.42786470996915,0.057231671148749996,0.20021276560125958,0.43119876155629294,0.7338242638602808,1.6076447096711646,93.0,205.81636034676114
1685,1701,21239.25,21247.0,LONG,31.0,15.5,16,REAL,LOW,HIGH,1735877100.0,-85.85426674581275,2.7175324675317825,-1.8298961361402384,2.970149413249013,-3.75,0.6417325253478384,13.411400441014985,20.433881931430545,36.208850780196755,-15.77496884876621,0.15970099645817823,0.4039659052216042,0.4319370109904264,0.8966210554288204,-1.0900676271232448,-68.0,-16.121636009055834
1701,1723,21247.0,21230.0,SHORT,68.0,34.0,22,REAL,HIGH,LOW,1735878060.0,-17.08227103884165,-2.0081168831184186,1.1293233539128469,3.5563187038694513,-2.25,0.4588373873592017,14.406297559038801,26.965816956897807,22.40939755027558,4.556419406622229,0.4330283589740908,0.6535235327214379,0.6863506104690811,0.9597862928866956,0.39127634940578704,-27.0,-20.582834673794128
1723,1733,21230.0,21240.25,LONG,41.0,20.5,10,REAL,LOW,HIGH,1735879440.0,39.05899592355182,-0.5108225108233455,0.3912198895668148,2.6114342570310667,3.0,0.25662278445005043,22.382096018603384,14.226519096020226,32.432439283236434,-18.205920187216208,0.7364645144525699,0.6354274032448926,0.5213263354918745,0.9886574484620088,0.4722867821280974,34.0,38.30858370293503
1733,1741,21240.25,21212.75,SHORT,110.0,55.0,8,REAL,HIGH,LOW,1735880040.0,-4.150521395416699,-1.742424242424022,0.964262546409818,3.614003777107153,-0.75,0.3233449132672764,16.95510974449771,24.002173865602238,24.103206185693065,-0.10103232009082674,0.5126385114972352,0.6753216621570526,0.7367178722982584,0.9678720431717082,0.3885895034966481,-20.0,-6.784935081890974
1741,1751,21212.75,21223.75,LONG,44.0,22.0,10,REAL,LOW,HIGH,1735880520.0,-384.12660361184334,5.3603896103886655,-2.0973447976315867,5.1115959726239115,-8.25,0.5436762078440053,30.914907556853716,8.692063109358779,46.96845962369942,-38.27639651434064,0.100207888369896,0.2980661830653522,0.6733033770717302,0.8439098528747434,-1.22687893205243,-238.0,-287.21158169569685
1751,1761,21223.75,21207.5,SHORT,65.0,32.5,10,REAL,HIGH,LOW,1735881120.0,12.834548932828756,-4.423160173160795,1.8312666348442435,4.83071125635072,2.0,0.5411541726085247,32.54258695318974,20.029465361188908,24.17109610789356,-4.141630746704653,0.15933399173959611,0.40339232811628006,0.6820801406093062,0.8964142112928337,0.9187279082535489,31.0,-59.137927017406014
1761,1775,21207.5,21229.75,LONG,89.0,44.5,14,REAL,LOW,HIGH,1735881720.0,33.14062074052837,1.8014069264063437,-0.9551958999582966,3.7718062367834544,2.5,0.5707299965218516,35.066302933721985,8.947901568349003,33.78687147448801,-24.838969906139006,0.5169770121544467,0.6759521413217895,0.6581325602928355,0.9682780725564828,-0.3084907531411102,50.0,35.81119649621676
1775,1782,21229.75,21222.5,SHORT,29.0,14.5,7,REAL,HIGH,LOW,1735882560.0,-4.404973362173488,0.049783549782659975,-0.02784701087835618,3.575504028071735,-0.25,0.7072477833610643,21.690823955458278,31.471892327783586,20.977352393752103,10.494539934031483,0.7867260674993991,0.6060028450841332,0.6984704789265967,0.9992130763041949,-0.10165185892909906,0.0,-4.224989396385636
1782,1787,21222.5,21231.75,LONG,37.0,18.5,5,REAL,LOW,HIGH,1735882980.0,0.0,2.331709956708437,-1.8376490474018297,2.537709754759907,0.0,0.6375533123901693,18.020129055809573,26.999946613308488,28.018337456312704,-1.018390843004216,0.15763381554661912,0.4007237487106688,0.5675892414571572,0.8954440641326253,-0.8659102466174405,22.0,72.36355083008866
1787,1794,21231.75,21217.0,SHORT,59.0,29.5,7,REAL,HIGH,LOW,1735883280.0,0.0,-0.474567099567139,0.5138547835904546,1.8470864326734453,0.0,0.6633222811332437,17.475242103423277,36.6559571807485,21.55680342718049,15.099153753568011,0.700946602240695,0.6516040102840891,0.6042534498470656,0.9848158715584415,0.22328907846267587,-50.0,-0.7783023123009711
1794,1800,21217.0,21227.75,LONG,43.0,21.5,6,REAL,LOW,HIGH,1735883700.0,33.8613477278619,0.7575757575741591,-0.554649430430638,2.7317282449419125,2.5,0.5302480414491181,17.50792562484163,19.76143499607721,34.63557564973609,-14.87414065365888,0.6872851456041362,0.6568260225473044,0.5806826264026388,0.9834862773492683,-0.05090416348128818,37.0,34.949022655438746
1800,1810,21227.75,21219.0,SHORT,35.0,17.5,10,REAL,HIGH,LOW,1735884060.0,8.77303317153614,-2.0297619047632907,1.3567366492044746,2.9921236460346905,1.25,0.5276231812447711,13.936881842334648,24.7483811053156,21.46077326223795,3.2876078430776516,0.32786436385014955,0.5930855925857723,0.624218764623187,0.945796307477589,0.6864026094114104,21.0,3.1223719931045117
1810,1831,21219.0,21256.75,LONG,151.0,75.5,21,REAL,LOW,HIGH,1735884660.0,-123.80727089506723,2.935606060606005,-2.4229958319109923,2.42312101568142,-5.0,0.6829285513544803,13.483804366020985,18.273796254176222,33.324692064086285,-15.050895809910063,0.05488567888184881,0.19413690119774804,0.46830824197349746,0.722337561997769,-1.5578133315198406,-60.0,-109.20097387085211
1831,1836,21256.75,21240.5,SHORT,65.0,32.5,5,REAL,HIGH,LOW,1735885920.0,430.1202339939994,-2.981060606061874,2.2406544087892124,2.6608838867505287,5.25,0.7327727558232299,35.22550564997018,42.96179680131702,7.607359222861156,35.354437578455865,0.07716981022800871,0.2484768610388747,0.42975038486822215,0.8011461546909712,1.4097245050040301,218.0,385.36352529940905
1836,1844,21240.5,21249.5,LONG,36.0,18.0,8,REAL,LOW,HIGH,1735886220.0,-48.5154994095533,2.9226190476183547,-1.7318146281414049,3.375210025515178,-1.25,0.5926709812364233,38.669702815231105,28.923279425156995,23.71537804401344,5.207901381143554,0.18776333228303635,0.445354679749999,0.4061764358611097,0.9101755083433323,-0.918456591452524,-131.0,-11.45013880155956
1844,1848,21249.5,21236.75,SHORT,51.0,25.5,4,REAL,HIGH,LOW,1735886700.0,1.4528579721866155,1.1688311688303656,-0.5434066181681269,4.3018657843020085,0.25,0.662514554639472,26.670088372212557,30.456472455831012,20.96235651109637,9.494115944734641,0.6911372061065542,0.6554094903160489,0.8051087385759426,0.9838556212394537,-0.22898973875901096,0.0,2.9442279447058137
1848,1855,21236.75,21247.0,LONG,41.0,20.5,7,REAL,LOW,HIGH,1735886940.0,-43.6198575180997,2.04978354978266,-1.1611852777203149,3.530502132798095,-2.75,0.61696420980911,23.08865788363919,22.492760562506543,31.206920494539887,-8.714159932033343,0.417769475853294,0.6470689639724387,0.7454718338367253,0.9580515931788927,-0.6510458299553807,-56.0,-39.90395862688899
1855,1871,21247.0,21210.5,SHORT,146.0,73.0,16,REAL,HIGH,LOW,1735887360.0,19.29997936512231,-1.6580086580088391,1.7654914696146058,1.878240350117093,1.25,0.6173184471294533,16.42111435123027,27.69781137098927,21.296695499322713,6.401115871666558,0.17772468047274664,0.43109197818342326,0.6658660635030745,0.9057851228714336,0.9376072799947416,29.0,-26.032596060070276
1871,1877,21210.5,21243.75,LONG,133.0,66.5,6,REAL,LOW,HIGH,1735888320.0,-213.86272739980467,1.5389610389611335,-0.847990737917591,3.629664736056803,-3.75,0.7894693397415823,29.331045309092442,8.426238897357289,34.170279848449816,-25.74404095109253,0.567321077105473,0.6791660015204138,0.6761379793218514,0.9728300836342794,-0.5024021253289973,-207.0,-211.6739349558958
1877,1880,21243.75,21224.0,SHORT,79.0,39.5,3,REAL,HIGH,LOW,1735888680.0,84.22528685822358,-8.377705627706746,2.103173352331907,7.966728580331156,5.5,0.6285177095457419,26.222408087381524,31.307656647326795,18.877208990284338,12.430447657042457,0.09916216559666317,0.29593736649256575,0.6619471034857457,0.8424152777916987,1.0443596576556355,122.0,-14.256685461926608
1880,1896,21224.0,21240.75,LONG,67.0,33.5,16,REAL,LOW,HIGH,1735888860.0,-89.81288735149768,1.7727272727279342,-0.44164703148527507,8.027801145934063,-7.0,0.5016235838495373,23.66947058668825,24.923732297914874,28.87883971464138,-3.9551074167265057,0.7229055844098301,0.6420483955013726,0.47331236056728215,0.98710336891947,-0.404032394072256,-103.0,-87.77661408089499
1896,1901,21240.75,21233.0,SHORT,31.0,15.5,5,REAL,HIGH,LOW,1735889820.0,4.2582079118132725,-1.0162337662350183,0.42739107788975356,4.755521670001534,0.75,0.7260578363562109,12.657194645736984,22.58693713828819,16.62528547150047,5.96165166678772,0.7268905346848774,0.6401598410353264,0.8631919901609257,0.9875460565924437,0.20931694228470785,27.0,2.985512417469028
1901,1911,21233.0,21254.0,LONG,84.0,42.0,10,REAL,LOW,HIGH,1735890120.0,217.75525376182983,0.7997835497826599,-0.5431799449121565,2.9448198788414457,4.75,0.6433934848732769,11.407953940385358,19.25339012074854,17.87376652680346,1.3796235939450803,0.6912141972461173,0.6553807311254076,0.5495822037409483,0.9838630444711839,0.03962627488258158,135.0,218.87742606818867
1911,1915,21254.0,21242.75,SHORT,45.0,22.5,4,REAL,HIGH,LOW,1735890720.0,-37.85604328713559,-1.15422077922085,0.7944405778381068,2.90574477542878,-1.0,0.8513326987432936,22.389050335348436,28.49902229401292,10.407059772071463,18.091962521941458,0.591527887968018,0.6780487189406315,0.6420531632838552,0.9749503411876116,0.24711681395552226,-110.0,-39.57775968515264
1915,1921,21242.75,21272.0,LONG,117.0,58.5,6,REAL,LOW,HIGH,1735890960.0,-42.467121533543896,3.099567099567139,-1.9981737035095537,3.1024000507294427,-4.25,0.7512496445279606,23.32452056670356,21.32203558284927,15.186082139821645,6.135953443027626,0.11955138670985431,0.33560965182115166,0.4378380091375388,0.8667645093785696,-1.2405234705754828,-31.0,60.63238465251835
1921,1953,21272.0,21213.0,SHORT,236.0,118.0,32,REAL,HIGH,LOW,1735891320.0,118.56270000897906,-4.739718614719095,1.8508154343150724,5.121762577556106,1.75,0.7155938077914206,31.71263403750965,36.90186763059842,7.132939339951855,29.768928290646564,0.15417294171986998,0.39523286276466296,0.3902437530462376,0.8934063751102996,0.8706721109276052,347.0,38.74935403071062
1953,1955,21213.0,21232.75,LONG,79.0,39.5,2,REAL,LOW,HIGH,1735893240.0,650.4141230259453,-4.7505411255424415,2.1134193160522394,4.495597337887696,10.75,0.862557079479801,39.64373725686971,6.858401184607642,33.144239577106575,-26.28583839249893,0.09734740117659751,0.292217233794645,0.4195447594651717,0.8397431221416028,1.5890681196783834,272.0,558.3960799041714
1955,1961,21232.75,21214.0,SHORT,75.0,37.5,6,REAL,HIGH,LOW,1735893360.0,-3.896798374394703,-4.827380952381645,1.7101209316204316,5.6456603309421425,-0.25,0.8117996465828237,42.43088660734081,7.814761664392027,29.146770582304967,-21.33200891791294,0.19445616160319562,0.4545451626434915,0.47439964208637503,0.9128707438834969,0.8026879208936923,88.0,-37.82905734209447
1961,1995,21214.0,21280.5,LONG,266.0,133.0,34,REAL,LOW,HIGH,1735893720.0,-393.2320322715798,0.9448051948038482,-0.3007712340444955,6.282550243246171,-13.5,0.8509147413169291,48.36430237893722,7.758429621231274,30.03652695575305,-22.278097334521775,0.7569239272065621,0.624384616061174,0.5739716957251497,0.991371769048401,-0.5351788536961919,-183.0,-392.0838227570068
1995,1998,21280.5,21262.0,SHORT,74.0,37.0,3,REAL,HIGH,LOW,1735895760.0,513.655528457475,-1.6980519480530347,0.8975701268077453,3.7836641335028487,6.5,0.6879191642198148,38.38970690349787,33.942420378997184,7.690205654354361,26.252214724642823,0.5442943076037724,0.6786290059929131,0.6665442500518395,0.9707794483894675,0.6211442555364941,299.0,511.216647932847
1998,2004,21262.0,21288.0,LONG,104.0,52.0,6,REAL,LOW,HIGH,1735895940.0,-85.16639537759384,5.626623376621865,-2.2497616485173233,5.001972880398259,-3.0,0.5446441707162459,39.0361715124033,27.418931571885977,18.15301421690522,9.265917354980758,0.07588294317663714,0.24552645774785833,0.4256527252105564,0.797946345363007,-1.1620552989536972,-142.0,-40.44726803389985
2004,2012,21288.0,21261.25,SHORT,107.0,53.5,8,REAL,HIGH,LOW,1735896300.0,-33.615450147099516,-0.5281385281396069,0.2399137076140469,4.402737412480257,-1.0,0.5457619327783982,39.22119838232841,31.3525358229686,12.869789942516814,18.482745880451787,0.7677945071264465,0.6179975620075956,0.6879318694000172,0.9931556026580095,0.04759645980186206,-148.0,-34.32665242490026
2012,2021,21261.25,21283.0,LONG,87.0,43.5,9,REAL,LOW,HIGH,1735896780.0,-91.33139888794948,5.298701298701417,-1.476545543553913,7.177159311927374,-4.75,0.7117979688648657,29.77241970065541,17.00276457326021,25.82586805048691,-8.823103477226699,0.27771789669685265,0.5500862606750783,0.7062838216319371,0.9365460270911582,-0.785519194696404,-138.0,-79.51502118971369
2021,2031,21283.0,21267.75,SHORT,61.0,30.5,10,REAL,HIGH,LOW,1735897320.0,22.2684228602715,-4.984848484848044,1.7725303625545696,5.624556385780476,0.75,0.6651207982370323,21.652236768009605,23.681362598575593,16.37042542707433,7.310937171501262,0.17568014068186702,0.428114861404267,0.4860362050828904,0.9048341974410465,0.860502336395692,167.0,-28.651550307806055
2031,2037,21267.75,21279.25,LONG,46.0,23.0,6,REAL,LOW,HIGH,1735897920.0,-24.115600782426533,2.1969696969681536,-1.142452703895905,3.846058028443918,-1.75,0.8504139892615337,16.104190586568325,14.155244499556503,20.82033897996818,-6.665094480411678,0.4267283570844332,0.6509498279158543,0.7350259224080736,0.9590791280098794,-0.6091022299045894,-53.0,-20.35766631015165
2037,2041,21279.25,21252.75,SHORT,106.0,53.0,4,REAL,HIGH,LOW,1735898280.0,113.31129443069575,-2.033008658008839,1.1285381145268498,3.6029065068151414,5.75,0.7634419165302927,12.620679130726755,19.11141373414669,15.197832175355288,3.913581558791403,0.43340563164379636,0.6536736094442126,0.6393853349746607,0.9598282543690078,0.8517732574900231,71.0,109.78980974238493
2041,2053,21252.75,21266.75,LONG,56.0,28.0,12,REAL,LOW,HIGH,1735898520.0,-172.65863566402138,4.547077922077733,-2.047176715212346,4.442291560165661,-3.25,0.567553455026485,16.08466053648691,12.870259478451414,31.88909980463422,-19.018840326182804,0.10961973974770167,0.3167555663461015,0.4111492940277287,0.856050846958658,-1.0002055392092928,-236.0,-69.15063261573152
2053,2053,21266.75,21257.25,SHORT,38.0,19.0,0,REAL,HIGH,LOW,1735899240.0,80.84927228466623,-3.988636363637852,1.3521104713135332,5.899867574818818,4.5,0.6853254978248499,17.53487684051549,21.23050275026128,19.25765320607108,1.9728495441902005,0.32988846494317553,0.5946168450258196,0.7839887152459105,0.9461233994991572,0.7978037145505965,106.0,73.31401663151551
2053,2070,21257.25,21256.75,LONG,-2.0,-1.0,17,MARGINAL,LOW,HIGH,1735899240.0,80.84927228466623,-3.988636363637852,1.3521104713135332,5.899867574818818,4.5,0.6853254978248499,17.53487684051549,21.23050275026128,19.25765320607108,1.9728495441902005,0.32988846494317553,0.5946168450258196,0.7839887152459105,0.9461233994991572,0.7978037145505965,106.0,73.31401663151551
2070,2075,21256.75,21244.75,SHORT,48.0,24.0,5,REAL,HIGH,LOW,1735900260.0,-52.56668321937791,-1.9237012987014168,0.9461763441173637,4.066263779815659,-2.25,0.6487274190395113,24.280442062313103,17.272953614960716,30.595668189808737,-13.322714574848021,0.5212836094245478,0.676522103488087,0.6138737929935536,0.9686785189878615,0.35388542128348455,-95.0,-55.33761393044316
