R_pts,n_days_is,n_days_oos,total_legs,legs_per_day,theo_is_per_day_usd,theo_oos_per_day_usd,theo_is_day_wr_pct,theo_oos_day_wr_pct,real_is_per_day_usd,real_oos_per_day_usd,real_is_day_wr_pct,real_oos_day_wr_pct,real_is_trade_wr_pct,real_oos_trade_wr_pct,real_median_trade_usd,confirm_tf_seconds
30.0,262,66,13714,41.8109756097561,393.4179389312977,280.6287878787879,61.45038167938931,66.66666666666666,-99.67528995185634,-281.35027115914977,36.25954198473282,27.27272727272727,35.77964163171941,35.19553072625698,-26.268182437452197,5
