epoch,train_loss,loss,dir,dur,pnl,dd,prob,dir_acc,dur_acc,pnl_corr
25,308.8362422789806,162.94565077111272,0.6509066649002604,1.9260280946693797,1569.0353529524095,34.44433091300549,0.04148768889948283,65.86919372378436,20.454191942759373,0.6291455569213343
26,302.9571153717402,164.7997963121622,0.6469399628072682,1.925439213762189,1587.663480702013,34.41445129696685,0.039239455166614,65.83618145098649,20.586405350754394,0.6243801649207487
27,299.4291372096285,164.52150694214473,0.6499255211046426,1.925492756437547,1584.7212372581557,34.511979983584716,0.045533014509808456,66.1624203821656,20.73806190698398,0.6198574627721116
28,301.0021392966557,165.63709570629763,0.6510262324078249,1.925588304453557,1595.8963149420106,34.48604803864318,0.04448020728166667,66.10416343016934,20.69528698086794,0.6211313536661053
29,298.2613799543809,165.92272674447239,0.6484663923188011,1.9255278582620148,1598.875099710899,34.42545634331089,0.037340065388304026,66.19154885816374,20.852776481567894,0.620000022800641
30,298.3564924957059,162.3078814874781,0.6516063998241236,1.926020651760668,1562.5080824748125,34.56519055012429,0.045848972422282884,65.93327637098027,20.52807590605071,0.6305154642183243
31,299.3954529818632,163.00060031437638,0.6467634952894532,1.9255480400406488,1569.644464851606,34.426583273576036,0.042360223375611225,66.546916265341,20.6972312956914,0.6267068937366682
32,296.4179180316609,164.2511365531695,0.6521412376129981,1.926253075646882,1582.056670160577,34.442549082312254,0.04563601804196392,65.57985086220289,20.31225696064707,0.6275003114254672
33,293.5889555658291,163.48069237246372,0.6495686261960776,1.9260944364094499,1574.3210344975537,34.50227657993241,0.04539157929691938,66.1624203821656,20.601959869342043,0.6290615653862591
34,294.5184193784745,162.1026962299158,0.6478803458780346,1.9254712444720883,1560.6047602738483,34.44766447331646,0.048198732745713825,66.51972968774274,20.808057240628404,0.6286024073027133
