epoch,train_loss,loss,dir,dur,pnl,dd,prob,dir_acc,dur_acc,pnl_corr
0,561.5143751861356,234.61700226056695,0.768910004360841,1.934705124043002,2282.3718582002243,35.849681768086874,0.18245800317224464,57.5015535187199,18.731529009177166,0.5319353644411693
1,371.47753657347766,181.17439287015708,0.6857796547436478,1.9314073040933892,1750.5394080133722,34.83148738653353,0.0402255899971351,59.076433121019114,19.134002177632603,0.5669788539819748
2,342.518701106944,180.27256674813754,0.6901204645043553,1.9315406390936067,1741.3703383644029,34.851990489676446,0.057344330696038684,60.649370824918435,20.10032664489034,0.5786169831340581
3,337.9112731717157,183.228291492651,0.6990211859788045,1.9311377164160852,1770.6061729204537,35.00046936120137,0.07493796262724123,60.62995184091968,19.657022865142324,0.5879074530988854
4,334.21985447660404,169.44471840811246,0.6817397345410715,1.9290135190038398,1633.3880018479754,34.71163471500472,0.048003997056662,61.71741494485009,20.514465702286515,0.6032631282736645
5,331.0015016019203,173.89318226351597,0.6795684305748136,1.9289541657608333,1677.8045934544932,34.76881738936547,0.054633661966291394,62.80293615038062,20.335588738528543,0.5964799603649064
6,328.11514015287935,170.03049783423396,0.6641489078502844,1.9282931608728844,1639.5096748276512,34.65793510946897,0.042585946598763365,64.46131738387447,20.500855498522323,0.6009663012942473
7,323.7784431764138,166.57124372992186,0.6677420387173644,1.9285144121340005,1604.7691111800693,34.76129432007818,0.04388959435423338,64.21663818549014,20.36280914605693,0.6165533796560533
8,327.9166500371117,166.9220532615586,0.6634923733106934,1.9275696938580806,1608.420388023452,34.67069169908467,0.043761178106530615,64.27101134068666,20.68167677710375,0.6156261381161852
9,322.18573874615606,165.1487832399878,0.6599612773054897,1.9278454025193017,1590.8111502014765,34.61913521219008,0.03588687087579787,63.863212676712756,20.432804479701353,0.6169139986671461
10,317.4252076926806,168.8036751794343,0.6629838866762595,1.9276955104110265,1627.0892367976726,34.84465256067786,0.03920006717204826,64.36810626068045,20.473635090993934,0.6154607684129382
11,320.66390828883397,163.06298268195425,0.658449635057166,1.9273425989811963,1569.8613701244392,34.70427316368216,0.04124529820193749,65.13709802703123,20.500855498522323,0.6254682485822405
12,317.96703564077967,164.2959150843101,0.6527089742150637,1.9268057417161395,1582.4342830393573,34.560211362225,0.03388787644896841,65.01475842783906,20.769170944159278,0.6195755676449659
13,314.2629572370092,165.9384837008939,0.6546702851163279,1.9267566735201542,1598.759576023215,34.626183782473646,0.036952791187455786,64.23605716948889,20.5416861098149,0.6163321259545491
14,311.7330455734938,167.27550538695684,0.6638841044784772,1.926643211062592,1612.021560895561,34.56991161804388,0.05166170519251045,64.89436072704676,20.475579405817392,0.6178776101975455
15,316.5199940999349,165.6697135868639,0.6567691074739589,1.9265065783321267,1596.100292394657,34.59239536936921,0.03433256084099412,64.70793848065868,20.568906517343287,0.6159428818272588
16,311.7837845822598,161.66409213000006,0.655571991854375,1.9262205987873644,1556.12922879965,34.491819880976536,0.04038759861786914,65.54489669100512,20.54751905428527,0.630121423577142
17,313.80299896889545,159.3650163423897,0.650195049177302,1.9266452340796443,1533.1420669555664,34.581849004962656,0.03156600577876636,65.44003417741185,20.48530097993467,0.6356132612644941
18,312.6144266692177,164.35250294562613,0.6489783997582917,1.9263534581307138,1583.0596971417417,34.54927597069504,0.032542487219123555,65.46333695821035,20.489189609581583,0.6248646391152107
19,311.51681118146746,157.0905554082134,0.6500939130783081,1.9267844256788198,1510.3052219353099,34.657140446181344,0.034875096648350576,65.5390709958055,20.467802146523564,0.6419593664063156
20,310.46693708992456,161.72261674333328,0.651601240776553,1.926349700087368,1556.7082889670194,34.553218413107466,0.037032890898904,65.79928538138886,20.63890185098771,0.6304137566395915
21,309.3829320452174,166.51786763597244,0.6523094867715741,1.925905196973593,1604.7045779086575,34.5441008168872,0.029566999830277912,63.86709647351251,20.755560740395083,0.612397653999165
22,308.0476892710296,162.94699574461077,0.6574228807251052,1.9264559686774074,1568.777214881217,34.617527471910606,0.04727359202510036,65.07884107503496,20.629180276870432,0.6255844428937135
23,305.26360712434666,167.83261257587094,0.6532138875215361,1.9256977137952749,1617.6712421379466,34.64625105881455,0.04389807300257156,65.76627310859095,20.74778348110126,0.6123527962322168
24,309.26300795534826,162.42468997275475,0.6457384836555707,1.9257397616263663,1563.8334254651966,34.53750495863433,0.03222979938076569,65.82841385738698,20.6350132213408,0.62539384775221
