Period,#,Cum. net profit,Net profit,Gross profit,Gross loss,Commission,Cum. max. drawdown,Max. drawdown,% Win,Avg. trade,Avg. winner,Avg. loser,Lrg. winner,Lrg. loser,MTR,Avg. MAE,Avg. MFE,Avg. ETD,% Trade,
1/2/2026 5:53 AM,1,$275.60,$275.60,n/a,n/a,$1.90,$0.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$15.00,$378.50,$102.90,n/a,
1/2/2026 6:32 AM,2,$228.70,($46.90),n/a,n/a,$1.90,($46.90),($46.90),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$64.00,$42.50,$89.40,n/a,
1/2/2026 6:35 AM,3,$150.30,($78.40),n/a,n/a,$1.90,($125.30),($78.40),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$96.50,$43.00,$121.40,n/a,
1/2/2026 6:47 AM,4,$78.40,($71.90),n/a,n/a,$1.90,($197.20),($71.90),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$75.00,$49.00,$120.90,n/a,
1/2/2026 6:59 AM,5,$134.00,$55.60,n/a,n/a,$1.90,($141.60),$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$18.50,$183.50,$127.90,n/a,
1/2/2026 7:34 AM,6,$570.60,$436.60,n/a,n/a,$1.90,$0.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$86.00,$554.00,$117.40,n/a,
1/2/2026 7:52 AM,7,$542.70,($27.90),n/a,n/a,$1.90,($27.90),($27.90),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$26.00,$174.50,$202.40,n/a,
1/2/2026 8:17 AM,8,$761.30,$218.60,n/a,n/a,$1.90,$0.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$0.50,$417.50,$198.90,n/a,
1/2/2026 8:20 AM,9,$649.90,($111.40),n/a,n/a,$1.90,($111.40),($111.40),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$112.00,$0.00,$111.40,n/a,
1/2/2026 8:28 AM,10,$531.50,($118.40),n/a,n/a,$1.90,($229.80),($118.40),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$116.50,$7.00,$125.40,n/a,
1/2/2026 8:46 AM,11,$462.60,($68.90),n/a,n/a,$1.90,($298.70),($68.90),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$67.00,$59.00,$127.90,n/a,
1/2/2026 9:14 AM,12,$419.20,($43.40),n/a,n/a,$1.90,($342.10),($43.40),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$41.50,$109.00,$152.40,n/a,
1/2/2026 9:51 AM,13,$306.30,($112.90),n/a,n/a,$1.90,($455.00),($112.90),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$111.00,$20.50,$133.40,n/a,
1/2/2026 10:23 AM,14,$240.40,($65.90),n/a,n/a,$1.90,($520.90),($65.90),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$71.00,$39.50,$105.40,n/a,
1/2/2026 10:50 AM,15,$141.50,($98.90),n/a,n/a,$1.90,($619.80),($98.90),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$103.50,$0.00,$98.90,n/a,
1/2/2026 11:08 AM,16,$79.60,($61.90),n/a,n/a,$1.90,($681.70),($61.90),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$60.00,$88.00,$149.90,n/a,
1/2/2026 12:01 PM,17,$183.20,$103.60,n/a,n/a,$1.90,($578.10),$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$0.50,$223.50,$119.90,n/a,
1/2/2026 12:22 PM,18,$72.80,($110.40),n/a,n/a,$1.90,($688.50),($110.40),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$108.50,$0.00,$110.40,n/a,
1/2/2026 12:56 PM,19,($84.60),($157.40),n/a,n/a,$1.90,($845.90),($157.40),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$158.00,$2.00,$159.40,n/a,
1/4/2026 11:49 PM,20,($102.50),($17.90),n/a,n/a,$1.90,($863.80),($17.90),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$51.50,$84.00,$101.90,n/a,
1/5/2026 12:15 AM,21,($232.40),($129.90),n/a,n/a,$1.90,($993.70),($129.90),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$128.00,$0.00,$129.90,n/a,
1/5/2026 1:35 AM,22,($266.30),($33.90),n/a,n/a,$1.90,($1027.60),($33.90),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$47.50,$61.00,$94.90,n/a,
1/5/2026 2:23 AM,23,($352.20),($85.90),n/a,n/a,$1.90,($1113.50),($85.90),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$85.50,$0.00,$85.90,n/a,
1/5/2026 5:24 AM,24,($394.10),($41.90),n/a,n/a,$1.90,($1155.40),($41.90),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$40.00,$70.00,$111.90,n/a,
1/5/2026 5:58 AM,25,($506.50),($112.40),n/a,n/a,$1.90,($1267.80),($112.40),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$110.50,$12.00,$124.40,n/a,
1/5/2026 6:34 AM,26,($467.90),$38.60,n/a,n/a,$1.90,($1229.20),$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$0.50,$169.50,$130.90,n/a,
1/5/2026 6:45 AM,27,($445.80),$22.10,n/a,n/a,$1.90,($1207.10),$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$29.00,$122.00,$99.90,n/a,
1/5/2026 9:11 AM,28,($321.20),$124.60,n/a,n/a,$1.90,($1082.50),$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$66.50,$229.50,$104.90,n/a,
1/5/2026 10:44 AM,29,($252.10),$69.10,n/a,n/a,$1.90,($1013.40),$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$26.50,$193.50,$124.40,n/a,
1/5/2026 11:41 AM,30,($361.50),($109.40),n/a,n/a,$1.90,($1122.80),($109.40),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$107.50,$12.50,$121.90,n/a,
1/5/2026 12:57 PM,31,($380.40),($18.90),n/a,n/a,$1.90,($1141.70),($18.90),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$95.00,$9.50,$28.40,n/a,
1/6/2026 12:12 AM,32,($360.80),$19.60,n/a,n/a,$1.90,($1122.10),$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$0.00,$141.00,$121.40,n/a,
1/6/2026 12:58 AM,33,($293.70),$67.10,n/a,n/a,$1.90,($1055.00),$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$7.50,$168.50,$101.40,n/a,
1/6/2026 5:54 AM,34,($236.60),$57.10,n/a,n/a,$1.90,($997.90),$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$27.00,$140.50,$83.40,n/a,
1/6/2026 6:32 AM,35,($356.00),($119.40),n/a,n/a,$1.90,($1117.30),($119.40),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$131.50,$28.00,$147.40,n/a,
1/6/2026 6:42 AM,36,($454.40),($98.40),n/a,n/a,$1.90,($1215.70),($98.40),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$96.50,$14.00,$112.40,n/a,
1/6/2026 6:47 AM,37,($605.30),($150.90),n/a,n/a,$1.90,($1366.60),($150.90),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$149.00,$9.00,$159.90,n/a,
1/6/2026 7:46 AM,38,($544.20),$61.10,n/a,n/a,$1.90,($1305.50),$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$2.00,$171.50,$110.40,n/a,
1/6/2026 8:25 AM,39,($503.10),$41.10,n/a,n/a,$1.90,($1264.40),$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$17.00,$157.50,$116.40,n/a,
1/6/2026 1:00 PM,40,($239.00),$264.10,n/a,n/a,$1.90,($1000.30),$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$78.50,$271.50,$7.40,n/a,
1/7/2026 4:30 AM,41,($198.90),$40.10,n/a,n/a,$1.90,($960.20),$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$2.50,$128.50,$88.40,n/a,
1/7/2026 7:03 AM,42,($120.80),$78.10,n/a,n/a,$1.90,($882.10),$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$35.50,$214.00,$135.90,n/a,
1/7/2026 7:30 AM,43,($229.70),($108.90),n/a,n/a,$1.90,($991.00),($108.90),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$124.50,$0.00,$108.90,n/a,
1/7/2026 10:20 AM,44,($74.60),$155.10,n/a,n/a,$1.90,($835.90),$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$102.50,$262.00,$106.90,n/a,
1/7/2026 12:56 PM,45,$162.00,$236.60,n/a,n/a,$1.90,($599.30),$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$60.50,$259.50,$22.90,n/a,
1/7/2026 11:34 PM,46,$86.10,($75.90),n/a,n/a,$1.90,($675.20),($75.90),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$77.50,$26.00,$101.90,n/a,
1/8/2026 12:44 AM,47,($0.80),($86.90),n/a,n/a,$1.90,($762.10),($86.90),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$97.00,$10.00,$96.90,n/a,
1/8/2026 1:49 AM,48,($82.70),($81.90),n/a,n/a,$1.90,($844.00),($81.90),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$88.00,$0.00,$81.90,n/a,
1/8/2026 5:20 AM,49,($169.60),($86.90),n/a,n/a,$1.90,($930.90),($86.90),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$85.00,$34.00,$120.90,n/a,
1/8/2026 6:32 AM,50,($276.00),($106.40),n/a,n/a,$1.90,($1037.30),($106.40),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$104.50,$39.00,$145.40,n/a,
1/8/2026 6:49 AM,51,($130.90),$145.10,n/a,n/a,$1.90,($892.20),$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$46.00,$286.00,$140.90,n/a,
1/8/2026 6:53 AM,52,($200.30),($69.40),n/a,n/a,$1.90,($961.60),($69.40),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$115.00,$0.50,$69.90,n/a,
1/8/2026 7:07 AM,53,($218.20),($17.90),n/a,n/a,$1.90,($979.50),($17.90),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$59.00,$136.00,$153.90,n/a,
1/8/2026 7:38 AM,54,($231.60),($13.40),n/a,n/a,$1.90,($992.90),($13.40),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$33.00,$139.00,$152.40,n/a,
1/8/2026 7:43 AM,55,($345.50),($113.90),n/a,n/a,$1.90,($1106.80),($113.90),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$112.00,$29.00,$142.90,n/a,
1/8/2026 7:53 AM,56,($465.40),($119.90),n/a,n/a,$1.90,($1226.70),($119.90),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$121.50,$1.50,$121.40,n/a,
1/8/2026 8:00 AM,57,($545.80),($80.40),n/a,n/a,$1.90,($1307.10),($80.40),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$78.50,$57.00,$137.40,n/a,
1/8/2026 8:19 AM,58,($626.70),($80.90),n/a,n/a,$1.90,($1388.00),($80.90),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$129.00,$22.00,$102.90,n/a,
1/8/2026 8:23 AM,59,($678.10),($51.40),n/a,n/a,$1.90,($1439.40),($51.40),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$63.00,$4.50,$55.90,n/a,
1/8/2026 8:32 AM,60,($758.50),($80.40),n/a,n/a,$1.90,($1519.80),($80.40),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$96.50,$0.00,$80.40,n/a,
1/8/2026 8:43 AM,61,($805.40),($46.90),n/a,n/a,$1.90,($1566.70),($46.90),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$45.00,$66.00,$112.90,n/a,
1/8/2026 10:10 AM,62,($797.30),$8.10,n/a,n/a,$1.90,($1558.60),$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$28.00,$118.00,$109.90,n/a,
1/8/2026 12:12 PM,63,($807.70),($10.40),n/a,n/a,$1.90,($1569.00),($10.40),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$44.50,$102.00,$112.40,n/a,
1/8/2026 12:56 PM,64,($731.10),$76.60,n/a,n/a,$1.90,($1492.40),$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$28.00,$116.00,$39.40,n/a,
1/8/2026 6:29 PM,65,($805.50),($74.40),n/a,n/a,$1.90,($1566.80),($74.40),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$72.50,$38.00,$112.40,n/a,
1/9/2026 6:14 AM,66,($646.90),$158.60,n/a,n/a,$1.90,($1408.20),$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$65.50,$276.50,$117.90,n/a,
1/9/2026 6:38 AM,67,($570.30),$76.60,n/a,n/a,$1.90,($1331.60),$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$15.00,$229.00,$152.40,n/a,
1/9/2026 6:50 AM,68,($649.70),($79.40),n/a,n/a,$1.90,($1411.00),($79.40),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$77.50,$125.00,$204.40,n/a,
1/9/2026 6:55 AM,69,($796.60),($146.90),n/a,n/a,$1.90,($1557.90),($146.90),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$145.00,$13.00,$159.90,n/a,
1/9/2026 7:00 AM,70,($852.50),($55.90),n/a,n/a,$1.90,($1613.80),($55.90),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$148.00,$0.00,$55.90,n/a,
1/9/2026 7:01 AM,71,($881.90),($29.40),n/a,n/a,$1.90,($1643.20),($29.40),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$49.50,$0.00,$29.40,n/a,
1/9/2026 7:03 AM,72,($936.80),($54.90),n/a,n/a,$1.90,($1698.10),($54.90),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$81.50,$22.50,$77.40,n/a,
1/9/2026 7:13 AM,73,($902.70),$34.10,n/a,n/a,$1.90,($1664.00),$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$81.50,$197.00,$162.90,n/a,
1/9/2026 7:42 AM,74,($660.10),$242.60,n/a,n/a,$1.90,($1421.40),$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$9.50,$353.00,$110.40,n/a,
1/9/2026 8:02 AM,75,($657.50),$2.60,n/a,n/a,$1.90,($1418.80),$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$1.50,$113.00,$110.40,n/a,
1/9/2026 12:59 PM,76,($391.90),$265.60,n/a,n/a,$1.90,($1153.20),$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$0.50,$332.50,$66.90,n/a,
1/11/2026 11:12 PM,77,($93.30),$298.60,n/a,n/a,$1.90,($854.60),$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$0.50,$398.50,$99.90,n/a,
1/12/2026 12:21 AM,78,($171.70),($78.40),n/a,n/a,$1.90,($933.00),($78.40),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$76.50,$40.00,$118.40,n/a,
1/12/2026 1:15 AM,79,($172.60),($0.90),n/a,n/a,$1.90,($933.90),($0.90),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$10.50,$108.50,$109.40,n/a,
1/12/2026 7:38 AM,80,$206.00,$378.60,n/a,n/a,$1.90,($555.30),$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$45.50,$481.50,$102.90,n/a,
1/12/2026 8:07 AM,81,$128.10,($77.90),n/a,n/a,$1.90,($633.20),($77.90),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$81.00,$27.00,$104.90,n/a,
1/12/2026 12:56 PM,82,$227.20,$99.10,n/a,n/a,$1.90,($534.10),$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$9.50,$202.00,$102.90,n/a,
1/13/2026 2:16 AM,83,$180.30,($46.90),n/a,n/a,$1.90,($581.00),($46.90),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$45.00,$74.50,$121.40,n/a,
1/13/2026 5:32 AM,84,($99.60),($279.90),n/a,n/a,$1.90,($860.90),($279.90),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$278.00,$10.00,$289.90,n/a,
1/13/2026 5:40 AM,85,($187.50),($87.90),n/a,n/a,$1.90,($948.80),($87.90),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$86.00,$60.00,$147.90,n/a,
1/13/2026 6:41 AM,86,($267.90),($80.40),n/a,n/a,$1.90,($1029.20),($80.40),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$78.50,$76.50,$156.90,n/a,
1/13/2026 6:45 AM,87,($345.80),($77.90),n/a,n/a,$1.90,($1107.10),($77.90),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$90.00,$58.00,$135.90,n/a,
1/13/2026 7:38 AM,88,($153.20),$192.60,n/a,n/a,$1.90,($914.50),$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$56.50,$324.00,$131.40,n/a,
1/13/2026 7:44 AM,89,($240.10),($86.90),n/a,n/a,$1.90,($1001.40),($86.90),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$110.00,$0.00,$86.90,n/a,
1/13/2026 7:56 AM,90,($344.50),($104.40),n/a,n/a,$1.90,($1105.80),($104.40),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$102.50,$47.50,$151.90,n/a,
1/13/2026 9:18 AM,91,($194.40),$150.10,n/a,n/a,$1.90,($955.70),$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$57.50,$278.50,$128.40,n/a,
1/13/2026 11:55 AM,92,($16.80),$177.60,n/a,n/a,$1.90,($778.10),$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$38.50,$277.50,$99.90,n/a,
1/13/2026 12:29 PM,93,($99.70),($82.90),n/a,n/a,$1.90,($861.00),($82.90),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$90.00,$24.00,$106.90,n/a,
1/13/2026 12:56 PM,94,($223.10),($123.40),n/a,n/a,$1.90,($984.40),($123.40),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$121.50,$59.00,$182.40,n/a,
1/14/2026 4:22 AM,95,$2.50,$225.60,n/a,n/a,$1.90,($758.80),$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$16.00,$342.50,$116.90,n/a,
1/14/2026 5:50 AM,96,($45.90),($48.40),n/a,n/a,$1.90,($807.20),($48.40),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$46.50,$116.50,$164.90,n/a,
1/14/2026 6:35 AM,97,($55.80),($9.90),n/a,n/a,$1.90,($817.10),($9.90),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$62.00,$140.50,$150.40,n/a,
1/14/2026 6:38 AM,98,($129.70),($73.90),n/a,n/a,$1.90,($891.00),($73.90),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$78.50,$85.50,$159.40,n/a,
1/14/2026 7:13 AM,99,$57.90,$187.60,n/a,n/a,$1.90,($703.40),$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$29.50,$442.00,$254.40,n/a,
1/14/2026 7:30 AM,100,$55.50,($2.40),n/a,n/a,$1.90,($705.80),($2.40),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$14.00,$147.50,$149.90,n/a,
1/14/2026 8:06 AM,101,$224.10,$168.60,n/a,n/a,$1.90,($537.20),$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$25.50,$290.00,$121.40,n/a,
1/14/2026 8:37 AM,102,$210.20,($13.90),n/a,n/a,$1.90,($551.10),($13.90),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$73.50,$118.00,$131.90,n/a,
1/14/2026 9:11 AM,103,$261.80,$51.60,n/a,n/a,$1.90,($499.50),$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$51.50,$175.50,$123.90,n/a,
1/14/2026 9:20 AM,104,$166.40,($95.40),n/a,n/a,$1.90,($594.90),($95.40),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$139.50,$13.00,$108.40,n/a,
1/14/2026 9:30 AM,105,$74.00,($92.40),n/a,n/a,$1.90,($687.30),($92.40),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$96.50,$12.50,$104.90,n/a,
1/14/2026 9:53 AM,106,($24.90),($98.90),n/a,n/a,$1.90,($786.20),($98.90),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$113.50,$16.50,$115.40,n/a,
1/14/2026 10:16 AM,107,($105.30),($80.40),n/a,n/a,$1.90,($866.60),($80.40),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$82.00,$27.50,$107.90,n/a,
1/14/2026 10:34 AM,108,($183.70),($78.40),n/a,n/a,$1.90,($945.00),($78.40),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$76.50,$37.00,$115.40,n/a,
1/14/2026 10:48 AM,109,($237.60),($53.90),n/a,n/a,$1.90,($998.90),($53.90),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$56.50,$50.50,$104.40,n/a,
1/14/2026 12:03 PM,110,($224.50),$13.10,n/a,n/a,$1.90,($985.80),$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$19.00,$114.50,$101.40,n/a,
1/14/2026 12:06 PM,111,($314.40),($89.90),n/a,n/a,$1.90,($1075.70),($89.90),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$114.00,$0.00,$89.90,n/a,
1/14/2026 12:18 PM,112,($299.30),$15.10,n/a,n/a,$1.90,($1060.60),$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$0.50,$120.50,$105.40,n/a,
1/14/2026 12:56 PM,113,($440.70),($141.40),n/a,n/a,$1.90,($1202.00),($141.40),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$192.50,$21.50,$162.90,n/a,
1/14/2026 5:34 PM,114,($566.10),($125.40),n/a,n/a,$1.90,($1327.40),($125.40),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$123.50,$10.00,$135.40,n/a,
1/14/2026 5:56 PM,115,($662.50),($96.40),n/a,n/a,$1.90,($1423.80),($96.40),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$98.50,$9.50,$105.90,n/a,
1/14/2026 7:56 PM,116,($731.90),($69.40),n/a,n/a,$1.90,($1493.20),($69.40),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$75.50,$26.00,$95.40,n/a,
1/14/2026 9:32 PM,117,($816.30),($84.40),n/a,n/a,$1.90,($1577.60),($84.40),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$83.50,$30.50,$114.90,n/a,
1/15/2026 6:36 AM,118,($305.70),$510.60,n/a,n/a,$1.90,($1067.00),$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$28.00,$645.00,$134.40,n/a,
1/15/2026 6:46 AM,119,($420.10),($114.40),n/a,n/a,$1.90,($1181.40),($114.40),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$112.50,$48.00,$162.40,n/a,
1/15/2026 6:52 AM,120,($552.50),($132.40),n/a,n/a,$1.90,($1313.80),($132.40),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$139.50,$26.00,$158.40,n/a,
1/15/2026 6:56 AM,121,($634.90),($82.40),n/a,n/a,$1.90,($1396.20),($82.40),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$80.50,$63.50,$145.90,n/a,
1/15/2026 7:09 AM,122,($755.30),($120.40),n/a,n/a,$1.90,($1516.60),($120.40),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$134.00,$12.00,$132.40,n/a,
1/15/2026 7:26 AM,123,($783.70),($28.40),n/a,n/a,$1.90,($1545.00),($28.40),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$117.00,$0.00,$28.40,n/a,
1/15/2026 7:45 AM,124,($767.60),$16.10,n/a,n/a,$1.90,($1528.90),$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$34.50,$120.00,$103.90,n/a,
1/15/2026 7:59 AM,125,($757.50),$10.10,n/a,n/a,$1.90,($1518.80),$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$20.50,$130.00,$119.90,n/a,
1/15/2026 9:31 AM,126,($719.40),$38.10,n/a,n/a,$1.90,($1480.70),$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$16.00,$142.00,$103.90,n/a,
1/15/2026 10:36 AM,127,($759.80),($40.40),n/a,n/a,$1.90,($1521.10),($40.40),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$38.50,$72.00,$112.40,n/a,
1/15/2026 11:04 AM,128,($866.70),($106.90),n/a,n/a,$1.90,($1628.00),($106.90),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$105.00,$0.00,$106.90,n/a,
1/15/2026 12:56 PM,129,($566.10),$300.60,n/a,n/a,$1.90,($1327.40),$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$5.50,$352.50,$51.90,n/a,
1/16/2026 4:56 AM,130,($408.50),$157.60,n/a,n/a,$1.90,($1169.80),$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$10.50,$260.00,$102.40,n/a,
1/16/2026 6:30 AM,131,($506.40),($97.90),n/a,n/a,$1.90,($1267.70),($97.90),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$101.00,$28.50,$126.40,n/a,
1/16/2026 6:46 AM,132,($583.30),($76.90),n/a,n/a,$1.90,($1344.60),($76.90),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$91.50,$44.50,$121.40,n/a,
1/16/2026 7:57 AM,133,($245.70),$337.60,n/a,n/a,$1.90,($1007.00),$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$12.00,$476.00,$138.40,n/a,
1/16/2026 8:58 AM,134,($149.60),$96.10,n/a,n/a,$1.90,($910.90),$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$20.50,$181.00,$84.90,n/a,
1/16/2026 10:20 AM,135,($164.00),($14.40),n/a,n/a,$1.90,($925.30),($14.40),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$15.50,$107.50,$121.90,n/a,
1/16/2026 11:16 AM,136,($208.40),($44.40),n/a,n/a,$1.90,($969.70),($44.40),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$49.00,$58.50,$102.90,n/a,
1/16/2026 11:55 AM,137,($270.80),($62.40),n/a,n/a,$1.90,($1032.10),($62.40),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$62.00,$42.50,$104.90,n/a,
1/16/2026 12:56 PM,138,($303.70),($32.90),n/a,n/a,$1.90,($1065.00),($32.90),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$79.50,$0.00,$32.90,n/a,
1/18/2026 4:41 PM,139,($251.60),$52.10,n/a,n/a,$1.90,($1012.90),$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$0.50,$145.50,$93.40,n/a,
1/18/2026 5:58 PM,140,($306.00),($54.40),n/a,n/a,$1.90,($1067.30),($54.40),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$78.50,$49.50,$103.90,n/a,
1/18/2026 9:32 PM,141,($331.90),($25.90),n/a,n/a,$1.90,($1093.20),($25.90),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$47.00,$73.50,$99.40,n/a,
1/18/2026 11:07 PM,142,($423.30),($91.40),n/a,n/a,$1.90,($1184.60),($91.40),n/a,n/a,n/a,n/a,n/a,n/a,n/a,$96.00,$0.00,$91.40,n/a,
