Trade number,Instrument,Account,Strategy,Market pos.,Qty,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cum. net profit,Commission,Clearing Fee,Exchange Fee,IP Fee,NFA Fee,MAE,MFE,ETD,Bars,
149,MNQ JUN26,Backtest,ZigzagRunner,Long,1,27274.00,27372.25,4/24/2026 7:54:00 AM,4/24/2026 9:09:00 AM,LongAtLowPivot,Close position,$196.50,$1258.00,$0.00,$0.00,$0.00,$0.00,$0.00,$24.50,$288.00,$91.50,76,
150,MNQ JUN26,Backtest,ZigzagRunner,Short,1,27372.25,27400.25,4/24/2026 9:09:00 AM,4/24/2026 9:15:00 AM,ShortAtHighPivot,Close position,($56.00),$1202.00,$0.00,$0.00,$0.00,$0.00,$0.00,$58.00,$26.00,$82.00,7,
151,MNQ JUN26,Backtest,ZigzagRunner,Long,1,27400.25,27369.75,4/24/2026 9:15:00 AM,4/24/2026 9:17:00 AM,LongAtLowPivot,Close position,($61.00),$1141.00,$0.00,$0.00,$0.00,$0.00,$0.00,$67.50,$1.00,$62.00,3,
152,MNQ JUN26,Backtest,ZigzagRunner,Short,1,27369.75,27399.00,4/24/2026 9:17:00 AM,4/24/2026 9:26:00 AM,ShortAtHighPivot,Close position,($58.50),$1082.50,$0.00,$0.00,$0.00,$0.00,$0.00,$60.50,$2.00,$60.50,10,
153,MNQ JUN26,Backtest,ZigzagRunner,Long,1,27399.00,27392.75,4/24/2026 9:26:00 AM,4/24/2026 9:44:00 AM,LongAtLowPivot,Close position,($12.50),$1070.00,$0.00,$0.00,$0.00,$0.00,$0.00,$18.00,$66.00,$78.50,19,
154,MNQ JUN26,Backtest,ZigzagRunner,Short,1,27392.75,27419.00,4/24/2026 9:44:00 AM,4/24/2026 10:02:00 AM,ShortAtHighPivot,Close position,($52.50),$1017.50,$0.00,$0.00,$0.00,$0.00,$0.00,$58.00,$30.50,$83.00,19,
155,MNQ JUN26,Backtest,ZigzagRunner,Long,1,27419.00,27381.00,4/24/2026 10:02:00 AM,4/24/2026 10:23:00 AM,LongAtLowPivot,Close position,($76.00),$941.50,$0.00,$0.00,$0.00,$0.00,$0.00,$76.00,$8.00,$84.00,22,
156,MNQ JUN26,Backtest,ZigzagRunner,Short,1,27381.00,27404.50,4/24/2026 10:23:00 AM,4/24/2026 10:37:00 AM,ShortAtHighPivot,Close position,($47.00),$894.50,$0.00,$0.00,$0.00,$0.00,$0.00,$58.50,$28.00,$75.00,15,
157,MNQ JUN26,Backtest,ZigzagRunner,Long,1,27404.50,27409.50,4/24/2026 10:37:00 AM,4/24/2026 11:07:00 AM,LongAtLowPivot,Close position,$10.00,$904.50,$0.00,$0.00,$0.00,$0.00,$0.00,$23.00,$116.50,$106.50,31,
158,MNQ JUN26,Backtest,ZigzagRunner,Short,1,27409.50,27418.25,4/24/2026 11:07:00 AM,4/24/2026 11:42:00 AM,ShortAtHighPivot,Close position,($17.50),$887.00,$0.00,$0.00,$0.00,$0.00,$0.00,$35.00,$51.50,$69.00,36,
159,MNQ JUN26,Backtest,ZigzagRunner,Long,1,27418.25,27418.00,4/24/2026 11:42:00 AM,4/24/2026 12:32:00 PM,LongAtLowPivot,Close position,($0.50),$886.50,$0.00,$0.00,$0.00,$0.00,$0.00,$52.50,$72.00,$72.50,51,
160,MNQ JUN26,Backtest,ZigzagRunner,Short,1,27418.00,27440.75,4/24/2026 12:32:00 PM,4/24/2026 12:56:00 PM,ShortAtHighPivot,Close position,($45.50),$841.00,$0.00,$0.00,$0.00,$0.00,$0.00,$47.50,$28.50,$74.00,25,
161,MNQ JUN26,Backtest,ZigzagRunner,Long,1,27440.75,27440.50,4/24/2026 12:56:00 PM,4/24/2026 1:56:00 PM,LongAtLowPivot,EodExitLong,($0.50),$840.50,$0.00,$0.00,$0.00,$0.00,$0.00,$65.00,$11.50,$12.00,61,
