Time,Category,Message,
3/25/2026 6:34:39 AM,Order,Order='9192b8499c1d40c59386b8c1368bee6b/Sim101' Name='BAY_a2e9fe76' New state='Working' Instrument='MNQ JUN26' Action='Sell short' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
3/25/2026 6:34:39 AM,Order,Order='9192b8499c1d40c59386b8c1368bee6b/Sim101' Name='BAY_a2e9fe76' New state='Accepted' Instrument='MNQ JUN26' Action='Sell short' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
3/25/2026 6:34:39 AM,Order,Order='9192b8499c1d40c59386b8c1368bee6b/Sim101' Name='BAY_a2e9fe76' New state='Submitted' Instrument='MNQ JUN26' Action='Sell short' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
3/25/2026 6:34:27 AM,Position,Instrument='MNQ JUN26' Account='Sim101' Average price=0 Quantity=0 Market position=Flat Operation=Remove,
3/25/2026 6:34:27 AM,Execution,Execution='ff41cf10c1274234b9a9e44c60fba7a5' Instrument='MNQ JUN26' Account='Sim101' Exchange=Default Price=24461.5 Quantity=1 Market position=Short Operation=Operation_Add Order='c45b3dba7e6142879006367dcad423df' Time='3/25/2026 6:34 AM',
3/25/2026 6:34:27 AM,Order,Order='c45b3dba7e6142879006367dcad423df/Sim101' Name='BAY_CLOSE' New state='Filled' Instrument='MNQ JUN26' Action='Sell' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=1 Fill price=24461.5 Error='No error' Native error='',
3/25/2026 6:34:27 AM,Order,Order='c45b3dba7e6142879006367dcad423df/Sim101' Name='BAY_CLOSE' New state='Working' Instrument='MNQ JUN26' Action='Sell' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
3/25/2026 6:34:27 AM,Order,Order='c45b3dba7e6142879006367dcad423df/Sim101' Name='BAY_CLOSE' New state='Accepted' Instrument='MNQ JUN26' Action='Sell' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
3/25/2026 6:34:27 AM,Order,Order='c45b3dba7e6142879006367dcad423df/Sim101' Name='BAY_CLOSE' New state='Submitted' Instrument='MNQ JUN26' Action='Sell' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
3/25/2026 6:34:25 AM,Position,Instrument='MNQ JUN26' Account='Sim101' Average price=24461.25 Quantity=1 Market position=Long Operation=Operation_Add,
3/25/2026 6:34:25 AM,Execution,Execution='e4d38810bff540efa458d94862eb6097' Instrument='MNQ JUN26' Account='Sim101' Exchange=Default Price=24461.25 Quantity=1 Market position=Long Operation=Operation_Add Order='cb625b8e79394f9399f84da756fdf3d5' Time='3/25/2026 6:34 AM',
3/25/2026 6:34:25 AM,Order,Order='cb625b8e79394f9399f84da756fdf3d5/Sim101' Name='BAY_6801dc0a' New state='Filled' Instrument='MNQ JUN26' Action='Buy' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=1 Fill price=24461.25 Error='No error' Native error='',
3/25/2026 6:34:25 AM,Order,Order='cb625b8e79394f9399f84da756fdf3d5/Sim101' Name='BAY_6801dc0a' New state='Working' Instrument='MNQ JUN26' Action='Buy' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
3/25/2026 6:34:25 AM,Order,Order='cb625b8e79394f9399f84da756fdf3d5/Sim101' Name='BAY_6801dc0a' New state='Accepted' Instrument='MNQ JUN26' Action='Buy' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
3/25/2026 6:34:25 AM,Order,Order='cb625b8e79394f9399f84da756fdf3d5/Sim101' Name='BAY_6801dc0a' New state='Submitted' Instrument='MNQ JUN26' Action='Buy' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
3/25/2026 6:34:14 AM,Position,Instrument='MNQ JUN26' Account='Sim101' Average price=0 Quantity=0 Market position=Flat Operation=Remove,
3/25/2026 6:34:14 AM,Execution,Execution='158692ae39904217b7435ed4c878f503' Instrument='MNQ JUN26' Account='Sim101' Exchange=Default Price=24440.5 Quantity=1 Market position=Short Operation=Operation_Add Order='343b8a4e377b4a9aa387f5e2d7e535aa' Time='3/25/2026 6:34 AM',
3/25/2026 6:34:14 AM,Order,Order='343b8a4e377b4a9aa387f5e2d7e535aa/Sim101' Name='BAY_CLOSE' New state='Filled' Instrument='MNQ JUN26' Action='Sell' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=1 Fill price=24440.5 Error='No error' Native error='',
3/25/2026 6:34:14 AM,Order,Order='343b8a4e377b4a9aa387f5e2d7e535aa/Sim101' Name='BAY_CLOSE' New state='Working' Instrument='MNQ JUN26' Action='Sell' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
3/25/2026 6:34:14 AM,Order,Order='343b8a4e377b4a9aa387f5e2d7e535aa/Sim101' Name='BAY_CLOSE' New state='Accepted' Instrument='MNQ JUN26' Action='Sell' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
3/25/2026 6:34:14 AM,Order,Order='343b8a4e377b4a9aa387f5e2d7e535aa/Sim101' Name='BAY_CLOSE' New state='Submitted' Instrument='MNQ JUN26' Action='Sell' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
3/25/2026 6:34:13 AM,Position,Instrument='MNQ JUN26' Account='Sim101' Average price=24441 Quantity=1 Market position=Long Operation=Operation_Add,
3/25/2026 6:34:13 AM,Execution,Execution='66f75a8555724a07902ff8efc7bf049e' Instrument='MNQ JUN26' Account='Sim101' Exchange=Default Price=24441 Quantity=1 Market position=Long Operation=Operation_Add Order='4ca153f146394315ba68db68273d3e87' Time='3/25/2026 6:34 AM',
3/25/2026 6:34:13 AM,Order,Order='4ca153f146394315ba68db68273d3e87/Sim101' Name='BAY_0412e781' New state='Filled' Instrument='MNQ JUN26' Action='Buy' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=1 Fill price=24441 Error='No error' Native error='',
3/25/2026 6:34:13 AM,Order,Order='4ca153f146394315ba68db68273d3e87/Sim101' Name='BAY_0412e781' New state='Working' Instrument='MNQ JUN26' Action='Buy' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
3/25/2026 6:34:13 AM,Order,Order='4ca153f146394315ba68db68273d3e87/Sim101' Name='BAY_0412e781' New state='Accepted' Instrument='MNQ JUN26' Action='Buy' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
3/25/2026 6:34:13 AM,Order,Order='4ca153f146394315ba68db68273d3e87/Sim101' Name='BAY_0412e781' New state='Submitted' Instrument='MNQ JUN26' Action='Buy' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
3/25/2026 6:30:59 AM,Connection,Using HDS (hds-us-nt-004.ninjatrader.com/31655),
3/25/2026 6:30:59 AM,Connection,Time to auto close position='12:00:00 AM' Enabled=False,
3/25/2026 6:30:59 AM,Connection,Live: Primary connection=Connected Price feed=Connected,
3/25/2026 6:30:58 AM,Connection,Live: Primary connection=Connecting Price feed=Connecting,
3/25/2026 6:29:31 AM,Default,Restoring workspace 'Bayesian Brian'...,
3/25/2026 6:29:30 AM,Default,Auto close enabled=False,
3/25/2026 6:29:30 AM,Order,Order entry hot keys disabled,
3/25/2026 6:29:30 AM,Default,Automated trading disabled,
3/25/2026 6:29:30 AM,Connection,Using IS (is-us-nt-006.ninjatrader.com/31658),
3/25/2026 6:29:28 AM,Default,Global simulation mode disabled,
3/25/2026 6:29:12 AM,Default,Session Break (Version 8.1.6.3),
3/25/2026 6:28:12 AM,Default,Unable to clear out cache data,
3/25/2026 6:28:11 AM,Default,Workspace Bayesian Brian saved,
3/25/2026 6:28:02 AM,Connection,Live: Primary connection=Disconnected Price feed=Disconnected,
3/25/2026 6:28:01 AM,Connection,Live: Primary connection=Disconnecting Price feed=Disconnecting,
3/25/2026 6:23:17 AM,Connection,Using HDS (hds-us-nt-015.ninjatrader.com/31655),
3/25/2026 6:23:17 AM,Connection,Time to auto close position='12:00:00 AM' Enabled=False,
3/25/2026 6:23:17 AM,Connection,Live: Primary connection=Connected Price feed=Connected,
3/25/2026 6:23:16 AM,Connection,Live: Primary connection=Connecting Price feed=Connecting,
3/25/2026 6:23:11 AM,Connection,Live: Primary connection=Disconnected Price feed=Disconnected,
3/25/2026 6:23:09 AM,Connection,Live: Primary connection=Disconnecting Price feed=Disconnecting,
3/25/2026 6:16:23 AM,Position,Instrument='MNQ JUN26' Account='Sim101' Average price=0 Quantity=0 Market position=Flat Operation=Remove,
3/25/2026 6:16:23 AM,Order,Order='cd59becfe5434a0ba0fb267ef56add72/Sim101' Name='Close' New state='Filled' Instrument='MNQ JUN26' Action='Buy to cover' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=DAY Oco='' Filled=1 Fill price=24440.5 Error='No error' Native error='',
3/25/2026 6:16:23 AM,Execution,Execution='4ee1e76322e4414e8231f685f414bf96' Instrument='MNQ JUN26' Account='Sim101' Exchange=Default Price=24440.5 Quantity=1 Market position=Long Operation=Operation_Add Order='cd59becfe5434a0ba0fb267ef56add72' Time='3/25/2026 6:16 AM',
3/25/2026 6:16:23 AM,Order,Order='cd59becfe5434a0ba0fb267ef56add72/Sim101' Name='Close' New state='Accepted' Instrument='MNQ JUN26' Action='Buy to cover' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
3/25/2026 6:16:23 AM,Order,Order='cd59becfe5434a0ba0fb267ef56add72/Sim101' Name='Close' New state='Working' Instrument='MNQ JUN26' Action='Buy to cover' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
3/25/2026 6:16:23 AM,Order,Order='cd59becfe5434a0ba0fb267ef56add72/Sim101' Name='Close' New state='Submitted' Instrument='MNQ JUN26' Action='Buy to cover' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
3/25/2026 6:16:23 AM,Default,Chart Trader close position,
3/25/2026 6:13:43 AM,Position,Instrument='MNQ JUN26' Account='Sim101' Average price=24441.5 Quantity=1 Market position=Short Operation=Operation_Add,
3/25/2026 6:13:43 AM,Execution,Execution='fa190a4358594130bf6fd46deba478c6' Instrument='MNQ JUN26' Account='Sim101' Exchange=Default Price=24441.5 Quantity=1 Market position=Short Operation=Operation_Add Order='8fc5de0589a349bab121ec3abf78ec6c' Time='3/25/2026 6:13 AM',
3/25/2026 6:13:43 AM,Order,Order='8fc5de0589a349bab121ec3abf78ec6c/Sim101' Name='' New state='Filled' Instrument='MNQ JUN26' Action='Sell' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=DAY Oco='' Filled=1 Fill price=24441.5 Error='No error' Native error='',
3/25/2026 6:13:43 AM,Order,Order='8fc5de0589a349bab121ec3abf78ec6c/Sim101' Name='' New state='Accepted' Instrument='MNQ JUN26' Action='Sell' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
3/25/2026 6:13:43 AM,Order,Order='8fc5de0589a349bab121ec3abf78ec6c/Sim101' Name='' New state='Working' Instrument='MNQ JUN26' Action='Sell' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
3/25/2026 6:13:43 AM,Order,Order='8fc5de0589a349bab121ec3abf78ec6c/Sim101' Name='' New state='Submitted' Instrument='MNQ JUN26' Action='Sell' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
3/25/2026 6:13:43 AM,Order,Chart Trader submitting order without strategy,
3/25/2026 6:02:22 AM,Connection,Using HDS (hds-us-nt-007.ninjatrader.com/31655),
3/25/2026 6:02:22 AM,Connection,Time to auto close position='12:00:00 AM' Enabled=False,
3/25/2026 6:02:22 AM,Connection,Live: Primary connection=Connected Price feed=Connected,
3/25/2026 6:02:21 AM,Connection,Live: Primary connection=Connecting Price feed=Connecting,
3/25/2026 6:02:19 AM,Connection,Simulation: Primary connection=Disconnected Price feed=Disconnected,
3/25/2026 6:02:17 AM,Connection,Simulation: Primary connection=Disconnecting Price feed=Disconnecting,
3/25/2026 6:02:00 AM,Connection,Simulation: Primary connection=Connecting Price feed=Connecting,
3/25/2026 6:01:55 AM,Connection,Live: Primary connection=Disconnected Price feed=Disconnected,
3/25/2026 6:01:54 AM,Connection,Live: Primary connection=Disconnecting Price feed=Disconnecting,
3/25/2026 6:01:19 AM,Connection,Using HDS (hds-us-nt-017.ninjatrader.com/31655),
3/25/2026 6:01:19 AM,Connection,Time to auto close position='12:00:00 AM' Enabled=False,
3/25/2026 6:01:19 AM,Connection,Live: Primary connection=Connected Price feed=Connected,
3/25/2026 6:01:18 AM,Connection,Live: Primary connection=Connecting Price feed=Connecting,
3/25/2026 6:01:10 AM,Connection,Simulation: Primary connection=Disconnected Price feed=Disconnected,
3/25/2026 6:01:08 AM,Connection,Simulation: Primary connection=Disconnecting Price feed=Disconnecting,
3/25/2026 6:00:18 AM,Connection,Simulation: Primary connection=Connecting Price feed=Connecting,
3/25/2026 5:59:48 AM,Default,Restoring workspace 'Bayesian Brian'...,
3/25/2026 5:59:47 AM,Default,Auto close enabled=False,
3/25/2026 5:59:47 AM,Order,Order entry hot keys disabled,
3/25/2026 5:59:47 AM,Default,Automated trading disabled,
3/25/2026 5:59:47 AM,Connection,Using IS (is-us-nt-005.ninjatrader.com/31658),
3/25/2026 5:59:44 AM,Default,Global simulation mode disabled,
3/25/2026 5:59:28 AM,Default,Session Break (Version 8.1.6.3),
3/25/2026 5:36:52 AM,Default,Unable to clear out cache data,
3/25/2026 5:36:51 AM,Connection,Simulation: Primary connection=Disconnected Price feed=Disconnected,
3/25/2026 5:36:50 AM,Connection,Simulation: Primary connection=Disconnecting Price feed=Disconnecting,
3/25/2026 5:36:50 AM,Default,Workspace Bayesian Brian saved,
3/25/2026 5:35:20 AM,Connection,Simulation: Primary connection=Connecting Price feed=Connecting,
3/25/2026 5:35:09 AM,Connection,Playback: Primary connection=Disconnected Price feed=Disconnected,
3/25/2026 5:35:09 AM,Connection,Playback: Primary connection=Disconnecting Price feed=Disconnecting,
3/25/2026 5:34:47 AM,Connection,Simulation account 'Playback101' reset,
3/25/2026 5:34:47 AM,Connection,Playback: Primary connection=Connected Price feed=Connected,
3/25/2026 5:34:47 AM,Connection,Time to auto close position='12:00:00 AM' Enabled=False,
3/25/2026 5:34:47 AM,Connection,Using HDS (hds-us-nt-016.ninjatrader.com/31655),
3/25/2026 5:34:47 AM,Connection,Playback: Primary connection=Connecting Price feed=Connecting,
3/25/2026 5:34:32 AM,Default,Unhandled exception: Access to the path 'C:\Users\reyse\OneDrive\Documents\NinjaTrader 8\db\tick\MNQ 06-26' is denied.,
3/25/2026 5:33:39 AM,Connection,Simulation: Primary connection=Disconnected Price feed=Disconnected,
3/25/2026 5:33:37 AM,Connection,Simulation: Primary connection=Disconnecting Price feed=Disconnecting,
3/25/2026 5:31:44 AM,Connection,Simulation: Primary connection=Connecting Price feed=Connecting,
