Trade number,Instrument,Account,Strategy,Market pos.,Qty,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cum. net profit,Commission,Clearing Fee,Exchange Fee,IP Fee,NFA Fee,MAE,MFE,ETD,Bars,
249,MNQ JUN26,Playback101,ZigzagRunner,Long,1,23807.50,23825.50,4/1/2026 11:58:01 PM,4/2/2026 1:22:01 AM,PivotExitShort,ShortAtHighPivot,$36.00,$980.50,$0.00,$0.00,$0.00,$0.00,$0.00,$36.00,$36.00,$0.00,85,
250,MNQ JUN26,Playback101,ZigzagRunner,Short,1,23825.50,23726.75,4/2/2026 1:22:01 AM,4/2/2026 5:24:01 AM,PivotExitLong,LongAtLowPivot,$197.50,$1178.00,$0.00,$0.00,$0.00,$0.00,$0.00,$197.50,$197.50,$0.00,243,
251,MNQ JUN26,Playback101,ZigzagRunner,Long,1,23726.75,23741.00,4/2/2026 5:24:01 AM,4/2/2026 6:36:01 AM,PivotExitShort,ShortAtHighPivot,$28.50,$1206.50,$0.00,$0.00,$0.00,$0.00,$0.00,$28.50,$28.50,$0.00,73,
252,MNQ JUN26,Playback101,ZigzagRunner,Short,1,23741.00,23744.50,4/2/2026 6:36:01 AM,4/2/2026 6:46:01 AM,PivotExitLong,LongAtLowPivot,($7.00),$1199.50,$0.00,$0.00,$0.00,$0.00,$0.00,$7.00,$7.00,$14.00,11,
253,MNQ JUN26,Playback101,ZigzagRunner,Long,1,23744.50,23946.50,4/2/2026 6:46:01 AM,4/2/2026 7:27:01 AM,PivotExitShort,ShortAtHighPivot,$404.00,$1603.50,$0.00,$0.00,$0.00,$0.00,$0.00,$404.00,$404.00,$0.00,42,
254,MNQ JUN26,Playback101,ZigzagRunner,Short,1,23946.50,24023.25,4/2/2026 7:27:01 AM,4/2/2026 7:34:01 AM,PivotExitLong,LongAtLowPivot,($153.50),$1450.00,$0.00,$0.00,$0.00,$0.00,$0.00,$153.50,$153.50,$307.00,8,
255,MNQ JUN26,Playback101,ZigzagRunner,Long,1,24023.25,24156.00,4/2/2026 7:34:01 AM,4/2/2026 7:39:00 AM,PivotExitShort,ShortAtHighPivot,$265.50,$1715.50,$0.00,$0.00,$0.00,$0.00,$0.00,$265.50,$265.50,$0.00,6,
256,MNQ JUN26,Playback101,ZigzagRunner,Short,1,24156.00,24209.50,4/2/2026 7:39:00 AM,4/2/2026 7:40:01 AM,PivotExitLong,LongAtLowPivot,($107.00),$1608.50,$0.00,$0.00,$0.00,$0.00,$0.00,$107.00,$107.00,$214.00,2,
257,MNQ JUN26,Playback101,ZigzagRunner,Long,1,24209.50,24147.25,4/2/2026 7:40:01 AM,4/2/2026 7:41:01 AM,PivotExitShort,ShortAtHighPivot,($124.50),$1484.00,$0.00,$0.00,$0.00,$0.00,$0.00,$124.50,$124.50,$249.00,2,
258,MNQ JUN26,Playback101,ZigzagRunner,Short,1,24147.25,24198.50,4/2/2026 7:41:01 AM,4/2/2026 7:45:01 AM,PivotExitLong,LongAtLowPivot,($102.50),$1381.50,$0.00,$0.00,$0.00,$0.00,$0.00,$102.50,$102.50,$205.00,5,
259,MNQ JUN26,Playback101,ZigzagRunner,Long,1,24198.50,24149.00,4/2/2026 7:45:01 AM,4/2/2026 7:49:01 AM,PivotExitShort,ShortAtHighPivot,($99.00),$1282.50,$0.00,$0.00,$0.00,$0.00,$0.00,$99.00,$99.00,$198.00,5,
260,MNQ JUN26,Playback101,ZigzagRunner,Short,1,24149.00,24171.00,4/2/2026 7:49:01 AM,4/2/2026 7:56:00 AM,PivotExitLong,LongAtLowPivot,($44.00),$1238.50,$0.00,$0.00,$0.00,$0.00,$0.00,$44.00,$44.00,$88.00,8,
261,MNQ JUN26,Playback101,ZigzagRunner,Long,1,24171.00,24131.50,4/2/2026 7:56:00 AM,4/2/2026 8:01:01 AM,PivotExitShort,ShortAtHighPivot,($79.00),$1159.50,$0.00,$0.00,$0.00,$0.00,$0.00,$79.00,$79.00,$158.00,6,
262,MNQ JUN26,Playback101,ZigzagRunner,Short,1,24131.50,24164.00,4/2/2026 8:01:01 AM,4/2/2026 8:05:01 AM,PivotExitLong,LongAtLowPivot,($65.00),$1094.50,$0.00,$0.00,$0.00,$0.00,$0.00,$65.00,$65.00,$130.00,5,
263,MNQ JUN26,Playback101,ZigzagRunner,Long,1,24164.00,24145.75,4/2/2026 8:05:01 AM,4/2/2026 8:21:01 AM,PivotExitShort,ShortAtHighPivot,($36.50),$1058.00,$0.00,$0.00,$0.00,$0.00,$0.00,$36.50,$36.50,$73.00,17,
264,MNQ JUN26,Playback101,ZigzagRunner,Short,1,24145.75,24193.75,4/2/2026 8:21:01 AM,4/2/2026 8:28:01 AM,PivotExitLong,LongAtLowPivot,($96.00),$962.00,$0.00,$0.00,$0.00,$0.00,$0.00,$96.00,$96.00,$192.00,8,
265,MNQ JUN26,Playback101,ZigzagRunner,Long,1,24193.75,24143.25,4/2/2026 8:28:01 AM,4/2/2026 8:34:01 AM,PivotExitShort,ShortAtHighPivot,($101.00),$861.00,$0.00,$0.00,$0.00,$0.00,$0.00,$101.00,$101.00,$202.00,7,
266,MNQ JUN26,Playback101,ZigzagRunner,Short,1,24143.25,24196.50,4/2/2026 8:34:01 AM,4/2/2026 8:38:01 AM,PivotExitLong,LongAtLowPivot,($106.50),$754.50,$0.00,$0.00,$0.00,$0.00,$0.00,$106.50,$106.50,$213.00,5,
267,MNQ JUN26,Playback101,ZigzagRunner,Long,1,24196.50,24147.50,4/2/2026 8:38:01 AM,4/2/2026 8:49:01 AM,PivotExitShort,ShortAtHighPivot,($98.00),$656.50,$0.00,$0.00,$0.00,$0.00,$0.00,$98.00,$98.00,$196.00,12,
268,MNQ JUN26,Playback101,ZigzagRunner,Short,1,24147.50,24155.50,4/2/2026 8:49:01 AM,4/2/2026 8:56:01 AM,PivotExitLong,LongAtLowPivot,($16.00),$640.50,$0.00,$0.00,$0.00,$0.00,$0.00,$16.00,$16.00,$32.00,8,
269,MNQ JUN26,Playback101,ZigzagRunner,Long,1,24155.50,24107.75,4/2/2026 8:56:01 AM,4/2/2026 9:08:01 AM,PivotExitShort,ShortAtHighPivot,($95.50),$545.00,$0.00,$0.00,$0.00,$0.00,$0.00,$95.50,$95.50,$191.00,13,
270,MNQ JUN26,Playback101,ZigzagRunner,Short,1,24107.75,24119.75,4/2/2026 9:08:01 AM,4/2/2026 9:33:01 AM,PivotExitLong,LongAtLowPivot,($24.00),$521.00,$0.00,$0.00,$0.00,$0.00,$0.00,$24.00,$24.00,$48.00,26,
271,MNQ JUN26,Playback101,ZigzagRunner,Long,1,24119.75,24101.50,4/2/2026 9:33:01 AM,4/2/2026 10:01:01 AM,PivotExitShort,ShortAtHighPivot,($36.50),$484.50,$0.00,$0.00,$0.00,$0.00,$0.00,$36.50,$36.50,$73.00,29,
272,MNQ JUN26,Playback101,ZigzagRunner,Short,1,24101.50,24158.50,4/2/2026 10:01:01 AM,4/2/2026 10:15:01 AM,PivotExitLong,LongAtLowPivot,($114.00),$370.50,$0.00,$0.00,$0.00,$0.00,$0.00,$114.00,$114.00,$228.00,15,
273,MNQ JUN26,Playback101,ZigzagRunner,Long,1,24158.50,24119.50,4/2/2026 10:15:01 AM,4/2/2026 10:46:01 AM,PivotExitShort,ShortAtHighPivot,($78.00),$292.50,$0.00,$0.00,$0.00,$0.00,$0.00,$78.00,$78.00,$156.00,32,
274,MNQ JUN26,Playback101,ZigzagRunner,Short,1,24119.50,24137.25,4/2/2026 10:46:01 AM,4/2/2026 11:06:01 AM,PivotExitLong,LongAtLowPivot,($35.50),$257.00,$0.00,$0.00,$0.00,$0.00,$0.00,$35.50,$35.50,$71.00,21,
275,MNQ JUN26,Playback101,ZigzagRunner,Long,1,24137.25,24211.00,4/2/2026 11:06:01 AM,4/2/2026 1:55:01 PM,PivotExitShort,EodExitLong,$147.50,$404.50,$0.00,$0.00,$0.00,$0.00,$0.00,$147.50,$147.50,$0.00,170,
276,MNQ JUN26,Playback101,ZigzagRunner,Short,1,24197.25,24165.00,4/2/2026 6:59:01 PM,4/3/2026 5:03:01 AM,ShortAtHighPivot,LongAtLowPivot,$64.50,$469.00,$0.00,$0.00,$0.00,$0.00,$0.00,$16.50,$167.00,$102.50,605,
277,MNQ JUN26,Playback101,ZigzagRunner,Long,1,24165.00,24151.25,4/3/2026 5:03:01 AM,4/3/2026 5:36:01 AM,PivotExitShort,ShortAtHighPivot,($27.50),$441.50,$0.00,$0.00,$0.00,$0.00,$0.00,$27.50,$27.50,$55.00,34,
278,MNQ JUN26,Playback101,ZigzagRunner,Short,1,24151.25,24130.00,4/3/2026 5:36:01 AM,4/3/2026 6:14:31 AM,PivotExitLong,Exit on session close,$42.50,$484.00,$0.00,$0.00,$0.00,$0.00,$0.00,$42.50,$42.50,$0.00,39,
279,MNQ JUN26,Playback101,ZigzagRunner,Long,1,24151.75,24266.00,4/5/2026 5:02:01 PM,4/5/2026 7:41:01 PM,LongAtLowPivot,ShortAtHighPivot,$228.50,$712.50,$0.00,$0.00,$0.00,$0.00,$0.00,$32.50,$349.50,$121.00,160,
280,MNQ JUN26,Playback101,ZigzagRunner,Short,1,24266.00,24210.25,4/5/2026 7:41:01 PM,4/5/2026 8:47:01 PM,PivotExitLong,LongAtLowPivot,$111.50,$824.00,$0.00,$0.00,$0.00,$0.00,$0.00,$111.50,$111.50,$0.00,67,
281,MNQ JUN26,Playback101,ZigzagRunner,Long,1,24210.25,24215.00,4/5/2026 8:47:01 PM,4/5/2026 10:49:01 PM,PivotExitShort,ShortAtHighPivot,$9.50,$833.50,$0.00,$0.00,$0.00,$0.00,$0.00,$9.50,$9.50,$0.00,123,
282,MNQ JUN26,Playback101,ZigzagRunner,Short,1,24215.00,24269.00,4/5/2026 10:49:01 PM,4/5/2026 11:13:01 PM,PivotExitLong,LongAtLowPivot,($108.00),$725.50,$0.00,$0.00,$0.00,$0.00,$0.00,$108.00,$108.00,$216.00,25,
283,MNQ JUN26,Playback101,ZigzagRunner,Long,1,24269.00,24222.25,4/5/2026 11:13:01 PM,4/5/2026 11:31:01 PM,PivotExitShort,ShortAtHighPivot,($93.50),$632.00,$0.00,$0.00,$0.00,$0.00,$0.00,$93.50,$93.50,$187.00,19,
284,MNQ JUN26,Playback101,ZigzagRunner,Short,1,24222.25,24280.25,4/5/2026 11:31:01 PM,4/5/2026 11:52:01 PM,PivotExitLong,LongAtLowPivot,($116.00),$516.00,$0.00,$0.00,$0.00,$0.00,$0.00,$116.00,$116.00,$232.00,22,
285,MNQ JUN26,Playback101,ZigzagRunner,Long,1,24280.25,24229.75,4/5/2026 11:52:01 PM,4/6/2026 12:07:01 AM,PivotExitShort,ShortAtHighPivot,($101.00),$415.00,$0.00,$0.00,$0.00,$0.00,$0.00,$101.00,$101.00,$202.00,16,
286,MNQ JUN26,Playback101,ZigzagRunner,Short,1,24229.75,24268.00,4/6/2026 12:07:01 AM,4/6/2026 12:37:01 AM,PivotExitLong,LongAtLowPivot,($76.50),$338.50,$0.00,$0.00,$0.00,$0.00,$0.00,$76.50,$76.50,$153.00,31,
287,MNQ JUN26,Playback101,ZigzagRunner,Long,1,24268.00,24342.75,4/6/2026 12:37:01 AM,4/6/2026 2:57:01 AM,PivotExitShort,ShortAtHighPivot,$149.50,$488.00,$0.00,$0.00,$0.00,$0.00,$0.00,$149.50,$149.50,$0.00,141,
288,MNQ JUN26,Playback101,ZigzagRunner,Short,1,24342.75,24325.50,4/6/2026 2:57:01 AM,4/6/2026 6:31:01 AM,PivotExitLong,LongAtLowPivot,$34.50,$522.50,$0.00,$0.00,$0.00,$0.00,$0.00,$34.50,$34.50,$0.00,215,
289,MNQ JUN26,Playback101,ZigzagRunner,Long,1,24325.50,24253.25,4/6/2026 6:31:01 AM,4/6/2026 6:37:01 AM,PivotExitShort,ShortAtHighPivot,($144.50),$378.00,$0.00,$0.00,$0.00,$0.00,$0.00,$144.50,$144.50,$289.00,7,
290,MNQ JUN26,Playback101,ZigzagRunner,Short,1,24253.25,24316.75,4/6/2026 6:37:01 AM,4/6/2026 6:42:01 AM,PivotExitLong,LongAtLowPivot,($127.00),$251.00,$0.00,$0.00,$0.00,$0.00,$0.00,$127.00,$127.00,$254.00,6,
291,MNQ JUN26,Playback101,ZigzagRunner,Long,1,24316.75,24352.25,4/6/2026 6:42:01 AM,4/6/2026 7:02:01 AM,PivotExitShort,ShortAtHighPivot,$71.00,$322.00,$0.00,$0.00,$0.00,$0.00,$0.00,$71.00,$71.00,$0.00,21,
292,MNQ JUN26,Playback101,ZigzagRunner,Short,1,24352.25,24334.50,4/6/2026 7:02:01 AM,4/6/2026 7:14:01 AM,PivotExitLong,LongAtLowPivot,$35.50,$357.50,$0.00,$0.00,$0.00,$0.00,$0.00,$35.50,$35.50,$0.00,13,
293,MNQ JUN26,Playback101,ZigzagRunner,Long,1,24334.50,24302.25,4/6/2026 7:14:01 AM,4/6/2026 7:39:01 AM,PivotExitShort,ShortAtHighPivot,($64.50),$293.00,$0.00,$0.00,$0.00,$0.00,$0.00,$64.50,$64.50,$129.00,26,
294,MNQ JUN26,Playback101,ZigzagRunner,Short,1,24302.25,24323.75,4/6/2026 7:39:01 AM,4/6/2026 7:59:01 AM,PivotExitLong,LongAtLowPivot,($43.00),$250.00,$0.00,$0.00,$0.00,$0.00,$0.00,$43.00,$43.00,$86.00,21,
295,MNQ JUN26,Playback101,ZigzagRunner,Long,1,24323.75,24277.75,4/6/2026 7:59:01 AM,4/6/2026 8:26:01 AM,PivotExitShort,ShortAtHighPivot,($92.00),$158.00,$0.00,$0.00,$0.00,$0.00,$0.00,$92.00,$92.00,$184.00,28,
296,MNQ JUN26,Playback101,ZigzagRunner,Short,1,24277.75,24322.75,4/6/2026 8:26:01 AM,4/6/2026 8:51:01 AM,PivotExitLong,LongAtLowPivot,($90.00),$68.00,$0.00,$0.00,$0.00,$0.00,$0.00,$90.00,$90.00,$180.00,26,
297,MNQ JUN26,Playback101,ZigzagRunner,Long,1,24322.75,24281.50,4/6/2026 8:51:01 AM,4/6/2026 10:02:01 AM,PivotExitShort,ShortAtHighPivot,($82.50),($14.50),$0.00,$0.00,$0.00,$0.00,$0.00,$82.50,$82.50,$165.00,72,
298,MNQ JUN26,Playback101,ZigzagRunner,Short,1,24281.50,24268.75,4/6/2026 10:02:01 AM,4/6/2026 10:23:01 AM,PivotExitLong,LongAtLowPivot,$25.50,$11.00,$0.00,$0.00,$0.00,$0.00,$0.00,$25.50,$25.50,$0.00,22,
299,MNQ JUN26,Playback101,ZigzagRunner,Long,1,24268.75,24262.25,4/6/2026 10:23:01 AM,4/6/2026 10:58:01 AM,PivotExitShort,ShortAtHighPivot,($13.00),($2.00),$0.00,$0.00,$0.00,$0.00,$0.00,$13.00,$13.00,$26.00,36,
300,MNQ JUN26,Playback101,ZigzagRunner,Short,1,24262.25,24299.25,4/6/2026 10:58:01 AM,4/6/2026 11:11:01 AM,PivotExitLong,LongAtLowPivot,($74.00),($76.00),$0.00,$0.00,$0.00,$0.00,$0.00,$74.00,$74.00,$148.00,14,
301,MNQ JUN26,Playback101,ZigzagRunner,Long,1,24299.25,24341.75,4/6/2026 11:11:01 AM,4/6/2026 1:55:00 PM,PivotExitShort,EodExitLong,$85.00,$9.00,$0.00,$0.00,$0.00,$0.00,$0.00,$85.00,$85.00,$0.00,165,
302,MNQ JUN26,Playback101,ZigzagRunner,Short,1,24289.75,24336.25,4/6/2026 5:00:01 PM,4/6/2026 5:16:01 PM,ShortAtHighPivot,LongAtLowPivot,($93.00),($84.00),$0.00,$0.00,$0.00,$0.00,$0.00,$103.50,$23.50,$116.50,17,
303,MNQ JUN26,Playback101,ZigzagRunner,Long,1,24336.25,24302.00,4/6/2026 5:16:01 PM,4/6/2026 5:37:01 PM,PivotExitShort,ShortAtHighPivot,($68.50),($152.50),$0.00,$0.00,$0.00,$0.00,$0.00,$68.50,$68.50,$137.00,22,
304,MNQ JUN26,Playback101,ZigzagRunner,Short,1,24302.00,24207.50,4/6/2026 5:37:01 PM,4/6/2026 7:40:01 PM,PivotExitLong,LongAtLowPivot,$189.00,$36.50,$0.00,$0.00,$0.00,$0.00,$0.00,$189.00,$189.00,$0.00,124,
305,MNQ JUN26,Playback101,ZigzagRunner,Long,1,24207.50,24275.00,4/6/2026 7:40:01 PM,4/7/2026 1:05:01 AM,PivotExitShort,ShortAtHighPivot,$135.00,$171.50,$0.00,$0.00,$0.00,$0.00,$0.00,$135.00,$135.00,$0.00,326,
306,MNQ JUN26,Playback101,ZigzagRunner,Short,1,24275.00,24330.00,4/7/2026 1:05:01 AM,4/7/2026 1:16:01 AM,PivotExitLong,LongAtLowPivot,($110.00),$61.50,$0.00,$0.00,$0.00,$0.00,$0.00,$110.00,$110.00,$220.00,12,
307,MNQ JUN26,Playback101,ZigzagRunner,Long,1,24330.00,24357.75,4/7/2026 1:16:01 AM,4/7/2026 3:10:01 AM,PivotExitShort,ShortAtHighPivot,$55.50,$117.00,$0.00,$0.00,$0.00,$0.00,$0.00,$55.50,$55.50,$0.00,115,
308,MNQ JUN26,Playback101,ZigzagRunner,Short,1,24357.75,24243.25,4/7/2026 3:10:01 AM,4/7/2026 4:19:01 AM,PivotExitLong,LongAtLowPivot,$229.00,$346.00,$0.00,$0.00,$0.00,$0.00,$0.00,$229.00,$229.00,$0.00,70,
309,MNQ JUN26,Playback101,ZigzagRunner,Long,1,24243.25,24204.25,4/7/2026 4:19:01 AM,4/7/2026 4:34:01 AM,PivotExitShort,ShortAtHighPivot,($78.00),$268.00,$0.00,$0.00,$0.00,$0.00,$0.00,$78.00,$78.00,$156.00,16,
310,MNQ JUN26,Playback101,ZigzagRunner,Short,1,24204.25,24207.50,4/7/2026 4:34:01 AM,4/7/2026 5:19:01 AM,PivotExitLong,LongAtLowPivot,($6.50),$261.50,$0.00,$0.00,$0.00,$0.00,$0.00,$6.50,$6.50,$13.00,46,
311,MNQ JUN26,Playback101,ZigzagRunner,Long,1,24207.50,24186.25,4/7/2026 5:19:01 AM,4/7/2026 5:49:01 AM,PivotExitShort,ShortAtHighPivot,($42.50),$219.00,$0.00,$0.00,$0.00,$0.00,$0.00,$42.50,$42.50,$85.00,31,
312,MNQ JUN26,Playback101,ZigzagRunner,Short,1,24186.25,24253.50,4/7/2026 5:49:01 AM,4/7/2026 5:56:01 AM,PivotExitLong,LongAtLowPivot,($134.50),$84.50,$0.00,$0.00,$0.00,$0.00,$0.00,$134.50,$134.50,$269.00,8,
313,MNQ JUN26,Playback101,ZigzagRunner,Long,1,24253.50,24206.25,4/7/2026 5:56:01 AM,4/7/2026 6:01:01 AM,PivotExitShort,ShortAtHighPivot,($94.50),($10.00),$0.00,$0.00,$0.00,$0.00,$0.00,$94.50,$94.50,$189.00,6,
314,MNQ JUN26,Playback101,ZigzagRunner,Short,1,24206.25,24050.00,4/7/2026 6:01:01 AM,4/7/2026 7:17:01 AM,PivotExitLong,LongAtLowPivot,$312.50,$302.50,$0.00,$0.00,$0.00,$0.00,$0.00,$312.50,$312.50,$0.00,77,
315,MNQ JUN26,Playback101,ZigzagRunner,Long,1,24050.00,24083.50,4/7/2026 7:17:01 AM,4/7/2026 7:41:01 AM,PivotExitShort,ShortAtHighPivot,$67.00,$369.50,$0.00,$0.00,$0.00,$0.00,$0.00,$67.00,$67.00,$0.00,25,
316,MNQ JUN26,Playback101,ZigzagRunner,Short,1,24083.50,24009.25,4/7/2026 7:41:01 AM,4/7/2026 8:12:01 AM,PivotExitLong,LongAtLowPivot,$148.50,$518.00,$0.00,$0.00,$0.00,$0.00,$0.00,$148.50,$148.50,$0.00,32,
317,MNQ JUN26,Playback101,ZigzagRunner,Long,1,24009.25,24174.25,4/7/2026 8:12:01 AM,4/7/2026 10:21:01 AM,PivotExitShort,ShortAtHighPivot,$330.00,$848.00,$0.00,$0.00,$0.00,$0.00,$0.00,$330.00,$330.00,$0.00,130,
318,MNQ JUN26,Playback101,ZigzagRunner,Short,1,24174.25,24230.25,4/7/2026 10:21:01 AM,4/7/2026 10:35:01 AM,PivotExitLong,LongAtLowPivot,($112.00),$736.00,$0.00,$0.00,$0.00,$0.00,$0.00,$112.00,$112.00,$224.00,15,
319,MNQ JUN26,Playback101,ZigzagRunner,Long,1,24230.25,24219.75,4/7/2026 10:35:01 AM,4/7/2026 10:46:01 AM,PivotExitShort,ShortAtHighPivot,($21.00),$715.00,$0.00,$0.00,$0.00,$0.00,$0.00,$21.00,$21.00,$42.00,12,
320,MNQ JUN26,Playback101,ZigzagRunner,Short,1,24219.75,24135.75,4/7/2026 10:46:01 AM,4/7/2026 12:15:01 PM,PivotExitLong,LongAtLowPivot,$168.00,$883.00,$0.00,$0.00,$0.00,$0.00,$0.00,$168.00,$168.00,$0.00,90,
321,MNQ JUN26,Playback101,ZigzagRunner,Long,1,24135.75,24207.00,4/7/2026 12:15:01 PM,4/7/2026 12:24:01 PM,PivotExitShort,ShortAtHighPivot,$142.50,$1025.50,$0.00,$0.00,$0.00,$0.00,$0.00,$142.50,$142.50,$0.00,10,
322,MNQ JUN26,Playback101,ZigzagRunner,Short,1,24207.00,24316.75,4/7/2026 12:24:01 PM,4/7/2026 12:46:01 PM,PivotExitLong,LongAtLowPivot,($219.50),$806.00,$0.00,$0.00,$0.00,$0.00,$0.00,$219.50,$219.50,$439.00,23,
323,MNQ JUN26,Playback101,ZigzagRunner,Long,1,24316.75,24402.00,4/7/2026 12:46:01 PM,4/7/2026 1:55:01 PM,PivotExitShort,EodExitLong,$170.50,$976.50,$0.00,$0.00,$0.00,$0.00,$0.00,$170.50,$170.50,$0.00,70,
324,MNQ JUN26,Playback101,ZigzagRunner,Short,1,25020.75,25076.75,4/7/2026 5:34:01 PM,4/7/2026 5:47:01 PM,ShortAtHighPivot,LongAtLowPivot,($112.00),$864.50,$0.00,$0.00,$0.00,$0.00,$0.00,$112.00,$28.00,$140.00,14,
325,MNQ JUN26,Playback101,ZigzagRunner,Long,1,25076.75,25145.00,4/7/2026 5:47:01 PM,4/8/2026 12:03:01 AM,PivotExitShort,ShortAtHighPivot,$136.50,$1001.00,$0.00,$0.00,$0.00,$0.00,$0.00,$136.50,$136.50,$0.00,377,
326,MNQ JUN26,Playback101,ZigzagRunner,Short,1,25145.00,25189.25,4/8/2026 12:03:01 AM,4/8/2026 1:36:01 AM,PivotExitLong,LongAtLowPivot,($88.50),$912.50,$0.00,$0.00,$0.00,$0.00,$0.00,$88.50,$88.50,$177.00,94,
327,MNQ JUN26,Playback101,ZigzagRunner,Long,1,25189.25,25192.75,4/8/2026 1:36:01 AM,4/8/2026 2:45:01 AM,PivotExitShort,ShortAtHighPivot,$7.00,$919.50,$0.00,$0.00,$0.00,$0.00,$0.00,$7.00,$7.00,$0.00,70,
328,MNQ JUN26,Playback101,ZigzagRunner,Short,1,25192.75,25235.00,4/8/2026 2:45:01 AM,4/8/2026 5:04:01 AM,PivotExitLong,LongAtLowPivot,($84.50),$835.00,$0.00,$0.00,$0.00,$0.00,$0.00,$84.50,$84.50,$169.00,140,
329,MNQ JUN26,Playback101,ZigzagRunner,Long,1,25235.00,25194.25,4/8/2026 5:04:01 AM,4/8/2026 5:21:01 AM,PivotExitShort,ShortAtHighPivot,($81.50),$753.50,$0.00,$0.00,$0.00,$0.00,$0.00,$81.50,$81.50,$163.00,18,
330,MNQ JUN26,Playback101,ZigzagRunner,Short,1,25194.25,25212.00,4/8/2026 5:21:01 AM,4/8/2026 5:48:01 AM,PivotExitLong,LongAtLowPivot,($35.50),$718.00,$0.00,$0.00,$0.00,$0.00,$0.00,$35.50,$35.50,$71.00,28,
331,MNQ JUN26,Playback101,ZigzagRunner,Long,1,25212.00,25184.25,4/8/2026 5:48:01 AM,4/8/2026 6:31:00 AM,PivotExitShort,ShortAtHighPivot,($55.50),$662.50,$0.00,$0.00,$0.00,$0.00,$0.00,$55.50,$55.50,$111.00,44,
332,MNQ JUN26,Playback101,ZigzagRunner,Short,1,25184.25,25146.00,4/8/2026 6:31:00 AM,4/8/2026 6:47:01 AM,PivotExitLong,LongAtLowPivot,$76.50,$739.00,$0.00,$0.00,$0.00,$0.00,$0.00,$76.50,$76.50,$0.00,17,
333,MNQ JUN26,Playback101,ZigzagRunner,Long,1,25146.00,25093.00,4/8/2026 6:47:01 AM,4/8/2026 6:52:01 AM,PivotExitShort,ShortAtHighPivot,($106.00),$633.00,$0.00,$0.00,$0.00,$0.00,$0.00,$106.00,$106.00,$212.00,6,
334,MNQ JUN26,Playback101,ZigzagRunner,Short,1,25093.00,24998.25,4/8/2026 6:52:01 AM,4/8/2026 8:00:01 AM,PivotExitLong,LongAtLowPivot,$189.50,$822.50,$0.00,$0.00,$0.00,$0.00,$0.00,$189.50,$189.50,$0.00,69,
335,MNQ JUN26,Playback101,ZigzagRunner,Long,1,24998.25,25103.75,4/8/2026 8:00:01 AM,4/8/2026 10:23:01 AM,PivotExitShort,ShortAtHighPivot,$211.00,$1033.50,$0.00,$0.00,$0.00,$0.00,$0.00,$211.00,$211.00,$0.00,144,
336,MNQ JUN26,Playback101,ZigzagRunner,Short,1,25103.75,25130.00,4/8/2026 10:23:01 AM,4/8/2026 11:10:01 AM,PivotExitLong,LongAtLowPivot,($52.50),$981.00,$0.00,$0.00,$0.00,$0.00,$0.00,$52.50,$52.50,$105.00,48,
337,MNQ JUN26,Playback101,ZigzagRunner,Long,1,25130.00,25074.50,4/8/2026 11:10:01 AM,4/8/2026 11:19:01 AM,PivotExitShort,ShortAtHighPivot,($111.00),$870.00,$0.00,$0.00,$0.00,$0.00,$0.00,$111.00,$111.00,$222.00,10,
338,MNQ JUN26,Playback101,ZigzagRunner,Short,1,25074.50,25007.50,4/8/2026 11:19:01 AM,4/8/2026 12:12:00 PM,PivotExitLong,LongAtLowPivot,$134.00,$1004.00,$0.00,$0.00,$0.00,$0.00,$0.00,$134.00,$134.00,$0.00,54,
339,MNQ JUN26,Playback101,ZigzagRunner,Long,1,25007.50,24958.75,4/8/2026 12:12:00 PM,4/8/2026 12:29:00 PM,PivotExitShort,ShortAtHighPivot,($97.50),$906.50,$0.00,$0.00,$0.00,$0.00,$0.00,$97.50,$97.50,$195.00,18,
340,MNQ JUN26,Playback101,ZigzagRunner,Short,1,24958.75,25012.50,4/8/2026 12:29:00 PM,4/8/2026 12:45:01 PM,PivotExitLong,LongAtLowPivot,($107.50),$799.00,$0.00,$0.00,$0.00,$0.00,$0.00,$107.50,$107.50,$215.00,17,
341,MNQ JUN26,Playback101,ZigzagRunner,Long,1,25012.50,25038.75,4/8/2026 12:45:01 PM,4/8/2026 1:55:01 PM,PivotExitShort,EodExitLong,$52.50,$851.50,$0.00,$0.00,$0.00,$0.00,$0.00,$52.50,$52.50,$0.00,71,
342,MNQ JUN26,Playback101,ZigzagRunner,Long,1,25038.00,24995.00,4/8/2026 7:08:01 PM,4/8/2026 10:11:01 PM,LongAtLowPivot,ShortAtHighPivot,($86.00),$765.50,$0.00,$0.00,$0.00,$0.00,$0.00,$87.50,$23.50,$109.50,184,
343,MNQ JUN26,Playback101,ZigzagRunner,Short,1,24995.00,25048.00,4/8/2026 10:11:01 PM,4/8/2026 11:03:01 PM,PivotExitLong,LongAtLowPivot,($106.00),$659.50,$0.00,$0.00,$0.00,$0.00,$0.00,$106.00,$106.00,$212.00,53,
344,MNQ JUN26,Playback101,ZigzagRunner,Long,1,25048.00,24998.50,4/8/2026 11:03:01 PM,4/9/2026 12:21:01 AM,PivotExitShort,ShortAtHighPivot,($99.00),$560.50,$0.00,$0.00,$0.00,$0.00,$0.00,$99.00,$99.00,$198.00,79,
