NinjaScript File,Error,Code,Line,Column,
7-EnsembleRunner_v0\2-RC.cs,The type or namespace name 'ProcessDay' does not exist in the namespace 'NinjaTrader.Core' (are you missing an assembly reference?),CS0234,232,33,
