**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

segment_idx,start_dt,end_dt,duration_days,start_price,end_price,min_price,max_price,net_pts,direction,sub_pattern,slope_pts_per_day,mean_atr,normalized_slope_abs,normalized_slope_signed,start_snap,end_snap,n_zones_in_band,n_levels_in_band,n_zones_traversed,start_in_zone,end_in_zone,escape_velocity,captured,between_zones,levels_month
0,2025-01-02 12:00:00+00:00,2025-01-02 16:00:00+00:00,0.5,21490.75,20983.25,20983.25,21490.75,-507.5,DOWN,H_L,-1015.0,,,,H,L,3,3,2,True,False,True,False,False,2025-01
1,2025-01-02 16:00:00+00:00,2025-01-03 16:00:00+00:00,1.0,20983.25,21559.25,20983.25,21559.25,576.0,UP,L_H,576.0,,,,L,H,3,3,3,False,False,False,False,True,2025-01
2,2025-01-03 16:00:00+00:00,2025-01-06 00:00:00+00:00,2.3333333333333335,21559.25,21478.75,21478.75,21559.25,-80.5,DOWN,H_L,-34.5,289.8,0.11904761904761904,-0.11904761904761904,H,L,1,1,0,False,True,False,True,False,2025-01
3,2025-01-06 00:00:00+00:00,2025-01-06 12:00:00+00:00,0.5,21478.75,21892.25,21478.75,21892.25,413.5,UP,L_H,827.0,289.8,2.8536922015182884,2.8536922015182884,L,H,3,3,1,True,True,False,False,False,2025-01
4,2025-01-06 12:00:00+00:00,2025-01-06 20:00:00+00:00,0.5,21892.25,21646.5,21646.5,21892.25,-245.75,DOWN,H_L,-491.5,,,,H,L,2,2,0,True,True,False,False,False,2025-01
5,2025-01-06 20:00:00+00:00,2025-01-07 12:00:00+00:00,0.6666666666666666,21646.5,21806.25,21646.5,21806.25,159.75,UP,L_H,239.625,329.2916666666667,0.7276983424016196,0.7276983424016196,L,H,1,1,0,True,False,True,False,False,2025-01
6,2025-01-07 12:00:00+00:00,2025-01-08 16:00:00+00:00,1.1666666666666667,21806.25,21166.0,21166.0,21806.25,-640.25,DOWN,H_L,-548.7857142857142,322.57142857142856,1.7012843224092116,-1.7012843224092116,H,L,3,3,3,False,False,False,False,True,2025-01
7,2025-01-08 16:00:00+00:00,2025-01-10 08:00:00+00:00,1.6666666666666667,21166.0,21372.5,21166.0,21372.5,206.5,UP,L_H,123.89999999999999,310.21875,0.39939558779087336,0.39939558779087336,L,H,1,1,1,False,False,False,False,True,2025-01
8,2025-01-10 08:00:00+00:00,2025-01-10 12:00:00+00:00,0.5,21372.5,20874.75,20874.75,21372.5,-497.75,DOWN,H_L,-995.5,,,,H,L,2,2,2,False,False,False,False,True,2025-01
9,2025-01-10 12:00:00+00:00,2025-01-13 00:00:00+00:00,2.5,20874.75,21037.0,20874.75,21037.0,162.25,UP,L_H,64.9,302.1579545454546,0.2147883218816167,0.2147883218816167,L,H,1,1,0,False,True,False,True,False,2025-01
10,2025-01-13 00:00:00+00:00,2025-01-13 08:00:00+00:00,0.5,21037.0,20693.5,20693.5,21037.0,-343.5,DOWN,H_L,-687.0,306.59090909090907,2.2407709414381025,-2.2407709414381025,H,L,2,2,1,True,False,True,False,False,2025-01
11,2025-01-13 08:00:00+00:00,2025-01-13 20:00:00+00:00,0.5,20693.5,21088.75,20693.5,21088.75,395.25,UP,L_H,790.5,,,,L,H,2,2,1,False,True,False,True,False,2025-01
12,2025-01-13 20:00:00+00:00,2025-01-14 00:00:00+00:00,0.5,21088.75,20997.25,20997.25,21088.75,-91.5,DOWN,H_L,-183.0,311.9166666666667,0.5866951643067058,-0.5866951643067058,H,L,1,1,0,True,False,True,False,False,2025-01
13,2025-01-14 00:00:00+00:00,2025-01-14 08:00:00+00:00,0.5,20997.25,21143.75,20997.25,21143.75,146.5,UP,L_H,293.0,311.9166666666667,0.939353459791611,0.939353459791611,L,H,1,1,1,False,False,False,False,True,2025-01
14,2025-01-14 08:00:00+00:00,2025-01-14 20:00:00+00:00,0.5,21143.75,20773.25,20773.25,21143.75,-370.5,DOWN,H_L,-741.0,,,,H,L,2,2,1,False,True,False,True,False,2025-01
15,2025-01-14 20:00:00+00:00,2025-01-16 08:00:00+00:00,1.5,20773.25,21566.75,20773.25,21566.75,793.5,UP,L_H,529.0,332.09890109890114,1.5928989775321793,1.5928989775321793,L,H,4,4,3,True,False,True,False,False,2025-01
16,2025-01-16 08:00:00+00:00,2025-01-16 20:00:00+00:00,0.5,21566.75,21171.75,21171.75,21566.75,-395.0,DOWN,H_L,-790.0,,,,H,L,2,2,2,False,False,False,False,True,2025-01
17,2025-01-16 20:00:00+00:00,2025-01-17 12:00:00+00:00,0.6666666666666666,21171.75,21680.0,21171.75,21680.0,508.25,UP,L_H,762.375,342.35,2.226887688038557,2.226887688038557,L,H,3,3,2,False,True,False,True,False,2025-01
18,2025-01-17 12:00:00+00:00,2025-01-20 12:00:00+00:00,3.0,21680.0,21780.0,21680.0,21780.0,100.0,UP,HH_higher,33.333333333333336,324.2550551470588,0.10279973374113083,0.10279973374113083,H,H,1,1,0,True,False,True,False,False,2025-01
19,2025-01-20 12:00:00+00:00,2025-01-21 00:00:00+00:00,0.5,21780.0,21370.25,21370.25,21780.0,-409.75,DOWN,H_L,-819.5,328.94444444444446,2.4913021449079547,-2.4913021449079547,H,L,2,2,2,False,False,False,False,True,2025-01
20,2025-01-21 00:00:00+00:00,2025-01-22 16:00:00+00:00,1.6666666666666667,21370.25,22094.0,21370.25,22094.0,723.75,UP,L_H,434.25,327.91301169590645,1.3242841379002863,1.3242841379002863,L,H,3,3,3,False,False,False,False,True,2025-01
21,2025-01-22 16:00:00+00:00,2025-01-23 08:00:00+00:00,0.6666666666666666,22094.0,21855.5,21855.5,22094.0,-238.5,DOWN,H_L,-357.75,320.325,1.116834464996488,-1.116834464996488,H,L,1,1,0,False,True,False,True,False,2025-01
22,2025-01-23 08:00:00+00:00,2025-01-23 20:00:00+00:00,0.5,21855.5,22051.25,21855.5,22051.25,195.75,UP,L_H,391.5,,,,L,H,1,1,0,True,False,True,False,False,2025-01
23,2025-01-23 20:00:00+00:00,2025-01-24 04:00:00+00:00,0.5,22051.25,21971.25,21971.25,22051.25,-80.0,DOWN,H_L,-160.0,328.25,0.48743335872048743,-0.48743335872048743,H,L,0,0,0,False,False,False,False,True,2025-01
24,2025-01-24 04:00:00+00:00,2025-01-24 12:00:00+00:00,0.5,21971.25,22078.0,21971.25,22078.0,106.75,UP,L_H,213.5,,,,L,H,0,0,0,False,False,False,False,True,2025-01
25,2025-01-24 12:00:00+00:00,2025-01-24 16:00:00+00:00,0.5,22078.0,21843.25,21843.25,22078.0,-234.75,DOWN,H_L,-469.5,,,,H,L,1,1,0,False,True,False,True,False,2025-01
26,2025-01-24 16:00:00+00:00,2025-01-27 00:00:00+00:00,2.3333333333333335,21843.25,21673.25,21673.25,21843.25,-170.0,UP,L_H,-72.85714285714285,322.54999999999995,0.22587860132426865,-0.22587860132426865,L,H,2,2,0,True,True,False,False,False,2025-01
27,2025-01-27 00:00:00+00:00,2025-01-27 08:00:00+00:00,0.5,21673.25,20763.75,20763.75,21673.25,-909.5,DOWN,H_L,-1819.0,335.1375,5.427622990563575,-5.427622990563575,H,L,5,5,3,True,True,False,False,False,2025-01
28,2025-01-27 08:00:00+00:00,2025-01-28 16:00:00+00:00,1.3333333333333333,20763.75,21626.0,20763.75,21626.0,862.25,UP,L_H,646.6875,356.35,1.8147537533323979,1.8147537533323979,L,H,4,4,3,True,False,True,False,False,2025-01
29,2025-01-28 16:00:00+00:00,2025-01-29 00:00:00+00:00,0.5,21626.0,21536.25,21536.25,21626.0,-89.75,DOWN,H_L,-179.5,351.9,0.5100880932082978,-0.5100880932082978,H,L,0,0,0,False,False,False,False,True,2025-01
30,2025-01-29 00:00:00+00:00,2025-01-29 08:00:00+00:00,0.5,21536.25,21697.25,21536.25,21697.25,161.0,UP,L_H,322.0,351.9,0.9150326797385622,0.9150326797385622,L,H,1,1,0,False,True,False,True,False,2025-01
