tf,c1,c2,regime_2d,n,pearson,p_q4q4,p_q0q0,p_q4q0,p_q0q4,upper_lift,lower_lift,tail_asymmetry,joint_extreme,cross_extreme
5s,body,vol_sigma_w,DOWN_SMOOTH,4662,-0.017873810704443674,0.07207207207207207,0.015015015015015015,0.02724152724152724,0.06735306735306736,1.8018018018018018,0.37537537537537535,1.4264264264264264,2.1771771771771773,2.364864864864865
5s,body,vol_sigma_w,DOWN_CHOPPY,2988,-0.014147449739927327,0.06894243641231593,0.007362784471218206,0.024431057563587683,0.06492637215528782,1.7235609103078982,0.18406961178045514,1.539491298527443,1.9076305220883534,2.2339357429718874
5s,body,vol_sigma_w,FLAT_SMOOTH,9893,-0.05979664674052176,0.07864146366117457,0.015465480642878802,0.03012230870312342,0.06428788031941778,1.9660365915293643,0.38663701607197004,1.5793995754573942,2.3526736076013344,2.3602547255635296
5s,body,vol_sigma_w,FLAT_CHOPPY,18315,-0.01929095231478117,0.07043407043407043,0.011083811083811084,0.018837018837018837,0.06601146601146601,1.7608517608517609,0.2770952770952771,1.4837564837564838,2.037947037947038,2.121212121212121
5s,body,vwap_w,UP_SMOOTH,7146,-0.033116635571379074,0.03498460677301987,0.05513574027427932,0.0640917996081724,0.0265883011474951,0.8746151693254968,1.3783935068569828,-0.503778337531486,2.2530086761824797,2.2670025188916876
5s,body,vwap_w,UP_CHOPPY,3924,0.010830514898928983,0.03109072375127421,0.046636085626911315,0.0700815494393476,0.017584097859327217,0.7772680937818552,1.1659021406727827,-0.3886340468909275,1.943170234454638,2.1916411824668707
5s,body,vwap_w,DOWN_SMOOTH,4662,0.01795620239408207,0.04332904332904333,0.054268554268554266,0.05941655941655942,0.03625053625053625,1.0832260832260834,1.3567138567138566,-0.2734877734877732,2.43993993993994,2.3916773916773915
5s,body,vwap_w,DOWN_CHOPPY,2988,-0.002540984321822891,0.04183400267737617,0.044511378848728245,0.06191432396251673,0.019745649263721552,1.0458500669344042,1.112784471218206,-0.06693440428380182,2.15863453815261,2.0414993306559572
5s,body,vwap_w,FLAT_SMOOTH,9893,0.007152503801063063,0.04083695542302638,0.054381886182148995,0.06428788031941778,0.023653088042049936,1.0209238855756595,1.3595471545537248,-0.3386232689780653,2.3804710401293843,2.1985242090366928
5s,body,vwap_w,FLAT_CHOPPY,18315,0.015416387057402624,0.03248703248703249,0.05247065247065247,0.05874965874965875,0.023205023205023205,0.8121758121758123,1.3117663117663116,-0.4995904995904994,2.1239421239421237,2.0488670488670486
5s,body,z_se_w,UP_SMOOTH,7146,0.4373738146583574,0.109151973131822,0.0947383151413378,0.0032185838231178284,0.003778337531486146,2.72879932829555,2.368457878533445,0.3603414497621049,5.097257206828995,0.17492303386509936
5s,body,z_se_w,UP_CHOPPY,3924,0.4024850118380281,0.10448521916411825,0.08690112130479102,0.005351681957186544,0.0022935779816513763,2.612130479102956,2.1725280326197756,0.4396024464831805,4.784658511722732,0.191131498470948
5s,body,z_se_w,DOWN_SMOOTH,4662,0.44390331075660466,0.10725010725010725,0.10188760188760189,0.005362505362505363,0.002145002145002145,2.681252681252681,2.547190047190047,0.13406263406263408,5.228442728442728,0.18768768768768768
5s,body,z_se_w,DOWN_CHOPPY,2988,0.5216422957349396,0.10943775100401607,0.08734939759036145,0.002677376171352075,0.002677376171352075,2.7359437751004014,2.183734939759036,0.5522088353413652,4.919678714859438,0.13386880856760375
5s,body,z_se_w,FLAT_SMOOTH,9893,0.4976965976754424,0.11907409279288386,0.09461235216819974,0.007277873243707672,0.00313352875770747,2.9768523198220964,2.3653088042049935,0.611543515617103,5.34216112402709,0.26028505003537855
5s,body,z_se_w,FLAT_CHOPPY,18315,0.47783347332009657,0.10597870597870598,0.08992628992628993,0.004859404859404859,0.003276003276003276,2.6494676494676495,2.248157248157248,0.4013104013104014,4.8976248976248975,0.20338520338520338
5s,body,z_high_w,UP_SMOOTH,7146,0.2284948251640129,0.09165966974531206,0.049678141617688215,0.018891687657430732,0.022530086761824795,2.2914917436328013,1.2419535404422053,1.049538203190596,3.5334452840750066,1.035544360481388
5s,body,z_high_w,UP_CHOPPY,3924,0.2107975484123135,0.08766564729867482,0.04510703363914373,0.022426095820591234,0.016055045871559634,2.1916411824668707,1.1276758409785932,1.0639653414882775,3.319317023445464,0.9620285423037718
5s,body,z_high_w,DOWN_SMOOTH,4662,0.1919939520106481,0.08837408837408837,0.0546975546975547,0.025096525096525095,0.022951522951522953,2.2093522093522093,1.3674388674388673,0.841913341913342,3.5767910767910767,1.2012012012012012
5s,body,z_high_w,DOWN_CHOPPY,2988,0.2536278422089556,0.0893574297188755,0.04852744310575636,0.02175368139223561,0.020749665327978582,2.2339357429718874,1.213186077643909,1.0207496653279784,3.4471218206157963,1.0625836680053546
5s,body,z_high_w,FLAT_SMOOTH,9893,0.25418324087912314,0.09946426766400485,0.05043970484180734,0.028707166683513596,0.022743353886586475,2.4866066916001213,1.2609926210451834,1.2256140705549379,3.7475993126453044,1.2862630142525018
5s,body,z_high_w,FLAT_CHOPPY,18315,0.24160626748550443,0.0873054873054873,0.048867048867048866,0.020584220584220585,0.021403221403221404,2.1826371826371824,1.2216762216762216,0.9609609609609608,3.4043134043134042,1.0496860496860498
5s,body,z_low_w,UP_SMOOTH,7146,0.223857539687353,0.0600335852225021,0.08004478029666946,0.02434928631402183,0.018052057094878254,1.5008396305625524,2.0011195074167367,-0.5002798768541843,3.501959137979289,1.0600335852225022
5s,body,z_low_w,UP_CHOPPY,3924,0.2303021495100126,0.05963302752293578,0.0700815494393476,0.023190621814475027,0.011722731906218144,1.4908256880733946,1.7520387359836902,-0.26121304791029565,3.2428644240570845,0.8728338430173292
5s,body,z_low_w,DOWN_SMOOTH,4662,0.22662176902180484,0.059845559845559844,0.08494208494208494,0.028743028743028743,0.018018018018018018,1.4961389961389961,2.1235521235521233,-0.6274131274131272,3.6196911196911197,1.169026169026169
5s,body,z_low_w,DOWN_CHOPPY,2988,0.2607620677729431,0.058902275769745646,0.06994645247657295,0.025435073627844713,0.014056224899598393,1.4725568942436411,1.7486613119143237,-0.2761044176706826,3.221218206157965,0.9872824631860777
5s,body,z_low_w,FLAT_SMOOTH,9893,0.24971507280323688,0.0683311432325887,0.08116850298190639,0.03184069544122107,0.016779541089659355,1.7082785808147174,2.02921257454766,-0.3209339937329425,3.7374911553623775,1.2155059132720107
5s,body,z_low_w,FLAT_CHOPPY,18315,0.25479914333870246,0.06033306033306033,0.07523887523887524,0.025825825825825825,0.015834015834015835,1.5083265083265083,1.880971880971881,-0.3726453726453727,3.3892983892983892,1.0414960414960415
5s,body,SE_high_w,UP_SMOOTH,7146,0.05327155757142366,0.07528687377553876,0.022670025188916875,0.017072488105233697,0.05975370836831794,1.882171844388469,0.5667506297229219,1.315421214665547,2.4489224741113906,1.920654911838791
5s,body,SE_high_w,UP_CHOPPY,3924,0.014364882163677472,0.08231396534148827,0.013251783893985729,0.01401630988786952,0.063710499490316,2.0578491335372067,0.3312945973496432,1.7265545361875634,2.38914373088685,1.943170234454638
5s,body,SE_high_w,DOWN_SMOOTH,4662,-0.013135684484002754,0.07593307593307594,0.016302016302016303,0.02574002574002574,0.06713856713856714,1.8983268983268984,0.40755040755040756,1.4907764907764909,2.305877305877306,2.321964821964822
5s,body,SE_high_w,DOWN_CHOPPY,2988,0.013954204458131553,0.07764390896921017,0.013721552878179385,0.02677376171352075,0.06492637215528782,1.941097724230254,0.3430388219544846,1.5980589022757694,2.2841365461847385,2.2925033467202143
5s,body,SE_high_w,FLAT_SMOOTH,9893,0.02904291572516719,0.07843930051551602,0.022136864449610837,0.030627716567269786,0.05953704639644193,1.9609825128879006,0.5534216112402709,1.4075609016476296,2.5144041241281716,2.254119074092793
5s,body,SE_high_w,FLAT_CHOPPY,18315,0.06242287995928868,0.07283647283647283,0.015233415233415233,0.019546819546819548,0.06257166257166258,1.820911820911821,0.3808353808353808,1.44007644007644,2.2017472017472017,2.0529620529620534
5s,body,SE_low_w,UP_SMOOTH,7146,-0.05353861253253666,0.0736076126504338,0.01357402742793171,0.02490904002239015,0.06619087601455359,1.840190316260845,0.33935068569829274,1.5008396305625524,2.1795410019591377,2.2774979009235934
5s,body,SE_low_w,UP_CHOPPY,3924,-0.04911320212917945,0.07492354740061162,0.009429153924566768,0.018858307849133536,0.07110091743119266,1.8730886850152906,0.2357288481141692,1.6373598369011213,2.10881753312946,2.248980632008155
5s,body,SE_low_w,DOWN_SMOOTH,4662,-0.07282012634287979,0.070999570999571,0.012655512655512655,0.031746031746031744,0.07228657228657229,1.7749892749892748,0.3163878163878164,1.4586014586014584,2.0913770913770913,2.6008151008151006
5s,body,SE_low_w,DOWN_CHOPPY,2988,-0.05839208122513839,0.07228915662650602,0.006024096385542169,0.03145917001338688,0.07262382864792503,1.8072289156626504,0.15060240963855423,1.6566265060240961,1.9578313253012047,2.602074966532798
5s,body,SE_low_w,FLAT_SMOOTH,9893,-0.08502356584926304,0.073991711311028,0.01536439907004953,0.03891640553927019,0.06843222480541797,1.8497927827757,0.3841099767512382,1.4656828060244618,2.2339027595269383,2.683715758617204
5s,body,SE_low_w,FLAT_CHOPPY,18315,-0.028044152966588517,0.06863226863226864,0.010537810537810537,0.024624624624624624,0.06781326781326781,1.7158067158067158,0.2634452634452634,1.4523614523614525,1.9792519792519792,2.310947310947311
5s,body,hurst_w,UP_SMOOTH,7146,0.0014838735612312044,0.044360481388189196,0.036244052616848585,0.038902882731598094,0.040162328575426814,1.1090120347047299,0.9061013154212146,0.20291071928351523,2.0151133501259446,1.9766302826756228
5s,body,hurst_w,UP_CHOPPY,3924,-0.02563329231270636,0.04510703363914373,0.026248725790010193,0.04434250764525994,0.03644240570846075,1.1276758409785932,0.6562181447502549,0.47145769622833833,1.783893985728848,2.0196228338430173
5s,body,hurst_w,DOWN_SMOOTH,4662,-0.01022830049467664,0.05083655083655084,0.038824538824538825,0.042685542685542685,0.04054054054054054,1.270913770913771,0.9706134706134706,0.3003003003003004,2.2415272415272414,2.0806520806520807
5s,body,hurst_w,DOWN_CHOPPY,2988,-0.02277364258037593,0.04852744310575636,0.03313253012048193,0.045850066934404285,0.03982597054886212,1.213186077643909,0.8283132530120483,0.3848728246318607,2.0414993306559572,2.14190093708166
5s,body,hurst_w,FLAT_SMOOTH,9893,-0.005275335797263889,0.05519053876478318,0.03608612150005054,0.05165268371575862,0.0426564237339533,1.3797634691195795,0.9021530375012635,0.47761043161831596,2.281916506620843,2.357727686242798
5s,body,hurst_w,FLAT_CHOPPY,18315,-0.003079082660234009,0.045427245427245425,0.03303303303303303,0.0414960414960415,0.03822003822003822,1.1356811356811356,0.8258258258258258,0.30985530985530985,1.9615069615069614,1.9929019929019929
5s,body,reversion_prob_w,UP_SMOOTH,7146,0.025591312309249496,0.03470472991883571,0.06213266162888329,0.0626924153372516,0.028967254408060455,0.8676182479708928,1.5533165407220824,-0.6856982927511895,2.4209347886929753,2.2914917436328013
5s,body,reversion_prob_w,UP_CHOPPY,3924,0.0006913427602852813,0.035168195718654434,0.05632008154943935,0.06778797145769623,0.023700305810397553,0.8792048929663608,1.4080020387359837,-0.5287971457696229,2.2872069317023445,2.2872069317023445
5s,body,reversion_prob_w,DOWN_SMOOTH,4662,0.043837476677680835,0.045903045903045905,0.06606606606606606,0.06756756756756757,0.03389103389103389,1.1475761475761477,1.6516516516516515,-0.5040755040755038,2.799227799227799,2.5364650364650365
5s,body,reversion_prob_w,DOWN_CHOPPY,2988,0.06289905560042704,0.044511378848728245,0.06224899598393574,0.05990629183400268,0.023761713520749666,1.112784471218206,1.5562248995983934,-0.4434404283801874,2.6690093708165996,2.0917001338688084
5s,body,reversion_prob_w,FLAT_SMOOTH,9893,0.020613472212398915,0.0441726473263924,0.06196300414434448,0.07106034569897908,0.03355908217931871,1.10431618315981,1.5490751036086121,-0.44475892044880205,2.6533912867684224,2.6154856969574447
5s,body,reversion_prob_w,FLAT_CHOPPY,18315,0.03635380348379589,0.03581763581763582,0.05945945945945946,0.06442806442806442,0.026644826644826643,0.8954408954408954,1.4864864864864866,-0.5910455910455912,2.3819273819273823,2.276822276822277
5s,body,swing_noise_w,UP_SMOOTH,7146,0.019314489007903366,0.07948502658830114,0.012874335292471313,0.015253288553036664,0.06423173803526448,1.9871256647075286,0.3218583823117828,1.6652672823957457,2.3089840470193113,1.9871256647075286
5s,body,swing_noise_w,UP_CHOPPY,3924,-0.04470903485797556,0.08103975535168195,0.007900101936799185,0.016564729867482163,0.06549439347604485,2.0259938837920486,0.1975025484199796,1.8284913353720689,2.2234964322120283,2.0514780835881754
5s,body,swing_noise_w,DOWN_SMOOTH,4662,-0.05875287461100472,0.07550407550407551,0.012441012441012441,0.020163020163020164,0.07078507078507079,1.8876018876018876,0.311025311025311,1.5765765765765767,2.198627198627199,2.273702273702274
5s,body,swing_noise_w,DOWN_CHOPPY,2988,-0.03874787416011485,0.07329317269076305,0.005689424364123159,0.024765729585006693,0.07061579651941098,1.8323293172690762,0.14223560910307897,1.6900937081659972,1.9745649263721552,2.3845381526104417
5s,body,swing_noise_w,FLAT_SMOOTH,9893,-0.021631703197906072,0.07803497422419893,0.015162235924390983,0.02951581926614778,0.06873546952390579,1.9508743556049732,0.3790558981097746,1.5718184574951986,2.329930253714748,2.456282219751339
5s,body,swing_noise_w,FLAT_CHOPPY,18315,0.010234888888340654,0.0723996723996724,0.010537810537810537,0.016707616707616706,0.06966966966966967,1.80999180999181,0.2634452634452634,1.5465465465465464,2.0734370734370735,2.1594321594321593
5s,price_velocity_w,price_accel_w,UP_SMOOTH,7146,0.10487059773109415,0.08088441085922195,0.06591099916036944,0.03806325216904562,0.04128183599216345,2.022110271480549,1.647774979009236,0.3743352924713128,3.6698852504897848,1.9836272040302267
5s,price_velocity_w,price_accel_w,UP_CHOPPY,3924,0.24661890567344275,0.07594291539245668,0.06320081549439348,0.03771661569826707,0.0389908256880734,1.898572884811417,1.5800203873598369,0.3185524974515801,3.4785932721712536,1.9176860346585116
5s,price_velocity_w,price_accel_w,DOWN_SMOOTH,4662,0.2573090849736579,0.07872157872157873,0.0694980694980695,0.03346203346203346,0.04461604461604462,1.9680394680394682,1.7374517374517373,0.23058773058773085,3.7054912054912057,1.951951951951952
5s,price_velocity_w,price_accel_w,DOWN_CHOPPY,2988,0.2436485666575012,0.08032128514056225,0.0639223560910308,0.03313253012048193,0.033801874163319943,2.0080321285140563,1.5980589022757699,0.40997322623828647,3.606091030789826,1.6733601070950468
5s,price_velocity_w,price_accel_w,FLAT_SMOOTH,9893,0.2423754511452351,0.07904578995249166,0.0683311432325887,0.032750429596684526,0.038006671383806735,1.9761447488122914,1.7082785808147174,0.267866167997574,3.684423329627009,1.7689275245122815
5s,price_velocity_w,price_accel_w,FLAT_CHOPPY,18315,0.19265178398152694,0.07747747747747748,0.06666666666666667,0.035653835653835654,0.04089544089544089,1.936936936936937,1.6666666666666665,0.2702702702702704,3.603603603603603,1.9137319137319138
5s,price_velocity_w,vol_velocity_w,UP_SMOOTH,7146,-0.0485104471149645,0.06619087601455359,0.04645955779457039,0.052616848586621884,0.05821438567030507,1.6547719003638397,1.1614889448642596,0.4932829554995801,2.8162608452280993,2.7707808564231735
5s,price_velocity_w,vol_velocity_w,UP_CHOPPY,3924,-0.025785351184573042,0.06320081549439348,0.04765545361875637,0.05581039755351682,0.06243628950050968,1.5800203873598369,1.1913863404689093,0.3886340468909275,2.7714067278287464,2.9561671763506627
5s,price_velocity_w,vol_velocity_w,DOWN_SMOOTH,4662,0.003788470086855275,0.06327756327756327,0.05405405405405406,0.05491205491205491,0.0682110682110682,1.5819390819390817,1.3513513513513513,0.2305877305877304,2.9332904332904333,3.078078078078078
5s,price_velocity_w,vol_velocity_w,DOWN_CHOPPY,2988,-0.023784786320463713,0.059571619812583666,0.046519410977242305,0.051539491298527446,0.06358768406961178,1.4892904953145916,1.1629852744310576,0.326305220883534,2.652275769745649,2.878179384203481
5s,price_velocity_w,vol_velocity_w,FLAT_SMOOTH,9893,-0.07730668927097734,0.05953704639644193,0.0472050945112706,0.051248357424441525,0.06196300414434448,1.4884261599110482,1.180127362781765,0.3082987971292832,2.668553522692813,2.8302840392196504
5s,price_velocity_w,vol_velocity_w,FLAT_CHOPPY,18315,-0.03045751374400352,0.06262626262626263,0.04428064428064428,0.05055965055965056,0.061861861861861864,1.5656565656565657,1.1070161070161069,0.4586404586404589,2.6726726726726726,2.8105378105378107
5s,price_velocity_w,vol_accel_w,UP_SMOOTH,7146,-0.067259563378236,0.058914077805765463,0.050937587461516935,0.05723481668066051,0.05345647914917436,1.4728519451441366,1.2734396865379234,0.19941225860621326,2.74629163168206,2.7672823957458714
5s,price_velocity_w,vol_accel_w,UP_CHOPPY,3924,-0.022927508772172606,0.059887869520897044,0.05198776758409786,0.05479102956167176,0.06039755351681957,1.497196738022426,1.2996941896024463,0.19750254841997972,2.7968909276248723,2.879714576962283
5s,price_velocity_w,vol_accel_w,DOWN_SMOOTH,4662,-0.0009904620138788674,0.0577005577005577,0.055341055341055344,0.05105105105105105,0.06435006435006435,1.4425139425139426,1.3835263835263836,0.05898755898755903,2.826040326040326,2.8850278850278848
5s,price_velocity_w,vol_accel_w,DOWN_CHOPPY,2988,-0.02520081971315486,0.04819277108433735,0.045180722891566265,0.05856760374832664,0.06124497991967871,1.2048192771084338,1.1295180722891567,0.07530120481927716,2.3343373493975905,2.995314591700134
5s,price_velocity_w,vol_accel_w,FLAT_SMOOTH,9893,-0.05794941231676994,0.058526230668149194,0.0539775598908319,0.05185484686141716,0.056201354493075915,1.4631557667037298,1.3494389972707976,0.11371676943293219,2.8125947639745275,2.701405033862327
5s,price_velocity_w,vol_accel_w,FLAT_CHOPPY,18315,-0.015700900325382156,0.05563745563745564,0.04903084903084903,0.05350805350805351,0.05541905541905542,1.390936390936391,1.2257712257712259,0.1651651651651651,2.616707616707617,2.7231777231777228
5s,price_velocity_w,price_mean_w,UP_SMOOTH,7146,-0.0303462949526797,0.025328855303666388,0.05681500139938427,0.06423173803526448,0.028967254408060455,0.6332213825916597,1.4203750349846067,-0.787153652392947,2.0535964175762667,2.3299748110831233
5s,price_velocity_w,price_mean_w,UP_CHOPPY,3924,0.02339220182678398,0.024464831804281346,0.058613659531090725,0.063710499490316,0.02803261977573904,0.6116207951070336,1.4653414882772682,-0.8537206931702346,2.0769622833843018,2.293577981651376
5s,price_velocity_w,price_mean_w,DOWN_SMOOTH,4662,0.02923037804344093,0.03432003432003432,0.05834405834405834,0.059845559845559844,0.029601029601029602,0.8580008580008579,1.4586014586014584,-0.6006006006006005,2.3166023166023164,2.2361647361647363
5s,price_velocity_w,price_mean_w,DOWN_CHOPPY,2988,0.009939326546651472,0.03313253012048193,0.05187416331994645,0.05488621151271754,0.025100401606425703,0.8283132530120483,1.2968540829986612,-0.46854082998661295,2.1251673360107093,1.999665327978581
5s,price_velocity_w,price_mean_w,FLAT_SMOOTH,9893,-0.000550769374920842,0.02607904578995249,0.05448296775497827,0.05680784393005155,0.02476498534317194,0.6519761447488123,1.3620741938744567,-0.7100980491256444,2.014050338623269,2.0393207318305873
5s,price_velocity_w,price_mean_w,FLAT_CHOPPY,18315,0.01342286108431709,0.026426426426426425,0.056511056511056514,0.056074256074256076,0.022986622986622986,0.6606606606606606,1.4127764127764129,-0.7521157521157522,2.0734370734370735,1.9765219765219766
5s,price_velocity_w,price_sigma_w,UP_SMOOTH,7146,0.2966894701805443,0.09557794570389029,0.0032185838231178284,0.002938706968933669,0.07612650433809123,2.3894486425972574,0.0804645955779457,2.3089840470193117,2.469913238175203,1.9766302826756226
5s,price_velocity_w,price_sigma_w,UP_CHOPPY,3924,-0.39911805122188065,0.08970438328236494,0.0025484199796126403,0.0022935779816513763,0.08307849133537207,2.2426095820591234,0.063710499490316,2.1788990825688073,2.3063200815494396,2.1343017329255862
5s,price_velocity_w,price_sigma_w,DOWN_SMOOTH,4662,-0.1640392248929384,0.0782925782925783,0.001287001287001287,0.004933504933504933,0.0990990990990991,1.9573144573144574,0.032175032175032175,1.9251394251394252,1.9894894894894897,2.600815100815101
5s,price_velocity_w,price_sigma_w,DOWN_CHOPPY,2988,-0.034593958062076546,0.08065595716198126,0.002008032128514056,0.004016064257028112,0.09103078982597054,2.0163989290495317,0.0502008032128514,1.9661981258366803,2.0665997322623832,2.3761713520749663
5s,price_velocity_w,price_sigma_w,FLAT_SMOOTH,9893,-0.026549842953346635,0.08298797129283332,0.0025270393207318304,0.004144344486000202,0.08844637622561408,2.074699282320833,0.06317598301829576,2.011523299302537,2.1378752653391286,2.3147680177903567
5s,price_velocity_w,price_sigma_w,FLAT_CHOPPY,18315,-0.07036741298748704,0.08441168441168441,0.00202020202020202,0.0018564018564018565,0.085995085995086,2.1102921102921104,0.050505050505050504,2.05978705978706,2.160797160797161,2.196287196287196
5s,price_velocity_w,vol_mean_w,UP_SMOOTH,7146,0.042446386425822366,0.07626644276518332,0.018191995521970334,0.015113350125944584,0.06311223061852785,1.906661069129583,0.45479988804925836,1.4518611810803248,2.3614609571788416,1.9556395186118107
5s,price_velocity_w,vol_mean_w,UP_CHOPPY,3924,-0.07367549810592122,0.07517838939857288,0.00891946992864424,0.010703363914373088,0.07084607543323139,1.879459734964322,0.222986748216106,1.656472986748216,2.102446483180428,2.038735983690112
5s,price_velocity_w,vol_mean_w,DOWN_SMOOTH,4662,-0.027583083162454846,0.06778206778206779,0.011797511797511798,0.01951951951951952,0.08043758043758044,1.6945516945516947,0.29493779493779493,1.3996138996138998,1.9894894894894897,2.4989274989274985
5s,price_velocity_w,vol_mean_w,DOWN_CHOPPY,2988,-0.04281612466664355,0.07228915662650602,0.009036144578313253,0.014725568942436412,0.07228915662650602,1.8072289156626504,0.2259036144578313,1.5813253012048192,2.033132530120482,2.175368139223561
5s,price_velocity_w,vol_mean_w,FLAT_SMOOTH,9893,-0.034682138943749344,0.06812898008693015,0.011220054584049328,0.015566562215708077,0.06782573536844233,1.7032245021732537,0.2805013646012332,1.4227231375720204,1.983725866774487,2.08480743960376
5s,price_velocity_w,vol_mean_w,FLAT_CHOPPY,18315,-0.01730726689646631,0.07152607152607153,0.018891618891618892,0.020038220038220037,0.06868686868686869,1.7881517881517883,0.4722904722904723,1.3158613158613162,2.2604422604422605,2.218127218127218
5s,price_velocity_w,vol_sigma_w,UP_SMOOTH,7146,-0.0033576099956472948,0.07808564231738035,0.018052057094878254,0.016932549678141617,0.06311223061852785,1.9521410579345089,0.45130142737195633,1.5008396305625524,2.4034424853064653,2.0011195074167363
5s,price_velocity_w,vol_sigma_w,UP_CHOPPY,3924,-0.04543899984552322,0.0744138634046891,0.010193679918450561,0.0163098878695209,0.07135575942915393,1.8603465851172274,0.254841997961264,1.6055045871559634,2.1151885830784916,2.1916411824668707
5s,price_velocity_w,vol_sigma_w,DOWN_SMOOTH,4662,-0.018548327508661876,0.06477906477906478,0.013084513084513085,0.02230802230802231,0.08344058344058344,1.6194766194766195,0.32711282711282713,1.2923637923637923,1.9465894465894467,2.643715143715144
5s,price_velocity_w,vol_sigma_w,DOWN_CHOPPY,2988,-0.04071206534337447,0.06760374832663989,0.01104417670682731,0.018406961178045515,0.07362784471218206,1.6900937081659972,0.2761044176706827,1.4139892904953144,1.96619812583668,2.3008701472556896
5s,price_velocity_w,vol_sigma_w,FLAT_SMOOTH,9893,-0.05633205585802892,0.06701708278580815,0.01475790963307389,0.017183867380976447,0.0702516931163449,1.6754270696452036,0.3689477408268472,1.3064793288183565,2.0443748104720507,2.1858890124330337
5s,price_velocity_w,vol_sigma_w,FLAT_CHOPPY,18315,-0.022391854821422832,0.07048867048867048,0.01872781872781873,0.019874419874419874,0.0705978705978706,1.762216762216762,0.4681954681954682,1.2940212940212938,2.23041223041223,2.2618072618072613
5s,price_velocity_w,vwap_w,UP_SMOOTH,7146,-0.03016908106900114,0.025328855303666388,0.05695493982647635,0.0640917996081724,0.028967254408060455,0.6332213825916597,1.4238734956619088,-0.7906521130702491,2.0570948782535687,2.3264763504058217
5s,price_velocity_w,vwap_w,UP_CHOPPY,3924,0.02387255163253216,0.024464831804281346,0.058868501529051986,0.06345565749235474,0.02803261977573904,0.6116207951070336,1.4717125382262997,-0.8600917431192661,2.083333333333333,2.2872069317023445
5s,price_velocity_w,vwap_w,DOWN_SMOOTH,4662,0.029549238679145533,0.03432003432003432,0.05834405834405834,0.05963105963105963,0.029601029601029602,0.8580008580008579,1.4586014586014584,-0.6006006006006005,2.3166023166023164,2.230802230802231
5s,price_velocity_w,vwap_w,DOWN_CHOPPY,2988,0.010189819238618773,0.03313253012048193,0.05187416331994645,0.05488621151271754,0.025100401606425703,0.8283132530120483,1.2968540829986612,-0.46854082998661295,2.1251673360107093,1.999665327978581
5s,price_velocity_w,vwap_w,FLAT_SMOOTH,9893,-0.0003494624088844708,0.02607904578995249,0.05448296775497827,0.05680784393005155,0.02476498534317194,0.6519761447488123,1.3620741938744567,-0.7100980491256444,2.014050338623269,2.0393207318305873
5s,price_velocity_w,vwap_w,FLAT_CHOPPY,18315,0.013728533839332414,0.026426426426426425,0.056511056511056514,0.056074256074256076,0.022986622986622986,0.6606606606606606,1.4127764127764129,-0.7521157521157522,2.0734370734370735,1.9765219765219766
5s,price_velocity_w,z_se_w,UP_SMOOTH,7146,-0.019517203235174346,0.04170165127343969,0.03974251329415057,0.04380072767982088,0.03932269801287434,1.042541281835992,0.9935628323537643,0.04897844948222774,2.0361041141897562,2.0780856423173804
5s,price_velocity_w,z_se_w,UP_CHOPPY,3924,-0.06308774357987637,0.034658511722731905,0.039755351681957186,0.047910295616717634,0.046126401630988786,0.8664627930682977,0.9938837920489296,-0.12742099898063197,1.8603465851172274,2.35091743119266
5s,price_velocity_w,z_se_w,DOWN_SMOOTH,4662,-0.04108639331785237,0.03710853710853711,0.04032604032604033,0.042042042042042045,0.04525954525954526,0.9277134277134277,1.008151008151008,-0.08043758043758042,1.9358644358644357,2.182539682539683
5s,price_velocity_w,z_se_w,DOWN_CHOPPY,2988,-0.04986053333869978,0.03714859437751004,0.035140562248995984,0.040160642570281124,0.039491298527443104,0.9287148594377509,0.8785140562248995,0.050200803212851364,1.8072289156626504,1.9912985274431056
5s,price_velocity_w,z_se_w,FLAT_SMOOTH,9893,-0.016740086695276633,0.03841099767512383,0.04164560800566057,0.04225209744263621,0.0385120792479531,0.9602749418780957,1.0411402001415142,-0.0808652582634185,2.00141514201961,2.0191044172647326
5s,price_velocity_w,z_se_w,FLAT_CHOPPY,18315,-0.035062735381812225,0.03942123942123942,0.03783783783783784,0.04275184275184275,0.04040404040404041,0.9855309855309855,0.9459459459459459,0.03958503958503956,1.9314769314769316,2.0788970788970786
5s,price_velocity_w,z_high_w,UP_SMOOTH,7146,-0.034065652586473795,0.04030226700251889,0.03792331374195354,0.044640358242373356,0.04142177441925553,1.0075566750629723,0.9480828435488385,0.05947383151413377,1.955639518611811,2.151553316540722
5s,price_velocity_w,z_high_w,UP_CHOPPY,3924,-0.08997829855342755,0.034658511722731905,0.03491335372069317,0.05198776758409786,0.04434250764525994,0.8664627930682977,0.8728338430173294,-0.006371049949031704,1.739296636085627,2.408256880733945
5s,price_velocity_w,z_high_w,DOWN_SMOOTH,4662,-0.07172563727555034,0.03625053625053625,0.04011154011154011,0.04483054483054483,0.04611754611754612,0.9062634062634063,1.0027885027885028,-0.09652509652509655,1.9090519090519091,2.2737022737022734
5s,price_velocity_w,z_high_w,DOWN_CHOPPY,2988,-0.08102559399240745,0.036479250334672024,0.035140562248995984,0.04250334672021419,0.044511378848728245,0.9119812583668006,0.8785140562248995,0.03346720214190102,1.7904953145917002,2.175368139223561
