tf,c1,c2,regime_2d,n,pearson,p_q4q4,p_q0q0,p_q4q0,p_q0q4,upper_lift,lower_lift,tail_asymmetry,joint_extreme,cross_extreme,abs_asym
1h,price_accel_w,vol_accel_w,FLAT_CHOPPY,18315,-0.12550093897262948,0.03598143598143598,0.03669123669123669,0.06491946491946492,0.06748566748566749,0.8995358995358995,0.9172809172809172,-0.017745017745017688,1.8168168168168166,3.3101283101283103,0.017745017745017688
15m,vol_mean_w,vwap_w,UP_CHOPPY,3924,-0.28817742512562755,0.03746177370030581,0.0045871559633027525,0.06345565749235474,0.06880733944954129,0.9365443425076453,0.11467889908256881,0.8218654434250765,1.051223241590214,3.3065749235474007,0.8218654434250765
15m,price_mean_w,vol_mean_w,UP_CHOPPY,3924,-0.28908064025751956,0.03669724770642202,0.0045871559633027525,0.06880733944954129,0.06345565749235474,0.9174311926605505,0.11467889908256881,0.8027522935779817,1.0321100917431194,3.3065749235474007,0.8027522935779817
15m,price_accel_w,vol_accel_w,FLAT_SMOOTH,9852,-0.09220615241666658,0.04526999593991068,0.044457978075517664,0.06699147381242387,0.06526593585058871,1.131749898497767,1.1114494518879416,0.02030044660982533,2.2431993503857086,3.3064352415753144,0.02030044660982533
1h,vol_accel_w,z_low_w,DOWN_CHOPPY,2988,-0.3124663368131972,0.024096385542168676,0.020080321285140562,0.06827309236947791,0.0639223560910308,0.6024096385542169,0.5020080321285141,0.10040160642570284,1.104417670682731,3.3048862115127178,0.10040160642570284
1h,price_mean_w,hurst_w,FLAT_SMOOTH,9750,-0.24480288212045892,0.016,0.03323076923076923,0.07887179487179487,0.05292307692307692,0.4,0.8307692307692307,-0.4307692307692307,1.2307692307692308,3.2948717948717947,0.4307692307692307
5m,vol_velocity_1b,z_low_w,DOWN_CHOPPY,2988,-0.2256400472704118,0.028112449799196786,0.017737617135207495,0.07630522088353414,0.055220883534136546,0.7028112449799196,0.4434404283801874,0.25937081659973227,1.1462516733601071,3.2881526104417675,0.25937081659973227
15m,body,vol_accel_w,DOWN_CHOPPY,2988,-0.17418148628476315,0.04216867469879518,0.040160642570281124,0.05923694779116466,0.07228915662650602,1.0542168674698795,1.0040160642570282,0.050200803212851364,2.0582329317269075,3.2881526104417667,0.050200803212851364
1h,price_velocity_w,price_mean_w,UP_CHOPPY,3924,-0.2579351620403457,0.0,0.04892966360856269,0.09785932721712538,0.03363914373088685,0.0,1.2232415902140672,-1.2232415902140672,1.2232415902140672,3.2874617737003056,1.2232415902140672
1h,price_velocity_w,vwap_w,UP_CHOPPY,3924,-0.2554342108270079,0.0,0.04892966360856269,0.09785932721712538,0.03363914373088685,0.0,1.2232415902140672,-1.2232415902140672,1.2232415902140672,3.2874617737003056,1.2232415902140672
1m,vol_mean_w,vwap_w,UP_SMOOTH,7146,-0.19356284885041874,0.028827315980968375,0.02490904002239015,0.0614329694934229,0.06996921354603974,0.7206828995242094,0.6227260005597537,0.0979568989644557,1.343408900083963,3.2850545759865657,0.0979568989644557
1h,price_mean_w,SE_high_w,DOWN_SMOOTH,4662,-0.5421558516106804,0.01287001287001287,0.008794508794508795,0.05405405405405406,0.07722007722007722,0.3217503217503217,0.21986271986271988,0.10188760188760182,0.5416130416130416,3.281853281853282,0.10188760188760182
1h,vol_accel_1b,price_accel_w,DOWN_SMOOTH,4662,-0.22888355436497143,0.018018018018018018,0.043758043758043756,0.08751608751608751,0.043758043758043756,0.45045045045045046,1.093951093951094,-0.6435006435006434,1.5444015444015444,3.281853281853282,0.6435006435006434
1m,price_mean_w,vol_mean_w,UP_SMOOTH,7146,-0.19368733830293242,0.028827315980968375,0.02490904002239015,0.06996921354603974,0.061293031066330814,0.7206828995242094,0.6227260005597537,0.0979568989644557,1.343408900083963,3.2815561153092636,0.0979568989644557
1m,bar_range,vwap_w,DOWN_CHOPPY,2988,-0.3220722773685923,0.013052208835341365,0.00535475234270415,0.07530120481927711,0.055890227576974566,0.3263052208835341,0.13386880856760375,0.19243641231593034,0.46017402945113783,3.2797858099062918,0.19243641231593034
1m,bar_range,price_mean_w,DOWN_CHOPPY,2988,-0.32167568702742233,0.013052208835341365,0.005689424364123159,0.07530120481927711,0.055890227576974566,0.3263052208835341,0.14223560910307897,0.1840696117804551,0.46854082998661306,3.2797858099062918,0.1840696117804551
15m,vol_velocity_1b,z_se_w,DOWN_CHOPPY,2988,-0.11140171590474467,0.03179384203480589,0.028447121820615796,0.08366800535475234,0.04752342704149933,0.7948460508701473,0.7111780455153949,0.08366800535475238,1.5060240963855422,3.2797858099062918,0.08366800535475238
1h,vwap_w,hurst_w,FLAT_SMOOTH,9750,-0.24036954945861208,0.016,0.03446153846153846,0.07887179487179487,0.05169230769230769,0.4,0.8615384615384615,-0.46153846153846145,1.2615384615384615,3.264102564102564,0.46153846153846145
1h,bar_range,reversion_prob_w,FLAT_SMOOTH,9750,-0.4035798502972812,0.03076923076923077,0.012307692307692308,0.08492307692307692,0.045641025641025644,0.7692307692307693,0.3076923076923077,0.46153846153846156,1.076923076923077,3.264102564102564,0.46153846153846156
15m,price_velocity_1b,vol_accel_w,DOWN_CHOPPY,2988,-0.1738979384667596,0.04484605087014726,0.040160642570281124,0.05923694779116466,0.071285140562249,1.1211512717536813,1.0040160642570282,0.11713520749665318,2.1251673360107093,3.263052208835341,0.11713520749665318
15m,vol_velocity_1b,z_low_w,FLAT_CHOPPY,18315,-0.18778560265733388,0.02800982800982801,0.02407862407862408,0.07502047502047501,0.05536445536445536,0.7002457002457002,0.601965601965602,0.0982800982800982,1.3022113022113022,3.2596232596232593,0.0982800982800982
5m,price_velocity_w,SE_low_w,DOWN_SMOOTH,4662,-0.5311447915641058,0.053625053625053626,0.006864006864006864,0.030244530244530245,0.09952809952809953,1.3406263406263406,0.1716001716001716,1.169026169026169,1.5122265122265122,3.244315744315744,1.169026169026169
1h,vol_velocity_1b,z_low_w,UP_SMOOTH,7146,-0.13540039790354055,0.05037783375314862,0.01343408900083963,0.05037783375314862,0.07892527287993283,1.2594458438287155,0.33585222502099077,0.9235936188077247,1.5952980688497063,3.232577665827036,0.9235936188077247
1h,vol_velocity_1b,reversion_prob_w,FLAT_SMOOTH,9750,-0.22978719425298166,0.030153846153846153,0.03446153846153846,0.08984615384615384,0.039384615384615386,0.7538461538461538,0.8615384615384615,-0.10769230769230764,1.6153846153846154,3.2307692307692304,0.10769230769230764
5m,price_mean_w,vol_sigma_w,UP_CHOPPY,3924,-0.1342511382201669,0.03848114169215087,0.011467889908256881,0.07339449541284404,0.05581039755351682,0.9620285423037717,0.286697247706422,0.6753312945973496,1.2487257900101936,3.2301223241590216,0.6753312945973496
15m,vol_velocity_1b,z_low_w,UP_CHOPPY,3924,-0.21924017308581195,0.027522935779816515,0.02522935779816514,0.06829765545361875,0.060652395514780834,0.6880733944954128,0.6307339449541285,0.05733944954128434,1.3188073394495414,3.22375127420999,0.05733944954128434
5m,vol_sigma_w,vwap_w,UP_CHOPPY,3924,-0.13445193423717605,0.0382262996941896,0.011467889908256881,0.05530071355759429,0.07339449541284404,0.95565749235474,0.286697247706422,0.6689602446483179,1.2423547400611619,3.2173802242609586,0.6689602446483179
5m,vol_velocity_1b,z_low_w,FLAT_CHOPPY,18315,-0.19390670669368973,0.03013923013923014,0.021403221403221404,0.0736008736008736,0.05498225498225498,0.7534807534807535,0.5350805350805351,0.2184002184002184,1.2885612885612887,3.2145782145782142,0.2184002184002184
5m,price_mean_w,price_sigma_w,DOWN_CHOPPY,2988,-0.31711270610071285,0.010374832663989291,0.0050200803212851405,0.056559571619812586,0.07195448460508702,0.25937081659973227,0.12550200803212852,0.13386880856760375,0.3848728246318608,3.21285140562249,0.13386880856760375
1h,bar_range,vwap_w,DOWN_CHOPPY,2988,-0.3645591225779871,0.008032128514056224,0.012382864792503346,0.0642570281124498,0.0642570281124498,0.2008032128514056,0.30957161981258363,-0.10876840696117804,0.5103748326639892,3.2128514056224895,0.10876840696117804
1h,bar_range,price_mean_w,DOWN_CHOPPY,2988,-0.3537625970654964,0.012048192771084338,0.012382864792503346,0.0642570281124498,0.0642570281124498,0.30120481927710846,0.30957161981258363,-0.008366800535475172,0.6107764390896921,3.2128514056224895,0.008366800535475172
1h,bar_range,reversion_prob_w,UP_CHOPPY,3924,-0.1804879991260181,0.024464831804281346,0.01834862385321101,0.07033639143730887,0.05784913353720693,0.6116207951070336,0.45871559633027525,0.15290519877675834,1.070336391437309,3.204638124362895,0.15290519877675834
15m,SE_high_w,hurst_w,UP_SMOOTH,7146,-0.13427968144033925,0.02225020990764064,0.012454520011195075,0.06437167646235656,0.06353204589980409,0.556255247691016,0.31136300027987684,0.24489224741113913,0.8676182479708928,3.1975930590540163,0.24489224741113913
5m,vol_velocity_1b,z_low_w,FLAT_SMOOTH,9885,-0.17994870756072426,0.030349013657056147,0.019119878603945373,0.07425392008093071,0.05361659079413252,0.7587253414264037,0.4779969650986343,0.28072837632776937,1.2367223065250381,3.196762771876581,0.28072837632776937
5m,price_sigma_w,vwap_w,DOWN_CHOPPY,2988,-0.3185545749252314,0.010374832663989291,0.0050200803212851405,0.071285140562249,0.056559571619812586,0.25937081659973227,0.12550200803212852,0.13386880856760375,0.3848728246318608,3.1961178045515393,0.13386880856760375
5m,vol_sigma_w,vwap_w,FLAT_SMOOTH,9885,-0.13619525217205325,0.027718765806777946,0.01112797167425392,0.052200303490136574,0.0755690440060698,0.6929691451694486,0.278199291856348,0.4147698533131006,0.9711684370257967,3.194233687405159,0.4147698533131006
5m,price_mean_w,vol_sigma_w,FLAT_SMOOTH,9885,-0.13559610244115444,0.0278199291856348,0.01112797167425392,0.07546788062721295,0.05209914011127972,0.6954982296408699,0.278199291856348,0.41729893778452193,0.9736975214972179,3.1891755184623167,0.41729893778452193
1h,vol_velocity_w,reversion_prob_w,FLAT_SMOOTH,9738,-0.27425991180997394,0.033271719038817,0.020948860135551448,0.07024029574861368,0.056787841445882115,0.8317929759704251,0.5237215033887862,0.3080714725816389,1.3555144793592113,3.175703429862395,0.3080714725816389
1h,price_velocity_w,SE_low_w,FLAT_SMOOTH,9738,0.17815587368245858,0.06284658040665435,0.0073937153419593345,0.036968576709796676,0.08995686999383858,1.5711645101663587,0.18484288354898334,1.3863216266173755,1.756007393715342,3.173136167590881,1.3863216266173755
5s,bar_range,price_mean_w,FLAT_CHOPPY,18315,-0.3290171233575051,0.015943215943215943,0.02702702702702703,0.07911547911547911,0.047556647556647555,0.39858039858039856,0.6756756756756757,-0.2770952770952771,1.0742560742560743,3.1668031668031666,0.2770952770952771
5s,bar_range,vwap_w,FLAT_CHOPPY,18315,-0.3291118955522439,0.015943215943215943,0.02708162708162708,0.07911547911547911,0.047556647556647555,0.39858039858039856,0.677040677040677,-0.2784602784602785,1.0756210756210756,3.1668031668031666,0.2784602784602785
15m,price_velocity_w,swing_noise_w,DOWN_CHOPPY,2988,-0.39514426231710315,0.044511378848728245,0.0,0.024096385542168676,0.10240963855421686,1.112784471218206,0.0,1.112784471218206,1.112784471218206,3.1626506024096384,1.112784471218206
1h,bar_range,reversion_prob_w,FLAT_CHOPPY,18315,-0.4043512459152428,0.03084903084903085,0.009172809172809172,0.08452088452088452,0.04187824187824188,0.7712257712257712,0.2293202293202293,0.5419055419055419,1.0005460005460005,3.1599781599781602,0.5419055419055419
1h,vol_velocity_w,reversion_prob_w,FLAT_CHOPPY,18315,-0.28262840611460055,0.026917826917826917,0.019055419055419055,0.07987987987987988,0.0463008463008463,0.6729456729456729,0.47638547638547635,0.19656019656019652,1.1493311493311493,3.154518154518154,0.19656019656019652
15m,vol_mean_w,vwap_w,FLAT_CHOPPY,18315,-0.2429962760024172,0.023587223587223587,0.019273819273819274,0.06257166257166258,0.06339066339066339,0.5896805896805897,0.4818454818454818,0.10783510783510786,1.0715260715260715,3.149058149058149,0.10783510783510786
15m,price_mean_w,vol_mean_w,FLAT_CHOPPY,18315,-0.24206067610489848,0.023914823914823916,0.019273819273819274,0.06339066339066339,0.06257166257166258,0.5978705978705979,0.4818454818454818,0.11602511602511612,1.0797160797160799,3.149058149058149,0.11602511602511612
5m,price_velocity_w,vol_sigma_w,DOWN_SMOOTH,4662,-0.37928145839542626,0.043114543114543116,0.005791505791505791,0.023595023595023596,0.10231660231660232,1.077863577863578,0.14478764478764478,0.9330759330759331,1.2226512226512227,3.147790647790648,0.9330759330759331
1h,bar_range,z_high_w,DOWN_SMOOTH,4662,-0.23623744019117937,0.023166023166023165,0.018018018018018018,0.07464607464607464,0.05126555126555127,0.5791505791505791,0.45045045045045046,0.12870012870012865,1.0296010296010296,3.147790647790648,0.12870012870012865
15m,vol_sigma_w,vwap_w,UP_CHOPPY,3924,-0.17188044475002054,0.040519877675840976,0.017584097859327217,0.05733944954128441,0.06855249745158003,1.0129969418960243,0.4396024464831804,0.5733944954128438,1.4525993883792048,3.1472986748216107,0.5733944954128438
15m,price_mean_w,vol_sigma_w,UP_CHOPPY,3924,-0.1734578096865819,0.040519877675840976,0.017584097859327217,0.06855249745158003,0.05733944954128441,1.0129969418960243,0.4396024464831804,0.5733944954128438,1.4525993883792048,3.1472986748216107,0.5733944954128438
5m,vol_velocity_1b,reversion_prob_w,FLAT_SMOOTH,9885,-0.24610635657636726,0.025189681335356602,0.01932220536165908,0.07981790591805767,0.04602933737986849,0.629742033383915,0.483055134041477,0.146686899342438,1.112797167425392,3.1461810824481535,0.146686899342438
15m,vol_velocity_1b,z_se_w,DOWN_SMOOTH,4662,-0.19890228802591164,0.036036036036036036,0.02917202917202917,0.07936507936507936,0.04633204633204633,0.9009009009009009,0.7293007293007292,0.1716001716001717,1.63020163020163,3.142428142428142,0.1716001716001717
15m,SE_high_w,hurst_w,DOWN_SMOOTH,4662,-0.17956466587704595,0.014157014157014158,0.039897039897039896,0.059845559845559844,0.06563706563706563,0.35392535392535396,0.9974259974259974,-0.6435006435006434,1.3513513513513513,3.137065637065637,0.6435006435006434
15m,vol_velocity_1b,z_low_w,FLAT_SMOOTH,9858,-0.17501852251952554,0.025461554067762224,0.030736457699330495,0.0714140799350781,0.05396632176912153,0.6365388516940556,0.7684114424832623,-0.13187259078920677,1.404950294177318,3.1345100426049908,0.13187259078920677
5m,vol_velocity_1b,z_low_w,UP_CHOPPY,3924,-0.15896161903198316,0.03109072375127421,0.022935779816513763,0.07059123343527013,0.0545361875637105,0.7772680937818552,0.573394495412844,0.2038735983690112,1.3506625891946993,3.1281855249745156,0.2038735983690112
15m,bar_range,z_low_w,DOWN_SMOOTH,4662,-0.23568182903894544,0.03088803088803089,0.016087516087516088,0.07657657657657657,0.04826254826254826,0.7722007722007722,0.4021879021879022,0.37001287001287003,1.1743886743886744,3.120978120978121,0.37001287001287003
1h,bar_range,price_accel_w,DOWN_CHOPPY,2988,-0.21253799144544094,0.05622489959839357,0.012048192771084338,0.10040160642570281,0.024431057563587683,1.4056224899598393,0.30120481927710846,1.104417670682731,1.7068273092369477,3.1208165997322626,1.104417670682731
1h,SE_high_w,hurst_w,DOWN_CHOPPY,2988,-0.24007998487628476,0.008032128514056224,0.020080321285140562,0.07228915662650602,0.05220883534136546,0.2008032128514056,0.5020080321285141,-0.3012048192771085,0.7028112449799196,3.1124497991967868,0.3012048192771085
5m,vol_velocity_1b,reversion_prob_w,DOWN_SMOOTH,4662,-0.27174371011588677,0.02531102531102531,0.021664521664521666,0.07657657657657657,0.04783354783354783,0.6327756327756328,0.5416130416130417,0.09116259116259107,1.1743886743886744,3.11025311025311,0.09116259116259107
1h,vol_velocity_w,z_low_w,DOWN_CHOPPY,2988,-0.22493967916372878,0.03614457831325301,0.024096385542168676,0.07630522088353414,0.04785809906291834,0.9036144578313252,0.6024096385542169,0.3012048192771083,1.5060240963855422,3.104082998661312,0.3012048192771083
1h,vol_velocity_w,z_se_w,DOWN_CHOPPY,2988,-0.20081007761848915,0.0321285140562249,0.0321285140562249,0.06827309236947791,0.055890227576974566,0.8032128514056224,0.8032128514056224,0.0,1.6064257028112447,3.104082998661312,0.0
1m,vol_sigma_w,vwap_w,UP_CHOPPY,3924,-0.11833078250802764,0.033384301732925586,0.009938837920489297,0.05581039755351682,0.06804281345565749,0.8346075433231397,0.2484709480122324,0.5861365953109072,1.0830784913353722,3.0963302752293576,0.5861365953109072
1m,price_mean_w,vol_sigma_w,UP_CHOPPY,3924,-0.11851507947947375,0.033384301732925586,0.009938837920489297,0.06804281345565749,0.05581039755351682,0.8346075433231397,0.2484709480122324,0.5861365953109072,1.0830784913353722,3.0963302752293576,0.5861365953109072
1h,bar_range,price_velocity_w,FLAT_CHOPPY,18315,-0.3170511919023316,0.0374010374010374,0.01102921102921103,0.08386568386568387,0.03996723996723997,0.935025935025935,0.27573027573027575,0.6592956592956593,1.2107562107562106,3.095823095823096,0.6592956592956593
1h,vol_accel_w,reversion_prob_w,DOWN_SMOOTH,4662,-0.3654299934445601,0.03088803088803089,0.028314028314028315,0.07464607464607464,0.04912054912054912,0.7722007722007722,0.7078507078507079,0.0643500643500643,1.4800514800514801,3.0941655941655943,0.0643500643500643
1h,vol_accel_w,z_se_w,DOWN_SMOOTH,4662,-0.207077715552443,0.03088803088803089,0.018018018018018018,0.08751608751608751,0.036036036036036036,0.7722007722007722,0.45045045045045046,0.32175032175032175,1.2226512226512227,3.088803088803089,0.32175032175032175
1h,price_velocity_w,hurst_w,DOWN_SMOOTH,4662,-0.2109715793940576,0.023166023166023165,0.02059202059202059,0.04633204633204633,0.07722007722007722,0.5791505791505791,0.5148005148005148,0.0643500643500643,1.093951093951094,3.088803088803089,0.0643500643500643
15m,vol_velocity_1b,reversion_prob_w,FLAT_CHOPPY,18315,-0.2584387622122403,0.02942942942942943,0.02861042861042861,0.07578487578487579,0.04744744744744745,0.7357357357357357,0.7152607152607152,0.020475020475020478,1.4509964509964508,3.080808080808081,0.020475020475020478
15m,bar_range,reversion_prob_w,UP_SMOOTH,7146,-0.32961713291450084,0.031486146095717885,0.02392947103274559,0.07304785894206549,0.0498180800447803,0.7871536523929471,0.5982367758186398,0.18891687657430734,1.3853904282115868,3.0716484746711448,0.18891687657430734
1h,vol_sigma_w,z_high_w,UP_CHOPPY,3924,-0.21372254335254143,0.021406727828746176,0.01529051987767584,0.05555555555555555,0.0672782874617737,0.5351681957186544,0.382262996941896,0.15290519877675834,0.9174311926605504,3.070846075433231,0.15290519877675834
1h,vol_accel_w,vol_sigma_w,UP_SMOOTH,7146,-0.2810798862489797,0.023509655751469353,0.011754827875734676,0.04030226700251889,0.08228379513014274,0.5877413937867338,0.2938706968933669,0.2938706968933669,0.8816120906801008,3.0646515533165406,0.2938706968933669
1m,price_mean_w,vol_sigma_w,UP_SMOOTH,7146,-0.1298448956779653,0.03288553036663868,0.02672823957458718,0.06619087601455359,0.05639518611810803,0.8221382591659671,0.6682059893646795,0.1539322698012876,1.4903442485306466,3.0646515533165406,0.1539322698012876
1h,vol_velocity_1b,price_velocity_w,UP_SMOOTH,7146,-0.06921580715979068,0.04030226700251889,0.018471872376154493,0.05373635600335852,0.0688497061293031,1.0075566750629723,0.4617968094038623,0.54575986565911,1.4693534844668346,3.0646515533165406,0.54575986565911
1m,vol_sigma_w,vwap_w,UP_SMOOTH,7146,-0.12942272756428644,0.03288553036663868,0.02672823957458718,0.056255247691015954,0.06619087601455359,0.8221382591659671,0.6682059893646795,0.1539322698012876,1.4903442485306466,3.0611530926392385,0.1539322698012876
5s,vol_mean_w,vwap_w,UP_CHOPPY,3924,-0.12443031487058824,0.0290519877675841,0.01452599388379205,0.06243628950050968,0.05963302752293578,0.7262996941896025,0.36314984709480125,0.36314984709480125,1.0894495412844036,3.0517329255861365,0.36314984709480125
5s,price_mean_w,vol_mean_w,UP_CHOPPY,3924,-0.12438184454699287,0.0290519877675841,0.01452599388379205,0.05963302752293578,0.06243628950050968,0.7262996941896025,0.36314984709480125,0.36314984709480125,1.0894495412844036,3.0517329255861365,0.36314984709480125
5m,price_velocity_w,vol_mean_w,DOWN_SMOOTH,4662,-0.34143545223832744,0.04847704847704848,0.003861003861003861,0.01951951951951952,0.10253110253110254,1.211926211926212,0.09652509652509653,1.1154011154011154,1.3084513084513085,3.0512655512655513,1.1154011154011154
1h,price_accel_1b,z_high_w,FLAT_SMOOTH,9750,-0.07734455547904101,0.048,0.025846153846153845,0.07261538461538461,0.04923076923076923,1.2,0.6461538461538461,0.5538461538461539,1.846153846153846,3.046153846153846,0.5538461538461539
5m,vol_velocity_1b,reversion_prob_w,FLAT_CHOPPY,18315,-0.2647420051691687,0.027955227955227955,0.02467922467922468,0.0746928746928747,0.04711984711984712,0.6988806988806988,0.616980616980617,0.0819000819000818,1.3158613158613157,3.0453180453180453,0.0819000819000818
1m,vol_velocity_1b,reversion_prob_w,FLAT_SMOOTH,9890,-0.23356571321781533,0.027805864509605663,0.02770475227502528,0.07684529828109202,0.04479271991911021,0.6951466127401416,0.6926188068756319,0.0025278058645096246,1.3877654196157736,3.0409504550050555,0.0025278058645096246
15m,vol_sigma_w,vwap_w,UP_SMOOTH,7146,-0.1099145554905972,0.028127623845507977,0.023089840470193114,0.054575986565911,0.06703050657710607,0.7031905961376994,0.5772460117548278,0.1259445843828716,1.2804366078925273,3.040162328575427,0.1259445843828716
5m,price_velocity_w,SE_low_w,DOWN_CHOPPY,2988,-0.30769158045027983,0.04417670682730924,0.006358768406961178,0.028112449799196786,0.09337349397590361,1.104417670682731,0.15896921017402946,0.9454484605087015,1.2633868808567603,3.0371485943775096,0.9454484605087015
5m,vol_accel_w,z_low_w,DOWN_SMOOTH,4662,-0.18815819456938263,0.026598026598026597,0.02338052338052338,0.070999570999571,0.050407550407550406,0.6649506649506649,0.5845130845130845,0.08043758043758042,1.2494637494637493,3.035178035178035,0.08043758043758042
5m,price_velocity_w,swing_noise_w,DOWN_SMOOTH,4662,-0.3718485654268761,0.0546975546975547,0.000429000429000429,0.021021021021021023,0.10038610038610038,1.3674388674388673,0.010725010725010725,1.3567138567138566,1.378163878163878,3.035178035178035,1.3567138567138566
5m,price_mean_w,vol_mean_w,FLAT_CHOPPY,18315,-0.213166237140159,0.025334425334425335,0.02052962052962053,0.06208026208026208,0.059022659022659026,0.6333606333606334,0.5132405132405132,0.12012012012012019,1.1466011466011468,3.0275730275730277,0.12012012012012019
1h,price_accel_1b,vol_accel_w,DOWN_SMOOTH,4662,-0.2328768582062695,0.036036036036036036,0.03625053625053625,0.059202059202059204,0.06177606177606178,0.9009009009009009,0.9062634062634063,-0.0053625053625053765,1.807164307164307,3.0244530244530248,0.0053625053625053765
1h,body,vol_accel_w,DOWN_SMOOTH,4662,-0.29546002652221665,0.028314028314028315,0.023166023166023165,0.0489060489060489,0.07207207207207207,0.7078507078507079,0.5791505791505791,0.1287001287001288,1.287001287001287,3.0244530244530243,0.1287001287001288
1h,price_velocity_1b,vol_accel_w,DOWN_SMOOTH,4662,-0.26925455920314734,0.02574002574002574,0.023166023166023165,0.0489060489060489,0.07207207207207207,0.6435006435006434,0.5791505791505791,0.0643500643500643,1.2226512226512225,3.0244530244530243,0.0643500643500643
1h,price_accel_1b,z_high_w,DOWN_SMOOTH,4662,-0.17871711630113027,0.03088803088803089,0.04118404118404118,0.08494208494208494,0.036036036036036036,0.7722007722007722,1.0296010296010296,-0.2574002574002574,1.8018018018018018,3.0244530244530243,0.2574002574002574
5m,vol_mean_w,vwap_w,FLAT_CHOPPY,18315,-0.21348857669491003,0.025443625443625443,0.02052962052962053,0.059077259077259074,0.061861861861861864,0.6360906360906361,0.5132405132405132,0.12285012285012287,1.1493311493311493,3.0234780234780234,0.12285012285012287
5s,price_mean_w,vol_mean_w,UP_SMOOTH,7146,-0.09622042557968279,0.03162608452280996,0.023089840470193114,0.06395186118108033,0.05695493982647635,0.790652113070249,0.5772460117548278,0.21340610131542115,1.3678981248250768,3.022670025188917,0.21340610131542115
1h,vol_velocity_w,reversion_prob_w,UP_SMOOTH,7146,-0.2620285589491069,0.02518891687657431,0.020151133501259445,0.07388748950461797,0.047019311502938706,0.6297229219143577,0.5037783375314862,0.1259445843828716,1.1335012594458438,3.022670025188917,0.1259445843828716
1m,vol_velocity_w,reversion_prob_w,FLAT_SMOOTH,9890,-0.18093284124963147,0.027603640040444893,0.022851365015166835,0.07350859453993933,0.04732052578361982,0.6900910010111223,0.5712841253791708,0.11880687563195147,1.261375126390293,3.0207280080889785,0.11880687563195147
5m,vol_velocity_1b,reversion_prob_w,DOWN_CHOPPY,2988,-0.2687689530261393,0.02175368139223561,0.025435073627844713,0.07630522088353414,0.044511378848728245,0.5438420348058902,0.6358768406961178,-0.09203480589022761,1.179718875502008,3.0204149933065594,0.09203480589022761
5m,price_velocity_w,price_sigma_w,DOWN_CHOPPY,2988,-0.3550620419441491,0.055220883534136546,0.0006693440428380187,0.006024096385542169,0.11479250334672021,1.3805220883534137,0.01673360107095047,1.3637884872824633,1.3972556894243642,3.0204149933065594,1.3637884872824633
15m,vol_velocity_1b,reversion_prob_w,UP_CHOPPY,3924,-0.33513028797530986,0.029561671763506627,0.029561671763506627,0.07696228338430174,0.04383282364933741,0.7390417940876657,0.7390417940876657,0.0,1.4780835881753314,3.019877675840979,0.0
5s,vol_mean_w,vwap_w,UP_SMOOTH,7146,-0.09628894520501506,0.03162608452280996,0.023089840470193114,0.05681500139938427,0.06395186118108033,0.790652113070249,0.5772460117548278,0.21340610131542115,1.3678981248250768,3.019171564511615,0.21340610131542115
1m,price_velocity_w,SE_low_w,DOWN_SMOOTH,4662,-0.4416090881309471,0.05233805233805234,0.003861003861003861,0.024024024024024024,0.09673959673959674,1.3084513084513085,0.09652509652509653,1.211926211926212,1.404976404976405,3.0190905190905193,1.211926211926212
1h,vol_velocity_1b,z_se_w,FLAT_CHOPPY,18315,-0.12173841489860229,0.05176085176085176,0.026863226863226862,0.07278187278187279,0.04788424788424788,1.294021294021294,0.6715806715806716,0.6224406224406225,1.9656019656019657,3.0166530166530166,0.6224406224406225
1h,vol_accel_w,SE_low_w,UP_SMOOTH,7146,-0.14232546442899122,0.02518891687657431,0.015113350125944584,0.05527567870137139,0.06535124545200112,0.6297229219143577,0.3778337531486146,0.25188916876574313,1.0075566750629723,3.0156731038343128,0.25188916876574313
1h,vol_velocity_1b,reversion_prob_w,FLAT_CHOPPY,18315,-0.3228938181010147,0.02882882882882883,0.03478023478023478,0.08523068523068524,0.03538083538083538,0.7207207207207207,0.8695058695058695,-0.1487851487851488,1.5902265902265902,3.0152880152880157,0.1487851487851488
1h,vol_accel_w,vol_sigma_w,DOWN_CHOPPY,2988,-0.30761038689456566,0.024096385542168676,0.012048192771084338,0.028112449799196786,0.09236947791164658,0.6024096385542169,0.30120481927710846,0.30120481927710846,0.9036144578313254,3.012048192771084,0.30120481927710846
1h,vol_velocity_1b,SE_high_w,DOWN_CHOPPY,2988,-0.12513547250029772,0.028112449799196786,0.01606425702811245,0.05622489959839357,0.0642570281124498,0.7028112449799196,0.4016064257028112,0.30120481927710846,1.104417670682731,3.012048192771084,0.30120481927710846
1h,price_velocity_w,vol_velocity_w,FLAT_CHOPPY,18315,-0.1205591226182643,0.03084903084903085,0.03205023205023205,0.055582855582855584,0.0648102648102648,0.7712257712257712,0.8012558012558013,-0.03003003003003013,1.5724815724815726,3.0098280098280097,0.03003003003003013
15m,price_mean_w,vol_sigma_w,UP_SMOOTH,7146,-0.11358802522299477,0.028967254408060455,0.023089840470193114,0.06577106073327736,0.054575986565911,0.7241813602015114,0.5772460117548278,0.14693534844668354,1.3014273719563392,3.008676182479709,0.14693534844668354
1m,vol_velocity_1b,z_low_w,DOWN_CHOPPY,2988,-0.15831267842991473,0.03614457831325301,0.02710843373493976,0.06961178045515395,0.05053547523427041,0.9036144578313252,0.677710843373494,0.22590361445783125,1.5813253012048192,3.003681392235609,0.22590361445783125
