tf,c1,c2,regime_2d,n,pearson,p_q4q4,p_q0q0,p_q4q0,p_q0q4,upper_lift,lower_lift,tail_asymmetry,joint_extreme,cross_extreme,abs_asym
1h,price_sigma_w,SE_low_w,UP_CHOPPY,3924,0.8168129770090654,0.14678899082568808,0.10703363914373089,0.0,0.0,3.669724770642202,2.675840978593272,0.9938837920489298,6.345565749235474,0.0,0.9938837920489298
1h,z_low_w,reversion_prob_w,UP_CHOPPY,3924,-0.10014413668993442,0.024464831804281346,0.06422018348623854,0.0764525993883792,0.012232415902140673,0.6116207951070336,1.6055045871559634,-0.9938837920489298,2.217125382262997,2.2171253822629966,0.9938837920489298
1h,price_accel_w,SE_high_w,UP_CHOPPY,3924,0.12097026365221852,0.06422018348623854,0.024464831804281346,0.024464831804281346,0.06116207951070336,1.6055045871559634,0.6116207951070336,0.9938837920489298,2.217125382262997,2.140672782874618,0.9938837920489298
15m,body,price_mean_w,UP_CHOPPY,3924,-0.06301481580278137,0.024464831804281346,0.06422018348623854,0.06702344546381243,0.02471967380224261,0.6116207951070336,1.6055045871559634,-0.9938837920489298,2.217125382262997,2.293577981651376,0.9938837920489298
1h,body,price_mean_w,UP_CHOPPY,3924,-0.14301773098168344,0.01834862385321101,0.0581039755351682,0.06116207951070336,0.03363914373088685,0.45871559633027525,1.452599388379205,-0.9938837920489297,1.9113149847094801,2.3700305810397553,0.9938837920489297
1m,price_velocity_w,price_mean_w,FLAT_SMOOTH,9890,0.013859113217286792,0.019312436804853388,0.058948432760364,0.062891809908999,0.02386248736097068,0.4828109201213347,1.4737108190091,-0.9908998988877653,1.9565217391304346,2.1688574317492417,0.9908998988877653
5s,price_sigma_w,swing_noise_w,UP_SMOOTH,7146,0.8530626830176526,0.14175762664427652,0.10215505177721802,0.0,0.0012594458438287153,3.543940666106913,2.5538762944304505,0.9900643716764623,6.097816960537363,0.031486146095717885,0.9900643716764623
15m,price_accel_w,price_mean_w,UP_SMOOTH,7146,-0.02262225038389603,0.020291071928351525,0.05989364679541002,0.06283235376434369,0.023789532605653512,0.5072767982087881,1.4973411698852503,-0.9900643716764622,2.0046179680940384,2.1655471592499302,0.9900643716764622
1h,vol_velocity_1b,SE_high_w,UP_CHOPPY,3924,-0.0582081806762055,0.06116207951070336,0.02166156982670744,0.03058103975535168,0.05504587155963303,1.529051987767584,0.541539245667686,0.9875127420998981,2.07059123343527,2.140672782874618,0.9875127420998981
1h,vol_velocity_1b,swing_noise_w,UP_CHOPPY,3924,0.0010295336615457524,0.0672782874617737,0.027777777777777776,0.021406727828746176,0.07033639143730887,1.6819571865443423,0.6944444444444444,0.9875127420998979,2.376401630988787,2.293577981651376,0.9875127420998979
15m,price_velocity_1b,swing_noise_w,DOWN_SMOOTH,4662,-0.1132220849146869,0.05491205491205491,0.015444015444015444,0.02037752037752038,0.070999570999571,1.3728013728013728,0.3861003861003861,0.9867009867009867,1.758901758901759,2.2844272844272844,0.9867009867009867
1h,body,price_sigma_w,FLAT_SMOOTH,9750,-0.024767608849044623,0.060307692307692305,0.020923076923076923,0.023384615384615386,0.05046153846153846,1.5076923076923077,0.5230769230769231,0.9846153846153846,2.0307692307692307,1.8461538461538463,0.9846153846153846
1h,body,reversion_prob_w,FLAT_SMOOTH,9750,0.23690674500635078,0.043076923076923075,0.08246153846153846,0.06143589743589743,0.02707692307692308,1.0769230769230769,2.0615384615384613,-0.9846153846153844,3.138461538461538,2.212820512820513,0.9846153846153844
1h,price_velocity_w,vwap_w,FLAT_CHOPPY,18315,0.172025737706002,0.0260988260988261,0.06546546546546547,0.05438165438165438,0.013104013104013105,0.6524706524706525,1.6366366366366367,-0.9841659841659842,2.2891072891072892,1.687141687141687,0.9841659841659842
1h,body,vol_velocity_w,FLAT_SMOOTH,9738,-0.06313376229193425,0.0640788662969809,0.024748408297391663,0.030807147258163893,0.061614294516327786,1.6019716574245224,0.6187102074347915,0.9832614499897309,2.220681864859314,2.310536044362292,0.9832614499897309
1h,price_velocity_1b,price_accel_w,UP_SMOOTH,7146,0.7872803992716085,0.1350405821438567,0.09571788413098237,0.006856982927511895,0.00825636719843269,3.3760145535964172,2.392947103274559,0.9830674503218582,5.768961656870976,0.37783375314861456,0.9830674503218582
1h,price_velocity_1b,swing_noise_w,FLAT_CHOPPY,18315,-0.0693361304480649,0.06098826098826099,0.021676221676221675,0.023587223587223587,0.06546546546546547,1.5247065247065248,0.5419055419055419,0.9828009828009829,2.0666120666120666,2.226317226317226,0.9828009828009829
15m,price_velocity_1b,vol_velocity_w,UP_CHOPPY,3924,0.05015987064041176,0.08027522935779817,0.041029561671763505,0.03797145769622834,0.06345565749235474,2.0068807339449544,1.0257390417940877,0.9811416921508667,3.0326197757390423,2.535677879714577,0.9811416921508667
15m,body,vol_velocity_w,UP_CHOPPY,3924,0.05052774322718957,0.08027522935779817,0.041029561671763505,0.03924566768603466,0.06345565749235474,2.0068807339449544,1.0257390417940877,0.9811416921508667,3.0326197757390423,2.5675331294597346,0.9811416921508667
5s,price_accel_1b,vol_sigma_w,FLAT_SMOOTH,9893,-0.045391830023997486,0.06287273829980794,0.023653088042049936,0.030223390275952694,0.05973920954210048,1.5718184574951986,0.5913272010512484,0.9804912564439502,2.163145658546447,2.249064995451329,0.9804912564439502
5s,price_velocity_1b,price_accel_w,UP_SMOOTH,7146,0.6551281564599399,0.1486146095717884,0.10943184998600616,0.015533165407220823,0.014413657990484188,3.71536523929471,2.735796249650154,0.9795689896445561,6.451161488944864,0.7486705849426253,0.9795689896445561
15m,bar_range,swing_noise_w,DOWN_CHOPPY,2988,0.5105043867174407,0.11144578313253012,0.07228915662650602,0.0050200803212851405,0.0050200803212851405,2.786144578313253,1.8072289156626504,0.9789156626506026,4.593373493975903,0.25100401606425704,0.9789156626506026
1m,vol_accel_1b,vol_velocity_w,DOWN_CHOPPY,2988,0.2052483113792657,0.09738955823293173,0.05823293172690763,0.05053547523427041,0.05789825970548862,2.4347389558232932,1.4558232931726909,0.9789156626506024,3.890562248995984,2.710843373493976,0.9789156626506024
15m,body,reversion_prob_w,DOWN_CHOPPY,2988,0.17943837793364248,0.0391566265060241,0.0783132530120482,0.06593038821954485,0.0321285140562249,0.9789156626506024,1.9578313253012047,-0.9789156626506024,2.936746987951807,2.4514725568942435,0.9789156626506024
15m,price_velocity_1b,price_mean_w,FLAT_CHOPPY,18315,0.007848048870530349,0.022713622713622712,0.061861861861861864,0.059022659022659026,0.02205842205842206,0.5678405678405678,1.5465465465465467,-0.9787059787059789,2.1143871143871147,2.027027027027027,0.9787059787059789
15m,body,price_mean_w,FLAT_CHOPPY,18315,0.006978854962404963,0.023368823368823368,0.062407862407862405,0.059186459186459185,0.021894621894621893,0.5842205842205842,1.5601965601965602,-0.975975975975976,2.1444171444171443,2.0270270270270268,0.975975975975976
5s,price_velocity_1b,vol_sigma_w,DOWN_SMOOTH,4662,-0.020775340866783912,0.06392106392106392,0.024882024882024883,0.037752037752037754,0.0622050622050622,1.598026598026598,0.622050622050622,0.975975975975976,2.22007722007722,2.4989274989274985,0.975975975975976
5s,SE_low_w,swing_noise_w,UP_CHOPPY,3924,0.8308800645618194,0.14475025484199797,0.10575942915392457,0.0,0.0015290519877675841,3.6187563710499493,2.643985728848114,0.9747706422018352,6.262742099898063,0.0382262996941896,0.9747706422018352
15m,body,vwap_w,UP_CHOPPY,3924,-0.06191277436894414,0.02522935779816514,0.06422018348623854,0.06702344546381243,0.02471967380224261,0.6307339449541285,1.6055045871559634,-0.974770642201835,2.236238532110092,2.293577981651376,0.974770642201835
1h,vol_velocity_w,vol_mean_w,UP_SMOOTH,7146,0.12789490504494908,0.052057094878253565,0.013154212146655471,0.0,0.023509655751469353,1.3014273719563392,0.32885530366638677,0.9725720682899524,1.630282675622726,0.5877413937867338,0.9725720682899524
5s,price_velocity_1b,price_accel_1b,UP_SMOOTH,7146,0.6877933662969246,0.15841029946823398,0.11950741673663588,0.011894766302826756,0.00811642877134061,3.9602574867058493,2.987685418415897,0.9725720682899524,6.947942905121746,0.5002798768541841,0.9725720682899524
1h,price_accel_w,price_sigma_w,FLAT_CHOPPY,18315,-0.0347991557490768,0.062353262353262356,0.02347802347802348,0.0196014196014196,0.055582855582855584,1.5588315588315589,0.586950586950587,0.9718809718809719,2.145782145782146,1.8796068796068794,0.9718809718809719
1h,bar_range,vol_accel_w,DOWN_SMOOTH,4662,0.22388355983945307,0.08236808236808237,0.04354354354354354,0.03861003861003861,0.04096954096954097,2.0592020592020592,1.0885885885885884,0.9706134706134708,3.1477906477906474,1.9894894894894892,0.9706134706134708
15m,body,swing_noise_w,DOWN_SMOOTH,4662,-0.0878159816203987,0.054268554268554266,0.015444015444015444,0.019734019734019732,0.070999570999571,1.3567138567138566,0.3861003861003861,0.9706134706134705,1.7428142428142426,2.268339768339768,0.9706134706134705
1h,vol_accel_1b,vol_accel_w,DOWN_SMOOTH,4662,0.4922751766910085,0.0694980694980695,0.10832260832260832,0.015444015444015444,0.03346203346203346,1.7374517374517373,2.7080652080652077,-0.9706134706134704,4.445516945516945,1.2226512226512227,0.9706134706134704
5s,price_velocity_1b,body,UP_SMOOTH,7146,0.9145356204955202,0.17618247970892806,0.13741953540442206,0.002378953260565351,0.0015393226980128744,4.404561992723202,3.4354883851105513,0.9690736076126503,7.840050377833753,0.09795689896445564,0.9690736076126503
15m,vol_velocity_w,swing_noise_w,FLAT_SMOOTH,9804,-0.14349203484182066,0.044471644226846185,0.005711954304365565,0.017645858833129333,0.07925336597307221,1.1117911056711547,0.14279885760913913,0.9689922480620156,1.254589963280294,2.4224806201550386,0.9689922480620156
1m,price_velocity_w,price_mean_w,UP_CHOPPY,3924,-0.06702884198277644,0.023700305810397553,0.06243628950050968,0.06676860346585117,0.02803261977573904,0.5925076452599388,1.560907237512742,-0.9683995922528031,2.153414882772681,2.3700305810397553,0.9683995922528031
1m,price_velocity_w,vwap_w,UP_CHOPPY,3924,-0.06562603143739974,0.023700305810397553,0.06243628950050968,0.06651376146788991,0.02803261977573904,0.5925076452599388,1.560907237512742,-0.9683995922528031,2.153414882772681,2.3636595310907236,0.9683995922528031
15m,price_velocity_1b,z_high_w,UP_CHOPPY,3924,0.22742281085223595,0.0891946992864424,0.05045871559633028,0.016819571865443424,0.019367991845056064,2.22986748216106,1.261467889908257,0.968399592252803,3.491335372069317,0.9046890927624872,0.968399592252803
5s,price_sigma_w,swing_noise_w,UP_CHOPPY,3924,0.8081656840760718,0.15163098878695208,0.11289500509683996,0.0,0.0010193679918450561,3.7907747196738018,2.8223751274209987,0.968399592252803,6.6131498470948005,0.025484199796126403,0.968399592252803
5s,price_velocity_1b,price_accel_w,FLAT_SMOOTH,9893,0.6349232380659244,0.1449509754371778,0.10623673304356616,0.012635196603659153,0.010916809865561507,3.623774385929445,2.655918326089154,0.9678560598402908,6.2796927120185995,0.5888001617305165,0.9678560598402908
1h,body,swing_noise_w,FLAT_CHOPPY,18315,-0.0666760373891016,0.06033306033306033,0.021676221676221675,0.024242424242424242,0.06546546546546547,1.5083265083265083,0.5419055419055419,0.9664209664209664,2.05023205023205,2.242697242697243,0.9664209664209664
1h,z_high_w,reversion_prob_w,UP_SMOOTH,7146,-0.40415989835053734,0.005037783375314861,0.0436607892527288,0.12496501539322698,0.015113350125944584,0.12594458438287154,1.09151973131822,-0.9655751469353486,1.2174643157010916,3.5019591379792887,0.9655751469353486
1h,price_accel_1b,vwap_w,UP_SMOOTH,7146,-0.004195979839931694,0.023509655751469353,0.06213266162888329,0.06213266162888329,0.02672823957458718,0.5877413937867338,1.5533165407220824,-0.9655751469353485,2.141057934508816,2.221522530086762,0.9655751469353485
1h,price_accel_1b,price_mean_w,UP_SMOOTH,7146,-0.0034999517388099454,0.023509655751469353,0.06213266162888329,0.06213266162888329,0.03008676182479709,0.5877413937867338,1.5533165407220824,-0.9655751469353485,2.141057934508816,2.3054855863420096,0.9655751469353485
1h,price_velocity_1b,swing_noise_w,UP_SMOOTH,7146,0.18724878967196992,0.06717044500419815,0.028547439126784216,0.020151133501259445,0.06213266162888329,1.6792611251049538,0.7136859781696053,0.9655751469353485,2.392947103274559,2.0570948782535687,0.9655751469353485
1h,vol_velocity_1b,vol_sigma_w,UP_SMOOTH,7146,-0.14770626159447026,0.041981528127623846,0.0033585222502099076,0.03190596137699412,0.08564231738035265,1.0495382031905962,0.08396305625524769,0.9655751469353485,1.1335012594458438,2.938706968933669,0.9655751469353485
1h,vol_accel_1b,price_accel_w,UP_SMOOTH,7146,0.14894004297638092,0.07220822837951302,0.033585222502099076,0.02686817800167926,0.05373635600335852,1.8052057094878253,0.8396305625524769,0.9655751469353484,2.644836272040302,2.0151133501259446,0.9655751469353484
5m,price_velocity_w,vwap_w,UP_SMOOTH,7146,-0.12512260992411922,0.021270640917996082,0.05989364679541002,0.0695493982647635,0.025748670584942627,0.531766022949902,1.4973411698852503,-0.9655751469353483,2.0291071928351525,2.3824517212426533,0.9655751469353483
1m,bar_range,SE_low_w,DOWN_SMOOTH,4662,0.7044428231331442,0.14157014157014158,0.10296010296010295,0.000429000429000429,0.000858000858000858,3.5392535392535396,2.5740025740025736,0.965250965250966,6.113256113256114,0.032175032175032175,0.965250965250966
5s,SE_high_w,SE_low_w,DOWN_SMOOTH,4662,0.9113432081245464,0.16087516087516088,0.12226512226512226,0.0,0.0002145002145002145,4.0218790218790215,3.0566280566280564,0.9652509652509651,7.078507078507078,0.005362505362505363,0.9652509652509651
5s,price_velocity_1b,reversion_prob_w,DOWN_SMOOTH,4662,0.032896393811899384,0.037752037752037754,0.07636207636207636,0.07957957957957958,0.03131703131703132,0.9438009438009438,1.909051909051909,-0.9652509652509651,2.8528528528528527,2.772415272415272,0.9652509652509651
15m,price_velocity_1b,vwap_w,FLAT_CHOPPY,18315,0.009134623314272118,0.023205023205023205,0.0616980616980617,0.059022659022659026,0.021567021567021567,0.5801255801255801,1.5424515424515424,-0.9623259623259622,2.1225771225771224,2.0147420147420148,0.9623259623259622
5m,price_velocity_w,SE_high_w,DOWN_CHOPPY,2988,-0.23289280451557126,0.046519410977242305,0.008032128514056224,0.019076305220883535,0.09170013386880857,1.1629852744310576,0.2008032128514056,0.962182061579652,1.3637884872824633,2.769410977242303,0.962182061579652
15m,price_accel_1b,vwap_w,DOWN_CHOPPY,2988,-0.004362267265439527,0.02175368139223561,0.060240963855421686,0.05856760374832664,0.024096385542168676,0.5438420348058902,1.506024096385542,-0.9621820615796518,2.049866131191432,2.066599732262383,0.9621820615796518
1m,vol_accel_1b,vol_velocity_w,UP_SMOOTH,7146,0.18159743529357708,0.09879652952700811,0.06031346207668626,0.05135740274279317,0.05107752588860901,2.4699132381752027,1.5078365519171564,0.9620766862580463,3.977749790092359,2.5608732157850547,0.9620766862580463
5s,SE_high_w,swing_noise_w,UP_CHOPPY,3924,0.860663284270477,0.14271151885830785,0.10423037716615698,0.0,0.001783893985728848,3.567787971457696,2.6057594291539243,0.9620285423037718,6.17354740061162,0.0445973496432212,0.9620285423037718
15m,price_accel_1b,vol_velocity_w,UP_CHOPPY,3924,0.011035276479140117,0.0779816513761468,0.039500509683995925,0.035168195718654434,0.06957186544342507,1.9495412844036697,0.9875127420998981,0.9620285423037715,2.937054026503568,2.6185015290519877,0.9620285423037715
5m,price_accel_w,vwap_w,UP_CHOPPY,3924,-0.013618641620208014,0.023955147808358817,0.06243628950050968,0.06345565749235474,0.02471967380224261,0.5988786952089704,1.560907237512742,-0.9620285423037715,2.1597859327217126,2.2043832823649336,0.9620285423037715
15m,vol_accel_1b,vol_velocity_w,FLAT_SMOOTH,9855,0.06054335984184441,0.09051243023845763,0.052054794520547946,0.05733130390664637,0.0643328259766616,2.262810755961441,1.3013698630136987,0.9614408929477423,3.56418061897514,3.041603247082699,0.9614408929477423
5s,body,z_high_w,FLAT_CHOPPY,18315,0.24160626748550443,0.0873054873054873,0.048867048867048866,0.020584220584220585,0.021403221403221404,2.1826371826371824,1.2216762216762216,0.9609609609609608,3.4043134043134042,1.0496860496860498,0.9609609609609608
5s,bar_range,reversion_prob_w,FLAT_SMOOTH,9893,-0.21074487520644225,0.03841099767512383,0.0,0.07217224300010108,0.0,0.9602749418780957,0.0,0.9602749418780957,0.9602749418780957,1.804306075002527,0.9602749418780957
15m,body,vwap_w,FLAT_CHOPPY,18315,0.008284006931556889,0.02386022386022386,0.062244062244062245,0.059186459186459185,0.021403221403221404,0.5965055965055965,1.556101556101556,-0.9595959595959596,2.1526071526071524,2.0147420147420148,0.9595959595959596
1h,body,vwap_w,FLAT_SMOOTH,9750,0.022629212056573374,0.02205128205128205,0.06041025641025641,0.06769230769230769,0.029435897435897435,0.5512820512820512,1.5102564102564102,-0.958974358974359,2.0615384615384613,2.428205128205128,0.958974358974359
1h,price_accel_w,vol_mean_w,FLAT_SMOOTH,9726,-0.0009673310948702162,0.06292412091301666,0.024573308657207485,0.02724655562410035,0.05058605798889575,1.5731030228254166,0.6143327164301872,0.9587703063952294,2.1874357392556036,1.9458153403249026,0.9587703063952294
5m,price_velocity_1b,vwap_w,UP_SMOOTH,7146,-0.05178659652840919,0.023229778897285194,0.06157290792051497,0.06297229219143577,0.02462916316820599,0.5807444724321298,1.5393226980128742,-0.9585782255807445,2.120067170445004,2.190036383991044,0.9585782255807445
5m,price_velocity_w,price_mean_w,UP_SMOOTH,7146,-0.12833095941691325,0.021270640917996082,0.05961376994122586,0.06996921354603974,0.025748670584942627,0.531766022949902,1.4903442485306464,-0.9585782255807443,2.0221102714805483,2.392947103274559,0.9585782255807443
5m,body,price_mean_w,UP_CHOPPY,3924,-0.04152542982597514,0.02471967380224261,0.06294597349643222,0.063710499490316,0.026503567787971458,0.6179918450560652,1.5736493374108054,-0.9556574923547402,2.1916411824668707,2.2553516819571864,0.9556574923547402
5m,price_accel_w,price_mean_w,UP_CHOPPY,3924,-0.013915737020861609,0.023700305810397553,0.06192660550458716,0.06320081549439348,0.02522935779816514,0.5925076452599388,1.548165137614679,-0.9556574923547402,2.140672782874618,2.2107543323139653,0.9556574923547402
5m,body,vwap_w,UP_CHOPPY,3924,-0.0407758971008554,0.024974515800203875,0.06320081549439348,0.063710499490316,0.02599388379204893,0.6243628950050969,1.5800203873598369,-0.95565749235474,2.2043832823649336,2.2426095820591234,0.95565749235474
5m,body,vwap_w,UP_SMOOTH,7146,-0.04978457583755299,0.022949902043101034,0.06115309263923874,0.06325216904561992,0.025328855303666388,0.5737475510775258,1.5288273159809684,-0.9550797649034426,2.102574867058494,2.2145256087321576,0.9550797649034426
5m,price_velocity_1b,price_mean_w,UP_SMOOTH,7146,-0.05347606145927997,0.023089840470193114,0.061293031066330814,0.06339210747271201,0.02476910159529807,0.5772460117548278,1.5323257766582703,-0.9550797649034425,2.1095717884130982,2.204030226700252,0.9550797649034425
5s,price_velocity_1b,vol_accel_1b,UP_SMOOTH,7146,-0.13787175841295685,0.0764063811922754,0.0382031905961377,0.05639518611810803,0.05793450881612091,1.910159529806885,0.9550797649034425,0.9550797649034425,2.8652392947103276,2.8582423733557234,0.9550797649034425
15m,price_accel_1b,price_mean_w,FLAT_CHOPPY,18315,-0.0001667466587810925,0.02184002184002184,0.060005460005460004,0.06027846027846028,0.02113022113022113,0.546000546000546,1.5001365001365001,-0.9541359541359541,2.046137046137046,2.0352170352170353,0.9541359541359541
1h,body,SE_low_w,FLAT_SMOOTH,9750,-0.05825504965569457,0.056615384615384616,0.018461538461538463,0.03435897435897436,0.05169230769230769,1.4153846153846155,0.46153846153846156,0.9538461538461539,1.876923076923077,2.151282051282051,0.9538461538461539
5s,price_velocity_1b,body,DOWN_CHOPPY,2988,0.9210219886287393,0.16900937081659972,0.13085676037483265,0.0,0.0006693440428380187,4.225234270414993,3.2714190093708164,0.9538152610441766,7.496653279785809,0.01673360107095047,0.9538152610441766
5m,price_velocity_w,price_mean_w,FLAT_CHOPPY,18315,0.027044660125907144,0.02353262353262353,0.06164346164346164,0.059022659022659026,0.023696423696423698,0.5883155883155883,1.541086541086541,-0.9527709527709528,2.1294021294021293,2.0679770679770684,0.9527709527709528
1h,price_accel_w,vol_mean_w,FLAT_CHOPPY,18315,0.036369411282302415,0.06175266175266175,0.023641823641823642,0.024187824187824187,0.045809445809445806,1.5438165438165439,0.5910455910455911,0.9527709527709528,2.134862134862135,1.7499317499317497,0.9527709527709528
1h,price_accel_w,vwap_w,FLAT_CHOPPY,18315,0.011232181343598255,0.019546819546819548,0.05765765765765766,0.060933660933660934,0.0196014196014196,0.4886704886704887,1.4414414414414414,-0.9527709527709527,1.93011193011193,2.0133770133770135,0.9527709527709527
5m,body,price_mean_w,UP_SMOOTH,7146,-0.05118042953301884,0.022809963616008955,0.06087321578505458,0.06367198432689616,0.025468793730758468,0.5702490904002239,1.5218303946263645,-0.9515813042261406,2.0920794850265882,2.2285194514413655,0.9515813042261406
5m,price_accel_w,vwap_w,FLAT_SMOOTH,9883,-0.009103750597176016,0.023069918041080644,0.06111504603865223,0.064049377719316,0.0235758372963675,0.576747951027016,1.527876150966306,-0.9511281999392899,2.104624101993322,2.1906303753920873,0.9511281999392899
15m,price_accel_1b,vwap_w,FLAT_CHOPPY,18315,-0.0005168992788854848,0.021512421512421512,0.05951405951405951,0.06044226044226044,0.02113022113022113,0.5378105378105378,1.4878514878514877,-0.9500409500409499,2.0256620256620255,2.039312039312039,0.9500409500409499
5s,price_accel_1b,vol_sigma_w,DOWN_SMOOTH,4662,-0.044475089437210694,0.060274560274560275,0.02230802230802231,0.028314028314028315,0.06006006006006006,1.506864006864007,0.5577005577005577,0.9491634491634492,2.0645645645645647,2.2093522093522093,0.9491634491634492
1h,vol_accel_1b,price_sigma_w,FLAT_CHOPPY,18315,-0.017190608130079537,0.058258258258258255,0.02031122031122031,0.019656019656019656,0.04788424788424788,1.4564564564564564,0.5077805077805078,0.9486759486759486,1.9642369642369641,1.6885066885066884,0.9486759486759486
15m,body,price_mean_w,UP_SMOOTH,7146,-0.08666269489462093,0.02239014833473272,0.06031346207668626,0.06507136859781697,0.026168485866218862,0.559753708368318,1.5078365519171564,-0.9480828435488384,2.067590260285474,2.280996361600896,0.9480828435488384
15m,body,vwap_w,UP_SMOOTH,7146,-0.08394518364709472,0.02239014833473272,0.06031346207668626,0.06507136859781697,0.026168485866218862,0.559753708368318,1.5078365519171564,-0.9480828435488384,2.067590260285474,2.280996361600896,0.9480828435488384
5s,price_velocity_1b,vol_velocity_1b,FLAT_SMOOTH,9893,-0.056447253682223524,0.07631658748610129,0.03841099767512383,0.049428889113514604,0.06398463560092996,1.907914687152532,0.9602749418780957,0.9476397452744364,2.8681896290306277,2.835338117861114,0.9476397452744364
5m,price_velocity_w,vwap_w,FLAT_CHOPPY,18315,0.02893685419611051,0.023805623805623805,0.0616980616980617,0.05869505869505869,0.023368823368823368,0.5951405951405951,1.5424515424515424,-0.9473109473109472,2.1375921375921374,2.0515970515970516,0.9473109473109472
5m,price_accel_w,price_mean_w,FLAT_SMOOTH,9883,-0.010885494700908818,0.023069918041080644,0.06091267833653749,0.06394819386825863,0.0235758372963675,0.576747951027016,1.5228169584134372,-0.9460690073864212,2.099564909440453,2.1881007791156533,0.9460690073864212
5m,price_velocity_w,SE_low_w,DOWN_CHOPPY,2988,-0.30769158045027983,0.04417670682730924,0.006358768406961178,0.028112449799196786,0.09337349397590361,1.104417670682731,0.15896921017402946,0.9454484605087015,1.2633868808567603,3.0371485943775096,0.9454484605087015
5s,price_velocity_1b,reversion_prob_w,FLAT_SMOOTH,9893,0.02232140835826708,0.035883958354391995,0.07368846659254018,0.08470635803093096,0.026180127362781764,0.8970989588597998,1.8422116648135045,-0.9451127059537047,2.7393106236733042,2.772162134842818,0.9451127059537047
5s,price_velocity_1b,reversion_prob_w,FLAT_CHOPPY,18315,0.033850886778514264,0.032705432705432705,0.07048867048867048,0.07671307671307671,0.026754026754026754,0.8176358176358176,1.762216762216762,-0.9445809445809443,2.5798525798525795,2.5866775866775864,0.9445809445809443
5s,vol_sigma_w,swing_noise_w,DOWN_SMOOTH,4662,0.2987483112525113,0.1211926211926212,0.08344058344058344,0.0019305019305019305,0.010939510939510939,3.02981552981553,2.0860145860145862,0.9438009438009436,5.115830115830116,0.32175032175032175,0.9438009438009436
5s,vol_accel_1b,vol_velocity_w,UP_SMOOTH,7146,0.8271067013317498,0.10495382031905962,0.06731038343129023,0.04380072767982088,0.03582423733557235,2.6238455079764904,1.6827595857822557,0.9410859221942347,4.306605093758746,1.9906241253848307,0.9410859221942347
1h,body,price_accel_w,UP_SMOOTH,7146,0.77067119575709,0.1350405821438567,0.09739714525608732,0.006856982927511895,0.00825636719843269,3.3760145535964172,2.434928631402183,0.941085922194234,5.8109431849986,0.37783375314861456,0.941085922194234
5m,body,vwap_w,FLAT_SMOOTH,9885,0.0028363313025238646,0.02144663631765301,0.058978249873545774,0.06282245827010623,0.024582701062215478,0.5361659079413252,1.4744562468386444,-0.9382903388973192,2.01062215477997,2.1851289833080427,0.9382903388973192
5s,SE_high_w,SE_low_w,DOWN_CHOPPY,2988,0.8770979918272805,0.15829986613119143,0.12081659973226239,0.0006693440428380187,0.00033467202141900936,3.9574966532797857,3.0204149933065594,0.9370816599732263,6.977911646586345,0.025100401606425703,0.9370816599732263
15m,price_accel_1b,price_mean_w,DOWN_CHOPPY,2988,-0.004121578880959215,0.023761713520749666,0.06124497991967871,0.05856760374832664,0.024096385542168676,0.5940428380187416,1.5311244979919678,-0.9370816599732262,2.1251673360107093,2.066599732262383,0.9370816599732262
1h,price_accel_w,price_mean_w,FLAT_CHOPPY,18315,0.01150557903088209,0.020202020202020204,0.05765765765765766,0.060933660933660934,0.02091182091182091,0.5050505050505051,1.4414414414414414,-0.9363909363909363,1.9464919464919466,2.046137046137046,0.9363909363909363
1h,vol_velocity_w,z_high_w,UP_SMOOTH,7146,0.3383539460045329,0.08564231738035265,0.04827875734676742,0.02686817800167926,0.016652672823957458,2.141057934508816,1.2069689336691853,0.9340890008396308,3.3480268681780014,1.088021270640918,0.9340890008396308
5m,body,price_mean_w,FLAT_SMOOTH,9885,0.0021965102853056793,0.02144663631765301,0.05877592311583207,0.06282245827010623,0.024582701062215478,0.5361659079413252,1.4693980778958016,-0.9332321699544763,2.005563985837127,2.1851289833080427,0.9332321699544763
1h,price_velocity_1b,SE_high_w,DOWN_SMOOTH,4662,-0.08848636454165848,0.05405405405405406,0.01673101673101673,0.028314028314028315,0.05662805662805663,1.3513513513513513,0.41827541827541825,0.9330759330759331,1.7696267696267696,2.1235521235521237,0.9330759330759331
5m,price_velocity_w,vol_sigma_w,DOWN_SMOOTH,4662,-0.37928145839542626,0.043114543114543116,0.005791505791505791,0.023595023595023596,0.10231660231660232,1.077863577863578,0.14478764478764478,0.9330759330759331,1.2226512226512227,3.147790647790648,0.9330759330759331
1h,body,SE_high_w,DOWN_SMOOTH,4662,-0.05822827572056915,0.05405405405405406,0.01673101673101673,0.02574002574002574,0.05662805662805663,1.3513513513513513,0.41827541827541825,0.9330759330759331,1.7696267696267696,2.0592020592020592,0.9330759330759331
1h,price_accel_1b,price_accel_w,DOWN_SMOOTH,4662,0.59904072991732,0.07722007722007722,0.11454311454311454,0.018018018018018018,0.01287001287001287,1.9305019305019304,2.8635778635778633,-0.9330759330759328,4.794079794079794,0.7722007722007722,0.9330759330759328
1h,vol_velocity_1b,vol_sigma_w,FLAT_CHOPPY,18315,-0.15570339289352023,0.04062244062244062,0.0033306033306033304,0.016434616434616436,0.07736827736827737,1.0155610155610155,0.08326508326508326,0.9322959322959322,1.0988260988260987,2.345072345072345,0.9322959322959322
