tf,c1,c2,regime_2d,n,pearson,p_q4q4,p_q0q0,p_q4q0,p_q0q4,upper_lift,lower_lift,tail_asymmetry,joint_extreme,cross_extreme,abs_asym
5s,vol_accel_1b,swing_noise_w,UP_SMOOTH,7146,-0.02732592882781224,0.0771060733277358,0.014133781136300028,0.01077525888609012,0.06325216904561992,1.9276518331933947,0.3533445284075007,1.574307304785894,2.2809963616008955,1.8506856982927509,1.574307304785894
5m,vol_accel_1b,SE_low_w,UP_CHOPPY,3924,-0.03095647143268561,0.07543323139653414,0.012487257900101937,0.009683995922528032,0.0728848114169215,1.8858307849133535,0.31218144750254845,1.5736493374108051,2.198012232415902,2.0642201834862384,1.5736493374108051
15m,vol_velocity_1b,vol_sigma_w,DOWN_CHOPPY,2988,-0.012497310662695507,0.06291834002677377,0.0,0.007697456492637216,0.08734939759036145,1.572958500669344,0.0,1.572958500669344,1.572958500669344,2.3761713520749668,1.572958500669344
5s,body,swing_noise_w,FLAT_SMOOTH,9893,-0.021631703197906072,0.07803497422419893,0.015162235924390983,0.02951581926614778,0.06873546952390579,1.9508743556049732,0.3790558981097746,1.5718184574951986,2.329930253714748,2.456282219751339,1.5718184574951986
15m,price_accel_w,SE_high_w,DOWN_SMOOTH,4662,0.004802919924703041,0.07915057915057915,0.016302016302016303,0.009223509223509223,0.07207207207207207,1.9787644787644787,0.40755040755040756,1.5712140712140712,2.3863148863148864,2.0323895323895322,1.5712140712140712
5m,price_accel_w,SE_low_w,FLAT_CHOPPY,18315,-0.010524002725488242,0.0728910728910729,0.010046410046410046,0.012121212121212121,0.07103467103467104,1.8222768222768224,0.25116025116025115,1.5711165711165713,2.0734370734370735,2.078897078897079,1.5711165711165713
1m,price_accel_w,price_sigma_w,FLAT_CHOPPY,18315,0.033661763766920566,0.07409227409227409,0.011247611247611247,0.011575211575211575,0.07043407043407043,1.8523068523068522,0.28119028119028117,1.571116571116571,2.1334971334971335,2.0502320502320504,1.571116571116571
5m,vol_velocity_w,price_sigma_w,FLAT_SMOOTH,9884,0.1107843110283872,0.08407527316875758,0.021246458923512748,0.006677458518818292,0.06626871711857547,2.1018818292189394,0.5311614730878187,1.5707203561311207,2.633043302306758,1.8236543909348442,1.5707203561311207
1m,price_accel_w,SE_high_w,FLAT_CHOPPY,18315,0.03937050092025485,0.07523887523887524,0.012448812448812449,0.011848211848211849,0.07087087087087086,1.880971880971881,0.31122031122031124,1.5697515697515696,2.1921921921921923,2.067977067977068,1.5697515697515696
5s,price_velocity_1b,price_sigma_w,FLAT_CHOPPY,18315,-0.0174803565128519,0.0722904722904723,0.009555009555009555,0.016653016653016654,0.06885066885066884,1.8072618072618074,0.23887523887523887,1.5683865683865685,2.046137046137046,2.1375921375921374,1.5683865683865685
5s,price_velocity_w,SE_low_w,UP_SMOOTH,7146,0.1266641252886142,0.07346767422334173,0.01077525888609012,0.01903162608452281,0.07444724321298629,1.8366918555835432,0.269381472152253,1.5673103834312903,2.106073327735796,2.3369717324377275,1.5673103834312903
5m,vol_accel_w,swing_noise_w,UP_SMOOTH,7146,-0.021314279743037574,0.07206828995242094,0.009375874615169326,0.009795689896445563,0.07220822837951302,1.8017072488105235,0.23439686537923315,1.5673103834312903,2.0361041141897567,2.0500979568989646,1.5673103834312903
5s,price_accel_w,swing_noise_w,UP_CHOPPY,3924,-0.03298627178503699,0.07212028542303772,0.009429153924566768,0.018603465851172275,0.0736493374108053,1.803007135575943,0.2357288481141692,1.5672782874617737,2.038735983690112,2.3063200815494396,1.5672782874617737
5m,bar_range,price_velocity_w,UP_CHOPPY,3924,0.3235688729302953,0.07772680937818552,0.015035677879714576,0.0736493374108053,0.006880733944954129,1.943170234454638,0.3758919469928644,1.5672782874617737,2.3190621814475025,2.0132517838939856,1.5672782874617737
1m,price_accel_w,swing_noise_w,DOWN_SMOOTH,4662,0.04095783179204037,0.07421707421707421,0.011583011583011582,0.012441012441012441,0.07164307164307164,1.8554268554268554,0.28957528957528955,1.565851565851566,2.145002145002145,2.1021021021021022,1.565851565851566
5m,vol_velocity_1b,vol_sigma_w,DOWN_SMOOTH,4662,0.02598138156939896,0.06306306306306306,0.000429000429000429,0.005577005577005577,0.09244959244959244,1.5765765765765765,0.010725010725010725,1.5658515658515657,1.5873015873015872,2.4506649506649505,1.5658515658515657
1m,price_accel_w,vol_mean_w,DOWN_CHOPPY,2988,0.02874551456720016,0.07563587684069611,0.013052208835341365,0.013721552878179385,0.06894243641231593,1.890896921017403,0.3263052208835341,1.5645917001338687,2.217202141900937,2.066599732262383,1.5645917001338687
5s,z_high_w,reversion_prob_w,DOWN_CHOPPY,2988,-0.032545193210231235,0.01104417670682731,0.07362784471218206,0.07697456492637215,0.012048192771084338,0.2761044176706827,1.8406961178045516,-1.5645917001338687,2.1168005354752344,2.2255689424364125,1.5645917001338687
5m,price_accel_w,vol_mean_w,DOWN_CHOPPY,2988,0.014761699627017372,0.07295850066934405,0.010374832663989291,0.011713520749665328,0.06659973226238286,1.823962516733601,0.25937081659973227,1.5645917001338687,2.0833333333333335,1.9578313253012047,1.5645917001338687
5m,vol_accel_1b,SE_high_w,FLAT_CHOPPY,18315,-0.03401803241568183,0.07687687687687687,0.014305214305214305,0.009555009555009555,0.0707070707070707,1.921921921921922,0.3576303576303576,1.5642915642915642,2.2795522795522793,2.006552006552006,1.5642915642915642
5s,price_accel_1b,price_sigma_w,UP_SMOOTH,7146,0.054093522976085086,0.07444724321298629,0.011894766302826756,0.023089840470193114,0.06213266162888329,1.8611810803246573,0.2973691575706689,1.5638119227539884,2.158550237895326,2.1305625524769103,1.5638119227539884
5m,price_velocity_w,swing_noise_w,FLAT_SMOOTH,9864,0.12264010782011761,0.07187753446877534,0.00932684509326845,0.006690997566909975,0.0681265206812652,1.7969383617193835,0.23317112733171125,1.5637672343876723,2.0301094890510947,1.8704379562043796,1.5637672343876723
5s,price_velocity_1b,SE_low_w,FLAT_CHOPPY,18315,-0.03131597250072881,0.07163527163527164,0.009118209118209118,0.021894621894621893,0.0707070707070707,1.790881790881791,0.22795522795522796,1.562926562926563,2.018837018837019,2.315042315042315,1.562926562926563
5m,price_accel_w,swing_noise_w,FLAT_CHOPPY,18315,0.022795533967357274,0.07267267267267268,0.01021021021021021,0.010374010374010374,0.07267267267267268,1.8168168168168168,0.2552552552552552,1.5615615615615617,2.0720720720720722,2.076167076167076,1.5615615615615617
1m,price_accel_1b,SE_high_w,FLAT_CHOPPY,18315,0.01945055854859872,0.07321867321867322,0.010756210756210756,0.014578214578214578,0.07321867321867322,1.8304668304668303,0.2689052689052689,1.5615615615615615,2.0993720993720992,2.194922194922195,1.5615615615615615
15m,price_accel_1b,SE_low_w,UP_CHOPPY,3924,-0.03985483289318346,0.07135575942915393,0.00891946992864424,0.011977573904179408,0.07110091743119266,1.783893985728848,0.222986748216106,1.560907237512742,2.006880733944954,2.0769622833843018,1.560907237512742
5m,price_accel_w,price_sigma_w,UP_CHOPPY,3924,0.026636980730165644,0.0764525993883792,0.01401630988786952,0.009938837920489297,0.063710499490316,1.91131498470948,0.350407747196738,1.560907237512742,2.261722731906218,1.8412334352701325,1.560907237512742
15m,vol_accel_w,swing_noise_w,DOWN_SMOOTH,4662,-0.04099070685769103,0.067996567996568,0.005577005577005577,0.011154011154011155,0.06992706992706993,1.6999141999142,0.13942513942513943,1.5604890604890607,1.8393393393393394,2.027027027027027,1.5604890604890607
5m,vol_velocity_w,SE_low_w,DOWN_SMOOTH,4662,0.09655945788890889,0.07786357786357787,0.015444015444015444,0.010296010296010296,0.0725010725010725,1.9465894465894467,0.3861003861003861,1.5604890604890604,2.332689832689833,2.06992706992707,1.5604890604890604
5s,price_velocity_1b,price_sigma_w,DOWN_SMOOTH,4662,-0.11131684797345355,0.07271557271557272,0.010296010296010296,0.022093522093522094,0.07035607035607036,1.8178893178893178,0.2574002574002574,1.5604890604890604,2.0752895752895753,2.3112398112398114,1.5604890604890604
1m,vol_accel_1b,SE_high_w,FLAT_SMOOTH,9890,-0.0030868066829037246,0.07735085945399393,0.014964610717896865,0.010717896865520727,0.06541961577350859,1.9337714863498483,0.3741152679474216,1.5596562184024267,2.30788675429727,1.903437815975733,1.5596562184024267
1m,price_velocity_w,vol_sigma_w,FLAT_SMOOTH,9890,-0.08299682894895637,0.06784630940343782,0.005460060667340748,0.006167846309403438,0.07350859453993933,1.6961577350859454,0.1365015166835187,1.5596562184024267,1.832659251769464,1.991911021233569,1.5596562184024267
5m,body,SE_high_w,FLAT_CHOPPY,18315,0.02828921492334207,0.07633087633087633,0.013977613977613977,0.009773409773409774,0.06868686868686869,1.9082719082719082,0.3494403494403494,1.5588315588315589,2.2577122577122575,1.9615069615069616,1.5588315588315589
15m,price_accel_w,swing_noise_w,FLAT_CHOPPY,18315,0.03244606535782727,0.07272727272727272,0.010374010374010374,0.009991809991809993,0.06644826644826644,1.8181818181818181,0.25935025935025935,1.5588315588315589,2.0775320775320774,1.911001911001911,1.5588315588315589
5s,price_accel_w,SE_low_w,FLAT_CHOPPY,18315,-0.030001294812760895,0.07185367185367185,0.0095004095004095,0.021621621621621623,0.07027027027027027,1.7963417963417962,0.2375102375102375,1.5588315588315587,2.0338520338520336,2.2972972972972974,1.5588315588315587
1h,price_velocity_w,swing_noise_w,UP_SMOOTH,7146,0.7664648976615592,0.1227260005597537,0.060453400503778336,0.0,0.02686817800167926,3.0681500139938427,1.5113350125944585,1.5568150013993842,4.579485026588301,0.6717044500419815,1.5568150013993842
5m,vol_accel_1b,price_sigma_w,UP_SMOOTH,7146,-0.025480363758437066,0.07472712006717044,0.012454520011195075,0.00811642877134061,0.06801007556675064,1.868178001679261,0.31136300027987684,1.5568150013993842,2.179541001959138,1.903162608452281,1.5568150013993842
1m,price_accel_w,SE_high_w,UP_SMOOTH,7146,-0.0058731099085086655,0.07542681220263084,0.013154212146655471,0.015393226980128743,0.06856982927511895,1.8856703050657708,0.32885530366638677,1.556815001399384,2.2145256087321576,2.0990764063811924,1.556815001399384
1m,price_accel_1b,vol_mean_w,DOWN_CHOPPY,2988,-8.730121445386498e-05,0.07028112449799197,0.008032128514056224,0.012048192771084338,0.06927710843373494,1.757028112449799,0.2008032128514056,1.5562248995983934,1.9578313253012047,2.033132530120482,1.5562248995983934
5m,price_accel_1b,SE_high_w,FLAT_CHOPPY,18315,0.029852746980154506,0.07491127491127492,0.012667212667212668,0.011466011466011465,0.07234507234507234,1.8727818727818728,0.3166803166803167,1.556101556101556,2.1894621894621897,2.095277095277095,1.556101556101556
1m,price_accel_1b,price_sigma_w,FLAT_CHOPPY,18315,0.01916768566750751,0.07168987168987169,0.009445809445809446,0.014742014742014743,0.07338247338247338,1.7922467922467922,0.23614523614523614,1.556101556101556,2.0283920283920285,2.203112203112203,1.556101556101556
1m,price_accel_1b,swing_noise_w,UP_CHOPPY,3924,-0.07128909738997757,0.07033639143730887,0.00815494393476045,0.01452599388379205,0.07594291539245668,1.7584097859327217,0.20387359836901123,1.5545361875637105,1.9622833843017329,2.261722731906218,1.5545361875637105
5m,z_low_w,reversion_prob_w,UP_CHOPPY,3924,0.09883955651656598,0.01783893985728848,0.0800203873598369,0.06192660550458716,0.013251783893985729,0.445973496432212,2.000509683995922,-1.5545361875637103,2.4464831804281344,1.8794597349643223,1.5545361875637103
1m,price_accel_w,SE_low_w,UP_SMOOTH,7146,-0.07701094472978856,0.075706689056815,0.01357402742793171,0.0156731038343129,0.0688497061293031,1.892667226420375,0.33935068569829274,1.5533165407220824,2.2320179121186676,2.1130702490904,1.5533165407220824
5s,price_accel_w,price_sigma_w,UP_SMOOTH,7146,-0.04016077782581161,0.07934508816120907,0.017212426532325777,0.02239014833473272,0.0593338930870417,1.9836272040302267,0.4303106633081444,1.5533165407220824,2.413937867338371,2.0431010355443604,1.5533165407220824
5m,price_velocity_1b,vol_mean_w,UP_SMOOTH,7146,0.093130520797248,0.07878533445284075,0.016652672823957458,0.009795689896445563,0.06283235376434369,1.9696333613210186,0.41631682059893643,1.5533165407220821,2.385950181919955,1.8157010915197314,1.5533165407220821
5s,price_accel_w,price_sigma_w,FLAT_CHOPPY,18315,-0.018417024444852603,0.07185367185367185,0.009773409773409774,0.01921921921921922,0.066994266994267,1.7963417963417962,0.24433524433524434,1.552006552006552,2.0406770406770405,2.1553371553371554,1.552006552006552
5s,price_velocity_1b,SE_high_w,FLAT_CHOPPY,18315,0.05261341017003376,0.076003276003276,0.013977613977613977,0.015397215397215397,0.06693966693966694,1.9000819000819,0.3494403494403494,1.5506415506415507,2.2495222495222493,2.0584220584220585,1.5506415506415507
1m,bar_range,price_velocity_w,FLAT_CHOPPY,18315,-0.10012998319329099,0.06857766857766857,0.006552006552006552,0.0835926835926836,0.008845208845208846,1.7144417144417143,0.1638001638001638,1.5506415506415505,1.8782418782418782,2.310947310947311,1.5506415506415505
5m,price_accel_w,price_sigma_w,DOWN_SMOOTH,4662,-0.08022259535944676,0.07614757614757615,0.014157014157014158,0.015015015015015015,0.0725010725010725,1.9036894036894039,0.35392535392535396,1.54976404976405,2.257614757614758,2.187902187902188,1.54976404976405
5s,price_velocity_w,SE_high_w,DOWN_SMOOTH,4662,-0.0659363083713027,0.07722007722007722,0.015229515229515229,0.013728013728013728,0.07743457743457743,1.9305019305019304,0.38073788073788073,1.5497640497640497,2.311239811239811,2.279064779064779,1.5497640497640497
15m,price_accel_1b,SE_low_w,DOWN_SMOOTH,4662,0.024743436573806538,0.06928356928356928,0.007293007293007293,0.016302016302016303,0.07207207207207207,1.732089232089232,0.1823251823251823,1.5497640497640497,1.9144144144144144,2.2093522093522093,1.5497640497640497
5m,price_accel_1b,SE_low_w,DOWN_SMOOTH,4662,0.005249977064983621,0.07228657228657229,0.010296010296010296,0.014800514800514801,0.07207207207207207,1.807164307164307,0.2574002574002574,1.5497640497640497,2.0645645645645647,2.171814671814672,1.5497640497640497
1m,price_accel_w,vol_mean_w,UP_CHOPPY,3924,-0.006777725264439885,0.07110091743119266,0.009174311926605505,0.00891946992864424,0.06880733944954129,1.7775229357798166,0.22935779816513763,1.548165137614679,2.0068807339449544,1.9431702344546382,1.548165137614679
15m,vol_velocity_w,swing_noise_w,UP_CHOPPY,3924,-0.03528556726635987,0.06804281345565749,0.0061162079510703364,0.010703363914373088,0.07059123343527013,1.7010703363914372,0.1529051987767584,1.5481651376146788,1.8539755351681957,2.0323649337410803,1.5481651376146788
1m,price_accel_w,price_sigma_w,UP_CHOPPY,3924,-0.037275806256078826,0.07135575942915393,0.009429153924566768,0.011467889908256881,0.06625891946992865,1.783893985728848,0.2357288481141692,1.5481651376146788,2.0196228338430173,1.9431702344546382,1.5481651376146788
5s,body,swing_noise_w,FLAT_CHOPPY,18315,0.010234888888340654,0.0723996723996724,0.010537810537810537,0.016707616707616706,0.06966966966966967,1.80999180999181,0.2634452634452634,1.5465465465465464,2.0734370734370735,2.1594321594321593,1.5465465465465464
1m,price_accel_1b,SE_low_w,FLAT_CHOPPY,18315,0.008175661879845102,0.07234507234507234,0.010483210483210484,0.014523614523614524,0.07365547365547366,1.8086268086268085,0.2620802620802621,1.5465465465465464,2.0707070707070705,2.2044772044772047,1.5465465465465464
1m,price_velocity_w,vol_sigma_w,FLAT_CHOPPY,18315,-0.050666807399306485,0.07158067158067158,0.009718809718809718,0.010319410319410319,0.07846027846027846,1.7895167895167894,0.24297024297024294,1.5465465465465464,2.0324870324870323,2.2194922194922198,1.5465465465465464
5s,body,price_sigma_w,UP_SMOOTH,7146,0.03530912743409967,0.07556675062972293,0.01371396585502379,0.015533165407220823,0.06325216904561992,1.8891687657430731,0.3428491463755947,1.5463196193674784,2.2320179121186676,1.9696333613210184,1.5463196193674784
5s,price_accel_w,SE_low_w,UP_SMOOTH,7146,-0.0551495416527899,0.07906521130702492,0.017212426532325777,0.028547439126784216,0.06367198432689616,1.9766302826756228,0.4303106633081444,1.5463196193674784,2.4069409459837674,2.305485586342009,1.5463196193674784
1h,vol_mean_w,swing_noise_w,FLAT_SMOOTH,9534,0.32848140566410483,0.10195091252359975,0.04017201594294105,0.0062932662051604785,0.018879798615481436,2.5487728130899936,1.0043003985735262,1.5444724145164674,3.55307321166352,0.6293266205160478,1.5444724145164674
5s,vol_accel_1b,swing_noise_w,DOWN_SMOOTH,4662,0.04577987780410326,0.07936507936507936,0.01758901758901759,0.009867009867009866,0.06670956670956671,1.984126984126984,0.43972543972543976,1.5444015444015442,2.4238524238524235,1.9144144144144144,1.5444015444015442
1h,z_high_w,reversion_prob_w,DOWN_SMOOTH,4662,0.11957148444854257,0.007722007722007722,0.0694980694980695,0.05148005148005148,0.02037752037752038,0.19305019305019305,1.7374517374517373,-1.5444015444015442,1.9305019305019304,1.7964392964392961,1.5444015444015442
5s,body,vol_mean_w,DOWN_SMOOTH,4662,-0.01967426721027293,0.07357357357357357,0.011797511797511798,0.022093522093522094,0.07142857142857142,1.8393393393393391,0.29493779493779493,1.5444015444015442,2.1342771342771343,2.338052338052338,1.5444015444015442
5s,vol_accel_w,swing_noise_w,UP_SMOOTH,7146,0.014887078301988033,0.07402742793171005,0.012314581584102995,0.009935628323537643,0.06912958298348726,1.850685698292751,0.30786453960257487,1.542821158690176,2.158550237895326,1.9766302826756226,1.542821158690176
1m,vol_accel_1b,SE_high_w,UP_CHOPPY,3924,0.043128834345428774,0.0744138634046891,0.0127420998980632,0.008664627930682976,0.06625891946992865,1.8603465851172274,0.31855249745158,1.5417940876656475,2.1788990825688073,1.8730886850152906,1.5417940876656475
1m,price_accel_w,SE_high_w,UP_CHOPPY,3924,-0.05948672535382462,0.07212028542303772,0.010448521916411825,0.008409785932721712,0.06957186544342507,1.803007135575943,0.26121304791029565,1.5417940876656473,2.0642201834862384,1.9495412844036695,1.5417940876656473
1m,vol_accel_w,SE_high_w,UP_CHOPPY,3924,0.00018439934665587468,0.07084607543323139,0.009174311926605505,0.013251783893985729,0.07594291539245668,1.7711518858307846,0.22935779816513763,1.541794087665647,2.000509683995922,2.22986748216106,1.541794087665647
5m,bar_range,price_velocity_w,FLAT_CHOPPY,18315,-0.1458902460352591,0.06759486759486759,0.006006006006006006,0.08850668850668851,0.009718809718809718,1.6898716898716897,0.15015015015015015,1.5397215397215396,1.8400218400218398,2.455637455637456,1.5397215397215396
15m,vol_accel_1b,SE_high_w,DOWN_CHOPPY,2988,-0.026624994552147774,0.07396251673360107,0.012382864792503346,0.015060240963855422,0.06626506024096386,1.849062918340027,0.30957161981258363,1.5394912985274432,2.1586345381526106,2.033132530120482,1.5394912985274432
5s,body,vol_sigma_w,DOWN_CHOPPY,2988,-0.014147449739927327,0.06894243641231593,0.007362784471218206,0.024431057563587683,0.06492637215528782,1.7235609103078982,0.18406961178045514,1.539491298527443,1.9076305220883534,2.2339357429718874,1.539491298527443
1m,price_accel_w,swing_noise_w,DOWN_CHOPPY,2988,0.03448508518593218,0.07429718875502007,0.012717536813922356,0.014725568942436412,0.06994645247657295,1.8574297188755018,0.3179384203480589,1.539491298527443,2.175368139223561,2.116800535475234,1.539491298527443
1m,vol_accel_w,SE_high_w,DOWN_SMOOTH,4662,-0.008597464127357365,0.07142857142857142,0.009867009867009866,0.018447018447018446,0.07657657657657657,1.7857142857142856,0.24667524667524665,1.539039039039039,2.0323895323895322,2.3755898755898754,1.539039039039039
5s,price_accel_w,price_sigma_w,DOWN_SMOOTH,4662,-0.028613188420235927,0.07271557271557272,0.011154011154011155,0.01758901758901759,0.06906906906906907,1.8178893178893178,0.27885027885027885,1.539039039039039,2.0967395967395968,2.1664521664521663,1.539039039039039
5m,price_accel_1b,SE_high_w,DOWN_SMOOTH,4662,0.058985210595789685,0.07636207636207636,0.014800514800514801,0.01287001287001287,0.0682110682110682,1.909051909051909,0.37001287001287003,1.539039039039039,2.279064779064779,2.0270270270270268,1.539039039039039
5m,price_accel_1b,swing_noise_w,DOWN_SMOOTH,4662,0.01194145563153491,0.07464607464607464,0.013084513084513085,0.016087516087516088,0.07121407121407121,1.8661518661518661,0.32711282711282713,1.539039039039039,2.1932646932646933,2.1825396825396823,1.539039039039039
1m,vol_accel_1b,SE_low_w,FLAT_SMOOTH,9890,-0.005736152412377089,0.0775530839231547,0.016076845298281094,0.01102123356926188,0.06764408493427705,1.9388270980788676,0.4019211324570273,1.5369059656218402,2.340748230535895,1.9666329625884733,1.5369059656218402
5s,z_high_w,reversion_prob_w,UP_SMOOTH,7146,-0.07710187351513702,0.009655751469353484,0.07108872096277638,0.08354324097397145,0.014553596417576267,0.2413937867338371,1.7772180240694095,-1.5358242373355724,2.0186118108032467,2.4524209347886927,1.5358242373355724
5s,price_velocity_w,SE_low_w,UP_CHOPPY,3924,-0.3226101752065743,0.06982670744138635,0.008409785932721712,0.0163098878695209,0.07849133537206932,1.7456676860346587,0.2102446483180428,1.5354230377166158,1.9559123343527016,2.3700305810397553,1.5354230377166158
5s,body,vol_sigma_w,UP_CHOPPY,3924,0.01697569614625561,0.07161060142711519,0.010193679918450561,0.016055045871559634,0.05708460754332314,1.7902650356778795,0.254841997961264,1.5354230377166156,2.0451070336391437,1.8284913353720693,1.5354230377166156
5m,body,swing_noise_w,UP_CHOPPY,3924,0.036182357801591,0.07543323139653414,0.01401630988786952,0.010448521916411825,0.0644750254841998,1.8858307849133535,0.350407747196738,1.5354230377166156,2.2362385321100917,1.8730886850152906,1.5354230377166156
5m,vol_accel_1b,SE_low_w,FLAT_SMOOTH,9885,-0.0195108259103744,0.07526555386949924,0.013859382903388973,0.009610520991401113,0.0663631765300961,1.881638846737481,0.3464845725847243,1.5351542741527566,2.2281234193222055,1.8993424380374302,1.5351542741527566
1m,vol_velocity_1b,swing_noise_w,DOWN_SMOOTH,4662,-0.05317747648581677,0.06692406692406692,0.005577005577005577,0.015229515229515229,0.08408408408408409,1.673101673101673,0.13942513942513943,1.5336765336765337,1.8125268125268124,2.482839982839983,1.5336765336765337
15m,price_accel_1b,SE_high_w,DOWN_SMOOTH,4662,0.055325822197269496,0.074002574002574,0.012655512655512655,0.015444015444015444,0.07142857142857142,1.8500643500643499,0.3163878163878164,1.5336765336765334,2.1664521664521663,2.171814671814672,1.5336765336765334
5m,vol_accel_1b,SE_high_w,DOWN_SMOOTH,4662,-0.03101692374184318,0.077005577005577,0.01565851565851566,0.013084513084513085,0.0694980694980695,1.925139425139425,0.3914628914628915,1.5336765336765334,2.3166023166023164,2.0645645645645643,1.5336765336765334
5s,price_velocity_1b,SE_low_w,DOWN_SMOOTH,4662,-0.09193798938706525,0.07121407121407121,0.009867009867009866,0.026598026598026597,0.07743457743457743,1.78035178035178,0.24667524667524665,1.5336765336765334,2.0270270270270268,2.600815100815101,1.5336765336765334
5s,vol_accel_w,swing_noise_w,FLAT_CHOPPY,18315,0.06045576037440508,0.07611247611247611,0.014796614796614796,0.012667212667212668,0.06393666393666393,1.9028119028119028,0.3699153699153699,1.532896532896533,2.2727272727272725,1.915096915096915,1.532896532896533
5m,vol_accel_w,swing_noise_w,FLAT_CHOPPY,18315,-0.013721552593628575,0.06972426972426972,0.008408408408408409,0.010810810810810811,0.07256347256347256,1.7431067431067429,0.21021021021021022,1.5328965328965327,1.953316953316953,2.0843570843570842,1.5328965328965327
1m,price_accel_w,price_sigma_w,UP_SMOOTH,7146,-0.0517275985495545,0.07444724321298629,0.013154212146655471,0.013853904282115869,0.06619087601455359,1.8611810803246573,0.32885530366638677,1.5323257766582705,2.190036383991044,2.0011195074167363,1.5323257766582705
5m,body,vol_mean_w,UP_SMOOTH,7146,0.09834311789835572,0.0785054575986566,0.017212426532325777,0.009795689896445563,0.06213266162888329,1.962636439966415,0.4303106633081444,1.5323257766582705,2.392947103274559,1.7982087881332214,1.5323257766582705
5m,price_velocity_1b,swing_noise_w,UP_SMOOTH,7146,0.15339716365508885,0.07892527287993283,0.017632241813602016,0.008396305625524769,0.06185278477469913,1.9731318219983207,0.44080604534005036,1.5323257766582703,2.413937867338371,1.7562272600055975,1.5323257766582703
5s,body,vol_mean_w,UP_SMOOTH,7146,-0.11925197465746397,0.07514693534844669,0.013853904282115869,0.012174643157010915,0.06213266162888329,1.878673383711167,0.34634760705289674,1.5323257766582703,2.225020990764064,1.8576826196473553,1.5323257766582703
1m,body,swing_noise_w,DOWN_CHOPPY,2988,-0.04170796373406258,0.07161981258366801,0.010374832663989291,0.013052208835341365,0.07530120481927711,1.7904953145917002,0.25937081659973227,1.5311244979919678,2.0498661311914326,2.208835341365462,1.5311244979919678
5m,price_velocity_1b,swing_noise_w,UP_CHOPPY,3924,0.03675026893262315,0.07492354740061162,0.013761467889908258,0.010703363914373088,0.06422018348623854,1.8730886850152906,0.3440366972477064,1.529051987767584,2.217125382262997,1.8730886850152906,1.529051987767584
1h,bar_range,vol_sigma_w,UP_CHOPPY,3924,0.38949492768373295,0.09174311926605505,0.03058103975535168,0.009174311926605505,0.018603465851172275,2.293577981651376,0.764525993883792,1.529051987767584,3.058103975535168,0.6944444444444444,1.529051987767584
5m,price_accel_w,swing_noise_w,UP_CHOPPY,3924,-0.018215441072838286,0.0700815494393476,0.00891946992864424,0.009429153924566768,0.07262996941896024,1.7520387359836902,0.222986748216106,1.529051987767584,1.9750254841997963,2.0514780835881754,1.529051987767584
1h,price_accel_1b,price_sigma_w,UP_CHOPPY,3924,-0.007952650194380143,0.07033639143730887,0.009174311926605505,0.01834862385321101,0.07339449541284404,1.7584097859327217,0.22935779816513763,1.529051987767584,1.9877675840978593,2.293577981651376,1.529051987767584
5m,price_velocity_1b,SE_high_w,UP_CHOPPY,3924,0.09348771071773307,0.07849133537206932,0.017329255861365953,0.00815494393476045,0.06396534148827727,1.9622833843017329,0.4332313965341488,1.529051987767584,2.3955147808358817,1.803007135575943,1.529051987767584
1h,body,price_sigma_w,UP_CHOPPY,3924,0.13491802568600336,0.0764525993883792,0.01529051987767584,0.021406727828746176,0.06422018348623854,1.91131498470948,0.382262996941896,1.5290519877675839,2.293577981651376,2.140672782874618,1.5290519877675839
5m,body,SE_high_w,UP_CHOPPY,3924,0.09277219118766011,0.07874617737003058,0.017584097859327217,0.008664627930682976,0.0644750254841998,1.9686544342507644,0.4396024464831804,1.5290519877675839,2.4082568807339446,1.8284913353720693,1.5290519877675839
1h,price_velocity_1b,price_sigma_w,UP_CHOPPY,3924,0.13834918011011788,0.0764525993883792,0.01529051987767584,0.01834862385321101,0.06116207951070336,1.91131498470948,0.382262996941896,1.5290519877675839,2.293577981651376,1.9877675840978593,1.5290519877675839
1m,vol_velocity_1b,price_sigma_w,DOWN_SMOOTH,4662,-0.04805889065880835,0.06670956670956671,0.005577005577005577,0.01673101673101673,0.0827970827970828,1.6677391677391677,0.13942513942513943,1.5283140283140284,1.807164307164307,2.488202488202488,1.5283140283140284
5m,price_accel_w,SE_high_w,DOWN_SMOOTH,4662,-0.008994053240095373,0.08108108108108109,0.019948519948519948,0.013084513084513085,0.06477906477906478,2.027027027027027,0.4987129987129987,1.5283140283140284,2.525740025740026,1.9465894465894467,1.5283140283140284
5s,price_accel_w,SE_high_w,DOWN_SMOOTH,4662,-0.0032262101445583355,0.074002574002574,0.01287001287001287,0.02037752037752038,0.06520806520806521,1.8500643500643499,0.3217503217503217,1.5283140283140282,2.171814671814672,2.1396396396396398,1.5283140283140282
1m,price_accel_1b,SE_low_w,DOWN_SMOOTH,4662,-0.08013566106032728,0.07185757185757186,0.010725010725010725,0.016302016302016303,0.074002574002574,1.7964392964392963,0.2681252681252681,1.5283140283140282,2.0645645645645643,2.2576147576147574,1.5283140283140282
1m,price_accel_1b,price_sigma_w,DOWN_SMOOTH,4662,-0.08767876226333911,0.07357357357357357,0.012441012441012441,0.018876018876018877,0.07486057486057486,1.8393393393393391,0.311025311025311,1.5283140283140282,2.1503646503646503,2.3434148434148434,1.5283140283140282
