date,open,close,high,low,n_bars,first_dt,last_dt,close_diff_sum,range,net_move,directional_strength,efficiency_ratio,atr_20d,range_expansion,regime,direction_axis,variation_axis,regime_2d,split
2025-01-31,21789.5,21571.25,21965.75,21531.5,840,2025-01-31 08:00:00+00:00,2025-01-31 21:59:00+00:00,4749.25,434.25,-218.25,0.5025906735751295,0.0459546244143812,371.1875,1.169893921535612,TRANSITIONAL,DOWN,CHOPPY,DOWN_CHOPPY,IS
2025-02-02,21280.25,21117.25,21280.25,20940.25,540,2025-02-02 23:00:00+00:00,2025-02-03 07:59:00+00:00,3044.5,340.0,-163.0,0.4794117647058823,0.0535391689932665,380.3875,0.8938253754395189,TRANSITIONAL,FLAT,SMOOTH,FLAT_SMOOTH,IS
2025-02-03,21118.0,21406.0,21600.0,21113.25,1380,2025-02-03 08:00:00+00:00,2025-02-04 07:59:00+00:00,9074.25,486.75,288.0,0.5916795069337443,0.0317381601785271,379.8375,1.2814690492644882,TRANSITIONAL,UP,CHOPPY,UP_CHOPPY,IS
2025-02-04,21405.25,21514.75,21694.75,21312.75,1380,2025-02-04 08:00:00+00:00,2025-02-05 07:59:00+00:00,5663.75,382.0,109.5,0.2866492146596858,0.0193334804678878,389.95,0.97961277086806,CHOP,FLAT,CHOPPY,FLAT_CHOPPY,IS
2025-02-05,21514.5,21787.75,21833.0,21429.0,1380,2025-02-05 08:00:00+00:00,2025-02-06 07:59:00+00:00,4581.75,404.0,273.25,0.6763613861386139,0.0596387843073061,390.3875,1.0348692004738882,UP,UP,SMOOTH,UP_SMOOTH,IS
2025-02-06,21787.5,21860.5,21899.25,21706.0,1380,2025-02-06 08:00:00+00:00,2025-02-07 07:59:00+00:00,4535.5,193.25,73.0,0.3777490297542044,0.0160952485944217,381.525,0.5065198872944107,CHOP,FLAT,SMOOTH,FLAT_SMOOTH,IS
2025-02-07,21861.0,21575.5,21967.75,21553.0,840,2025-02-07 08:00:00+00:00,2025-02-07 21:59:00+00:00,4603.75,414.75,-285.5,0.6883664858348403,0.0620146619603584,369.7,1.1218555585609955,DOWN,DOWN,SMOOTH,DOWN_SMOOTH,IS
2025-02-09,21464.75,21690.5,21731.5,21415.0,540,2025-02-09 23:00:00+00:00,2025-02-10 07:59:00+00:00,1276.75,316.5,225.75,0.7132701421800948,0.176816134717055,365.775,0.8652860364978471,TRANSITIONAL,UP,SMOOTH,UP_SMOOTH,IS
2025-02-10,21690.0,21730.5,21893.75,21683.0,1380,2025-02-10 08:00:00+00:00,2025-02-11 07:59:00+00:00,3574.0,210.75,40.5,0.192170818505338,0.0113318410744264,355.8875,0.5921815180358962,CHOP,FLAT,SMOOTH,FLAT_SMOOTH,IS
2025-02-11,21730.75,21801.0,21871.25,21669.5,1380,2025-02-11 08:00:00+00:00,2025-02-12 07:59:00+00:00,3694.5,201.75,70.25,0.3482032218091697,0.0190147516578698,360.775,0.5592128057653662,CHOP,FLAT,SMOOTH,FLAT_SMOOTH,IS
2025-02-12,21801.25,21855.25,21927.0,21510.0,1380,2025-02-12 08:00:00+00:00,2025-02-13 07:59:00+00:00,4934.5,417.0,54.0,0.1294964028776978,0.0109433579896646,361.1375,1.1546848499532727,CHOP,FLAT,CHOPPY,FLAT_CHOPPY,IS
