trade_id,time,timestamp,dir,entry_price,exit_price,pnl,held,peak,entry_tier,cnn_flipped,exit_reason,day
33,17:23,1770398580.0,long,24994.0,25040.5,93.0,312,121.0,BASE_NMP,False,cnn_exit,2026_02_06
34,17:39,1770399540.0,long,25066.75,25046.0,-41.5,144,57.5,BASE_NMP,True,cnn_risk_cut,2026_02_06
35,18:15,1770401700.0,long,25096.5,25088.75,-15.5,84,19.0,BASE_NMP,False,cnn_risk_cut,2026_02_06
36,18:59,1770404340.0,long,25087.0,25084.25,-5.5,12,0.0,BASE_NMP,False,cnn_risk_cut,2026_02_06
37,19:01,1770404460.0,short,25084.25,25090.5,-12.5,24,6.5,BASE_NMP,True,cnn_risk_cut,2026_02_06
38,19:37,1770406620.0,long,25094.75,25093.5,-2.5,180,21.5,BASE_NMP,True,cnn_risk_cut,2026_02_06
39,19:50,1770407400.0,long,25098.25,25097.75,-1.0,36,13.5,BASE_NMP,True,cnn_risk_cut,2026_02_06
40,20:37,1770410220.0,long,25099.25,25108.0,17.5,384,43.5,BASE_NMP,True,cnn_exit,2026_02_06
41,20:50,1770411000.0,long,25117.5,25189.5,144.0,144,144.0,BASE_NMP,True,cnn_exit,2026_02_06
42,20:55,1770411300.0,long,25216.5,25181.5,-70.0,48,0.0,BASE_NMP,True,cnn_risk_cut,2026_02_06
43,21:00,1770411600.0,long,25181.5,25133.0,-97.0,60,6.5,BASE_NMP,False,cnn_risk_cut,2026_02_06
44,21:09,1770412140.0,long,25133.0,25131.75,-2.5,108,41.0,BASE_NMP,False,cnn_risk_cut,2026_02_06
45,21:52,1770414720.0,long,25090.25,25094.5,8.5,24,8.5,KILL_SHOT,False,kill_shot_center,2026_02_06
46,21:57,1770415020.0,long,25105.5,25099.25,-12.5,12,0.0,BASE_NMP,True,cnn_risk_cut,2026_02_06
0,23:53,1770594780.0,long,25243.5,25279.25,71.5,308,85.0,BASE_NMP,False,cnn_exit,2026_02_08
1,23:59,1770595195.0,long,25268.25,25275.75,15.0,47,15.0,BASE_NMP,False,end_of_day,2026_02_08
0,00:09,1770595740.0,short,25327.5,25330.25,-5.5,60,20.0,BASE_NMP,False,cnn_risk_cut,2026_02_09
1,01:00,1770598800.0,long,25271.5,25261.0,-21.0,34,0.0,BASE_NMP,True,cnn_risk_cut,2026_02_09
2,01:47,1770601620.0,short,25261.0,25228.5,65.0,443,106.5,BASE_NMP,False,cnn_exit,2026_02_09
3,02:39,1770604740.0,short,25248.5,25250.5,-4.0,81,8.5,BASE_NMP,False,cnn_risk_cut,2026_02_09
4,03:00,1770606000.0,short,25229.25,25239.5,-20.5,34,13.0,BASE_NMP,True,cnn_risk_cut,2026_02_09
5,03:40,1770608400.0,short,25204.0,25210.25,-12.5,55,9.5,BASE_NMP,True,cnn_risk_cut,2026_02_09
6,04:31,1770611460.0,long,25211.0,25205.0,-12.0,87,14.0,BASE_NMP,False,cnn_risk_cut,2026_02_09
7,05:27,1770614820.0,long,25182.75,25213.5,61.5,353,75.0,BASE_NMP,False,cnn_exit,2026_02_09
8,05:38,1770615480.0,short,25213.5,25215.25,-3.5,113,14.0,BASE_NMP,True,cnn_risk_cut,2026_02_09
9,06:26,1770618360.0,short,25217.75,25172.5,90.5,356,107.0,BASE_NMP,False,cnn_exit,2026_02_09
10,07:06,1770620760.0,short,25197.25,25178.0,38.5,304,80.5,BASE_NMP,False,cnn_exit,2026_02_09
11,07:48,1770623280.0,short,25151.0,25151.25,-0.5,57,12.5,BASE_NMP,False,cnn_risk_cut,2026_02_09
12,07:59,1770623940.0,short,25151.75,25159.25,-15.0,45,0.0,BASE_NMP,True,cnn_risk_cut,2026_02_09
13,08:03,1770624180.0,short,25182.0,25188.5,-13.0,36,17.0,BASE_NMP,False,cnn_risk_cut,2026_02_09
14,08:34,1770626040.0,short,25152.0,25165.5,-27.0,12,0.0,BASE_NMP,True,cnn_risk_cut,2026_02_09
15,09:00,1770627600.0,short,25161.25,25171.25,-20.0,11,0.0,BASE_NMP,True,cnn_risk_cut,2026_02_09
16,09:29,1770629340.0,short,25163.0,25156.5,13.0,21,13.0,KILL_SHOT,False,kill_shot_center,2026_02_09
17,09:59,1770631140.0,short,25143.0,25087.75,110.5,299,130.5,BASE_NMP,True,cnn_exit,2026_02_09
18,10:30,1770633000.0,short,25075.0,25038.0,74.0,267,74.0,BASE_NMP,False,cnn_exit,2026_02_09
19,11:13,1770635580.0,long,24993.0,25044.5,103.0,327,122.0,BASE_NMP,True,cnn_exit,2026_02_09
20,11:31,1770636660.0,short,25055.25,25058.75,-7.0,45,0.0,BASE_NMP,False,cnn_risk_cut,2026_02_09
21,12:08,1770638880.0,short,25059.75,25068.25,-17.0,203,71.5,BASE_NMP,False,cnn_risk_cut,2026_02_09
22,13:13,1770642780.0,long,25078.25,25139.25,122.0,327,134.5,BASE_NMP,False,cnn_exit,2026_02_09
23,13:20,1770643200.0,short,25133.5,25137.5,-8.0,60,19.0,BASE_NMP,True,cnn_risk_cut,2026_02_09
24,13:52,1770645120.0,short,25088.75,25099.75,-22.0,12,0.0,BASE_NMP,True,cnn_risk_cut,2026_02_09
25,14:00,1770645600.0,short,25084.25,25090.0,-11.5,83,13.5,BASE_NMP,True,cnn_risk_cut,2026_02_09
26,14:52,1770648720.0,long,25138.0,25104.25,-67.5,24,0.0,BASE_NMP,False,cnn_risk_cut,2026_02_09
27,15:15,1770650100.0,long,25104.25,25228.75,249.0,276,249.0,BASE_NMP,False,cnn_exit,2026_02_09
28,15:27,1770650820.0,long,25207.5,25178.25,-58.5,36,0.0,BASE_NMP,False,cnn_risk_cut,2026_02_09
29,16:03,1770652980.0,long,25319.25,25311.25,-16.0,84,16.0,BASE_NMP,True,cnn_risk_cut,2026_02_09
30,16:43,1770655380.0,long,25319.0,25362.25,86.5,288,92.0,BASE_NMP,False,cnn_exit,2026_02_09
31,17:00,1770656400.0,short,25391.0,25396.25,-10.5,12,0.0,BASE_NMP,True,cnn_risk_cut,2026_02_09
32,17:45,1770659100.0,short,25397.75,25381.25,33.0,300,37.5,BASE_NMP,True,cnn_exit,2026_02_09
33,18:21,1770661260.0,long,25354.0,25329.0,-50.0,276,48.0,BASE_NMP,False,cnn_risk_cut,2026_02_09
34,19:29,1770665340.0,long,25383.75,25418.25,69.0,324,75.5,BASE_NMP,True,cnn_exit,2026_02_09
35,19:51,1770666660.0,long,25415.0,25409.0,-12.0,132,10.0,BASE_NMP,False,cnn_risk_cut,2026_02_09
36,20:45,1770669900.0,short,25395.0,25370.75,48.5,360,118.5,BASE_NMP,True,cnn_exit,2026_02_09
37,20:59,1770670740.0,long,25357.25,25338.25,-38.0,72,36.0,BASE_NMP,False,cnn_risk_cut,2026_02_09
38,21:26,1770672360.0,long,25338.25,25361.75,47.0,313,67.0,BASE_NMP,False,cnn_exit,2026_02_09
