trade_id,time,timestamp,dir,entry_price,exit_price,pnl,exit,held,peak,entry_z,entry_vr,entry_dmi,entry_vol,entry_hurst,exit_z,exit_vr,exit_dmi,exit_z_5m,exit_z_15m,exit_z_1h,exit_dmi_1h,approach_length,path_length,regret_peak_pnl,regret_peak_bar,regret_breakeven_bar,regret_peak_time_min,regret_lifespan_min,day
1,21:05,1769547900.0,short,26085.75,26078.25,15.0,momentum_exhausted,24,15.0,2.0905864238739014,0.35971933603286743,-7.589513778686523,0.8072066903114319,0.6940631866455078,0.5702705383300781,0.34991654753685,-10.615828514099121,-1.0959320068359375,-0.8108513951301575,0.5248120427131653,3.5944437980651855,10,25,24.0,17,134,1.4166666666666667,11.166666666666666,2026_01_27
0,16:26,1769617560.0,long,26159.5,26166.75,14.5,opposite_extreme,60,18.5,-2.107314348220825,0.34697452187538147,-14.097261428833008,1.275282382965088,0.7738372683525085,1.0713651180267334,0.4127507507801056,-6.75483512878418,1.577675700187683,-0.17659877240657806,-2.442671775817871,-8.69886302947998,10,61,48.5,46,65,3.8333333333333335,5.416666666666667,2026_01_28
1,21:46,1769636760.0,long,26255.5,26276.25,41.5,opposite_extreme,179,41.5,-2.0849409103393555,0.2391490489244461,19.219409942626953,0.44056767225265503,0.7398643493652344,1.7177348136901855,0.06530271470546722,15.95417594909668,0.6208792924880981,1.4526478052139282,1.208399772644043,-13.070366859436035,10,180,62.0,16,81,1.3333333333333333,6.75,2026_01_28
2,21:50,1769637000.0,short,26283.0,26265.5,35.0,opposite_extreme,36,35.0,2.2088868618011475,0.09747663140296936,20.068222045898438,0.8652375340461731,0.8246464729309082,-1.2389189004898071,0.08521580696105957,11.350550651550293,0.03442264348268509,1.4526478052139282,1.208399772644043,-13.070366859436035,10,37,77.5,51,120,4.25,10.0,2026_01_28
0,07:03,1769670180.0,short,26255.25,26249.5,11.5,momentum_exhausted,34,12.0,2.247704267501831,0.7877300381660461,12.510896682739258,2.978405475616455,0.823442280292511,0.3810212314128876,0.6856030821800232,7.473771572113037,-0.5722941756248474,-1.7325718402862549,1.1737583875656128,-2.665194034576416,10,35,47.0,201,273,16.75,22.75,2026_01_29
1,09:36,1769679360.0,long,26244.25,26261.25,34.0,opposite_extreme,52,34.0,-2.0524744987487793,0.8071515560150146,-10.756612777709961,1.8457510471343994,0.7118726372718811,1.7009844779968262,0.6999188661575317,4.35203742980957,-0.01330692507326603,-1.24439537525177,-0.0002639626618474722,-4.585805416107178,10,53,42.5,14,140,1.1666666666666667,11.666666666666666,2026_01_29
2,21:09,1769720940.0,long,25978.5,25997.75,38.5,momentum_exhausted,48,38.5,-2.3479080200195312,0.19253169000148773,2.628701686859131,1.0052266120910645,0.7516828179359436,-0.4175073802471161,0.23468169569969177,4.409104347229004,0.9767376780509949,0.6284787654876709,1.001420497894287,-10.895469665527344,10,49,42.5,0,62,0.0,5.166666666666667,2026_01_29
3,21:42,1769722920.0,short,26021.0,25987.5,67.0,opposite_extreme,144,67.0,3.583559274673462,0.33545753359794617,21.089515686035156,3.3816096782684326,0.6768235564231873,-1.1220371723175049,0.21556270122528076,-4.034476280212402,-1.3968909978866577,0.16188523173332214,1.001420497894287,-10.895469665527344,10,145,237.0,406,-1,33.833333333333336,-1.0,2026_01_29
0,00:44,1769733840.0,short,25946.5,25922.0,49.0,opposite_extreme,147,49.0,2.465390682220459,0.3352256715297699,1.3119094371795654,1.4703782796859741,0.7377631068229675,-1.3368874788284302,0.21964238584041595,-4.060564041137695,-0.9097604155540466,-1.4047043323516846,0.7936156392097473,-13.180937767028809,10,148,60.0,55,132,4.583333333333333,11.0,2026_01_30
1,18:15,1769796900.0,short,25700.0,25650.5,99.0,opposite_extreme,120,99.0,2.0788886547088623,0.4952635169029236,-6.333250999450684,1.0684165954589844,0.692260205745697,-1.3222349882125854,0.3675024211406708,-13.616118431091309,-1.4057867527008057,-0.9086282849311829,0.1285119354724884,-19.198163986206055,10,121,256.0,96,427,8.0,35.583333333333336,2026_01_30
2,18:24,1769797440.0,long,25598.0,25618.5,41.0,opposite_extreme,48,41.0,-2.0417890548706055,0.5725411772727966,-24.257219314575195,1.7272695302963257,0.7539284825325012,1.6767843961715698,0.45756423473358154,-13.534759521484375,-0.9698311686515808,-0.9086282849311829,0.1285119354724884,-19.198163986206055,10,49,361.0,510,1343,42.5,111.91666666666667,2026_01_30
0,00:13,1770077580.0,long,25933.5,25942.75,18.5,opposite_extreme,32,18.5,-2.3202576637268066,0.32311803102493286,-13.696568489074707,1.702041745185852,0.5098738074302673,1.2040011882781982,0.5353248715400696,-14.811300277709961,-1.5612574815750122,0.8792944550514221,-0.8523067235946655,12.547250747680664,10,33,114.5,776,1272,64.66666666666667,106.0,2026_02_03
1,01:37,1770082620.0,long,25978.25,25967.25,-22.0,opposite_extreme,136,0.0,-2.8140809535980225,0.2984272241592407,1.9926891326904297,0.8774235844612122,0.7522643208503723,1.112039566040039,0.36410394310951233,-7.851884365081787,-1.4755139350891113,-0.38451510667800903,-1.060400366783142,12.586587905883789,10,137,6.0,1763,1766,146.91666666666666,147.16666666666666,2026_02_03
2,03:55,1770090900.0,long,25951.25,25954.75,7.0,momentum_exhausted,42,7.0,-2.0084733963012695,0.29422786831855774,1.1295068264007568,1.3868389129638672,0.8249294757843018,-0.7444030046463013,0.32364892959594727,4.798331260681152,0.5358960628509521,0.26799002289772034,-1.2662211656570435,8.766719818115234,10,43,152.0,2258,3997,188.16666666666666,333.0833333333333,2026_02_03
3,09:09,1770109740.0,short,26007.5,25991.75,31.5,opposite_extreme,44,31.5,2.1553475856781006,0.6454280614852905,12.659802436828613,1.8734196424484253,0.6748726963996887,-1.2397825717926025,0.4579584002494812,3.061642646789551,0.38986676931381226,-1.8515574932098389,-0.9823958873748779,9.811691284179688,10,45,1574.0,6767,-1,563.9166666666666,-1.0,2026_02_03
4,16:55,1770137700.0,long,25485.0,25511.0,52.0,opposite_extreme,60,52.0,-2.1138010025024414,0.2661902904510498,-8.680485725402832,1.1632037162780762,0.6729602813720703,1.0739001035690308,0.38156458735466003,-1.641484260559082,-0.5033974051475525,0.28043636679649353,-2.357532501220703,-25.260581970214844,10,61,70.0,30,64,2.5,5.333333333333333,2026_02_03
0,02:43,1770172980.0,long,25408.5,25419.5,22.0,momentum_exhausted,23,22.0,-2.2031402587890625,0.4830074906349182,-22.51734733581543,2.5833961963653564,0.7467441558837891,-0.18871386349201202,0.5024219155311584,-19.045326232910156,-0.8897720575332642,-0.18855774402618408,1.1393215656280518,-15.096945762634277,10,24,41.0,42,93,3.5,7.75,2026_02_04
1,09:41,1770198060.0,short,25392.75,25378.75,28.0,opposite_extreme,125,31.0,2.060584545135498,0.31454476714134216,-6.356738567352295,1.0082762241363525,0.8591741919517517,-1.4699774980545044,0.21459944546222687,-6.583794116973877,-0.011726262047886848,-1.6697611808776855,0.42007267475128174,-15.293794631958008,10,126,69.5,35,180,2.9166666666666665,15.0,2026_02_04
0,08:31,1770280260.0,long,25080.5,25109.25,57.5,opposite_extreme,36,57.5,-2.1338164806365967,0.5892224311828613,-6.8935933113098145,0.8469189405441284,0.6767812967300415,1.0371224880218506,0.43146684765815735,4.082162380218506,-0.7159077525138855,-0.5137333869934082,0.47958508133888245,-18.304441452026367,10,37,63.5,7,40,0.5833333333333334,3.3333333333333335,2026_02_05
1,09:05,1770282300.0,short,25030.75,24982.0,97.5,opposite_extreme,48,97.5,2.2062911987304688,0.3011210858821869,-15.461153030395508,1.1664243936538696,0.6383327841758728,-1.1351884603500366,0.4714979827404022,-25.690359115600586,-1.3026611804962158,-2.205615520477295,0.5796182155609131,-18.228742599487305,10,49,100.0,83,216,6.916666666666667,18.0,2026_02_05
2,14:30,1770301800.0,short,24754.75,24714.0,81.5,opposite_extreme,84,81.5,2.3101511001586914,0.3394027352333069,-8.427783966064453,0.7878978848457336,0.6214248538017273,-1.5754761695861816,0.4649004638195038,-17.834476470947266,1.3258188962936401,2.258204460144043,-1.4171818494796753,-29.525653839111328,10,85,192.0,26,40,2.1666666666666665,3.3333333333333335,2026_02_05
0,00:45,1770338700.0,long,24367.25,24374.0,13.5,momentum_exhausted,60,13.5,-2.034759283065796,0.3597853481769562,5.661473751068115,1.184153437614441,0.7951360940933228,-0.40150442719459534,0.2597419321537018,2.942289352416992,0.7270039916038513,1.9373408555984497,-0.7735758423805237,-29.197458267211914,10,61,41.5,12,29,1.0,2.4166666666666665,2026_02_06
