day,entry_ts,leg_dir,entry_price,leg_amplitude_pts,leg_amplitude_usd,leg_duration_min,r_price,pnl_at_R_usd,entry_zone,entry_cloud_state,entry_p_mid,entry_p_early,entry_p_late,entry_p_b6_long,entry_p_b6_short,entry_p_b6_match
2026_03_26,1774528529,LONG,24078.5,77.75,155.5,54.0,26.0,103.5,IMMINENT,RISING,0.324568678817631,0.26966211416458763,0.4057692070177813,0.6092594096602605,0.1654352683410551,0.6092594096602605
2026_03_26,1774531769,SHORT,24158.0,66.25,132.5,4.0,26.0,80.5,NEAR_5m,FLAT,0.3025958582847392,0.3888339974476503,0.3085701442676105,0.20370051617555923,0.6298336700158823,0.6298336700158823
2026_03_26,1774532009,LONG,24090.25,32.25,64.5,4.0,26.0,12.5,AT_PIVOT,RISING,0.2866502091264226,0.390651726339421,0.3226980645341564,0.37125228223603823,0.5024017797051554,0.37125228223603823
2026_03_26,1774532249,SHORT,24122.5,53.0,106.0,3.0,26.0,54.0,NEAR_PIVOT,RISING,0.37419665883071834,0.3153220147822789,0.3104813263870027,0.5698926826681568,0.3126856446664779,0.3126856446664779
2026_03_26,1774532429,LONG,24078.25,147.5,295.0,14.0,26.0,243.0,NEAR_PIVOT,FLAT,0.24295321816342091,0.4279717593798516,0.3290750224567274,0.439919046516846,0.47478023601562974,0.439919046516846
2026_03_26,1774533269,SHORT,24231.25,83.0,166.0,5.0,26.0,114.0,NEAR_PIVOT,FLAT,0.3190090527898436,0.2874031067882795,0.39358784042187694,0.21949456230977554,0.6753349796336702,0.6753349796336702
2026_03_26,1774533569,LONG,24148.25,81.75,163.5,8.0,26.0,111.5,NEAR_PIVOT,FLAT,0.2110164065878541,0.6639700636131196,0.12501352979902627,0.5185344989566613,0.37125057673576006,0.5185344989566613
2026_03_26,1774534049,SHORT,24230.0,53.25,106.5,4.0,26.0,54.5,NEAR_PIVOT,FLAT,0.3533731874121646,0.42314698972786496,0.22347982285997048,0.3608106851026295,0.5247292888153221,0.5247292888153221
2026_03_26,1774534289,LONG,24170.0,42.75,85.5,4.0,26.0,33.5,NEAR_PIVOT,RISING,0.37228729119880755,0.2824416686554232,0.34527104014576915,0.7329275448946668,0.18853578402837531,0.7329275448946668
2026_03_26,1774534529,SHORT,24228.75,46.5,93.0,5.0,26.0,41.0,NEAR_PIVOT,FLAT,0.3380064601556513,0.38647480245381627,0.2755187373905324,0.0993358570229257,0.7810444125245741,0.7810444125245741
2026_03_26,1774534829,LONG,24182.25,45.0,90.0,3.0,26.0,38.0,NEAR_PIVOT,DECAYING,0.3017079229206788,0.45696906040370544,0.24132301667561573,0.5914690004958915,0.2690373762707977,0.5914690004958915
2026_03_26,1774535009,SHORT,24217.0,52.25,104.5,14.0,26.0,52.5,NEAR_PIVOT,DECAYING,0.3466576107340355,0.3974321314163097,0.2559102578496547,0.24933414795093714,0.5314570366805514,0.5314570366805514
2026_03_26,1774535849,LONG,24159.75,52.5,105.0,3.0,26.0,53.0,NEAR_PIVOT,FLAT,0.34947442797877853,0.3336842756830076,0.3168412963382139,0.6294125184265975,0.23954659272293044,0.6294125184265975
2026_03_26,1774536029,SHORT,24196.5,153.75,307.5,15.0,26.0,255.5,NEAR_PIVOT,FLAT,0.3342035776705932,0.4636594488154696,0.20213697351393706,0.26601365446640696,0.6478058629389032,0.6478058629389032
2026_03_26,1774536929,LONG,24042.75,82.25,164.5,7.0,26.0,112.5,NEAR_PIVOT,FLAT,0.3134331669464981,0.3865996433841299,0.29996718966937197,0.761563428459856,0.1481649351976372,0.761563428459856
2026_03_26,1774537349,SHORT,24125.0,39.5,79.0,7.0,26.0,27.0,NEAR_PIVOT,DECAYING,0.35478225814512265,0.4401700070300626,0.2050477348248148,0.09393211225953481,0.8076811733403334,0.8076811733403334
2026_03_26,1774537769,LONG,24085.5,34.5,69.0,3.0,26.0,17.0,NEAR_PIVOT,FLAT,0.355382661391422,0.39720816314876967,0.2474091754598084,0.6332129656428832,0.23716273452921718,0.6332129656428832
2026_03_26,1774537949,SHORT,24120.0,47.75,95.5,6.0,26.0,43.5,NEAR_PIVOT,FLAT,0.3388912777688737,0.4514137158419953,0.20969500638913102,0.272181127944524,0.6089166155063808,0.6089166155063808
2026_03_26,1774538309,LONG,24069.25,27.75,55.5,10.0,26.0,3.5,NEAR_PIVOT,RISING,0.37243725384784226,0.2108394817154925,0.4167232644366652,0.8760826529716697,0.07646549822800876,0.8760826529716697
2026_03_26,1774538909,SHORT,24098.0,43.75,87.5,5.0,26.0,35.5,NEAR_PIVOT,FLAT,0.32903253031840024,0.38306399934156066,0.2879034703400392,0.49656158660714184,0.41894743415252084,0.41894743415252084
2026_03_26,1774539209,LONG,24053.25,36.25,72.5,13.0,26.0,20.5,NEAR_PIVOT,FLAT,0.45133650745134646,0.32414898844882306,0.22451450409983034,0.7943354837176113,0.12094813767953273,0.7943354837176113
2026_03_26,1774539989,SHORT,24125.25,99.25,198.5,31.0,26.0,146.5,NEAR_PIVOT,FLAT,0.281868066642283,0.4718397689627688,0.24629216439494822,0.402165813560321,0.48453382759245406,0.48453382759245406
2026_03_26,1774541849,LONG,24023.0,44.0,88.0,3.0,26.0,36.0,NEAR_PIVOT,FLAT,0.2555026716044732,0.3028600378092193,0.4416372905863076,0.7106518164423792,0.12416786456422955,0.7106518164423792
2026_03_26,1774542029,SHORT,24058.0,74.75,149.5,12.0,26.0,97.5,NEAR_5m,FLAT,0.36083481596365685,0.4374137281164532,0.2017514559198899,0.10608371280899694,0.7401884214488703,0.7401884214488703
2026_03_26,1774542749,LONG,23980.75,33.25,66.5,5.0,26.0,14.5,NEAR_PIVOT,RISING,0.2899002411954692,0.1979495081646374,0.5121502506398934,0.7297460400926323,0.15751973675325112,0.7297460400926323
2026_03_26,1774543049,SHORT,24014.0,41.5,83.0,12.0,26.0,31.0,NEAR_PIVOT,FLAT,0.3427669223827437,0.3691000243527754,0.2881330532644809,0.17026665544978292,0.6451541639522045,0.6451541639522045
2026_03_26,1774543769,LONG,23972.25,44.25,88.5,12.0,26.0,36.5,NEAR_5m,DECAYING,0.41474544724953594,0.3215240733599419,0.2637304793905221,0.6401098492337268,0.2253455751295038,0.6401098492337268
2026_03_26,1774544489,SHORT,24016.5,81.5,163.0,26.0,26.0,111.0,NEAR_PIVOT,FLAT,0.34966926976471585,0.42311654004493965,0.22721419019034447,0.2450797182022216,0.5527859985921004,0.5527859985921004
2026_03_26,1774546049,LONG,23934.0,36.5,73.0,8.0,26.0,21.0,NEAR_PIVOT,FLAT,0.3229208016702458,0.31857706055292084,0.3585021377768334,0.7013174523102982,0.18353740351517572,0.7013174523102982
2026_03_26,1774546529,SHORT,23970.5,118.0,236.0,24.0,26.0,184.0,NEAR_PIVOT,DECAYING,0.2652208313483411,0.5657152344827664,0.16906393416889245,0.2520304940128828,0.53181664754184,0.53181664754184
2026_03_26,1774547969,LONG,23852.5,48.0,96.0,4.0,26.0,44.0,NEAR_PIVOT,FLAT,0.2692760041891976,0.2788520853494696,0.45187191046133285,0.5472537318702996,0.323820729957124,0.5472537318702996
2026_03_26,1774548209,SHORT,23900.5,35.5,71.0,17.0,26.0,19.0,NEAR_PIVOT,FLAT,0.32436603359182353,0.4988988117289657,0.17673515467921067,0.25298749878178983,0.5661998265238487,0.5661998265238487
2026_03_26,1774549229,LONG,23859.5,26.5,53.0,5.0,26.0,1.0,NEAR_PIVOT,FLAT,0.35128980166179574,0.2857415126600983,0.362968685678106,0.6710887827641637,0.18497936520252675,0.6710887827641637
2026_03_26,1774549529,SHORT,23886.0,38.5,77.0,3.0,26.0,25.0,WATCH,FLAT,0.33538885251899614,0.4075510113423098,0.2570601361386941,0.27122466507035076,0.49659398117941084,0.49659398117941084
2026_03_26,1774549709,LONG,23846.0,33.75,67.5,12.0,26.0,15.5,IMMINENT,RISING,0.3150729764336281,0.2235477313338155,0.4613792922325565,0.7405376723194979,0.10513891242118921,0.7405376723194979
2026_03_26,1774550429,SHORT,23879.75,27.0,54.0,6.0,26.0,2.0,NEAR_PIVOT,FLAT,0.4069460989011273,0.39774463413201183,0.1953092669668609,0.2866935797655321,0.5172064369401792,0.5172064369401792
2026_03_26,1774550789,LONG,23852.75,36.25,72.5,8.0,26.0,20.5,NEAR_5m,FLAT,0.41889353024699516,0.31520448480067464,0.26590198495233014,0.3294190698317727,0.469058123351269,0.3294190698317727
2026_03_26,1774551269,SHORT,23889.25,61.0,122.0,17.0,26.0,70.0,WATCH,FLAT,0.366962734848302,0.3310562168533467,0.3019810482983513,0.1923194085596521,0.6089995125221844,0.6089995125221844
2026_03_26,1774552289,LONG,23825.25,31.25,62.5,7.0,26.0,10.5,NEAR_PIVOT,RISING,0.2835978903716706,0.19940356711098367,0.5169985425173457,0.7327981528119496,0.16392818267741974,0.7327981528119496
2026_03_26,1774552709,SHORT,23857.25,84.75,169.5,45.0,26.0,117.5,WATCH,FLAT,0.3434600173650153,0.4348657137459988,0.22167426888898586,0.25982313554208036,0.6056504001308817,0.6056504001308817
2026_03_26,1774555409,LONG,23763.0,34.5,69.0,8.0,26.0,17.0,NEAR_PIVOT,FLAT,0.27360686956775043,0.2622861153807011,0.4641070150515484,0.6815740037933601,0.20227576404983627,0.6815740037933601
2026_03_26,1774555889,SHORT,23999.75,207.75,415.5,4.0,26.0,363.5,NEAR_PIVOT,DECAYING,0.2631660487724001,0.579460314296154,0.15737363693144596,0.10445993956656476,0.7357846649577149,0.7357846649577149
2026_03_26,1774556129,LONG,23853.0,72.0,144.0,7.0,26.0,92.0,NEAR_PIVOT,FLAT,0.38108473571615664,0.31252549378522426,0.30638977049861915,0.44040806464131765,0.43799419524145367,0.44040806464131765
2026_03_26,1774556549,SHORT,23888.75,33.25,66.5,3.0,26.0,14.5,NEAR_PIVOT,RISING,0.3266783692789332,0.338017466513416,0.3353041642076508,0.3204497319435474,0.5832847211210566,0.5832847211210566
2026_03_26,1774556729,LONG,23821.0,77.5,155.0,14.0,26.0,103.0,NEAR_PIVOT,FLAT,0.2092590300610876,0.46757564473735386,0.3231653252015585,0.7034704710314293,0.1734565356454432,0.7034704710314293
2026_03_26,1774557569,SHORT,23899.5,78.0,156.0,19.0,26.0,104.0,WATCH,FLAT,0.39491207996968075,0.24567863003652718,0.3594092899937922,0.16768064670572755,0.6803335089566979,0.6803335089566979
2026_03_26,1774558709,LONG,23815.25,45.75,91.5,66.0,26.0,39.5,NEAR_PIVOT,RISING,0.31524549345589503,0.24049334931745053,0.44426115722665444,0.7284947633381246,0.10403145886740785,0.7284947633381246
2026_03_26,1774562669,SHORT,23861.0,27.75,55.5,5.0,26.0,3.5,NEAR_PIVOT,DECAYING,0.3165311605958614,0.3945975913028644,0.2888712481012742,0.23447847267267966,0.5276125465354864,0.5276125465354864
2026_03_26,1774562969,LONG,23833.25,48.0,96.0,12.0,26.0,44.0,WATCH,FLAT,0.4130160433325847,0.35416134675733524,0.23282260991008014,0.6288722767320616,0.1340248524728448,0.6288722767320616
2026_03_26,1774563689,SHORT,23883.0,32.25,64.5,5.0,26.0,12.5,CLEAR,DECAYING,0.337833941992825,0.31126659892345376,0.3508994590837211,0.14031775511420952,0.5217594939126757,0.5217594939126757
2026_03_26,1774563989,LONG,23838.5,49.25,98.5,15.0,26.0,46.5,NEAR_PIVOT,FLAT,0.3173672524241705,0.49132396360546565,0.19130878397036377,0.6903499360123444,0.1412539605619469,0.6903499360123444
2026_03_26,1774564889,SHORT,23887.75,29.0,58.0,6.0,26.0,6.0,CLEAR,RISING,0.30131034259413697,0.284773443341456,0.413916214064407,0.1345021463585443,0.5888584013724207,0.5888584013724207
2026_03_26,1774565249,LONG,23856.25,26.5,53.0,9.0,26.0,1.0,CLEAR,DECAYING,0.36380138651314936,0.4584725047443489,0.17772610874250164,0.2602512656309837,0.35761661411656,0.2602512656309837
2026_03_26,1774565789,SHORT,23883.75,40.75,81.5,32.0,26.0,29.5,CLEAR,DECAYING,0.36050392699487577,0.4226401079707935,0.21685596503433077,0.35101628301771737,0.34435591126972853,0.34435591126972853
2026_03_26,1774567709,LONG,23843.0,61.25,122.5,41.0,26.0,70.5,CLEAR,FLAT,0.3625383609360486,0.3811818183000843,0.256279820763867,0.29605563344320684,0.30654931504180066,0.29605563344320684
2026_03_26,1774570169,SHORT,23905.25,97.25,194.5,52.0,26.0,142.5,CLEAR,DECAYING,0.3213134157596753,0.3750035980409899,0.3036829861993347,0.09761620257821983,0.41872148723501207,0.41872148723501207
2026_03_26,1774573289,LONG,23806.75,78.0,156.0,60.0,26.0,104.0,CLEAR,RISING,0.34424106250414105,0.41505890280075997,0.24070003469509907,0.4416332995673305,0.21275793590619166,0.4416332995673305
2026_03_26,1774576889,SHORT,23884.75,38.0,76.0,22.0,26.0,24.0,CLEAR,RISING,0.22926127455651976,0.3326612515943169,0.43807747384916323,0.08259932939810233,0.5652132312836081,0.5652132312836081
2026_03_26,1774578209,LONG,23845.25,36.0,72.0,12.0,26.0,20.0,CLEAR,RISING,0.25100355877312175,0.19930077229573365,0.5496956689311446,0.6459382334463076,0.05525203858706802,0.6459382334463076
2026_03_26,1774578929,SHORT,23881.25,35.25,70.5,33.0,26.0,18.5,CLEAR,RISING,0.2749484367613664,0.38870944979276323,0.3363421134458705,0.14274832473736396,0.44813036337242906,0.44813036337242906
2026_03_26,1774580909,LONG,23839.5,133.75,267.5,127.0,26.0,215.5,CLEAR,RISING,0.32037461150773244,0.35380765404605946,0.32581773444620804,0.4751195646632652,0.08004011865858505,0.4751195646632652
2026_03_26,1774588529,SHORT,23973.25,61.25,122.5,47.0,26.0,70.5,NEAR_PIVOT,FLAT,0.1388403814329945,0.36602824101419934,0.49513137755280623,0.18720483974980645,0.453214428248466,0.453214428248466
2026_03_26,1774591349,LONG,23912.0,42.0,84.0,22.0,26.0,32.0,CLEAR,RISING,0.2565047555625498,0.28948346055392005,0.45401178388353014,0.5175454482351407,0.08381388124498396,0.5175454482351407
2026_03_27,1774594859,SHORT,23901.5,44.75,89.5,30.5,32.5,24.5,CLEAR,FLAT,0.3496647377090395,0.33574453535101945,0.31459072693994106,0.37071837584873557,0.151274063552461,0.151274063552461
2026_03_27,1774596689,LONG,23855.5,38.0,76.0,17.0,32.5,11.0,CLEAR,RISING,0.15086729616976036,0.179177782726943,0.6699549211032967,0.607515835209751,0.07779720888599567,0.607515835209751
2026_03_27,1774597709,SHORT,23893.5,180.5,361.0,83.0,32.5,296.0,CLEAR,RISING,0.24294795052642776,0.47881178451043305,0.2782402649631392,0.09804687214654188,0.5485660283460576,0.5485660283460576
2026_03_27,1774602689,LONG,23713.0,87.25,174.5,21.0,32.5,109.5,NEAR_PIVOT,RISING,0.18578450729461587,0.40450887214037173,0.4097066205650123,0.7054201120841763,0.1787715424534345,0.7054201120841763
2026_03_27,1774603949,SHORT,23811.0,85.0,170.0,30.0,32.5,105.0,WATCH,DECAYING,0.34170021524949135,0.4209193810431813,0.2373804037073273,0.12630668029283015,0.6139229697609361,0.6139229697609361
2026_03_27,1774605749,LONG,23726.0,36.0,72.0,6.0,32.5,7.0,NEAR_PIVOT,RISING,0.35143465904749255,0.3484288042366403,0.30013653671586715,0.5257156013057361,0.2088793622886846,0.5257156013057361
2026_03_27,1774606109,SHORT,23765.0,148.0,296.0,60.0,32.5,231.0,WATCH,FLAT,0.36423876142794287,0.32830413471608116,0.307457103855976,0.06262660138030567,0.7515871536775279,0.7515871536775279
2026_03_27,1774609709,LONG,23615.0,71.0,142.0,47.0,32.5,77.0,NEAR_3m,FLAT,0.20157173807792994,0.2299440000728531,0.568484261849217,0.6374724819946056,0.23947251824812624,0.6374724819946056
2026_03_27,1774612529,SHORT,23688.5,74.0,148.0,15.0,32.5,83.0,WATCH,FLAT,0.29957696145247836,0.3709931445444235,0.32942989400309813,0.04730289750255645,0.7423449870170745,0.7423449870170745
2026_03_27,1774613429,LONG,23611.25,44.75,89.5,8.0,32.5,24.5,NEAR_PIVOT,RISING,0.24874590941882832,0.17766519770395225,0.5735888928772195,0.604069078906824,0.2356979182522773,0.604069078906824
2026_03_27,1774613909,SHORT,23656.25,57.5,115.0,32.0,32.5,50.0,WATCH,DECAYING,0.48560846612948205,0.3060308298262023,0.20836070404431556,0.14176946676728705,0.6240969489526508,0.6240969489526508
2026_03_27,1774615829,LONG,23598.75,30.5,61.0,3.0,32.5,-4.0,NEAR_PIVOT,RISING,0.29769018597275554,0.3805963821415984,0.321713431885646,0.6768895689808682,0.1704973130643624,0.6768895689808682
2026_03_27,1774616009,SHORT,23632.25,54.75,109.5,18.0,32.5,44.5,NEAR_PIVOT,RISING,0.3618379851983215,0.3249077462315418,0.3132542685701368,0.16708204333389481,0.6877758410547751,0.6877758410547751
2026_03_27,1774617089,LONG,23577.5,80.25,160.5,19.0,32.5,95.5,NEAR_PIVOT,RISING,0.22085329190513422,0.29473116885674744,0.48441553923811825,0.7308747498682954,0.17613678576873742,0.7308747498682954
2026_03_27,1774618229,SHORT,23657.75,111.5,223.0,6.0,32.5,158.0,NEAR_PIVOT,FLAT,0.22992730851516874,0.25985823886891707,0.5102144526159142,0.2586357328312793,0.627022605608078,0.627022605608078
2026_03_27,1774618589,LONG,23540.5,102.5,205.0,13.0,32.5,140.0,NEAR_PIVOT,RISING,0.2853747702158021,0.3334261104940547,0.3811991192901432,0.8121973894092465,0.08768533241896494,0.8121973894092465
2026_03_27,1774619369,SHORT,23643.0,170.25,340.5,11.0,32.5,275.5,NEAR_PIVOT,FLAT,0.3444822582533896,0.34973162097539984,0.30578612077121065,0.432355901439222,0.46131167395245337,0.46131167395245337
2026_03_27,1774620029,LONG,23472.75,42.5,85.0,5.0,32.5,20.0,NEAR_PIVOT,FLAT,0.22486913221104265,0.5107391382533947,0.26439172953556256,0.3031652525908876,0.6336165406649633,0.3031652525908876
2026_03_27,1774620329,SHORT,23515.25,30.0,60.0,4.0,32.5,-5.0,NEAR_PIVOT,RISING,0.30727651893483426,0.35229933799519453,0.34042414306997126,0.3887988395102428,0.5711697910484218,0.5711697910484218
2026_03_27,1774620569,LONG,23482.5,68.25,136.5,8.0,32.5,71.5,NEAR_PIVOT,FLAT,0.33088435821053847,0.38725259771125914,0.28186304407820245,0.8119376213850614,0.1401709673729434,0.8119376213850614
2026_03_27,1774621049,SHORT,23557.75,115.25,230.5,29.0,32.5,165.5,NEAR_PIVOT,DECAYING,0.40348848830096146,0.33087317390556825,0.26563833779347035,0.07744207795862128,0.8576836047588399,0.8576836047588399
2026_03_27,1774622789,LONG,23442.5,93.25,186.5,5.0,32.5,121.5,NEAR_PIVOT,FLAT,0.25850305958247155,0.3989516082658029,0.3425453321517255,0.49246877282058776,0.3813166279427055,0.49246877282058776
2026_03_27,1774623089,SHORT,23535.75,34.0,68.0,3.0,32.5,3.0,NEAR_PIVOT,FLAT,0.26625121242650324,0.47944606535300094,0.25430272222049577,0.163143989695554,0.7117118209023597,0.7117118209023597
2026_03_27,1774623269,LONG,23485.75,61.75,123.5,12.0,32.5,58.5,NEAR_PIVOT,FLAT,0.3415632964900759,0.4089122315577811,0.249524471952143,0.7246512278147439,0.15935424534760798,0.7246512278147439
2026_03_27,1774623989,SHORT,23547.5,88.0,176.0,15.0,32.5,111.0,NEAR_PIVOT,RISING,0.38454465911487046,0.38785629207853933,0.22759904880659018,0.3691745309970123,0.522707959135628,0.522707959135628
2026_03_27,1774624889,LONG,23459.5,142.75,285.5,12.0,32.5,220.5,NEAR_PIVOT,FLAT,0.3061431985354403,0.29725841337997333,0.3965983880845865,0.5562860059946079,0.34520309885490197,0.5562860059946079
2026_03_27,1774625609,SHORT,23607.75,74.5,149.0,8.0,32.5,84.0,NEAR_PIVOT,RISING,0.2512194560503361,0.23037914989363792,0.518401394056026,0.22379709934043382,0.6475258291853044,0.6475258291853044
2026_03_27,1774626089,LONG,23522.0,51.5,103.0,11.0,32.5,38.0,NEAR_PIVOT,FLAT,0.24829593918021375,0.4007437852928737,0.3509602755269125,0.7833729156533399,0.09811891605106215,0.7833729156533399
2026_03_27,1774626749,SHORT,23573.5,125.0,250.0,48.0,32.5,185.0,NEAR_PIVOT,FLAT,0.32162075148074193,0.3669955265285119,0.3113837219907461,0.38752356982551867,0.39309207454433054,0.39309207454433054
2026_03_27,1774629629,LONG,23447.25,63.75,127.5,10.0,32.5,62.5,WATCH,RISING,0.29033138130092656,0.26136875971997126,0.4482998589791022,0.5979295331637386,0.26596849002154277,0.5979295331637386
2026_03_27,1774630229,SHORT,23511.0,57.75,115.5,11.0,32.5,50.5,NEAR_PIVOT,RISING,0.26166865748493756,0.5193328801691626,0.2189984623458999,0.28737452923149714,0.5229595857528998,0.5229595857528998
2026_03_27,1774630889,LONG,23449.5,73.0,146.0,6.0,32.5,81.0,NEAR_PIVOT,DECAYING,0.27325539263207627,0.33147092892052143,0.3952736784474023,0.5838265081117073,0.1156587374502186,0.5838265081117073
2026_03_27,1774631249,SHORT,23522.5,188.0,376.0,63.0,32.5,311.0,NEAR_PIVOT,FLAT,0.28412371527389335,0.540952795596644,0.1749234891294626,0.2584589530010623,0.5577639054172666,0.5577639054172666
2026_03_27,1774635029,LONG,23328.25,49.0,98.0,33.0,32.5,33.0,WATCH,RISING,0.32556508528830613,0.15357974260662485,0.5208551721050689,0.746962485042535,0.1284992321926355,0.746962485042535
2026_03_27,1774637009,SHORT,23380.25,68.5,137.0,27.0,32.5,72.0,WATCH,RISING,0.2784050157805088,0.4088370435013099,0.31275794071818147,0.2896570729415969,0.472038067058424,0.472038067058424
2026_03_27,1774638629,LONG,23310.75,48.25,96.5,8.0,32.5,31.5,WATCH,FLAT,0.31817960688582575,0.24760192407740628,0.43421846903676803,0.6973375323731251,0.16801521145717796,0.6973375323731251
2026_03_27,1774639109,SHORT,23359.0,88.5,177.0,34.0,32.5,112.0,WATCH,FLAT,0.33221673958032266,0.33381895762368646,0.33396430279599093,0.1944365477529169,0.6458803821420264,0.6458803821420264
2026_03_27,1774641149,LONG,23270.5,80.0,160.0,7.0,32.5,95.0,NEAR_PIVOT,RISING,0.24078560788693948,0.2982672690166357,0.46094712309642477,0.6511011489311356,0.23716029596631166,0.6511011489311356
2026_03_27,1774641569,SHORT,23350.5,96.0,192.0,21.0,32.5,127.0,WATCH,DECAYING,0.30195740257882053,0.40421146273635367,0.2938311346848259,0.34762721888694176,0.4910359902753637,0.4910359902753637
2026_03_29,1774821659,LONG,23167.75,42.0,84.0,2.5,34.5,15.0,CLEAR,FLAT,0.39172650169454554,0.4315676323435016,0.1767058659619529,0.6288979941202069,0.07022862110964313,0.6288979941202069
2026_03_29,1774821809,SHORT,23206.0,44.5,89.0,3.0,34.5,20.0,WATCH,DECAYING,0.3548233492454928,0.41205992799644975,0.23311672275805748,0.34471030810852676,0.32482260676986124,0.32482260676986124
2026_03_29,1774821989,LONG,23137.5,102.25,204.5,16.0,34.5,135.5,CLEAR,RISING,0.2935078074909189,0.26022984976001295,0.44626234274906806,0.6788193042900201,0.11710207071892081,0.6788193042900201
2026_03_29,1774822949,SHORT,23239.75,40.25,80.5,5.0,34.5,11.5,CLEAR,FLAT,0.25892095399872644,0.42518501346097504,0.3158940325402986,0.1986516365084697,0.46978069523649274,0.46978069523649274
2026_03_29,1774823249,LONG,23199.5,36.0,72.0,8.0,34.5,3.0,CLEAR,RISING,0.3605978104607859,0.3674371677499273,0.27196502178928683,0.5274546773676329,0.16639483023128976,0.5274546773676329
2026_03_29,1774823729,SHORT,23235.5,76.5,153.0,10.0,34.5,84.0,CLEAR,DECAYING,0.4142118858861399,0.3548888552155441,0.23089925889831606,0.3915114907870995,0.22781872345029716,0.22781872345029716
2026_03_29,1774824329,LONG,23155.75,66.0,132.0,18.0,34.5,63.0,CLEAR,RISING,0.30736131303258896,0.3181283142371155,0.3745103727302956,0.5563857560666225,0.12412119484359838,0.5563857560666225
2026_03_29,1774825409,SHORT,23221.75,126.75,253.5,60.0,34.5,184.5,CLEAR,RISING,0.33970626332859855,0.30482620028806373,0.35546753638333767,0.11943973804808744,0.4256723094186807,0.4256723094186807
2026_03_29,1774829009,LONG,23095.0,151.0,302.0,17.0,34.5,233.0,CLEAR,FLAT,0.2739216692737763,0.28712520488156895,0.43895312584465473,0.6869353235685411,0.07379953751811255,0.6869353235685411
2026_03_29,1774830029,SHORT,23246.0,45.5,91.0,3.0,34.5,22.0,CLEAR,RISING,0.2325632229813258,0.5286127816466609,0.2388239953720132,0.22219052487071508,0.406269681420825,0.406269681420825
2026_03_29,1774830209,LONG,23194.0,65.75,131.5,4.0,34.5,62.5,CLEAR,RISING,0.2625849204507526,0.483332333962676,0.2540827455865714,0.5412498137647525,0.14680821018673026,0.5412498137647525
2026_03_29,1774830449,SHORT,23260.75,131.75,263.5,28.0,34.5,194.5,WATCH,DECAYING,0.22469838367548156,0.35830731196624327,0.41699430435827517,0.11456747294835275,0.6951532094473978,0.6951532094473978
2026_03_29,1774832129,LONG,23129.0,56.75,113.5,17.0,34.5,44.5,CLEAR,RISING,0.40447680207623404,0.2985556569265168,0.29696754099724904,0.480503651137719,0.09003211020709749,0.480503651137719
2026_03_29,1774833149,SHORT,23186.0,49.0,98.0,13.0,34.5,29.0,CLEAR,FLAT,0.2798982972699399,0.34656812667956954,0.3735335760504905,0.09432190058779492,0.4010826034595703,0.4010826034595703
2026_03_29,1774833929,LONG,23137.0,92.25,184.5,49.0,34.5,115.5,CLEAR,FLAT,0.3191799161878534,0.43719079604682554,0.24362928776532103,0.40526708444048654,0.17027044559421814,0.40526708444048654
2026_03_29,1774836869,SHORT,23231.0,34.5,69.0,22.0,34.5,0.0,CLEAR,DECAYING,0.24106026849739542,0.3070809237741141,0.4518588077284904,0.0711621439916176,0.3599111223910793,0.3599111223910793
2026_03_29,1774838189,LONG,23196.5,156.5,313.0,117.0,34.5,244.0,CLEAR,RISING,0.3357825019181619,0.3732832329353676,0.29093426514647047,0.24651067803040605,0.32210166449718186,0.24651067803040605
2026_03_29,1774845209,SHORT,23353.0,38.5,77.0,18.0,34.5,8.0,CLEAR,DECAYING,0.3032605315439813,0.25483763754543304,0.44190183091058577,0.0864562097297769,0.46270476976521246,0.46270476976521246
2026_03_29,1774846289,LONG,23314.5,43.25,86.5,19.0,34.5,17.5,CLEAR,FLAT,0.3210439017284672,0.2727744753078177,0.406181622963715,0.3872734793050238,0.06812678977268409,0.3872734793050238
2026_03_29,1774847429,SHORT,23358.25,34.75,69.5,38.0,34.5,0.5,CLEAR,RISING,0.41900389191422444,0.21900980245316015,0.3619863056326155,0.04813521471607142,0.2226590742618572,0.2226590742618572
2026_03_30,1774854059,LONG,23388.5,60.25,120.5,121.5,44.5,31.5,CLEAR,FLAT,0.20372827392679496,0.5626414582700207,0.23363026780318433,0.40212343704628545,0.07272106791272,0.40212343704628545
2026_03_30,1774861349,SHORT,23448.75,70.5,141.0,101.0,44.5,52.0,CLEAR,RISING,0.3320210185228638,0.3521300663873069,0.3158489150898293,0.1847012789998189,0.36446396319109053,0.36446396319109053
2026_03_30,1774867409,LONG,23374.75,92.75,185.5,43.0,44.5,96.5,CLEAR,RISING,0.2548932259848562,0.2775366891638487,0.4675700848512951,0.4320197301557234,0.1562124878057162,0.4320197301557234
2026_03_30,1774869989,SHORT,23565.0,125.25,250.5,36.0,44.5,161.5,WATCH,FLAT,0.3131745100439624,0.3737681268446824,0.3130573631113551,0.3644069198427632,0.2605770133771726,0.2605770133771726
2026_03_30,1774872149,LONG,23439.75,92.5,185.0,89.0,44.5,96.0,CLEAR,FLAT,0.3915977936404867,0.35538401519226237,0.2530181911672509,0.26309517151698303,0.13978594352239718,0.26309517151698303
