label,n_active,pct_data,accuracy,lift,n_long,n_short,long_acc,short_acc
confgated_majority_10.0,66895,90.68786942139798,0.5351072576425742,0.0327754968920726,37646,29249,0.5336556340647081,0.5369756230982256
