threshold_w,n,pct_data,accuracy,lift
0.0,73764,100.0,0.5285369556965457,0.02620519494604412
1.0,54328,73.65110351933193,0.5385252540126638,0.03619349326216226
2.0,36993,50.150479908898646,0.5504014272970562,0.048069666546554646
3.0,24277,32.91171845344613,0.5683568809984759,0.06602512024797436
5.0,9626,13.0497261536793,0.5983793891543736,0.09604762840387204
