min_agree,n,pct_data,accuracy,lift
1,73764,100.0,0.5308687164470474,0.028536955696545796
2,73764,100.0,0.5308687164470474,0.028536955696545796
3,73764,100.0,0.5308687164470474,0.028536955696545796
4,50146,67.98167127596118,0.5426155625573326,0.040283801806831
5,24561,33.296730112249875,0.5647164203411913,0.06238465959068973
