**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

date,dow,pnl,n_trades,wr,first_hour,hour_count_morning,hour_count_midday,open,high,low,close,range,drift,efficiency,prior_range,prior_drift,prior_efficiency,mean_range_5d,mean_range_20d,mean_efficiency_5d,range_compression,variance_ratio_5_20,cum_drift_5d,cum_drift_5d_sign,close_vs_20d_max,close_above_20d_max,dow_num,label,set,_z_prior_range,_score_prior_range,_z_range_compression,_score_range_compression,bleed_score
2026-03-24,1,-362.19999999999993,38,0.3684210526315789,0,23,3,24377.0,24547.75,24134.75,24379.0,413.0,2.0,0.004842615012106538,990.75,521.5,0.5263689124400707,588.65,509.95,0.36463772942796613,1.9428375330914796,5.295731801666154,-230.5,-1.0,1.0325812737155164,0,1,BLEED,OOS,2.7540342662115265,2.7540342662115265,1.6563344472617223,1.6563344472617223,4.4103687134732485
2026-03-25,2,-229.19999999999985,28,0.39285714285714285,1,14,4,24378.0,24540.0,24232.25,24289.5,307.75,-88.5,0.2875710804224208,413.0,2.0,0.004842615012106538,542.55,521.3375,0.24804603487016985,0.7921931570240008,4.35198726215472,149.75,1.0,1.0325177406784527,0,2,BLEED,OOS,0.12592321365513856,0.12592321365513856,-0.43489729584110526,-0.43489729584110526,-0.30897408218596667
2026-03-26,3,-1126.1000000000004,24,0.2916666666666667,0,14,3,24290.25,24298.0,23762.0,23905.5,536.0,-384.75,0.7178171641791045,307.75,-88.5,0.2875710804224208,525.3,505.575,0.3042912154216591,0.608712851703506,4.546513752978086,63.75,1.0,1.0363222791741287,0,3,BLEED,OOS,-0.3528456107179636,-0.3528456107179636,-0.7683624799597435,-0.7683624799597435,-1.121208090677707
2026-03-27,4,-222.89999999999995,21,0.2857142857142857,2,15,3,23905.0,23907.0,23231.0,23255.0,676.0,-650.0,0.9615384615384616,536.0,-384.75,0.7178171641791045,503.35,500.7625,0.35114539545066625,1.0703676892738574,5.320883428401412,-8.75,-1.0,1.0529689820334234,0,4,BLEED,OOS,0.6854345238488827,0.6854345238488827,0.0706693449587506,0.0706693449587506,0.7561038688076334
2026-03-29,6,59.199999999999996,2,0.5,17,0,0,23191.5,23416.5,23093.75,23390.0,322.75,198.5,0.6150271107668474,676.0,-650.0,0.9615384615384616,584.7,498.6375,0.49962764671843285,1.3556942668772405,7.454456076282407,-599.75,-1.0,1.0776392173726081,0,6,HARVEST,OOS,1.322276665532819,1.322276665532819,0.5892344278337526,0.5892344278337526,1.9115110933665718
2026-03-30,0,1322.2999999999997,23,0.5652173913043478,0,9,3,23390.0,23580.0,22960.5,23292.25,619.5,-97.75,0.15778853914447136,322.75,198.5,0.6150271107668474,451.1,491.325,0.5173592863837881,0.6568971658271002,3.7609041983109925,-922.75,-1.0,1.0695061992304404,0,0,HARVEST,OOS,-0.2846125241089704,-0.2846125241089704,-0.6807901862861082,-0.6807901862861082,-0.9654027103950786
2026-03-31,1,-201.60000000000005,29,0.3103448275862069,0,22,3,23292.0,24177.25,23238.0,24169.0,939.25,877.0,0.9337237157306362,619.5,-97.75,0.15778853914447136,492.4,495.475,0.5479484712102611,1.2503153539532772,3.6335687767301716,-1022.5,-1.0,1.0739945690090051,0,1,BLEED,OOS,1.0652653726389447,1.0652653726389447,0.3977141524612536,0.3977141524612536,1.4629795251001982
2026-04-01,2,648.2,22,0.5,0,10,2,24169.5,24349.0,23752.0,23816.0,597.0,-353.5,0.5921273031825796,939.25,877.0,0.9337237157306362,618.7,525.7875,0.6771789982719042,1.7863680669471982,10.065587490645466,-57.0,-1.0,1.0350345483884316,0,2,HARVEST,OOS,2.51976733552065,2.51976733552065,1.3719599513418073,1.3719599513418073,3.891727286862457
2026-04-02,3,-631.2999999999997,27,0.2222222222222222,1,25,1,23815.75,24267.75,23666.5,24153.25,601.25,337.5,0.5613305613305614,597.0,-353.5,0.5921273031825796,630.9,502.8375,0.6520410260725992,1.1872622865239766,11.491271582484629,-25.75,-1.0,1.050375797783003,0,3,BLEED,OOS,0.962915742725455,0.962915742725455,0.28311873197277443,0.28311873197277443,1.2460344746982295
2026-04-03,4,48.300000000000004,3,0.6666666666666666,5,3,0,24152.25,24240.25,24105.75,24132.25,134.5,-20.0,0.14869888475836432,601.25,337.5,0.5613305613305614,615.95,513.6375,0.5719994460310192,1.1705726314764788,7.138663259363953,961.75,1.0,1.026280107231946,0,4,NEUTRAL,OOS,0.982248450598003,0.982248450598003,0.2527862181720753,0.2527862181720753,1.2350346687700784
2026-04-05,6,13.599999999999994,6,0.5,19,0,0,24093.25,24326.5,23981.0,24256.5,345.5,163.25,0.4725036179450072,134.5,-20.0,0.14869888475836432,578.3,497.9875,0.4787338008293225,0.2700871005798338,7.5221795097321476,743.25,1.0,1.027007427819619,0,6,NEUTRAL,OOS,-1.140937761051835,-1.140937761051835,-1.383795827143924,-1.383795827143924,-2.524733588195759
2026-04-06,0,-483.9999999999999,20,0.35,0,13,1,24256.25,24453.0,24152.5,24242.0,300.5,-14.25,0.04742096505823627,345.5,163.25,0.4725036179450072,523.5,494.6625,0.5416768165894297,0.6984560179920652,7.030162291193782,1004.25,1.0,1.0217467482942717,0,0,BLEED,OOS,-0.18112567608533078,-0.18112567608533078,-0.6052592988443085,-0.6052592988443085,-0.7863849749296393
2026-04-07,1,750.5000000000001,20,0.5,1,10,4,24242.5,25203.0,23941.5,25171.25,1261.5,928.75,0.7362267142290924,300.5,-14.25,0.04742096505823627,395.75,486.125,0.36441626645494973,0.6181537670352276,2.0695666227652083,113.0,1.0,1.022357891263097,0,1,HARVEST,OOS,-0.3858249359123103,-0.3858249359123103,-0.7512041448248533,-0.7512041448248533,-1.1370290807371637
2026-04-08,2,-265.1000000000001,19,0.3157894736842105,0,10,4,25171.25,25257.25,24926.5,25039.5,330.75,-131.75,0.3983371126228269,1261.5,928.75,0.7362267142290924,528.65,537.9125,0.39323614866425227,2.3451769572188783,3.7294862450865343,1395.25,1.0,1.0,0,2,BLEED,OOS,3.9856414795038533,3.9856414795038533,2.3875638285867353,2.3875638285867353,6.373205308090588
2026-04-09,3,5.800000000000004,13,0.3076923076923077,0,7,2,25040.0,25304.0,24953.0,25228.75,351.0,188.75,0.5377492877492878,330.75,-131.75,0.3983371126228269,474.55,535.3875,0.3606374589227054,0.6177768438747635,4.402837610680444,926.0,1.0,1.0052616865352744,0,3,NEUTRAL,OOS,-0.2482215445841741,-0.2482215445841741,-0.7518891815697137,-0.7518891815697137,-1.0001107261538877
2026-04-10,4,15.299999999999983,8,0.375,2,6,1,25228.75,25393.5,25203.25,25333.0,190.25,104.25,0.5479632063074902,351.0,188.75,0.5377492877492878,517.85,533.975,0.43844753952089005,0.657334144856969,4.093511111921736,1134.75,1.0,1.0,0,4,NEUTRAL,OOS,-0.15610687766203327,-0.15610687766203327,-0.679996001360393,-0.679996001360393,-0.8361028790224262
2026-04-12,6,-46.4,1,0.0,17,0,0,25004.25,25120.0,24914.5,25114.5,205.5,110.25,0.5364963503649635,190.25,104.25,0.5479632063074902,486.8,511.3125,0.4535394571933867,0.37208165260970544,4.34281597706785,1075.75,1.0,1.0,0,6,NEUTRAL,OOS,-0.8873381224884103,-0.8873381224884103,-1.1984264382477736,-1.1984264382477736,-2.085764560736184
2026-04-13,0,345.9,9,0.3333333333333333,4,7,1,25115.25,25618.75,25073.25,25585.0,545.5,469.75,0.8611365719523373,205.5,110.25,0.5364963503649635,467.8,501.8875,0.5513545342547321,0.4094543099798262,4.988596465747032,1200.25,1.0,1.0087001532978956,0,0,HARVEST,OOS,-0.8179678177692672,-0.8179678177692672,-1.1305037255121413,-1.1305037255121413,-1.9484715432814084
2026-04-14,1,21.19999999999999,2,0.5,12,0,2,25586.25,26058.25,25581.5,25987.75,476.75,401.5,0.8421604614577871,545.5,469.75,0.8611365719523373,324.6,496.875,0.5763365057993811,1.0978616352201258,1.646901262398814,741.25,1.0,1.0,0,1,NEUTRAL,OOS,0.7286488120345783,0.7286488120345783,0.12063805266885372,0.12063805266885372,0.8492868647034321
2026-04-15,2,404.80000000000007,8,0.5,1,4,1,25988.5,26486.5,25934.5,26479.75,552.0,491.25,0.8899456521739131,476.75,401.5,0.8421604614577871,353.8,507.25,0.6651011755663732,0.9398718580581568,1.685820388280354,1274.5,1.0,1.0,0,2,HARVEST,OOS,0.4159138317433596,0.4159138317433596,-0.1664995234222288,-0.1664995234222288,0.24941430832113082
2026-04-16,3,-378.9000000000001,16,0.3125,3,10,2,26480.0,26562.75,26275.75,26456.75,287.0,-23.25,0.08101045296167247,552.0,491.25,0.8899456521739131,394.0,485.3125,0.7355404484512983,1.1374114616870572,2.103015600856663,1577.0,1.0,1.0,0,3,BLEED,OOS,0.7582164828984754,0.7582164828984754,0.19251764836506988,0.19251764836506988,0.9507341312635453
2026-04-17,4,-35.59999999999999,14,0.35714285714285715,1,10,3,26456.75,26883.0,26456.75,26842.0,426.25,385.25,0.9038123167155425,287.0,-23.25,0.08101045296167247,413.35,479.0125,0.6421498977821347,0.5991492915111819,2.38128464433968,1449.5,1.0,1.00086934336228,0,4,NEUTRAL,OOS,-0.4472347138604042,-0.4472347138604042,-0.7857437152634043,-0.7857437152634043,-1.2329784291238084
2026-04-19,6,-75.7,3,0.0,18,0,0,26603.25,26715.0,26534.75,26688.0,180.25,84.75,0.47018030513176146,426.25,385.25,0.9038123167155425,457.5,484.9375,0.7156130910522505,0.8789792499033381,0.9870351055204086,1724.5,1.0,1.0,0,6,BLEED,OOS,0.18619577349308253,0.18619577349308253,-0.27716843011682957,-0.27716843011682957,-0.09097265662374704
2026-04-20,0,107.09999999999997,11,0.36363636363636365,0,8,1,26688.25,26857.25,26569.0,26846.75,288.25,158.5,0.5498699045967043,180.25,84.75,0.47018030513176146,384.45,467.15,0.6374218376881353,0.3858503692604089,1.908980801464281,1339.5,1.0,1.0057703836930456,0,0,HARVEST,OOS,-0.9328268468944056,-0.9328268468944056,-1.1734025664759007,-1.1734025664759007,-2.1062294133703063
2026-04-21,1,330.0999999999999,16,0.5,1,10,3,26846.5,26902.0,26551.75,26837.0,350.25,-9.5,0.027123483226266953,288.25,158.5,0.5498699045967043,346.75,447.7625,0.5789637263159187,0.6437564557103376,2.1604999672685117,1096.5,1.0,1.0,0,1,HARVEST,OOS,-0.4415486233096548,-0.4415486233096548,-0.704672691336891,-0.704672691336891,-1.1462213146465459
2026-04-22,2,149.1000000000002,16,0.3125,1,8,2,26835.75,27138.0,26779.75,26991.5,358.25,155.75,0.43475226796929517,350.25,-9.5,0.027123483226266953,306.4,449.1375,0.40639929252638957,0.779828003673708,1.2285134745091595,595.75,1.0,1.0003633043931885,0,2,HARVEST,OOS,-0.15951853199248295,-0.15951853199248295,-0.4573702698826959,-0.4573702698826959,-0.6168888018751788
2026-04-23,3,581.0000000000001,20,0.45,1,11,5,26991.0,27156.0,26680.0,27075.0,476.0,84.0,0.17647058823529413,358.25,155.75,0.43475226796929517,320.65,436.075,0.47714765552791405,0.8215329931777791,1.2077673080519449,774.75,1.0,1.0,0,3,HARVEST,OOS,-0.12312755246768657,-0.12312755246768657,-0.3815737860074998,-0.3815737860074998,-0.5047013384751864
2026-04-24,4,-10.500000000000052,15,0.3333333333333333,1,10,2,27074.25,27462.75,27063.75,27440.75,399.0,366.5,0.918546365914787,476.0,84.0,0.17647058823529413,330.6,412.9125,0.3316793098318644,1.1527866073320618,0.6745380975463694,473.5,1.0,1.0,0,4,NEUTRAL,OOS,0.4125021774129099,0.4125021774129099,0.2204611149099212,0.2204611149099212,0.6329632923228311
