,count,mean,std,min,1%,5%,25%,50%,75%,95%,99%,max,skew,kurtosis
upper_wick,177444.0,69.29347315209306,663.8940872979534,0.0,0.0,0.0,0.5,1.5,5.0,253.0,264.75,25931.7,36.39066014541717,1353.4003212861858
lower_wick,177444.0,3403.5943114447373,8486.689770687306,0.0,0.0,0.0,0.5,1.25,3.75,25012.75,25477.557,26110.9,2.0988252954293616,2.4146020476010066
body,177444.0,590.9660740853453,3734.8120459282836,0.0,0.0,0.25,1.0,2.5,5.5,28.0,24933.664,26054.55,6.26463379608829,37.29157964397487
range,177444.0,4063.853858682176,9105.77275885299,0.25,1.0,1.75,3.75,7.25,243.25,25208.95,25711.5785,26543.1,1.8302980322005864,1.3592181516811794
volume,177444.0,396.2309968215324,674.4629479333596,2.0,9.0,18.0,49.0,113.0,471.0,1665.8500000000058,3067.570000000007,14419.0,4.352532714508563,35.895781900111565
return,177444.0,1.6458212435345079,12.797002120331634,-0.9913536609050301,-0.9900212240443769,-0.0005562809353353182,-0.00010535187582472183,0.0,0.00010743918704753108,0.000533072698450255,99.24336485885037,114.63566936208446,7.572497773005367,55.40378818191548
norm_upper_wick,177444.0,0.30909529492271676,0.3334817174059176,0.0,0.0,0.0,0.0097428530867646,0.2,0.5,0.9799753649092716,0.9936775553213909,1.0,0.91641436184668,-0.4848264638490658
norm_lower_wick,177444.0,0.3268588436443371,0.3464987705686596,0.0,0.0,0.0,0.013103738202563742,0.20689655172413793,0.5185185185185185,0.9996206993805787,0.9999202982104497,1.0,0.885219408919417,-0.5708741433284557
norm_body,177444.0,0.36404586143294615,0.329031939829349,0.0,0.0,4.2336509651738254e-05,0.02100840336134454,0.3157894736842105,0.6363636363636364,0.9868286072398925,1.0,1.0,0.4277784855640055,-1.151096654408518
