,count,mean,std,min,1%,5%,25%,50%,75%,95%,99%,max,skew,kurtosis
upper_wick,1631890.0,29.039296276097044,672.9657344916562,0.0,0.0,0.0,0.0,0.25,0.75,4.25,254.25,26036.55,36.574133446369196,1343.398980395232
lower_wick,1631890.0,975.2558518650155,4793.3265673322285,0.0,0.0,0.0,0.0,0.25,0.75,17.137499999953434,25080.4,26107.5,4.730892525215884,20.400370983234055
body,1631890.0,344.32006176886915,2867.1469756305078,0.0,0.0,0.0,0.25,0.75,1.75,6.75,24267.155499999993,26132.0,8.365591059948748,68.03656188847624
range,1631890.0,1348.6152099099818,5579.448800804592,0.049999999999954525,0.25,0.25,0.75,1.75,3.5,23696.32749999999,25246.9,26543.1,3.9505412245073206,13.621801969701364
volume,1631890.0,42.854234047638016,77.81092032782969,2.0,2.0,2.0,6.0,15.0,49.0,168.0,337.0,4693.0,8.646488663059952,199.3344166573919
return,1631890.0,0.7578709516855592,8.769057167976161,-0.9916810382625472,-0.00990048897840456,-0.00015581481409343567,-3.9462033824599896e-05,0.0,3.949642063694192e-05,0.0001561083743508157,0.010016966681203143,119.20730850316234,11.385779390312749,127.81216274845815
norm_upper_wick,1631890.0,0.19633163272768545,0.2825938162196929,0.0,0.0,0.0,0.0,3.086613460339158e-05,0.3333333333333333,0.9090909090909091,1.0,1.0,1.451194749267966,1.1537712869267107
norm_lower_wick,1631890.0,0.21593903622594307,0.30216564730955286,0.0,0.0,0.0,0.0,0.0022497187851518562,0.34285714285714286,0.9908226414193952,1.0,1.0,1.3655812730705146,0.780356511778109
norm_body,1631890.0,0.5877293310463715,0.36544054329125375,0.0,0.0,0.0,0.2727272727272727,0.6363636363636364,1.0,1.0,1.0,1.0,-0.3118794685194191,-1.3162150373734387
