ts,day,depth,pattern,micro_z,macro_z,gate,gate1_dist,gate3_conv,oracle_label,oracle_dir,oracle_pnl,template_id,tier,pattern_dna,trade_direction,trade_result,trade_pnl,exit_reason,exit_signal_reason,exit_conviction,exit_wave_maturity
1764567900,2025_12,4,STRUCTURAL_DRIVE,2.53,0.0,score_loser,4.264,0.0,MEGA,LONG,181.5,0,3,,,,0.0,,,0.0,0.0
1764567900,2025_12,4,ROCHE_SNAP,2.53,0.0,gate4_probability,8.264,0.489,MEGA,LONG,181.5,0,3,S|1h:1|30m:0|15m:0,,,0.0,,,0.0,0.0
1764567900,2025_12,4,STRUCTURAL_DRIVE,2.53,0.0,score_loser,4.264,0.0,MEGA,LONG,181.5,0,3,,,,0.0,,,0.0,0.0
1764567900,2025_12,4,ROCHE_SNAP,2.53,0.0,gate4_probability,8.264,0.489,MEGA,LONG,181.5,0,3,S|1h:1|30m:0|15m:0,,,0.0,,,0.0,0.0
1764567900,2025_12,4,STRUCTURAL_DRIVE,2.53,0.0,score_loser,4.264,0.0,MEGA,LONG,181.5,0,3,,,,0.0,,,0.0,0.0
1764567900,2025_12,4,ROCHE_SNAP,2.53,0.0,gate4_probability,8.264,0.491,MEGA,LONG,181.5,0,3,S|1h:1|30m:0|15m:0,,,0.0,,,0.0,0.0
1764567900,2025_12,4,STRUCTURAL_DRIVE,2.53,0.0,score_loser,4.264,0.0,MEGA,LONG,181.5,0,3,,,,0.0,,,0.0,0.0
1764567900,2025_12,4,ROCHE_SNAP,2.53,0.0,gate4_probability,8.264,0.49,MEGA,LONG,181.5,0,3,S|1h:1|30m:0|15m:0,,,0.0,,,0.0,0.0
1764569700,2025_12,4,ROCHE_SNAP,2.17,0.0,gate1,4.609,0.0,MEGA,LONG,161.0,,,,,,0.0,,,0.0,0.0
1764569700,2025_12,4,STRUCTURAL_DRIVE,2.17,0.0,gate1,4.609,0.0,MEGA,LONG,161.0,,,,,,0.0,,,0.0,0.0
1764569700,2025_12,4,ROCHE_SNAP,2.17,0.0,gate1,4.609,0.0,MEGA,LONG,161.0,,,,,,0.0,,,0.0,0.0
1764569700,2025_12,4,STRUCTURAL_DRIVE,2.17,0.0,gate1,4.609,0.0,MEGA,LONG,161.0,,,,,,0.0,,,0.0,0.0
1764569700,2025_12,4,ROCHE_SNAP,2.17,0.0,gate1,4.609,0.0,MEGA,LONG,161.0,,,,,,0.0,,,0.0,0.0
1764569700,2025_12,4,STRUCTURAL_DRIVE,2.17,0.0,gate1,4.609,0.0,MEGA,LONG,161.0,,,,,,0.0,,,0.0,0.0
1764576300,2025_12,5,STRUCTURAL_DRIVE,2.15,2.53,score_loser,1.928,0.0,MEGA,LONG,83.5,281,3,,,,0.0,,,0.0,0.0
1764576300,2025_12,5,ROCHE_SNAP,2.15,2.53,traded,5.928,0.518,MEGA,LONG,83.5,281,3,S|1h:1|30m:0|15m:0|5m:0,LONG,WIN,74.5,structural_break,structure_break,0.4919158624098976,0.13330493082571024
1764576600,2025_12,5,ROCHE_SNAP,2.07,2.53,traded,5.895,0.528,MEGA,LONG,64.5,281,3,S|1h:1|30m:0|15m:0|5m:0,LONG,WIN,6.0,structural_break,structure_break,0.5395676423404367,0.07323380544274492
1764576900,2025_12,5,STRUCTURAL_DRIVE,2.55,2.53,score_loser,1.481,0.0,MEGA,SHORT,15.0,291,3,,,,0.0,,,0.0,0.0
1764576900,2025_12,5,ROCHE_SNAP,2.55,2.53,traded,5.481,0.508,MEGA,SHORT,15.0,291,3,S|1h:1|30m:0|15m:0|5m:0,LONG,WIN,25.0,structural_break,structure_break,0.4797318675258419,0.070189835111391
1764582300,2025_12,4,ROCHE_SNAP,2.15,0.0,score_loser,4.215,0.0,SCALP,SHORT,100.5,0,3,,,,0.0,,,0.0,0.0
1764582300,2025_12,4,STRUCTURAL_DRIVE,2.15,0.0,score_loser,4.215,0.0,SCALP,SHORT,100.5,0,3,,,,0.0,,,0.0,0.0
1764582300,2025_12,5,STRUCTURAL_DRIVE,2.67,2.15,score_loser,1.741,0.0,MEGA,LONG,91.5,283,3,,,,0.0,,,0.0,0.0
1764582300,2025_12,5,ROCHE_SNAP,2.67,2.15,gate3,5.741,0.432,MEGA,LONG,91.5,283,3,L|1h:2|30m:0|15m:0|5m:0,,,0.0,,,0.0,0.0
1764582300,2025_12,4,ROCHE_SNAP,2.15,0.0,score_loser,4.215,0.0,SCALP,SHORT,100.5,0,3,,,,0.0,,,0.0,0.0
1764582300,2025_12,4,STRUCTURAL_DRIVE,2.15,0.0,score_loser,4.215,0.0,SCALP,SHORT,100.5,0,3,,,,0.0,,,0.0,0.0
1764582300,2025_12,5,STRUCTURAL_DRIVE,2.67,2.15,score_loser,1.741,0.0,MEGA,LONG,91.5,283,3,,,,0.0,,,0.0,0.0
1764582300,2025_12,5,ROCHE_SNAP,2.67,2.15,gate3,5.741,0.428,MEGA,LONG,91.5,283,3,L|1h:2|30m:0|15m:0|5m:0,,,0.0,,,0.0,0.0
1764582300,2025_12,4,ROCHE_SNAP,2.15,0.0,score_loser,4.215,0.0,SCALP,SHORT,100.5,0,3,,,,0.0,,,0.0,0.0
1764582300,2025_12,4,STRUCTURAL_DRIVE,2.15,0.0,score_loser,4.215,0.0,SCALP,SHORT,100.5,0,3,,,,0.0,,,0.0,0.0
1764582300,2025_12,5,STRUCTURAL_DRIVE,2.67,2.15,score_loser,1.741,0.0,MEGA,LONG,91.5,283,3,,,,0.0,,,0.0,0.0
1764582300,2025_12,5,ROCHE_SNAP,2.67,2.15,gate3,5.741,0.427,MEGA,LONG,91.5,283,3,L|1h:2|30m:0|15m:0|5m:0,,,0.0,,,0.0,0.0
1764582300,2025_12,4,ROCHE_SNAP,2.15,0.0,score_loser,4.215,0.0,SCALP,SHORT,100.5,0,3,,,,0.0,,,0.0,0.0
1764582300,2025_12,4,STRUCTURAL_DRIVE,2.15,0.0,score_loser,4.215,0.0,SCALP,SHORT,100.5,0,3,,,,0.0,,,0.0,0.0
1764582300,2025_12,5,STRUCTURAL_DRIVE,2.67,2.15,score_loser,1.741,0.0,MEGA,LONG,91.5,283,3,,,,0.0,,,0.0,0.0
1764582300,2025_12,5,ROCHE_SNAP,2.67,2.15,gate3,5.741,0.428,MEGA,LONG,91.5,283,3,L|1h:2|30m:0|15m:0|5m:0,,,0.0,,,0.0,0.0
1764582600,2025_12,5,STRUCTURAL_DRIVE,2.23,2.15,score_loser,1.804,0.0,MEGA,LONG,104.0,317,3,,,,0.0,,,0.0,0.0
1764582600,2025_12,5,ROCHE_SNAP,2.23,2.15,traded,5.804,0.511,MEGA,LONG,104.0,317,3,L|1h:2|30m:0|15m:0|5m:0,LONG,WIN,3.5,structural_break,structure_break,0.49256378586987265,0.09262821344850816
1764583380,2025_12,6,STRUCTURAL_DRIVE,2.7,2.53,score_loser,2.319,0.0,MEGA,LONG,228.5,317,3,,,,0.0,,,0.0,0.0
1764583380,2025_12,6,ROCHE_SNAP,2.7,2.53,traded,8.319,0.538,MEGA,LONG,228.5,317,3,S|1h:1|30m:0|15m:0|5m:0|3m:0,LONG,WIN,20.5,structural_break,structure_break,0.47040587861035127,0.08274534268989779
1764583560,2025_12,6,STRUCTURAL_DRIVE,2.52,2.53,score_loser,1.781,0.0,MEGA,LONG,219.5,384,3,,,,0.0,,,0.0,0.0
1764583560,2025_12,6,ROCHE_SNAP,2.52,2.53,gate3,7.781,0.47,MEGA,LONG,219.5,384,3,S|1h:1|30m:0|15m:0|5m:0|3m:0,,,0.0,,,0.0,0.0
1764585960,2025_12,7,ROCHE_SNAP,2.0,2.53,gate3,9.148,0.468,MEGA,LONG,110.5,386,3,S|1h:1|30m:0|15m:0|5m:0|3m:0|1m:0|30s:0|15s:0,,,0.0,,,0.0,0.0
1764585960,2025_12,7,ROCHE_SNAP,2.0,2.53,gate3,9.148,0.468,MEGA,LONG,110.5,386,3,S|1h:1|30m:0|15m:0|5m:0|3m:0|1m:0|30s:0|15s:0,,,0.0,,,0.0,0.0
1764585960,2025_12,7,ROCHE_SNAP,2.0,2.53,gate3,9.148,0.47,MEGA,LONG,110.5,386,3,S|1h:1|30m:0|15m:0|5m:0|3m:0|1m:0|30s:0|15s:0,,,0.0,,,0.0,0.0
1764585960,2025_12,7,ROCHE_SNAP,2.0,2.53,gate3,9.148,0.472,MEGA,LONG,110.5,386,3,S|1h:1|30m:0|15m:0|5m:0|3m:0|1m:0|30s:0|15s:0,,,0.0,,,0.0,0.0
1764586980,2025_12,6,STRUCTURAL_DRIVE,2.62,2.53,score_loser,2.427,0.0,MEGA,LONG,308.0,358,3,,,,0.0,,,0.0,0.0
