template_id,direction,entry_price,entry_time,entry_depth,oracle_label,oracle_label_name,pattern_dna,dna_expectancy,oracle_mfe,oracle_mae,long_bias,short_bias,dmi_diff,belief_active_levels,belief_conviction,wave_maturity,decision_wave_maturity,entry_workers,entry_tp_ticks,entry_sl_ticks,entry_trail_ticks,entry_trail_act,exit_price,exit_time,hold_bars,exit_reason,actual_pnl,oracle_potential_pnl,capture_rate,result,exit_workers,exit_conviction,exit_wave_maturity,exit_signal_reason
0,LONG,21746.0,1738942200,3,-1,SCALP_SHORT,L|1h:2|30m:0,893.4607843137248,172.0,304.0,1.0,0.0,-18.5,10,0.554,0.0788,0.0828,"{""1h"": {""d"": 0.423, ""c"": 0.155, ""m"": 0.031, ""mfe"": 195.6}, ""30m"": {""d"": 0.313, ""c"": 0.374, ""m"": 0.084, ""mfe"": 195.6}, ""15m"": {""d"": 0.429, ""c"": 0.142, ""m"": 0.033, ""mfe"": 195.6}, ""5m"": {""d"": 0.345, ""c"": 0.31, ""m"": 0.083, ""mfe"": 195.6}, ""3m"": {""d"": 0.281, ""c"": 0.438, ""m"": 0.129, ""mfe"": 195.6}, ""1m"": {""d"": 0.832, ""c"": 0.665, ""m"": 0.256, ""mfe"": 6739.6}, ""30s"": {""d"": 0.525, ""c"": 0.051, ""m"": 0.018, ""mfe"": 195.6}, ""15s"": {""d"": 0.418, ""c"": 0.163, ""m"": 0.066, ""mfe"": 751.2}, ""5s"": {""d"": 0.549, ""c"": 0.098, ""m"": 0.039, ""mfe"": 2897.2}, ""1s"": {""d"": 0.284, ""c"": 0.433, ""m"": 0.185, ""mfe"": 3954.2}}",783,630,1271,126,21468.0,1739142000,13320,trail_stop,-556.0,344.0,-1.6163,LOSS,"{""1h"": {""d"": 0.499, ""c"": 0.002, ""m"": 0.0, ""mfe"": 195.6}, ""30m"": {""d"": 0.708, ""c"": 0.417, ""m"": 0.095, ""mfe"": 195.6}, ""15m"": {""d"": 0.7, ""c"": 0.401, ""m"": 0.097, ""mfe"": 195.6}, ""5m"": {""d"": 0.135, ""c"": 0.73, ""m"": 0.24, ""mfe"": 3029.9}, ""3m"": {""d"": 0.58, ""c"": 0.159, ""m"": 0.044, ""mfe"": 2990.3}, ""1m"": {""d"": 0.609, ""c"": 0.219, ""m"": 0.071, ""mfe"": 195.6}, ""30s"": {""d"": 0.48, ""c"": 0.041, ""m"": 0.014, ""mfe"": 1212.9}, ""15s"": {""d"": 0.681, ""c"": 0.361, ""m"": 0.151, ""mfe"": -90.7}, ""5s"": {""d"": 0.685, ""c"": 0.371, ""m"": 0.156, ""mfe"": 5460.1}, ""1s"": {""d"": 0.683, ""c"": 0.366, ""m"": 0.154, ""mfe"": 195.6}}",0.49354236129469636,0.2404730493866963,aligned_fresh
50000,SHORT,21550.75,1739143800,3,2,MEGA_LONG,S|1h:1|30m:0,-1166.5285714285735,249.25,2.5,0.0,1.0,-14.45,10,0.5041,0.0504,0.002,"{""1h"": {""d"": 0.499, ""c"": 0.002, ""m"": 0.0, ""mfe"": 195.6}, ""30m"": {""d"": 0.575, ""c"": 0.149, ""m"": 0.032, ""mfe"": 195.6}, ""15m"": {""d"": 0.616, ""c"": 0.232, ""m"": 0.054, ""mfe"": 195.6}, ""5m"": {""d"": 0.496, ""c"": 0.008, ""m"": 0.002, ""mfe"": -2006.6}, ""3m"": {""d"": 0.233, ""c"": 0.534, ""m"": 0.164, ""mfe"": 195.6}, ""1m"": {""d"": 0.515, ""c"": 0.031, ""m"": 0.01, ""mfe"": 195.6}, ""30s"": {""d"": 0.762, ""c"": 0.524, ""m"": 0.207, ""mfe"": 4884.0}, ""15s"": {""d"": 0.638, ""c"": 0.275, ""m"": 0.113, ""mfe"": -1055.1}, ""5s"": {""d"": 0.61, ""c"": 0.22, ""m"": 0.09, ""mfe"": 505.3}, ""1s"": {""d"": 0.306, ""c"": 0.387, ""m"": 0.163, ""mfe"": 195.6}}",843,5408,6845,1082,21951.5,1739459820,21068,belief_flip,-801.5,5.0,-160.3,LOSS,"{""1h"": {""d"": 0.83, ""c"": 0.661, ""m"": 0.159, ""mfe"": 195.6}, ""30m"": {""d"": 0.633, ""c"": 0.266, ""m"": 0.058, ""mfe"": 195.6}, ""15m"": {""d"": 0.761, ""c"": 0.523, ""m"": 0.133, ""mfe"": 195.6}, ""5m"": {""d"": 0.826, ""c"": 0.651, ""m"": 0.201, ""mfe"": 195.6}, ""3m"": {""d"": 0.549, ""c"": 0.099, ""m"": 0.027, ""mfe"": 195.6}, ""1m"": {""d"": 0.675, ""c"": 0.349, ""m"": 0.116, ""mfe"": -5320.9}, ""30s"": {""d"": 0.721, ""c"": 0.442, ""m"": 0.168, ""mfe"": 1007.9}, ""15s"": {""d"": 0.406, ""c"": 0.188, ""m"": 0.076, ""mfe"": -530.3}, ""5s"": {""d"": 0.444, ""c"": 0.113, ""m"": 0.045, ""mfe"": 195.6}, ""1s"": {""d"": 0.367, ""c"": 0.266, ""m"": 0.109, ""mfe"": -3898.7}}",0.7012556044150844,0.2010489810669183,aligned_fresh
50008,SHORT,21951.5,1739459820,8,1,SCALP_LONG,S|1h:1|30m:0|15m:0|5m:0|3m:0|1m:0,-1166.5285714285724,97.0,50.75,0.0,1.0,34.85,10,0.7013,0.1198,0.201,"{""1h"": {""d"": 0.83, ""c"": 0.661, ""m"": 0.159, ""mfe"": 195.6}, ""30m"": {""d"": 0.633, ""c"": 0.266, ""m"": 0.058, ""mfe"": 195.6}, ""15m"": {""d"": 0.761, ""c"": 0.523, ""m"": 0.133, ""mfe"": 195.6}, ""5m"": {""d"": 0.826, ""c"": 0.651, ""m"": 0.201, ""mfe"": 195.6}, ""3m"": {""d"": 0.549, ""c"": 0.099, ""m"": 0.027, ""mfe"": 195.6}, ""1m"": {""d"": 0.675, ""c"": 0.349, ""m"": 0.116, ""mfe"": -5320.9}, ""30s"": {""d"": 0.721, ""c"": 0.442, ""m"": 0.168, ""mfe"": 1007.9}, ""15s"": {""d"": 0.406, ""c"": 0.188, ""m"": 0.076, ""mfe"": -530.3}, ""5s"": {""d"": 0.444, ""c"": 0.113, ""m"": 0.045, ""mfe"": 195.6}, ""1s"": {""d"": 0.367, ""c"": 0.266, ""m"": 0.109, ""mfe"": -3898.7}}",783,1959,247,392,21958.5,1739459835,1,belief_flip,-14.0,101.5,-0.1379,LOSS,"{""1h"": {""d"": 0.83, ""c"": 0.661, ""m"": 0.159, ""mfe"": 195.6}, ""30m"": {""d"": 0.633, ""c"": 0.266, ""m"": 0.058, ""mfe"": 195.6}, ""15m"": {""d"": 0.761, ""c"": 0.523, ""m"": 0.133, ""mfe"": 195.6}, ""5m"": {""d"": 0.826, ""c"": 0.651, ""m"": 0.201, ""mfe"": 195.6}, ""3m"": {""d"": 0.549, ""c"": 0.099, ""m"": 0.027, ""mfe"": 195.6}, ""1m"": {""d"": 0.675, ""c"": 0.349, ""m"": 0.116, ""mfe"": -5320.9}, ""30s"": {""d"": 0.721, ""c"": 0.442, ""m"": 0.168, ""mfe"": 1007.9}, ""15s"": {""d"": 0.512, ""c"": 0.025, ""m"": 0.01, ""mfe"": 1281.6}, ""5s"": {""d"": 0.46, ""c"": 0.08, ""m"": 0.032, ""mfe"": 195.6}, ""1s"": {""d"": 0.342, ""c"": 0.316, ""m"": 0.131, ""mfe"": -3553.7}}",0.7057898039099422,0.2010489810669183,urgent_flip
50008,SHORT,21958.5,1739459820,8,1,SCALP_LONG,S|1h:1|30m:0|15m:0|5m:0|3m:0|1m:0,-1166.5285714285724,97.0,50.75,0.0,1.0,34.85,10,0.7058,0.1179,0.201,"{""1h"": {""d"": 0.83, ""c"": 0.661, ""m"": 0.159, ""mfe"": 195.6}, ""30m"": {""d"": 0.633, ""c"": 0.266, ""m"": 0.058, ""mfe"": 195.6}, ""15m"": {""d"": 0.761, ""c"": 0.523, ""m"": 0.133, ""mfe"": 195.6}, ""5m"": {""d"": 0.826, ""c"": 0.651, ""m"": 0.201, ""mfe"": 195.6}, ""3m"": {""d"": 0.549, ""c"": 0.099, ""m"": 0.027, ""mfe"": 195.6}, ""1m"": {""d"": 0.675, ""c"": 0.349, ""m"": 0.116, ""mfe"": -5320.9}, ""30s"": {""d"": 0.721, ""c"": 0.442, ""m"": 0.168, ""mfe"": 1007.9}, ""15s"": {""d"": 0.512, ""c"": 0.025, ""m"": 0.01, ""mfe"": 1281.6}, ""5s"": {""d"": 0.46, ""c"": 0.08, ""m"": 0.032, ""mfe"": 195.6}, ""1s"": {""d"": 0.342, ""c"": 0.316, ""m"": 0.131, ""mfe"": -3553.7}}",783,1959,247,392,21959.75,1739459850,2,belief_flip,-2.5,101.5,-0.0246,LOSS,"{""1h"": {""d"": 0.83, ""c"": 0.661, ""m"": 0.159, ""mfe"": 195.6}, ""30m"": {""d"": 0.633, ""c"": 0.266, ""m"": 0.058, ""mfe"": 195.6}, ""15m"": {""d"": 0.761, ""c"": 0.523, ""m"": 0.133, ""mfe"": 195.6}, ""5m"": {""d"": 0.826, ""c"": 0.651, ""m"": 0.201, ""mfe"": 195.6}, ""3m"": {""d"": 0.549, ""c"": 0.099, ""m"": 0.027, ""mfe"": 195.6}, ""1m"": {""d"": 0.675, ""c"": 0.349, ""m"": 0.116, ""mfe"": -5320.9}, ""30s"": {""d"": 0.664, ""c"": 0.327, ""m"": 0.121, ""mfe"": -935.0}, ""15s"": {""d"": 0.52, ""c"": 0.04, ""m"": 0.016, ""mfe"": 1048.0}, ""5s"": {""d"": 0.509, ""c"": 0.017, ""m"": 0.007, ""mfe"": 195.6}, ""1s"": {""d"": 0.567, ""c"": 0.134, ""m"": 0.054, ""mfe"": 195.6}}",0.7058046508558695,0.2010489810669183,urgent_flip
50008,SHORT,21959.75,1739459820,8,1,SCALP_LONG,S|1h:1|30m:0|15m:0|5m:0|3m:0|1m:0,-1166.5285714285724,97.0,50.75,0.0,1.0,34.85,10,0.7058,0.1147,0.201,"{""1h"": {""d"": 0.83, ""c"": 0.661, ""m"": 0.159, ""mfe"": 195.6}, ""30m"": {""d"": 0.633, ""c"": 0.266, ""m"": 0.058, ""mfe"": 195.6}, ""15m"": {""d"": 0.761, ""c"": 0.523, ""m"": 0.133, ""mfe"": 195.6}, ""5m"": {""d"": 0.826, ""c"": 0.651, ""m"": 0.201, ""mfe"": 195.6}, ""3m"": {""d"": 0.549, ""c"": 0.099, ""m"": 0.027, ""mfe"": 195.6}, ""1m"": {""d"": 0.675, ""c"": 0.349, ""m"": 0.116, ""mfe"": -5320.9}, ""30s"": {""d"": 0.664, ""c"": 0.327, ""m"": 0.121, ""mfe"": -935.0}, ""15s"": {""d"": 0.52, ""c"": 0.04, ""m"": 0.016, ""mfe"": 1048.0}, ""5s"": {""d"": 0.509, ""c"": 0.017, ""m"": 0.007, ""mfe"": 195.6}, ""1s"": {""d"": 0.567, ""c"": 0.134, ""m"": 0.054, ""mfe"": 195.6}}",783,1959,247,392,21956.75,1739459910,6,belief_flip,6.0,101.5,0.0591,WIN,"{""1h"": {""d"": 0.83, ""c"": 0.661, ""m"": 0.159, ""mfe"": 195.6}, ""30m"": {""d"": 0.633, ""c"": 0.266, ""m"": 0.058, ""mfe"": 195.6}, ""15m"": {""d"": 0.761, ""c"": 0.523, ""m"": 0.133, ""mfe"": 195.6}, ""5m"": {""d"": 0.826, ""c"": 0.651, ""m"": 0.201, ""mfe"": 195.6}, ""3m"": {""d"": 0.549, ""c"": 0.099, ""m"": 0.027, ""mfe"": 195.6}, ""1m"": {""d"": 0.575, ""c"": 0.149, ""m"": 0.048, ""mfe"": 362.0}, ""30s"": {""d"": 0.668, ""c"": 0.337, ""m"": 0.124, ""mfe"": -1318.8}, ""15s"": {""d"": 0.674, ""c"": 0.348, ""m"": 0.145, ""mfe"": -586.6}, ""5s"": {""d"": 0.569, ""c"": 0.138, ""m"": 0.055, ""mfe"": -1974.2}, ""1s"": {""d"": 0.494, ""c"": 0.012, ""m"": 0.005, ""mfe"": 3254.7}}",0.7023476884595656,0.2010489810669183,urgent_flip
50008,SHORT,21956.75,1739459880,6,-1,SCALP_SHORT,S|1h:1|30m:0|15m:0|5m:0|3m:0|1m:0|30s:0|15s:0,-1166.5285714285726,74.0,93.25,0.0,1.0,52.87,10,0.7023,0.1132,0.201,"{""1h"": {""d"": 0.83, ""c"": 0.661, ""m"": 0.159, ""mfe"": 195.6}, ""30m"": {""d"": 0.633, ""c"": 0.266, ""m"": 0.058, ""mfe"": 195.6}, ""15m"": {""d"": 0.761, ""c"": 0.523, ""m"": 0.133, ""mfe"": 195.6}, ""5m"": {""d"": 0.826, ""c"": 0.651, ""m"": 0.201, ""mfe"": 195.6}, ""3m"": {""d"": 0.549, ""c"": 0.099, ""m"": 0.027, ""mfe"": 195.6}, ""1m"": {""d"": 0.575, ""c"": 0.149, ""m"": 0.048, ""mfe"": 362.0}, ""30s"": {""d"": 0.668, ""c"": 0.337, ""m"": 0.124, ""mfe"": -1318.8}, ""15s"": {""d"": 0.674, ""c"": 0.348, ""m"": 0.145, ""mfe"": -586.6}, ""5s"": {""d"": 0.569, ""c"": 0.138, ""m"": 0.055, ""mfe"": -1974.2}, ""1s"": {""d"": 0.494, ""c"": 0.012, ""m"": 0.005, ""mfe"": 3254.7}}",783,1959,247,392,21979.5,1739460660,52,belief_flip,-45.5,186.5,-0.244,LOSS,"{""1h"": {""d"": 0.883, ""c"": 0.767, ""m"": 0.202, ""mfe"": 195.6}, ""30m"": {""d"": 0.663, ""c"": 0.327, ""m"": 0.072, ""mfe"": 195.6}, ""15m"": {""d"": 0.767, ""c"": 0.533, ""m"": 0.136, ""mfe"": 195.6}, ""5m"": {""d"": 0.585, ""c"": 0.17, ""m"": 0.044, ""mfe"": 195.6}, ""3m"": {""d"": 0.69, ""c"": 0.38, ""m"": 0.11, ""mfe"": 195.6}, ""1m"": {""d"": 0.671, ""c"": 0.341, ""m"": 0.114, ""mfe"": -4651.1}, ""30s"": {""d"": 0.739, ""c"": 0.478, ""m"": 0.185, ""mfe"": 4913.6}, ""15s"": {""d"": 0.41, ""c"": 0.179, ""m"": 0.073, ""mfe"": 165.8}, ""5s"": {""d"": 0.339, ""c"": 0.323, ""m"": 0.134, ""mfe"": 195.6}, ""1s"": {""d"": 0.522, ""c"": 0.045, ""m"": 0.018, ""mfe"": 195.6}}",0.7018896662132391,0.044322452298576766,urgent_flip
50008,SHORT,21986.0,1739460720,9,-1,SCALP_SHORT,L|1h:2|30m:0|15m:0|5m:0|3m:0|1m:0|30s:0|15s:0,-1166.528571428572,65.25,82.5,0.0,1.0,18.74,10,0.6576,0.1083,0.0443,"{""1h"": {""d"": 0.883, ""c"": 0.767, ""m"": 0.202, ""mfe"": 195.6}, ""30m"": {""d"": 0.663, ""c"": 0.327, ""m"": 0.072, ""mfe"": 195.6}, ""15m"": {""d"": 0.767, ""c"": 0.533, ""m"": 0.136, ""mfe"": 195.6}, ""5m"": {""d"": 0.585, ""c"": 0.17, ""m"": 0.044, ""mfe"": 195.6}, ""3m"": {""d"": 0.69, ""c"": 0.38, ""m"": 0.11, ""mfe"": 195.6}, ""1m"": {""d"": 0.499, ""c"": 0.001, ""m"": 0.0, ""mfe"": -549.2}, ""30s"": {""d"": 0.375, ""c"": 0.249, ""m"": 0.09, ""mfe"": -5343.1}, ""15s"": {""d"": 0.353, ""c"": 0.294, ""m"": 0.121, ""mfe"": 505.0}, ""5s"": {""d"": 0.423, ""c"": 0.155, ""m"": 0.062, ""mfe"": 195.6}, ""1s"": {""d"": 0.296, ""c"": 0.408, ""m"": 0.173, ""mfe"": 1482.8}}",783,1959,247,392,21992.75,1739460855,9,belief_flip,-13.5,165.0,-0.0818,LOSS,"{""1h"": {""d"": 0.883, ""c"": 0.767, ""m"": 0.202, ""mfe"": 195.6}, ""30m"": {""d"": 0.663, ""c"": 0.327, ""m"": 0.072, ""mfe"": 195.6}, ""15m"": {""d"": 0.767, ""c"": 0.533, ""m"": 0.136, ""mfe"": 195.6}, ""5m"": {""d"": 0.585, ""c"": 0.17, ""m"": 0.044, ""mfe"": 195.6}, ""3m"": {""d"": 0.681, ""c"": 0.362, ""m"": 0.104, ""mfe"": -2379.4}, ""1m"": {""d"": 0.798, ""c"": 0.595, ""m"": 0.219, ""mfe"": 1827.0}, ""30s"": {""d"": 0.761, ""c"": 0.522, ""m"": 0.205, ""mfe"": 3117.9}, ""15s"": {""d"": 0.231, ""c"": 0.538, ""m"": 0.24, ""mfe"": 2729.8}, ""5s"": {""d"": 0.334, ""c"": 0.331, ""m"": 0.138, ""mfe"": -3279.2}, ""1s"": {""d"": 0.572, ""c"": 0.143, ""m"": 0.058, ""mfe"": -1017.9}}",0.7012072818520521,0.044322452298576766,urgent_flip
32,LONG,21992.75,1739460840,11,1,SCALP_LONG,S|1h:1|30m:0|15m:0|5m:0|3m:0|1m:0|30s:0|15s:0,893.4607843137255,56.25,45.0,1.0,0.0,2.4,10,0.7012,0.1355,0.0443,"{""1h"": {""d"": 0.883, ""c"": 0.767, ""m"": 0.202, ""mfe"": 195.6}, ""30m"": {""d"": 0.663, ""c"": 0.327, ""m"": 0.072, ""mfe"": 195.6}, ""15m"": {""d"": 0.767, ""c"": 0.533, ""m"": 0.136, ""mfe"": 195.6}, ""5m"": {""d"": 0.585, ""c"": 0.17, ""m"": 0.044, ""mfe"": 195.6}, ""3m"": {""d"": 0.681, ""c"": 0.362, ""m"": 0.104, ""mfe"": -2379.4}, ""1m"": {""d"": 0.798, ""c"": 0.595, ""m"": 0.219, ""mfe"": 1827.0}, ""30s"": {""d"": 0.761, ""c"": 0.522, ""m"": 0.205, ""mfe"": 3117.9}, ""15s"": {""d"": 0.231, ""c"": 0.538, ""m"": 0.24, ""mfe"": 2729.8}, ""5s"": {""d"": 0.334, ""c"": 0.331, ""m"": 0.138, ""mfe"": -3279.2}, ""1s"": {""d"": 0.572, ""c"": 0.143, ""m"": 0.058, ""mfe"": -1017.9}}",783,12,3930,4,22188.5,1739558190,6490,profit_target,391.5,112.5,3.48,WIN,"{""1h"": {""d"": 0.713, ""c"": 0.426, ""m"": 0.091, ""mfe"": 195.6}, ""30m"": {""d"": 0.472, ""c"": 0.056, ""m"": 0.012, ""mfe"": 195.6}, ""15m"": {""d"": 0.39, ""c"": 0.22, ""m"": 0.051, ""mfe"": 195.6}, ""5m"": {""d"": 0.388, ""c"": 0.224, ""m"": 0.059, ""mfe"": 195.6}, ""3m"": {""d"": 0.34, ""c"": 0.319, ""m"": 0.091, ""mfe"": -4909.9}, ""1m"": {""d"": 0.614, ""c"": 0.227, ""m"": 0.074, ""mfe"": 195.6}, ""30s"": {""d"": 0.704, ""c"": 0.408, ""m"": 0.154, ""mfe"": 195.6}, ""15s"": {""d"": 0.544, ""c"": 0.089, ""m"": 0.036, ""mfe"": 1497.6}, ""5s"": {""d"": 0.338, ""c"": 0.325, ""m"": 0.135, ""mfe"": -521.7}, ""1s"": {""d"": 0.397, ""c"": 0.205, ""m"": 0.083, ""mfe"": -2124.0}}",0.4902675720812432,0.05894719911716588,aligned_fresh
27,LONG,22186.75,1739561100,5,2,MEGA_LONG,L|1h:2|30m:0|15m:0|5m:0,893.460784313725,105.0,17.5,1.0,0.0,8.2,10,0.6436,0.1013,0.0055,"{""1h"": {""d"": 0.874, ""c"": 0.748, ""m"": 0.194, ""mfe"": 195.6}, ""30m"": {""d"": 0.801, ""c"": 0.602, ""m"": 0.149, ""mfe"": -4478.4}, ""15m"": {""d"": 0.66, ""c"": 0.321, ""m"": 0.076, ""mfe"": -3955.0}, ""5m"": {""d"": 0.511, ""c"": 0.021, ""m"": 0.006, ""mfe"": 195.6}, ""3m"": {""d"": 0.44, ""c"": 0.12, ""m"": 0.033, ""mfe"": 195.6}, ""1m"": {""d"": 0.432, ""c"": 0.136, ""m"": 0.044, ""mfe"": 195.6}, ""30s"": {""d"": 0.583, ""c"": 0.166, ""m"": 0.059, ""mfe"": 195.6}, ""15s"": {""d"": 0.726, ""c"": 0.452, ""m"": 0.195, ""mfe"": 2020.1}, ""5s"": {""d"": 0.592, ""c"": 0.185, ""m"": 0.075, ""mfe"": 736.7}, ""1s"": {""d"": 0.322, ""c"": 0.356, ""m"": 0.149, ""mfe"": 3818.2}}",783,72,5872,14,22167.5,1739561415,21,trail_stop,-38.5,210.0,-0.1833,LOSS,"{""1h"": {""d"": 0.874, ""c"": 0.748, ""m"": 0.194, ""mfe"": 195.6}, ""30m"": {""d"": 0.801, ""c"": 0.602, ""m"": 0.149, ""mfe"": -4478.4}, ""15m"": {""d"": 0.537, ""c"": 0.074, ""m"": 0.017, ""mfe"": 195.6}, ""5m"": {""d"": 0.319, ""c"": 0.362, ""m"": 0.098, ""mfe"": 195.6}, ""3m"": {""d"": 0.122, ""c"": 0.756, ""m"": 0.271, ""mfe"": 5986.6}, ""1m"": {""d"": 0.793, ""c"": 0.587, ""m"": 0.215, ""mfe"": 195.6}, ""30s"": {""d"": 0.633, ""c"": 0.266, ""m"": 0.097, ""mfe"": 195.6}, ""15s"": {""d"": 0.442, ""c"": 0.115, ""m"": 0.046, ""mfe"": 26.9}, ""5s"": {""d"": 0.497, ""c"": 0.006, ""m"": 0.002, ""mfe"": 195.6}, ""1s"": {""d"": 0.399, ""c"": 0.203, ""m"": 0.082, ""mfe"": 195.6}}",0.5279113737652816,0.09820793990932544,aligned_fresh
27,LONG,22167.5,1739561400,5,2,MEGA_LONG,L|1h:2|30m:0|15m:0|5m:0,893.460784313725,109.25,13.25,1.0,0.0,1.97,10,0.5279,0.1409,0.0982,"{""1h"": {""d"": 0.874, ""c"": 0.748, ""m"": 0.194, ""mfe"": 195.6}, ""30m"": {""d"": 0.801, ""c"": 0.602, ""m"": 0.149, ""mfe"": -4478.4}, ""15m"": {""d"": 0.537, ""c"": 0.074, ""m"": 0.017, ""mfe"": 195.6}, ""5m"": {""d"": 0.319, ""c"": 0.362, ""m"": 0.098, ""mfe"": 195.6}, ""3m"": {""d"": 0.122, ""c"": 0.756, ""m"": 0.271, ""mfe"": 5986.6}, ""1m"": {""d"": 0.793, ""c"": 0.587, ""m"": 0.215, ""mfe"": 195.6}, ""30s"": {""d"": 0.633, ""c"": 0.266, ""m"": 0.097, ""mfe"": 195.6}, ""15s"": {""d"": 0.442, ""c"": 0.115, ""m"": 0.046, ""mfe"": 26.9}, ""5s"": {""d"": 0.497, ""c"": 0.006, ""m"": 0.002, ""mfe"": 195.6}, ""1s"": {""d"": 0.399, ""c"": 0.203, ""m"": 0.082, ""mfe"": 195.6}}",783,72,5872,14,22181.0,1740021885,30699,belief_flip,27.0,218.5,0.1236,WIN,"{""1h"": {""d"": 0.226, ""c"": 0.547, ""m"": 0.123, ""mfe"": 195.6}, ""30m"": {""d"": 0.129, ""c"": 0.742, ""m"": 0.204, ""mfe"": 1943.9}, ""15m"": {""d"": 0.254, ""c"": 0.493, ""m"": 0.124, ""mfe"": 195.6}, ""5m"": {""d"": 0.173, ""c"": 0.654, ""m"": 0.202, ""mfe"": 3765.9}, ""3m"": {""d"": 0.281, ""c"": 0.438, ""m"": 0.129, ""mfe"": -1378.8}, ""1m"": {""d"": 0.68, ""c"": 0.359, ""m"": 0.12, ""mfe"": 195.6}, ""30s"": {""d"": 0.516, ""c"": 0.033, ""m"": 0.012, ""mfe"": 2760.4}, ""15s"": {""d"": 0.444, ""c"": 0.112, ""m"": 0.045, ""mfe"": 303.2}, ""5s"": {""d"": 0.364, ""c"": 0.271, ""m"": 0.111, ""mfe"": -3315.7}, ""1s"": {""d"": 0.436, ""c"": 0.128, ""m"": 0.051, ""mfe"": 195.6}}",0.7047618691187246,0.20221057139452572,aligned_fresh
0,LONG,22165.0,1740032100,4,2,MEGA_LONG,L|1h:2|30m:0|15m:0,893.4607843137248,68.0,10.75,1.0,0.0,-23.73,10,0.511,0.0668,0.0608,"{""1h"": {""d"": 0.232, ""c"": 0.536, ""m"": 0.12, ""mfe"": 195.6}, ""30m"": {""d"": 0.559, ""c"": 0.118, ""m"": 0.025, ""mfe"": 1558.5}, ""15m"": {""d"": 0.636, ""c"": 0.273, ""m"": 0.064, ""mfe"": -982.1}, ""5m"": {""d"": 0.615, ""c"": 0.231, ""m"": 0.061, ""mfe"": 195.6}, ""3m"": {""d"": 0.437, ""c"": 0.127, ""m"": 0.035, ""mfe"": 195.6}, ""1m"": {""d"": 0.357, ""c"": 0.286, ""m"": 0.094, ""mfe"": -1449.3}, ""30s"": {""d"": 0.5, ""c"": 0.0, ""m"": 0.0, ""mfe"": 195.6}, ""15s"": {""d"": 0.299, ""c"": 0.402, ""m"": 0.17, ""mfe"": 2093.6}, ""5s"": {""d"": 0.528, ""c"": 0.056, ""m"": 0.022, ""mfe"": 2494.4}, ""1s"": {""d"": 0.642, ""c"": 0.284, ""m"": 0.117, ""mfe"": 1344.2}}",783,630,1271,126,21290.0,1740481170,29938,trail_stop,-1750.0,136.0,-12.8676,LOSS,"{""1h"": {""d"": 0.298, ""c"": 0.405, ""m"": 0.086, ""mfe"": 195.6}, ""30m"": {""d"": 0.831, ""c"": 0.661, ""m"": 0.17, ""mfe"": -351.4}, ""15m"": {""d"": 0.361, ""c"": 0.278, ""m"": 0.065, ""mfe"": 195.6}, ""5m"": {""d"": 0.834, ""c"": 0.669, ""m"": 0.209, ""mfe"": 195.6}, ""3m"": {""d"": 0.765, ""c"": 0.529, ""m"": 0.162, ""mfe"": -558.8}, ""1m"": {""d"": 0.69, ""c"": 0.381, ""m"": 0.128, ""mfe"": -347.1}, ""30s"": {""d"": 0.401, ""c"": 0.198, ""m"": 0.071, ""mfe"": -382.1}, ""15s"": {""d"": 0.407, ""c"": 0.186, ""m"": 0.075, ""mfe"": -420.3}, ""5s"": {""d"": 0.326, ""c"": 0.348, ""m"": 0.145, ""mfe"": 257.3}, ""1s"": {""d"": 0.512, ""c"": 0.023, ""m"": 0.009, ""mfe"": 195.6}}",0.5254038538976215,0.20907715807017777,aligned_fresh
