timestamp,direction,entry_price,target_price,stop_price,z_score,band_touched,regime_bars,osc_coherence,term_pid,pid_class,tension_reason,oracle_label,oracle_label_name,oracle_mfe,oracle_mae,would_have_hit_target,would_have_hit_stop,theoretical_pnl
1746082965.0,SHORT,19910.0,19905.724604287985,19911.704317155018,1.2542840689682788,1sig,4,0.5217766253605368,1.4610752358910084,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-3.41
1746082980.0,SHORT,19910.0,19905.148163253438,19911.704317155018,1.4233960892427109,1sig,5,0.6484241880809617,1.6097353459247044,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-3.41
1746082995.0,SHORT,19911.5,19905.83352932161,19913.204317155018,1.6623873853835602,1sig,6,0.704925199048698,1.87899195191995,TENSION,outer_roche,0,NOISE,0.0,0.0,False,True,-3.41
1746083010.0,SHORT,19912.5,19906.980296851205,19914.204317155018,1.619329809755338,1sig,7,0.7186389583522574,1.8010533897520244,TENSION,outer_roche,0,NOISE,0.0,0.0,False,True,-3.41
1746083025.0,SHORT,19914.5,19908.989626723764,19916.204317155018,1.616592680538611,1sig,8,0.8527374617710269,1.8077489144259602,TENSION,outer_roche,0,NOISE,0.0,0.0,False,True,-3.41
1746083040.0,SHORT,19915.5,19910.536511358103,19917.204317155018,1.4561516990201853,1sig,9,0.9026242681654821,1.6959876532064073,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-3.41
1746083055.0,SHORT,19918.5,19913.309734871633,19920.204317155018,1.5226817124630982,1sig,10,0.9225486971039062,1.7746468589201316,TENSION,outer_roche,0,NOISE,0.0,0.0,True,False,10.38
1746084060.0,SHORT,19935.75,19931.842031724587,19937.454317155018,1.1464909168776527,1sig,3,0.6814894638127706,1.2954214764674032,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-3.41
1746084075.0,SHORT,19936.0,19932.32353181643,19937.704317155018,1.0785751269202173,1sig,4,0.8188707959047504,1.3597874256212221,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-3.41
1746084090.0,SHORT,19936.0,19932.331854649634,19937.704317155018,1.0761334354841021,1sig,5,0.9506725989649932,1.479274743155839,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-3.41
1746084135.0,SHORT,19939.75,19934.89011905304,19941.454317155018,1.4257560374399523,1sig,8,0.8210792704651322,1.8197254892647854,TENSION,maxed_force,0,NOISE,0.0,0.0,True,False,9.72
1746084255.0,SHORT,19939.75,19935.362435238745,19941.454317155018,1.287191397545311,1sig,4,0.5321311314613112,1.7295712450701395,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-3.41
1746084330.0,SHORT,19947.0,19943.123815588064,19948.704317155018,1.1371664013719736,1sig,3,0.7264745852860305,1.513744635963108,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-3.41
1746084795.0,SHORT,19957.25,19951.581520492644,19958.954317155018,1.662976720813852,1sig,3,0.6389174032340185,1.4676534118617226,TENSION,outer_roche,0,NOISE,0.0,0.0,False,True,-3.41
1746085380.0,SHORT,19970.75,19966.356279783646,19972.454317155018,1.2889972395748428,1sig,3,0.6313339248541243,1.461407139360617,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-3.41
1746085560.0,LONG,19962.5,19966.554830053752,19960.795682844982,-1.1895761425081672,1sig,3,0.8582635835292968,-0.5032725441000069,STABLE,,0,NOISE,0.0,0.0,False,True,-3.41
1746085920.0,SHORT,19961.5,19957.45450309081,19963.204317155018,1.1868380533750444,1sig,3,0.8084116741895545,1.0647848658415493,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-3.41
1746085935.0,SHORT,19963.5,19958.13016696576,19965.204317155018,1.575362020628043,1sig,4,0.7427460627213708,1.505120681904368,TENSION,outer_roche,0,NOISE,0.0,0.0,False,True,-3.41
1746085950.0,SHORT,19964.0,19959.404330533318,19965.704317155018,1.348243621544581,1sig,5,0.7506296489827399,1.403257371249803,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-3.41
1746085965.0,SHORT,19965.0,19960.650460490317,19966.704317155018,1.2760358296213121,1sig,6,0.8684617220806308,1.5257391796823385,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-3.41
1746085995.0,SHORT,19967.5,19963.093384683798,19969.204317155018,1.2927803088847913,1sig,8,0.804503986672254,1.7248765052627277,TENSION,maxed_force,0,NOISE,0.0,0.0,True,False,8.81
1746086145.0,LONG,19957.25,19962.50227743046,19955.545682844982,-1.540874424398579,1sig,3,0.8741268183254011,-0.7173573475699833,TENSION,outer_roche,0,NOISE,0.0,0.0,False,True,-3.41
1746086160.0,LONG,19956.25,19961.027605507355,19954.545682844982,-1.4016186756352087,1sig,4,0.86309182761302,-0.804031321992123,STABLE,,0,NOISE,0.0,0.0,False,True,-3.41
1746086175.0,LONG,19955.75,19959.652817394413,19954.045682844982,-1.144979789390637,1sig,5,0.8100102635729561,-0.7667332303126606,STABLE,,0,NOISE,0.0,0.0,True,False,7.81
1746086520.0,SHORT,19960.0,19955.003363474254,19961.704317155018,1.4658763807645887,1sig,3,0.6041156679445489,1.34923491445246,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-3.41
1746086535.0,SHORT,19961.0,19956.090904684996,19962.704317155018,1.4401941858507707,1sig,4,0.6447071536379466,1.3732389992092,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-3.41
1746086550.0,SHORT,19964.5,19958.513571691532,19966.204317155018,1.7562541956591726,1sig,5,0.7672661455062251,1.7752428646237621,TENSION,outer_roche,0,NOISE,0.0,0.0,False,True,-3.41
1746086565.0,SHORT,19967.5,19961.371928388886,19969.204317155018,1.7978084633696116,1sig,6,0.7480095260279764,1.9072150852268936,TENSION,outer_roche,0,NOISE,0.0,0.0,False,True,-3.41
1746086580.0,SHORT,19966.5,19962.40120297922,19968.204317155018,1.2024748471001445,1sig,7,0.8024811291466233,1.4821707002961788,TENSION,maxed_force,0,NOISE,0.0,0.0,True,False,8.2
1746088140.0,SHORT,19957.25,19953.191240245054,19958.954317155018,1.1907290092681666,1sig,4,0.7625649822600411,1.6519899682862793,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-3.41
1746088665.0,SHORT,19970.25,19964.679900357445,19971.954317155018,1.6341147614917024,1sig,3,0.7661822489903639,1.9292946724854156,TENSION,outer_roche,0,NOISE,0.0,0.0,True,False,11.14
1746089565.0,SHORT,19976.0,19971.118051504916,19977.704317155018,1.4322300519921725,1sig,6,0.6369685805098911,1.885915688756057,TENSION,maxed_force,0,NOISE,0.0,0.0,True,False,9.76
1746089580.0,SHORT,19976.25,19971.04933319749,19977.954317155018,1.525733278926283,1sig,7,0.6058554271154508,1.7815672848499635,TENSION,outer_roche,0,NOISE,0.0,0.0,True,False,10.4
1746089625.0,SHORT,19974.5,19971.018784284628,19976.204317155018,1.021293397512295,1sig,10,0.5080559538375177,1.7889755143947281,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-3.41
1746089640.0,SHORT,19975.25,19970.188948002487,19976.954317155018,1.4847741168979733,1sig,11,0.5052167875895642,1.8350832023261223,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-3.41
1746089655.0,SHORT,19975.75,19970.27279690328,19977.454317155018,1.6068614578554434,1sig,12,0.500473871799911,1.8278481971192158,TENSION,outer_roche,0,NOISE,0.0,0.0,False,True,-3.41
1746089670.0,SHORT,19976.25,19970.834996315378,19977.954317155018,1.5886138529673237,1sig,13,0.5441953747597781,1.790657405506038,TENSION,outer_roche,0,NOISE,0.0,0.0,False,True,-3.41
1746089685.0,SHORT,19977.25,19971.391527640553,19978.954317155018,1.7187154228301977,1sig,14,0.7863646997446293,1.8853780253876737,TENSION,outer_roche,0,NOISE,0.0,0.0,False,True,-3.41
1746089715.0,SHORT,19976.75,19973.322616223297,19978.454317155018,1.0055005802799557,1sig,16,0.7345474794843107,1.510910342420154,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-3.41
1746089880.0,LONG,19977.0,19980.694118951156,19975.295682844982,-1.0837533789642049,1sig,6,0.6513106328732905,0.3833527723036302,STABLE,,0,NOISE,0.0,0.0,True,False,7.39
1746090705.0,SHORT,19986.5,19982.703067984563,19988.204317155018,1.1139159176620137,1sig,3,0.909622120724637,1.5757758442653873,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-3.41
1746090735.0,SHORT,19986.25,19982.752482564123,19987.954317155018,1.0260758760709612,1sig,5,0.8851123441611347,1.5633123545495695,TENSION,maxed_force,0,NOISE,0.0,0.0,False,True,-3.41
