trade_id,direction,start_idx,end_idx,ts_start,ts_end,entry_price,exit_price,change_ticks,change_dollars,mfe_ticks,mae_ticks,mfe_dollars,mae_dollars,duration_mins,time_to_mfe_mins,n_bars,lookback_bars,lookback_start_idx,lookback_timestamps,regime_start_idx
174,SHORT,1059,1067,1735926000.0,1735926480.0,21464.0,21451.0,-52.0,-26.0,50.0,31.0,25.0,15.5,8.0,7.6,9,10,1049,"[1735925400.0, 1735925460.0, 1735925520.0, 1735925580.0, 1735925640.0, 1735925700.0, 1735925760.0, 1735925820.0, 1735925880.0, 1735925940.0]",1059
175,LONG,1067,1072,1735926480.0,1735926780.0,21451.0,21473.25,89.0,44.5,86.0,11.0,43.0,5.5,5.0,3.2,6,10,1057,"[1735925880.0, 1735925940.0, 1735926000.0, 1735926060.0, 1735926120.0, 1735926180.0, 1735926240.0, 1735926300.0, 1735926360.0, 1735926420.0]",1067
176,SHORT,1072,1075,1735926780.0,1735926960.0,21473.25,21465.25,-32.0,-16.0,12.0,1.0,6.0,0.5,3.0,0.2,4,10,1062,"[1735926180.0, 1735926240.0, 1735926300.0, 1735926360.0, 1735926420.0, 1735926480.0, 1735926540.0, 1735926600.0, 1735926660.0, 1735926720.0]",1072
177,SHORT,1075,1080,1735926960.0,1735927260.0,21465.25,21452.25,-52.0,-26.0,26.0,22.0,13.0,11.0,5.0,4.9,6,10,1065,"[1735926360.0, 1735926420.0, 1735926480.0, 1735926540.0, 1735926600.0, 1735926660.0, 1735926720.0, 1735926780.0, 1735926840.0, 1735926900.0]",1075
178,LONG,1080,1089,1735927260.0,1735927800.0,21452.25,21470.5,73.0,36.5,48.0,51.0,24.0,25.5,9.0,8.4,10,10,1070,"[1735926660.0, 1735926720.0, 1735926780.0, 1735926840.0, 1735926900.0, 1735926960.0, 1735927020.0, 1735927080.0, 1735927140.0, 1735927200.0]",1080
179,LONG,1089,1099,1735927800.0,1735928400.0,21470.5,21485.75,61.0,30.5,49.0,21.0,24.5,10.5,10.0,9.5,11,10,1079,"[1735927200.0, 1735927260.0, 1735927320.0, 1735927380.0, 1735927440.0, 1735927500.0, 1735927560.0, 1735927620.0, 1735927680.0, 1735927740.0]",1089
180,SHORT,1099,1103,1735928400.0,1735928640.0,21485.75,21477.75,-32.0,-16.0,26.0,20.0,13.0,10.0,4.0,3.5,5,10,1089,"[1735927800.0, 1735927860.0, 1735927920.0, 1735927980.0, 1735928040.0, 1735928100.0, 1735928160.0, 1735928220.0, 1735928280.0, 1735928340.0]",1099
181,LONG,1103,1110,1735928640.0,1735929060.0,21477.75,21515.25,150.0,75.0,114.0,19.0,57.0,9.5,7.0,6.8,8,10,1093,"[1735928040.0, 1735928100.0, 1735928160.0, 1735928220.0, 1735928280.0, 1735928340.0, 1735928400.0, 1735928460.0, 1735928520.0, 1735928580.0]",1103
182,SHORT,1110,1112,1735929060.0,1735929180.0,21515.25,21497.75,-70.0,-35.0,15.0,48.0,7.5,24.0,2.0,1.8,3,10,1100,"[1735928460.0, 1735928520.0, 1735928580.0, 1735928640.0, 1735928700.0, 1735928760.0, 1735928820.0, 1735928880.0, 1735928940.0, 1735929000.0]",1110
183,LONG,1112,1120,1735929180.0,1735929660.0,21497.75,21526.5,115.0,57.5,76.0,56.0,38.0,28.0,8.0,7.4,9,10,1102,"[1735928580.0, 1735928640.0, 1735928700.0, 1735928760.0, 1735928820.0, 1735928880.0, 1735928940.0, 1735929000.0, 1735929060.0, 1735929120.0]",1112
184,LONG,1120,1124,1735929660.0,1735929900.0,21526.5,21529.25,11.0,5.5,26.0,7.0,13.0,3.5,4.0,3.8,5,10,1110,"[1735929060.0, 1735929120.0, 1735929180.0, 1735929240.0, 1735929300.0, 1735929360.0, 1735929420.0, 1735929480.0, 1735929540.0, 1735929600.0]",1120
185,SHORT,1124,1129,1735929900.0,1735930200.0,21529.25,21514.5,-59.0,-29.5,15.0,15.0,7.5,7.5,5.0,2.1,6,10,1114,"[1735929300.0, 1735929360.0, 1735929420.0, 1735929480.0, 1735929540.0, 1735929600.0, 1735929660.0, 1735929720.0, 1735929780.0, 1735929840.0]",1124
186,LONG,1129,1137,1735930200.0,1735930680.0,21514.5,21526.0,46.0,23.0,12.0,48.0,6.0,24.0,8.0,5.5,9,10,1119,"[1735929600.0, 1735929660.0, 1735929720.0, 1735929780.0, 1735929840.0, 1735929900.0, 1735929960.0, 1735930020.0, 1735930080.0, 1735930140.0]",1129
187,SHORT,1137,1138,1735930680.0,1735930740.0,21526.0,21509.25,-67.0,-33.5,16.0,1.0,8.0,0.5,1.0,0.4,2,10,1127,"[1735930080.0, 1735930140.0, 1735930200.0, 1735930260.0, 1735930320.0, 1735930380.0, 1735930440.0, 1735930500.0, 1735930560.0, 1735930620.0]",1137
188,LONG,1138,1149,1735930740.0,1735931400.0,21509.25,21533.5,97.0,48.5,35.0,110.0,17.5,55.0,11.0,10.4,12,10,1128,"[1735930140.0, 1735930200.0, 1735930260.0, 1735930320.0, 1735930380.0, 1735930440.0, 1735930500.0, 1735930560.0, 1735930620.0, 1735930680.0]",1138
189,LONG,1149,1152,1735931400.0,1735931580.0,21533.5,21538.75,21.0,10.5,19.0,12.0,9.5,6.0,3.0,0.6,4,10,1139,"[1735930800.0, 1735930860.0, 1735930920.0, 1735930980.0, 1735931040.0, 1735931100.0, 1735931160.0, 1735931220.0, 1735931280.0, 1735931340.0]",1149
190,LONG,1152,1158,1735931580.0,1735931940.0,21538.75,21541.75,12.0,6.0,46.0,6.0,23.0,3.0,6.0,5.0,7,10,1142,"[1735930980.0, 1735931040.0, 1735931100.0, 1735931160.0, 1735931220.0, 1735931280.0, 1735931340.0, 1735931400.0, 1735931460.0, 1735931520.0]",1152
191,SHORT,1158,1165,1735931940.0,1735932360.0,21541.75,21530.5,-45.0,-22.5,43.0,33.0,21.5,16.5,7.0,6.4,8,10,1148,"[1735931340.0, 1735931400.0, 1735931460.0, 1735931520.0, 1735931580.0, 1735931640.0, 1735931700.0, 1735931760.0, 1735931820.0, 1735931880.0]",1158
192,LONG,1165,1178,1735932360.0,1735933140.0,21530.5,21558.0,110.0,55.0,97.0,15.0,48.5,7.5,13.0,12.8,14,10,1155,"[1735931760.0, 1735931820.0, 1735931880.0, 1735931940.0, 1735932000.0, 1735932060.0, 1735932120.0, 1735932180.0, 1735932240.0, 1735932300.0]",1165
193,SHORT,1178,1192,1735933140.0,1735933980.0,21558.0,21533.5,-98.0,-49.0,84.0,26.0,42.0,13.0,14.0,13.8,15,10,1168,"[1735932540.0, 1735932600.0, 1735932660.0, 1735932720.0, 1735932780.0, 1735932840.0, 1735932900.0, 1735932960.0, 1735933020.0, 1735933080.0]",1178
194,SHORT,1192,1200,1735933980.0,1735934460.0,21533.5,21509.5,-96.0,-48.0,57.0,29.0,28.5,14.5,8.0,7.5,9,10,1182,"[1735933380.0, 1735933440.0, 1735933500.0, 1735933560.0, 1735933620.0, 1735933680.0, 1735933740.0, 1735933800.0, 1735933860.0, 1735933920.0]",1192
195,SHORT,1200,1203,1735934460.0,1735934640.0,21509.5,21508.75,-3.0,-1.5,48.0,0.0,24.0,0.0,3.0,1.0,4,10,1190,"[1735933860.0, 1735933920.0, 1735933980.0, 1735934040.0, 1735934100.0, 1735934160.0, 1735934220.0, 1735934280.0, 1735934340.0, 1735934400.0]",1200
196,LONG,1203,1206,1735934640.0,1735934820.0,21508.75,21524.0,61.0,30.5,8.0,3.0,4.0,1.5,3.0,0.5,4,10,1193,"[1735934040.0, 1735934100.0, 1735934160.0, 1735934220.0, 1735934280.0, 1735934340.0, 1735934400.0, 1735934460.0, 1735934520.0, 1735934580.0]",1203
197,SHORT,1206,1210,1735934820.0,1735935060.0,21524.0,21515.25,-35.0,-17.5,0.0,0.0,0.0,0.0,4.0,0.0,5,10,1196,"[1735934220.0, 1735934280.0, 1735934340.0, 1735934400.0, 1735934460.0, 1735934520.0, 1735934580.0, 1735934640.0, 1735934700.0, 1735934760.0]",1206
198,LONG,1210,1214,1735935060.0,1735935300.0,21515.25,21526.75,46.0,23.0,14.0,48.0,7.0,24.0,4.0,3.8,5,10,1200,"[1735934460.0, 1735934520.0, 1735934580.0, 1735934640.0, 1735934700.0, 1735934760.0, 1735934820.0, 1735934880.0, 1735934940.0, 1735935000.0]",1210
199,SHORT,1214,1220,1735935300.0,1735935660.0,21526.75,21517.0,-39.0,-19.5,44.0,11.0,22.0,5.5,6.0,5.5,7,10,1204,"[1735934700.0, 1735934760.0, 1735934820.0, 1735934880.0, 1735934940.0, 1735935000.0, 1735935060.0, 1735935120.0, 1735935180.0, 1735935240.0]",1214
200,SHORT,1220,1225,1735935660.0,1735935960.0,21517.0,21509.75,-29.0,-14.5,32.0,24.0,16.0,12.0,5.0,3.7,6,10,1210,"[1735935060.0, 1735935120.0, 1735935180.0, 1735935240.0, 1735935300.0, 1735935360.0, 1735935420.0, 1735935480.0, 1735935540.0, 1735935600.0]",1220
201,LONG,1225,1228,1735935960.0,1735936140.0,21509.75,21522.25,50.0,25.0,45.0,14.0,22.5,7.0,3.0,3.0,4,10,1215,"[1735935360.0, 1735935420.0, 1735935480.0, 1735935540.0, 1735935600.0, 1735935660.0, 1735935720.0, 1735935780.0, 1735935840.0, 1735935900.0]",1225
202,SHORT,1228,1232,1735936140.0,1735936380.0,21522.25,21500.5,-87.0,-43.5,76.0,10.0,38.0,5.0,4.0,3.1,5,10,1218,"[1735935540.0, 1735935600.0, 1735935660.0, 1735935720.0, 1735935780.0, 1735935840.0, 1735935900.0, 1735935960.0, 1735936020.0, 1735936080.0]",1228
203,LONG,1232,1236,1735936380.0,1735936620.0,21500.5,21518.25,71.0,35.5,30.0,34.0,15.0,17.0,4.0,3.0,5,10,1222,"[1735935780.0, 1735935840.0, 1735935900.0, 1735935960.0, 1735936020.0, 1735936080.0, 1735936140.0, 1735936200.0, 1735936260.0, 1735936320.0]",1232
204,SHORT,1236,1249,1735936620.0,1735937400.0,21518.25,21482.5,-143.0,-71.5,111.0,33.0,55.5,16.5,13.0,12.2,14,10,1226,"[1735936020.0, 1735936080.0, 1735936140.0, 1735936200.0, 1735936260.0, 1735936320.0, 1735936380.0, 1735936440.0, 1735936500.0, 1735936560.0]",1236
205,LONG,1249,1255,1735937400.0,1735937760.0,21482.5,21514.0,126.0,63.0,110.0,48.0,55.0,24.0,6.0,5.9,7,10,1239,"[1735936800.0, 1735936860.0, 1735936920.0, 1735936980.0, 1735937040.0, 1735937100.0, 1735937160.0, 1735937220.0, 1735937280.0, 1735937340.0]",1249
206,SHORT,1255,1262,1735937760.0,1735938180.0,21514.0,21492.5,-86.0,-43.0,89.0,46.0,44.5,23.0,7.0,7.0,8,10,1245,"[1735937160.0, 1735937220.0, 1735937280.0, 1735937340.0, 1735937400.0, 1735937460.0, 1735937520.0, 1735937580.0, 1735937640.0, 1735937700.0]",1255
207,LONG,1262,1266,1735938180.0,1735938420.0,21492.5,21500.75,33.0,16.5,27.0,11.0,13.5,5.5,4.0,3.3,5,10,1252,"[1735937580.0, 1735937640.0, 1735937700.0, 1735937760.0, 1735937820.0, 1735937880.0, 1735937940.0, 1735938000.0, 1735938060.0, 1735938120.0]",1262
208,SHORT,1266,1278,1735938420.0,1735939140.0,21500.75,21482.0,-75.0,-37.5,54.0,19.0,27.0,9.5,12.0,8.1,13,10,1256,"[1735937820.0, 1735937880.0, 1735937940.0, 1735938000.0, 1735938060.0, 1735938120.0, 1735938180.0, 1735938240.0, 1735938300.0, 1735938360.0]",1266
209,SHORT,1278,1289,1735939140.0,1735939800.0,21482.0,21478.25,-15.0,-7.5,25.0,4.0,12.5,2.0,11.0,9.2,12,10,1268,"[1735938540.0, 1735938600.0, 1735938660.0, 1735938720.0, 1735938780.0, 1735938840.0, 1735938900.0, 1735938960.0, 1735939020.0, 1735939080.0]",1278
210,LONG,1289,1294,1735939800.0,1735940100.0,21478.25,21491.25,52.0,26.0,35.0,18.0,17.5,9.0,5.0,2.9,6,10,1279,"[1735939200.0, 1735939260.0, 1735939320.0, 1735939380.0, 1735939440.0, 1735939500.0, 1735939560.0, 1735939620.0, 1735939680.0, 1735939740.0]",1289
211,SHORT,1294,1312,1735940100.0,1735941180.0,21491.25,21483.5,-31.0,-15.5,48.0,22.0,24.0,11.0,18.0,10.1,19,10,1284,"[1735939500.0, 1735939560.0, 1735939620.0, 1735939680.0, 1735939740.0, 1735939800.0, 1735939860.0, 1735939920.0, 1735939980.0, 1735940040.0]",1294
212,LONG,1312,1317,1735941180.0,1735941480.0,21483.5,21489.25,23.0,11.5,11.0,16.0,5.5,8.0,5.0,3.5,6,10,1302,"[1735940580.0, 1735940640.0, 1735940700.0, 1735940760.0, 1735940820.0, 1735940880.0, 1735940940.0, 1735941000.0, 1735941060.0, 1735941120.0]",1312
