**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

x_feature,y_feature,pair,interaction_rms,max_abs_mean_fwd,max_win_rate,min_win_rate,wr_spread,n_total
L1_5m_price_velocity_1b,L3_15m_SE_high_w,L1_5m_price_velocity_1b__x__L3_15m_SE_high_w,0.7101366192110447,2.157742622452084,0.5296472831267874,0.5072677092916283,0.022379573835159094,46881
L3_15m_z_low_w,L1_5m_body,L3_15m_z_low_w__x__L1_5m_body,0.6983867558264291,2.2770633971291865,0.5482912332838039,0.5016629711751663,0.046628262108637575,46881
L2_5m_price_velocity_w,L1_15m_body,L2_5m_price_velocity_w__x__L1_15m_body,0.6976349771902108,3.2175626515763947,0.544917864476386,0.48773378673791595,0.05718407773847006,46907
L3_15m_z_se_w,L1_1h_body,L3_15m_z_se_w__x__L1_1h_body,0.6920928856924294,3.173644148430067,0.5491595306057723,0.4918582375478927,0.057301293057879565,46881
L1_15m_price_velocity_1b,L1_5m_price_velocity_1b,L1_15m_price_velocity_1b__x__L1_5m_price_velocity_1b,0.6616834974150606,2.6639237599510106,0.5483772198407838,0.5008787346221442,0.04749848521863964,46911
L2_15m_price_velocity_w,L1_5m_price_velocity_1b,L2_15m_price_velocity_w__x__L1_5m_price_velocity_1b,0.6607919075317925,3.3771077081899517,0.5351681957186545,0.5025491624180627,0.03261903330059179,46878
L3_15m_z_low_w,L3_15m_SE_high_w,L3_15m_z_low_w__x__L3_15m_SE_high_w,0.6423701880263833,2.8773575020955575,0.5480588013569544,0.49495149475351413,0.05310730660344026,46881
L1_15m_body,L1_5m_price_velocity_1b,L1_15m_body__x__L1_5m_price_velocity_1b,0.6369126827889025,2.5420943772023903,0.5491037229967826,0.49868073878627966,0.0504229842105029,46913
L3_15m_z_high_w,L1_5m_body,L3_15m_z_high_w__x__L1_5m_body,0.6339672887814991,3.413917330299583,0.5530906332954114,0.5027983390503701,0.050292294245041336,46881
L3_15m_z_se_w,L1_5m_price_velocity_1b,L3_15m_z_se_w__x__L1_5m_price_velocity_1b,0.631216685386083,2.864114627887083,0.54901625320787,0.5028721483669785,0.04614410484089149,46881
L2_15s_price_velocity_w,L2_1h_price_velocity_w,L2_15s_price_velocity_w__x__L2_1h_price_velocity_w,0.6206963670392943,2.75971765615935,0.536905754795663,0.5072519822084703,0.029653772587192706,46761
L1_1h_price_velocity_1b,L1_1m_body,L1_1h_price_velocity_1b__x__L1_1m_body,0.5988618505167891,2.966137805983681,0.5463677130044843,0.5017421602787456,0.04462555272573865,46893
L2_15m_price_accel_w,L1_1h_price_accel_1b,L2_15m_price_accel_w__x__L1_1h_price_accel_1b,0.5980442586913084,2.952696954228348,0.544315333789018,0.4959024204307223,0.04841291335829567,46875
L3_15m_z_high_w,L1_5m_price_velocity_1b,L3_15m_z_high_w__x__L1_5m_price_velocity_1b,0.5906444427471459,3.4603513770180436,0.5521367521367522,0.5015329125338143,0.050603839602937906,46881
L2_5m_price_velocity_w,L1_5m_body,L2_5m_price_velocity_w__x__L1_5m_body,0.5884911187902183,2.9090009891196833,0.5462107208872459,0.5021008403361344,0.044109880551111424,46907
L3_15m_z_low_w,L2_15m_price_accel_w,L3_15m_z_low_w__x__L2_15m_price_accel_w,0.5805795925391918,2.442194092827004,0.5408503845595705,0.4933024214322514,0.04754796312731907,46875
L3_15m_z_high_w,L2_15s_price_velocity_w,L3_15m_z_high_w__x__L2_15s_price_velocity_w,0.5792911445943527,3.5979107312440646,0.550997150997151,0.5023264470500651,0.048670703947085836,46881
L3_15m_z_se_w,L1_5m_body,L3_15m_z_se_w__x__L1_5m_body,0.5763664553377098,2.8507092804648777,0.5494787215860537,0.5047775947281713,0.04470112685788241,46881
L2_15m_price_velocity_w,L2_15s_price_velocity_w,L2_15m_price_velocity_w__x__L2_15s_price_velocity_w,0.5687794299939678,2.3798687552921254,0.5328787878787878,0.5053108131638516,0.027567974714936216,46878
L2_15s_price_velocity_w,L3_15m_SE_high_w,L2_15s_price_velocity_w__x__L3_15m_SE_high_w,0.5635523778601578,2.1288862652499017,0.5270775735892015,0.5102810790416903,0.016796494547511198,46881
L1_15m_body,L1_5m_body,L1_15m_body__x__L1_5m_body,0.5620435472986235,2.559716908951798,0.5493496557000765,0.5007673755755316,0.04858228012454491,46913
L1_5m_body,L3_1h_z_se_w,L1_5m_body__x__L3_1h_z_se_w,0.5591286640729726,2.910196402349486,0.5336927223719676,0.49912536443148686,0.03456735794048077,46773
L3_15m_z_low_w,L2_15s_price_velocity_w,L3_15m_z_low_w__x__L2_15s_price_velocity_w,0.5590291375877937,2.332485875706215,0.5416588653810148,0.5018811136192626,0.039777751761752245,46881
L1_15m_price_velocity_1b,L1_5m_body,L1_15m_price_velocity_1b__x__L1_5m_body,0.5551550464988398,2.6594313665545704,0.5484561296239682,0.5026292725679229,0.04582685705604528,46911
L2_15m_price_velocity_w,L1_5m_body,L2_15m_price_velocity_w__x__L1_5m_body,0.5489593652697945,2.975043327556326,0.5342257377547917,0.5043415340086831,0.029884203746108562,46878
L1_1h_body,L1_1m_body,L1_1h_body__x__L1_1m_body,0.5424852487233355,2.617167806985956,0.5468694096601073,0.49897834082550063,0.0478910688346067,46905
L3_1h_z_se_w,L2_15s_price_velocity_w,L3_1h_z_se_w__x__L2_15s_price_velocity_w,0.5386794016034836,2.8567952077873455,0.5324135324135324,0.5010710808179163,0.031342451595616105,46773
L1_1h_price_velocity_1b,L2_15s_price_velocity_w,L1_1h_price_velocity_1b__x__L2_15s_price_velocity_w,0.5334945053638073,1.4431307511234752,0.5444988218234548,0.4966395472232048,0.04785927460024997,46893
L2_1m_price_velocity_w,L1_5m_price_velocity_1b,L2_1m_price_velocity_w__x__L1_5m_price_velocity_1b,0.5311161183518537,2.106346995622762,0.5439713489852765,0.5045434876676763,0.03942786131760023,46913
L1_5m_price_velocity_1b,L3_1h_z_se_w,L1_5m_price_velocity_1b__x__L3_1h_z_se_w,0.516037682575076,3.2237707914458054,0.5319476520400308,0.4984627209838586,0.03348493105617223,46773
L2_1m_price_velocity_w,L2_15s_price_velocity_w,L2_1m_price_velocity_w__x__L2_15s_price_velocity_w,0.5034916436736584,3.0894571085782845,0.5560887822435513,0.5045306270387822,0.05155815520476914,46913
L2_5m_price_velocity_w,L1_5m_price_velocity_1b,L2_5m_price_velocity_w__x__L1_5m_price_velocity_1b,0.49745879009916105,2.8278202912861023,0.5466191230850502,0.5012445958338793,0.04537452725117097,46907
L2_1m_price_velocity_w,L1_5m_body,L2_1m_price_velocity_w__x__L1_5m_body,0.46619218413230895,2.1748612212529737,0.542426645519429,0.5031039834454216,0.039322662074007364,46913
L2_1h_price_accel_w,L3_15m_SE_high_w,L2_1h_price_accel_w__x__L3_15m_SE_high_w,0.45975252344353645,1.515040210330962,0.5368573198430725,0.5084545812033032,0.028402738639769276,46749
L2_1h_price_accel_w,L1_1m_body,L2_1h_price_accel_w__x__L1_1m_body,0.45853295577396036,3.039254305606449,0.5347247875877355,0.5115329659114105,0.023191821676324942,46749
L1_5m_price_velocity_1b,L1_1m_body,L1_5m_price_velocity_1b__x__L1_1m_body,0.4567577404974942,2.4311719619236,0.5422535211267606,0.5070609002647838,0.03519262086197683,46915
L3_15m_SE_high_w,L1_1m_body,L3_15m_SE_high_w__x__L1_1m_body,0.44158405178419025,2.389897910731244,0.5325261158594492,0.5103683070256887,0.022157808833760506,46881
L1_1h_body,L2_15s_price_velocity_w,L1_1h_body__x__L2_15s_price_velocity_w,0.44050611597994194,1.4249110320284697,0.5456349206349206,0.49401408450704226,0.05162083612787832,46905
L1_1h_body,L1_5m_price_velocity_1b,L1_1h_body__x__L1_5m_price_velocity_1b,0.4381171944048679,2.061405030355594,0.5481614349775785,0.4970376639864579,0.05112377099112064,46905
L2_15m_price_velocity_w,L1_1m_body,L2_15m_price_velocity_w__x__L1_1m_body,0.4350627545809343,3.4509983513464006,0.53185342861487,0.5057286432160804,0.026124785398789596,46878
L1_5m_body,L1_1m_body,L1_5m_body__x__L1_1m_body,0.4310542830496325,2.3239052226770873,0.5428169014084507,0.5071396697902723,0.035677231618178484,46916
L3_15m_z_se_w,L2_15s_price_velocity_w,L3_15m_z_se_w__x__L2_15s_price_velocity_w,0.430806096299593,2.493272391125719,0.5409663865546218,0.5045587476346121,0.036407638920009755,46881
L3_15m_z_high_w,L3_15m_SE_high_w,L3_15m_z_high_w__x__L3_15m_SE_high_w,0.41624714763759735,3.4972312392591176,0.5474508306282223,0.4980552314274601,0.0493955992007622,46881
L1_1h_price_accel_1b,L2_15s_price_velocity_w,L1_1h_price_accel_1b__x__L2_15s_price_velocity_w,0.41151656109783946,2.4580184331797237,0.5383394189553897,0.4923979148566464,0.04594150409874331,46881
L1_1h_price_velocity_1b,L1_5m_price_velocity_1b,L1_1h_price_velocity_1b__x__L1_5m_price_velocity_1b,0.3953486296883386,2.390305676855895,0.5476746274016879,0.5013100436681223,0.04636458373356567,46893
L1_5m_body,L2_1h_price_accel_w,L1_5m_body__x__L2_1h_price_accel_w,0.391688766612348,1.8723337515683813,0.5354536950420954,0.5083348270299337,0.02711886801216168,46749
L1_1h_body,L1_5m_body,L1_1h_body__x__L1_5m_body,0.3903341350085495,1.676381167477415,0.546704768708698,0.49661876584953507,0.050086002859162926,46905
L1_1h_price_velocity_1b,L1_5m_body,L1_1h_price_velocity_1b__x__L1_5m_body,0.3489531951396381,1.9905107573902396,0.5464949928469242,0.5004372922861641,0.046057700560760084,46893
L1_5m_price_velocity_1b,L2_1h_price_accel_w,L1_5m_price_velocity_1b__x__L2_1h_price_accel_w,0.30943033686221294,2.344228713929462,0.5352402318190316,0.5094455852156058,0.025794646603425786,46749
L2_1h_price_accel_w,L2_15s_price_velocity_w,L2_1h_price_accel_w__x__L2_15s_price_velocity_w,0.2915494117318938,1.4600144743984078,0.535483870967742,0.5066039442735661,0.028879926694175828,46749
L2_1h_price_velocity_w,L1_1m_body,L2_1h_price_velocity_w__x__L1_1m_body,0.2749893748709314,3.6751903181729455,0.5381446991404012,0.5082959203591646,0.029848778781236596,46761
